"Time","loadInertia.phi","multiSensor.i[2]","multiSensor.v[2]","loadInertia.w","multiSensor.i[3]","currentQuasiRMSSensor.i[2]","rootMeanSquare.mean.x","multiSensor.v[1]","currentQuasiRMSSensor.i[1]","harmonic.mean1.x","rootMeanSquare.y","multiSensor.i[1]","multiSensor.v[3]","multiSensor.power[1]","harmonic.mean2.x","multiSensor.powerTotal","multiSensor.power[3]","voltageSensor.v[1]","voltageSensor.v[3]","voltageSensor.v[2]","currentQuasiRMSSensor.i[3]","softStartControl.vRef","multiSensor.power[2]"
2.5134001,89.525879,531.08929,69.834892,110.48264,-531.0871,531.08929,31.550039,37.082047,-0.0021726438,0.017235616,51.043682,-0.0021726438,1.7152523,-0.080566078,0.4057703,36177.531,-910.94836,-71.55014,1.7099414,69.840202,-531.0871,0.65216386,37088.559
2.5136001,89.547974,536.37903,67.041191,110.50104,-536.37683,536.37903,31.821548,36.604618,-0.0022096687,0.012504707,51.043682,-0.0022096687,6.8376312,-0.080884077,0.3964867,32291.861,-3667.5469,-73.878822,6.8322673,67.046555,-536.37683,0.65219885,35959.488
2.5137999,89.570076,537.83429,63.982925,110.51971,-537.83203,537.83429,32.08535,35.995174,-0.0022382222,0.0084249852,51.043682,-0.0022382222,11.933007,-0.080565199,0.38706127,27994.176,-6417.9541,-75.915932,11.927629,63.988304,-537.83203,0.6522339,34412.211
2.5139999,89.592186,535.47046,60.672165,110.53816,-535.4682,535.47046,32.339478,35.259544,-0.0022582598,0.0050093154,51.043682,-0.0022582598,16.981274,-0.079625212,0.37757725,23395.143,-9092.9326,-77.653442,16.975918,60.677521,-535.4682,0.65226889,32488.154
2.5142,89.614288,529.31775,57.121979,110.55592,-529.31549,529.31775,32.582134,34.377708,-0.0022692438,0.0022599525,51.043682,-0.0022692438,21.962505,-0.078011408,0.36811858,18610.506,-11625.094,-79.08448,21.957211,57.127274,-529.31549,0.65230387,30235.678
2.5144,89.636406,519.42096,53.346375,110.57252,-519.41864,519.42096,32.81171,33.347462,-0.0022710175,0.00016848823,51.043682,-0.0022710175,26.857044,-0.075732671,0.35876885,13759.099,-13950.05,-80.203415,26.851849,53.35157,-519.41864,0.65233886,27709.225
2.5144176,89.638344,518.37579,53.004845,110.5739,-518.37354,518.37579,32.831181,33.260071,-0.0022709323,1.5833328e-05,51.043682,-0.0022709323,27.281698,-0.075531363,0.35795644,13334.242,-14142.11,-80.286545,27.276514,53.010025,-518.37354,0.65234196,27476.43
2.5146,89.658524,505.83926,49.360252,110.58751,-505.83701,505.83926,33.026806,32.205498,-0.0022642266,-0.0012839028,51.043682,-0.0022642266,31.645573,-0.072920538,0.34960973,8960.7793,-16007.502,-81.005829,31.640514,49.365311,-505.83701,0.65237385,24968.354
2.5146389,89.662827,502.77454,48.561554,110.59021,-502.77228,502.77454,33.066868,31.958569,-0.0022616687,-0.0014945104,51.043682,-0.0022616687,32.563316,-0.072279692,0.34785661,8043.5083,-16371.933,-81.12487,32.558289,48.566582,-502.77228,0.6523807,24415.514
2.5146389,89.662827,502.77454,48.561554,110.59021,-502.77228,502.77454,33.066868,-81.12487,-0.0022616687,-0.0014945104,51.043682,-0.0022616687,32.563316,0.1834776,0.34785661,8043.7642,-16371.933,-81.12487,32.558289,48.566582,-502.77228,0.6523807,24415.514
2.5148001,89.680641,516.92938,45.179062,110.60113,-460.36609,516.92938,34.132221,-81.487976,-56.563286,0.00013567763,51.043682,-56.563286,36.308914,4609.2275,0.36630914,11248.219,-16715.393,-81.488541,36.30431,45.184231,-460.36609,0.6524089,23354.383
2.5150001,89.702759,530.39465,40.819527,110.61453,-405.52145,530.39465,35.463776,-81.648407,-124.87321,0.00086034485,51.043682,-124.87321,40.828884,10195.699,0.38937256,15289.169,-16556.988,-81.649658,40.824829,40.824829,-405.52145,0.65244389,21650.459
2.5151999,89.724884,539.32446,36.298916,110.62788,-348.474,539.32446,36.795303,-81.486633,-190.85045,0.00013588129,51.043682,-190.85045,45.187714,15551.761,0.41243574,19381.91,-15746.744,-81.488541,45.184231,36.30431,-348.474,0.65247887,19576.895
2.5153999,89.747009,543.75171,31.635078,110.64131,-289.47372,543.75171,38.116325,-81.003281,-254.27802,-0.0020263337,51.043682,-254.27802,49.368206,20597.354,0.43531719,23508.184,-14290.799,-81.005829,49.365311,31.640514,-289.47372,0.65251386,17201.629
2.5154328,89.750641,544.05103,30.858377,110.64352,-279.63617,544.05103,38.331097,-80.893517,-264.41486,-0.0025157521,51.043682,-264.41486,50.035141,21389.447,0.43903723,24186.344,-13991.636,-80.896164,50.032345,30.863819,-279.63617,0.65251958,16788.533
2.5156,89.769142,543.72559,26.846413,110.65494,-228.77606,543.72559,39.416523,-80.200272,-314.94955,-0.0055920859,51.043682,-314.94955,53.353855,25259.037,0.45783803,27650.035,-12206.085,-80.203415,53.35157,26.851849,-228.77606,0.65254885,14597.082
2.5158,89.791275,539.31104,21.951818,110.66888,-166.64081,539.31104,40.685902,-79.080757,-372.6702,-0.010505118,51.043682,-372.6702,57.128941,29471.041,0.47982529,31789.887,-9520.0127,-79.08448,57.127274,21.957211,-166.64081,0.6525839,11838.857
2.516,89.813408,530.5885,16.970613,110.68325,-103.33123,530.5885,41.914959,-77.64917,-427.25723,-0.01668793,51.043682,-427.25723,60.678555,33176.168,0.50111425,35910.59,-6269.9893,-77.653442,60.677521,16.975918,-103.33123,0.65261889,9004.4111
2.5162001,89.835548,517.65369,11.922453,110.69815,-39.113003,517.65369,43.094822,-75.911148,-478.54068,-0.02404299,51.043682,-478.54068,63.988693,36326.57,0.52155131,39995.484,-2502.79,-75.915932,63.988304,11.927629,-39.113003,0.65265387,6171.7017
2.5163207,89.848923,507.8472,8.8495073,110.70745,1.912781e-11,507.8472,43.780148,-74.715866,-507.8472,-0.029004887,51.043682,-507.8472,65.866356,37944.242,0.53342229,42438.441,1.2598792e-09,-74.72094,65.866356,8.8545856,1.912781e-11,0.65267503,4494.1978
2.5163207,89.848923,507.8472,8.8495073,110.70745,1.912781e-11,507.8472,43.780148,-74.715866,-507.8472,-0.029004887,51.043682,-507.8472,65.866356,37944.242,0.53342229,42438.441,1.2598792e-09,-74.72094,65.866356,8.8545856,1.912781e-11,0.65267503,4494.1978
2.5164001,89.857689,513.48395,6.8271322,110.71376,0.0020914618,513.48395,44.217316,-73.873688,-513.48602,-0.032455612,51.043682,-513.48602,-37.526535,37933.105,0.5409947,41438.648,-0.078485318,-73.878822,67.046555,6.8322673,0.0020914618,0.65268886,3505.6228
2.5165999,89.879829,525.07446,1.7046907,110.73068,0.0021420789,525.07446,45.275425,-71.544891,-525.0766,-0.041790422,51.043682,-525.0766,-37.263748,37566.547,0.55932301,38461.559,-0.079821892,-71.55014,69.840202,1.7099414,0.0021420789,0.65272385,895.08954
2.5166667,89.887215,528.08868,-0.0052808868,110.73659,0.0021574323,528.08868,45.612705,-70.705399,-528.09082,-0.04508223,51.043682,-528.09082,-37.160938,37338.871,0.56516534,37336.004,-0.080172211,-70.710678,70.710678,-1.8413689e-12,0.0021574323,0.65273553,-2.7887766
2.5166667,89.887215,528.08868,-0.0052808868,110.73659,0.0021574323,528.08868,45.612705,-70.705399,-528.09082,-0.04508223,51.043682,-528.09082,-37.160938,37338.871,0.56516534,37336.004,-0.080172211,-70.710678,70.710678,-1.8413689e-12,0.0021574323,0.65273553,-2.7887766
2.5167999,89.901978,532.83118,-3.4244611,110.74867,0.0021850925,532.83118,46.262726,-68.933762,-532.83337,-0.051903121,51.043682,-532.83337,-36.896404,36730.207,0.5764249,34905.465,-0.080622062,-68.939087,72.358223,-3.4191327,0.0021850925,0.6527589,-1824.6597
2.517,89.924133,536.76276,-8.540081,110.76723,0.0022208663,536.76276,47.1745,-66.050591,-536.76501,-0.06263119,51.043682,-536.76501,-36.452637,35453.648,0.59221858,30869.568,-0.080956429,-66.055962,74.590675,-8.5347137,0.0022208663,0.65279388,-4583.9976
2.5172,89.946289,536.86627,-13.62198,110.7859,0.002244279,536.86627,48.006714,-62.906773,-536.86853,-0.073807105,51.043682,-536.86853,-35.6852,33772.664,0.60663408,26459.404,-0.08008755,-62.912144,76.528755,-13.616611,0.002244279,0.65282887,-7313.1816
2.5174,89.968445,533.16229,-18.650103,110.80417,0.0022615567,533.16229,48.756748,-59.514706,-533.16455,-0.085254535,51.043682,-533.16455,-34.913025,31731.135,0.61962622,21787.523,-0.078957781,-59.520039,78.16481,-18.64477,0.0022615567,0.65286386,-9943.5312
2.5176001,89.990608,525.68628,-23.604605,110.82157,0.0022693258,525.68628,49.423294,-55.887779,-525.68854,-0.096792907,51.043682,-525.68854,-33.973907,29379.566,0.63117218,16970.873,-0.07709787,-55.893036,79.492386,-23.599348,0.0022693258,0.65289885,-12408.617
2.5177958,90.012314,514.75867,-28.365841,110.83733,0.0022684743,514.75867,49.995056,-52.122524,-514.76093,-0.10800412,51.043682,-514.76093,-32.935345,26830.639,0.64107633,12229.002,-0.074712984,-52.127674,80.488365,-28.360693,0.0022684743,0.65293312,-14601.562
2.5178001,90.012779,514.48804,-28.465933,110.83765,0.0022683851,514.48804,50.006348,-52.040306,-514.49036,-0.10824021,51.043682,-514.49036,-32.913017,26774.234,0.64127189,12128.776,-0.074659392,-52.045452,80.506241,-28.460789,0.0022683851,0.6529339,-14645.383
2.5179687,90.031471,502.19965,-32.4786,110.84986,0.0022603797,502.19965,50.434044,-48.635765,-502.2019,-0.1176891,51.043682,-502.2019,-31.904617,24424.975,0.64868057,8114.1606,-0.072116546,-48.640789,81.114365,-32.473579,0.0022603797,0.6529634,-16310.741
2.5179687,90.031471,502.19965,-32.4786,110.84986,0.0022603797,502.19965,50.434044,-48.635765,-502.2019,-0.1176891,51.043682,-502.2019,81.114365,24424.975,0.64868057,8114.416,0.18334927,-48.640789,81.114365,-32.473579,0.0022603797,0.6529634,-16310.741
2.5179999,90.034943,494.0809,-33.214848,110.852,11.104252,494.0809,50.507225,-47.987411,-505.18515,-0.11941592,51.043682,-505.18515,81.202263,24242.527,0.6499483,8733.3965,901.69037,-47.992466,81.20237,-33.209908,11.104252,0.65296888,-16410.822
2.5181999,90.057114,440.82895,-37.832371,110.86549,80.752457,440.82895,50.928555,-43.744858,-521.58136,-0.13014331,51.043682,-521.58136,81.577232,22816.504,0.65724671,12726.462,6587.5615,-43.750076,81.578041,-37.827961,80.752457,0.65300387,-16677.604
2.5184,90.079292,385.21725,-42.300579,110.87884,148.21567,385.21725,51.274178,-39.329689,-533.43292,-0.14025412,51.043682,-533.43292,81.630272,20979.75,0.66323388,16783.721,12098.884,-39.335022,81.631752,-42.29673,148.21567,0.65303886,-16294.913
2.5186,90.101471,327.49216,-46.601841,110.89219,213.26959,327.49216,51.549164,-34.759327,-540.76172,-0.14958832,51.043682,-540.76172,81.361168,18796.514,0.66799748,20886.639,17351.863,-34.764732,81.363304,-46.598568,213.26959,0.65307391,-15261.738
2.5187125,90.113937,294.20569,-48.940277,110.89974,248.70419,294.20569,51.675018,-32.12849,-542.90985,-0.15443918,51.043682,-542.90985,81.068771,17442.875,0.67017764,23206.51,20162.143,-32.133919,81.071259,-48.937336,248.70419,0.65309358,-14398.508
2.5188,90.12365,267.90555,-50.719181,110.90566,275.70123,267.90555,51.759697,-30.051807,-543.60675,-0.1579988,51.043682,-543.60675,80.770988,16336.366,0.67164457,25017.076,22268.66,-30.057243,80.77375,-50.716503,275.70123,0.65310889,-13587.95
2.5190001,90.145828,206.71437,-54.636353,110.91937,335.30832,206.71437,51.912964,-25.225712,-542.02271,-0.16535285,51.043682,-542.02271,79.862061,13672.908,0.67429978,29157.201,26778.414,-25.231133,79.865417,-54.634285,335.30832,0.65314388,-11294.119
2.5192001,90.168015,144.17961,-58.337891,110.93345,391.90036,144.17961,52.017067,-20.300083,-536.07996,-0.17153451,51.043682,-536.07996,78.637978,10882.469,0.67610329,33289.586,30818.252,-20.305445,78.641891,-58.336449,391.90036,0.65317887,-8411.1348
2.5193999,90.190201,80.565308,-61.809193,110.94799,445.29932,80.565308,52.080875,-15.294362,-525.86462,-0.17644627,51.043682,-525.86462,77.103554,8042.7637,0.67720884,37397.246,34334.16,-15.299621,77.108009,-61.808388,445.29932,0.65321386,-4979.6768
2.5195999,90.212395,16.137634,-65.03656,110.9631,495.33994,16.137634,52.113892,-10.228301,-511.47757,-0.18001069,51.043682,-511.47757,75.264854,5231.5464,0.67778099,41463.699,37281.688,-10.233416,75.269814,-65.036392,495.33994,0.65324891,-1049.5361
2.5196497,90.217918,-1.6200374e-11,-65.80072,110.96696,507.2597,-1.6200374e-11,52.118484,-8.9598103,-507.2597,-0.18068168,51.043682,-507.2597,74.760536,4544.9507,0.6778605,42467.957,37923.004,-8.9648829,74.765602,-65.80072,507.2597,0.65325761,1.0659963e-09
2.5196497,90.217918,-1.6200374e-11,-65.80072,110.96696,507.2597,-1.6200374e-11,52.118484,-8.9598103,-507.2597,-0.18068168,51.043682,-507.2597,74.760536,4544.9507,0.6778605,42467.957,37923.004,-8.9648829,74.765602,-65.80072,507.2597,0.65325761,1.0659963e-09
2.5197999,90.234589,-0.0021080826,37.3964,110.97913,517.44885,-0.0021080826,52.12611,-5.1216502,-517.44672,-0.18217048,51.043682,-517.44672,73.129387,2650.1809,0.6779927,40490.816,37840.715,-5.1268244,73.13456,-68.007736,517.44885,0.65328389,-0.078834705
2.52,90.25679,-0.0021559817,37.088409,110.99651,527.68182,-0.0021559817,52.127857,0.0052767969,-527.67969,-0.18289365,51.043682,-527.67969,70.705399,-2.7844584,0.67802298,37307.094,37309.957,9.6113612e-13,70.710678,-70.710678,527.68182,0.65331888,-0.079961933
2.52,90.25679,-0.0021559817,37.088409,110.99651,527.68182,-0.0021559817,0,0.0052767969,-527.67969,0,51.052845,-527.67969,70.705399,-2.7844584,0,37307.094,37309.957,9.6113612e-13,70.710678,-70.710678,527.68182,0.65331888,-0.079961933
2.5202,90.278984,-0.0021957776,36.654324,111.01476,534.08081,-0.0021957776,0.001763096,5.1321654,-534.07861,0.0007286903,51.052845,-534.07861,68.002396,-2740.9797,3.049017e-05,33577.711,36318.773,5.1268244,68.007736,-73.13456,534.08081,0.65335387,-0.08048474
2.5204,90.301193,-0.0022273646,36.098412,111.03343,536.65582,-0.0022273646,0.014018062,10.238782,-536.65356,0.0028924101,51.052845,-536.65356,65.031029,-5494.6792,0.00024260971,29404.52,34899.281,10.233416,65.036392,-75.269814,536.65582,0.65338886,-0.080404319
2.5206001,90.323402,-0.0022501033,35.39716,111.05202,535.41107,-0.0022501033,0.047090285,15.304975,-535.40887,0.0064597665,51.052845,-535.40887,61.803032,-8194.4189,0.00081520004,24895.531,33090.031,15.299621,61.808388,-77.108009,535.41107,0.65342391,-0.079647273
2.5208001,90.345612,-0.0022636547,34.540848,111.07005,530.37244,-0.0022636547,0.11097211,20.310747,-530.37018,0.011374495,51.052845,-530.37018,58.331146,-10772.216,0.0019213369,20164.939,30937.234,20.305445,58.336449,-78.641891,530.37244,0.65345889,-0.078188553
2.5209999,90.367828,-0.0022681991,33.544537,111.08704,521.58044,-0.0022681991,0.21517032,25.236347,-521.57819,0.017559061,51.052845,-521.57819,54.62907,-13162.728,0.0037256877,15330.649,28493.453,25.231133,54.634285,-79.865417,521.58044,0.65349388,-0.076085679
2.5211806,90.387909,-0.0022646221,32.530983,111.10113,510.45154,-0.0022646221,0.35141948,29.602579,-510.44925,0.024159726,51.052845,-510.44925,51.097542,-15110.614,0.006085149,10972.129,26082.818,29.597475,51.102646,-80.700119,510.45154,0.65352553,-0.073670387
2.5211999,90.390045,-0.0022638219,32.417351,111.10255,509.08994,-0.0022638219,0.36855632,30.062334,-509.08765,0.024915932,51.052845,-509.08765,50.711414,-15304.363,0.0063819168,10512.232,25816.67,30.057243,50.716503,-80.77375,509.08994,0.65352887,-0.073387116
2.5212984,90.400978,-0.0022583778,31.815134,111.1095,501.60938,-0.0022583778,0.46455488,32.393841,-501.60712,0.028930206,51.052845,-501.60712,48.709915,-16248.981,0.0080443919,8184.2959,24433.35,32.388828,48.714931,-81.10376,501.60938,0.65354609,-0.071850598
2.5212984,90.400978,-0.0022583778,-81.10376,111.1095,501.60938,-0.0022583778,0.46455488,32.393841,-501.60712,0.028930206,51.052845,-501.60712,48.709915,-16248.981,0.0080443919,8184.5508,24433.35,32.388828,48.714931,-81.10376,501.60938,0.65354609,0.18316293
2.5214,90.41227,-35.78072,-81.362946,111.11639,510.86005,-35.78072,0.57923025,34.769485,-475.07932,0.033328943,51.052845,-475.07932,46.59346,-16518.264,0.010030339,10195.698,23802.736,34.764732,46.598568,-81.363304,510.86005,0.65356386,2911.2246
2.5216,90.434494,-104.63293,-81.630707,111.12979,525.63727,-104.63293,0.85436654,39.339233,-421.00436,0.042665567,51.052845,-421.00436,42.291473,-16561.988,0.014795265,14209.246,22229.975,39.335022,42.29673,-81.631752,525.63727,0.6535989,8541.2598
2.5218,90.456718,-171.22057,-81.576324,111.14311,535.8786,-171.22057,1.2001412,43.753719,-364.65805,0.052778572,51.052845,-364.65805,37.822605,-15955.147,0.020783693,18280.723,20268.324,43.750076,37.827961,-81.578041,535.8786,0.65363389,13967.544
2.5219855,90.477348,-230.79123,-81.237885,111.15551,541.349,-230.79123,1.5886147,47.695938,-310.55777,0.062718041,51.052845,-310.55777,33.541946,-14812.344,0.027511755,22094.545,18157.898,47.692829,33.547359,-81.240189,541.349,0.65366638,18748.99
2.5220001,90.478951,-235.32385,-81.20002,111.15648,541.61237,-235.32385,1.6216141,47.995529,-306.28851,0.063508436,51.052845,-306.28851,33.204491,-14700.479,0.028083285,22391.787,17983.965,47.992466,33.209908,-81.20237,541.61237,0.65366888,19108.303
2.5222001,90.501183,-296.73358,-80.503273,111.17001,542.883,-296.73358,2.1226523,52.047913,-246.14941,0.074685931,51.052845,-246.14941,28.45536,-12811.563,0.036761042,26524.393,15447.932,52.045452,28.460789,-80.506241,542.883,0.65370387,23888.025
2.5223999,90.523422,-355.25186,-79.488831,111.18383,539.75092,-355.25186,2.7058659,55.894882,-184.49904,0.086134806,51.052845,-184.49904,23.59395,-10312.553,0.046862196,30660.857,12734.855,55.893036,23.599348,-79.492386,539.75092,0.65373886,28238.555
2.5225999,90.545654,-410.69266,-78.160706,111.19806,532.29205,-410.69266,3.3725684,59.521255,-121.59942,0.097674526,51.052845,-121.59942,18.639448,-7237.75,0.058409516,34783.906,9921.6299,59.520039,18.64477,-78.16481,532.29205,0.6537739,32100.027
2.5228,90.567902,-462.88254,-76.524124,111.21278,520.59784,-462.88254,4.1227579,62.91272,-57.715298,0.10912312,51.052845,-57.715298,13.611405,-3631.0264,0.071402997,38876.723,7086.0684,62.912144,13.616611,-76.528755,520.59784,0.65380889,35421.684
2.5229788,90.587784,-506.64734,-74.80555,111.22647,506.64734,-506.64734,4.8628874,65.734253,5.5990768e-12,0.11913127,51.052845,5.5990768e-12,9.0712967,3.6805112e-10,0.084222354,42495.98,4595.9482,65.734253,9.0763636,-74.810616,506.64734,0.65384018,37900.031
2.5229788,90.587784,-506.64734,-74.80555,111.22647,506.64734,-506.64734,4.8628874,65.734253,5.5990768e-12,0.11913127,51.052845,5.5990768e-12,9.0712967,3.6805112e-10,0.084222354,42495.98,4595.9482,65.734253,9.0763636,-74.810616,506.64734,0.65384018,37900.031
2.523,90.590141,-508.21884,-74.585594,111.22813,508.21677,-508.21884,4.8927078,-37.474609,0.0020706113,0.11846704,51.052845,0.0020706113,8.5296307,-0.077595353,0.083314501,42240.625,4334.9014,66.055962,8.5347137,-74.590675,508.21677,0.65384388,37905.805
2.5232,90.612389,-520.90674,-72.353012,111.24468,520.9046,-520.90674,5.1723547,-37.288074,0.0021245433,0.112523,51.052845,0.0021245433,3.4139237,-0.079220124,0.074568622,39467.418,1778.3286,68.939087,3.4191327,-72.358223,520.9046,0.65387887,37689.172
2.5233333,90.62722,-527.2475,-70.705406,111.25641,527.2453,-527.2475,5.3567429,-37.078499,0.0021557836,0.10889069,51.052845,0.0021557836,-0.0052724807,-0.079933219,0.068571217,37276.387,-2.7798908,70.710678,-2.7598688e-08,-70.710678,527.2453,0.65390223,37279.246
2.5233333,90.62722,-527.2475,-70.705406,111.25641,527.2453,-527.2475,5.3567429,-37.078499,0.0021557836,0.10889069,51.052845,0.0021557836,-0.0052724807,-0.079933219,0.068571217,37276.387,-2.7798908,70.710678,-2.7598688e-08,-70.710678,527.2453,0.65390223,37279.246
2.5234001,90.634644,-529.78046,-69.8349,111.26243,529.77826,-529.78046,5.4480801,-36.949993,0.0021700028,0.10717758,51.052845,0.0021700028,-1.7152392,-0.080181591,0.065530978,36088.391,-908.69647,71.55014,-1.7099414,-69.840202,529.77826,0.65391386,36997.164
2.5236001,90.656898,-534.82684,-67.041206,111.28091,534.82465,-534.82684,5.7177186,-36.462608,0.0022068284,0.1024629,51.052845,0.0022068284,-6.8376155,-0.080466725,0.056279503,32198.43,-3656.9253,73.878822,-6.8322673,-67.046555,534.82465,0.6539489,35855.434
2.5237999,90.679153,-536.04742,-63.982941,111.29962,536.04517,-536.04742,5.9792075,-35.829578,0.0022349101,0.098401047,51.052845,0.0022349101,-11.93299,-0.08007589,0.046895497,27901.189,-6396.6216,75.915932,-11.927629,-63.988304,536.04517,0.65398389,34297.891
2.5239999,90.701416,-533.45856,-60.672188,111.31808,533.4563,-533.45856,6.2306209,-35.053925,0.0022541473,0.09500365,51.052845,0.0022541473,-16.981253,-0.079016708,0.037462275,23307.262,-9058.7559,77.653442,-16.975918,-60.677521,533.4563,0.65401888,32366.096
2.5242,90.723679,-527.09119,-57.122002,111.3358,527.08893,-527.09119,6.4701986,-34.139214,0.0022644741,0.09227173,51.052845,0.0022644741,-21.962482,-0.077307366,0.028063858,18532.246,-11576.182,79.08448,-21.957211,-57.127274,527.08893,0.65405387,30108.506
2.5244,90.745949,-516.99103,-53.346397,111.35233,516.98877,-516.99103,6.6963744,-33.089546,0.0022658592,0.090195738,51.052845,0.0022658592,-26.857019,-0.074976251,0.018783603,13694.757,-13884.776,80.203415,-26.851849,-53.35157,516.98877,0.65408885,27579.609
2.5245752,90.76545,-505.12704,-49.866589,111.36545,505.12479,-505.12704,6.8823681,-32.064129,0.0022597515,0.088900991,51.052845,0.0022597515,-31.056862,-0.072456963,0.010817854,9501.2988,-15687.591,80.923447,-31.051811,-49.871639,505.12479,0.65411955,25188.963
2.5246,90.768219,-503.2179,-49.360279,111.3672,503.21564,-503.2179,6.9078007,-31.909517,0.0022583068,0.088755712,51.052845,0.0022583068,-31.645548,-0.072061479,0.0097028883,8914.3691,-15924.534,81.005829,-31.640514,-49.365311,503.21564,0.6541239,24838.975
2.5246282,90.771355,-500.99158,-48.784,111.36913,500.98932,-500.99158,6.9362702,-31.734514,0.0022565511,0.088602677,51.052845,0.0022565511,-32.309044,-0.071610555,0.0084470063,8253.8164,-16186.485,81.09304,-32.304031,-48.789013,500.98932,0.65412879,24440.373
2.5246282,90.771355,-500.99158,-48.784,111.36913,500.98932,-500.99158,6.9362702,81.09304,0.0022565511,0.088602677,51.052845,0.0022565511,-32.309044,0.18299061,0.0084470063,8254.0713,-16186.485,81.09304,-32.304031,-48.789013,500.98932,0.65412879,24440.373
2.5248001,90.790497,-515.93127,-45.179073,111.38073,455.76498,-515.93127,8.0726738,81.487938,60.166279,0.090375178,51.052845,60.166279,-36.308868,4902.8262,0.028130161,11663.812,-16548.311,81.488541,-36.30431,-45.184231,455.76498,0.65415889,23309.297
2.5250001,90.812775,-529.09155,-40.819538,111.39408,400.89886,-529.09155,9.4042215,81.648376,128.19266,0.091099747,51.052845,128.19266,-40.828838,10466.722,0.051193524,15695.759,-16368.235,81.649658,-40.824829,-40.824829,400.89886,0.65419388,21597.271
2.5251999,90.835052,-537.72717,-36.298935,111.40739,343.85037,-537.72717,10.735749,81.486603,193.87679,0.090375192,51.052845,193.87679,-45.187668,15798.361,0.074256718,19779.486,-15537.797,81.488541,-45.184231,-36.30431,343.85037,0.65422887,19518.922
2.525249,90.840508,-539.15582,-35.169369,111.41065,329.57568,-539.15582,11.060621,81.397919,209.58009,0.089977689,51.052845,209.58009,-46.22855,17059.383,0.079883806,20785.346,-15235.807,81.400017,-46.225254,-35.174759,329.57568,0.65423745,18961.768
2.5253999,90.857338,-541.87231,-31.635096,111.42078,284.86954,-541.87231,12.05677,81.003258,257.00281,0.088212982,51.052845,257.00281,-49.36816,20818.064,0.097138107,23896.764,-14063.484,81.005829,-49.365311,-31.640514,284.86954,0.65426385,17142.184
2.5256,90.879623,-541.57721,-26.846434,111.43439,224.21161,-541.57721,13.356964,80.200241,317.3656,0.084647223,51.052845,317.3656,-53.353809,25452.799,0.11965892,28029.672,-11962.544,80.203415,-53.35157,-26.851849,224.21161,0.6542989,14539.417
2.5258,90.901909,-536.90778,-21.951843,111.44834,162.13615,-536.90778,14.626342,79.080734,374.77164,0.079734191,51.052845,374.77164,-57.128895,29637.217,0.14164615,32160.672,-9262.6592,79.08448,-57.127274,-21.957211,162.13615,0.65433389,11786.115
2.526,90.924202,-527.9455,-16.970638,111.46272,98.906128,-527.9455,15.855397,77.649147,429.0394,0.073551372,51.052845,429.0394,-60.678509,33314.543,0.16293511,36272.641,-6001.4766,77.653442,-60.677521,-16.975918,98.906128,0.65436888,8959.5732
2.5262001,90.946495,-514.78705,-11.922482,111.47766,34.786816,-514.78705,17.035261,75.911133,480.00021,0.066196308,51.052845,480.00021,-63.988651,36437.359,0.18337215,40348.938,-2225.9612,75.915932,-63.988304,-11.927629,34.786816,0.65440387,6137.5391
2.5263076,90.958496,-506.0058,-9.184576,111.48597,-4.0915796e-07,-506.0058,17.647087,74.851151,506.0058,0.061792109,51.052845,506.0058,-65.666573,37875.117,0.19396996,42522.562,2.6868001e-05,74.856209,-65.666573,-9.1896362,-4.0915796e-07,0.6544227,4647.4492
2.5263076,90.958496,-506.0058,-9.184576,111.48597,-4.0915796e-07,-506.0058,17.647087,74.851151,506.0058,0.061792109,51.052845,506.0058,-65.646111,37875.117,0.19396996,42522.562,2.685963e-05,74.856209,-65.666573,-9.1896362,-4.0915796e-07,0.6544227,4647.4492
2.5264001,90.968796,-512.51813,-6.8271422,111.49335,-0.0020913011,-512.51813,18.15781,73.873695,512.52026,0.057784725,51.052845,512.52026,37.518505,37861.762,0.20281656,41360.719,-0.078462489,73.878822,-67.046555,-6.8322673,-0.0020913011,0.65443885,3499.0342
2.5265999,90.991096,-523.84955,-1.704703,111.51039,-0.0021407292,-523.84955,19.215919,71.544899,523.85168,0.048449971,51.052845,523.85168,37.196266,37478.918,0.22114487,38371.848,-0.079627134,71.55014,-69.840202,-1.7099414,-0.0021407292,0.6544739,893.00787
2.5266666,90.998528,-526.77905,0.0052677905,111.51633,-0.0021566486,-526.77905,19.553202,70.705414,526.78119,0.045158163,51.052845,526.78119,37.121746,37246.281,0.22698718,37243.426,-0.080058552,70.710678,-70.710678,9.6113612e-13,-0.0021566486,0.65448552,-2.7749617
2.5266666,90.998528,-526.77905,0.0052677905,111.51633,-0.0021566486,-526.77905,19.553202,70.705414,526.78119,0.045158163,51.052845,526.78119,37.121746,37246.281,0.22698718,37243.426,-0.080058552,70.710678,-70.710678,9.6113612e-13,-0.0021566486,0.65448552,-2.7749617
2.5267999,91.013397,-531.36084,3.4244463,111.52847,-0.0021832581,-531.36084,20.203339,68.933769,531.36304,0.038338535,51.052845,531.36304,36.804684,36628.859,0.23824875,34809.16,-0.080354124,68.939087,-72.358223,3.4191327,-0.0021832581,0.65450889,-1819.6167
2.527,91.035706,-535.04901,8.5400639,111.5471,-0.002216896,-535.04901,21.11511,66.050613,535.05127,0.027610645,51.052845,535.05127,36.254131,35340.461,0.25404233,30771.029,-0.080371641,66.055962,-74.590675,8.5347137,-0.002216896,0.65454388,-4569.353
