"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5915999,3.2519915,5.0612335,-4.7473211,-6.8385615,-0.50098175,0.38695934,721.06909,156.96358,204.59502
4.5917001,3.0073588,5.2689185,-4.7467299,-6.8389916,-0.50142998,0.38727978,721.08478,156.96346,204.87157
4.5918002,2.7597423,5.471386,-4.7461376,-6.8394222,-0.5018791,0.38760078,721.10046,156.96333,205.1479
4.5918999,2.5093873,5.6684346,-4.745544,-6.8398538,-0.50232911,0.38792232,721.11615,156.96323,205.424
4.592,2.2565417,5.859869,-4.7449498,-6.8402858,-0.50278002,0.38824436,721.13184,156.9631,205.69986
4.5921001,2.0014563,6.0455003,-4.7443542,-6.8407183,-0.50323182,0.38856697,721.14758,156.96298,205.97549
4.5921998,1.7443836,6.2251434,-4.7437577,-6.8411512,-0.50368452,0.38889012,721.16327,156.96286,206.25089
4.5922999,1.4855783,6.3986206,-4.7431602,-6.8415852,-0.50413811,0.38921377,721.17896,156.96275,206.52605
4.5924001,1.2252969,6.5657601,-4.7425618,-6.84202,-0.50459248,0.38953796,721.19464,156.96263,206.80096
4.5925002,0.96379721,6.7263956,-4.741962,-6.8424549,-0.50504774,0.38986266,721.21033,156.96251,207.07565
4.5925999,0.70133841,6.8803678,-4.7413616,-6.8428907,-0.50550383,0.39018786,721.22601,156.96239,207.3501
4.5927,0.4381806,7.0275245,-4.7407603,-6.843327,-0.50596076,0.3905136,721.24176,156.96228,207.6243
4.5928001,0.17458451,7.1677189,-4.7401576,-6.8437638,-0.50641853,0.39083982,721.25745,156.96216,207.89825
4.5928998,-0.089188658,7.3008127,-4.7395544,-6.8442016,-0.50687712,0.39116654,721.27313,156.96204,208.17197
4.5929999,-0.35287747,7.4266734,-4.7389498,-6.8446398,-0.5073365,0.39149377,721.28882,156.96193,208.44543
4.5931001,-0.61622065,7.5451765,-4.7383447,-6.8450785,-0.5077967,0.3918215,721.3045,156.96181,208.71867
4.5932002,-0.87895721,7.6562042,-4.7377386,-6.8455176,-0.50825769,0.39214972,721.32019,156.96169,208.99165
4.5932999,-1.1408267,7.7596459,-4.7371311,-6.8459578,-0.50871944,0.39247841,721.33594,156.96158,209.26437
4.5934,-1.4015696,7.8553991,-4.7365232,-6.8463984,-0.50918204,0.3928076,721.35162,156.96146,209.53687
4.5935001,-1.6609275,7.9433694,-4.7359142,-6.8468394,-0.50964534,0.39313725,721.36731,156.96133,209.8091
4.5935998,-1.9186434,8.023469,-4.7353044,-6.847281,-0.51010936,0.3934674,721.383,156.96123,210.08107
4.5936999,-2.1744616,8.0956173,-4.7346935,-6.847723,-0.51057422,0.39379799,721.39868,156.96111,210.35281
4.5938001,-2.428129,8.1597443,-4.7340817,-6.848166,-0.51103979,0.39412904,721.41437,156.961,210.62428
4.5939002,-2.6793938,8.215786,-4.733469,-6.8486094,-0.51150608,0.39446059,721.43011,156.96088,210.89551
4.5939999,-2.9280069,8.2636862,-4.7328558,-6.8490534,-0.51197308,0.39479256,721.4458,156.96077,211.16649
4.5941,-3.1737218,8.3033972,-4.7322416,-6.8494978,-0.5124408,0.39512497,721.46149,156.96065,211.43719
4.5942001,-3.4162953,8.3348789,-4.7316265,-6.8499427,-0.51290923,0.39545786,721.47717,156.96054,211.70766
4.5942998,-3.6554866,8.3581009,-4.7310104,-6.8503881,-0.51337838,0.39579117,721.49286,156.96042,211.97786
4.5943999,-3.8910587,8.3730402,-4.7303934,-6.8508344,-0.51384819,0.39612493,721.50854,156.96031,212.2478
4.5945001,-4.1227779,8.3796816,-4.7297759,-6.8512807,-0.5143187,0.3964591,721.52429,156.96019,212.51749
4.5946002,-4.3504148,8.3780174,-4.7291574,-6.851728,-0.51478988,0.39679372,721.53998,156.96008,212.78693
4.5946999,-4.5737429,8.3680496,-4.7285385,-6.8521757,-0.51526171,0.39712876,721.55566,156.95996,213.05609
4.5948,-4.792542,8.3497887,-4.7279181,-6.8526239,-0.51573414,0.39746422,721.57135,156.95985,213.325
4.5949001,-5.0065942,8.3232517,-4.7272973,-6.8530726,-0.51620728,0.39780009,721.58704,156.95973,213.59364
4.5949998,-5.2156873,8.2884655,-4.726676,-6.8535218,-0.51668102,0.39813638,721.60272,156.95963,213.86203
4.5950999,-5.4196143,8.2454634,-4.7260537,-6.8539715,-0.51715541,0.39847305,721.61841,156.95952,214.13016
4.5952001,-5.6181731,8.1942892,-4.7254305,-6.8544216,-0.5176304,0.39881015,721.63416,156.9594,214.39801
4.5953002,-5.8111663,8.1349916,-4.7248068,-6.8548722,-0.51810598,0.39914763,721.64984,156.95929,214.66562
4.5953999,-5.9984031,8.0676308,-4.7241821,-6.8553233,-0.51858217,0.39948547,721.66553,156.95918,214.93295
4.5955,-6.179697,7.9922729,-4.7235565,-6.8557754,-0.51905894,0.39982373,721.68121,156.95908,215.20003
4.5956001,-6.3548689,7.9089923,-4.7229304,-6.8562274,-0.51953626,0.40016237,721.6969,156.95895,215.46683
4.5956998,-6.5237451,7.8178716,-4.7223039,-6.8566799,-0.52001417,0.40050137,721.71259,156.95885,215.73337
4.5957999,-6.6861577,7.7190008,-4.7216763,-6.8571329,-0.52049261,0.40084076,721.72833,156.95874,215.99965
4.5959001,-6.8419452,7.6124778,-4.7210484,-6.8575869,-0.52097166,0.40118048,721.74402,156.95863,216.26566
4.5960002,-6.9909539,7.4984083,-4.7204194,-6.8580408,-0.52145118,0.40152058,721.7597,156.95851,216.5314
4.5960999,-7.1330357,7.3769045,-4.71979,-6.8584952,-0.52193129,0.40186104,721.77539,156.9584,216.79688
4.5962,-7.2680497,7.2480874,-4.7191601,-6.8589501,-0.52241188,0.40220186,721.79108,156.9583,217.06209
4.5963001,-7.3958616,7.1120844,-4.7185292,-6.8594055,-0.52289295,0.40254301,721.80676,156.95819,217.32704
4.5963998,-7.5163445,6.9690299,-4.7178979,-6.8598614,-0.52337456,0.40288448,721.82251,156.95808,217.59172
4.5964999,-7.6293797,6.819066,-4.7172656,-6.8603172,-0.52385664,0.40322632,721.8382,156.95798,217.85612
4.5966001,-7.7348542,6.6623406,-4.7166328,-6.860774,-0.5243392,0.40356848,721.85388,156.95787,218.12027
4.5967002,-7.8326635,6.4990091,-4.7159996,-6.8612313,-0.52482224,0.40391093,721.86957,156.95776,218.38414
4.5967999,-7.9227104,6.3292336,-4.7153659,-6.8616886,-0.52530575,0.40425372,721.88525,156.95766,218.64775
4.5969,-8.0049057,6.1531825,-4.7147312,-6.8621464,-0.52578968,0.40459684,721.90094,156.95755,218.91109
4.5970001,-8.0791683,5.9710293,-4.7140965,-6.8626051,-0.52627409,0.40494025,721.91669,156.95744,219.17416
4.5970998,-8.1454229,5.7829552,-4.7134609,-6.8630638,-0.52675891,0.40528399,721.93237,156.95734,219.43697
4.5971999,-8.2036057,5.5891457,-4.7128248,-6.8635225,-0.52724415,0.405628,721.94806,156.95723,219.69951
4.5973001,-8.2536573,5.3897939,-4.7121878,-6.8639822,-0.52772975,0.4059723,721.96375,156.95712,219.96178
4.5974002,-8.2955284,5.1850963,-4.7115507,-6.8644423,-0.52821583,0.40631691,721.97943,156.95702,220.22377
4.5974998,-8.3291779,4.9752564,-4.7109127,-6.8649025,-0.52870226,0.40666178,721.99512,156.95691,220.4855
4.5976,-8.3545713,4.7604818,-4.7102747,-6.8653631,-0.52918905,0.40700695,722.0108,156.9568,220.74696
4.5977001,-8.3716841,4.5409856,-4.7096357,-6.8658242,-0.5296762,0.40735239,722.02655,156.9567,221.00816
4.5977998,-8.3804989,4.3169847,-4.7089963,-6.8662853,-0.53016376,0.40769807,722.04224,156.9566,221.2691
4.5978999,-8.3810062,4.0887017,-4.7083569,-6.8667474,-0.53065163,0.40804401,722.05792,156.9565,221.52975
4.598,-8.3732071,3.8563621,-4.7077165,-6.8672094,-0.53113985,0.40839022,722.07361,156.95639,221.79016
4.5981002,-8.3571072,3.6201968,-4.7070756,-6.8676715,-0.53162843,0.40873668,722.08929,156.95628,222.05028
4.5981998,-8.3327236,3.3804395,-4.7064347,-6.8681345,-0.53211731,0.4090834,722.10498,156.95618,222.31015
4.5983,-8.3000793,3.1373279,-4.7057929,-6.8685975,-0.53260648,0.40943033,722.12073,156.95609,222.56973
4.5984001,-8.2592077,2.891103,-4.7051511,-6.869061,-0.53309596,0.40977752,722.13641,156.95598,222.82907
4.5984998,-8.2101479,2.6420088,-4.7045083,-6.869525,-0.53358573,0.41012493,722.1521,156.95587,223.08813
4.5985999,-8.1529503,2.3902919,-4.7038655,-6.8699889,-0.5340758,0.41047254,722.16779,156.95578,223.34692
4.5987,-8.0876694,2.1362021,-4.7032223,-6.8704534,-0.5345661,0.41082039,722.18347,156.95567,223.60545
4.5988002,-8.01437,1.8799911,-4.7025785,-6.8709178,-0.53505671,0.41116843,722.19916,156.95558,223.86372
4.5988998,-7.9331264,1.6219127,-4.7019343,-6.8713832,-0.53554755,0.4115167,722.2149,156.95547,224.12172
4.599,-7.8440175,1.3622229,-4.7012901,-6.8718481,-0.53603864,0.41186514,722.23059,156.95537,224.37946
4.5991001,-7.7471313,1.1011791,-4.7006454,-6.872314,-0.5365299,0.4122138,722.24628,156.95528,224.63693
4.5991998,-7.6425648,0.83903992,-4.7000003,-6.8727798,-0.5370214,0.41256267,722.26196,156.95517,224.89415
4.5992999,-7.5304208,0.5760653,-4.6993546,-6.8732457,-0.53751314,0.41291168,722.27765,156.95508,225.15109
4.5994,-7.4108109,0.31251585,-4.698709,-6.8737125,-0.53800505,0.41326091,722.29333,156.95499,225.40778
4.5995002,-7.2838526,0.048652805,-4.6980629,-6.8741789,-0.53849721,0.41361028,722.30902,156.95488,225.6642
4.5995998,-7.1496725,-0.21526225,-4.6974163,-6.8746462,-0.53898948,0.41395983,722.32477,156.95479,225.92036
4.5997,-7.0084033,-0.47896773,-4.6967697,-6.875113,-0.53948194,0.41430953,722.34045,156.95468,226.17627
4.5998001,-6.8601847,-0.74220216,-4.6961226,-6.8755808,-0.53997457,0.41465941,722.35614,156.95459,226.43192
4.5998998,-6.7051635,-1.0047047,-4.6954751,-6.8760486,-0.54046732,0.41500941,722.37183,156.9545,226.6873
4.5999999,-6.5434937,-1.266215,-4.6948276,-6.8765163,-0.54096025,0.41535959,722.38751,156.95439,226.94243
