"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5226002,-1.0385945,-6.6587338,-5.1003089,-6.5736136,-0.22414796,0.18037257,710.23682,157.01805,37.875965
4.5226998,-0.77725989,-6.8141303,-5.099823,-6.5739255,-0.22456257,0.18062979,710.2525,157.01788,38.125481
4.5228,-0.51515406,-6.962779,-5.0993342,-6.5742397,-0.22497959,0.18088864,710.26825,157.01772,38.375034
4.5229001,-0.25253657,-7.1045318,-5.0988431,-6.5745549,-0.225399,0.18114913,710.28394,157.01755,38.624622
4.5229998,0.010332501,-7.2392483,-5.0983491,-6.5748725,-0.22582079,0.18141121,710.29962,157.01736,38.874233
4.5230999,0.27319273,-7.3667946,-5.0978527,-6.5751915,-0.22624497,0.18167491,710.31531,157.0172,39.123863
4.5232,0.53578377,-7.4870448,-5.0973539,-6.5755124,-0.22667149,0.18194021,710.33105,157.01703,39.373505
4.5233002,0.79784548,-7.5998788,-5.0968523,-6.5758348,-0.22710037,0.18220712,710.34674,157.01686,39.623154
4.5233998,1.0591182,-7.7051854,-5.0963483,-6.576159,-0.22753158,0.18247564,710.36243,157.01668,39.872795
4.5235,1.3193431,-7.8028593,-5.0958419,-6.5764852,-0.22796512,0.18274575,710.37811,157.01651,40.122433
4.5236001,1.5782623,-7.8928046,-5.0953326,-6.5768127,-0.22840096,0.18301745,710.39386,157.01634,40.372051
4.5237002,1.8356194,-7.9749308,-5.094821,-6.5771418,-0.2288391,0.18329072,710.40955,157.01617,40.621651
4.5237999,2.0911593,-8.0491571,-5.0943069,-6.5774732,-0.22927953,0.18356557,710.42523,157.01599,40.871223
4.5239,2.3446288,-8.1154099,-5.0937905,-6.577806,-0.22972222,0.183842,710.44092,157.01582,41.120762
4.5240002,2.5957768,-8.1736221,-5.0932717,-6.5781403,-0.23016717,0.18412,710.45667,157.01566,41.370258
4.5240998,2.8443542,-8.2237368,-5.0927505,-6.5784764,-0.23061435,0.18439955,710.47235,157.01549,41.619713
4.5242,3.0901148,-8.2657051,-5.0922265,-6.578814,-0.23106375,0.18468064,710.48804,157.01532,41.869114
4.5243001,3.3328149,-8.2994833,-5.0917006,-6.5791535,-0.23151538,0.18496329,710.50372,157.01514,42.118454
4.5244002,3.5722141,-8.3250389,-5.0911717,-6.579495,-0.23196919,0.18524747,710.51947,157.01497,42.367733
4.5244999,3.8080752,-8.3423462,-5.090641,-6.5798378,-0.2324252,0.18553318,710.53516,157.0148,42.616943
4.5246,4.040164,-8.351388,-5.0901079,-6.5801821,-0.23288336,0.18582043,710.55084,157.01463,42.866074
4.5247002,4.2682509,-8.3521547,-5.089572,-6.5805283,-0.23334368,0.18610919,710.56653,157.01447,43.115128
4.5247998,4.4921098,-8.3446455,-5.0890341,-6.5808759,-0.23380613,0.18639946,710.58228,157.0143,43.36409
4.5249,4.7115183,-8.328867,-5.0884938,-6.5812254,-0.23427072,0.18669122,710.59796,157.01413,43.612965
4.5250001,4.926259,-8.3048363,-5.0879512,-6.5815763,-0.23473741,0.18698451,710.61365,157.01396,43.861736
4.5251002,5.1361194,-8.2725754,-5.0874066,-6.5819292,-0.2352062,0.18727928,710.62933,157.01378,44.110405
4.5251999,5.3408914,-8.2321167,-5.0868592,-6.582283,-0.23567706,0.18757553,710.64508,157.01361,44.358963
4.5253,5.5403709,-8.1835012,-5.0863099,-6.5826392,-0.23614998,0.18787327,710.66077,157.01344,44.607407
4.5254002,5.7343616,-8.1267748,-5.0857582,-6.5829964,-0.23662496,0.18817247,710.67645,157.01328,44.855732
4.5254998,5.9226704,-8.0619946,-5.0852046,-6.5833554,-0.23710196,0.18847314,710.69214,157.01311,45.103931
4.5256,6.1051102,-7.9892249,-5.0846486,-6.5837159,-0.23758097,0.18877524,710.70789,157.01294,45.352001
4.5257001,6.2815003,-7.9085374,-5.0840902,-6.5840783,-0.23806198,0.18907879,710.72357,157.01277,45.599934
4.5258002,6.4516664,-7.8200116,-5.0835299,-6.5844421,-0.23854497,0.18938379,710.73926,157.0126,45.847725
4.5258999,6.6154389,-7.7237353,-5.0829673,-6.5848074,-0.23902993,0.1896902,710.75494,157.01244,46.095371
4.526,6.7726555,-7.6198039,-5.0824027,-6.5851741,-0.23951682,0.18999803,710.77069,157.01227,46.342869
4.5261002,6.9231606,-7.5083199,-5.0818357,-6.5855427,-0.24000567,0.19030727,710.78638,157.0121,46.590206
4.5261998,7.0668044,-7.3893938,-5.0812669,-6.5859122,-0.24049641,0.1906179,710.80206,157.01195,46.837387
4.5263,7.203445,-7.2631431,-5.0806956,-6.5862837,-0.24098906,0.19092995,710.81775,157.01178,47.084404
4.5264001,7.3329458,-7.1296935,-5.0801225,-6.5866566,-0.2414836,0.19124335,710.8335,157.01161,47.331249
4.5265002,7.4551797,-6.9891763,-5.0795474,-6.5870314,-0.24197999,0.19155814,710.84918,157.01144,47.577919
4.5265999,7.570024,-6.8417311,-5.0789704,-6.5874071,-0.24247822,0.1918743,710.86487,157.01128,47.824413
4.5267,7.6773653,-6.6875038,-5.0783911,-6.5877843,-0.2429783,0.19219181,710.88055,157.01111,48.070721
4.5268002,7.7770977,-6.5266471,-5.0778098,-6.5881634,-0.24348018,0.19251068,710.8963,157.01096,48.316841
4.5268998,7.8691211,-6.3593206,-5.0772266,-6.5885439,-0.24398386,0.19283088,710.91199,157.01079,48.562767
4.527,7.9533443,-6.1856894,-5.0766416,-6.5889254,-0.24448931,0.1931524,710.92767,157.01062,48.808498
4.5271001,8.0296841,-6.0059261,-5.0760546,-6.5893087,-0.24499653,0.19347525,710.94336,157.01045,49.054028
4.5272002,8.0980644,-5.8202085,-5.0754652,-6.5896935,-0.24550548,0.19379939,710.95911,157.0103,49.299355
4.5272999,8.1584177,-5.6287208,-5.0748744,-6.5900798,-0.24601617,0.19412485,710.97479,157.01013,49.544468
4.5274,8.2106838,-5.4316525,-5.0742817,-6.590467,-0.24652857,0.19445157,710.99048,157.00998,49.789371
4.5275002,8.2548103,-5.2291989,-5.0736866,-6.5908561,-0.24704264,0.19477959,711.00616,157.00981,50.034058
4.5275998,8.2907534,-5.0215607,-5.0730901,-6.5912461,-0.24755839,0.19510888,711.02191,157.00964,50.278522
4.5276999,8.3184776,-4.8089437,-5.0724916,-6.5916381,-0.24807578,0.19543941,711.0376,157.00949,50.522762
4.5278001,8.3379555,-4.5915585,-5.0718913,-6.592031,-0.24859482,0.1957712,711.05328,157.00932,50.766773
4.5279002,8.3491669,-4.3696203,-5.0712895,-6.5924253,-0.24911547,0.19610421,711.06897,157.00917,51.010555
4.5279999,8.3521013,-4.1433496,-5.0706854,-6.5928211,-0.24963772,0.19643846,711.08472,157.009,51.254097
4.5281,8.346755,-3.9129701,-5.0700798,-6.5932183,-0.25016156,0.19677393,711.1004,157.00885,51.497402
4.5282001,8.3331327,-3.6787105,-5.0694728,-6.593617,-0.25068694,0.19711059,711.11609,157.0087,51.740463
4.5282998,8.3112497,-3.4408028,-5.0688634,-6.5940166,-0.25121388,0.19744846,711.13177,157.00853,51.983276
4.5283999,8.281126,-3.1994829,-5.0682526,-6.594418,-0.25174233,0.19778752,711.14752,157.00838,52.225838
4.5285001,8.2427912,-2.9549901,-5.0676403,-6.5948205,-0.25227228,0.19812775,711.16321,157.00822,52.468147
4.5286002,8.1962843,-2.707567,-5.0670261,-6.5952239,-0.25280374,0.19846913,711.17889,157.00806,52.710201
4.5286999,8.1416502,-2.4574583,-5.0664101,-6.5956287,-0.25333664,0.19881167,711.19458,157.0079,52.951996
4.5288,8.0789433,-2.2049122,-5.0657926,-6.596035,-0.25387102,0.19915535,711.21027,157.00775,53.193523
4.5289001,8.0082264,-1.9501791,-5.0651736,-6.5964427,-0.25440681,0.19950016,711.22601,157.0076,53.434788
4.5289998,7.9295678,-1.6935116,-5.0645533,-6.5968513,-0.254944,0.19984609,711.2417,157.00745,53.675785
4.5290999,7.8430471,-1.4351641,-5.063931,-6.5972614,-0.25548261,0.20019312,711.25739,157.00728,53.916508
4.5292001,7.7487488,-1.1753929,-5.0633068,-6.5976725,-0.25602257,0.20054126,711.27307,157.00713,54.156956
4.5293002,7.6467671,-0.91445529,-5.0626817,-6.5980849,-0.2565639,0.20089047,711.28882,157.00697,54.397125
4.5293999,7.5372024,-0.6526103,-5.0620546,-6.5984988,-0.25710654,0.20124076,711.3045,157.00682,54.637016
4.5295,7.4201632,-0.39011738,-5.0614266,-6.5989137,-0.25765052,0.20159212,711.32019,157.00667,54.876625
4.5296001,7.2957659,-0.12723693,-5.0607967,-6.5993295,-0.25819579,0.20194452,711.33588,157.00652,55.115944
4.5296998,7.1641335,0.13577041,-5.0601654,-6.5997467,-0.25874236,0.20229796,711.35162,157.00636,55.35498
4.5297999,7.0253968,0.39864382,-5.0595326,-6.6001649,-0.25929016,0.20265242,711.36731,157.00623,55.593719
4.5299001,6.879693,0.66112262,-5.0588984,-6.6005845,-0.25983921,0.20300791,711.383,157.00607,55.832169
4.5300002,6.7271662,0.92294651,-5.0582628,-6.6010051,-0.26038945,0.2033644,711.39868,157.00592,56.07032
4.5300999,6.5679679,1.1838558,-5.0576258,-6.6014266,-0.26094091,0.2037219,711.41443,157.00577,56.308174
4.5302,6.4022555,1.4435917,-5.0569878,-6.6018496,-0.26149356,0.20408036,711.43011,157.00562,56.545727
4.5303001,6.2301941,1.7018967,-5.0563478,-6.6022735,-0.26204735,0.20443979,711.4458,157.00548,56.782978
4.5303998,6.0519533,1.9585146,-5.055707,-6.6026983,-0.2626023,0.20480019,711.46149,157.00533,57.019924
4.5304999,5.8677106,2.2131906,-5.0550647,-6.6031246,-0.26315835,0.20516153,711.47723,157.00519,57.256565
4.5306001,5.6776481,2.4656725,-5.0544209,-6.6035514,-0.26371554,0.2055238,711.49292,157.00504,57.492893
4.5307002,5.4819541,2.7157097,-5.0537763,-6.6039796,-0.26427376,0.205887,711.50861,157.00488,57.728916
4.5307999,5.2808232,2.9630542,-5.0531301,-6.6044087,-0.26483306,0.20625111,711.52429,157.00475,57.964622
4.5309,5.0744548,3.2074606,-5.0524831,-6.6048388,-0.26539344,0.20661612,711.54004,157.00459,58.200016
4.5310001,4.8630528,3.4486866,-5.0518346,-6.6052704,-0.26595479,0.20698202,711.55573,157.00446,58.435093
4.5310998,4.6468272,3.6864927,-5.0511847,-6.6057024,-0.26651719,0.20734879,711.57141,157.00432,58.669849
4.5311999,4.425993,3.9206431,-5.0505338,-6.6061358,-0.26708055,0.20771642,711.5871,157.00417,58.904289
4.5313001,4.200768,4.1509056,-5.0498819,-6.6065698,-0.26764488,0.20808491,711.60278,157.00403,59.138409
4.5314002,3.9713764,4.3770514,-5.0492291,-6.6070051,-0.26821014,0.20845424,711.61853,157.00389,59.372204
4.5314999,3.7380452,4.5988564,-5.0485749,-6.6074409,-0.26877633,0.2088244,711.63422,157.00375,59.605675
4.5316,3.5010064,4.8161011,-5.0479193,-6.6078782,-0.26934344,0.20919536,711.6499,157.0036,59.838818
4.5317001,3.2604945,5.0285692,-5.0472631,-6.6083159,-0.26991141,0.20956713,711.66559,157.00346,60.071636
4.5317998,3.0167482,5.2360501,-5.0466056,-6.6087551,-0.27048025,0.20993969,711.68134,157.00333,60.304127
4.5318999,2.770009,5.4383383,-5.0459476,-6.6091948,-0.27104992,0.21031304,711.69702,157.00319,60.536285
4.5320001,2.5205224,5.6352324,-5.0452881,-6.6096354,-0.27162042,0.21068715,711.71271,157.00305,60.768116
4.5321002,2.2685349,5.8265381,-5.0446277,-6.6100769,-0.27219173,0.21106201,711.72839,157.00291,60.999611
4.5321999,2.0142968,6.0120645,-5.0439663,-6.6105194,-0.27276385,0.21143761,711.74414,157.00278,61.230778
4.5323,1.7580603,6.191628,-5.043304,-6.6109629,-0.27333671,0.21181396,711.75983,157.00266,61.461605
4.5324001,1.5000796,6.3650508,-5.0426412,-6.6114068,-0.27391031,0.21219102,711.77551,157.00252,61.692104
4.5324998,1.2406105,6.5321603,-5.0419769,-6.6118517,-0.27448463,0.21256877,711.7912,157.00238,61.922264
4.5325999,0.97991025,6.6927905,-5.0413122,-6.6122975,-0.27505967,0.21294723,711.80688,157.00224,62.152088
4.5327001,0.71823758,6.8467822,-5.0406461,-6.6127439,-0.27563539,0.21332638,711.82263,157.00212,62.381573
4.5328002,0.45585203,6.9939833,-5.0399795,-6.6131911,-0.27621177,0.2137062,711.83832,157.00198,62.610722
4.5328999,0.19301385,7.1342468,-5.0393124,-6.6136394,-0.2767888,0.21408667,711.854,157.00185,62.839531
4.533,-0.07001625,7.2674341,-5.0386438,-6.6140885,-0.27736646,0.21446779,711.86969,157.00172,63.068005
4.5331001,-0.33297735,7.3934126,-5.0379748,-6.6145382,-0.27794471,0.21484955,711.88544,157.00159,63.296135
4.5331998,-0.59560859,7.5120573,-5.0373054,-6.6149883,-0.27852356,0.21523191,711.90112,157.00146,63.523922
4.5332999,-0.85764945,7.623251,-5.0366349,-6.6154394,-0.27910295,0.2156149,711.91681,157.00133,63.751373
4.5334001,-1.11884,7.7268825,-5.0359635,-6.6158915,-0.2796829,0.21599849,711.9325,157.00121,63.978481
4.5335002,-1.378921,7.8228498,-5.0352917,-6.616344,-0.28026336,0.21638265,711.94824,157.00108,64.205246
4.5335999,-1.6376348,7.911057,-5.0346193,-6.616797,-0.28084433,0.21676739,711.96393,157.00096,64.431671
4.5337,-1.8947244,7.9914169,-5.033946,-6.6172509,-0.2814258,0.2171527,711.97961,157.00082,64.657753
4.5338001,-2.1499348,8.0638494,-5.0332723,-6.6177053,-0.28200772,0.21753855,711.9953,157.0007,64.883499
4.5338998,-2.403013,8.1282825,-5.0325975,-6.6181607,-0.28259009,0.21792494,712.01099,157.00058,65.108894
4.5339999,-2.6537077,8.1846533,-5.0319228,-6.6186166,-0.28317288,0.21831186,712.02673,157.00046,65.333954
4.5341001,-2.9017704,8.2329054,-5.0312471,-6.6190729,-0.28375605,0.21869929,712.04242,157.00034,65.558662
4.5342002,-3.146955,8.2729893,-5.030571,-6.6195302,-0.28433964,0.21908721,712.05811,157.00021,65.783035
4.5342999,-3.3890181,8.3048677,-5.0298944,-6.619988,-0.28492358,0.21947564,712.07379,157.00009,66.007065
4.5344,-3.6277196,8.3285065,-5.0292172,-6.6204462,-0.28550786,0.21986455,712.08954,156.99997,66.230759
4.5345001,-3.8628228,8.3438845,-5.0285397,-6.6209049,-0.28609246,0.22025391,712.10522,156.99985,66.454102
4.5345998,-4.0940943,8.3509846,-5.0278616,-6.6213646,-0.28667736,0.22064373,712.12091,156.99974,66.677109
4.5346999,-4.3213048,8.3498001,-5.0271831,-6.6218243,-0.28726256,0.22103399,712.1366,156.99962,66.899773
4.5348001,-4.5442286,8.340333,-5.026504,-6.6222849,-0.28784803,0.22142468,712.15234,156.9995,67.122093
4.5349002,-4.7626448,8.3225918,-5.0258245,-6.622746,-0.28843373,0.22181579,712.16803,156.99937,67.344078
4.5349998,-4.9763365,8.2965946,-5.0251451,-6.6232076,-0.28901964,0.22220731,712.18372,156.99927,67.56572
4.5351,-5.185092,8.2623672,-5.0244646,-6.6236696,-0.28960577,0.22259922,712.1994,156.99915,67.787025
4.5352001,-5.3887038,8.219943,-5.0237842,-6.6241326,-0.2901921,0.22299151,712.21509,156.99904,68.007988
4.5352998,-5.5869703,8.169364,-5.0231037,-6.6245956,-0.29077858,0.22338417,712.23083,156.99892,68.228615
4.5353999,-5.7796946,8.1106806,-5.0224223,-6.6250591,-0.29136518,0.22377719,712.24652,156.99881,68.448898
4.5355,-5.9666853,8.043952,-5.0217409,-6.6255231,-0.29195192,0.22417055,712.26221,156.9987,68.668854
4.5356002,-6.1477571,7.9692421,-5.0210595,-6.6259875,-0.29253879,0.22456425,712.27789,156.99858,68.888474
4.5356998,-6.3227301,7.8866272,-5.0203776,-6.6264524,-0.29312572,0.22495829,712.29364,156.99847,69.10775
4.5358,-6.4914312,7.7961879,-5.0196958,-6.6269178,-0.29371274,0.22535262,712.30933,156.99837,69.326698
4.5359001,-6.6536927,7.6980143,-5.0190134,-6.6273837,-0.29429978,0.22574726,712.32501,156.99826,69.545311
4.5359998,-6.8093534,7.5922041,-5.0183311,-6.6278496,-0.29488686,0.22614218,712.3407,156.99815,69.763596
4.5360999,-6.9582591,7.4788618,-5.0176482,-6.6283164,-0.29547396,0.22653739,712.35638,156.99805,69.981544
4.5362,-7.1002622,7.3580999,-5.0169654,-6.6287832,-0.29606104,0.22693285,712.37213,156.99794,70.199165
4.5363002,-7.2352219,7.2300382,-5.0162826,-6.6292505,-0.29664809,0.22732858,712.38782,156.99783,70.416451
4.5363998,-7.3630037,7.0948038,-5.0155997,-6.6297178,-0.29723507,0.22772454,712.4035,156.99773,70.633415
4.5365,-7.4834814,6.9525309,-5.0149169,-6.6301861,-0.297822,0.22812073,712.41919,156.99762,70.850052
4.5366001,-7.5965347,6.8033609,-5.0142336,-6.6306543,-0.29840884,0.22851714,712.43494,156.99751,71.06636
4.5366998,-7.7020526,6.6474409,-5.0135508,-6.6311226,-0.29899555,0.22891375,712.45062,156.99742,71.282349
4.5367999,-7.7999296,6.4849267,-5.0128675,-6.6315918,-0.29958215,0.22931057,712.46631,156.99731,71.498009
4.5369,-7.8900685,6.3159785,-5.0121841,-6.632061,-0.3001686,0.22970757,712.48199,156.99721,71.713348
4.5370002,-7.9723806,6.1407647,-5.0115013,-6.6325302,-0.30075487,0.23010473,712.49774,156.99712,71.928368
4.5370998,-8.0467834,5.9594584,-5.010818,-6.6329999,-0.30134097,0.23050207,712.51343,156.99701,72.143074
4.5372,-8.113204,5.7722402,-5.0101352,-6.6334701,-0.30192688,0.23089954,712.52911,156.99692,72.35746
4.5373001,-8.1715755,5.5792952,-5.0094523,-6.6339402,-0.30251253,0.23129717,712.5448,156.99683,72.571526
4.5373998,-8.2218409,5.380815,-5.0087695,-6.6344109,-0.30309796,0.23169491,712.56049,156.99672,72.785286
4.5374999,-8.2639494,5.1769967,-5.0080867,-6.6348815,-0.30368313,0.23209277,712.57623,156.99663,72.998726
4.5376,-8.2978601,4.9680429,-5.0074043,-6.6353521,-0.304268,0.23249075,712.59192,156.99654,73.211861
4.5377002,-8.3235388,4.7541595,-5.006722,-6.6358232,-0.3048526,0.2328888,712.6076,156.99643,73.424683
4.5377998,-8.3409605,4.5355601,-5.0060396,-6.6362948,-0.30543685,0.23328695,712.62329,156.99634,73.637199
4.5379,-8.3501072,4.3124609,-5.0053577,-6.636766,-0.3060208,0.23368517,712.63904,156.99625,73.849411
4.5380001,-8.3509703,4.085083,-5.0046759,-6.637238,-0.30660436,0.23408344,712.65472,156.99615,74.061317
4.5380998,-8.3435488,3.8536527,-5.0039945,-6.6377096,-0.30718756,0.23448177,712.67041,156.99606,74.272926
4.5381999,-8.3278513,3.6183991,-5.0033131,-6.6381817,-0.30777037,0.23488012,712.6861,156.99597,74.48423
4.5383,-8.3038912,3.3795559,-5.0026321,-6.6386538,-0.30835277,0.2352785,712.70178,156.99588,74.695244
4.5384002,-8.2716942,3.1373596,-5.0019512,-6.6391258,-0.30893475,0.23567691,712.71753,156.99579,74.905952
4.5384998,-8.2312908,2.8920507,-5.0012708,-6.6395979,-0.30951628,0.23607533,712.73322,156.99571,75.116379
4.5386,-8.1827221,2.6438727,-5.0005908,-6.6400704,-0.31009734,0.23647372,712.7489,156.99562,75.326508
4.5387001,-8.1260357,2.3930714,-4.9999108,-6.640543,-0.31067789,0.23687211,712.76459,156.99553,75.536346
4.5387998,-8.0612879,2.1398962,-4.9992318,-6.6410151,-0.31125796,0.23727047,712.78033,156.99545,75.745895
4.5388999,-7.9885435,1.8845978,-4.9985528,-6.6414881,-0.31183752,0.23766878,712.79602,156.99536,75.955162
4.539,-7.9078741,1.6274295,-4.9978743,-6.6419606,-0.31241655,0.23806706,712.81171,156.99527,76.164146
4.5391002,-7.8193598,1.3686466,-4.9971962,-6.6424332,-0.31299502,0.23846528,712.82739,156.99519,76.372856
4.5391998,-7.7230887,1.1085057,-4.9965181,-6.6429057,-0.31357288,0.23886341,712.84308,156.99512,76.581284
4.5393,-7.6191564,0.84726489,-4.995841,-6.6433787,-0.31415018,0.23926148,712.85883,156.99503,76.789436
4.5394001,-7.5076656,0.58518332,-4.9951644,-6.6438513,-0.31472689,0.23965944,712.87451,156.99495,76.997314
4.5395002,-7.3887272,0.32252097,-4.9944882,-6.6443238,-0.31530294,0.2400573,712.8902,156.99487,77.204918
4.5395999,-7.2624593,0.059538387,-4.9938126,-6.6447968,-0.31587836,0.24045506,712.90588,156.99478,77.412262
4.5397,-7.1289873,-0.20350353,-4.9931374,-6.6452694,-0.31645313,0.24085268,712.92163,156.99471,77.619331
4.5398002,-6.9884429,-0.46634388,-4.9924626,-6.6457419,-0.31702721,0.24125019,712.93732,156.99463,77.826141
4.5398998,-6.8409662,-0.72872192,-4.9917884,-6.6462145,-0.31760061,0.24164754,712.953,156.99455,78.032692
4.54,-6.6867032,-0.99037737,-4.9911151,-6.646687,-0.31817329,0.24204473,712.96869,156.99448,78.238991
4.5401001,-6.5258069,-1.2510507,-4.9904423,-6.6471596,-0.31874523,0.24244176,712.98438,156.9944,78.445023
4.5402002,-6.3584375,-1.5104834,-4.9897699,-6.6476321,-0.31931645,0.24283862,713.00012,156.99432,78.65081
4.5402999,-6.1847606,-1.768418,-4.9890985,-6.6481042,-0.31988689,0.24323529,713.01581,156.99425,78.856346
4.5404,-6.0049481,-2.0245986,-4.9884276,-6.6485763,-0.32045653,0.24363177,713.03149,156.99417,79.06163
4.5405002,-5.8191791,-2.2787714,-4.9877572,-6.6490483,-0.3210254,0.24402803,713.04718,156.99411,79.26667
4.5405998,-5.6276379,-2.5306842,-4.9870877,-6.6495204,-0.32159346,0.24442409,713.06287,156.99403,79.471474
4.5407,-5.4305139,-2.7800868,-4.9864187,-6.6499925,-0.32216072,0.24481992,713.07861,156.99396,79.676041
4.5408001,-5.228003,-3.0267322,-4.9857507,-6.6504641,-0.32272708,0.24521552,713.0943,156.9939,79.880363
4.5409002,-5.0203066,-3.2703757,-4.9850836,-6.6509356,-0.32329261,0.24561086,713.10999,156.99382,80.084457
4.5409999,-4.8076296,-3.5107753,-4.984417,-6.6514068,-0.32385728,0.24600595,713.12567,156.99376,80.288322
4.5411,-4.5901842,-3.7476933,-4.9837508,-6.6518779,-0.32442105,0.24640077,713.14142,156.99368,80.491959
4.5412002,-4.368185,-3.9808939,-4.9830861,-6.652349,-0.32498389,0.24679533,713.1571,156.99362,80.695374
4.5412998,-4.1418533,-4.2101464,-4.9824219,-6.6528196,-0.32554582,0.2471896,713.17279,156.99355,80.898567
4.5414,-3.9114127,-4.4352231,-4.9817586,-6.6532903,-0.32610682,0.24758355,713.18848,156.99348,81.10154
4.5415001,-3.6770923,-4.655901,-4.9810958,-6.6537609,-0.32666683,0.24797723,713.20416,156.99342,81.304298
4.5416002,-3.4391243,-4.8719611,-4.9804344,-6.6542311,-0.32722592,0.24837057,713.21991,156.99335,81.506851
4.5416999,-3.1977451,-5.083189,-4.9797735,-6.6547008,-0.327784,0.24876361,713.2356,156.99329,81.70919
4.5418,-2.9531937,-5.2893758,-4.9791136,-6.6551704,-0.32834107,0.2491563,713.25128,156.99323,81.911324
4.5419002,-2.7057128,-5.4903164,-4.9784546,-6.6556401,-0.32889715,0.24954864,713.26697,156.99316,82.113251
4.5419998,-2.4555478,-5.685812,-4.9777966,-6.6561093,-0.32945219,0.24994065,713.28271,156.9931,82.314987
4.5421,-2.2029471,-5.875668,-4.9771395,-6.6565781,-0.33000618,0.2503323,713.2984,156.99304,82.516525
4.5422001,-1.9481611,-6.0596972,-4.9764833,-6.6570468,-0.33055913,0.25072354,713.31409,156.99298,82.717873
4.5423002,-1.6914425,-6.2377162,-4.9758277,-6.657515,-0.33111098,0.25111443,713.32977,156.99292,82.919022
4.5423999,-1.433046,-6.4095492,-4.9751735,-6.6579828,-0.33166176,0.25150493,713.34546,156.99286,83.119995
4.5425,-1.1732277,-6.5750251,-4.9745202,-6.6584506,-0.33221143,0.25189504,713.36121,156.99281,83.320786
4.5426002,-0.91224545,-6.7339807,-4.9738684,-6.6589179,-0.33276001,0.25228474,713.37689,156.99275,83.521393
4.5426998,-0.65035802,-6.8862572,-4.973217,-6.6593852,-0.33330745,0.25267401,713.39258,156.99269,83.721825
4.5427999,-0.38782519,-7.0317049,-4.9725671,-6.6598516,-0.33385372,0.25306284,713.40826,156.99263,83.922089
4.5429001,-0.12490728,-7.1701789,-4.9719176,-6.6603179,-0.33439887,0.25345129,713.42401,156.99258,84.122177
4.5430002,0.13813493,-7.3015418,-4.9712696,-6.6607842,-0.33494282,0.25383925,713.4397,156.99252,84.322105
4.5430999,0.40104058,-7.4256639,-4.970623,-6.6612496,-0.33548561,0.25422677,713.45538,156.99248,84.521873
4.5432,0.66354895,-7.5424223,-4.9699769,-6.661715,-0.33602718,0.25461382,713.47107,156.99242,84.721481
4.5433002,0.92539972,-7.6517,-4.9693322,-6.6621799,-0.33656755,0.25500041,713.48676,156.99237,84.920929
4.5433998,1.1863332,-7.7533903,-4.968689,-6.6626444,-0.3371067,0.25538653,713.5025,156.99232,85.120232
4.5434999,1.4460906,-7.8473911,-4.9680462,-6.6631083,-0.33764461,0.25577217,713.51819,156.99226,85.319382
4.5436001,1.7044145,-7.9336104,-4.9674048,-6.6635718,-0.33818129,0.25615731,713.53387,156.99222,85.518394
4.5437002,1.9610485,-8.0119619,-4.9667649,-6.6640353,-0.33871669,0.25654194,713.54956,156.99217,85.717262
4.5437999,2.2157383,-8.0823679,-4.966126,-6.6644979,-0.3392508,0.25692606,713.56525,156.99211,85.915993
4.5439,2.4682312,-8.1447592,-4.9654884,-6.6649604,-0.33978367,0.25730965,713.58099,156.99207,86.114594
4.5440001,2.7182772,-8.1990738,-4.9648519,-6.665422,-0.34031522,0.25769272,713.59668,156.99202,86.313057
4.5440998,2.9656279,-8.2452583,-4.9642162,-6.6658835,-0.34084547,0.25807524,713.61237,156.99197,86.511406
4.5441999,3.2100382,-8.2832661,-4.9635825,-6.6663446,-0.34137437,0.25845724,713.62805,156.99193,86.709625
4.5443001,3.4512661,-8.3130598,-4.9629493,-6.6668053,-0.34190196,0.25883868,713.6438,156.99188,86.90773
4.5444002,3.6890719,-8.3346109,-4.9623179,-6.6672649,-0.34242821,0.25921956,713.65948,156.99184,87.105713
4.5444999,3.9232199,-8.3478966,-4.9616876,-6.6677246,-0.34295309,0.25959986,713.67517,156.99179,87.303589
4.5446,4.1534786,-8.3529053,-4.9610586,-6.6681838,-0.34347662,0.25997961,713.69086,156.99174,87.501358
4.5447001,4.3796191,-8.3496313,-4.9604306,-6.668642,-0.34399876,0.26035875,713.70654,156.99171,87.699028
4.5447998,4.6014171,-8.3380775,-4.9598045,-6.6691003,-0.34451953,0.2607373,713.72229,156.99167,87.896591
4.5448999,4.8186531,-8.3182564,-4.9591794,-6.6695576,-0.34503889,0.26111525,713.73798,156.99162,88.094063
4.5450001,5.0311117,-8.2901869,-4.9585552,-6.6700144,-0.34555683,0.26149261,713.75366,156.99158,88.291443
4.5451002,5.2385821,-8.2538967,-4.9579329,-6.6704712,-0.34607336,0.26186934,713.76935,156.99155,88.488731
4.5451999,5.4408588,-8.2094231,-4.9573116,-6.670927,-0.34658846,0.26224548,713.78503,156.9915,88.685936
4.5453,5.6377416,-8.1568098,-4.9566922,-6.671382,-0.34710214,0.26262096,713.80078,156.99146,88.883064
4.5454001,5.8290348,-8.0961084,-4.9560738,-6.6718369,-0.34761435,0.26299581,713.81647,156.99142,89.080116
4.5454998,6.0145488,-8.02738,-4.9554567,-6.6722913,-0.3481251,0.26337004,713.83215,156.99138,89.277092
