"Time","imcQS.rotorCage.port_p.reference.gamma","loadInertiaQS.phi","loadInertiaQS.w","imc.stator.port_p.V_m.re","imc.stator.port_p.V_m.im","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.airGap.V_msr.re","imc.airGap.V_msr.im","imc.airGap.V_mrr.re","imc.airGap.V_mrr.im","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.phi","loadInertia.w"
0.48429999,1.5707964,75.288269,157.07964,-9.3800373,-44.027599,0.09379591,0.44025502,45.013458,0.45092267,-0.0022216297,-2.2856211e-05,0.43484133,0.0043560206,76.073654,157.07962
0.4844,1.5707964,75.303978,157.07964,-7.9924688,-44.30051,0.07992088,0.44298398,45.013458,0.45092279,-0.0022216507,-2.286931e-05,0.43484133,0.0043560215,76.089363,157.07962
0.48449999,1.5707964,75.319687,157.07964,-6.5970125,-44.529701,0.065966986,0.44527575,45.013458,0.45092303,-0.0022216716,-2.2882061e-05,0.43484133,0.0043560234,76.105072,157.07962
0.48460001,1.5707964,75.335388,157.07964,-5.1950455,-44.714943,0.051947985,0.44712812,45.013458,0.45092323,-0.0022216928,-2.2894021e-05,0.43484133,0.0043560253,76.120781,157.07962
0.48469999,1.5707964,75.351097,157.07964,-3.7879517,-44.85606,0.037877716,0.44853923,45.013458,0.45092338,-0.0022217142,-2.2905133e-05,0.43484133,0.0043560266,76.13649,157.07962
0.48480001,1.5707964,75.366806,157.07964,-2.3771195,-44.952908,0.02377007,0.44950765,45.013458,0.45092359,-0.0022217364,-2.2915461e-05,0.43484133,0.004356029,76.152199,157.07962
0.4849,1.5707964,75.382515,157.07964,-0.96394169,-45.005394,0.0096389633,0.45003247,45.013458,0.45092377,-0.0022217592,-2.2925209e-05,0.43484133,0.0043560304,76.167908,157.07962
0.48500001,1.5707964,75.398224,157.07964,0.45018756,-45.013466,-0.0045016543,0.45011318,45.013458,0.45092395,-0.0022217834,-2.293441e-05,0.43484133,0.0043560318,76.183617,157.07962
0.4851,1.5707964,75.413933,157.07964,1.8638725,-44.977112,-0.01863783,0.44974968,45.013458,0.45092416,-0.0022218097,-2.2943208e-05,0.43484133,0.0043560341,76.199318,157.07962
0.48519999,1.5707964,75.429642,157.07964,3.2757182,-44.896374,-0.032755613,0.44894233,45.013458,0.45092428,-0.0022218388,-2.2951735e-05,0.43484133,0.004356035,76.215027,157.07962
0.4853,1.5707964,75.445351,157.07964,4.6843309,-44.771328,-0.04684107,0.44769192,45.013458,0.45092449,-0.002221866,-2.295462e-05,0.43484133,0.0043560369,76.230736,157.07962
0.48539999,1.5707964,75.461052,157.07964,6.0883207,-44.602097,-0.0608803,0.44599971,45.013458,0.45092466,-0.0022218893,-2.2949047e-05,0.43484133,0.0043560388,76.246445,157.07962
0.48550001,1.5707964,75.476761,157.07964,7.4863024,-44.388851,-0.074859448,0.44386733,45.013458,0.45092478,-0.0022219068,-2.2933133e-05,0.43484133,0.0043560402,76.262154,157.07962
0.48559999,1.5707964,75.49247,157.07964,8.8768959,-44.131798,-0.08876472,0.44129694,45.013458,0.45092496,-0.0022219222,-2.2912951e-05,0.43484133,0.004356042,76.277863,157.07962
0.48570001,1.5707964,75.508179,157.07964,10.258729,-43.831192,-0.10258239,0.43829101,45.013458,0.45092511,-0.0022219338,-2.2888327e-05,0.43484133,0.0043560439,76.293571,157.07962
0.4858,1.5707964,75.523888,157.07964,11.630438,-43.487328,-0.11629882,0.43485254,45.013458,0.45092523,-0.0022219426,-2.2860451e-05,0.43484133,0.0043560453,76.30928,157.07962
0.48590001,1.5707964,75.539597,157.07964,12.990668,-43.100548,-0.12990049,0.43098494,45.013458,0.45092541,-0.0022219499,-2.283195e-05,0.43484133,0.0043560471,76.324982,157.07962
0.486,1.5707964,75.555305,157.07964,14.338079,-42.671234,-0.14337395,0.42669201,45.013458,0.45092553,-0.0022219585,-2.280781e-05,0.43484133,0.0043560485,76.340691,157.07962
0.48609999,1.5707964,75.571014,157.07964,15.67134,-42.19981,-0.15670593,0.42197797,45.013458,0.45092571,-0.0022219664,-2.278467e-05,0.43484133,0.0043560504,76.3564,157.07962
0.4862,1.5707964,75.586716,157.07964,16.989136,-41.686737,-0.16988325,0.4168475,45.013458,0.45092589,-0.002221975,-2.2764974e-05,0.43484133,0.0043560523,76.372108,157.07962
0.48629999,1.5707964,75.602425,157.07964,18.290165,-41.132526,-0.18289292,0.41130564,45.013458,0.45092601,-0.002221985,-2.274842e-05,0.43484133,0.0043560537,76.387817,157.07962
0.48640001,1.5707964,75.618134,157.07964,19.573143,-40.53772,-0.19572209,0.40535787,45.013458,0.45092618,-0.002221996,-2.2734199e-05,0.43484133,0.004356056,76.403526,157.07962
0.48649999,1.5707964,75.633842,157.07964,20.836805,-39.902912,-0.20835811,0.39901009,45.013458,0.45092633,-0.0022220064,-2.2719305e-05,0.43484133,0.0043560574,76.419235,157.07962
0.48660001,1.5707964,75.649551,157.07964,22.079905,-39.228722,-0.22078851,0.39226851,45.013458,0.45092648,-0.0022220162,-2.2703869e-05,0.43484133,0.0043560588,76.434944,157.07962
0.4867,1.5707964,75.66526,157.07964,23.301214,-38.515816,-0.23300102,0.38513982,45.013458,0.45092669,-0.0022220251,-2.2687889e-05,0.43484133,0.0043560611,76.450645,157.07962
0.48679999,1.5707964,75.680969,157.07964,24.499527,-37.764904,-0.24498358,0.37763104,45.013458,0.45092678,-0.0022220311,-2.2669479e-05,0.43484133,0.004356062,76.466354,157.07962
0.4869,1.5707964,75.696678,157.07964,25.673662,-36.976719,-0.25672439,0.36974958,45.013458,0.45092696,-0.002222036,-2.264972e-05,0.43484133,0.0043560639,76.482063,157.07962
0.48699999,1.5707964,75.712379,157.07964,26.82246,-36.152046,-0.26821181,0.36150321,45.013458,0.45092714,-0.00222204,-2.262923e-05,0.43484133,0.0043560658,76.497772,157.07962
0.48710001,1.5707964,75.728088,157.07964,27.944788,-35.291691,-0.27943456,0.35290009,45.013458,0.45092726,-0.0022220432,-2.2609072e-05,0.43484133,0.0043560672,76.513481,157.07962
0.48719999,1.5707964,75.743797,157.07964,29.039537,-34.396511,-0.29038152,0.34394872,45.013458,0.45092744,-0.0022220453,-2.2588511e-05,0.43484133,0.0043560695,76.52919,157.07962
0.48730001,1.5707964,75.759506,157.07964,30.105629,-33.467384,-0.30104193,0.33465788,45.013458,0.45092759,-0.0022220477,-2.2569622e-05,0.43484133,0.0043560709,76.544899,157.07962
0.4874,1.5707964,75.775215,157.07964,31.14201,-32.50523,-0.31140524,0.32503679,45.013458,0.45092773,-0.0022220502,-2.2552284e-05,0.43484133,0.0043560723,76.560608,157.07962
0.48750001,1.5707964,75.790924,157.07964,32.147655,-31.510996,-0.32146123,0.31509495,45.013458,0.45092791,-0.0022220532,-2.2535953e-05,0.43484133,0.0043560746,76.576309,157.07962
0.4876,1.5707964,75.806633,157.07964,33.121578,-30.485666,-0.3312,0.30484211,45.013458,0.45092803,-0.002222057,-2.2520475e-05,0.43484133,0.0043560755,76.592018,157.07962
0.48769999,1.5707964,75.822342,157.07964,34.062813,-29.430248,-0.34061188,0.29428846,45.013458,0.45092821,-0.0022220609,-2.2506276e-05,0.43484133,0.0043560779,76.607727,157.07962
0.4878,1.5707964,75.838043,157.07964,34.970432,-28.345787,-0.34968764,0.28344437,45.013458,0.45092842,-0.0022220642,-2.2492268e-05,0.43484133,0.0043560797,76.623436,157.07962
0.48789999,1.5707964,75.853752,157.07964,35.84354,-27.233353,-0.35841829,0.27232054,45.013458,0.45092851,-0.0022220665,-2.2477821e-05,0.43484133,0.0043560807,76.639145,157.07962
0.48800001,1.5707964,75.869461,157.07964,36.681271,-26.094042,-0.36679521,0.26092798,45.013458,0.45092872,-0.0022220686,-2.2463639e-05,0.43484133,0.004356083,76.654854,157.07962
0.48809999,1.5707964,75.88517,157.07964,37.482807,-24.92898,-0.37481019,0.2492779,45.013458,0.45092887,-0.0022220698,-2.2449121e-05,0.43484133,0.0043560844,76.670563,157.07962
0.48820001,1.5707964,75.900879,157.07964,38.247349,-23.739315,-0.38245523,0.23738183,45.013458,0.45092902,-0.00222207,-2.2434304e-05,0.43484133,0.0043560858,76.686272,157.07962
0.4883,1.5707964,75.916588,157.07964,38.974144,-22.526224,-0.38972285,0.2252515,45.013458,0.45092919,-0.0022220693,-2.2419465e-05,0.43484133,0.0043560881,76.701973,157.07962
0.48840001,1.5707964,75.932297,157.07964,39.662479,-21.290901,-0.39660588,0.21289885,45.013458,0.45092931,-0.0022220679,-2.2405176e-05,0.43484133,0.004356089,76.717682,157.07962
0.4885,1.5707964,75.948006,157.07964,40.311672,-20.034567,-0.40309751,0.20033611,45.013458,0.45092949,-0.0022220663,-2.2391028e-05,0.43484133,0.0043560914,76.733391,157.07962
0.48859999,1.5707964,75.963707,157.07964,40.921082,-18.758461,-0.40919131,0.18757565,45.013458,0.4509297,-0.0022220646,-2.2377633e-05,0.43484133,0.0043560932,76.7491,157.07962
0.4887,1.5707964,75.979416,157.07964,41.490108,-17.463842,-0.41488129,0.17463009,45.013458,0.45092982,-0.0022220637,-2.2365221e-05,0.43484133,0.0043560942,76.764809,157.07962
0.48879999,1.5707964,75.995125,157.07964,42.018188,-16.151989,-0.42016184,0.16151218,45.013458,0.45093,-0.0022220621,-2.2353457e-05,0.43484133,0.0043560965,76.780518,157.07962
0.48890001,1.5707964,76.010834,157.07964,42.504799,-14.824196,-0.42502773,0.14823489,45.013458,0.45093018,-0.0022220602,-2.2342318e-05,0.43484133,0.0043560979,76.796227,157.07962
0.48899999,1.5707964,76.026543,157.07964,42.949467,-13.481772,-0.42947417,0.1348113,45.013458,0.4509303,-0.0022220581,-2.233176e-05,0.43484133,0.0043560998,76.811935,157.07962
0.48910001,1.5707964,76.042252,157.07964,43.351746,-12.126045,-0.43349677,0.12125467,45.013458,0.45093051,-0.0022220563,-2.2321692e-05,0.43484133,0.0043561016,76.827637,157.07962
0.4892,1.5707964,76.057961,157.07964,43.711243,-10.75835,-0.43709159,0.10757837,45.013458,0.45093063,-0.0022220544,-2.2311688e-05,0.43484133,0.0043561026,76.843346,157.07962
0.48930001,1.5707964,76.073669,157.07964,44.027599,-9.3800383,-0.44025502,0.09379591,45.013458,0.4509308,-0.0022220521,-2.2302111e-05,0.43484133,0.0043561049,76.859055,157.07962
0.4894,1.5707964,76.089371,157.07964,44.30051,-7.9924693,-0.44298398,0.07992088,45.013458,0.45093101,-0.0022220491,-2.229281e-05,0.43484133,0.0043561067,76.874763,157.07962
0.48949999,1.5707964,76.10508,157.07964,44.529701,-6.597013,-0.44527575,0.065966986,45.013458,0.45093113,-0.0022220453,-2.2283832e-05,0.43484133,0.0043561077,76.890472,157.07962
0.4896,1.5707964,76.120789,157.07964,44.714943,-5.1950459,-0.44712812,0.051947985,45.013458,0.45093131,-0.0022220418,-2.2275099e-05,0.43484133,0.00435611,76.906181,157.07962
0.48969999,1.5707964,76.136497,157.07964,44.85606,-3.7879524,-0.44853923,0.037877716,45.013458,0.45093149,-0.0022220383,-2.22668e-05,0.43484133,0.0043561114,76.92189,157.07962
0.48980001,1.5707964,76.152206,157.07964,44.952908,-2.3771205,-0.44950765,0.02377007,45.013458,0.45093164,-0.0022220348,-2.225893e-05,0.43484133,0.0043561133,76.937599,157.07962
0.48989999,1.5707964,76.167915,157.07964,45.005394,-0.96394235,-0.45003247,0.0096389642,45.013458,0.45093185,-0.0022220311,-2.2251434e-05,0.43484133,0.0043561151,76.9533,157.07962
0.49000001,1.5707964,76.183624,157.07964,45.013466,0.45018682,-0.45011318,-0.0045016538,45.013458,0.45093197,-0.0022220269,-2.2244376e-05,0.43484133,0.0043561165,76.969009,157.07962
0.4901,1.5707964,76.199333,157.07964,44.977112,1.8638718,-0.44974968,-0.01863783,45.013458,0.45093215,-0.0022220206,-2.2236991e-05,0.43484133,0.0043561184,76.984718,157.07962
0.49020001,1.5707964,76.215034,157.07964,44.896374,3.2757175,-0.44894233,-0.032755613,45.013458,0.45093235,-0.0022220116,-2.2228785e-05,0.43484133,0.0043561202,77.000427,157.07962
0.4903,1.5707964,76.230743,157.07964,44.771328,4.68433,-0.44769192,-0.04684107,45.013458,0.45093247,-0.0022219985,-2.2219227e-05,0.43484133,0.0043561216,77.016136,157.07962
0.49039999,1.5707964,76.246452,157.07964,44.602097,6.0883203,-0.44599971,-0.0608803,45.013458,0.45093265,-0.0022219864,-2.2208944e-05,0.43484133,0.0043561235,77.031845,157.07962
0.4905,1.5707964,76.262161,157.07964,44.388851,7.4863019,-0.44386733,-0.074859448,45.013458,0.45093283,-0.0022219766,-2.2197553e-05,0.43484133,0.0043561254,77.047554,157.07962
0.49059999,1.5707964,76.27787,157.07964,44.131798,8.876895,-0.44129694,-0.08876472,45.013458,0.45093295,-0.002221969,-2.2185277e-05,0.43484133,0.0043561268,77.063263,157.07962
0.49070001,1.5707964,76.293579,157.07964,43.831192,10.258728,-0.43829101,-0.10258239,45.013458,0.45093316,-0.002221961,-2.2172619e-05,0.43484133,0.0043561286,77.078964,157.07962
0.49079999,1.5707964,76.309288,157.07964,43.487328,11.630437,-0.43485254,-0.11629882,45.013458,0.45093328,-0.0022219541,-2.2160355e-05,0.43484133,0.00435613,77.094673,157.07962
0.49090001,1.5707964,76.324997,157.07964,43.100548,12.990668,-0.43098494,-0.12990049,45.013458,0.45093346,-0.0022219485,-2.214829e-05,0.43484133,0.0043561319,77.110382,157.07962
0.491,1.5707964,76.340698,157.07964,42.671234,14.338078,-0.42669198,-0.14337395,45.013458,0.45093364,-0.0022219436,-2.2137165e-05,0.43484133,0.0043561338,77.126091,157.07962
0.49110001,1.5707964,76.356407,157.07964,42.19981,15.67134,-0.42197797,-0.15670593,45.013458,0.45093375,-0.0022219382,-2.2127404e-05,0.43484133,0.0043561351,77.1418,157.07962
0.4912,1.5707964,76.372116,157.07964,41.686737,16.989136,-0.4168475,-0.16988325,45.013458,0.45093396,-0.0022219331,-2.2118798e-05,0.43484133,0.004356137,77.157509,157.07962
0.49129999,1.5707964,76.387825,157.07964,41.132526,18.290163,-0.41130564,-0.18289292,45.013458,0.45093414,-0.0022219275,-2.2111404e-05,0.43484133,0.0043561389,77.173218,157.07962
0.4914,1.5707964,76.403534,157.07964,40.53772,19.573143,-0.40535787,-0.19572209,45.013458,0.45093426,-0.0022219212,-2.2105072e-05,0.43484133,0.0043561403,77.188927,157.07962
0.49149999,1.5707964,76.419243,157.07964,39.902912,20.836805,-0.39901009,-0.20835811,45.013458,0.45093447,-0.0022219147,-2.2099503e-05,0.43484133,0.0043561421,77.204628,157.07962
0.49160001,1.5707964,76.434952,157.07964,39.228722,22.079905,-0.39226851,-0.22078851,45.013458,0.45093462,-0.002221908,-2.2093971e-05,0.43484133,0.0043561435,77.220337,157.07962
0.49169999,1.5707964,76.450661,157.07964,38.51582,23.301212,-0.38513982,-0.23300102,45.013458,0.4509348,-0.002221901,-2.2088976e-05,0.43484133,0.0043561454,77.236046,157.07962
0.49180001,1.5707964,76.466362,157.07964,37.764904,24.499527,-0.37763104,-0.24498358,45.013458,0.45093501,-0.0022218938,-2.2084196e-05,0.43484133,0.0043561473,77.251755,157.07962
0.4919,1.5707964,76.482071,157.07964,36.976719,25.673662,-0.36974958,-0.25672439,45.013458,0.45093513,-0.0022218868,-2.2079585e-05,0.43484133,0.0043561487,77.267464,157.07962
0.49200001,1.5707964,76.49778,157.07964,36.152046,26.82246,-0.36150321,-0.26821181,45.013458,0.45093533,-0.0022218795,-2.2075226e-05,0.43484133,0.0043561505,77.283173,157.07962
0.4921,1.5707964,76.513489,157.07964,35.291695,27.944788,-0.35290009,-0.27943456,45.013458,0.45093548,-0.0022218721,-2.2071445e-05,0.43484133,0.0043561524,77.298882,157.07962
0.49219999,1.5707964,76.529198,157.07964,34.396511,29.039537,-0.34394872,-0.29038152,45.013458,0.45093563,-0.0022218644,-2.2068296e-05,0.43484133,0.0043561538,77.31459,157.07962
0.4923,1.5707964,76.544907,157.07964,33.467384,30.105629,-0.33465788,-0.30104193,45.013458,0.45093584,-0.0022218572,-2.2065669e-05,0.43484133,0.0043561556,77.330292,157.07962
0.49239999,1.5707964,76.560616,157.07964,32.50523,31.14201,-0.32503679,-0.31140524,45.013458,0.45093599,-0.0022218504,-2.2063854e-05,0.43484133,0.004356157,77.346001,157.07962
0.49250001,1.5707964,76.576324,157.07964,31.510996,32.147655,-0.31509495,-0.32146123,45.013458,0.45093617,-0.0022218437,-2.2062728e-05,0.43484133,0.0043561589,77.36171,157.07962
0.49259999,1.5707964,76.592026,157.07964,30.485666,33.121578,-0.30484211,-0.33119997,45.013458,0.45093638,-0.0022218367,-2.2062241e-05,0.43484133,0.0043561608,77.377419,157.07962
0.49270001,1.5707964,76.607735,157.07964,29.430248,34.062813,-0.29428846,-0.34061188,45.013458,0.4509365,-0.00222183,-2.206227e-05,0.43484133,0.0043561622,77.393127,157.07962
0.4928,1.5707964,76.623444,157.07964,28.345787,34.970432,-0.28344437,-0.34968764,45.013458,0.4509367,-0.0022218232,-2.206293e-05,0.43484133,0.004356164,77.408836,157.07962
0.49290001,1.5707964,76.639153,157.07964,27.233353,35.843536,-0.27232054,-0.35841829,45.013458,0.45093688,-0.0022218169,-2.2064007e-05,0.43484133,0.0043561659,77.424545,157.07962
0.493,1.5707964,76.654861,157.07964,26.094042,36.681271,-0.26092798,-0.36679521,45.013458,0.45093703,-0.0022218106,-2.2065464e-05,0.43484133,0.0043561673,77.440254,157.07962
0.49309999,1.5707964,76.67057,157.07964,24.92898,37.482803,-0.2492779,-0.37481019,45.013458,0.45093724,-0.0022218043,-2.2067348e-05,0.43484133,0.0043561691,77.455956,157.07962
0.4932,1.5707964,76.686279,157.07964,23.739315,38.247349,-0.23738183,-0.38245523,45.013458,0.45093739,-0.0022217981,-2.2069627e-05,0.43484133,0.0043561705,77.471664,157.07962
0.49329999,1.5707964,76.701988,157.07964,22.526224,38.974144,-0.2252515,-0.38972285,45.013458,0.45093757,-0.002221792,-2.2072263e-05,0.43484133,0.0043561724,77.487373,157.07962
0.49340001,1.5707964,76.71769,157.07964,21.290901,39.662479,-0.21289885,-0.39660588,45.013458,0.45093778,-0.0022217862,-2.2075299e-05,0.43484133,0.0043561743,77.503082,157.07962
0.49349999,1.5707964,76.733398,157.07964,20.034567,40.311672,-0.20033611,-0.40309751,45.013458,0.45093793,-0.0022217811,-2.2078762e-05,0.43484133,0.0043561757,77.518791,157.07962
0.49360001,1.5707964,76.749107,157.07964,18.758461,40.921082,-0.18757565,-0.40919131,45.013458,0.45093814,-0.0022217757,-2.2082411e-05,0.43484133,0.0043561775,77.5345,157.07962
0.4937,1.5707964,76.764816,157.07964,17.463842,41.490108,-0.17463009,-0.41488129,45.013458,0.45093831,-0.0022217701,-2.2086193e-05,0.43484133,0.0043561794,77.550209,157.07962
0.49380001,1.5707964,76.780525,157.07964,16.151989,42.018185,-0.16151218,-0.42016184,45.013458,0.45093846,-0.0022217648,-2.2090213e-05,0.43484133,0.0043561808,77.565918,157.07962
0.4939,1.5707964,76.796234,157.07964,14.824196,42.504799,-0.14823489,-0.42502773,45.013458,0.45093867,-0.0022217599,-2.209482e-05,0.43484133,0.0043561826,77.581619,157.07962
0.49399999,1.5707964,76.811943,157.07964,13.481772,42.949467,-0.1348113,-0.42947417,45.013458,0.45093882,-0.0022217557,-2.2100194e-05,0.43484133,0.004356184,77.597328,157.07962
0.4941,1.5707964,76.827652,157.07964,12.126045,43.351746,-0.12125467,-0.43349677,45.013458,0.45093903,-0.0022217517,-2.2106084e-05,0.43484133,0.0043561859,77.613037,157.07962
0.49419999,1.5707964,76.843353,157.07964,10.75835,43.711243,-0.10757837,-0.43709156,45.013458,0.45093924,-0.0022217478,-2.2112543e-05,0.43484133,0.0043561878,77.628746,157.07962
0.49430001,1.5707964,76.859062,157.07964,9.3800383,44.027599,-0.09379591,-0.44025502,45.013458,0.45093936,-0.0022217438,-2.2119553e-05,0.43484133,0.0043561892,77.644455,157.07962
0.49439999,1.5707964,76.874771,157.07964,7.9924698,44.30051,-0.07992088,-0.44298398,45.013458,0.45093957,-0.0022217403,-2.2127013e-05,0.43484133,0.004356191,77.660164,157.07962
0.49450001,1.5707964,76.89048,157.07964,6.597013,44.529701,-0.065966986,-0.44527575,45.013458,0.45093977,-0.0022217375,-2.2134713e-05,0.43484133,0.0043561929,77.675873,157.07962
0.4946,1.5707964,76.906189,157.07964,5.1950464,44.714943,-0.051947985,-0.44712812,45.013458,0.45093992,-0.002221735,-2.2142594e-05,0.43484133,0.0043561943,77.691582,157.07962
0.49470001,1.5707964,76.921898,157.07964,3.7879524,44.85606,-0.037877716,-0.44853923,45.013458,0.45094013,-0.0022217326,-2.2150767e-05,0.43484133,0.0043561962,77.707283,157.07962
0.4948,1.5707964,76.937607,157.07964,2.3771205,44.952908,-0.02377007,-0.44950765,45.013458,0.45094028,-0.0022217305,-2.2159127e-05,0.43484133,0.0043561975,77.722992,157.07962
0.49489999,1.5707964,76.953316,157.07964,0.96394247,45.005394,-0.0096389642,-0.45003247,45.013458,0.45094049,-0.002221727,-2.2167138e-05,0.43484133,0.0043561994,77.738701,157.07962
0.495,1.5707964,76.969017,157.07964,-0.45018682,45.013466,0.0045016543,-0.45011318,45.013458,0.4509407,-0.0022217215,-2.2174438e-05,0.43484133,0.0043562013,77.75441,157.07962
0.49509999,1.5707964,76.984726,157.07964,-1.8638717,44.977112,0.01863783,-0.44974968,45.013458,0.45094082,-0.0022217131,-2.2180613e-05,0.43484133,0.0043562027,77.770119,157.07962
0.49520001,1.5707964,77.000435,157.07964,-3.2757173,44.896374,0.032755613,-0.44894233,45.013458,0.45094103,-0.0022217054,-2.2185632e-05,0.43484133,0.0043562045,77.785828,157.07962
0.49529999,1.5707964,77.016144,157.07964,-4.68433,44.771328,0.04684107,-0.44769192,45.013458,0.45094123,-0.0022216996,-2.2189042e-05,0.43484133,0.0043562064,77.801537,157.07962
0.49540001,1.5707964,77.031853,157.07964,-6.0883203,44.602097,0.0608803,-0.44599971,45.013458,0.45094135,-0.0022216963,-2.219098e-05,0.43484133,0.0043562078,77.817238,157.07962
0.4955,1.5707964,77.047562,157.07964,-7.4863014,44.388851,0.074859448,-0.44386733,45.013458,0.45094159,-0.0022216928,-2.2192164e-05,0.43484133,0.0043562097,77.832947,157.07962
0.49559999,1.5707964,77.063271,157.07964,-8.876895,44.131798,0.08876472,-0.44129694,45.013458,0.45094171,-0.0022216905,-2.219318e-05,0.43484133,0.0043562111,77.848656,157.07962
0.4957,1.5707964,77.078979,157.07964,-10.258728,43.831188,0.10258239,-0.43829101,45.013458,0.45094192,-0.0022216896,-2.2194046e-05,0.43484133,0.0043562129,77.864365,157.07962
0.49579999,1.5707964,77.094681,157.07964,-11.630437,43.487328,0.11629882,-0.43485254,45.013458,0.4509421,-0.0022216896,-2.2195436e-05,0.43484133,0.0043562148,77.880074,157.07962
0.49590001,1.5707964,77.11039,157.07964,-12.990668,43.100548,0.12990049,-0.43098494,45.013458,0.45094225,-0.0022216896,-2.2198024e-05,0.43484133,0.0043562162,77.895782,157.07962
0.49599999,1.5707964,77.126099,157.07964,-14.338078,42.671234,0.14337395,-0.42669198,45.013458,0.45094246,-0.0022216903,-2.2201439e-05,0.43484133,0.004356218,77.911491,157.07962
0.49610001,1.5707964,77.141808,157.07964,-15.67134,42.19981,0.15670593,-0.42197797,45.013458,0.45094264,-0.002221691,-2.2205888e-05,0.43484133,0.0043562199,77.9272,157.07962
0.4962,1.5707964,77.157516,157.07964,-16.989136,41.686737,0.16988325,-0.4168475,45.013458,0.45094278,-0.0022216914,-2.2211252e-05,0.43484133,0.0043562213,77.942902,157.07962
0.49630001,1.5707964,77.173225,157.07964,-18.290163,41.132526,0.18289292,-0.41130564,45.013458,0.45094299,-0.0022216917,-2.2217328e-05,0.43484133,0.0043562232,77.958611,157.07962
0.4964,1.5707964,77.188934,157.07964,-19.573143,40.53772,0.19572209,-0.40535787,45.013458,0.45094317,-0.0022216917,-2.2223408e-05,0.43484133,0.0043562246,77.974319,157.07962
0.49649999,1.5707964,77.204643,157.07964,-20.836805,39.902912,0.20835811,-0.39901009,45.013458,0.45094335,-0.0022216914,-2.2229664e-05,0.43484133,0.0043562264,77.990028,157.07962
0.4966,1.5707964,77.220345,157.07964,-22.079905,39.228722,0.22078851,-0.39226851,45.013458,0.45094356,-0.0022216917,-2.2235792e-05,0.43484133,0.0043562283,78.005737,157.07962
0.49669999,1.5707964,77.236053,157.07964,-23.301212,38.51582,0.23300102,-0.38513982,45.013458,0.45094368,-0.0022216926,-2.2241506e-05,0.43484133,0.0043562297,78.021446,157.07962
0.49680001,1.5707964,77.251762,157.07964,-24.499527,37.764904,0.24498358,-0.37763104,45.013458,0.45094389,-0.0022216933,-2.2247075e-05,0.43484133,0.0043562315,78.037155,157.07962
0.49689999,1.5707964,77.267471,157.07964,-25.673662,36.976719,0.25672436,-0.36974958,45.013458,0.4509441,-0.002221694,-2.2252681e-05,0.43484133,0.0043562334,78.052864,157.07962
0.49700001,1.5707964,77.28318,157.07964,-26.82246,36.152046,0.26821181,-0.36150321,45.013458,0.45094424,-0.0022216947,-2.2258475e-05,0.43484133,0.0043562348,78.068565,157.07962
0.4971,1.5707964,77.298889,157.07964,-27.944788,35.291691,0.27943456,-0.35290009,45.013458,0.45094445,-0.0022216961,-2.2264336e-05,0.43484133,0.0043562367,78.084274,157.07962
0.49720001,1.5707964,77.314598,157.07964,-29.039537,34.396511,0.29038152,-0.34394872,45.013458,0.4509446,-0.0022216984,-2.2270719e-05,0.43484133,0.0043562385,78.099983,157.07962
0.4973,1.5707964,77.330299,157.07964,-30.105629,33.467384,0.30104193,-0.33465788,45.013458,0.45094481,-0.002221701,-2.2277492e-05,0.43484133,0.0043562399,78.115692,157.07962
0.49739999,1.5707964,77.346008,157.07964,-31.14201,32.50523,0.31140524,-0.32503679,45.013458,0.45094502,-0.002221704,-2.2284637e-05,0.43484133,0.0043562423,78.131401,157.07962
0.4975,1.5707964,77.361717,157.07964,-32.147655,31.510996,0.32146123,-0.31509495,45.013458,0.45094514,-0.0022217068,-2.2292093e-05,0.43484133,0.0043562432,78.14711,157.07962
0.49759999,1.5707964,77.377426,157.07964,-33.121578,30.485664,0.33119997,-0.30484211,45.013458,0.45094535,-0.0022217103,-2.2299866e-05,0.43484133,0.004356245,78.162819,157.07962
0.49770001,1.5707964,77.393135,157.07964,-34.062813,29.430248,0.34061188,-0.29428846,45.013458,0.45094556,-0.0022217142,-2.2307675e-05,0.43484133,0.0043562469,78.178528,157.07962
0.49779999,1.5707964,77.408844,157.07964,-34.970432,28.345787,0.34968764,-0.28344437,45.013458,0.45094571,-0.0022217184,-2.2315397e-05,0.43484133,0.0043562483,78.194229,157.07962
0.49790001,1.5707964,77.424553,157.07964,-35.843536,27.233353,0.35841829,-0.27232054,45.013458,0.45094591,-0.0022217224,-2.232312e-05,0.43484133,0.0043562506,78.209938,157.07962
0.498,1.5707964,77.440262,157.07964,-36.681271,26.094042,0.36679521,-0.26092798,45.013458,0.45094606,-0.0022217261,-2.2330674e-05,0.43484133,0.004356252,78.225647,157.07962
0.49810001,1.5707964,77.455963,157.07964,-37.482807,24.92898,0.37481019,-0.2492779,45.013458,0.45094627,-0.0022217298,-2.2338119e-05,0.43484133,0.0043562534,78.241356,157.07962
0.4982,1.5707964,77.471672,157.07964,-38.247349,23.739315,0.38245523,-0.23738183,45.013458,0.45094648,-0.0022217343,-2.234557e-05,0.43484133,0.0043562558,78.257065,157.07962
