"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","inductor.inductor[1].i","inductor.inductor[3].i"
2.0427999,389.11365,-251.58806,-372.09979,-131.48352,370.60715,156.7115,152.11359,116.33595,526.63989,114.06259
2.0429001,399.68945,-252.36351,-381.99454,-132.32341,380.00897,157.45711,152.12523,116.36579,547.01605,105.03767
2.043,410.06149,-252.68365,-391.76288,-133.0414,389.28479,158.08464,152.13686,116.39696,567.44,95.305908
2.0431001,420.21622,-252.54805,-401.40213,-133.63957,398.43204,158.59621,152.1485,116.42943,587.88507,84.879944
2.0432,430.14038,-251.95676,-410.90961,-134.12009,407.44818,158.9939,152.16014,116.46319,608.32471,73.77317
2.0432999,439.82098,-250.91034,-420.28271,-134.48511,416.33078,159.27986,152.1718,116.49821,628.7323,61.999718
2.0434,449.24533,-249.40991,-429.51898,-134.73685,425.07745,159.4563,152.18344,116.53451,649.08148,49.574471
2.0434999,458.40097,-247.45702,-438.61591,-134.87752,433.68591,159.52539,152.1951,116.57203,669.34564,36.513031
2.0436001,467.27582,-245.05379,-447.57114,-134.90941,442.15387,159.48938,152.20676,116.61078,689.4986,22.831694
2.0437,475.85806,-242.20282,-456.38232,-134.83481,450.47922,159.35052,152.21843,116.65073,709.5141,8.5474548
2.0438001,484.13629,-238.90718,-465.0473,-134.65607,458.65982,159.11115,152.23009,116.69186,729.36615,-6.3220358
2.0439,492.0993,-235.17049,-473.5639,-134.3755,466.69366,158.77353,152.24176,116.73416,749.02893,-21.758474
2.0439999,499.73642,-230.99683,-481.92999,-133.99554,474.5788,158.34003,152.25343,116.7776,768.47681,-37.742935
2.0441,507.03723,-226.39078,-490.14362,-133.51855,482.31335,157.81302,152.26512,116.82217,787.68445,-54.255878
2.0441999,513.9917,-221.35738,-498.20282,-132.94701,489.89551,157.19487,152.27679,116.86784,806.62683,-71.277191
2.0443001,520.59027,-215.90216,-506.10571,-132.28334,497.32352,156.48802,152.2885,116.91458,825.27917,-88.786194
2.0444,526.82373,-210.03116,-513.85059,-131.53004,504.59576,155.6949,152.30019,116.96239,843.61707,-106.76167
2.0445001,532.68323,-203.75082,-521.43561,-130.68962,511.71063,154.81795,152.31189,117.01123,861.61639,-125.18187
2.0446,538.1604,-197.06807,-528.85925,-129.7646,518.66663,153.85965,152.32359,117.06109,879.25354,-144.02458
2.0446999,543.24738,-189.9903,-536.11987,-128.75751,525.46228,152.82249,152.3353,117.11194,896.50525,-163.26711
2.0448,547.93658,-182.5253,-543.21606,-127.67094,532.09619,151.709,152.34702,117.16376,913.34863,-182.88632
2.0448999,552.22095,-174.68134,-550.14636,-126.50745,538.56714,150.52168,152.35873,117.21652,929.76141,-202.85866
2.0450001,556.09399,-166.46709,-556.90942,-125.26965,544.87384,149.26308,152.37045,117.2702,945.72168,-223.1602
2.0451,559.54944,-157.89162,-563.50403,-123.96014,551.01514,147.93576,152.38219,117.32478,961.20807,-243.76663
2.0452001,562.58173,-148.96442,-569.92896,-122.58158,556.99005,146.54228,152.39392,117.38023,976.19983,-264.65332
2.0453,565.18561,-139.69537,-576.18304,-121.1366,562.79749,145.08525,152.40565,117.43654,990.67664,-285.79532
2.0453999,567.35645,-130.09476,-582.26538,-119.62785,568.43652,143.56721,152.4174,117.49366,1004.6189,-307.16739
2.0455,569.0899,-120.17318,-588.17493,-118.058,573.90631,141.99083,152.42915,117.55157,1018.0074,-328.74408
2.0455999,570.38239,-109.94164,-593.91083,-116.42973,579.20612,140.35866,152.44092,117.61027,1030.824,-350.49966
2.0457001,571.23059,-99.411469,-599.47223,-114.74574,584.33514,138.67336,152.45268,117.6697,1043.0505,-372.40823
2.0458,571.63184,-88.594337,-604.85846,-113.00872,589.29285,136.93755,152.46445,117.72986,1054.67,-394.4437
2.0459001,571.5838,-77.502235,-610.06879,-111.22138,594.07855,135.15385,152.47623,117.7907,1065.6661,-416.57993
2.046,571.08484,-66.147453,-615.10272,-109.38643,598.69189,133.32492,152.48801,117.85222,1076.0229,-438.79056
2.0460999,570.13367,-54.542576,-619.95966,-107.50658,603.13232,131.45338,152.4998,117.91438,1085.7256,-461.04916
2.0462,568.72968,-42.700474,-624.63922,-105.58457,607.3996,129.54192,152.5116,117.97715,1094.7595,-483.32935
2.0462999,566.8725,-30.634275,-629.14105,-103.62311,611.49341,127.59315,152.52339,118.04051,1103.1115,-505.60461
2.0464001,564.56256,-18.357361,-633.46484,-101.62493,615.41351,125.60973,152.5352,118.10443,1110.7684,-527.84851
2.0465,561.8006,-5.8833456,-637.61035,-99.592773,619.15985,123.59431,152.54701,118.16889,1117.7186,-550.03461
2.0466001,558.58795,6.7739353,-641.57751,-97.52935,622.7323,121.54955,152.55884,118.23386,1123.9506,-572.13654
2.0467,554.92645,19.600443,-645.36621,-95.437401,626.13086,119.47809,152.57066,118.2993,1129.4541,-594.12805
2.0467999,550.81842,32.581951,-648.97644,-93.319641,629.35571,117.38257,152.58249,118.3652,1134.2195,-615.98303
2.0469,546.2666,45.704056,-652.40833,-91.178802,632.40686,115.26563,152.59433,118.43153,1138.2379,-637.67542
2.0469999,541.27435,58.952202,-655.66199,-89.017593,635.28467,113.12991,152.60619,118.49826,1141.5015,-659.1795
2.0471001,535.84546,72.311691,-658.73767,-86.838737,637.98932,110.97803,152.61803,118.56537,1144.0032,-680.4696
2.0472,529.98419,85.7677,-661.63568,-84.644936,640.52124,108.81262,152.6299,118.63282,1145.7367,-701.52039
2.0473001,523.69537,99.305298,-664.35632,-82.438873,642.8808,106.63628,152.64175,118.70059,1146.6967,-722.30676
2.0474,516.98425,112.90947,-666.90009,-80.223259,645.06848,104.45161,152.65363,118.76866,1146.8784,-742.80396
2.0474999,509.85645,126.5651,-669.26752,-78.000755,647.08496,102.26122,152.66551,118.837,1146.2786,-762.98743
2.0476,502.31821,140.25706,-671.45911,-75.774033,648.93079,100.06767,152.6774,118.90557,1144.894,-782.83313
2.0476999,494.37616,153.97012,-673.47559,-73.545746,650.60663,97.87352,152.6893,118.97437,1142.7229,-802.3172
2.0478001,486.03735,167.6891,-675.31757,-71.318535,652.11328,95.681328,152.70119,119.04336,1139.7643,-821.41638
2.0479,477.30936,181.39874,-676.98596,-69.095024,653.4516,93.493629,152.7131,119.1125,1136.0179,-840.10767
2.0480001,468.2001,195.08383,-678.48151,-66.877823,654.62244,91.312943,152.72502,119.18179,1131.4845,-858.36859
2.0481,458.71799,208.72917,-679.80511,-64.669518,655.62677,89.141762,152.73694,119.2512,1126.1655,-876.17712
2.0481999,448.87177,222.31961,-680.95789,-62.472683,656.46564,86.982567,152.74887,119.32069,1120.0636,-893.51178
2.0483,438.67062,235.84006,-681.9408,-60.289871,657.14001,84.837822,152.7608,119.39025,1113.1816,-910.35156
2.0483999,428.12418,249.2755,-682.75488,-58.123619,657.65118,82.709969,152.77275,119.45985,1105.5242,-926.67596
2.0485001,417.2424,262.61099,-683.40143,-55.976429,658.00024,80.601425,152.7847,119.52946,1097.0961,-942.46515
2.0486,406.03558,275.83173,-683.88165,-53.850792,658.18848,78.514572,152.79665,119.59907,1087.9032,-957.69983
2.0487001,394.51447,288.923,-684.19684,-51.749165,658.21729,76.45179,152.80861,119.66865,1077.9523,-972.36127
2.0488,382.69009,301.87027,-684.34833,-49.673985,658.08795,74.415421,152.82059,119.73817,1067.2507,-986.4314
2.0488999,370.57379,314.65915,-684.33759,-47.627663,657.80194,72.407768,152.83257,119.8076,1055.807,-999.89288
2.049,358.17734,327.27536,-684.16608,-45.612576,657.36078,70.431129,152.84454,119.87695,1043.6302,-1012.7288
2.0490999,345.51266,339.7049,-683.83527,-43.631081,656.76599,68.487762,152.85654,119.94617,1030.7305,-1024.9232
2.0492001,332.59213,351.9339,-683.34686,-41.68549,656.01917,66.579887,152.86853,120.01524,1017.1183,-1036.4607
2.0493,319.42831,363.94876,-682.70245,-39.778095,655.12201,64.709709,152.88054,120.08414,1002.8055,-1047.3265
2.0494001,306.03403,375.73608,-681.90375,-37.91116,654.07617,62.879387,152.89255,120.15287,987.80426,-1057.507
2.0495,292.42242,387.28268,-680.95251,-36.086895,652.88348,61.091053,152.90457,120.22138,972.12769,-1066.9885
2.0495999,278.60684,398.57574,-679.85052,-34.307495,651.54572,59.346798,152.9166,120.28967,955.78955,-1075.759
2.0497,264.60086,409.60257,-678.59973,-32.575111,650.06476,57.648682,152.92863,120.35771,938.80432,-1083.8068
2.0497999,250.41821,420.35089,-677.20203,-30.891855,648.4425,55.99873,152.94067,120.42548,921.18732,-1091.1207
2.0499001,236.07291,430.80865,-675.65936,-29.259802,646.68085,54.398926,152.95271,120.49297,902.95447,-1097.6909
2.05,221.5791,440.96414,-673.97369,-27.68099,644.78192,52.851215,152.96477,120.56016,884.12231,-1103.5081
2.0501001,206.95111,450.80594,-672.14722,-26.157413,642.74774,51.357502,152.97682,120.62702,864.70813,-1108.5637
2.0502,192.20338,460.32303,-670.18188,-24.691027,640.58032,49.919655,152.98889,120.69354,844.72974,-1112.8501
2.0502999,177.35052,469.50467,-668.08002,-23.283741,638.28186,48.539494,153.00096,120.75972,824.20569,-1116.3606
2.0504,162.40727,478.34055,-665.84363,-21.937426,635.85455,47.2188,153.01305,120.82552,803.15497,-1119.089
2.0504999,147.3884,486.82062,-663.4751,-20.653904,633.30054,45.959309,153.02513,120.89093,781.59729,-1121.0303
2.0506001,132.30882,494.93533,-660.97668,-19.434954,630.62213,44.762711,153.03722,120.95594,759.55286,-1122.1801
2.0506999,117.18352,502.67545,-658.35065,-18.282307,627.82166,43.630657,153.04932,121.02054,737.0423,-1122.535
2.0508001,102.0275,510.0322,-655.59943,-17.197649,624.90137,42.564747,153.06143,121.0847,714.08698,-1122.0924
2.0509,86.855812,516.99713,-652.72528,-16.182613,621.86365,41.566532,153.07353,121.14842,690.7085,-1120.8506
2.0510001,71.683533,523.56226,-649.73083,-15.238791,618.71088,40.637512,153.08566,121.21169,666.92908,-1118.8086
2.0511,56.525749,529.72003,-646.61835,-14.367719,615.44556,39.779152,153.09778,121.27448,642.77124,-1115.9663
2.0511999,41.397522,535.46332,-643.3905,-13.570881,612.07007,38.992851,153.10991,121.3368,618.25806,-1112.3247
2.0513,26.313889,540.78546,-640.04968,-12.849715,608.58698,38.279972,153.12204,121.39862,593.4129,-1107.8854
2.0513999,11.289845,545.68018,-636.59851,-12.205605,604.99866,37.641815,153.13419,121.45994,568.25952,-1102.6506
2.0515001,-3.6596751,550.14166,-633.03955,-11.639879,601.3078,37.079636,153.14633,121.52074,542.82196,-1096.624
2.0516,-18.519812,554.16461,-629.37543,-11.153815,597.51691,36.594631,153.15849,121.58103,517.12457,-1089.8098
2.0517001,-33.275803,557.74408,-625.60876,-10.748636,593.62854,36.187958,153.17065,121.64079,491.19208,-1082.2128
2.0518,-47.912983,560.87579,-621.74225,-10.42551,589.64539,35.860706,153.18282,121.7,465.04938,-1073.839
2.0518999,-62.416821,563.55566,-617.7785,-10.185549,585.57001,35.613918,153.19499,121.75867,438.72159,-1064.6949
2.052,-76.772903,565.7804,-613.72028,-10.029807,581.40503,35.448582,153.20717,121.81679,412.23407,-1054.7882
2.0520999,-90.967003,567.54681,-609.57031,-9.9592876,577.1532,35.365627,153.21936,121.87434,385.61234,-1044.127
2.0522001,-104.98502,568.8526,-605.3313,-9.9749327,572.8172,35.365929,153.23155,121.93134,358.88202,-1032.7205
2.0523,-118.81307,569.69562,-601.00604,-10.077626,568.3996,35.45031,153.24374,121.98775,332.06894,-1020.5784
2.0524001,-132.43745,570.0744,-596.59723,-10.268198,563.90326,35.619534,153.25595,122.0436,305.19891,-1007.7115
2.0525,-145.84467,569.98785,-592.10773,-10.547418,559.33075,35.87431,153.26816,122.09887,278.29791,-994.13116
2.0525999,-159.02144,569.43542,-587.54028,-10.915995,554.68494,36.21529,153.28036,122.15355,251.39192,-979.84949
2.0527,-171.95476,568.41699,-582.89771,-11.374582,549.96851,36.643063,153.29259,122.20765,224.50688,-964.87939
2.0527999,-184.63184,566.93304,-578.1828,-11.923776,545.1842,37.158173,153.30481,122.26116,197.66878,-949.23444
2.0529001,-197.04015,564.98444,-573.39838,-12.564108,540.33472,37.761093,153.31703,122.31408,170.90352,-932.92883
2.053,-209.16748,562.57257,-568.54724,-13.296053,535.42285,38.452244,153.32927,122.36641,144.23697,-915.97778
2.0531001,-221.00188,559.69928,-563.63226,-14.120028,530.45135,39.231998,153.34151,122.41815,117.69485,-898.39673
2.0532,-232.53168,556.36688,-558.65625,-15.036388,525.42303,40.100658,153.35376,122.46931,91.302826,-880.20209
2.0532999,-243.74556,552.57819,-553.62195,-16.045429,520.34052,41.058475,153.366,122.51987,65.086342,-861.41077
2.0534,-254.63252,548.33649,-548.53235,-17.147388,515.20667,42.105633,153.37827,122.56984,39.070702,-842.04041
2.0534999,-265.18188,543.64551,-543.39014,-18.342443,510.0242,43.242275,153.39052,122.61923,13.281009,-822.10907
2.0536001,-275.38333,538.50952,-538.19812,-19.630711,504.79581,44.468468,153.40279,122.66803,-12.257882,-801.63562
2.0537,-285.2269,532.93317,-532.95917,-21.012245,499.52426,45.784237,153.41505,122.71626,-37.521366,-780.63934
2.0538001,-294.70294,526.92157,-527.67609,-22.487053,494.21228,47.189541,153.42732,122.7639,-62.485096,-759.14001
2.0539,-303.80228,520.48029,-522.35168,-24.055069,488.86258,48.684284,153.43961,122.81097,-87.125053,-737.15808
2.0539999,-312.51605,513.6153,-516.98865,-25.716173,483.47784,50.268314,153.45189,122.85748,-111.41755,-714.71442
2.0541,-320.83578,506.33316,-511.58981,-27.47019,478.06079,51.941422,153.46417,122.90341,-135.33923,-691.83032
2.0541999,-328.75351,498.64066,-506.15796,-29.316885,472.61407,53.703342,153.47647,122.9488,-158.86713,-668.52759
2.0543001,-336.26151,490.54514,-500.69577,-31.25596,467.14038,55.553753,153.48877,122.99363,-181.97867,-644.82849
2.0544,-343.3526,482.05429,-495.20599,-33.287067,461.64233,57.492279,153.50107,123.03791,-204.65172,-620.75568
2.0545001,-350.01999,473.17621,-489.69135,-35.409798,456.12253,59.518494,153.51337,123.08166,-226.86456,-596.33215
2.0546,-356.25732,463.91943,-484.15448,-37.623684,450.58365,61.631901,153.52568,123.12487,-248.59598,-571.58124
2.0546999,-362.05865,454.29288,-478.59811,-39.928211,445.0282,63.83197,153.53799,123.16756,-269.82523,-546.52679
2.0548,-367.41849,444.30576,-473.02487,-42.322796,439.45877,66.118103,153.55032,123.20974,-290.53204,-521.19269
2.0548999,-372.33185,433.96777,-467.43738,-44.806812,433.87793,68.489662,153.56264,123.25141,-310.69672,-495.6033
2.0550001,-376.7941,423.28888,-461.8382,-47.37957,428.28815,70.945938,153.57497,123.29259,-330.30014,-469.78326
2.0551,-380.80112,412.27945,-456.22995,-50.040337,422.69193,73.486191,153.5873,123.33327,-349.32364,-443.75732
2.0552001,-384.34927,400.95013,-450.61517,-52.788311,417.09174,76.109612,153.59964,123.37348,-367.74924,-417.55051
2.0553,-387.43533,389.31195,-444.99637,-55.622654,411.49002,78.815353,153.61197,123.41322,-385.55957,-391.18808
2.0553999,-390.05661,377.37622,-439.37601,-58.542465,405.88913,81.602509,153.62431,123.45251,-402.73776,-364.69534
2.0555,-392.21075,365.15457,-433.75659,-61.546803,400.2915,84.470146,153.63666,123.49136,-419.26776,-338.09784
2.0555999,-393.89606,352.65891,-428.1405,-64.634666,394.69946,87.417252,153.64902,123.52976,-435.134,-311.4212
2.0557001,-395.11115,339.9014,-422.53018,-67.805008,389.1153,90.442795,153.66138,123.56775,-450.32169,-284.69107
2.0558,-395.85519,326.8945,-416.92792,-71.056732,383.54129,93.54567,153.67372,123.60532,-464.81668,-257.93323
2.0559001,-396.12784,313.65094,-411.33612,-74.388702,377.97971,96.724754,153.6861,123.64251,-478.60553,-231.17346
2.056,-395.92917,300.18365,-405.75702,-77.799728,372.43271,99.978867,153.69846,123.6793,-491.67548,-204.43753
2.0560999,-395.25977,286.5058,-400.1929,-81.288582,366.9025,103.30678,153.71083,123.71572,-504.0145,-177.75119
2.0562,-394.12067,272.63074,-394.64597,-84.853973,361.3912,106.70723,153.72321,123.75179,-515.61133,-151.14018
2.0562999,-392.51343,258.57211,-389.11838,-88.494583,355.90091,110.17891,153.73558,123.78751,-526.45551,-124.63014
2.0564001,-390.44,244.34363,-383.61227,-92.209053,350.43369,113.72047,153.74796,123.82289,-536.53711,-98.246582
2.0565,-387.90286,229.95924,-378.12979,-95.995979,344.99155,117.33054,153.76035,123.85796,-545.84717,-72.014938
2.0566001,-384.90491,215.43304,-372.67297,-99.853912,339.57648,121.00768,153.77274,123.89272,-554.3775,-45.960472
2.0567,-381.44958,200.77928,-367.2438,-103.78136,334.19037,124.75041,153.78513,123.92719,-562.12054,-20.108261
2.0567999,-377.54068,186.0123,-361.84427,-107.77681,328.83517,128.55727,153.79752,123.96139,-569.06976,5.5168085
2.0569,-373.18253,171.14659,-356.47629,-111.8387,323.5127,132.4267,153.80991,123.99532,-575.21912,30.890074
2.0569999,-368.37985,156.19673,-351.14178,-115.96543,318.22476,136.35713,153.82231,124.02901,-580.5636,55.987125
2.0571001,-363.13785,141.17738,-345.84259,-120.15537,312.97311,140.34698,153.83472,124.06246,-585.09894,80.783836
2.0572,-357.46219,126.10328,-340.58047,-124.40686,307.75952,144.39459,153.84712,124.0957,-588.82172,105.25638
2.0573001,-351.35886,110.9892,-335.35721,-128.7182,302.58563,148.49834,153.85954,124.12874,-591.72913,129.38123
2.0574,-344.83444,95.849991,-330.17447,-133.08766,297.45306,152.65649,153.87195,124.16158,-593.81946,153.13522
2.0574999,-337.89578,80.700485,-325.03394,-137.51349,292.3634,156.86734,153.88437,124.19425,-595.09161,176.49559
2.0576,-330.55023,65.555557,-319.93726,-141.9939,287.31821,161.12915,153.89679,124.22677,-595.54547,199.43991
2.0576999,-322.80554,50.430061,-314.88593,-146.52707,282.31894,165.44014,153.90921,124.25914,-595.18152,221.9462
2.0578001,-314.6698,35.338844,-309.8815,-151.11118,277.3671,169.79851,153.92165,124.29138,-594.00128,243.99292
2.0579,-306.15158,20.296711,-304.92545,-155.74432,272.46402,174.20244,153.93407,124.32352,-592.0069,265.55896
2.0580001,-297.25974,5.3184171,-300.0192,-160.42467,267.61108,178.65009,153.9465,124.35555,-589.20154,286.62372
2.0581,-288.0036,-9.5813427,-295.16409,-165.15025,262.8096,183.1396,153.95894,124.3875,-585.58899,307.16708
2.0581999,-278.39276,-24.387953,-290.36145,-169.91917,258.06082,187.66907,153.97139,124.41937,-581.17389,327.16946
2.0583,-268.43723,-39.086887,-285.61258,-174.72948,253.36592,192.23662,153.98383,124.4512,-575.96173,346.61179
2.0583999,-258.14734,-53.663734,-280.91867,-179.57919,248.7261,196.8403,153.99628,124.48299,-569.9588,365.47562
2.0585001,-247.53375,-68.104202,-276.28091,-184.46632,244.14247,201.47821,154.00873,124.51475,-563.17206,383.74295
2.0585999,-236.60747,-82.394127,-271.70044,-189.38885,239.61607,206.14839,154.02118,124.5465,-555.60938,401.39651
2.0587001,-225.37981,-96.519501,-267.17831,-194.3448,235.14793,210.84886,154.03363,124.57826,-547.27942,418.41962
2.0588,-213.86234,-110.46649,-262.71555,-199.33211,230.739,215.57767,154.0461,124.61004,-538.19147,434.79611
2.0589001,-202.06697,-124.22142,-258.31314,-204.34874,226.39021,220.33281,154.05856,124.64185,-528.35565,450.51062
2.059,-190.00587,-137.77083,-253.97203,-209.39264,222.10243,225.11229,154.07101,124.6737,-517.78284,465.54831
2.0590999,-177.69148,-151.10143,-249.69305,-214.46173,217.87648,229.91412,154.0835,124.70562,-506.48462,479.89511
2.0592,-165.13647,-164.20018,-245.47705,-219.55396,213.71312,234.73627,154.09596,124.73761,-494.47333,493.5376
2.0592999,-152.35378,-177.05428,-241.32481,-224.66724,209.61308,239.57674,154.10844,124.76968,-481.76199,506.4631
2.0594001,-139.35652,-189.65112,-237.23705,-229.79948,205.57704,244.4335,154.12091,124.80186,-468.36432,518.65955
2.0595,-126.15809,-201.97842,-233.21443,-234.94859,201.60562,249.30452,154.13339,124.83416,-454.29471,530.11566
2.0596001,-112.77203,-214.02412,-229.25761,-240.11247,197.69942,254.18776,154.14589,124.86658,-439.5683,540.82104
2.0597,-99.212112,-225.77644,-225.36716,-245.28905,193.85893,259.08121,154.15837,124.89914,-424.20074,550.76575
2.0597999,-85.492241,-237.22394,-221.54361,-250.47621,190.08469,263.98285,154.17087,124.93185,-408.20847,559.94086
2.0599,-71.626503,-248.35541,-217.78743,-255.67186,186.37709,268.89062,154.18336,124.96472,-391.60843,568.33801
2.0599999,-57.629112,-259.16003,-214.09906,-260.8739,182.73656,273.80252,154.19586,124.99777,-374.41824,575.94989
2.0601001,-43.514431,-269.62726,-210.4789,-266.08023,179.16341,278.71652,154.20836,125.03101,-356.6561,582.76965
2.0602,-29.296928,-279.74692,-206.92726,-271.28879,175.65796,283.63058,154.22086,125.06444,-338.34073,588.79144
2.0603001,-14.991174,-289.50919,-203.44447,-276.49747,172.22046,288.54272,154.23337,125.09808,-319.49146,594.01019
2.0604,-0.61182666,-298.90454,-200.03075,-281.70422,168.85112,293.45093,154.24588,125.13194,-300.12808,598.42151
2.0604999,13.826384,-307.92389,-196.68628,-286.90692,165.55008,298.35321,154.25839,125.16603,-280.27097,602.02197
2.0606,28.308672,-316.55847,-193.41125,-292.10358,162.31749,303.24756,154.27092,125.20036,-259.94098,604.8089
2.0606999,42.820206,-324.79999,-190.20573,-297.29208,159.15341,308.13199,154.28343,125.23495,-239.15939,606.7804
2.0608001,57.34613,-332.64044,-187.06982,-302.47043,156.05786,313.00455,154.29596,125.26978,-217.94797,607.93536
2.0609,71.871574,-340.0723,-184.00349,-307.63657,153.03084,317.86331,154.30849,125.30489,-196.32892,608.27356
2.0610001,86.381676,-347.08838,-181.00676,-312.78848,150.07228,322.70627,154.32103,125.34027,-174.32477,607.79559
2.0611,100.86158,-353.68198,-178.07951,-317.92416,147.18208,327.53156,154.33356,125.37594,-151.95853,606.50287
2.0611999,115.29647,-359.84677,-175.22166,-323.04166,144.36014,332.33725,154.3461,125.4119,-129.25354,604.39758
2.0613,129.67159,-365.5769,-172.43304,-328.13898,141.60622,337.1214,154.35864,125.44816,-106.23341,601.48273
2.0613999,143.9722,-370.86694,-169.71344,-333.21417,138.92014,341.8822,154.37119,125.48473,-82.922173,597.76208
2.0615001,158.1837,-375.71185,-167.06262,-338.26529,136.30161,346.61777,154.38374,125.52161,-59.344074,593.24042
2.0616,172.29155,-380.10712,-164.48032,-343.29041,133.75035,351.3262,154.39629,125.55882,-35.523624,587.9231
2.0617001,186.2813,-384.04861,-161.96617,-348.28763,131.26601,356.00577,154.40884,125.59634,-11.485597,581.81635
2.0618,200.13866,-387.53271,-159.51985,-353.2551,128.84819,360.65463,154.42142,125.6342,12.74502,574.92719
2.0618999,213.84943,-390.55624,-157.14093,-358.19098,126.49651,365.271,154.43398,125.6724,37.143074,567.26343
2.062,227.39961,-393.11649,-154.82899,-363.09338,124.21049,369.85312,154.44655,125.71095,61.683231,558.83368
2.0620999,240.77533,-395.21115,-152.58353,-367.96054,121.98965,374.39929,154.45912,125.74984,86.340027,549.64728
2.0622001,253.96291,-396.83847,-150.40405,-372.79062,119.83346,378.90775,154.47169,125.78908,111.08788,539.71429
2.0623,266.94885,-397.99713,-148.28998,-377.58194,117.74136,383.37686,154.48428,125.82867,135.90112,529.04565
2.0624001,279.71988,-398.68628,-146.24074,-382.3327,115.71275,387.80493,154.49686,125.86864,160.75404,517.65289
2.0625,292.26294,-398.90558,-144.25571,-387.04123,113.74699,392.19034,154.50945,125.90895,185.62086,505.5484
2.0625999,304.56516,-398.65506,-142.33421,-391.70581,111.84344,396.53149,154.52205,125.94964,210.47586,492.74518
2.0627,316.61401,-397.93536,-140.47556,-396.32486,110.00139,400.82684,154.53464,125.99069,235.29324,479.2569
2.0627999,328.39713,-396.74753,-138.67905,-400.89667,108.22012,405.07477,154.54724,126.03211,260.04733,465.09808
2.0629001,339.90244,-395.09302,-136.94389,-405.41974,106.49886,409.2738,154.55984,126.0739,284.71249,450.28372
2.063,351.11823,-392.97388,-135.26932,-409.89243,104.83684,413.42245,154.57246,126.11607,309.26321,434.82965
2.0631001,362.03296,-390.39255,-133.6545,-414.31323,103.23322,417.51926,154.58507,126.1586,333.67404,418.7522
2.0632,372.6355,-387.35193,-132.09857,-418.68066,101.68716,421.56281,154.59769,126.20151,357.91977,402.06839
2.0632999,382.91498,-383.85541,-130.60066,-422.99326,100.19781,425.55167,154.61031,126.24479,381.97528,384.79584
2.0634,392.8609,-379.90686,-129.15988,-427.24957,98.764229,429.4845,154.62294,126.28844,405.81567,366.95279
2.0634999,402.46307,-375.51053,-127.77527,-431.44821,97.385513,433.35999,154.63557,126.33247,429.41632,348.55795
2.0636001,411.71164,-370.67123,-126.44587,-435.58783,96.060699,437.17682,154.64821,126.37687,452.75281,329.63074
2.0637,420.59717,-365.3941,-125.17069,-439.66705,94.788811,440.93375,154.66084,126.42163,475.80103,310.19092
2.0638001,429.11057,-359.68478,-123.94872,-443.6846,93.568848,444.62952,154.67349,126.46677,498.53708,290.25891
2.0639,437.24307,-353.54938,-122.77892,-447.63922,92.39978,448.26297,154.68614,126.51227,520.9375,269.85556
2.0639999,444.98639,-346.99438,-121.66021,-451.52969,91.280556,451.83295,154.69879,126.55813,542.97919,249.00221
2.0641,452.33258,-340.0267,-120.59151,-455.35483,90.210114,455.33832,154.71146,126.60435,564.63922,227.72061
2.0641999,459.27408,-332.65366,-119.57172,-459.11349,89.187347,458.77798,154.72411,126.65093,585.89532,206.03299
2.0643001,465.80386,-324.88303,-118.59972,-462.80453,88.211159,462.15094,154.73679,126.69786,606.72546,183.96193
2.0644,471.91516,-316.72293,-117.67432,-466.42691,87.280411,465.45615,154.74945,126.74515,627.10815,161.53043
2.0645001,477.60172,-308.18192,-116.79439,-469.97955,86.393951,468.69263,154.76213,126.79277,647.02234,138.7618
2.0646,482.85773,-299.26889,-115.95872,-473.46152,85.550621,471.85944,154.77481,126.84074,666.44739,115.67971
2.0646999,487.6778,-289.99316,-115.16609,-476.8718,84.749222,474.95572,154.78749,126.88905,685.36328,92.308159
2.0648,492.05698,-280.36435,-114.41531,-480.20947,83.988564,477.98059,154.80019,126.93768,703.75043,68.671387
2.0648999,495.99075,-270.39252,-113.7051,-483.47369,83.267433,480.93326,154.81288,126.98663,721.58978,44.793903
2.0650001,499.4751,-260.08798,-113.03423,-486.66364,82.584587,483.8129,154.82559,127.03591,738.86304,20.70046
2.0651,502.50644,-249.46144,-112.40143,-489.77844,81.938789,486.61877,154.83829,127.08551,755.55225,-3.5839903
2.0652001,505.08163,-238.52388,-111.8054,-492.81738,81.328789,489.35022,154.851,127.13541,771.6402,-28.034319
2.0653,507.19803,-227.28664,-111.24484,-495.77972,80.753304,492.00653,154.86372,127.18561,787.11023,-52.625233
2.0653999,508.85345,-215.76131,-110.71846,-498.66483,80.211067,494.5871,154.87643,127.2361,801.94641,-77.331322
2.0655,510.04617,-203.95981,-110.22491,-501.47202,79.700775,497.09137,154.88916,127.28688,816.1333,-102.12705
2.0655999,510.77493,-191.89432,-109.76289,-504.20068,79.221146,499.51874,154.9019,127.33794,829.65637,-126.98685
2.0657001,511.039,-179.57726,-109.33103,-506.85031,78.770851,501.86874,154.91463,127.38927,842.50153,-151.88506
2.0658,510.83807,-167.02132,-108.928,-509.42035,78.348587,504.14087,154.92737,127.44087,854.65558,-176.79599
2.0659001,510.17227,-154.23943,-108.55244,-511.91034,77.953026,506.33478,154.94012,127.49272,866.1059,-201.694
