"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","loadInertiaQS.phi","loadInertia.phi","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0959001,0.094646789,-0.29647705,149.9012,150.18654,165.20149,160.38455,-0.38195303,328.04343,0.32336706
2.096,0.095332593,-0.28623801,149.9084,150.18929,165.21651,160.39954,-0.38188684,328.0448,0.33243763
2.0961001,0.096016832,-0.27571887,149.91554,150.19203,165.23154,160.41454,-0.38181943,328.04617,0.34118319
2.0962,0.096699521,-0.26492998,149.92261,150.19478,165.24655,160.42952,-0.38175076,328.04755,0.3495951
2.0962999,0.097380653,-0.25388187,149.92961,150.19749,165.26157,160.44452,-0.38168082,328.04892,0.35766506
2.0964,0.098060243,-0.24258548,149.93655,150.20021,165.2766,160.4595,-0.38160962,328.05029,0.36538506
2.0964999,0.09873829,-0.23105185,149.94344,150.20291,165.29161,160.4745,-0.38153714,328.05167,0.37274745
2.0966001,0.099414811,-0.21929231,149.95027,150.20561,165.30663,160.4895,-0.38146335,328.05304,0.37974498
2.0967,0.1000898,-0.20731844,149.95703,150.20828,165.32166,160.50449,-0.38138828,328.05441,0.38637072
2.0968001,0.10076328,-0.19514199,149.96373,150.21095,165.33667,160.51949,-0.38131186,328.05579,0.39261809
2.0969,0.10143526,-0.18277492,149.97037,150.21361,165.3517,160.53448,-0.38123414,328.05716,0.39848092
2.0969999,0.10210574,-0.17022941,149.97694,150.21626,165.36671,160.54948,-0.3811551,328.05853,0.40395337
2.0971,0.10277472,-0.15751776,149.98347,150.21889,165.38174,160.56448,-0.3810747,328.05991,0.40903005
2.0971999,0.10344223,-0.14465249,149.98994,150.22151,165.39676,160.57948,-0.38099295,328.06128,0.41370592
2.0973001,0.10410827,-0.13164625,149.99635,150.22414,165.41179,160.59448,-0.38090986,328.06265,0.41797629
2.0974,0.10477284,-0.11851181,150.0027,150.22673,165.4268,160.60948,-0.38082537,328.06403,0.42183697
2.0975001,0.10543597,-0.10526212,150.009,150.22932,165.44183,160.62448,-0.38073951,328.0654,0.42528415
2.0976,0.10609766,-0.091910183,150.01524,150.2319,165.45685,160.63948,-0.38065228,328.06677,0.4283143
2.0977001,0.10675792,-0.078469142,150.02144,150.23448,165.47188,160.65448,-0.38056368,328.06815,0.43092448
2.0978,0.10741678,-0.064952224,150.02757,150.23705,165.48689,160.66948,-0.38047364,328.06952,0.43311206
2.0978999,0.10807422,-0.051372729,150.03366,150.23959,165.50192,160.68449,-0.38038221,328.07089,0.43487483
2.098,0.10873027,-0.037744008,150.0397,150.24213,165.51695,160.69949,-0.38028938,328.07224,0.43621102
2.0980999,0.10938495,-0.024079479,150.04568,150.24466,165.53197,160.71449,-0.38019511,328.07361,0.43711931
2.0982001,0.11003825,-0.010392589,150.05162,150.24718,165.547,160.72951,-0.38009945,328.07498,0.43759874
2.0983,0.11069021,0.0033031951,150.05751,150.24968,165.56203,160.74451,-0.38000232,328.07635,0.4376488
2.0984001,0.11134082,0.016994389,150.06335,150.25218,165.57704,160.75951,-0.37990376,328.0777,0.43726942
2.0985,0.1119901,0.030667515,150.06915,150.25467,165.59207,160.77452,-0.37980381,328.07907,0.43646094
2.0985999,0.11263807,0.044309117,150.07491,150.25714,165.6071,160.78952,-0.37970236,328.08044,0.43522412
2.0987,0.11328474,0.057905763,150.0806,150.25961,165.62212,160.80453,-0.37959948,328.08182,0.4335601
2.0987999,0.11393011,0.071444064,150.08626,150.26207,165.63715,160.81953,-0.37949517,328.08316,0.43147057
2.0989001,0.11457422,0.084910698,150.09187,150.26451,165.65218,160.83455,-0.37938938,328.08453,0.42895746
2.099,0.11521707,0.098292388,150.09746,150.26695,165.66721,160.84956,-0.37928215,328.08591,0.42602327
2.0991001,0.11585867,0.11157597,150.10298,150.26938,165.68222,160.86456,-0.37917346,328.08725,0.42267084
2.0992,0.11649904,0.12474836,150.10847,150.27179,165.69725,160.87958,-0.37906328,328.08862,0.41890344
2.0992999,0.11713818,0.13779657,150.11394,150.2742,165.71228,160.89459,-0.37895167,328.08997,0.41472474
2.0994,0.11777613,0.15070777,150.11934,150.2766,165.72731,160.90961,-0.3788386,328.09134,0.41013885
2.0994999,0.1184129,0.16346921,150.12473,150.27898,165.74234,160.92462,-0.37872404,328.09271,0.4051502
2.0996001,0.11904848,0.17606835,150.13007,150.28136,165.75737,160.93962,-0.37860802,328.09406,0.39976373
2.0997,0.11968291,0.18849275,150.13536,150.28372,165.7724,160.95464,-0.37849054,328.09543,0.39398468
2.0998001,0.12031619,0.20073019,150.14062,150.28607,165.78743,160.96965,-0.37837157,328.09677,0.38781872
2.0999,0.12094834,0.2127686,150.14586,150.28842,165.80244,160.98466,-0.37825117,328.09814,0.38127193
2.0999999,0.12157938,0.22459613,150.15106,150.29076,165.81747,160.99968,-0.37812927,328.09949,0.3743507
