"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","loadInertiaQS.phi","loadInertia.phi","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0239999,-0.26489297,0.324072,132.27544,140.30109,154.62813,150.10001,0.14360569,326.60211,-0.12221921
2.0241001,-0.26529703,0.3207038,132.3058,140.33389,154.64215,150.11324,0.14231344,326.60547,-0.13498724
2.0242,-0.26570374,0.31693193,132.33678,140.36665,154.65619,150.12646,0.14100428,326.6088,-0.14763035
2.0243001,-0.26611331,0.31276053,132.36838,140.39932,154.67023,150.13971,0.13967855,326.61215,-0.16013603
2.0244,-0.26652595,0.30819422,132.40057,140.43195,154.68427,150.15294,0.13833666,326.61548,-0.17249189
2.0244999,-0.26694188,0.30323794,132.43336,140.46449,154.69832,150.16618,0.13697892,326.6188,-0.18468575
2.0246,-0.26736119,0.29789701,132.46674,140.49698,154.71236,150.17943,0.13560574,326.62213,-0.19670552
2.0246999,-0.26778418,0.29217717,132.50067,140.52939,154.72641,150.19267,0.13421746,326.62543,-0.20853931
2.0248001,-0.26821089,0.28608444,132.53519,140.56174,154.74046,150.20593,0.13281448,326.62875,-0.22017543
2.0249,-0.26864156,0.2796253,132.57025,140.59402,154.75453,150.21918,0.13139717,326.63205,-0.23160239
2.0250001,-0.26907635,0.2728065,132.60587,140.62624,154.76859,150.23244,0.12996593,326.63535,-0.24280883
2.0251,-0.26951534,0.26563525,132.642,140.65839,154.78265,150.2457,0.12852111,326.63864,-0.25378373
2.0251999,-0.2699587,0.25811896,132.67865,140.69048,154.79672,150.25897,0.12706313,326.64191,-0.26451623
2.0253,-0.27040654,0.25026551,132.71582,140.72249,154.81079,150.27225,0.12559235,326.64517,-0.27499568
2.0253999,-0.270859,0.24208301,132.75348,140.75444,154.82486,150.28551,0.12410919,326.64844,-0.28521177
2.0255001,-0.27131617,0.23357995,132.79163,140.78632,154.83894,150.2988,0.12261402,326.6517,-0.29515439
2.0256,-0.27177817,0.22476508,132.83025,140.81813,154.85301,150.31207,0.12110725,326.65497,-0.30481368
2.0257001,-0.27224505,0.2156475,132.86932,140.84988,154.8671,150.32536,0.11958928,326.65823,-0.31418011
2.0258,-0.27271694,0.20623662,132.90884,140.88156,154.8812,150.33865,0.11806048,326.66147,-0.32324442
2.0258999,-0.2731939,0.19654201,132.94879,140.91318,154.89528,150.35194,0.11652128,326.6647,-0.3319976
2.026,-0.27367598,0.18657368,132.98917,140.94473,154.90938,150.36523,0.11497206,326.66794,-0.34043109
2.0260999,-0.27416325,0.1763418,133.02994,140.97621,154.92346,150.37854,0.11341323,326.67114,-0.34853646
2.0262001,-0.27465576,0.16585682,133.07109,141.00763,154.93756,150.39185,0.11184518,326.67438,-0.35630575
2.0263,-0.27515355,0.15512945,133.11264,141.03897,154.95168,150.40515,0.11026831,326.67758,-0.36373124
2.0264001,-0.27565664,0.14417061,133.15454,141.07025,154.96577,150.41846,0.10868302,326.68079,-0.37080559
2.0265,-0.2761651,0.13299146,133.19679,141.10146,154.97989,150.43178,0.10708971,326.68399,-0.37752181
2.0265999,-0.27667889,0.12160337,133.23936,141.1326,154.99399,150.4451,0.10548878,326.68716,-0.38387322
2.0267,-0.27719808,0.11001791,133.28227,141.16368,155.0081,150.45844,0.10388061,326.69037,-0.38985357
2.0267999,-0.2777226,0.09824685,133.32547,141.19469,155.02223,150.47176,0.10226562,326.69354,-0.39545694
2.0269001,-0.27825251,0.086302117,133.36896,141.22563,155.03635,150.48509,0.10064419,326.69672,-0.40067771
2.027,-0.27878776,0.074195817,133.41272,141.2565,155.05048,150.49843,0.099016704,326.69989,-0.40551075
2.0271001,-0.27932832,0.06194023,133.45674,141.28731,155.06461,150.51178,0.097383574,326.70303,-0.4099513
2.0272,-0.27987418,0.049547736,133.50101,141.31805,155.07874,150.52513,0.095745169,326.70621,-0.41399488
2.0272999,-0.28042531,0.037030883,133.5455,141.34872,155.09286,150.53848,0.094101876,326.70935,-0.4176375
2.0274,-0.28098163,0.024402332,133.59021,141.37933,155.10699,150.55183,0.092454091,326.71249,-0.42087552
2.0274999,-0.28154314,0.011674829,133.6351,141.40987,155.12114,150.5652,0.090802193,326.71564,-0.42370573
2.0276,-0.28210971,-0.0011387623,133.68018,141.44034,155.13528,150.57857,0.089146547,326.71875,-0.42612532
2.0276999,-0.28268132,-0.014025504,133.72543,141.47073,155.14943,150.59193,0.087487541,326.72189,-0.42813182
2.0278001,-0.2832579,-0.026972394,133.77083,141.50107,155.16357,150.6053,0.08582554,326.72501,-0.42972326
2.0279,-0.28383934,-0.039966375,133.81636,141.53133,155.17773,150.61868,0.084160909,326.72812,-0.43089798
2.0280001,-0.28442556,-0.052994341,133.86201,141.56152,155.19188,150.63206,0.08249402,326.73123,-0.43165481
2.0281,-0.28501648,-0.066043153,133.90778,141.59166,155.20604,150.64546,0.080825239,326.73431,-0.43199298
2.0281999,-0.28561196,-0.079099663,133.95361,141.62172,155.2202,150.65884,0.079154909,326.73743,-0.43191206
2.0283,-0.28621194,-0.092150718,133.99954,141.65172,155.23436,150.67226,0.077483386,326.74051,-0.4314121
2.0283999,-0.28681624,-0.10518317,134.04552,141.68164,155.24854,150.68565,0.075811028,326.74359,-0.43049359
2.0285001,-0.28742483,-0.11818389,134.09155,141.7115,155.2627,150.69905,0.074138165,326.74667,-0.42915732
2.0286,-0.28803748,-0.13113979,134.1376,141.74129,155.27687,150.71246,0.072465144,326.74973,-0.42740458
2.0287001,-0.28865415,-0.1440378,134.18367,141.77101,155.29105,150.72589,0.070792302,326.75281,-0.42523706
2.0288,-0.2892746,-0.15686496,134.22975,141.80066,155.30522,150.7393,0.069119968,326.75586,-0.4226568
2.0288999,-0.28989878,-0.16960835,134.27582,141.83025,155.31941,150.75273,0.06744846,326.75891,-0.41966632
2.029,-0.29052648,-0.18225513,134.32184,141.85976,155.33359,150.76616,0.065778099,326.76196,-0.4162685
2.0290999,-0.29115754,-0.1947926,134.36784,141.88921,155.34778,150.7796,0.064109199,326.76501,-0.41246662
2.0292001,-0.29179183,-0.2072081,134.41377,141.91859,155.36197,150.79303,0.062442068,326.76804,-0.40826437
2.0293,-0.29242915,-0.21948913,134.45964,141.94791,155.37616,150.80647,0.060777012,326.77106,-0.40366584
2.0294001,-0.29306936,-0.23162335,134.50543,141.97716,155.39037,150.81993,0.059114326,326.77408,-0.3986755
2.0295,-0.29371226,-0.24359854,134.55112,142.00633,155.40456,150.83337,0.057454295,326.7771,-0.39329815
2.0295999,-0.29435763,-0.25540259,134.59669,142.03543,155.41876,150.84683,0.055797212,326.78012,-0.38753909
2.0297,-0.29500535,-0.26702368,134.64217,142.06447,155.43297,150.86031,0.054143347,326.78311,-0.38140386
2.0297999,-0.29565519,-0.27845007,134.68748,142.09344,155.44717,150.87376,0.05249298,326.78613,-0.37489846
2.0299001,-0.29630694,-0.28967023,134.73267,142.12234,155.46138,150.88724,0.050846372,326.78912,-0.36802927
2.03,-0.29696044,-0.30067286,134.77769,142.15118,155.4756,150.90071,0.049203783,326.79211,-0.36080292
2.0301001,-0.29761547,-0.31144688,134.82256,142.17996,155.48982,150.9142,0.047565464,326.7951,-0.35322645
2.0302,-0.29827178,-0.3219814,134.86723,142.20865,155.50403,150.92767,0.045931667,326.79807,-0.34530732
2.0302999,-0.29892921,-0.33226579,134.91171,142.23729,155.51826,150.94116,0.044302624,326.80103,-0.33705318
2.0304,-0.29958752,-0.34228966,134.95599,142.26585,155.53249,150.95467,0.042678569,326.80402,-0.32847214
2.0304999,-0.30024648,-0.35204291,135.00006,142.29434,155.54671,150.96815,0.041059729,326.80698,-0.31957251
2.0306001,-0.30090588,-0.36151564,135.04391,142.32277,155.56094,150.98166,0.039446324,326.80991,-0.31036302
2.0307,-0.30156553,-0.37069833,135.08752,142.35114,155.57518,150.99516,0.03783856,326.81287,-0.30085266
2.0308001,-0.30222514,-0.3795816,135.13089,142.37943,155.58942,151.00868,0.036236648,326.81583,-0.29105067
2.0309,-0.30288449,-0.38815653,135.17401,142.40764,155.60365,151.02219,0.034640778,326.81876,-0.28096667
2.0309999,-0.30354339,-0.39641437,135.21687,142.43579,155.61789,151.03571,0.033051144,326.82169,-0.27061051
2.0311,-0.30420154,-0.40434676,135.25946,142.46388,155.63214,151.04924,0.031467929,326.82462,-0.25999224
2.0311999,-0.30485877,-0.41194561,135.30177,142.4919,155.64639,151.06276,0.029891305,326.82751,-0.24912231
2.0313001,-0.30551478,-0.41920325,135.3438,142.51985,155.66064,151.07629,0.028321443,326.83044,-0.23801129
2.0314,-0.30616939,-0.4261122,135.38553,142.54773,155.6749,151.08983,0.026758501,326.83334,-0.22667003
2.0315001,-0.3068223,-0.43266547,135.42696,142.57555,155.68915,151.10338,0.025202636,326.83624,-0.21510962
2.0316,-0.30747327,-0.43885633,135.46809,142.60329,155.7034,151.11691,0.023653988,326.83914,-0.20334138
2.0316999,-0.3081221,-0.44467846,135.5089,142.63097,155.71767,151.13046,0.022112699,326.84204,-0.19137676
2.0318,-0.30876851,-0.45012584,135.54939,142.65857,155.73193,151.14401,0.0205789,326.84494,-0.1792275
2.0318999,-0.30941224,-0.45519289,135.58957,142.68611,155.7462,151.15758,0.019052712,326.84781,-0.16690545
2.0320001,-0.31005308,-0.45987433,135.62941,142.71358,155.76047,151.17114,0.017534254,326.85068,-0.15442264
2.0321,-0.31069076,-0.46416536,135.66891,142.74098,155.77473,151.18471,0.016023632,326.85355,-0.14179128
2.0322001,-0.31132501,-0.46806148,135.70808,142.76833,155.78902,151.19827,0.014520948,326.85641,-0.12902373
2.0323,-0.31195563,-0.47155857,135.74692,142.79559,155.8033,151.21184,0.013026294,326.85928,-0.11613245
2.0323999,-0.31258234,-0.47465298,135.78539,142.82278,155.81758,151.22542,0.011539759,326.86215,-0.10313004
2.0325,-0.31320491,-0.47734141,135.82352,142.84991,155.83186,151.239,0.010061421,326.86499,-0.090029232
2.0325999,-0.31382304,-0.47962096,135.8613,142.87698,155.84615,151.25258,0.0085913502,326.86783,-0.076842807
2.0327001,-0.31443655,-0.48148912,135.89871,142.90398,155.86044,151.26617,0.0071296124,326.87067,-0.063583665
2.0328,-0.31504518,-0.48294383,135.93578,142.93091,155.87473,151.27977,0.0056762639,326.8735,-0.050264768
2.0329001,-0.31564865,-0.4839834,135.97247,142.95776,155.88902,151.29337,0.0042313552,326.87631,-0.036899138
2.033,-0.31624672,-0.48460653,136.00882,142.98456,155.90332,151.30696,0.0027949284,326.87915,-0.023499837
2.0330999,-0.31683919,-0.48481241,136.0448,143.01128,155.91762,151.32056,0.0013670195,326.88196,-0.010079965
2.0332,-0.31742576,-0.48460057,136.08041,143.03793,155.93192,151.33417,-5.2343323e-05,326.88477,0.0033473547
2.0332999,-0.31800625,-0.48397091,136.11566,143.06453,155.94623,151.34778,-0.001463138,326.88757,0.016768999
2.0334001,-0.31858036,-0.4829239,136.15054,143.09105,155.96054,151.36139,-0.0028653501,326.89038,0.030171847
2.0335,-0.31914791,-0.48146024,136.18507,143.11749,155.97484,151.37502,-0.0042589717,326.89319,0.043542791
2.0336001,-0.31970865,-0.47958115,136.21924,143.14388,155.98915,151.38863,-0.0056440015,326.89597,0.056868758
2.0337,-0.32026231,-0.47728825,136.25304,143.1702,156.00348,151.40225,-0.0070204455,326.89874,0.070136726
2.0337999,-0.32080871,-0.47458354,136.28648,143.19644,156.01779,151.41588,-0.0083883153,326.90152,0.083333723
2.0339,-0.32134759,-0.4714694,136.31956,143.22263,156.03212,151.4295,-0.00974763,326.9043,0.096446842
2.0339999,-0.32187873,-0.4679487,136.35229,143.24873,156.04643,151.44315,-0.011098414,326.90707,0.10946327
2.0341001,-0.32240194,-0.4640246,136.38467,143.27478,156.06076,151.45679,-0.012440698,326.90985,0.12237027
2.0342,-0.32291698,-0.45970079,136.41669,143.30077,156.07509,151.47041,-0.013774521,326.9126,0.13515523
2.0343001,-0.32342362,-0.45498118,136.44836,143.32668,156.08942,151.48407,-0.015099925,326.91534,0.14780566
2.0344,-0.32392168,-0.44987026,136.47971,143.35251,156.10376,151.49771,-0.016416961,326.91809,0.1603092
2.0344999,-0.32441092,-0.44437274,136.5107,143.3783,156.11809,151.51135,-0.017725684,326.92084,0.1726536
2.0346,-0.32489112,-0.43849382,136.54135,143.40399,156.13243,151.52501,-0.019026155,326.92358,0.18482681
2.0346999,-0.32536215,-0.43223903,136.57169,143.42964,156.14677,151.53867,-0.020318441,326.9263,0.19681694
2.0348001,-0.32582375,-0.4256143,136.60168,143.45522,156.16112,151.55232,-0.021602614,326.92905,0.20861225
2.0349,-0.32627574,-0.41862586,136.63136,143.48071,156.17546,151.56599,-0.022878751,326.93176,0.22020122
2.0350001,-0.32671794,-0.41128036,136.66072,143.50615,156.18982,151.57965,-0.024146937,326.93448,0.23157254
2.0351,-0.32715017,-0.40358484,136.68977,143.53152,156.20416,151.59332,-0.025407258,326.93719,0.24271508
2.0352001,-0.32757223,-0.39554653,136.71852,143.55682,156.21852,151.60699,-0.026659809,326.93991,0.25361797
2.0353,-0.32798398,-0.38717315,136.74696,143.58206,156.23288,151.62067,-0.027904686,326.9426,0.26427051
2.0353999,-0.32838517,-0.37847269,136.77512,143.60724,156.24724,151.63434,-0.029141992,326.94528,0.27466238
2.0355,-0.3287757,-0.36945343,136.80299,143.63234,156.2616,151.64803,-0.030371837,326.948,0.28478333
2.0355999,-0.32915542,-0.36012408,136.83058,143.65738,156.27597,151.6617,-0.031594332,326.95068,0.29462355
2.0357001,-0.3295241,-0.35049349,136.85789,143.68234,156.29033,151.67538,-0.032809589,326.95337,0.30417338
2.0358,-0.32988164,-0.34057099,136.88495,143.70724,156.3047,151.68907,-0.034017731,326.95602,0.31342354
2.0359001,-0.33022785,-0.33036602,136.91174,143.73207,156.31908,151.70276,-0.035218883,326.95871,0.32236496
2.036,-0.33056265,-0.31988838,136.93829,143.75684,156.33345,151.71646,-0.036413174,326.96136,0.33098891
2.0360999,-0.33088586,-0.30914822,136.96458,143.78154,156.34782,151.73015,-0.037600733,326.96402,0.33928704
2.0362,-0.33119732,-0.29815578,136.99066,143.80618,156.3622,151.74385,-0.038781695,326.96671,0.34725115
2.0362999,-0.33149695,-0.28692171,137.01651,143.83075,156.37659,151.75755,-0.039956201,326.96933,0.35487354
2.0364001,-0.33178461,-0.27545676,137.04213,143.85524,156.39098,151.77126,-0.041124396,326.97198,0.36214676
2.0365,-0.33206016,-0.26377201,137.06755,143.87968,156.40535,151.78496,-0.042286418,326.97464,0.36906374
2.0366001,-0.33232352,-0.25187871,137.09276,143.90404,156.41974,151.79866,-0.043442421,326.97726,0.37561768
2.0367,-0.33257458,-0.23978831,137.11778,143.92834,156.43414,151.81238,-0.044592552,326.97989,0.38180223
2.0367999,-0.3328132,-0.22751251,137.14262,143.95258,156.44853,151.82608,-0.045736965,326.98254,0.38761139
2.0369,-0.33303934,-0.21506311,137.1673,143.97675,156.46292,151.8398,-0.046875816,326.98517,0.39303946
2.0369999,-0.33325285,-0.20245217,137.1918,144.00085,156.47733,151.85352,-0.048009269,326.98776,0.39808121
2.0371001,-0.33345369,-0.18969183,137.21616,144.02489,156.49173,151.86723,-0.049137477,326.99039,0.40273172
2.0372,-0.33364174,-0.17679441,137.24036,144.04886,156.50613,151.88097,-0.050260603,326.99298,0.40698645
2.0373001,-0.33381698,-0.1637724,137.26442,144.07275,156.52054,151.89468,-0.051378816,326.99561,0.41084126
2.0374,-0.33397928,-0.15063836,137.28836,144.09659,156.53494,151.90842,-0.05249228,326.9982,0.41429248
2.0374999,-0.33412862,-0.13740498,137.31218,144.12036,156.54936,151.92215,-0.053601164,327.00079,0.4173367
2.0376,-0.33426493,-0.12408505,137.33589,144.14406,156.56377,151.93588,-0.054705631,327.00339,0.41997105
2.0376999,-0.33438814,-0.11069147,137.3595,144.16771,156.57819,151.94962,-0.055805858,327.00595,0.42219293
2.0378001,-0.33449823,-0.097237155,137.38303,144.19127,156.59261,151.96335,-0.056902014,327.00854,0.42400023
2.0379,-0.33459514,-0.083735138,137.40648,144.21478,156.60703,151.9771,-0.057994265,327.01111,0.42539123
2.0380001,-0.33467886,-0.070198484,137.42986,144.23822,156.62144,151.99083,-0.059082795,327.0137,0.42636463
2.0381,-0.33474934,-0.056640271,137.45317,144.2616,156.63586,152.00458,-0.060167771,327.01627,0.42691946
2.0381999,-0.33480656,-0.043073621,137.47643,144.28491,156.6503,152.01833,-0.061249364,327.01883,0.4270553
2.0383,-0.33485049,-0.029511662,137.49965,144.30815,156.66473,152.03207,-0.062327757,327.02136,0.42677203
2.0383999,-0.33488113,-0.015967511,137.52284,144.33133,156.67915,152.04582,-0.063403115,327.02393,0.42606997
2.0385001,-0.33489847,-0.002454272,137.54601,144.35445,156.69359,152.05957,-0.064475618,327.02649,0.42494988
2.0386,-0.33490252,0.011014976,137.56917,144.37749,156.70802,152.07333,-0.06554544,327.02902,0.42341289
2.0387001,-0.33489329,0.024427202,137.59232,144.40048,156.72247,152.0871,-0.06661275,327.03156,0.4214606
2.0388,-0.33487076,0.037769426,137.61546,144.42339,156.73691,152.10085,-0.067677729,327.03409,0.41909492
2.0388999,-0.33483493,0.051028743,137.63864,144.44624,156.75136,152.11461,-0.068740547,327.03662,0.41631824
2.039,-0.33478588,0.064192317,137.66183,144.46902,156.76579,152.12837,-0.069801368,327.03915,0.41313335
2.0390999,-0.33472359,0.077247418,137.68506,144.49176,156.78024,152.14215,-0.070860378,327.04166,0.40954342
2.0392001,-0.33464813,0.09018141,137.70833,144.5144,156.79469,152.15591,-0.071917735,327.04419,0.40555203
2.0393,-0.3345595,0.10298179,137.73164,144.537,156.80914,152.16969,-0.072973616,327.04669,0.40116316
2.0394001,-0.33445773,0.11563616,137.75504,144.55952,156.82361,152.18346,-0.074028179,327.04919,0.39638111
2.0395,-0.3343429,0.1281323,137.77847,144.582,156.83806,152.19724,-0.075081602,327.0517,0.39121071
2.0395999,-0.33421504,0.14045811,137.802,144.6044,156.85252,152.21101,-0.076134048,327.0542,0.38565704
2.0397,-0.33407423,0.15260169,137.82561,144.62672,156.86699,152.22479,-0.077185676,327.0567,0.37972561
2.0397999,-0.33392051,0.16455127,137.8493,144.649,156.88145,152.23859,-0.078236647,327.05917,0.37342227
2.0399001,-0.33375397,0.17629533,137.87311,144.6712,156.89592,152.25237,-0.079287119,327.06165,0.36675331
2.04,-0.33357465,0.18782251,137.89702,144.69334,156.91039,152.26616,-0.080337256,327.06415,0.3597253
2.0401001,-0.33338264,0.19912167,137.92104,144.71542,156.92485,152.27995,-0.081387214,327.06662,0.3523452
2.0402,-0.33317801,0.21018191,137.94519,144.73743,156.93933,152.29375,-0.082437143,327.06909,0.34462029
2.0402999,-0.33296087,0.22099254,137.96947,144.75938,156.9538,152.30754,-0.08348719,327.07156,0.33655822
2.0404,-0.33273128,0.23154312,137.99388,144.78127,156.96828,152.32133,-0.084537514,327.07401,0.32816696
2.0404999,-0.33248937,0.24182348,138.01845,144.80309,156.98276,152.33513,-0.085588254,327.07648,0.31945479
2.0406001,-0.33223519,0.25182372,138.04315,144.82484,156.99724,152.34894,-0.086639546,327.07892,0.31043035
2.0407,-0.3319689,0.26153415,138.06802,144.84653,157.01172,152.36275,-0.087691545,327.08136,0.30110249
2.0408001,-0.33169055,0.27094549,138.09306,144.86816,157.0262,152.37656,-0.08874438,327.0838,0.29148048
2.0409,-0.33140028,0.28004861,138.11827,144.88972,157.0407,152.39037,-0.08979819,327.08624,0.28157377
2.0409999,-0.3310982,0.28883478,138.14365,144.91122,157.05519,152.40417,-0.090853103,327.08868,0.2713922
2.0411,-0.33078441,0.29729554,138.1692,144.93266,157.06967,152.418,-0.091909252,327.09113,0.26094574
2.0411999,-0.33045909,0.30542275,138.19496,144.95404,157.08417,152.43181,-0.092966758,327.09354,0.25024477
2.0413001,-0.33012229,0.31320864,138.2209,144.97536,157.09866,152.44563,-0.094025746,327.09598,0.23929979
2.0414,-0.32977417,0.32064569,138.24704,144.9966,157.11316,152.45946,-0.095086329,327.09839,0.22812164
2.0415001,-0.3294149,0.32772684,138.27338,145.01779,157.12767,152.47328,-0.096148632,327.1008,0.21672134
2.0416,-0.32904455,0.33444527,138.29991,145.03891,157.14217,152.48711,-0.097212762,327.10321,0.20511013
2.0416999,-0.32866332,0.34079453,138.32668,145.05997,157.15668,152.50095,-0.098278821,327.10562,0.19329946
2.0418,-0.3282713,0.34676862,138.35364,145.08096,157.17119,152.51477,-0.099346928,327.10803,0.18130098
2.0418999,-0.32786867,0.3523618,138.38083,145.1019,157.18568,152.52861,-0.10041717,327.11041,0.16912653
2.0420001,-0.32745555,0.3575688,138.40825,145.12277,157.2002,152.54245,-0.10148966,327.11282,0.15678808
2.0421,-0.32703212,0.36238462,138.43588,145.14359,157.21472,152.55629,-0.10256447,327.1152,0.14429785
2.0422001,-0.32659853,0.36680475,138.46375,145.16434,157.22923,152.57014,-0.1036417,327.11758,0.13166812
2.0423,-0.32615489,0.37082502,138.49184,145.18501,157.24374,152.58398,-0.10472145,327.11996,0.11891136
2.0423999,-0.32570142,0.37444162,138.52016,145.20564,157.25827,152.59784,-0.10580378,327.12234,0.10604013
2.0425,-0.32523826,0.37765121,138.54872,145.2262,157.2728,152.61169,-0.10688878,327.12473,0.093067132
2.0425999,-0.32476556,0.38045079,138.57753,145.2467,157.28731,152.62555,-0.10797651,327.12708,0.080005147
2.0427001,-0.32428351,0.38283777,138.60657,145.26714,157.30183,152.6394,-0.10906706,327.12946,0.066867054
2.0427999,-0.32379222,0.38481003,138.63583,145.28751,157.31636,152.65326,-0.11016048,327.13181,0.053665806
2.0429001,-0.32329193,0.38636574,138.66536,145.30782,157.3309,152.66713,-0.11125685,327.13419,0.040414408
2.043,-0.32278278,0.38750356,138.69513,145.32808,157.34543,152.681,-0.1123562,327.13654,0.02712593
2.0431001,-0.32226494,0.38822258,138.72513,145.34827,157.35995,152.69487,-0.1134586,327.13889,0.013813466
2.0432,-0.32173857,0.38852224,138.75539,145.36839,157.3745,152.70874,-0.1145641,327.1412,0.00049013947
2.0432999,-0.32120386,0.3884024,138.78587,145.38846,157.38904,152.72263,-0.11567274,327.14355,-0.012830922
2.0434,-0.32066101,0.38786334,138.8166,145.40846,157.40358,152.7365,-0.11678456,327.1459,-0.026136586
2.0434999,-0.32011014,0.38690582,138.8476,145.42841,157.41812,152.75038,-0.1178996,327.14822,-0.039413739
2.0436001,-0.31955147,0.38553086,138.87881,145.44829,157.43266,152.76427,-0.11901789,327.15054,-0.052649297
2.0437,-0.31898516,0.38374007,138.91028,145.46811,157.4472,152.77817,-0.12013946,327.15286,-0.065830208
2.0438001,-0.31841144,0.38153529,138.94199,145.48787,157.46176,152.79205,-0.12126433,327.15521,-0.078943491
2.0439,-0.31783041,0.37891892,138.97394,145.50757,157.4763,152.80595,-0.12239253,327.1575,-0.091976218
2.0439999,-0.31724232,0.37589365,139.00613,145.52721,157.49086,152.81985,-0.12352406,327.15982,-0.10491554
2.0441,-0.31664729,0.37246266,139.03854,145.54678,157.50542,152.83376,-0.12465894,327.16214,-0.11774872
2.0441999,-0.31604555,0.36862946,139.07121,145.5663,157.51996,152.84766,-0.12579718,327.16443,-0.13046309
2.0443001,-0.31543729,0.36439797,139.1041,145.58577,157.53452,152.86157,-0.12693878,327.16675,-0.14304613
2.0444,-0.31482264,0.35977253,139.13722,145.60516,157.54909,152.87547,-0.12808374,327.16904,-0.15548542
2.0445001,-0.3142018,0.35475785,139.17056,145.6245,157.56364,152.88939,-0.12923203,327.17133,-0.16776872
2.0446,-0.313575,0.34935898,139.20415,145.64378,157.5782,152.90331,-0.13038369,327.17361,-0.17988391
2.0446999,-0.31294236,0.34358147,139.23793,145.66299,157.59277,152.91724,-0.13153867,327.1759,-0.19181906
2.0448,-0.31230408,0.33743107,139.27194,145.68216,157.60735,152.93115,-0.13269696,327.17819,-0.20356239
2.0448999,-0.31166035,0.33091405,139.30618,145.70125,157.6219,152.94508,-0.13385855,327.18045,-0.21510234
2.0450001,-0.31101134,0.32403693,139.34062,145.72029,157.63647,152.95901,-0.13502339,327.18274,-0.22642753
2.0451,-0.31035724,0.31680664,139.37526,145.73927,157.65105,152.97296,-0.13619147,327.185,-0.23752677
2.0452001,-0.30969822,0.30923045,139.41011,145.75818,157.66563,152.98689,-0.13736276,327.18729,-0.24838914
2.0453,-0.3090345,0.30131596,139.44516,145.77704,157.68021,153.00084,-0.13853721,327.18954,-0.25900394
2.0453999,-0.30836618,0.29307112,139.48041,145.79585,157.69478,153.01479,-0.13971478,327.1918,-0.26936066
2.0455,-0.30769345,0.28450415,139.51584,145.81459,157.70937,153.02873,-0.14089544,327.19406,-0.27944914
2.0455999,-0.30701655,0.27562368,139.55145,145.83327,157.72395,153.04269,-0.14207913,327.19629,-0.28925937
2.0457001,-0.3063356,0.26643854,139.58725,145.8519,157.73853,153.05664,-0.14326578,327.19855,-0.29878175
2.0458,-0.30565077,0.25695795,139.62323,145.87045,157.75311,153.0706,-0.14445537,327.20081,-0.30800682
2.0459001,-0.30496225,0.24719134,139.65936,145.88896,157.7677,153.08456,-0.14564784,327.20303,-0.31692553
2.046,-0.30427018,0.23714851,139.69568,145.90741,157.78229,153.09854,-0.14684309,327.20526,-0.32552901
2.0460999,-0.30357477,0.22683947,139.73215,145.9258,157.79689,153.1125,-0.14804108,327.20749,-0.33380884
2.0462,-0.30287614,0.21627447,139.76877,145.94414,157.81148,153.12648,-0.14924175,327.20972,-0.34175682
2.0462999,-0.30217451,0.20546408,139.80554,145.9624,157.82608,153.14046,-0.150445,327.21194,-0.34936509
2.0464001,-0.30146995,0.19441909,139.84244,145.98062,157.84067,153.15445,-0.15165077,327.21417,-0.35662618
2.0465,-0.30076271,0.18315046,139.87949,145.99878,157.85527,153.16843,-0.15285899,327.2164,-0.36353287
2.0466001,-0.30005291,0.17166945,139.91667,146.01688,157.86987,153.18242,-0.15406956,327.2186,-0.37007836
2.0467,-0.2993407,0.15998749,139.95396,146.03491,157.88448,153.19641,-0.15528241,327.22083,-0.3762562
2.0467999,-0.29862624,0.1481162,139.99138,146.0529,157.89908,153.2104,-0.15649745,327.22302,-0.38206023
2.0469,-0.29790968,0.13606741,140.02892,146.07082,157.91368,153.22441,-0.15771458,327.22522,-0.38748476
2.0469999,-0.29719114,0.12385311,140.06654,146.08868,157.9283,153.23842,-0.15893371,327.22742,-0.39252442
2.0471001,-0.29647082,0.11148544,140.10426,146.10649,157.9429,153.25243,-0.16015474,327.22961,-0.39717421
2.0472,-0.2957488,0.098976724,140.14209,146.12425,157.95752,153.26643,-0.16137759,327.23181,-0.4014295
2.0473001,-0.29502529,0.086339392,140.17999,146.14195,157.97212,153.28046,-0.16260214,327.23401,-0.40528613
2.0474,-0.29430035,0.073586009,140.21797,146.15959,157.98674,153.29448,-0.1638283,327.23621,-0.40874025
2.0474999,-0.29357418,0.060729273,140.25603,146.17717,158.00136,153.3085,-0.16505596,327.23837,-0.4117884
2.0476,-0.29284686,0.047781955,140.29414,146.19469,158.01598,153.32253,-0.16628501,327.24057,-0.41442761
2.0476999,-0.29211855,0.034756936,140.33232,146.21216,158.03059,153.33656,-0.16751532,327.24274,-0.41665518
2.0478001,-0.29138938,0.021667158,140.37054,146.22957,158.04523,153.35059,-0.16874681,327.2449,-0.41846895
2.0479,-0.29065943,0.0085256407,140.4088,146.24693,158.05984,153.36462,-0.16997936,327.24707,-0.41986707
