"Time","vC[2]","iL[1]","iL[2]","vC[3]","vC[1]","iL[3]"
0.2802,1.2050918,1.2050918,1.2050918,1.2050918,1.2050918,1.2050918
0.28040001,1.2028739,1.2028739,1.2028739,1.2028739,1.2028739,1.2028739
0.28060001,1.2006602,1.2006602,1.2006602,1.2006602,1.2006602,1.2006602
0.28080001,1.1984506,1.1984506,1.1984506,1.1984506,1.1984506,1.1984506
0.28099999,1.196245,1.196245,1.196245,1.196245,1.196245,1.196245
0.28119999,1.1940434,1.1940434,1.1940434,1.1940434,1.1940434,1.1940434
0.2814,1.191846,1.191846,1.191846,1.191846,1.191846,1.191846
0.2816,1.1896526,1.1896526,1.1896526,1.1896526,1.1896526,1.1896526
0.2818,1.1874632,1.1874632,1.1874632,1.1874632,1.1874632,1.1874632
0.28200001,1.1852777,1.1852777,1.1852777,1.1852777,1.1852777,1.1852777
0.28220001,1.1830964,1.1830964,1.1830964,1.1830964,1.1830964,1.1830964
0.28240001,1.1809191,1.1809191,1.1809191,1.1809191,1.1809191,1.1809191
0.28259999,1.1787457,1.1787457,1.1787457,1.1787457,1.1787457,1.1787457
0.28279999,1.1765764,1.1765764,1.1765764,1.1765764,1.1765764,1.1765764
0.28299999,1.1744111,1.1744111,1.1744111,1.1744111,1.1744111,1.1744111
0.2832,1.1722497,1.1722497,1.1722497,1.1722497,1.1722497,1.1722497
0.2834,1.1700923,1.1700923,1.1700923,1.1700923,1.1700923,1.1700923
0.2836,1.1679389,1.1679389,1.1679389,1.1679389,1.1679389,1.1679389
0.28380001,1.1657895,1.1657895,1.1657895,1.1657895,1.1657895,1.1657895
0.28400001,1.163644,1.163644,1.163644,1.163644,1.163644,1.163644
0.28420001,1.1615025,1.1615025,1.1615025,1.1615025,1.1615025,1.1615025
0.28439999,1.1593648,1.1593648,1.1593648,1.1593648,1.1593648,1.1593648
0.28459999,1.1572312,1.1572312,1.1572312,1.1572312,1.1572312,1.1572312
0.28479999,1.1551014,1.1551014,1.1551014,1.1551014,1.1551014,1.1551014
0.285,1.1529757,1.1529757,1.1529757,1.1529757,1.1529757,1.1529757
0.2852,1.1508538,1.1508538,1.1508538,1.1508538,1.1508538,1.1508538
0.2854,1.1487358,1.1487358,1.1487358,1.1487358,1.1487358,1.1487358
0.28560001,1.1466216,1.1466216,1.1466216,1.1466216,1.1466216,1.1466216
0.28580001,1.1445115,1.1445115,1.1445115,1.1445115,1.1445115,1.1445115
0.28600001,1.1424052,1.1424052,1.1424052,1.1424052,1.1424052,1.1424052
0.28619999,1.1403027,1.1403027,1.1403027,1.1403027,1.1403027,1.1403027
0.28639999,1.1382041,1.1382041,1.1382041,1.1382041,1.1382041,1.1382041
0.28659999,1.1361094,1.1361094,1.1361094,1.1361094,1.1361094,1.1361094
0.2868,1.1340184,1.1340184,1.1340184,1.1340184,1.1340184,1.1340184
0.287,1.1319314,1.1319314,1.1319314,1.1319314,1.1319314,1.1319314
0.2872,1.1298482,1.1298482,1.1298482,1.1298482,1.1298482,1.1298482
0.28740001,1.127769,1.127769,1.127769,1.127769,1.127769,1.127769
0.28760001,1.1256934,1.1256934,1.1256934,1.1256934,1.1256934,1.1256934
0.28780001,1.1236217,1.1236217,1.1236217,1.1236217,1.1236217,1.1236217
0.28799999,1.1215539,1.1215539,1.1215539,1.1215539,1.1215539,1.1215539
0.28819999,1.1194898,1.1194898,1.1194898,1.1194898,1.1194898,1.1194898
0.28839999,1.1174295,1.1174295,1.1174295,1.1174295,1.1174295,1.1174295
0.2886,1.115373,1.115373,1.115373,1.115373,1.115373,1.115373
0.2888,1.1133204,1.1133204,1.1133204,1.1133204,1.1133204,1.1133204
0.289,1.1112714,1.1112714,1.1112714,1.1112714,1.1112714,1.1112714
0.28920001,1.1092262,1.1092262,1.1092262,1.1092262,1.1092262,1.1092262
0.28940001,1.1071849,1.1071849,1.1071849,1.1071849,1.1071849,1.1071849
0.28960001,1.1051472,1.1051472,1.1051472,1.1051472,1.1051472,1.1051472
0.28979999,1.1031133,1.1031133,1.1031133,1.1031133,1.1031133,1.1031133
0.28999999,1.1010832,1.1010832,1.1010832,1.1010832,1.1010832,1.1010832
0.2902,1.0990568,1.0990568,1.0990568,1.0990568,1.0990568,1.0990568
0.2904,1.0970341,1.0970341,1.0970341,1.0970341,1.0970341,1.0970341
0.2906,1.0950152,1.0950152,1.0950152,1.0950152,1.0950152,1.0950152
0.29080001,1.0929999,1.0929999,1.0929999,1.0929999,1.0929999,1.0929999
0.29100001,1.0909884,1.0909884,1.0909884,1.0909884,1.0909884,1.0909884
0.29120001,1.0889806,1.0889806,1.0889806,1.0889806,1.0889806,1.0889806
0.29139999,1.0869764,1.0869764,1.0869764,1.0869764,1.0869764,1.0869764
0.29159999,1.084976,1.084976,1.084976,1.084976,1.084976,1.084976
0.29179999,1.0829792,1.0829792,1.0829792,1.0829792,1.0829792,1.0829792
0.292,1.0809861,1.0809861,1.0809861,1.0809861,1.0809861,1.0809861
0.2922,1.0789968,1.0789968,1.0789968,1.0789968,1.0789968,1.0789968
0.2924,1.077011,1.077011,1.077011,1.077011,1.077011,1.077011
0.29260001,1.0750289,1.0750289,1.0750289,1.0750289,1.0750289,1.0750289
0.29280001,1.0730504,1.0730504,1.0730504,1.0730504,1.0730504,1.0730504
0.29300001,1.0710756,1.0710756,1.0710756,1.0710756,1.0710756,1.0710756
0.29319999,1.0691044,1.0691044,1.0691044,1.0691044,1.0691044,1.0691044
0.29339999,1.0671369,1.0671369,1.0671369,1.0671369,1.0671369,1.0671369
0.29359999,1.0651729,1.0651729,1.0651729,1.0651729,1.0651729,1.0651729
0.2938,1.0632126,1.0632126,1.0632126,1.0632126,1.0632126,1.0632126
0.294,1.0612559,1.0612559,1.0612559,1.0612559,1.0612559,1.0612559
0.2942,1.0593028,1.0593028,1.0593028,1.0593028,1.0593028,1.0593028
0.29440001,1.0573533,1.0573533,1.0573533,1.0573533,1.0573533,1.0573533
0.29460001,1.0554074,1.0554074,1.0554074,1.0554074,1.0554074,1.0554074
0.29480001,1.053465,1.053465,1.053465,1.053465,1.053465,1.053465
0.29499999,1.0515263,1.0515263,1.0515263,1.0515263,1.0515263,1.0515263
0.29519999,1.0495911,1.0495911,1.0495911,1.0495911,1.0495911,1.0495911
0.29539999,1.0476594,1.0476594,1.0476594,1.0476594,1.0476594,1.0476594
0.2956,1.0457313,1.0457313,1.0457313,1.0457313,1.0457313,1.0457313
0.2958,1.0438068,1.0438068,1.0438068,1.0438068,1.0438068,1.0438068
0.296,1.0418859,1.0418859,1.0418859,1.0418859,1.0418859,1.0418859
0.29620001,1.0399684,1.0399684,1.0399684,1.0399684,1.0399684,1.0399684
0.29640001,1.0380545,1.0380545,1.0380545,1.0380545,1.0380545,1.0380545
0.29660001,1.036144,1.036144,1.036144,1.036144,1.036144,1.036144
0.29679999,1.0342371,1.0342371,1.0342371,1.0342371,1.0342371,1.0342371
0.29699999,1.0323337,1.0323337,1.0323337,1.0323337,1.0323337,1.0323337
0.29719999,1.0304339,1.0304339,1.0304339,1.0304339,1.0304339,1.0304339
0.2974,1.0285375,1.0285375,1.0285375,1.0285375,1.0285375,1.0285375
0.2976,1.0266446,1.0266446,1.0266446,1.0266446,1.0266446,1.0266446
0.2978,1.0247552,1.0247552,1.0247552,1.0247552,1.0247552,1.0247552
0.29800001,1.0228692,1.0228692,1.0228692,1.0228692,1.0228692,1.0228692
0.29820001,1.0209868,1.0209868,1.0209868,1.0209868,1.0209868,1.0209868
0.29840001,1.0191078,1.0191078,1.0191078,1.0191078,1.0191078,1.0191078
0.29859999,1.0172323,1.0172323,1.0172323,1.0172323,1.0172323,1.0172323
0.29879999,1.0153602,1.0153602,1.0153602,1.0153602,1.0153602,1.0153602
0.29899999,1.0134915,1.0134915,1.0134915,1.0134915,1.0134915,1.0134915
0.2992,1.0116264,1.0116264,1.0116264,1.0116264,1.0116264,1.0116264
0.2994,1.0097646,1.0097646,1.0097646,1.0097646,1.0097646,1.0097646
0.29960001,1.0079062,1.0079062,1.0079062,1.0079062,1.0079062,1.0079062
0.29980001,1.0060513,1.0060513,1.0060513,1.0060513,1.0060513,1.0060513
0.30000001,1.0041997,1.0041997,1.0041997,1.0041997,1.0041997,1.0041997
0.30019999,1.0023516,1.0023516,1.0023516,1.0023516,1.0023516,1.0023516
0.30039999,1.000507,1.000507,1.000507,1.000507,1.000507,1.000507
0.30059999,0.99866569,0.99866569,0.99866569,0.99866569,0.99866569,0.99866569
0.3008,0.99682778,0.99682778,0.99682778,0.99682778,0.99682778,0.99682778
0.301,0.99499327,0.99499327,0.99499327,0.99499327,0.99499327,0.99499327
0.3012,0.9931621,0.9931621,0.9931621,0.9931621,0.9931621,0.9931621
0.30140001,0.99133432,0.99133432,0.99133432,0.99133432,0.99133432,0.99133432
0.30160001,0.98950988,0.98950988,0.98950988,0.98950988,0.98950988,0.98950988
0.30180001,0.98768878,0.98768878,0.98768878,0.98768878,0.98768878,0.98768878
0.30199999,0.98587108,0.98587108,0.98587108,0.98587108,0.98587108,0.98587108
0.30219999,0.98405671,0.98405671,0.98405671,0.98405671,0.98405671,0.98405671
0.30239999,0.98224568,0.98224568,0.98224568,0.98224568,0.98224568,0.98224568
0.3026,0.98043799,0.98043799,0.98043799,0.98043799,0.98043799,0.98043799
0.3028,0.97863364,0.97863364,0.97863364,0.97863364,0.97863364,0.97863364
0.303,0.97683257,0.97683257,0.97683257,0.97683257,0.97683257,0.97683257
0.30320001,0.97503483,0.97503483,0.97503483,0.97503483,0.97503483,0.97503483
0.30340001,0.97324044,0.97324044,0.97324044,0.97324044,0.97324044,0.97324044
0.30360001,0.97144926,0.97144926,0.97144926,0.97144926,0.97144926,0.97144926
0.30379999,0.96966147,0.96966147,0.96966147,0.96966147,0.96966147,0.96966147
0.30399999,0.96787691,0.96787691,0.96787691,0.96787691,0.96787691,0.96787691
0.30419999,0.96609569,0.96609569,0.96609569,0.96609569,0.96609569,0.96609569
0.3044,0.96431768,0.96431768,0.96431768,0.96431768,0.96431768,0.96431768
0.3046,0.96254301,0.96254301,0.96254301,0.96254301,0.96254301,0.96254301
0.3048,0.96077156,0.96077156,0.96077156,0.96077156,0.96077156,0.96077156
0.30500001,0.95900339,0.95900339,0.95900339,0.95900339,0.95900339,0.95900339
0.30520001,0.95723844,0.95723844,0.95723844,0.95723844,0.95723844,0.95723844
0.30540001,0.95547676,0.95547676,0.95547676,0.95547676,0.95547676,0.95547676
0.30559999,0.9537183,0.9537183,0.9537183,0.9537183,0.9537183,0.9537183
0.30579999,0.95196313,0.95196313,0.95196313,0.95196313,0.95196313,0.95196313
0.30599999,0.95021117,0.95021117,0.95021117,0.95021117,0.95021117,0.95021117
0.3062,0.94846243,0.94846243,0.94846243,0.94846243,0.94846243,0.94846243
0.3064,0.9467169,0.9467169,0.9467169,0.9467169,0.9467169,0.9467169
0.3066,0.9449746,0.9449746,0.9449746,0.9449746,0.9449746,0.9449746
0.30680001,0.94323552,0.94323552,0.94323552,0.94323552,0.94323552,0.94323552
0.30700001,0.94149959,0.94149959,0.94149959,0.94149959,0.94149959,0.94149959
0.30720001,0.93976688,0.93976688,0.93976688,0.93976688,0.93976688,0.93976688
0.30739999,0.93803734,0.93803734,0.93803734,0.93803734,0.93803734,0.93803734
0.30759999,0.93631101,0.93631101,0.93631101,0.93631101,0.93631101,0.93631101
0.30779999,0.93458784,0.93458784,0.93458784,0.93458784,0.93458784,0.93458784
0.308,0.93286788,0.93286788,0.93286788,0.93286788,0.93286788,0.93286788
0.3082,0.93115103,0.93115103,0.93115103,0.93115103,0.93115103,0.93115103
0.30840001,0.9294374,0.9294374,0.9294374,0.9294374,0.9294374,0.9294374
0.30860001,0.92772686,0.92772686,0.92772686,0.92772686,0.92772686,0.92772686
0.30880001,0.92601949,0.92601949,0.92601949,0.92601949,0.92601949,0.92601949
0.30899999,0.92431527,0.92431527,0.92431527,0.92431527,0.92431527,0.92431527
0.30919999,0.92261422,0.92261422,0.92261422,0.92261422,0.92261422,0.92261422
0.30939999,0.92091626,0.92091626,0.92091626,0.92091626,0.92091626,0.92091626
0.3096,0.9192214,0.9192214,0.9192214,0.9192214,0.9192214,0.9192214
0.3098,0.9175297,0.9175297,0.9175297,0.9175297,0.9175297,0.9175297
0.31,0.9158411,0.9158411,0.9158411,0.9158411,0.9158411,0.9158411
0.31020001,0.9141556,0.9141556,0.9141556,0.9141556,0.9141556,0.9141556
0.31040001,0.9124732,0.9124732,0.9124732,0.9124732,0.9124732,0.9124732
0.31060001,0.91079396,0.91079396,0.91079396,0.91079396,0.91079396,0.91079396
0.31079999,0.90911776,0.90911776,0.90911776,0.90911776,0.90911776,0.90911776
0.31099999,0.9074446,0.9074446,0.9074446,0.9074446,0.9074446,0.9074446
0.31119999,0.90577459,0.90577459,0.90577459,0.90577459,0.90577459,0.90577459
0.3114,0.90410763,0.90410763,0.90410763,0.90410763,0.90410763,0.90410763
0.3116,0.90244371,0.90244371,0.90244371,0.90244371,0.90244371,0.90244371
0.3118,0.90078288,0.90078288,0.90078288,0.90078288,0.90078288,0.90078288
0.31200001,0.8991251,0.8991251,0.8991251,0.8991251,0.8991251,0.8991251
0.31220001,0.89747041,0.89747041,0.89747041,0.89747041,0.89747041,0.89747041
0.31240001,0.89581871,0.89581871,0.89581871,0.89581871,0.89581871,0.89581871
0.31259999,0.89417005,0.89417005,0.89417005,0.89417005,0.89417005,0.89417005
0.31279999,0.89252448,0.89252448,0.89252448,0.89252448,0.89252448,0.89252448
0.31299999,0.8908819,0.8908819,0.8908819,0.8908819,0.8908819,0.8908819
0.3132,0.88924235,0.88924235,0.88924235,0.88924235,0.88924235,0.88924235
0.3134,0.88760579,0.88760579,0.88760579,0.88760579,0.88760579,0.88760579
0.3136,0.88597226,0.88597226,0.88597226,0.88597226,0.88597226,0.88597226
0.31380001,0.88434178,0.88434178,0.88434178,0.88434178,0.88434178,0.88434178
0.31400001,0.88271421,0.88271421,0.88271421,0.88271421,0.88271421,0.88271421
0.31420001,0.88108969,0.88108969,0.88108969,0.88108969,0.88108969,0.88108969
0.31439999,0.8794682,0.8794682,0.8794682,0.8794682,0.8794682,0.8794682
0.31459999,0.87784964,0.87784964,0.87784964,0.87784964,0.87784964,0.87784964
0.31479999,0.87623405,0.87623405,0.87623405,0.87623405,0.87623405,0.87623405
0.315,0.87462145,0.87462145,0.87462145,0.87462145,0.87462145,0.87462145
0.3152,0.87301183,0.87301183,0.87301183,0.87301183,0.87301183,0.87301183
0.3154,0.87140518,0.87140518,0.87140518,0.87140518,0.87140518,0.87140518
0.31560001,0.86980146,0.86980146,0.86980146,0.86980146,0.86980146,0.86980146
0.31580001,0.86820072,0.86820072,0.86820072,0.86820072,0.86820072,0.86820072
0.31600001,0.8666029,0.8666029,0.8666029,0.8666029,0.8666029,0.8666029
0.31619999,0.865008,0.865008,0.865008,0.865008,0.865008,0.865008
0.31639999,0.86341608,0.86341608,0.86341608,0.86341608,0.86341608,0.86341608
0.31659999,0.86182708,0.86182708,0.86182708,0.86182708,0.86182708,0.86182708
0.3168,0.860241,0.860241,0.860241,0.860241,0.860241,0.860241
0.317,0.85865784,0.85865784,0.85865784,0.85865784,0.85865784,0.85865784
0.31720001,0.8570776,0.8570776,0.8570776,0.8570776,0.8570776,0.8570776
0.31740001,0.85550022,0.85550022,0.85550022,0.85550022,0.85550022,0.85550022
0.31760001,0.85392576,0.85392576,0.85392576,0.85392576,0.85392576,0.85392576
0.31779999,0.85235423,0.85235423,0.85235423,0.85235423,0.85235423,0.85235423
0.31799999,0.85078561,0.85078561,0.85078561,0.85078561,0.85078561,0.85078561
0.31819999,0.84921986,0.84921986,0.84921986,0.84921986,0.84921986,0.84921986
0.3184,0.84765697,0.84765697,0.84765697,0.84765697,0.84765697,0.84765697
0.3186,0.84609693,0.84609693,0.84609693,0.84609693,0.84609693,0.84609693
0.3188,0.84453982,0.84453982,0.84453982,0.84453982,0.84453982,0.84453982
0.31900001,0.84298557,0.84298557,0.84298557,0.84298557,0.84298557,0.84298557
0.31920001,0.84143412,0.84143412,0.84143412,0.84143412,0.84143412,0.84143412
0.31940001,0.83988559,0.83988559,0.83988559,0.83988559,0.83988559,0.83988559
0.31959999,0.83833987,0.83833987,0.83833987,0.83833987,0.83833987,0.83833987
0.31979999,0.83679706,0.83679706,0.83679706,0.83679706,0.83679706,0.83679706
0.31999999,0.83525699,0.83525699,0.83525699,0.83525699,0.83525699,0.83525699
0.3202,0.83371985,0.83371985,0.83371985,0.83371985,0.83371985,0.83371985
0.3204,0.83218545,0.83218545,0.83218545,0.83218545,0.83218545,0.83218545
0.3206,0.83065397,0.83065397,0.83065397,0.83065397,0.83065397,0.83065397
0.32080001,0.82912523,0.82912523,0.82912523,0.82912523,0.82912523,0.82912523
0.32100001,0.82759935,0.82759935,0.82759935,0.82759935,0.82759935,0.82759935
0.32120001,0.82607627,0.82607627,0.82607627,0.82607627,0.82607627,0.82607627
0.32139999,0.82455593,0.82455593,0.82455593,0.82455593,0.82455593,0.82455593
0.32159999,0.82303846,0.82303846,0.82303846,0.82303846,0.82303846,0.82303846
0.32179999,0.82152379,0.82152379,0.82152379,0.82152379,0.82152379,0.82152379
0.322,0.82001185,0.82001185,0.82001185,0.82001185,0.82001185,0.82001185
0.3222,0.81850272,0.81850272,0.81850272,0.81850272,0.81850272,0.81850272
0.3224,0.8169964,0.8169964,0.8169964,0.8169964,0.8169964,0.8169964
0.32260001,0.81549281,0.81549281,0.81549281,0.81549281,0.81549281,0.81549281
0.32280001,0.81399196,0.81399196,0.81399196,0.81399196,0.81399196,0.81399196
0.32300001,0.81249392,0.81249392,0.81249392,0.81249392,0.81249392,0.81249392
0.32319999,0.81099868,0.81099868,0.81099868,0.81099868,0.81099868,0.81099868
0.32339999,0.80950612,0.80950612,0.80950612,0.80950612,0.80950612,0.80950612
0.32359999,0.8080163,0.8080163,0.8080163,0.8080163,0.8080163,0.8080163
0.3238,0.80652928,0.80652928,0.80652928,0.80652928,0.80652928,0.80652928
0.324,0.80504495,0.80504495,0.80504495,0.80504495,0.80504495,0.80504495
0.3242,0.80356336,0.80356336,0.80356336,0.80356336,0.80356336,0.80356336
0.32440001,0.80208451,0.80208451,0.80208451,0.80208451,0.80208451,0.80208451
0.32460001,0.8006084,0.8006084,0.8006084,0.8006084,0.8006084,0.8006084
0.32480001,0.79913497,0.79913497,0.79913497,0.79913497,0.79913497,0.79913497
0.32499999,0.79766428,0.79766428,0.79766428,0.79766428,0.79766428,0.79766428
0.32519999,0.79619628,0.79619628,0.79619628,0.79619628,0.79619628,0.79619628
0.32539999,0.79473096,0.79473096,0.79473096,0.79473096,0.79473096,0.79473096
0.3256,0.79326838,0.79326838,0.79326838,0.79326838,0.79326838,0.79326838
0.3258,0.79180843,0.79180843,0.79180843,0.79180843,0.79180843,0.79180843
0.32600001,0.79035121,0.79035121,0.79035121,0.79035121,0.79035121,0.79035121
0.32620001,0.78889668,0.78889668,0.78889668,0.78889668,0.78889668,0.78889668
0.32640001,0.78744483,0.78744483,0.78744483,0.78744483,0.78744483,0.78744483
0.32659999,0.7859956,0.7859956,0.7859956,0.7859956,0.7859956,0.7859956
0.32679999,0.78454912,0.78454912,0.78454912,0.78454912,0.78454912,0.78454912
0.32699999,0.78310525,0.78310525,0.78310525,0.78310525,0.78310525,0.78310525
0.3272,0.78166401,0.78166401,0.78166401,0.78166401,0.78166401,0.78166401
0.3274,0.78022546,0.78022546,0.78022546,0.78022546,0.78022546,0.78022546
0.3276,0.77878958,0.77878958,0.77878958,0.77878958,0.77878958,0.77878958
0.32780001,0.77735633,0.77735633,0.77735633,0.77735633,0.77735633,0.77735633
0.32800001,0.7759257,0.7759257,0.7759257,0.7759257,0.7759257,0.7759257
0.32820001,0.77449769,0.77449769,0.77449769,0.77449769,0.77449769,0.77449769
0.32839999,0.77307236,0.77307236,0.77307236,0.77307236,0.77307236,0.77307236
0.32859999,0.7716496,0.7716496,0.7716496,0.7716496,0.7716496,0.7716496
0.32879999,0.77022946,0.77022946,0.77022946,0.77022946,0.77022946,0.77022946
0.329,0.76881194,0.76881194,0.76881194,0.76881194,0.76881194,0.76881194
0.3292,0.76739705,0.76739705,0.76739705,0.76739705,0.76739705,0.76739705
0.3294,0.76598477,0.76598477,0.76598477,0.76598477,0.76598477,0.76598477
0.32960001,0.76457506,0.76457506,0.76457506,0.76457506,0.76457506,0.76457506
0.32980001,0.76316798,0.76316798,0.76316798,0.76316798,0.76316798,0.76316798
0.33000001,0.76176345,0.76176345,0.76176345,0.76176345,0.76176345,0.76176345
0.33019999,0.76036155,0.76036155,0.76036155,0.76036155,0.76036155,0.76036155
0.33039999,0.75896215,0.75896215,0.75896215,0.75896215,0.75896215,0.75896215
0.33059999,0.75756538,0.75756538,0.75756538,0.75756538,0.75756538,0.75756538
0.3308,0.75617123,0.75617123,0.75617123,0.75617123,0.75617123,0.75617123
0.331,0.75477958,0.75477958,0.75477958,0.75477958,0.75477958,0.75477958
0.3312,0.75339049,0.75339049,0.75339049,0.75339049,0.75339049,0.75339049
0.33140001,0.75200397,0.75200397,0.75200397,0.75200397,0.75200397,0.75200397
0.33160001,0.75062001,0.75062001,0.75062001,0.75062001,0.75062001,0.75062001
0.33180001,0.74923855,0.74923855,0.74923855,0.74923855,0.74923855,0.74923855
0.33199999,0.74785972,0.74785972,0.74785972,0.74785972,0.74785972,0.74785972
0.33219999,0.74648339,0.74648339,0.74648339,0.74648339,0.74648339,0.74648339
0.33239999,0.74510956,0.74510956,0.74510956,0.74510956,0.74510956,0.74510956
0.3326,0.74373829,0.74373829,0.74373829,0.74373829,0.74373829,0.74373829
0.3328,0.74236953,0.74236953,0.74236953,0.74236953,0.74236953,0.74236953
0.333,0.74100327,0.74100327,0.74100327,0.74100327,0.74100327,0.74100327
0.33320001,0.73963958,0.73963958,0.73963958,0.73963958,0.73963958,0.73963958
0.33340001,0.73827833,0.73827833,0.73827833,0.73827833,0.73827833,0.73827833
0.33360001,0.73691964,0.73691964,0.73691964,0.73691964,0.73691964,0.73691964
0.33379999,0.73556346,0.73556346,0.73556346,0.73556346,0.73556346,0.73556346
0.33399999,0.73420972,0.73420972,0.73420972,0.73420972,0.73420972,0.73420972
0.33419999,0.73285848,0.73285848,0.73285848,0.73285848,0.73285848,0.73285848
0.3344,0.73150975,0.73150975,0.73150975,0.73150975,0.73150975,0.73150975
0.3346,0.73016351,0.73016351,0.73016351,0.73016351,0.73016351,0.73016351
0.3348,0.72881973,0.72881973,0.72881973,0.72881973,0.72881973,0.72881973
0.33500001,0.72747844,0.72747844,0.72747844,0.72747844,0.72747844,0.72747844
0.33520001,0.72613961,0.72613961,0.72613961,0.72613961,0.72613961,0.72613961
0.33539999,0.72480327,0.72480327,0.72480327,0.72480327,0.72480327,0.72480327
0.33559999,0.72346932,0.72346932,0.72346932,0.72346932,0.72346932,0.72346932
0.33579999,0.72213787,0.72213787,0.72213787,0.72213787,0.72213787,0.72213787
0.336,0.72080886,0.72080886,0.72080886,0.72080886,0.72080886,0.72080886
0.3362,0.7194823,0.7194823,0.7194823,0.7194823,0.7194823,0.7194823
0.3364,0.71815819,0.71815819,0.71815819,0.71815819,0.71815819,0.71815819
0.33660001,0.71683651,0.71683651,0.71683651,0.71683651,0.71683651,0.71683651
0.33680001,0.71551728,0.71551728,0.71551728,0.71551728,0.71551728,0.71551728
0.33700001,0.7142005,0.7142005,0.7142005,0.7142005,0.7142005,0.7142005
0.33719999,0.7128861,0.7128861,0.7128861,0.7128861,0.7128861,0.7128861
0.33739999,0.71157408,0.71157408,0.71157408,0.71157408,0.71157408,0.71157408
0.33759999,0.71026456,0.71026456,0.71026456,0.71026456,0.71026456,0.71026456
0.3378,0.70895737,0.70895737,0.70895737,0.70895737,0.70895737,0.70895737
0.338,0.70765263,0.70765263,0.70765263,0.70765263,0.70765263,0.70765263
0.3382,0.70635027,0.70635027,0.70635027,0.70635027,0.70635027,0.70635027
0.33840001,0.70505035,0.70505035,0.70505035,0.70505035,0.70505035,0.70505035
0.33860001,0.70375282,0.70375282,0.70375282,0.70375282,0.70375282,0.70375282
0.33880001,0.70245761,0.70245761,0.70245761,0.70245761,0.70245761,0.70245761
0.33899999,0.70116484,0.70116484,0.70116484,0.70116484,0.70116484,0.70116484
0.33919999,0.69987446,0.69987446,0.69987446,0.69987446,0.69987446,0.69987446
0.33939999,0.6985864,0.6985864,0.6985864,0.6985864,0.6985864,0.6985864
0.3396,0.69730073,0.69730073,0.69730073,0.69730073,0.69730073,0.69730073
0.3398,0.69601744,0.69601744,0.69601744,0.69601744,0.69601744,0.69601744
0.34,0.69473654,0.69473654,0.69473654,0.69473654,0.69473654,0.69473654
0.34020001,0.69345796,0.69345796,0.69345796,0.69345796,0.69345796,0.69345796
0.34040001,0.69218171,0.69218171,0.69218171,0.69218171,0.69218171,0.69218171
0.34060001,0.69090784,0.69090784,0.69090784,0.69090784,0.69090784,0.69090784
0.34079999,0.68963635,0.68963635,0.68963635,0.68963635,0.68963635,0.68963635
0.34099999,0.68836713,0.68836713,0.68836713,0.68836713,0.68836713,0.68836713
0.34119999,0.68710029,0.68710029,0.68710029,0.68710029,0.68710029,0.68710029
0.3414,0.68583578,0.68583578,0.68583578,0.68583578,0.68583578,0.68583578
0.3416,0.68457359,0.68457359,0.68457359,0.68457359,0.68457359,0.68457359
0.3418,0.68331373,0.68331373,0.68331373,0.68331373,0.68331373,0.68331373
0.34200001,0.68205613,0.68205613,0.68205613,0.68205613,0.68205613,0.68205613
0.34220001,0.68080091,0.68080091,0.68080091,0.68080091,0.68080091,0.68080091
0.34240001,0.67954797,0.67954797,0.67954797,0.67954797,0.67954797,0.67954797
0.34259999,0.67829734,0.67829734,0.67829734,0.67829734,0.67829734,0.67829734
0.34279999,0.67704904,0.67704904,0.67704904,0.67704904,0.67704904,0.67704904
0.34299999,0.67580301,0.67580301,0.67580301,0.67580301,0.67580301,0.67580301
0.3432,0.6745593,0.6745593,0.6745593,0.6745593,0.6745593,0.6745593
0.3434,0.67331785,0.67331785,0.67331785,0.67331785,0.67331785,0.67331785
0.3436,0.67207873,0.67207873,0.67207873,0.67207873,0.67207873,0.67207873
0.34380001,0.67084181,0.67084181,0.67084181,0.67084181,0.67084181,0.67084181
0.34400001,0.66960722,0.66960722,0.66960722,0.66960722,0.66960722,0.66960722
0.34419999,0.6683749,0.6683749,0.6683749,0.6683749,0.6683749,0.6683749
0.34439999,0.66714483,0.66714483,0.66714483,0.66714483,0.66714483,0.66714483
0.34459999,0.66591704,0.66591704,0.66591704,0.66591704,0.66591704,0.66591704
0.3448,0.66469151,0.66469151,0.66469151,0.66469151,0.66469151,0.66469151
0.345,0.66346824,0.66346824,0.66346824,0.66346824,0.66346824,0.66346824
0.3452,0.66224718,0.66224718,0.66224718,0.66224718,0.66224718,0.66224718
0.34540001,0.66102844,0.66102844,0.66102844,0.66102844,0.66102844,0.66102844
0.34560001,0.65981185,0.65981185,0.65981185,0.65981185,0.65981185,0.65981185
0.34580001,0.65859759,0.65859759,0.65859759,0.65859759,0.65859759,0.65859759
0.34599999,0.65738553,0.65738553,0.65738553,0.65738553,0.65738553,0.65738553
0.34619999,0.65617567,0.65617567,0.65617567,0.65617567,0.65617567,0.65617567
0.34639999,0.65496808,0.65496808,0.65496808,0.65496808,0.65496808,0.65496808
0.3466,0.6537627,0.6537627,0.6537627,0.6537627,0.6537627,0.6537627
0.3468,0.65255952,0.65255952,0.65255952,0.65255952,0.65255952,0.65255952
0.347,0.65135854,0.65135854,0.65135854,0.65135854,0.65135854,0.65135854
0.34720001,0.65015984,0.65015984,0.65015984,0.65015984,0.65015984,0.65015984
0.34740001,0.64896327,0.64896327,0.64896327,0.64896327,0.64896327,0.64896327
