"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","transformer.l2sigma.inductor[1].i","loadInertiaQS.phi","loadInertia.phi","transformer.l2sigma.inductor[3].i","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0583999,-0.31439179,0.018159522,140.00706,144.74443,-0.0083086109,143.83763,139.7179,0.017247668,0.098947152,358.99014,0.42174047
2.0585001,-0.31491899,0.031513873,140.03673,144.76636,-0.0078296242,143.85211,139.73189,0.017227724,0.097793564,358.99261,0.42058459
2.0585999,-0.31543869,0.044825047,140.06636,144.78821,-0.0073429099,143.86659,139.7459,0.017190777,0.096638285,358.99509,0.41901249
2.0587001,-0.31595099,0.058080018,140.09596,144.81001,-0.0068489495,143.88107,139.7599,0.017136866,0.095481277,358.99753,0.41702569
2.0588,-0.31645587,0.071265824,140.12552,144.83174,-0.0063482299,143.89555,139.77393,0.017066043,0.094322525,359,0.41462612
2.0589001,-0.31695345,0.084369577,140.15506,144.85341,-0.0058412459,143.91003,139.78793,0.016978379,0.093162008,359.00244,0.41181615
2.059,-0.31744373,0.097378448,140.18459,144.87502,-0.0053284969,143.92453,139.80196,0.016873959,0.091999695,359.00488,0.40859851
2.0590999,-0.31792679,0.11027972,140.21407,144.89656,-0.0048104897,143.93901,139.81596,0.016752889,0.090835571,359.00732,0.40497637
2.0592,-0.31840271,0.12306076,140.24355,144.91805,-0.0042877351,143.95351,139.82999,0.016615285,0.089669622,359.00977,0.4009532
2.0592999,-0.3188715,0.13570908,140.27301,144.93945,-0.0037607495,143.968,139.84402,0.016461283,0.088501811,359.01218,0.39653301
2.0594001,-0.31933323,0.14821228,140.30244,144.96082,-0.0032300523,143.9825,139.85805,0.016291037,0.087332137,359.01462,0.39172012
2.0595,-0.31978795,0.16055815,140.33188,144.9821,-0.0026961677,143.99699,139.87209,0.016104715,0.086160585,359.01703,0.38651922
2.0596001,-0.32023573,0.17273457,140.36131,145.00333,-0.002159622,144.01149,139.88611,0.015902499,0.084987126,359.01944,0.3809354
2.0597,-0.32067662,0.18472968,140.39073,145.02449,-0.0016209454,144.02599,139.90015,0.01568459,0.08381176,359.02185,0.37497413
2.0597999,-0.3211107,0.1965317,140.42014,145.04559,-0.0010806691,144.0405,139.9142,0.015451203,0.082634471,359.02426,0.36864129
2.0599,-0.321538,0.20812906,140.44955,145.06662,-0.00053932623,144.05499,139.92824,0.015202567,0.081455253,359.02667,0.36194304
2.0599999,-0.32195863,0.21951045,140.47896,145.0876,2.5487825e-06,144.0695,139.94228,0.014938929,0.08027409,359.02908,0.35488597
2.0601001,-0.32237262,0.2306647,140.50838,145.10851,0.0005444212,144.08401,139.95633,0.014660548,0.079090975,359.03146,0.34747699
2.0602,-0.32278001,0.2415809,140.5378,145.12936,0.0010857565,144.09853,139.97038,0.0143677,0.077905908,359.03387,0.33972335
2.0603001,-0.32318091,0.25224835,140.56721,145.15015,0.0016260202,144.11304,139.98444,0.014060671,0.076718874,359.03625,0.3316327
2.0604,-0.32357535,0.26265663,140.59665,145.17087,0.0021646791,144.12756,139.9985,0.013739768,0.075529888,359.03864,0.32321295
2.0604999,-0.32396343,0.27279553,140.62608,145.19153,0.0027012019,144.14207,140.01256,0.013405306,0.074338928,359.04102,0.31447235
2.0606,-0.32434517,0.28265509,140.65555,145.21213,0.0032350589,144.1566,140.02663,0.013057614,0.073146008,359.0434,0.30541947
2.0606999,-0.32472068,0.29222572,140.68501,145.23267,0.0037657232,144.17111,140.0407,0.012697036,0.071951121,359.04578,0.29606321
2.0608001,-0.32509002,0.301498,140.71449,145.25314,0.0042926716,144.18564,140.05476,0.012323929,0.070754267,359.04813,0.28641278
2.0609,-0.32545322,0.31046286,140.74399,145.27356,0.0048153833,144.20016,140.06883,0.011938659,0.069555461,359.05051,0.27647761
2.0610001,-0.32581037,0.3191115,140.7735,145.29391,0.0053333431,144.21469,140.0829,0.011541608,0.068354703,359.05286,0.26626745
2.0611,-0.32616153,0.32743549,140.80304,145.31421,0.0058460394,144.22923,140.09698,0.011133166,0.067152001,359.05521,0.25579232
2.0611999,-0.32650682,0.33542663,140.8326,145.33443,0.0063529667,144.24376,140.11107,0.010713737,0.065947361,359.05756,0.24506254
2.0613,-0.32684621,0.34307715,140.86217,145.3546,0.0068536242,144.2583,140.12515,0.010283737,0.064740799,359.05991,0.23408863
2.0613999,-0.32717985,0.3503795,140.89177,145.37471,0.0073475181,144.27283,140.13924,0.0098435869,0.063532323,359.06226,0.22288136
2.0615001,-0.32750779,0.35732654,140.92139,145.39474,0.0078341607,144.28737,140.15334,0.0093937228,0.062321939,359.06458,0.21145172
2.0616,-0.32783008,0.36391148,140.95103,145.41473,0.0083130728,144.30191,140.16742,0.0089345882,0.061109666,359.06693,0.19981095
2.0617001,-0.32814679,0.37012789,140.9807,145.43465,0.008783781,144.31645,140.18152,0.0084666368,0.059895527,359.06924,0.1879705
2.0618,-0.32845798,0.37596959,141.01039,145.45451,0.0092458203,144.33099,140.19562,0.0079903295,0.058679529,359.07159,0.17594197
2.0618999,-0.32876375,0.38143095,141.04012,145.47432,0.0096987346,144.34555,140.20972,0.0075061377,0.057461698,359.07391,0.16373719
2.062,-0.32906416,0.38650662,141.06987,145.49405,0.010142079,144.36009,140.22383,0.0070145382,0.056242049,359.07623,0.15136816
2.0620999,-0.32935923,0.39119154,141.09964,145.51373,0.010575413,144.37465,140.23795,0.0065160161,0.055020604,359.07852,0.13884701
2.0622001,-0.32964912,0.39548123,141.12946,145.53336,0.010998311,144.38919,140.25204,0.0060110637,0.05379739,359.08084,0.12618606
2.0623,-0.32993379,0.39937142,141.15929,145.5529,0.011410356,144.40375,140.26616,0.0055001792,0.052572429,359.08316,0.11339775
2.0624001,-0.3302134,0.40285829,141.18915,145.5724,0.011811139,144.4183,140.28029,0.0049838666,0.051345747,359.08545,0.10049464
2.0625,-0.33048797,0.40593848,141.21904,145.59184,0.012200267,144.43286,140.2944,0.0044626361,0.050117366,359.08777,0.087489411
2.0625999,-0.33075756,0.40860891,141.24895,145.61122,0.012577355,144.44742,140.30853,0.0039370013,0.048887324,359.09006,0.074394867
2.0627,-0.33102226,0.41086704,141.2789,145.63054,0.01294203,144.46199,140.32265,0.0034074814,0.047655638,359.09235,0.061223853
2.0627999,-0.33128214,0.41271061,141.30887,145.6498,0.013293934,144.47655,140.33678,0.0028745986,0.046422351,359.09464,0.047989331
2.0629001,-0.33153722,0.41413784,141.33888,145.66899,0.013632718,144.49112,140.35091,0.0023388793,0.045187488,359.09692,0.034704313
2.063,-0.33178762,0.4151473,141.36891,145.68813,0.013958048,144.50568,140.36505,0.0018008515,0.043951087,359.09921,0.021381859
2.0631001,-0.33203337,0.41573805,141.39897,145.7072,0.014269603,144.52025,140.37918,0.0012610467,0.042713176,359.10147,0.0080350665
2.0632,-0.33227456,0.41590953,141.42906,145.72621,0.014567077,144.53482,140.39333,0.00071999745,0.041473798,359.10376,-0.0053229327
2.0632999,-0.33251125,0.41566151,141.45918,145.74518,0.014850175,144.54939,140.40747,0.00017823765,0.040232986,359.10602,-0.018679006
2.0634,-0.33274347,0.41499427,141.48932,145.76407,0.015118617,144.56398,140.42162,-0.00036369808,0.038990781,359.10828,-0.032020014
2.0634999,-0.3329713,0.41390851,141.51949,145.78291,0.015372139,144.57855,140.43578,-0.00090527482,0.037747215,359.11053,-0.04533283
2.0636001,-0.33319479,0.41240525,141.54968,145.80168,0.015610491,144.59312,140.44992,-0.0014459582,0.036502339,359.11279,-0.058604363
2.0637,-0.33341405,0.41048598,141.5799,145.8204,0.015833437,144.60771,140.46408,-0.0019852147,0.035256188,359.11505,-0.071821555
2.0638001,-0.3336291,0.40815264,141.61014,145.83907,0.016040759,144.6223,140.47824,-0.0025225119,0.034008808,359.11731,-0.084971391
2.0639,-0.33383998,0.40540749,141.6404,145.85767,0.016232248,144.63689,140.4924,-0.0030573197,0.032760236,359.11954,-0.098040946
2.0639999,-0.33404681,0.40225321,141.67068,145.87622,0.016407721,144.65146,140.50656,-0.0035891102,0.031510528,359.1218,-0.11101734
2.0641,-0.33424959,0.39869291,141.70099,145.8947,0.016566999,144.66606,140.52074,-0.0041173589,0.030259717,359.12402,-0.12388781
2.0641999,-0.3344484,0.39473015,141.73131,145.91313,0.016709929,144.68065,140.53491,-0.0046415445,0.02900786,359.12625,-0.13663968
2.0643001,-0.33464327,0.39036876,141.76166,145.9315,0.016836369,144.69524,140.54909,-0.0051611494,0.027754998,359.12851,-0.14926042
2.0644,-0.33483431,0.38561305,141.79201,145.94981,0.016946193,144.70984,140.56326,-0.0056756609,0.026501181,359.13074,-0.16173756
2.0645001,-0.33502153,0.38046774,141.82239,145.96806,0.017039293,144.72443,140.57744,-0.006184571,0.02524646,359.13293,-0.17405884
2.0646,-0.33520502,0.37493783,141.85277,145.98625,0.017115578,144.73903,140.59163,-0.006687378,0.023990883,359.13516,-0.18621212
2.0646999,-0.33538479,0.36902878,141.88318,146.00439,0.017174972,144.75363,140.60582,-0.0071835853,0.0227345,359.13739,-0.19818544
2.0648,-0.33556089,0.36274642,141.91359,146.02246,0.017217416,144.76822,140.62,-0.0076727038,0.021477368,359.13959,-0.20996699
2.0648999,-0.33573341,0.35609686,141.94402,146.04048,0.017242867,144.78282,140.6342,-0.0081542498,0.020219533,359.14182,-0.22154516
2.0650001,-0.33590236,0.34908673,141.97444,146.05844,0.017251305,144.79744,140.64839,-0.008627749,0.01896105,359.14401,-0.23290855
2.0651,-0.33606783,0.34172288,142.00488,146.07635,0.017242717,144.81204,140.6626,-0.0090927342,0.017701974,359.14621,-0.24404594
2.0652001,-0.33622983,0.33401254,142.03532,146.09421,0.017217111,144.82664,140.67679,-0.0095487451,0.01644236,359.14841,-0.25494638
2.0653,-0.33638844,0.32596329,142.06577,146.11198,0.017174514,144.84126,140.69099,-0.0099953329,0.01518226,359.1506,-0.2655991
2.0653999,-0.33654368,0.31758308,142.09622,146.12973,0.017114971,144.85587,140.7052,-0.010432057,0.013921731,359.1528,-0.27599362
2.0655,-0.33669558,0.30888012,142.12666,146.1474,0.017038533,144.87048,140.71942,-0.010858485,0.01266083,359.155,-0.28611964
2.0655999,-0.33684421,0.29986298,142.1571,146.16502,0.016945284,144.8851,140.73363,-0.011274199,0.011399612,359.15717,-0.29596722
2.0657001,-0.33698961,0.29054055,142.18755,146.18259,0.016835311,144.89972,140.74785,-0.011678786,0.010138134,359.15936,-0.30552661
2.0658,-0.33713183,0.28092194,142.21799,146.20009,0.016708722,144.91434,140.76207,-0.012071847,0.008876455,359.16153,-0.3147884
2.0659001,-0.33727086,0.27101666,142.24841,146.21753,0.016565645,144.92896,140.77629,-0.012452995,0.0076146303,359.1637,-0.32374343
2.066,-0.33740678,0.26083446,142.27882,146.23492,0.016406219,144.94359,140.79051,-0.012821854,0.0063527194,359.16589,-0.33238286
2.0660999,-0.33753964,0.25038528,142.30923,146.25226,0.016230604,144.95821,140.80475,-0.013178059,0.005090781,359.16806,-0.34069815
2.0662,-0.33766943,0.23967949,142.33963,146.26955,0.016038969,144.97282,140.81898,-0.013521259,0.0038288729,359.1702,-0.34868106
2.0662999,-0.33779621,0.22872756,142.37,146.28676,0.015831508,144.98746,140.83322,-0.013851115,0.0025670545,359.17236,-0.35632378
2.0664001,-0.33792004,0.21754031,142.40036,146.30392,0.015608422,145.00209,140.84746,-0.014167302,0.0013053848,359.17453,-0.36361867
2.0664999,-0.33804089,0.2061287,142.43069,146.32104,0.015369931,145.01672,140.86169,-0.014469508,4.3923163e-05,359.1767,-0.37055853
2.0666001,-0.33815885,0.19450399,142.46101,146.3381,0.015116273,145.03136,140.87595,-0.014757435,-0.0012172711,359.17883,-0.37713653
2.0667,-0.33827391,0.18267761,142.4913,146.3551,0.014847698,145.04599,140.89018,-0.015030798,-0.0024781383,359.18097,-0.38334611
2.0668001,-0.33838612,0.17066118,142.52156,146.37204,0.014564469,145.06062,140.90443,-0.015289327,-0.0037386192,359.18314,-0.38918114
2.0669,-0.33849549,0.15846653,142.5518,146.38893,0.014266866,145.07526,140.91869,-0.015532767,-0.0049986537,359.18527,-0.39463583
2.0669999,-0.33860207,0.14610569,142.582,146.40576,0.013955184,145.0899,140.93295,-0.01576088,-0.0062581827,359.18741,-0.39970475
2.0671,-0.33870587,0.13359079,142.61218,146.42255,0.01362973,145.10454,140.9472,-0.015973438,-0.0075171459,359.18954,-0.40438288
2.0671999,-0.33880693,0.12093414,142.64232,146.43927,0.013290824,145.11919,140.96147,-0.016170232,-0.0087754847,359.19165,-0.4086656
2.0673001,-0.33890525,0.10814825,142.67241,146.45593,0.012938803,145.13383,140.97574,-0.016351068,-0.010033139,359.19379,-0.4125486
2.0674,-0.33900085,0.095245644,142.70247,146.47255,0.012574012,145.14848,140.99001,-0.016515767,-0.011290051,359.19592,-0.41602802
2.0675001,-0.33909377,0.082239062,142.73248,146.48911,0.012196812,145.16313,141.00427,-0.016664168,-0.012546159,359.19803,-0.4191004
2.0676,-0.33918405,0.069141306,142.76247,146.5056,0.011807576,145.17778,141.01855,-0.016796125,-0.013801407,359.20013,-0.42176265
2.0676999,-0.33927163,0.055965252,142.79239,146.52205,0.011406686,145.19243,141.03284,-0.016911505,-0.015055735,359.20227,-0.42401209
2.0678,-0.3393566,0.042723887,142.82227,146.53845,0.010994539,145.20708,141.0471,-0.017010195,-0.016309084,359.20438,-0.42584649
2.0678999,-0.33943897,0.02943025,142.8521,146.55479,0.010571542,145.22174,141.0614,-0.017092098,-0.017561398,359.20648,-0.42726395
2.0680001,-0.3395187,0.01609743,142.88187,146.57108,0.010138112,145.23639,141.07568,-0.017157134,-0.018812617,359.20859,-0.42826304
2.0681,-0.33959585,0.0027385566,142.91159,146.58731,0.0096946768,145.25105,141.08997,-0.017205238,-0.020062687,359.21069,-0.42884269
2.0682001,-0.33967045,-0.010633207,142.94125,146.60349,0.0092416741,145.2657,141.10426,-0.017236363,-0.021311548,359.21277,-0.42900231
2.0683,-0.33974245,-0.024004692,142.97087,146.61961,0.00877955,145.28036,141.11856,-0.017250476,-0.022559144,359.21487,-0.42874166
2.0683999,-0.33981189,-0.037362725,143.00041,146.63568,0.0083087627,145.29503,141.13286,-0.017247567,-0.023805419,359.21695,-0.42806095
2.0685,-0.3398788,-0.050694145,143.02989,146.6517,0.0078297742,145.30969,141.14716,-0.017227637,-0.02505032,359.21906,-0.42696077
2.0685999,-0.33994317,-0.06398581,143.05931,146.66766,0.0073430594,145.32436,141.16147,-0.017190704,-0.02629379,359.22113,-0.42544219
2.0687001,-0.34000498,-0.077224635,143.08867,146.68356,0.0068490971,145.33904,141.17577,-0.017136807,-0.027535774,359.22321,-0.42350659
2.0688,-0.34006429,-0.090397559,143.11795,146.69943,0.0063483757,145.3537,141.19008,-0.017065996,-0.028776221,359.22528,-0.42115581
2.0689001,-0.34012106,-0.1034916,143.14716,146.71523,0.0058413888,145.36836,141.20439,-0.016978346,-0.030015074,359.22736,-0.41839215
2.069,-0.3401753,-0.11649385,143.17628,146.73099,0.0053286371,145.38304,141.2187,-0.016873939,-0.031252284,359.22943,-0.41521823
2.0690999,-0.34022704,-0.12939149,143.20535,146.74667,0.0048106262,145.39772,141.23303,-0.01675288,-0.032487795,359.23151,-0.41163713
2.0692,-0.34027624,-0.14217182,143.23434,146.76233,0.0042878678,145.41238,141.24734,-0.016615286,-0.033721562,359.23358,-0.40765229
2.0692999,-0.34032294,-0.15482219,143.26324,146.77792,0.0037608773,145.42706,141.26167,-0.016461298,-0.034953527,359.23563,-0.40326759
2.0694001,-0.34036714,-0.16733016,143.29208,146.79346,0.003230175,145.44174,141.276,-0.016291063,-0.036183648,359.2377,-0.39848724
2.0695,-0.3404088,-0.17968339,143.32083,146.80894,0.002696285,145.45642,141.29033,-0.01610475,-0.037411869,359.23975,-0.39331594
2.0696001,-0.34044796,-0.19186968,143.34949,146.82439,0.0021597336,145.47112,141.30467,-0.015902545,-0.038638148,359.24179,-0.38775867
2.0697,-0.34048459,-0.203877,143.37807,146.83977,0.0016210503,145.48579,141.319,-0.015684646,-0.039862432,359.24384,-0.38182083
2.0697999,-0.34051868,-0.2156935,143.40656,146.8551,0.0010807673,145.50047,141.33334,-0.015451267,-0.041084681,359.24588,-0.37550825
2.0699,-0.34055024,-0.22730754,143.43497,146.87038,0.00053941715,145.51517,141.34769,-0.01520264,-0.04230484,359.24792,-0.36882699
2.0699999,-0.34057927,-0.23870762,143.46327,146.8856,-2.4656379e-06,145.52985,141.36203,-0.014939009,-0.043522872,359.24997,-0.36178365
2.0701001,-0.34060577,-0.2498825,143.4915,146.90079,-0.00054434623,145.54454,141.37637,-0.014660637,-0.044738732,359.25201,-0.35438505
2.0702,-0.3406297,-0.26082113,143.51962,146.91591,-0.00108569,145.55923,141.39073,-0.014367795,-0.045952372,359.25406,-0.34663841
2.0703001,-0.34065109,-0.27151272,143.54765,146.93098,-0.0016259626,145.57393,141.40508,-0.014060774,-0.047163758,359.25607,-0.33855131
2.0704,-0.3406699,-0.28194669,143.57561,146.946,-0.0021646309,145.58862,141.41943,-0.013739876,-0.048372842,359.25812,-0.33013162
2.0704999,-0.34068614,-0.29211274,143.60344,146.96097,-0.0027011633,145.60332,141.43379,-0.01340542,-0.049579587,359.26013,-0.32138756
2.0706,-0.34069979,-0.30200079,143.63118,146.97589,-0.0032350305,145.61801,141.44817,-0.013057733,-0.050783951,359.26215,-0.31232768
2.0706999,-0.34071085,-0.31160107,143.65883,146.99077,-0.0037657053,145.63271,141.46252,-0.01269716,-0.051985901,359.26416,-0.30296087
2.0708001,-0.34071928,-0.32090414,143.68637,147.00558,-0.0042926641,145.64742,141.4769,-0.012324057,-0.053185392,359.2662,-0.29329622
2.0709,-0.34072509,-0.32990071,143.71382,147.02036,-0.0048153871,145.66211,141.49126,-0.011938791,-0.054382395,359.26822,-0.28334323
2.0710001,-0.34072828,-0.33858189,143.74117,147.03506,-0.0053333584,145.67682,141.50563,-0.011541742,-0.055576872,359.2702,-0.27311161
2.0711,-0.34072885,-0.34693915,143.7684,147.04973,-0.0058460664,145.69151,141.52,-0.011133304,-0.056768786,359.27222,-0.26261139
2.0711999,-0.34072673,-0.35496411,143.79553,147.06435,-0.0063530053,145.70622,141.53439,-0.010713877,-0.057958111,359.27423,-0.25185281
2.0713,-0.34072194,-0.36264887,143.82257,147.07892,-0.0068536755,145.72093,141.54877,-0.010283877,-0.05914481,359.27621,-0.24084643
2.0713999,-0.34071445,-0.36998582,143.84949,147.09343,-0.0073475819,145.73564,141.56316,-0.0098437285,-0.060328849,359.27823,-0.22960301
2.0715001,-0.34070426,-0.37696767,143.8763,147.10789,-0.007834238,145.75035,141.57755,-0.0093938652,-0.061510205,359.28021,-0.21813354
2.0716,-0.34069139,-0.38358745,143.90302,147.12231,-0.0083131623,145.76506,141.59193,-0.0089347307,-0.062688842,359.28223,-0.20644929
2.0717001,-0.34067574,-0.38983864,143.92961,147.13669,-0.0087838834,145.77977,141.60632,-0.0084667793,-0.063864745,359.28421,-0.19456169
2.0718,-0.34065735,-0.395715,143.9561,147.151,-0.0092459358,145.79448,141.62071,-0.0079904711,-0.065037869,359.28619,-0.18248236
2.0718999,-0.34063619,-0.40121064,143.98248,147.16527,-0.009698865,145.8092,141.63512,-0.0075062774,-0.066208206,359.28818,-0.17022318
2.072,-0.34061226,-0.40632015,144.00876,147.17949,-0.010142222,145.82391,141.64951,-0.007014676,-0.06737572,359.29016,-0.15779611
2.0720999,-0.3405855,-0.4110384,144.03493,147.19366,-0.01057557,145.83864,141.66391,-0.0065161511,-0.068540387,359.29214,-0.14521338
2.0722001,-0.34055594,-0.41536069,144.06097,147.20778,-0.010998483,145.85336,141.67831,-0.0060111955,-0.069702193,359.29413,-0.13248728
2.0723,-0.34052354,-0.4192827,144.08691,147.22185,-0.011410541,145.86807,141.69272,-0.0055003078,-0.070861116,359.29608,-0.11963033
2.0724001,-0.34048828,-0.42280048,144.11275,147.23587,-0.011811339,145.8828,141.70714,-0.0049839914,-0.072017126,359.29807,-0.1066551
2.0725,-0.34045017,-0.42591047,144.13847,147.24985,-0.012200481,145.89752,141.72154,-0.0044627562,-0.073170215,359.30002,-0.093574323
2.0725999,-0.34040916,-0.42860961,144.16408,147.26378,-0.012577584,145.91225,141.73596,-0.0039371164,-0.074320361,359.302,-0.080400832
2.0727,-0.34036523,-0.43089515,144.18958,147.27765,-0.012942273,145.92699,141.75038,-0.003407591,-0.075467549,359.30396,-0.067147553
2.0727999,-0.34031835,-0.43276471,144.21497,147.29149,-0.013294191,145.94171,141.7648,-0.0028747022,-0.076611757,359.30591,-0.053827479
2.0729001,-0.34026855,-0.43421644,144.24023,147.30527,-0.01363299,145.95644,141.77922,-0.0023389764,-0.077752985,359.30786,-0.040453687
2.073,-0.3402158,-0.43524879,144.2654,147.319,-0.013958335,145.97118,141.79364,-0.0018009419,-0.078891203,359.30981,-0.027039299
2.0731001,-0.34016004,-0.43586066,144.29045,147.33269,-0.014269905,145.9859,141.80807,-0.0012611296,-0.080026403,359.31177,-0.013597474
2.0732,-0.34010127,-0.43605143,144.3154,147.34631,-0.014567393,146.00064,141.82251,-0.00072007265,-0.081158586,359.31372,-0.00014141192
2.0732999,-0.34003949,-0.43582079,144.34023,147.35991,-0.014850505,146.01537,141.83694,-0.00017830473,-0.082287721,359.31567,0.01331568
2.0734,-0.33997467,-0.43516889,144.36494,147.37344,-0.015118961,146.03011,141.85138,0.00036363956,-0.083413817,359.3176,0.026760591
2.0734999,-0.33990681,-0.43409631,144.38956,147.38695,-0.015372498,146.04485,141.86581,0.00090522534,-0.084536858,359.31955,0.040180121
2.0736001,-0.33983585,-0.43260399,144.41406,147.40039,-0.015610864,146.05959,141.88025,0.001445918,-0.085656844,359.32147,0.053561084
2.0737,-0.33976182,-0.43069336,144.43845,147.41379,-0.015833825,146.07433,141.8947,0.0019851841,-0.086773753,359.32343,0.066890351
2.0738001,-0.33968464,-0.42836618,144.46274,147.42715,-0.01604116,146.08907,141.90913,0.0025224916,-0.0878876,359.32535,0.080154814
2.0739,-0.33960435,-0.4256247,144.48691,147.44046,-0.016232664,146.10381,141.92358,0.0030573099,-0.08899837,359.32727,0.093341455
2.0739999,-0.33952093,-0.42247149,144.51097,147.45372,-0.016408149,146.11856,141.93803,0.0035891114,-0.090106055,359.32919,0.10643731
2.0741,-0.33943433,-0.41890961,144.53494,147.46692,-0.016567443,146.1333,141.95248,0.004117371,-0.091210671,359.33112,0.11942951
2.0741999,-0.33934453,-0.41494247,144.55879,147.48009,-0.016710386,146.14806,141.96695,0.0046415683,-0.092312202,359.33304,0.13230529
2.0743001,-0.33925155,-0.4105739,144.58253,147.49321,-0.016836837,146.1628,141.9814,0.0051611848,-0.093410648,359.33496,0.145052
2.0743999,-0.33915535,-0.40580809,144.60619,147.50629,-0.016946673,146.17755,141.99586,0.0056757079,-0.094506018,359.33688,0.1576571
2.0745001,-0.33905593,-0.4006497,144.62973,147.51932,-0.017039787,146.19231,142.01031,0.006184631,-0.09559831,359.33881,0.17010821
2.0746,-0.33895323,-0.39510366,144.65317,147.5323,-0.017116085,146.20705,142.02478,0.0066874502,-0.096687533,359.3407,0.18239307
2.0747001,-0.33884731,-0.38917539,144.6765,147.54523,-0.01717549,146.2218,142.03925,0.0071836705,-0.097773679,359.34262,0.19449963
2.0748,-0.33873808,-0.38287061,144.69974,147.55812,-0.017217945,146.23656,142.05373,0.0076728021,-0.098856762,359.34451,0.20641594
2.0748999,-0.33862555,-0.37619549,144.72287,147.57097,-0.01724341,146.25131,142.06819,0.0081543615,-0.099936783,359.34644,0.21813031
2.075,-0.33850974,-0.36915648,144.74591,147.58377,-0.017251857,146.26607,142.08267,0.0086278738,-0.10101375,359.34833,0.2296312
2.0750999,-0.33839059,-0.36176044,144.76884,147.59651,-0.017243279,146.28084,142.09714,0.009092872,-0.10208768,359.35022,0.2409073
2.0752001,-0.33826813,-0.35401458,144.79169,147.60922,-0.017217685,146.29559,142.11162,0.0095488979,-0.10315856,359.35211,0.25194749
2.0753,-0.33814228,-0.3459264,144.81442,147.62189,-0.017175099,146.31035,142.1261,0.0099954996,-0.10422642,359.354,0.26274097
2.0754001,-0.33801311,-0.33750382,144.83708,147.63451,-0.017115563,146.32512,142.14058,0.010432238,-0.10529125,359.3559,0.27327704
2.0755,-0.33788055,-0.32875508,144.85963,147.64708,-0.017039139,146.33989,142.15508,0.010858681,-0.10635309,359.35779,0.28354535
2.0755999,-0.33774459,-0.31968862,144.8821,147.65961,-0.016945897,146.35464,142.16956,0.011274408,-0.10741192,359.35968,0.2935358
2.0757,-0.33760527,-0.31031337,144.90448,147.67209,-0.016835932,146.36942,142.18405,0.01167901,-0.10846777,359.36157,0.30323854
2.0757999,-0.33746254,-0.30063844,144.92676,147.68452,-0.016709352,146.38419,142.19853,0.012072085,-0.10952064,359.36343,0.31264403
2.0759001,-0.33731636,-0.29067329,144.94894,147.69693,-0.016566282,146.39896,142.21303,0.012453248,-0.11057056,359.36533,0.32174298
2.076,-0.33716682,-0.28042763,144.97105,147.70927,-0.016406866,146.41373,142.22752,0.01282212,-0.11161754,359.36719,0.33052644
2.0761001,-0.33701378,-0.2699115,144.99307,147.72159,-0.016231256,146.4285,142.24202,0.013178341,-0.11266158,359.36905,0.33898574
2.0762,-0.33685735,-0.25913516,145.01501,147.73384,-0.016039629,146.44327,142.25653,0.013521556,-0.11370271,359.37094,0.34711251
2.0762999,-0.33669746,-0.24810912,145.03687,147.74606,-0.015832173,146.45804,142.27103,0.013851427,-0.11474095,359.3728,0.35489878
2.0764,-0.33653411,-0.23684421,145.05864,147.75824,-0.015609092,146.47281,142.28554,0.014167628,-0.1157763,359.37466,0.36233687
2.0764999,-0.33636731,-0.22535141,145.08034,147.77037,-0.015370606,146.48759,142.30003,0.014469849,-0.11680879,359.37653,0.3694194
2.0766001,-0.33619702,-0.21364196,145.10194,147.78246,-0.015116953,146.50237,142.31454,0.01475779,-0.11783843,359.37839,0.3761394
2.0767,-0.3360233,-0.20172735,145.12347,147.79449,-0.014848382,146.51715,142.32906,0.015031166,-0.11886524,359.38025,0.38249025
2.0768001,-0.33584607,-0.1896192,145.14493,147.8065,-0.014565157,146.53192,142.34357,0.01528971,-0.11988924,359.38211,0.38846564
2.0769,-0.3356654,-0.17732938,145.16632,147.81845,-0.014267557,146.54671,142.35809,0.015533165,-0.12091046,359.38397,0.39405969
2.0769999,-0.33548123,-0.1648699,145.18762,147.83037,-0.013955878,146.56149,142.3726,0.01576129,-0.12192891,359.3858,0.39926687
2.0771,-0.33529359,-0.152253,145.20886,147.84224,-0.013630426,146.57628,142.38713,0.015973862,-0.1229446,359.38766,0.404082
2.0771999,-0.33510247,-0.13949101,145.23003,147.85406,-0.013291523,146.59106,142.40164,0.016170669,-0.12395757,359.3895,0.40850034
2.0773001,-0.33490783,-0.12659642,145.25113,147.86586,-0.012939502,146.60585,142.41617,0.016351519,-0.12496783,359.39136,0.41251749
2.0774,-0.33470976,-0.11358187,145.27216,147.87759,-0.012574713,146.62064,142.43069,0.016516233,-0.1259754,359.39319,0.41612947
2.0775001,-0.33450818,-0.10046013,145.29312,147.8893,-0.012197513,146.63542,142.44522,0.016664647,-0.1269803,359.39502,0.41933271
2.0776,-0.33430314,-0.087244026,145.31401,147.90096,-0.011808276,146.65021,142.45976,0.016796615,-0.12798256,359.39688,0.422124
