"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.w","loadInertiaQS.w","transformer.l2sigma.inductor[1].i","loadInertiaQS.phi","loadInertia.phi","transformer.l2sigma.inductor[3].i","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
2.0192001,0.21385241,0.068579815,124.07288,131.2518,-0.0042883637,138.39806,134.52907,0.016615851,0.21816778,357.55429,0.34803984
2.0193,0.21304508,0.081361212,124.09641,131.29643,-0.0037613616,138.41118,134.54147,0.016461808,0.21887571,357.55945,0.34371752
2.0193999,0.21221343,0.093987659,124.12044,131.34102,-0.0032306495,138.4243,134.55388,0.016291523,0.21957737,357.56461,0.33900377
2.0195,0.21135759,0.10644705,124.14498,131.38557,-0.0026967516,138.43744,134.5663,0.01610516,0.22027299,357.56973,0.33390373
2.0195999,0.21047774,0.11872744,124.17004,131.4301,-0.0021601946,138.45059,134.57872,0.015902907,0.22096281,357.57489,0.32842278
2.0197001,0.209574,0.13081706,124.19563,131.47459,-0.0016215078,138.46373,134.59113,0.015684959,0.22164705,357.58002,0.32256681
2.0197999,0.20864654,0.14270432,124.22175,131.51904,-0.001081223,138.47688,134.60355,0.015451534,0.22232597,357.58511,0.31634197
2.0199001,0.20769554,0.15437788,124.24839,131.56348,-0.00053987344,138.49004,134.61598,0.015202861,0.22299977,357.59024,0.30975482
2.02,0.20672116,0.16582653,124.27557,131.60786,2.0069642e-06,138.50319,134.6284,0.014939187,0.22366868,357.59534,0.30281225
2.0201001,0.2057236,0.17703934,124.30328,131.65222,0.00054388324,138.51636,134.64082,0.01466077,0.22433294,357.60043,0.29552153
2.0202,0.20470302,0.18800563,124.33154,131.69655,0.0010852205,138.52953,134.65326,0.014367888,0.22499274,357.6055,0.28789023
2.0202999,0.20365964,0.1987149,124.36034,131.74083,0.0016254849,138.54269,134.6657,0.014060827,0.22564831,357.61057,0.27992627
2.0204,0.20259365,0.20915693,124.38969,131.78508,0.0021641429,138.55588,134.67813,0.01373989,0.22629988,357.61563,0.27163789
2.0204999,0.20150527,0.21932182,124.41958,131.8293,0.0027006632,138.56905,134.69057,0.013405397,0.22694762,357.6207,0.26303366
2.0206001,0.2003947,0.22919984,124.45002,131.87349,0.0032345161,138.58223,134.70302,0.013057674,0.22759177,357.62573,0.25412244
2.0207,0.19926217,0.23878163,124.481,131.91763,0.0037651751,138.59543,134.71547,0.012697068,0.2282325,357.63077,0.24491335
2.0208001,0.19810791,0.24805808,124.51254,131.96175,0.004292116,138.60863,134.72792,0.012323932,0.22887003,357.6358,0.23541591
2.0209,0.19693212,0.25702041,124.54463,132.00583,0.0048148194,138.62183,134.74037,0.011938635,0.22950457,357.64081,0.22563978
2.0209999,0.19573508,0.26566008,124.57727,132.04987,0.0053327694,138.63503,134.75282,0.011541557,0.23013626,357.64584,0.21559498
2.0211,0.19451702,0.27396899,124.61045,132.09389,0.0058454545,138.64822,134.76529,0.011133092,0.23076533,357.65082,0.20529179
2.0211999,0.19327816,0.28193924,124.64419,132.13785,0.0063523687,138.66144,134.77774,0.010713641,0.23139194,357.65582,0.19474071
2.0213001,0.19201879,0.28956333,124.67847,132.18179,0.0068530119,138.67465,134.79021,0.010283617,0.23201628,357.6608,0.18395247
2.0214,0.19073915,0.29683411,124.71329,132.22569,0.0073468904,138.68788,134.80269,0.0098434472,0.23263851,357.66577,0.17293806
2.0215001,0.18943952,0.30374473,124.74866,132.26955,0.0078335162,138.7011,134.81516,0.0093935635,0.2332588,357.67075,0.16170868
2.0216,0.18812016,0.31028873,124.78457,132.31337,0.0083124097,138.71432,134.82764,0.0089344112,0.23387733,357.67572,0.15027574
2.0216999,0.18678133,0.31646001,124.82102,132.35716,0.0087830983,138.72757,134.84012,0.008466444,0.23449424,357.68066,0.1386508
2.0218,0.18542333,0.32225284,124.858,132.40091,0.0092451172,138.7408,134.8526,0.0079901218,0.2351097,357.68561,0.1268457
2.0218999,0.18404643,0.32766181,124.89552,132.44463,0.00969801,138.75404,134.86508,0.0075059165,0.23572385,357.69052,0.11487235
2.0220001,0.18265091,0.33268195,124.93356,132.48831,0.01014133,138.76729,134.87758,0.0070143049,0.23633686,357.69547,0.10274289
2.0221,0.18123709,0.33730868,124.97213,132.53195,0.010574641,138.78055,134.89008,0.0065157725,0.23694883,357.70038,0.090469584
2.0222001,0.17980522,0.34153771,125.01122,132.57555,0.010997513,138.79379,134.90257,0.0060108108,0.23755991,357.70526,0.078064829
2.0223,0.17835563,0.34536529,125.05082,132.61911,0.011409531,138.80705,134.91507,0.0054999189,0.23817027,357.71017,0.065541163
2.0223999,0.17688861,0.34878793,125.09093,132.66264,0.011810288,138.82033,134.92758,0.0049836007,0.23877998,357.71506,0.052911233
2.0225,0.17540449,0.35180262,125.13155,132.70613,0.012199387,138.83359,134.94009,0.0044623655,0.2393892,357.71994,0.040187765
2.0225999,0.17390354,0.35440668,125.17266,132.74959,0.012576445,138.84686,134.95261,0.003936728,0.23999801,357.72479,0.027383598
2.0227001,0.17238609,0.35659793,125.21427,132.793,0.012941091,138.86014,134.96512,0.0034072069,0.24060656,357.72968,0.014511642
2.0228,0.17085247,0.35837451,125.25637,132.83636,0.013292964,138.87343,134.97765,0.0028743243,0.24121495,357.73453,0.0015848589
2.0229001,0.16930297,0.35973495,125.29895,132.8797,0.013631715,138.8867,134.99017,0.0023386066,0.24182326,357.73935,-0.011383732
2.023,0.16773793,0.36067834,125.342,132.92299,0.013957013,138.89999,135.0027,0.0018005824,0.24243158,357.7442,-0.024381071
2.0230999,0.16615766,0.361204,125.38551,132.96625,0.014268536,138.91328,135.01524,0.0012607826,0.24304004,357.74902,-0.037394088
2.0232,0.16456249,0.36131176,125.42949,133.00948,0.014565975,138.92659,135.02779,0.00071973976,0.24364869,357.75385,-0.050409682
2.0232999,0.16295275,0.36100182,125.47392,133.05264,0.014849039,138.9399,135.04033,0.000177988,0.24425763,357.75867,-0.063414775
2.0234001,0.16132878,0.36027482,125.51879,133.09578,0.015117446,138.9532,135.05289,-0.0003639381,0.24486692,357.76346,-0.076396279
2.0235,0.15969089,0.35913181,125.56409,133.13889,0.015370932,138.96651,135.06543,-0.00090550381,0.24547663,357.76825,-0.089341156
2.0236001,0.15803942,0.35757419,125.60983,133.18193,0.015609249,138.97983,135.07799,-0.0014461746,0.24608684,357.77304,-0.1022364
2.0237,0.15637472,0.35560384,125.65598,133.22495,0.01583216,138.99315,135.09056,-0.0019854167,0.2466976,357.7778,-0.11506905
2.0237999,0.15469711,0.353223,125.70255,133.26793,0.016039444,139.00647,135.10312,-0.0025226986,0.24730895,357.78256,-0.12782621
2.0239,0.15300691,0.35043433,125.7495,133.31087,0.016230898,139.01981,135.11569,-0.0030574894,0.24792096,357.78732,-0.14049508
2.0239999,0.1513045,0.3472409,125.79686,133.35376,0.016406333,139.03314,135.12828,-0.0035892616,0.24853367,357.79208,-0.15306294
2.0241001,0.14959019,0.34364611,125.8446,133.39661,0.016565574,139.04648,135.14085,-0.0041174903,0.24914709,357.79681,-0.16551717
2.0242,0.14786433,0.33965388,125.8927,133.43942,0.016708467,139.05981,135.15344,-0.0046416544,0.24976128,357.80154,-0.17784525
2.0243001,0.14612725,0.33526838,125.94117,133.48219,0.01683487,139.07317,135.16603,-0.0051612365,0.25037628,357.80627,-0.19003484
2.0244,0.14437932,0.33049425,125.98999,133.52492,0.016944656,139.08652,135.17863,-0.0056757242,0.25099206,357.811,-0.20207366
2.0244999,0.14262085,0.32533652,126.03915,133.56761,0.017037719,139.09987,135.19124,-0.0061846091,0.25160867,357.8157,-0.21394967
2.0246,0.14085218,0.31980053,126.08865,133.61026,0.017113967,139.11322,135.20384,-0.0066873897,0.25222614,357.8204,-0.22565092
2.0246999,0.13907367,0.31389204,126.13847,133.65286,0.017173324,139.12659,135.21645,-0.007183569,0.25284445,357.82507,-0.23716567
2.0248001,0.13728566,0.30761716,126.1886,133.69542,0.017215732,139.13995,135.22906,-0.0076726582,0.2534636,357.82977,-0.24848238
2.0249,0.1354885,0.30098233,126.23903,133.73793,0.017241148,139.15332,135.24168,-0.0081541743,0.25408357,357.83444,-0.25958967
2.0250001,0.13368249,0.2939944,126.28974,133.78041,0.017249549,139.1667,135.25432,-0.0086276419,0.25470439,357.83911,-0.2704764
2.0251,0.131868,0.28666055,126.34074,133.82285,0.017240925,139.18008,135.26695,-0.0090925945,0.25532603,357.84375,-0.28113163
2.0251999,0.13004537,0.27898824,126.392,133.86523,0.017215285,139.19347,135.27959,-0.0095485719,0.25594845,357.84842,-0.29154468
2.0253,0.12821494,0.27098536,126.44351,133.90758,0.017172655,139.20686,135.29222,-0.0099951262,0.25657165,357.85306,-0.30170503
2.0253999,0.12637703,0.26266,126.49528,133.94989,0.017113077,139.22025,135.30487,-0.010431814,0.25719559,357.85767,-0.31160256
2.0255001,0.12453199,0.25402069,126.54726,133.99214,0.017036607,139.23364,135.31752,-0.010858207,0.25782022,357.8623,-0.32122728
2.0256,0.12268015,0.24507621,126.59948,134.03436,0.016943324,139.24706,135.33018,-0.011273882,0.25844553,357.86691,-0.33056951
2.0257001,0.12082185,0.23583558,126.65191,134.07654,0.01683332,139.26045,135.34285,-0.011678431,0.25907144,357.87152,-0.33961987
2.0258,0.1189574,0.22630823,126.70453,134.11865,0.016706701,139.27386,135.35551,-0.012071454,0.25969794,357.8761,-0.34836924
2.0258999,0.11708715,0.21650375,126.75734,134.16074,0.016563594,139.28728,135.36818,-0.012452562,0.26032495,357.88071,-0.35680881
2.026,0.11521142,0.2064321,126.81032,134.20279,0.016404141,139.30069,135.38086,-0.01282138,0.26095241,357.88528,-0.36493009
2.0260999,0.11333054,0.19610345,126.86347,134.24478,0.016228495,139.31412,135.39354,-0.013177545,0.26158026,357.88986,-0.37272492
2.0262001,0.11144482,0.18552822,126.91677,134.28673,0.016036835,139.32755,135.40623,-0.013520703,0.26220843,357.89441,-0.38018543
2.0263,0.1095546,0.17471707,126.97021,134.32863,0.015829345,139.34097,135.41893,-0.013850518,0.26283687,357.89896,-0.38730404
2.0264001,0.10766019,0.16368091,127.02377,134.3705,0.015606235,139.35442,135.43163,-0.014166662,0.26346546,357.9035,-0.39407361
2.0265,0.1057619,0.15243086,127.07745,134.41231,0.015367721,139.36784,135.44434,-0.014468825,0.26409417,357.90805,-0.4004873
2.0265999,0.10386005,0.14097822,127.13125,134.45407,0.01511404,139.38129,135.45705,-0.014756707,0.26472285,357.91257,-0.40653858
2.0267,0.10195495,0.12933454,127.18513,134.4958,0.014845442,139.39474,135.46976,-0.015030026,0.26535147,357.91711,-0.41222134
2.0267999,0.1000469,0.11751152,127.23909,134.53748,0.014562193,139.40819,135.48248,-0.015288512,0.26597989,357.92163,-0.41752982
2.0269001,0.098136216,0.10552102,127.29312,134.57912,0.014264571,139.42165,135.49521,-0.015531909,0.26660803,357.92612,-0.42245859
2.027,0.096223198,0.093375109,127.34722,134.6207,0.013952872,139.4351,135.50793,-0.015759977,0.26723579,357.9306,-0.42700264
2.0271001,0.09430813,0.08108598,127.40136,134.66223,0.013627402,139.44858,135.52068,-0.015972489,0.26786307,357.93509,-0.43115735
2.0272,0.09239132,0.068665951,127.45554,134.70374,0.013288481,139.46204,135.53342,-0.016169239,0.26848975,357.93958,-0.4349184
2.0272999,0.090473056,0.056127485,127.50974,134.74518,0.012936445,139.47551,135.54617,-0.016350031,0.26911569,357.94406,-0.43828195
2.0274,0.088553622,0.043483168,127.56395,134.78658,0.012571642,139.48898,135.55893,-0.016514687,0.26974082,357.94852,-0.44124457
2.0274999,0.086633302,0.030745663,127.61817,134.82793,0.012194431,139.50247,135.57169,-0.016663045,0.27036497,357.95297,-0.4438031
2.0276,0.084712379,0.017927738,127.67239,134.86923,0.011805185,139.51596,135.58444,-0.016794955,0.27098805,357.95743,-0.44595489
2.0276999,0.082791127,0.0050422377,127.72658,134.91049,0.011404288,139.52945,135.59721,-0.016910292,0.27160993,357.96185,-0.44769767
2.0278001,0.080869816,-0.007897933,127.78074,134.95171,0.010992135,139.54294,135.60999,-0.017008938,0.27223045,357.96628,-0.44902951
2.0279,0.078948721,-0.02087982,127.83486,134.99286,0.010569134,139.55643,135.62277,-0.017090799,0.2728495,357.9707,-0.449949
2.0280001,0.077028096,-0.033890422,127.88893,135.03398,0.0101357,139.56993,135.63556,-0.017155793,0.27346691,357.97513,-0.45045504
2.0281,0.0751082,-0.046916716,127.94295,135.07504,0.0096922638,139.58344,135.64835,-0.017203854,0.27408257,357.97952,-0.45054698
2.0281999,0.073189296,-0.059945669,127.99689,135.11606,0.0092392601,139.59695,135.66115,-0.017234936,0.27469635,357.98392,-0.45022455
2.0283,0.071271636,-0.072964244,128.05075,135.15703,0.0087771388,139.61046,135.67395,-0.017249011,0.27530807,357.98831,-0.44948795
2.0283999,0.069355451,-0.085959412,128.10452,135.19795,0.0083063543,139.62398,135.68675,-0.01724606,0.27591756,357.99268,-0.4483377
2.0285001,0.067441002,-0.098918177,128.1582,135.23883,0.0078273704,139.6375,135.69957,-0.017226089,0.27652472,357.99707,-0.44677481
2.0286,0.065528505,-0.11182758,128.21176,135.27965,0.0073406622,139.65103,135.71239,-0.017189117,0.27712935,358.00143,-0.44480062
2.0287001,0.063618205,-0.1246747,128.26521,135.32043,0.0068467082,139.66457,135.72522,-0.017135182,0.27773133,358.00577,-0.44241697
2.0288,0.061710328,-0.1374467,128.31853,135.36116,0.0063459966,139.6781,135.73804,-0.017064335,0.27833048,358.01013,-0.43962601
2.0288999,0.059805091,-0.15013081,128.3717,135.40182,0.0058390209,139.69164,135.75087,-0.016976647,0.27892664,358.01447,-0.43643034
2.029,0.057902716,-0.16271432,128.42474,135.44246,0.0053262827,139.70517,135.76372,-0.016872205,0.27951962,358.0188,-0.43283296
2.0290999,0.056003414,-0.17518468,128.47763,135.48303,0.0048082862,139.71872,135.77657,-0.016751111,0.28010929,358.02313,-0.42883724
2.0292001,0.054107394,-0.18752939,128.53036,135.52356,0.0042855442,139.73227,135.78941,-0.016613485,0.28069547,358.02744,-0.42444697
2.0293,0.052214853,-0.19973613,128.58292,135.56404,0.003758572,139.74582,135.80226,-0.016459463,0.28127798,358.03174,-0.41966632
2.0294001,0.05032599,-0.21179268,128.6353,135.60446,0.0032278893,139.75938,135.81512,-0.016289197,0.28185669,358.03604,-0.41449982
2.0295,0.048441,-0.22368696,128.6875,135.64484,0.0026940203,139.77295,135.82799,-0.016102854,0.28243136,358.04034,-0.40895244
2.0295999,0.046560064,-0.23540713,128.7395,135.68517,0.0021574916,139.78651,135.84087,-0.015900619,0.28300184,358.04462,-0.40302947
2.0297,0.044683371,-0.2469414,128.79131,135.72545,0.001618833,139.80008,135.85374,-0.015682694,0.28356797,358.04889,-0.39673659
2.0297999,0.042811088,-0.25827828,128.84291,135.76567,0.0010785757,139.81366,135.86662,-0.015449287,0.28412959,358.05316,-0.39007983
2.0299001,0.040943392,-0.26940638,128.8943,135.80585,0.00053725316,139.82724,135.87952,-0.015200635,0.28468645,358.05743,-0.38306558
2.03,0.039080448,-0.28031459,128.94548,135.84596,-4.6004889e-06,139.84082,135.89241,-0.014936982,0.28523844,358.06168,-0.37570062
2.0301001,0.037222415,-0.29099199,128.99643,135.88603,-0.00054645061,139.8544,135.9053,-0.014658586,0.28578535,358.06592,-0.36799204
2.0302,0.035369448,-0.3014279,129.04716,135.92606,-0.0010877623,139.868,135.9182,-0.014365724,0.286327,358.07016,-0.35994729
2.0302999,0.033521693,-0.31161183,129.09766,135.96602,-0.0016280015,139.88159,135.93111,-0.014058684,0.28686324,358.07437,-0.35157412
2.0304,0.031679302,-0.32153362,129.1479,136.00594,-0.0021666349,139.89519,135.94402,-0.013737769,0.28739384,358.07858,-0.34288061
2.0304999,0.029842405,-0.33118328,129.19791,136.04581,-0.0027031312,139.9088,135.95694,-0.013403296,0.28791863,358.08279,-0.33387518
2.0306001,0.028011139,-0.34055117,129.24767,136.08562,-0.0032369606,139.92239,135.96986,-0.013055595,0.28843743,358.08701,-0.32456654
2.0307,0.026185632,-0.34962785,129.29718,136.12538,-0.0037675963,139.936,135.98279,-0.012695008,0.28895006,358.09122,-0.31496373
2.0308001,0.024366004,-0.35840425,129.34644,136.16508,-0.0042945151,139.94963,135.99573,-0.012321892,0.28945634,358.0954,-0.305076
2.0309,0.022552377,-0.36687154,129.39542,136.20474,-0.0048171966,139.96324,136.00865,-0.011936616,0.28995609,358.09958,-0.29491299
2.0309999,0.020744856,-0.37502122,129.44414,136.24434,-0.0053351247,139.97687,136.02161,-0.01153956,0.29044911,358.10373,-0.28448451
2.0311,0.01894355,-0.38284507,129.4926,136.28389,-0.0058477889,139.99049,136.03455,-0.011131114,0.29093525,358.10791,-0.27380067
2.0311999,0.01714856,-0.39033526,129.54079,136.32339,-0.0063546831,140.00412,136.0475,-0.010711683,0.29141429,358.11206,-0.26287189
2.0313001,0.015359982,-0.39748421,129.5887,136.36282,-0.0068553067,140.01776,136.06046,-0.01028168,0.29188606,358.11621,-0.25170875
2.0314,0.013577904,-0.40428472,129.63634,136.40222,-0.0073491661,140.03139,136.07341,-0.0098415297,0.29235041,358.12033,-0.24032208
2.0315001,0.011802412,-0.41072991,129.6837,136.44156,-0.0078357738,140.04503,136.08638,-0.0093916664,0.2928071,358.12448,-0.22872296
2.0316,0.010033584,-0.41681331,129.73079,136.48083,-0.0083146486,140.05869,136.09935,-0.0089325337,0.29325598,358.1286,-0.21692264
2.0316999,0.0082714967,-0.42252871,129.77759,136.52007,-0.0087853195,140.07233,136.11234,-0.0084645851,0.29369691,358.13272,-0.2049326
2.0318,0.0065162163,-0.42787036,129.82411,136.55923,-0.0092473216,140.08598,136.12531,-0.0079882825,0.29412967,358.13681,-0.19276449
2.0318999,0.0047678077,-0.43283281,129.87035,136.59836,-0.0097001977,140.09964,136.13829,-0.0075040958,0.29455405,358.14093,-0.18043014
2.0320001,0.0030263294,-0.43741101,129.91631,136.63742,-0.010143503,140.11331,136.15128,-0.0070125028,0.29496998,358.14502,-0.16794156
2.0321,0.0012918349,-0.44160029,129.96198,136.67644,-0.010576798,140.12697,136.16428,-0.0065139886,0.29537717,358.14911,-0.15531088
2.0322001,-0.00043562785,-0.44539633,130.00735,136.71539,-0.010999656,140.14064,136.17728,-0.0060090451,0.29577553,358.15317,-0.14255039
2.0323,-0.0021560153,-0.44879529,130.05246,136.75429,-0.01141166,140.15431,136.19028,-0.0054981709,0.29616484,358.15726,-0.12967251
2.0323999,-0.0038692891,-0.45179361,130.09727,136.79314,-0.011812403,140.16798,136.20328,-0.0049818703,0.29654497,358.16132,-0.11668979
2.0325,-0.0055754157,-0.45438817,130.1418,136.83192,-0.012201489,140.18167,136.21629,-0.0044606524,0.29691571,358.16537,-0.10361483
2.0325999,-0.0072743669,-0.45657629,130.18605,136.87067,-0.012578535,140.19536,136.22931,-0.0039350316,0.29727694,358.1694,-0.090460368
2.0327001,-0.0089661181,-0.45835561,130.23001,136.90935,-0.012943168,140.20905,136.24234,-0.0034055267,0.29762846,358.17343,-0.077239223
2.0328,-0.010650652,-0.45972425,130.27371,136.94797,-0.013295029,140.22273,136.25536,-0.0028726603,0.29797015,358.17749,-0.063964255
2.0329001,-0.012327952,-0.46068066,130.31711,136.98654,-0.013633771,140.23643,136.26839,-0.0023369584,0.29830182,358.18149,-0.050648391
2.033,-0.01399801,-0.46122375,130.36024,137.02505,-0.013959059,140.25014,136.28142,-0.0017989494,0.29862332,358.18552,-0.037304603
2.0330999,-0.015660821,-0.46135285,130.40311,137.06352,-0.014270571,140.26384,136.29446,-0.0012591647,0.29893449,358.18951,-0.023945879
2.0332,-0.017316382,-0.46106765,130.44569,137.10191,-0.014568001,140.27756,136.30751,-0.00071813638,0.29923517,358.19351,-0.010585228
2.0332999,-0.0189647,-0.46036825,130.48801,137.14026,-0.014851055,140.29126,136.32056,-0.00017639872,0.29952523,358.19751,0.0027643342
2.0334001,-0.020605782,-0.45925519,130.53004,137.17856,-0.015119454,140.30498,136.3336,0.00036551358,0.29980454,358.20151,0.016089806
2.0335,-0.022239638,-0.4577294,130.57182,137.21678,-0.015372933,140.3187,136.34665,0.00090706593,0.30007294,358.20547,0.029378211
2.0336001,-0.023866288,-0.45579222,130.61336,137.25496,-0.015611241,140.33243,136.35971,0.0014477238,0.30033025,358.20944,0.042616606
2.0337,-0.025485752,-0.45344543,130.65462,137.29308,-0.015834145,140.34615,136.37277,0.0019869537,0.30057639,358.21341,0.055792093
2.0337999,-0.027098052,-0.45069113,130.69562,137.33115,-0.016041422,140.35988,136.38585,0.0025242232,0.3008112,358.21735,0.068891846
2.0339,-0.028703218,-0.44753188,130.73639,137.36916,-0.016232869,140.37361,136.39891,0.0030590023,0.30103454,358.22131,0.081903093
2.0339999,-0.030301284,-0.44397065,130.7769,137.40709,-0.016408298,140.38736,136.41199,0.0035907633,0.30124632,358.22525,0.094813175
2.0341001,-0.031892285,-0.44001076,130.81717,137.44499,-0.016567534,140.40109,136.42508,0.0041189813,0.30144635,358.22916,0.10760951
2.0342,-0.03347626,-0.43565595,130.85719,137.48282,-0.016710421,140.41484,136.43816,0.0046431352,0.30163455,358.23309,0.12027963
2.0343001,-0.035053253,-0.43091038,130.89699,137.5206,-0.016836818,140.42859,136.45125,0.0051627075,0.3018108,358.237,0.1328112
2.0344,-0.03662331,-0.42577854,130.93657,137.55832,-0.016946601,140.44235,136.46434,0.0056771855,0.30197498,358.24091,0.14519203
2.0344999,-0.038186483,-0.42026529,130.97591,137.59598,-0.01703966,140.4561,136.47743,0.0061860615,0.30212697,358.24481,0.15741004
2.0346,-0.039742827,-0.41437596,131.01505,137.63358,-0.017115904,140.46986,136.49052,0.0066888337,0.30226669,358.24872,0.16945334
2.0346999,-0.041292395,-0.40811613,131.05396,137.67111,-0.017175257,140.48363,136.50363,0.0071850051,0.302394,358.25259,0.18131021
2.0348001,-0.04283525,-0.40149185,131.09267,137.7086,-0.01721766,140.49741,136.51674,0.0076740864,0.3025088,358.25647,0.19296908
2.0349,-0.044371456,-0.39450946,131.13116,137.74603,-0.017243074,140.51117,136.52985,0.0081555955,0.30261099,358.26035,0.20441864
2.0350001,-0.045901071,-0.38717568,131.16946,137.7834,-0.017251473,140.52495,136.54297,0.0086290566,0.30270052,358.26422,0.21564773
2.0351,-0.047424175,-0.37949759,131.20758,137.82071,-0.017242845,140.53873,136.55609,0.0090940027,0.30277726,358.26807,0.22664541
2.0352001,-0.04894083,-0.37148252,131.24551,137.85796,-0.017217202,140.55252,136.56921,0.0095499745,0.30284113,358.27191,0.23740098
2.0353,-0.050451115,-0.36313832,131.28326,137.89514,-0.01717457,140.5663,136.58234,0.0099965222,0.30289203,358.27576,0.24790399
2.0353999,-0.051955108,-0.35447294,131.32083,137.93228,-0.017114988,140.58009,136.59547,0.010433205,0.30292991,358.27957,0.2581442
2.0355,-0.053452879,-0.34549478,131.35825,137.96935,-0.017038519,140.59389,136.6086,0.010859593,0.30295467,358.28342,0.26811168
2.0355999,-0.054944523,-0.33621258,131.39549,138.00636,-0.016945234,140.60768,136.62173,0.011275264,0.30296627,358.28723,0.27779672
2.0357001,-0.056430109,-0.32663527,131.43259,138.04332,-0.016835226,140.62149,136.63487,0.01167981,0.30296463,358.29105,0.2871899
2.0358,-0.057909735,-0.3167721,131.46953,138.08022,-0.016708605,140.6353,136.64803,0.012072828,0.30294967,358.29483,0.29628211
2.0359001,-0.059383478,-0.3066327,131.50633,138.11705,-0.016565498,140.64911,136.66118,0.012453933,0.30292132,358.29865,0.3050645
2.036,-0.060851432,-0.29622686,131.543,138.15382,-0.016406041,140.66292,136.67433,0.012822749,0.3028796,358.30243,0.31352854
2.0360999,-0.062313691,-0.28556463,131.57953,138.19054,-0.016230395,140.67674,136.68748,0.01317891,0.30282438,358.30621,0.32166603
2.0362,-0.063770346,-0.27465641,131.61595,138.22719,-0.016038733,140.69055,136.70064,0.013522067,0.30275562,358.31,0.32946905
2.0362999,-0.065221488,-0.26351279,131.65225,138.26379,-0.015831241,140.70438,136.71381,0.013851879,0.30267334,358.31375,0.33693004
2.0364001,-0.066667214,-0.25214452,131.68843,138.30032,-0.015608129,140.71822,136.72697,0.014168022,0.30257744,358.3175,0.34404179
2.0365,-0.068107627,-0.24056271,131.72452,138.33679,-0.015369614,140.73204,136.74014,0.014470184,0.30246791,358.32126,0.35079738
2.0366001,-0.069542818,-0.22877857,131.76051,138.3732,-0.015115931,140.74588,136.75331,0.014758066,0.30234471,358.32501,0.35719028
2.0367,-0.07097289,-0.21680357,131.79642,138.40956,-0.014847332,140.75972,136.76649,0.015031384,0.3022078,358.32874,0.36321431
2.0367999,-0.072397947,-0.20464934,131.83224,138.44585,-0.014564081,140.77356,136.77968,0.015289869,0.30205721,358.33249,0.36886364
2.0369,-0.07381808,-0.19232769,131.868,138.48209,-0.014266457,140.7874,136.79286,0.015533266,0.30189285,358.33621,0.37413281
2.0369999,-0.0752334,-0.17985062,131.90367,138.51825,-0.013954756,140.80125,136.80605,0.015761334,0.30171478,358.3399,0.37901676
2.0371001,-0.076644011,-0.16723025,131.93929,138.55435,-0.013629283,140.81511,136.81924,0.015973847,0.30152294,358.34363,0.38351077
2.0372,-0.07805001,-0.15447886,131.97485,138.59041,-0.013290361,140.82896,136.83244,0.016170599,0.30131733,358.34732,0.38761052
2.0373001,-0.079451501,-0.14160885,132.01036,138.62639,-0.012938323,140.84282,136.84564,0.016351391,0.30109796,358.35101,0.39131206
2.0374,-0.080848597,-0.12863275,132.04584,138.66231,-0.012573518,140.85669,136.85884,0.016516047,0.30086485,358.35471,0.3946119
2.0374999,-0.082241401,-0.11556321,132.08128,138.69817,-0.012196305,140.87056,136.87204,0.016664406,0.30061796,358.3584,0.39750683
2.0376,-0.083630018,-0.1024129,132.11668,138.73398,-0.011807056,140.88443,136.88525,0.016796319,0.30035734,358.36206,0.39999413
2.0376999,-0.085014544,-0.089194663,132.15207,138.76971,-0.011406156,140.8983,136.89847,0.016911656,0.30008301,358.36572,0.40207148
2.0378001,-0.086395092,-0.075921357,132.18745,138.80539,-0.010994,140.91219,136.91168,0.017010305,0.29979494,358.36938,0.40373689
2.0379,-0.087771773,-0.062605903,132.22281,138.841,-0.010570996,140.92607,136.92491,0.017092166,0.29949322,358.37305,0.4049888
2.0380001,-0.089144677,-0.049261268,132.25818,138.87656,-0.010137559,140.93996,136.93813,0.017157162,0.29917783,358.37668,0.40582609
2.0381,-0.090513922,-0.035900455,132.29355,138.91205,-0.009694119,140.95384,136.95135,0.017205225,0.29884881,358.38031,0.40624809
2.0381999,-0.091879614,-0.022536466,132.32892,138.94746,-0.0092411116,140.96774,136.96458,0.017236311,0.2985062,358.38394,0.40625438
2.0383,-0.093241841,-0.0091823228,132.36432,138.98283,-0.0087789865,140.98163,136.97783,0.017250387,0.29815006,358.38757,0.40584511
2.0383999,-0.094600722,0.0041489652,132.39972,139.01814,-0.0083081974,140.99553,136.99106,0.017247438,0.29778039,358.39117,0.40502074
2.0385001,-0.095956355,0.017444415,132.43517,139.05338,-0.0078292098,141.00943,137.0043,0.017227471,0.29739726,358.39481,0.40378222
2.0386,-0.097308837,0.030691072,132.47064,139.08855,-0.0073424964,141.02335,137.01755,0.017190501,0.29700071,358.39841,0.40213078
2.0387001,-0.098658279,0.043876037,132.50616,139.12366,-0.0068485378,141.03725,137.03079,0.017136568,0.29659081,358.40198,0.40006822
2.0388,-0.10000477,0.056986459,132.54172,139.15871,-0.0063478211,141.05116,137.04405,0.017065724,0.29616761,358.40558,0.3975966
