"Time","aimc.idq_rr[2]","loadInertia.w","powerSensor.flange_a.phi","aimc.idq_sr[1]","aimc.is[1]","aimc.idq_rr[1]","aimc.is[2]","aimc.idq_sr[2]","PI.x"
1.1742001,0.20053007,157.0419,184.39789,-6.6110344,-3.0462258,-0.14389755,8.2605648,-5.0583487,3.2389382e-06
1.1743,0.20052898,157.0419,184.41359,-6.6109962,-3.2890902,-0.14389905,8.2958069,-5.0583982,4.8341949e-06
1.1744,0.20052789,157.0419,184.42929,-6.6109581,-3.5287087,-0.14390057,8.3228626,-5.0584483,6.4253768e-06
1.1745,0.2005268,157.0419,184.44501,-6.6109195,-3.7648447,-0.14390208,8.3417053,-5.0584979,8.0123918e-06
1.1746,0.20052572,157.0419,184.46071,-6.6108813,-3.9972653,-0.1439036,8.3523149,-5.058548,9.5951527e-06
1.1747,0.20052463,157.0419,184.47641,-6.6108432,-4.2257409,-0.1439051,8.354682,-5.058598,1.1173571e-05
1.1748,0.20052356,157.0419,184.49211,-6.610805,-4.4500465,-0.14390662,8.3488035,-5.0586476,1.2747562e-05
1.1749001,0.20052247,157.0419,184.50781,-6.6107669,-4.6699605,-0.14390813,8.3346863,-5.0586977,1.4317045e-05
1.175,0.20052138,157.0419,184.52353,-6.6107287,-4.8852654,-0.14390963,8.3123436,-5.0587478,1.5881938e-05
1.1751,0.20052029,157.0419,184.53923,-6.6106906,-5.0957494,-0.14391115,8.2817984,-5.0587974,1.7442166e-05
1.1752,0.2005192,157.0419,184.55493,-6.6106524,-5.3012047,-0.14391266,8.2430792,-5.0588474,1.8997649e-05
1.1753,0.20051812,157.0419,184.57063,-6.6106143,-5.5014281,-0.14391418,8.1962252,-5.058897,2.0548319e-05
1.1754,0.20051703,157.0419,184.58633,-6.6105762,-5.6962223,-0.14391568,8.1412821,-5.0589471,2.2094104e-05
1.1755,0.20051594,157.0419,184.60205,-6.610538,-5.8853946,-0.1439172,8.0783052,-5.0589972,2.3634933e-05
1.1756001,0.20051485,157.0419,184.61775,-6.6104999,-6.0687594,-0.14391871,8.0073557,-5.0590467,2.5170744e-05
1.1756999,0.20051377,157.0419,184.63345,-6.6104617,-6.2461348,-0.14392023,7.9285045,-5.0590968,2.6701475e-05
1.1758,0.20051268,157.0419,184.64915,-6.6104236,-6.417346,-0.14392173,7.8418283,-5.0591464,2.8227061e-05
1.1759,0.20051159,157.0419,184.66486,-6.6103854,-6.5822239,-0.14392325,7.7474132,-5.0591965,2.9747447e-05
1.176,0.20051052,157.0419,184.68056,-6.6103473,-6.7406063,-0.14392476,7.6453524,-5.0592465,3.1262574e-05
1.1761,0.20050943,157.0419,184.69627,-6.6103091,-6.8923364,-0.14392628,7.5357466,-5.0592961,3.2772397e-05
1.1762,0.20050834,157.0419,184.71198,-6.610271,-7.0372643,-0.1439278,7.4187036,-5.0593462,3.4276858e-05
1.1763,0.20050725,157.0419,184.72768,-6.6102328,-7.1752477,-0.1439293,7.2943397,-5.0593958,3.5775913e-05
1.1763999,0.20050617,157.0419,184.74338,-6.6101947,-7.3061495,-0.14393082,7.1627765,-5.0594459,3.7269518e-05
1.1765,0.20050508,157.0419,184.75908,-6.6101561,-7.4298415,-0.14393233,7.0241451,-5.0594959,3.8757629e-05
1.1766,0.20050399,157.0419,184.7748,-6.6101179,-7.5462008,-0.14393385,6.8785815,-5.0595455,4.0240207e-05
1.1767,0.2005029,157.0419,184.7905,-6.6100798,-7.6551132,-0.14393535,6.7262297,-5.0595956,4.1717216e-05
1.1768,0.20050181,157.0419,184.8062,-6.6100416,-7.7564707,-0.14393687,6.5672398,-5.0596452,4.3188626e-05
1.1769,0.20050073,157.0419,184.8219,-6.6100035,-7.8501735,-0.14393838,6.4017687,-5.0596952,4.4654396e-05
1.177,0.20049964,157.0419,184.8376,-6.6099653,-7.9361296,-0.1439399,6.22998,-5.0597448,4.611451e-05
1.1770999,0.20049855,157.0419,184.85332,-6.6099272,-8.0142527,-0.1439414,6.0520434,-5.0597949,4.7568938e-05
1.1772,0.20049748,157.0419,184.86902,-6.609889,-8.0844679,-0.14394292,5.8681335,-5.059845,4.9017654e-05
1.1773,0.20049639,157.0419,184.88472,-6.6098509,-8.1467037,-0.14394443,5.6784329,-5.0598946,5.0460643e-05
1.1774,0.2004953,157.0419,184.90042,-6.6098127,-8.2009001,-0.14394595,5.4831281,-5.0599446,5.1888383e-05
1.1775,0.20049421,157.0419,184.91612,-6.6097746,-8.2470036,-0.14394745,5.2824125,-5.0599942,5.3300737e-05
1.1776,0.20049313,157.0419,184.93184,-6.6097364,-8.2849674,-0.14394897,5.0764837,-5.0600443,5.4705677e-05
1.1777,0.20049204,157.0419,184.94754,-6.6096983,-8.3147554,-0.14395049,4.8655448,-5.0600944,5.6103127e-05
1.1778001,0.20049095,157.0419,184.96324,-6.6096601,-8.336338,-0.143952,4.6498041,-5.0601439,5.7493002e-05
1.1779,0.20048986,157.0419,184.97894,-6.609622,-8.3496933,-0.14395352,4.4294748,-5.060194,5.887523e-05
1.178,0.20048878,157.0419,184.99464,-6.6095834,-8.3548088,-0.14395502,4.2047744,-5.0602436,6.0249738e-05
1.1781,0.2004877,157.0419,185.01035,-6.6095452,-8.3516788,-0.14395654,3.975924,-5.0602937,6.1616447e-05
1.1782,0.20048662,157.0419,185.02606,-6.6095071,-8.3403072,-0.14395805,3.74315,-5.0603437,6.2975298e-05
1.1783,0.20048553,157.0419,185.04176,-6.6094689,-8.3207045,-0.14395957,3.5066819,-5.0603933,6.432621e-05
1.1784,0.20048444,157.0419,185.05746,-6.6094308,-8.2928896,-0.14396109,3.2667532,-5.0604434,6.5669112e-05
1.1785001,0.20048335,157.0419,185.07317,-6.6093926,-8.2568913,-0.14396259,3.0236006,-5.060493,6.7003944e-05
1.1786,0.20048226,157.0419,185.08887,-6.6093545,-8.2127447,-0.14396411,2.7774639,-5.0605431,6.8330635e-05
1.1787,0.20048118,157.0419,185.10458,-6.6093163,-8.1604919,-0.14396562,2.5285864,-5.0605931,6.9649126e-05
1.1788,0.20048009,157.0419,185.12029,-6.6092782,-8.1001873,-0.14396714,2.2772133,-5.0606427,7.0959351e-05
1.1789,0.20047902,157.0419,185.13599,-6.6092401,-8.0318871,-0.14396866,2.0235929,-5.0606928,7.2261253e-05
1.179,0.20047793,157.0419,185.15169,-6.6092019,-7.9556618,-0.14397016,1.7679757,-5.0607424,7.3554766e-05
1.1791,0.20047684,157.0419,185.16739,-6.6091638,-7.8715844,-0.14397168,1.5106136,-5.0607924,7.4839831e-05
1.1792001,0.20047575,157.0419,185.18311,-6.6091256,-7.7797389,-0.14397319,1.2517606,-5.060842,7.6116397e-05
1.1793,0.20047466,157.0419,185.19881,-6.609087,-7.6802158,-0.14397471,0.99167234,-5.0608921,7.7384408e-05
1.1794,0.20047358,157.0419,185.21451,-6.6090488,-7.5731134,-0.14397623,0.73060536,-5.0609422,7.8643803e-05
1.1795,0.20047249,157.0419,185.23021,-6.6090107,-7.4585371,-0.14397773,0.46881744,-5.0609918,7.9894548e-05
1.1796,0.2004714,157.0419,185.24591,-6.6089725,-7.3366003,-0.14397925,0.20656681,-5.0610418,8.1136568e-05
1.1797,0.20047033,157.0419,185.26161,-6.6089344,-7.2074227,-0.14398076,-0.055887666,-5.0610914,8.2369836e-05
1.1798,0.20046924,157.0419,185.27733,-6.6088963,-7.0711327,-0.14398228,-0.31828699,-5.0611415,8.3594292e-05
1.1799001,0.20046815,157.0419,185.29303,-6.6088581,-6.9278641,-0.1439838,-0.58037221,-5.0611911,8.4809901e-05
1.1799999,0.20046706,157.0419,185.30873,-6.60882,-6.7777586,-0.1439853,-0.84188467,-5.0612411,8.6016611e-05
1.1801,0.20046598,157.0419,185.32443,-6.6087818,-6.6209645,-0.14398682,-1.1025662,-5.0612912,8.7214379e-05
1.1802,0.20046489,157.0419,185.34013,-6.6087437,-6.4576359,-0.14398834,-1.3621597,-5.0613408,8.8403169e-05
1.1803,0.2004638,157.0419,185.35585,-6.6087055,-6.2879348,-0.14398985,-1.620409,-5.0613909,8.9582936e-05
1.1804,0.20046273,157.0419,185.37155,-6.6086669,-6.1120281,-0.14399137,-1.8770591,-5.0614405,9.0753652e-05
1.1805,0.20046164,157.0419,185.38725,-6.6086287,-5.9300895,-0.14399287,-2.1318567,-5.0614905,9.1915281e-05
1.1806,0.20046055,157.0419,185.40295,-6.6085906,-5.7422986,-0.14399439,-2.3845506,-5.0615406,9.3067778e-05
1.1806999,0.20045947,157.0419,185.41866,-6.6085525,-5.5488405,-0.14399591,-2.634891,-5.0615902,9.4211122e-05
1.1808,0.20045838,157.0419,185.43437,-6.6085143,-5.3499069,-0.14399742,-2.8826313,-5.0616403,9.5345276e-05
1.1809,0.20045729,157.0419,185.45007,-6.6084762,-5.1456933,-0.14399894,-3.1275265,-5.0616899,9.6470219e-05
1.181,0.20045622,157.0419,185.46577,-6.608438,-4.9364014,-0.14400046,-3.3693354,-5.0617399,9.7585922e-05
1.1811,0.20045513,157.0419,185.48148,-6.6083999,-4.7222381,-0.14400196,-3.6078191,-5.0617895,9.8692348e-05
1.1812,0.20045404,157.0419,185.49718,-6.6083617,-4.5034146,-0.14400348,-3.8427424,-5.0618396,9.9789489e-05
1.1813,0.20045295,157.0419,185.51289,-6.6083236,-4.2801466,-0.144005,-4.0738735,-5.0618896,0.00010087732
1.1813999,0.20045187,157.0419,185.52859,-6.608285,-4.0526547,-0.14400652,-4.3009839,-5.0619392,0.00010195582
1.1815,0.20045078,157.0419,185.5443,-6.6082468,-3.8211632,-0.14400803,-4.52385,-5.0619893,0.00010302496
1.1816,0.20044969,157.0419,185.56,-6.6082087,-3.5859005,-0.14400955,-4.7422514,-5.0620389,0.00010408475
1.1817,0.20044862,157.0419,185.5757,-6.6081705,-3.3470993,-0.14401107,-4.9559727,-5.062089,0.00010513515
1.1818,0.20044753,157.0419,185.5914,-6.6081324,-3.1049948,-0.14401257,-5.1648035,-5.0621386,0.00010617616
1.1819,0.20044644,157.0419,185.60712,-6.6080942,-2.8598261,-0.14401409,-5.3685369,-5.0621886,0.00010720776
1.182,0.20044535,157.0419,185.62282,-6.6080561,-2.611835,-0.14401561,-5.5669723,-5.0622387,0.00010822996
1.1821001,0.20044427,157.0419,185.63852,-6.6080179,-2.3612664,-0.14401712,-5.7599134,-5.0622883,0.00010923873
1.1822,0.20044319,157.0419,185.65422,-6.6079798,-2.1083674,-0.14401864,-5.9471707,-5.0623384,0.00011022115
1.1823,0.20044211,157.0419,185.66992,-6.6079412,-1.8533877,-0.14402016,-6.1285586,-5.0623879,0.00011119233
1.1824,0.20044102,157.0419,185.68564,-6.607903,-1.5965791,-0.14402167,-6.3038983,-5.062438,0.00011215216
1.1825,0.20043993,157.0419,185.70134,-6.6078649,-1.3381947,-0.14402318,-6.4730172,-5.0624876,0.00011310058
1.1826,0.20043884,157.0419,185.71704,-6.6078267,-1.0784898,-0.1440247,-6.6357479,-5.0625377,0.0001140375
1.1827,0.20043775,157.0419,185.73274,-6.6077886,-0.81772047,-0.14402622,-6.7919297,-5.0625873,0.00011496285
1.1828001,0.20043668,157.0419,185.74844,-6.6077504,-0.55614418,-0.14402772,-6.9414086,-5.0626373,0.00011587653
1.1829,0.20043559,157.0419,185.76416,-6.6077123,-0.29401904,-0.14402924,-7.0840373,-5.0626874,0.00011677847
1.183,0.20043451,157.0419,185.77986,-6.6076741,-0.031603739,-0.14403076,-7.2196751,-5.062737,0.00011766859
1.1831,0.20043342,157.0419,185.79556,-6.607636,0.23084275,-0.14403228,-7.3481874,-5.0627871,0.00011854681
1.1832,0.20043233,157.0419,185.81126,-6.6075974,0.49306142,-0.14403379,-7.4694486,-5.0628366,0.00011941303
1.1833,0.20043126,157.0419,185.82697,-6.6075592,0.75479352,-0.14403531,-7.5833378,-5.0628867,0.00012026719
1.1834,0.20043017,157.0419,185.84268,-6.6075211,1.0157807,-0.14403683,-7.6897435,-5.0629363,0.00012110921
1.1835001,0.20042908,157.0419,185.85838,-6.6074829,1.2757654,-0.14403835,-7.7885604,-5.0629864,0.00012193899
1.1835999,0.20042799,157.0419,185.87408,-6.6074448,1.5344912,-0.14403985,-7.8796906,-5.0630364,0.00012275646
1.1837,0.20042691,157.0419,185.88979,-6.6074066,1.7917025,-0.14404137,-7.9630446,-5.063086,0.00012356153
1.1838,0.20042583,157.0419,185.90549,-6.6073685,2.0471456,-0.14404289,-8.0385399,-5.0631361,0.00012435413
1.1839,0.20042475,157.0419,185.92119,-6.6073303,2.3005686,-0.14404441,-8.1061029,-5.0631857,0.00012513417
1.184,0.20042366,157.0419,185.9369,-6.6072917,2.5517211,-0.14404592,-8.1656656,-5.0632358,0.00012590157
1.1841,0.20042257,157.0419,185.95261,-6.6072536,2.8003552,-0.14404744,-8.2171698,-5.0632854,0.00012665625
1.1842,0.20042148,157.0419,185.96831,-6.6072154,3.046226,-0.14404896,-8.2605648,-5.0633354,0.00012739812
1.1842999,0.20042041,157.0419,185.98401,-6.6071773,3.2890904,-0.14405048,-8.2958069,-5.063385,0.00012812711
1.1844,0.20041932,157.0419,185.99971,-6.6071391,3.5287087,-0.14405198,-8.3228626,-5.0634351,0.00012884312
1.1845,0.20041823,157.0419,186.01543,-6.607101,3.7648449,-0.1440535,-8.3417053,-5.0634851,0.00012954608
1.1846,0.20041715,157.0419,186.03113,-6.6070628,3.9972653,-0.14405502,-8.3523149,-5.0635347,0.00013023592
1.1847,0.20041607,157.0419,186.04683,-6.6070247,4.2257414,-0.14405654,-8.354682,-5.0635848,0.00013091251
1.1848,0.20041499,157.0419,186.06253,-6.606986,4.4500465,-0.14405805,-8.3488035,-5.0636344,0.00013157581
1.1849,0.2004139,157.0419,186.07823,-6.6069479,4.6699605,-0.14405957,-8.3346863,-5.0636845,0.00013222573
1.1849999,0.20041281,157.0419,186.09395,-6.6069098,4.8852654,-0.14406109,-8.3123436,-5.0637341,0.00013286217
1.1851,0.20041174,157.0419,186.10965,-6.6068716,5.0957494,-0.14406261,-8.2817984,-5.0637841,0.00013348507
1.1852,0.20041065,157.0419,186.12535,-6.6068335,5.3012047,-0.14406411,-8.2430792,-5.0638337,0.00013409431
1.1853,0.20040956,157.0419,186.14105,-6.6067953,5.5014281,-0.14406563,-8.1962252,-5.0638838,0.00013468984
1.1854,0.20040847,157.0419,186.15675,-6.6067572,5.6962223,-0.14406715,-8.1412821,-5.0639334,0.00013527155
1.1855,0.2004074,157.0419,186.17247,-6.6067185,5.8853951,-0.14406867,-8.0783052,-5.0639834,0.00013583938
1.1856,0.20040631,157.0419,186.18817,-6.6066804,6.0687594,-0.14407019,-8.0073557,-5.0640335,0.00013639322
1.1857001,0.20040523,157.0419,186.20387,-6.6066422,6.2461348,-0.1440717,-7.928504,-5.0640831,0.000136933
1.1858,0.20040414,157.0419,186.21957,-6.6066041,6.417346,-0.14407322,-7.8418279,-5.0641332,0.00013745863
1.1859,0.20040306,157.0419,186.23528,-6.606566,6.5822239,-0.14407474,-7.7474132,-5.0641828,0.00013797003
1.186,0.20040198,157.0419,186.25098,-6.6065278,6.7406063,-0.14407626,-7.6453519,-5.0642328,0.00013846709
1.1861,0.20040089,157.0419,186.26669,-6.6064897,6.8923364,-0.14407778,-7.5357461,-5.0642824,0.00013894975
1.1862,0.2003998,157.0419,186.28239,-6.606451,7.0372643,-0.14407928,-7.4187036,-5.0643325,0.00013941791
1.1863,0.20039873,157.0419,186.2981,-6.6064129,7.1752477,-0.1440808,-7.2943392,-5.0643821,0.00013987148
1.1864001,0.20039764,157.0419,186.3138,-6.6063747,7.3061495,-0.14408232,-7.1627765,-5.0644321,0.00014031038
1.1865,0.20039655,157.0419,186.3295,-6.6063366,7.4298415,-0.14408384,-7.0241446,-5.0644822,0.00014073453
1.1866,0.20039548,157.0419,186.34521,-6.6062984,7.5462008,-0.14408536,-6.8785815,-5.0645318,0.00014114383
1.1867,0.20039439,157.0419,186.36092,-6.6062603,7.6551132,-0.14408687,-6.7262292,-5.0645819,0.00014153818
1.1868,0.2003933,157.0419,186.37662,-6.6062222,7.7564707,-0.14408839,-6.5672398,-5.0646315,0.00014191751
1.1869,0.20039222,157.0419,186.39232,-6.6061835,7.8501735,-0.14408991,-6.4017687,-5.0646815,0.00014228985
1.187,0.20039114,157.0419,186.40802,-6.6061454,7.9361296,-0.14409143,-6.22998,-5.0647311,0.00014264893
1.1871001,0.20039006,157.0419,186.42374,-6.6061072,8.0142527,-0.14409295,-6.052043,-5.0647812,0.00014299357
1.1872,0.20038897,157.0419,186.43944,-6.6060691,8.0844679,-0.14409445,-5.8681335,-5.0648308,0.00014332372
1.1873,0.2003879,157.0419,186.45514,-6.6060309,8.1467037,-0.14409597,-5.6784325,-5.0648808,0.00014363931
1.1874,0.20038681,157.0419,186.47084,-6.6059928,8.2009001,-0.14409749,-5.4831281,-5.0649304,0.00014394031
1.1875,0.20038572,157.0419,186.48654,-6.6059542,8.2470036,-0.14409901,-5.2824121,-5.0649805,0.00014422665
1.1876,0.20038463,157.0419,186.50224,-6.605916,8.2849674,-0.14410053,-5.0764832,-5.0650301,0.00014449828
1.1877,0.20038356,157.0419,186.51796,-6.6058779,8.3147554,-0.14410204,-4.8655443,-5.0650802,0.00014475515
1.1878,0.20038247,157.0419,186.53366,-6.6058397,8.336338,-0.14410356,-4.6498036,-5.0651302,0.00014499722
1.1878999,0.20038138,157.0419,186.54936,-6.6058016,8.3496933,-0.14410508,-4.4294744,-5.0651798,0.00014522442
1.188,0.20038031,157.0419,186.56506,-6.6057634,8.3548088,-0.1441066,-4.2047739,-5.0652299,0.00014543672
1.1881,0.20037922,157.0419,186.58076,-6.6057248,8.3516788,-0.14410812,-3.9759235,-5.0652795,0.00014563404
1.1882,0.20037813,157.0419,186.59648,-6.6056867,8.3403072,-0.14410964,-3.7431495,-5.0653296,0.00014581636
1.1883,0.20037706,157.0419,186.61218,-6.6056485,8.3207045,-0.14411114,-3.5066814,-5.0653791,0.00014598362
1.1884,0.20037597,157.0419,186.62788,-6.6056104,8.2928896,-0.14411266,-3.2667527,-5.0654292,0.00014613578
1.1885,0.20037489,157.0419,186.64359,-6.6055722,8.2568913,-0.14411418,-3.0236001,-5.0654788,0.00014627278
1.1885999,0.2003738,157.0419,186.65929,-6.6055341,8.2127438,-0.1441157,-2.7774634,-5.0655289,0.00014639458
1.1887,0.20037273,157.0419,186.675,-6.6054955,8.1604919,-0.14411722,-2.5285859,-5.0655785,0.00014650113
1.1888,0.20037164,157.0419,186.6907,-6.6054573,8.1001863,-0.14411873,-2.2772129,-5.0656285,0.00014659239
1.1889,0.20037055,157.0419,186.70641,-6.6054192,8.0318871,-0.14412025,-2.0235927,-5.0656781,0.00014666829
1.189,0.20036948,157.0419,186.72211,-6.605381,7.9556613,-0.14412177,-1.7679752,-5.0657282,0.00014672881
1.1891,0.20036839,157.0419,186.73781,-6.6053429,7.8715844,-0.14412329,-1.5106131,-5.0657778,0.00014677389
1.1892,0.2003673,157.0419,186.75352,-6.6053047,7.7797389,-0.14412481,-1.2517601,-5.0658278,0.0001468035
1.1892999,0.20036623,157.0419,186.76923,-6.6052661,7.6802158,-0.14412631,-0.99167186,-5.0658779,0.00014681759
1.1894,0.20036514,157.0419,186.78493,-6.6052279,7.573113,-0.14412783,-0.73060495,-5.0659275,0.00014681611
1.1895,0.20036405,157.0419,186.80063,-6.6051898,7.4585366,-0.14412935,-0.468817,-5.0659776,0.00014679902
1.1896,0.20036298,157.0419,186.81633,-6.6051517,7.3365998,-0.14413087,-0.20656636,-5.0660272,0.00014676627
1.1897,0.20036189,157.0419,186.83203,-6.6051135,7.2074227,-0.14413239,0.055888116,-5.0660772,0.00014671782
1.1898,0.2003608,157.0419,186.84775,-6.6050754,7.0711322,-0.1441339,0.31828743,-5.0661268,0.00014665365
1.1899,0.20035973,157.0419,186.86345,-6.6050367,6.9278636,-0.14413542,0.58037263,-5.0661769,0.00014657369
1.1900001,0.20035864,157.0419,186.87915,-6.6049986,6.7777581,-0.14413694,0.84188509,-5.0662265,0.00014647791
1.1901,0.20035756,157.0419,186.89485,-6.6049604,6.6209641,-0.14413846,1.1025667,-5.0662766,0.00014636626
1.1902,0.20035648,157.0419,186.91055,-6.6049223,6.4576354,-0.14413998,1.3621602,-5.0663261,0.00014623872
1.1903,0.2003554,157.0419,186.92627,-6.6048841,6.2879343,-0.14414148,1.6204095,-5.0663762,0.00014609523
1.1904,0.20035431,157.0419,186.94197,-6.604846,6.1120276,-0.144143,1.8770596,-5.0664258,0.00014593576
1.1905,0.20035324,157.0419,186.95767,-6.6048074,5.930089,-0.14414452,2.1318572,-5.0664759,0.00014576028
1.1906,0.20035215,157.0419,186.97337,-6.6047692,5.7422981,-0.14414604,2.384551,-5.0665255,0.00014556873
1.1907001,0.20035106,157.0419,186.98907,-6.6047311,5.54884,-0.14414755,2.6348915,-5.0665755,0.00014536109
1.1908,0.20034999,157.0419,187.00479,-6.6046929,5.3499064,-0.14414907,2.8826315,-5.0666251,0.00014513731
1.1909,0.2003489,157.0419,187.02049,-6.6046548,5.1456928,-0.14415058,3.127527,-5.0666752,0.00014489735
1.191,0.20034781,157.0419,187.03619,-6.6046162,4.9364009,-0.1441521,3.3693359,-5.0667248,0.00014464119
1.1911,0.20034674,157.0419,187.0519,-6.604578,4.7222376,-0.14415362,3.6078196,-5.0667748,0.00014436879
1.1912,0.20034565,157.0419,187.0676,-6.6045399,4.5034142,-0.14415513,3.8427429,-5.0668249,0.00014408011
1.1913,0.20034456,157.0419,187.08331,-6.6045017,4.2801461,-0.14415665,4.073874,-5.0668745,0.00014377511
1.1914001,0.20034349,157.0419,187.09901,-6.6044636,4.0526538,-0.14415817,4.3009844,-5.0669246,0.00014345376
1.1914999,0.2003424,157.0419,187.11472,-6.604425,3.8211625,-0.14415969,4.5238504,-5.0669742,0.00014311602
1.1916,0.20034133,157.0419,187.13042,-6.6043868,3.5859001,-0.14416119,4.7422519,-5.0670242,0.00014278515
1.1917,0.20034024,157.0419,187.14612,-6.6043487,3.3470988,-0.14416271,4.9559731,-5.0670738,0.00014245936
1.1918,0.20033915,157.0419,187.16182,-6.6043105,3.1049943,-0.14416423,5.1648035,-5.0671239,0.00014211964
1.1919,0.20033808,157.0419,187.17754,-6.6042724,2.8598254,-0.14416575,5.3685369,-5.0671735,0.00014176601
1.192,0.20033699,157.0419,187.19324,-6.6042342,2.6118343,-0.14416726,5.5669727,-5.0672235,0.00014139847
1.1921,0.2003359,157.0419,187.20894,-6.6041956,2.3612657,-0.14416878,5.7599139,-5.0672731,0.00014101704
1.1921999,0.20033483,157.0419,187.22464,-6.6041574,2.1083667,-0.1441703,5.9471712,-5.0673232,0.00014062172
1.1923,0.20033374,157.0419,187.24034,-6.6041193,1.8533871,-0.14417182,6.1285591,-5.0673728,0.00014021251
1.1924,0.20033266,157.0419,187.25606,-6.6040812,1.5965785,-0.14417332,6.3038988,-5.0674229,0.00013978942
1.1925,0.20033158,157.0419,187.27176,-6.604043,1.3381941,-0.14417484,6.4730172,-5.0674725,0.00013935246
1.1926,0.2003305,157.0419,187.28746,-6.6040044,1.0784892,-0.14417636,6.6357479,-5.0675225,0.00013890164
1.1927,0.20032941,157.0419,187.30316,-6.6039662,0.81771988,-0.14417788,6.7919297,-5.0675721,0.00013843695
1.1928,0.20032834,157.0419,187.31886,-6.6039281,0.55614358,-0.14417939,6.9414086,-5.0676222,0.00013795843
1.1928999,0.20032725,157.0419,187.33458,-6.6038899,0.29401845,-0.14418091,7.0840373,-5.0676718,0.00013746605
1.193,0.20032616,157.0419,187.35028,-6.6038518,0.03160315,-0.14418243,7.2196751,-5.0677218,0.00013695983
1.1931,0.20032507,157.0419,187.36598,-6.6038132,-0.23084334,-0.14418395,7.3481879,-5.0677714,0.00013643979
1.1932,0.200324,157.0419,187.38168,-6.603775,-0.49306202,-0.14418545,7.4694486,-5.0678215,0.00013590594
1.1933,0.20032291,157.0419,187.39738,-6.6037369,-0.75479412,-0.14418697,7.5833383,-5.0678711,0.00013535825
1.1934,0.20032182,157.0419,187.41309,-6.6036987,-1.0157813,-0.14418849,7.6897435,-5.0679212,0.00013479676
1.1935,0.20032075,157.0419,187.4288,-6.6036606,-1.275766,-0.14419,7.7885604,-5.0679708,0.00013422147
1.1936001,0.20031966,157.0419,187.4445,-6.603622,-1.5344918,-0.14419152,7.8796906,-5.0680208,0.00013363238
1.1937,0.20031857,157.0419,187.46021,-6.6035838,-1.7917031,-0.14419304,7.9630451,-5.0680704,0.00013302951
1.1938,0.2003175,157.0419,187.47591,-6.6035457,-2.0471463,-0.14419456,8.0385408,-5.0681205,0.00013241285
1.1939,0.20031641,157.0419,187.49161,-6.6035075,-2.3005691,-0.14419606,8.1061029,-5.0681701,0.00013178242
1.194,0.20031533,157.0419,187.50732,-6.6034694,-2.5517216,-0.14419758,8.1656656,-5.0682201,0.00013113822
1.1941,0.20031425,157.0419,187.52303,-6.6034307,-2.8003559,-0.1441991,8.2171698,-5.0682697,0.00013048026
1.1942,0.20031317,157.0419,187.53873,-6.6033926,-3.0462265,-0.14420061,8.2605648,-5.0683198,0.00012980854
1.1943001,0.20031208,157.0419,187.55443,-6.6033545,-3.2890909,-0.14420213,8.2958069,-5.0683694,0.00012912309
1.1944,0.20031101,157.0419,187.57013,-6.6033163,-3.5287092,-0.14420365,8.3228626,-5.0684195,0.00012842388
1.1945,0.20030992,157.0419,187.58585,-6.6032777,-3.7648454,-0.14420515,8.3417053,-5.068469,0.00012771094
1.1946,0.20030883,157.0419,187.60155,-6.6032395,-3.9972658,-0.14420667,8.3523149,-5.0685191,0.00012698429
1.1947,0.20030776,157.0419,187.61725,-6.6032014,-4.2257419,-0.14420819,8.354682,-5.0685687,0.0001262439
1.1948,0.20030667,157.0419,187.63295,-6.6031632,-4.450047,-0.1442097,8.3488035,-5.0686188,0.00012548981
1.1949,0.20030558,157.0419,187.64865,-6.6031251,-4.669961,-0.14421122,8.3346863,-5.0686684,0.00012472201
1.1950001,0.20030451,157.0419,187.66437,-6.6030865,-4.8852658,-0.14421274,8.3123436,-5.0687184,0.00012394051
1.1950999,0.20030342,157.0419,187.68007,-6.6030483,-5.0957499,-0.14421424,8.2817974,-5.068768,0.00012314532
1.1952,0.20030233,157.0419,187.69577,-6.6030102,-5.3012052,-0.14421576,8.2430792,-5.0688181,0.00012233644
1.1953,0.20030124,157.0419,187.71147,-6.602972,-5.5014286,-0.14421728,8.1962252,-5.0688677,0.00012151388
1.1954,0.20030017,157.0419,187.72717,-6.6029339,-5.6962228,-0.14421879,8.1412821,-5.0689178,0.00012067766
1.1955,0.20029908,157.0419,187.74287,-6.6028953,-5.8853955,-0.14422031,8.0783052,-5.0689673,0.00011985795
1.1956,0.200298,157.0419,187.75859,-6.6028571,-6.0687599,-0.14422183,8.0073557,-5.0690174,0.00011904799
1.1957,0.20029692,157.0419,187.77429,-6.602819,-6.2461352,-0.14422333,7.928504,-5.069067,0.00011822821
1.1957999,0.20029584,157.0419,187.78999,-6.6027808,-6.4173465,-0.14422485,7.8418279,-5.0691171,0.00011739871
1.1959,0.20029475,157.0419,187.80569,-6.6027422,-6.5822244,-0.14422637,7.7474127,-5.0691667,0.00011655957
1.196,0.20029366,157.0419,187.8214,-6.602704,-6.7406068,-0.14422788,7.6453519,-5.0692167,0.0001157109
1.1961,0.20029259,157.0419,187.83711,-6.6026659,-6.8923364,-0.1442294,7.5357456,-5.0692663,0.00011485279
1.1962,0.2002915,157.0419,187.85281,-6.6026278,-7.0372648,-0.14423092,7.4187031,-5.0693164,0.00011398533
1.1963,0.20029041,157.0419,187.86852,-6.6025896,-7.1752477,-0.14423242,7.2943387,-5.069366,0.00011310863
