"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","transformer.l2sigma.inductor[2].i","transformer.l2sigma.inductor[3].i","loadInertia.phi","loadInertia.w"
2.0220001,238.20341,-386.43896,343.7695,-183.99908,-351.22614,153.00146,-0.017155634,0.0070143039,134.87741,124.93349
2.0221,250.39099,-388.77661,348.62576,-183.81799,-355.76959,152.76248,-0.017090412,0.0065157716,134.88991,124.97206
2.0222001,262.42789,-390.67999,353.40729,-183.67142,-360.23889,152.55693,-0.017008323,0.0060108108,134.9024,125.01115
2.0223,274.30063,-392.14691,358.11304,-183.55811,-364.63321,152.38361,-0.01690945,0.0054999185,134.91492,125.05075
2.0223999,285.99603,-393.17569,362.7421,-183.47678,-368.95157,152.24124,-0.016793888,0.0049836002,134.92741,125.09087
2.0225,297.50104,-393.76508,367.29355,-183.42615,-373.19318,152.12859,-0.016661752,0.0044623651,134.93993,125.13148
2.0225999,308.80283,-393.91428,371.76654,-183.40492,-377.35724,152.04437,-0.016513174,0.003936728,134.95244,125.17259
2.0227001,319.88876,-393.62299,376.16025,-183.41179,-381.44293,151.98732,-0.016348297,0.0034072064,134.96497,125.2142
2.0228,330.74646,-392.89136,380.47382,-183.44543,-385.44955,151.95616,-0.016167287,0.0028743239,134.97749,125.2563
2.0229001,341.3638,-391.72006,384.7066,-183.50452,-389.37643,151.9496,-0.015970321,0.0023386062,134.99002,125.29887
2.023,351.72891,-390.11014,388.85782,-183.58772,-393.22293,151.96632,-0.015757596,0.0018005824,135.00255,125.34193
2.0230999,361.8302,-388.06317,392.92682,-183.69368,-396.9884,152.00504,-0.015529318,0.0012607824,135.01508,125.38544
2.0232,371.65631,-385.58121,396.91299,-183.82108,-400.67227,152.06442,-0.015285714,0.00071973942,135.02762,125.42942
2.0232999,381.19629,-382.66669,400.81577,-183.96854,-404.27405,152.14317,-0.015027026,0.00017798772,135.04016,125.47385
2.0234001,390.43936,-379.3226,404.63458,-184.1347,-407.79324,152.23994,-0.014753507,-0.00036393816,135.05272,125.51871
2.0235,399.37518,-375.55234,408.36896,-184.31821,-411.22937,152.35344,-0.014465428,-0.00090550393,135.06528,125.56403
2.0236001,407.99365,-371.35974,412.0184,-184.5177,-414.58206,152.4823,-0.014163073,-0.0014461747,135.07784,125.60976
2.0237,416.28506,-366.74915,415.58252,-184.73178,-417.85089,152.62523,-0.013846742,-0.001985417,135.09039,125.65591
2.0237999,424.24008,-361.72528,419.06094,-184.95911,-421.03561,152.78087,-0.013516745,-0.0025226986,135.10297,125.70247
2.0239,431.84967,-356.2933,422.45331,-185.19827,-424.13586,152.94791,-0.013173408,-0.0030574894,135.11554,125.74943
2.0239999,439.10516,-350.45886,425.75934,-185.44795,-427.15146,153.125,-0.01281707,-0.0035892616,135.12811,125.79678
2.0241001,445.99838,-344.228,428.97879,-185.70673,-430.08212,153.31082,-0.012448084,-0.0041174903,135.1407,125.84452
2.0242,452.52139,-337.60715,432.11142,-185.97325,-432.92773,153.50404,-0.012066813,-0.0046416544,135.15327,125.89262
2.0243001,458.66678,-330.60324,435.15707,-186.24614,-435.68814,153.70334,-0.011673632,-0.0051612365,135.16588,125.94109
2.0244,464.4274,-323.22351,438.11563,-186.52405,-438.36328,153.90738,-0.011268931,-0.0056757238,135.17847,125.98992
2.0244999,469.79669,-315.47565,440.987,-186.80559,-440.95306,154.11487,-0.01085311,-0.0061846091,135.19107,126.03909
2.0246,474.76834,-307.36774,443.77109,-187.08942,-443.45749,154.32446,-0.010426577,-0.0066873897,135.20367,126.08858
2.0246999,479.33658,-298.90817,446.46796,-187.37418,-445.87656,154.53488,-0.0099897543,-0.007183569,135.21629,126.1384
2.0248001,483.49603,-290.10583,449.07758,-187.65852,-448.21039,154.74481,-0.0095430724,-0.0076726582,135.2289,126.18852
2.0249,487.24173,-280.96988,451.60001,-187.94112,-450.45905,154.95294,-0.009086974,-0.0081541743,135.24153,126.23895
2.0250001,490.56918,-271.50983,454.0354,-188.22061,-452.62268,155.158,-0.0086219069,-0.0086276419,135.25415,126.28967
2.0251,493.47437,-261.73553,456.38388,-188.49568,-454.70145,155.35872,-0.0081483303,-0.0090925945,135.26678,126.34066
2.0251999,495.95364,-251.65723,458.64566,-188.76501,-456.69559,155.5538,-0.0076667126,-0.0095485719,135.27942,126.39192
2.0253,498.00385,-241.28543,460.82089,-189.02731,-458.60535,155.742,-0.0071775294,-0.0099951262,135.29207,126.44344
2.0253999,499.62234,-230.63095,462.90991,-189.28128,-460.431,155.92206,-0.006681262,-0.010431814,135.3047,126.49519
2.0255001,500.80685,-219.70491,464.91299,-189.5256,-462.17288,156.09276,-0.0061784005,-0.010858206,135.31737,126.54719
2.0256,501.55563,-208.51874,466.83044,-189.75902,-463.83136,156.25284,-0.005669442,-0.011273881,135.33002,126.5994
2.0257001,501.86734,-197.08409,468.66266,-189.98029,-465.4068,156.40111,-0.0051548891,-0.011678431,135.34268,126.65182
2.0258,501.74118,-185.41293,470.41006,-190.18811,-466.89963,156.53635,-0.0046352479,-0.012071453,135.35535,126.70445
2.0258999,501.17673,-173.51741,472.07309,-190.3813,-468.31036,156.65738,-0.004111032,-0.012452561,135.36803,126.75726
2.026,500.1741,-161.40997,473.65219,-190.55859,-469.63947,156.76303,-0.0035827593,-0.01282138,135.38071,126.81024
2.0260999,498.73386,-149.10324,475.14792,-190.71881,-470.88745,156.85213,-0.0030509511,-0.013177544,135.39339,126.86339
2.0262001,496.85699,-136.61006,476.56079,-190.86075,-472.0549,156.92352,-0.0025161311,-0.013520703,135.40607,126.91669
2.0263,494.54498,-123.94347,477.89142,-190.98323,-473.14243,156.9761,-0.0019788281,-0.013850517,135.41876,126.97012
2.0264001,491.7998,-111.11668,479.14041,-191.0851,-474.15063,157.00876,-0.0014395724,-0.014166662,135.43147,127.02369
2.0265,488.62378,-98.143051,480.30841,-191.16521,-475.08023,157.02037,-0.00089889596,-0.014468824,135.44417,127.07738
2.0265999,485.01984,-85.036133,481.39612,-191.22243,-475.93182,157.00987,-0.00035733188,-0.014756707,135.45688,127.13116
2.0267,480.99124,-71.80957,482.40424,-191.25566,-476.70621,156.97623,0.00018458487,-0.015030026,135.4696,127.18504
2.0267999,476.54178,-58.47715,483.3335,-191.26381,-477.40411,156.91835,0.00072631938,-0.015288511,135.48232,127.23901
2.0269001,471.67557,-45.052757,484.18466,-191.2458,-478.02631,156.83525,0.0012673374,-0.015531909,135.49504,127.29305
2.027,466.39734,-31.550369,484.95859,-191.20062,-478.57364,156.72592,0.0018071048,-0.015759975,135.50778,127.34714
2.0271001,460.7121,-17.984039,485.6561,-191.12721,-479.04691,156.58937,0.0023450891,-0.015972489,135.52052,127.40128
2.0272,454.62534,-4.3678818,486.27802,-191.02457,-479.44699,156.42467,0.0028807591,-0.016169239,135.53326,127.45545
2.0272999,448.14301,9.283946,486.82529,-190.89171,-479.77478,156.23083,0.0034135862,-0.016350031,135.54601,127.50966
2.0274,441.27139,22.957251,487.2988,-190.72768,-480.03119,156.00697,0.0039430447,-0.016514687,135.55876,127.56387
2.0274999,434.0173,36.637829,487.69949,-190.53154,-480.21719,155.75218,0.0044686119,-0.016663043,135.57152,127.61809
2.0276,426.38779,50.311474,488.02835,-190.30237,-480.33371,155.46561,0.0049897698,-0.016794955,135.58429,127.6723
2.0276999,418.39044,63.963993,488.28638,-190.03926,-480.38177,155.14638,0.0055060033,-0.01691029,135.59706,127.72649
2.0278001,410.03317,77.581223,488.47461,-189.74136,-480.3624,154.79367,0.006016803,-0.017008938,135.60983,127.78065
2.0279,401.32425,91.149055,488.59406,-189.40784,-480.27661,154.40669,0.006521665,-0.017090797,135.6226,127.83478
2.0280001,392.27231,104.65341,488.64581,-189.03786,-480.12546,153.98466,0.0070200916,-0.017155793,135.63539,127.88885
2.0281,382.88638,118.08033,488.63098,-188.63062,-479.91003,153.52684,0.0075115901,-0.017203853,135.64819,127.94286
2.0281999,373.17584,131.41589,488.55063,-188.18535,-479.63144,153.03249,0.0079956753,-0.017234934,135.66098,127.99681
2.0283,363.15036,144.64633,488.40594,-187.70134,-479.29083,152.50089,0.0084718708,-0.017249009,135.67378,128.05067
2.0283999,352.81995,157.75797,488.19806,-187.17784,-478.88931,151.9314,0.0089397058,-0.01724606,135.6866,128.10445
2.0285001,342.19498,170.73724,487.92813,-186.61418,-478.42804,151.32333,0.0093987184,-0.017226089,135.6994,128.15811
2.0286,331.28601,183.57079,487.59738,-186.00969,-477.9082,150.6761,0.009848455,-0.017189117,135.71222,128.21169
2.0287001,320.10406,196.24535,487.207,-185.36372,-477.33099,149.98909,0.010288473,-0.017135181,135.72505,128.26512
2.0288,308.66028,208.74786,486.75821,-184.6757,-476.69763,149.26172,0.010718338,-0.017064335,135.73788,128.31844
2.0288999,296.96613,221.06548,486.25229,-183.94502,-476.00934,148.49347,0.011137626,-0.016976647,135.75072,128.37163
2.029,285.03339,233.1855,485.69046,-183.17114,-475.26733,147.68382,0.011545922,-0.016872203,135.76355,128.42467
2.0290999,272.87402,245.0955,485.07404,-182.35355,-474.4729,146.83228,0.011942824,-0.016751111,135.7764,128.47755
2.0292001,260.50018,256.78323,484.40424,-181.49174,-473.62729,145.93839,0.012327941,-0.016613485,135.78925,128.53027
2.0293,247.92433,268.23669,483.68243,-180.58525,-472.73175,145.00171,0.01270089,-0.016459461,135.80211,128.58284
2.0294001,235.15909,279.44415,482.90991,-179.63364,-471.7876,144.02184,0.013061306,-0.016289195,135.81497,128.63521
2.0295,222.21725,290.39413,482.08795,-178.63651,-470.79614,142.99843,0.013408834,-0.016102854,135.82784,128.68741
2.0295999,209.11182,301.07547,481.21796,-177.59348,-469.75867,141.93111,0.013743128,-0.015900619,135.8407,128.73941
2.0297,195.85591,311.4772,480.30124,-176.5042,-468.67648,140.81956,0.014063859,-0.015682692,135.85358,128.79123
2.0297999,182.46288,321.58878,479.33911,-175.36836,-467.55093,139.66351,0.014370712,-0.015449286,135.86646,128.84283
2.0299001,168.94611,331.39981,478.33301,-174.18567,-466.38333,138.46269,0.014663382,-0.015200635,135.87935,128.89423
2.03,155.31917,340.90036,477.28421,-172.95587,-465.17502,137.21687,0.014941582,-0.014936982,135.89224,128.9454
2.0301001,141.59572,350.08078,476.19415,-171.67874,-463.92734,135.92586,0.015205036,-0.014658585,135.90514,128.99635
2.0302,127.78951,358.93173,475.06418,-170.35408,-462.64166,134.58948,0.015453486,-0.014365722,135.91805,129.04707
2.0302999,113.91436,367.44427,473.89569,-168.9817,-461.31927,133.20758,0.015686685,-0.014058684,135.93095,129.09756
2.0304,99.984161,375.60977,472.69003,-167.56151,-459.96158,131.78006,0.015904402,-0.013737768,135.94386,129.14783
2.0304999,86.012848,383.41995,471.44864,-166.09335,-458.56992,130.30682,0.016106425,-0.013403295,135.95677,129.19783
2.0306001,72.014381,390.867,470.17288,-164.57718,-457.14563,128.78781,0.016292553,-0.013055593,135.9697,129.24759
2.0307,58.002762,397.94339,468.86411,-163.01292,-455.69009,127.22301,0.016462604,-0.012695008,135.98262,129.2971
2.0308001,43.991966,404.64203,467.52377,-161.40059,-454.20465,125.61242,0.016616408,-0.012321892,135.99556,129.34634
2.0309,29.995979,410.95621,466.1532,-159.74017,-452.69064,123.95606,0.016753811,-0.011936615,136.0085,129.39534
2.0309999,16.028759,416.87961,464.75381,-158.03172,-451.14944,122.25401,0.016874684,-0.011539559,136.02144,129.44406
2.0311,2.1042151,422.40637,463.327,-156.27531,-449.58237,120.50634,0.016978903,-0.011131114,136.03438,129.49252
2.0311999,-11.763791,427.53098,461.87411,-154.47104,-447.99078,118.71317,0.017066365,-0.010711682,136.04733,129.54071
2.0313001,-25.561466,432.24838,460.39651,-152.61903,-446.37601,116.87465,0.017136985,-0.010281679,136.06029,129.58862
2.0314,-39.275101,436.55392,458.89563,-150.71945,-444.73941,114.99094,0.017190695,-0.0098415287,136.07326,129.63626
2.0315001,-52.891087,440.44342,457.37277,-148.77248,-443.08228,113.06226,0.017227439,-0.0093916655,136.08621,129.68362
2.0316,-66.395912,443.91306,455.82935,-146.77835,-441.40594,111.08884,0.017247181,-0.0089325327,136.0992,129.73071
2.0316999,-79.776215,446.9595,454.26663,-144.73729,-439.71173,109.07091,0.017249903,-0.0084645841,136.11217,129.77751
2.0318,-93.018738,449.57983,452.68604,-142.64958,-438.00092,107.00877,0.017235603,-0.0079882815,136.12515,129.82404
2.0318999,-106.1104,451.77161,451.08887,-140.51552,-436.27481,104.90273,0.017204294,-0.0075040953,136.13814,129.87027
2.0320001,-119.03828,453.53278,449.47644,-138.33545,-434.5347,102.75312,0.017156005,-0.0070125018,136.15112,129.91623
2.0321,-131.78964,454.86176,447.85007,-136.10971,-432.78186,100.56031,0.017090784,-0.0065139877,136.16411,129.9619
2.0322001,-144.35193,455.75742,446.21106,-133.8387,-431.01755,98.324684,0.017008701,-0.0060090451,136.17711,130.00728
2.0323,-156.71277,456.21906,444.56073,-131.52281,-429.24301,96.046661,0.01690983,-0.0054981709,136.19011,130.05238
2.0323999,-168.86005,456.24643,442.9003,-129.16251,-427.4595,93.726677,0.016794272,-0.0049818698,136.20312,130.0972
2.0325,-180.78186,455.83972,441.23108,-126.75822,-425.66821,91.365196,0.016662139,-0.0044606514,136.21614,130.14172
2.0325999,-192.46654,454.99957,439.55426,-124.31046,-423.87039,88.962708,0.016513567,-0.0039350316,136.22916,130.18597
2.0327001,-203.90265,453.72708,437.87115,-121.81974,-422.0672,86.51973,0.016348695,-0.0034055263,136.24217,130.22995
2.0328,-215.07907,452.02374,436.18292,-119.28658,-420.25983,84.036789,0.016167689,-0.0028726598,136.2552,130.27364
2.0329001,-225.98491,449.89154,434.49078,-116.71157,-418.44943,81.514458,0.015970727,-0.002336958,136.26822,130.31705
2.033,-236.60959,447.33286,432.79593,-114.09528,-416.63718,78.953316,0.015758008,-0.0017989494,136.28127,130.36017
2.0330999,-246.94279,444.35052,431.09952,-111.43832,-414.82419,76.353966,0.015529735,-0.0012591644,136.2943,130.40303
2.0332,-256.97455,440.94781,429.40274,-108.74133,-413.01157,73.717041,0.015286135,-0.00071813603,136.30734,130.44562
2.0332999,-266.69516,437.12842,427.70667,-106.00496,-411.20041,71.043182,0.015027452,-0.00017639843,136.32039,130.48793
2.0334001,-276.09528,432.89642,426.01242,-103.2299,-409.39178,68.333069,0.01475394,0.0003655137,136.33344,130.52997
2.0335,-285.16589,428.25635,424.32114,-100.41682,-407.58679,65.587395,0.014465866,0.0009070661,136.3465,130.57176
2.0336001,-293.89838,423.21313,422.63388,-97.566483,-405.78641,62.806854,0.014163516,0.0014477241,136.35956,130.61328
2.0337,-302.28433,417.77213,420.95166,-94.679604,-403.99167,59.992195,0.01384719,0.0019869537,136.37262,130.65454
2.0337999,-310.31583,411.93909,419.27557,-91.75695,-402.20358,57.144161,0.013517198,0.0025242232,136.38568,130.69556
2.0339,-317.98529,405.72012,417.60657,-88.799301,-400.4231,54.263515,0.013173866,0.0030590026,136.39876,130.73631
2.0339999,-325.28546,399.12173,415.94568,-85.807457,-398.65121,51.351051,0.012817534,0.0035907635,136.41183,130.77682
2.0341001,-332.20953,392.15088,414.29385,-82.782242,-396.88879,48.40757,0.012448552,0.0041189813,136.42491,130.81709
2.0342,-338.75104,384.81479,412.65204,-79.72448,-395.13681,45.433891,0.012067286,0.0046431352,136.43799,130.85713
2.0343001,-344.9039,377.12109,411.02115,-76.635033,-393.39609,42.430847,0.011674111,0.0051627075,136.45108,130.89693
2.0344,-350.66248,369.07782,409.4021,-73.514763,-391.66754,39.399296,0.011269415,0.0056771855,136.46417,130.93649
2.0344999,-356.02148,360.6933,407.79572,-70.364563,-389.95197,36.340103,0.010853598,0.0061860615,136.47726,130.97585
2.0346,-360.97614,351.97617,406.20291,-67.185326,-388.25018,33.25415,0.01042707,0.0066888337,136.49037,131.01497
2.0346999,-365.52194,342.93549,404.62445,-63.97797,-386.56302,30.142328,0.0099902507,0.0071850051,136.50348,131.05389
2.0348001,-369.65494,333.58057,403.06119,-60.743427,-384.8912,27.005548,0.0095435735,0.0076740864,136.51659,131.09259
2.0349,-373.37146,323.92105,401.51385,-57.482639,-383.2355,23.844732,0.0090874787,0.0081555955,136.52969,131.1311
2.0350001,-376.6684,313.96683,399.98322,-54.19656,-381.59659,20.660812,0.0086224154,0.0086290566,136.5428,131.1694
2.0351,-379.543,303.72818,398.46997,-50.886154,-379.97519,17.454731,0.0081488425,0.0090940017,136.55592,131.20752
2.0352001,-381.99292,293.21561,396.97485,-47.552406,-378.37198,14.227446,0.0076672276,0.0095499735,136.56905,131.24545
2.0353,-384.0163,282.43985,395.4985,-44.196304,-376.78754,10.97992,0.0071780477,0.0099965222,136.58217,131.2832
2.0353999,-385.61172,271.41196,394.0416,-40.818848,-375.22256,7.713129,0.0066817827,0.010433205,136.59531,131.32077
2.0355,-386.77811,260.14319,392.60471,-37.421043,-373.67758,4.4280553,0.0061789239,0.010859593,136.60844,131.35818
2.0355999,-387.51492,248.64507,391.18845,-34.003914,-372.15317,1.1256897,0.0056699677,0.011275264,136.62158,131.39543
2.0357001,-387.82199,236.92931,389.7934,-30.568485,-370.64987,-2.1929679,0.0051554167,0.01167981,136.63472,131.43253
2.0358,-387.69962,225.00784,388.42007,-27.115789,-369.16818,-5.5269132,0.0046357773,0.012072828,136.64786,131.46947
2.0359001,-387.14853,212.89282,387.069,-23.646868,-367.70862,-8.8751335,0.0041115629,0.012453932,136.66101,131.50627
2.036,-386.16983,200.59654,385.74063,-20.162769,-366.27161,-12.236612,0.0035832915,0.012822748,136.67416,131.54294
2.0360999,-384.76517,188.1315,384.43546,-16.664545,-364.85757,-15.610326,0.0030514842,0.01317891,136.68732,131.57947
2.0362,-382.93652,175.51036,383.1539,-13.153251,-363.46695,-18.995249,0.0025166648,0.013522066,136.70049,131.61589
2.0362999,-380.68631,162.74588,381.89633,-9.6299515,-362.1001,-22.390352,0.001979362,0.013851878,136.71364,131.65219
2.0364001,-378.01743,149.85103,380.66315,-6.0957098,-360.75735,-25.794601,0.0014401062,0.014168022,136.72681,131.68837
2.0365,-374.93311,136.83881,379.45471,-2.5515945,-359.43906,-29.206963,0.00089942937,0.014470184,136.73997,131.72446
2.0366001,-371.43707,123.7224,378.27133,1.0013243,-358.14554,-32.626396,0.00035786466,0.014758065,136.75316,131.76045
2.0367,-367.53342,110.51503,377.11328,4.561975,-356.87701,-36.051865,-0.00018405315,0.015031383,136.76633,131.79636
2.0367999,-363.22668,97.230034,375.98083,8.1292858,-355.63379,-39.482334,-0.000725789,0.015289869,136.77951,131.83218
2.0369,-358.52173,83.880798,374.87424,11.702183,-354.41602,-42.916763,-0.0012668086,0.015533266,136.79269,131.86794
2.0369999,-353.42392,70.480759,373.79373,15.279594,-353.22394,-46.354111,-0.0018065781,0.015761333,136.80589,131.90361
2.0371001,-347.9389,57.043404,372.73944,18.860451,-352.05774,-49.793346,-0.0023445648,0.015973847,136.81908,131.93922
2.0372,-342.07281,43.582233,371.71158,22.44368,-350.91751,-53.233437,-0.0028802373,0.016170599,136.83228,131.97479
2.0373001,-335.83206,30.110767,370.71027,26.028217,-349.80338,-56.673347,-0.0034130674,0.016351391,136.84547,132.0103
2.0374,-329.22354,16.642517,369.7356,29.612997,-348.71548,-60.112053,-0.0039425292,0.016516047,136.85867,132.04578
2.0374999,-322.25439,3.1909802,368.78766,33.19696,-347.65387,-63.548531,-0.0044681006,0.016664404,136.87189,132.08122
2.0376,-314.93222,-10.230375,367.86649,36.779049,-346.61853,-66.981758,-0.0049892622,0.016796319,136.88509,132.11662
2.0376999,-307.26489,-23.608122,366.97217,40.358215,-345.60956,-70.410721,-0.0055054999,0.016911656,136.8983,132.15202
2.0378001,-299.26068,-36.928894,366.10464,43.933411,-344.62692,-73.834419,-0.0060163043,0.017010303,136.91153,132.18739
2.0379,-290.92813,-50.179394,365.26395,47.503597,-343.67059,-77.251839,-0.0065211714,0.017092166,136.92474,132.22275
2.0380001,-282.27615,-63.346405,364.44998,51.067741,-342.74048,-80.661995,-0.0070196032,0.017157162,136.93797,132.25812
2.0381,-273.31396,-76.416817,363.66272,54.624813,-341.83655,-84.063889,-0.0075111073,0.017205225,136.9512,132.29349
2.0381999,-264.05106,-89.377609,362.90207,58.173801,-340.95868,-87.456551,-0.0079951985,0.017236309,136.96443,132.32886
2.0383,-254.49725,-102.2159,362.16788,61.713692,-340.10678,-90.839005,-0.0084713995,0.017250385,136.97766,132.36426
2.0383999,-244.66264,-114.91896,361.46005,65.243484,-339.28067,-94.210297,-0.0089392411,0.017247438,136.99091,132.39967
2.0385001,-234.55759,-127.47417,360.77838,68.762192,-338.48019,-97.569458,-0.0093982602,0.017227469,137.00414,132.4351
2.0386,-224.19272,-139.86909,360.12271,72.268822,-337.70514,-100.91556,-0.0098480042,0.017190499,137.01738,132.47058
2.0387001,-213.57889,-152.09146,359.49283,75.762421,-336.95532,-104.24767,-0.01028803,0.017136566,137.03064,132.5061
2.0388,-202.72723,-164.12921,358.88852,79.24202,-336.23053,-107.56485,-0.010717902,0.017065722,137.04388,132.54167
2.0388999,-191.64911,-175.97046,358.30948,82.706665,-335.53046,-110.86621,-0.011137198,0.016978037,137.05714,132.57729
2.039,-180.35606,-187.60352,357.75549,86.155434,-334.85486,-114.15085,-0.011545502,0.016873596,137.0704,132.61295
2.0390999,-168.85986,-199.01695,357.22626,89.587395,-334.20343,-117.41788,-0.011942412,0.016752506,137.08366,132.64868
2.0392001,-157.17247,-210.19954,356.72144,93.001633,-333.57587,-120.66643,-0.012327537,0.016614882,137.09694,132.68448
2.0393,-145.30602,-221.14032,356.24069,96.397263,-332.97186,-123.89563,-0.012700495,0.016460862,137.1102,132.72034
2.0394001,-133.27284,-231.82855,355.78369,99.773392,-332.39099,-127.10466,-0.013060921,0.016290598,137.12347,132.75629
2.0395,-121.08537,-242.25381,355.35007,103.12917,-331.83298,-130.29266,-0.013408457,0.016104259,137.13675,132.79231
2.0395999,-108.75625,-252.40591,354.93942,106.46371,-331.29736,-133.45885,-0.01374276,0.015902026,137.15004,132.82841
2.0397,-96.298187,-262.27496,354.55133,109.7762,-330.78378,-136.6024,-0.014063501,0.0156841,137.16331,132.86462
2.0397999,-83.724052,-271.85135,354.18539,113.06581,-330.29181,-139.72253,-0.014370362,0.015450696,137.17661,132.90091
2.0399001,-71.046799,-281.12582,353.84113,116.33174,-329.82098,-142.8185,-0.014663043,0.015202047,137.1899,132.9373
2.04,-58.27948,-290.08939,353.51813,119.57319,-329.37085,-145.88951,-0.014941253,0.014938395,137.2032,132.9738
2.0401001,-45.435219,-298.7334,353.21588,122.78939,-328.94098,-148.93484,-0.015204717,0.01466,137.21649,133.01039
2.0402,-32.527206,-307.04953,352.9339,125.97958,-328.53085,-151.9538,-0.015453177,0.014367139,137.2298,133.0471
2.0402999,-19.568682,-315.02979,352.67166,129.14304,-328.14001,-154.94563,-0.015686387,0.014060101,137.2431,133.08392
2.0404,-6.5729284,-322.66656,352.42868,132.27902,-327.76788,-157.90971,-0.015904116,0.013739185,137.25641,133.12086
2.0404999,6.4467554,-329.95258,352.20441,135.38683,-327.414,-160.84532,-0.016106147,0.013404713,137.26973,133.15791
2.0406001,19.477058,-336.88092,351.99826,138.46579,-327.07779,-163.75185,-0.016292287,0.013057012,137.28305,133.1951
2.0407,32.504677,-343.44504,351.80972,141.51523,-326.7587,-166.62865,-0.016462348,0.012696427,137.29637,133.23239
2.0408001,45.516312,-349.63876,351.63821,144.53452,-326.45618,-169.4751,-0.016616162,0.012323312,137.30969,133.26982
2.0409,58.498707,-355.45633,351.48309,147.52299,-326.16968,-172.2906,-0.016753577,0.011938035,137.32303,133.30739
2.0409999,71.438652,-360.89227,351.34384,150.48007,-325.89856,-175.07462,-0.016874459,0.011540977,137.33635,133.34508
2.0411,84.322983,-365.94165,351.21979,153.40518,-325.64227,-177.82657,-0.01697869,0.011132532,137.34969,133.3829
2.0411999,97.138603,-370.59982,351.11035,156.29771,-325.40018,-180.54591,-0.017066162,0.0107131,137.36304,133.42087
2.0413001,109.87253,-374.86258,351.01486,159.15715,-325.17166,-183.23215,-0.017136794,0.010283095,137.37637,133.45897
2.0414,122.51184,-378.7261,350.93271,161.98296,-324.95615,-185.88478,-0.017190514,0.0098429434,137.38972,133.49721
2.0415001,135.04375,-382.18701,350.86322,164.77461,-324.75296,-188.50333,-0.01722727,0.0093930792,137.40308,133.53558
2.0416,147.45557,-385.24231,350.80579,167.53165,-324.56146,-191.08733,-0.017247023,0.0089339437,137.41643,133.5741
2.0416999,159.73479,-387.88943,350.7597,170.2536,-324.38101,-193.63635,-0.017249756,0.0084659932,137.42979,133.61276
2.0418,171.86899,-390.12625,350.7243,172.94002,-324.21097,-196.14999,-0.017235465,0.0079896888,137.44315,133.65157
2.0418999,183.84596,-391.95096,350.69891,175.59047,-324.05069,-198.62785,-0.017204165,0.0075054993,137.45651,133.69052
2.0420001,195.65366,-393.3623,350.68283,178.20456,-323.89944,-201.06955,-0.017155888,0.007013903,137.46989,133.72961
2.0421,207.28021,-394.35938,350.67542,180.78192,-323.75662,-203.47473,-0.017090678,0.0065153856,137.48326,133.76884
2.0422001,218.71393,-394.94168,350.67593,183.32217,-323.62155,-205.84308,-0.017008604,0.0060104392,137.49664,133.80823
2.0423,229.94337,-395.10916,350.68369,185.825,-323.4935,-208.17429,-0.016909745,0.0054995609,137.51003,133.84775
2.0423999,240.95731,-394.86221,350.69797,188.29007,-323.37183,-210.46803,-0.016794195,0.0049832556,137.52341,133.88742
2.0425,251.74471,-394.20163,350.71811,190.71709,-323.25586,-212.72409,-0.016662074,0.004462033,137.5368,133.92723
2.0425999,262.2948,-393.12857,350.74335,193.10579,-323.14487,-214.94218,-0.01651351,0.0039364081,137.5502,133.96719
2.0427001,272.59714,-391.64471,350.77301,195.45592,-323.03818,-217.12209,-0.016348647,0.0034068984,137.5636,134.00729
2.0427999,282.64139,-389.75204,350.8064,197.76726,-322.93512,-219.26361,-0.016167652,0.0028740263,137.577,134.04753
2.0429001,292.41763,-387.45306,350.84274,200.03958,-322.83499,-221.36656,-0.015970699,0.0023383189,137.59041,134.08791
2.043,301.9162,-384.75061,350.88138,202.27272,-322.73712,-223.43077,-0.015757989,0.0018003043,137.60382,134.12843
2.0431001,311.12766,-381.64798,350.92154,204.46649,-322.64075,-225.45612,-0.015529724,0.001260513,137.61723,134.16908
2.0432,320.04294,-378.1488,350.96255,206.62077,-322.54526,-227.44244,-0.015286134,0.00071947806,137.63065,134.20988
2.0432999,328.65326,-374.25717,351.00372,208.73543,-322.44992,-229.38968,-0.015027459,0.0001777336,137.64407,134.25081
2.0434,336.9502,-369.97757,351.04428,210.81036,-322.35406,-231.29774,-0.014753954,-0.00036418569,137.6575,134.29187
2.0434999,344.9256,-365.31482,351.08353,212.8455,-322.25699,-233.16656,-0.014465889,-0.0009057456,137.67093,134.33305
2.0436001,352.57166,-360.27417,351.12079,214.84079,-322.15802,-234.99609,-0.014163546,-0.0014464112,137.68437,134.37436
2.0437,359.88095,-354.86124,351.15536,216.79617,-322.05649,-236.78633,-0.013847227,-0.0019856491,137.69781,134.4158
2.0438001,366.84644,-349.082,351.18649,218.71165,-321.95169,-238.53729,-0.013517243,-0.002522927,137.71126,134.45737
2.0439,373.4613,-342.94281,351.21353,220.58725,-321.84296,-240.24896,-0.013173918,-0.0030577148,137.7247,134.49905
2.0439999,379.71927,-336.45041,351.23575,222.42296,-321.72964,-241.9214,-0.012817592,-0.0035894846,137.73816,134.54085
2.0441,385.61426,-329.61182,351.25247,224.21884,-321.61105,-243.55469,-0.012448617,-0.0041177119,137.7516,134.58276
