"Time","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]","speed.phi","speed.w","voltageController.I.y"
4.0198998,-0.001573489,0.0006067194,-0.00062978856,-0.0014568617,-41.147545,13.642567,-32.559376,552.4046,157.07964,115.81151
4.02,-0.0015662289,0.00055982621,-0.00062927976,-0.0014572429,-41.114197,13.642197,-32.529617,552.42029,157.07964,115.80214
4.0201001,-0.0015573833,0.0005123585,-0.00062877132,-0.0014576238,-41.080875,13.641847,-32.500061,552.43604,157.07964,115.79276
4.0201998,-0.0015469609,0.00046436425,-0.00062826334,-0.0014580045,-41.047585,13.641516,-32.470703,552.45172,157.07964,115.78338
4.0202999,-0.001534972,0.0004158919,-0.00062775577,-0.0014583848,-41.01432,13.641203,-32.44154,552.46741,157.07964,115.77398
4.0204,-0.0015214286,0.00036699043,-0.00062724861,-0.001458765,-40.981079,13.640909,-32.412567,552.48315,157.07964,115.76458
4.0205002,-0.0015063439,0.0003177092,-0.00062674185,-0.0014591449,-40.947868,13.640633,-32.383781,552.49884,157.07964,115.75517
4.0205998,-0.0014897331,0.000268098,-0.0006262355,-0.0014595245,-40.914684,13.640373,-32.355175,552.51453,157.07964,115.74575
4.0207,-0.0014716128,0.00021820689,-0.00062572956,-0.0014599039,-40.881527,13.640132,-32.326748,552.53027,157.07964,115.73633
4.0208001,-0.001452001,0.00016808632,-0.00062522409,-0.0014602829,-40.848396,13.639906,-32.298492,552.54596,157.07964,115.72689
4.0208998,-0.0014309174,0.00011778692,-0.00062471896,-0.0014606618,-40.815292,13.639697,-32.270409,552.56171,157.07964,115.71745
4.0209999,-0.0014083829,6.735952e-05,-0.0006242143,-0.0014610403,-40.782215,13.639503,-32.242493,552.57739,157.07964,115.708
4.0211,-0.0013844203,1.6855089e-05,-0.00062370999,-0.0014614187,-40.749165,13.639325,-32.214741,552.59308,157.07964,115.69854
4.0212002,-0.0013590534,-3.3675329e-05,-0.00062320614,-0.0014617968,-40.716141,13.639162,-32.187145,552.60883,157.07964,115.68908
4.0212998,-0.0013323077,-8.4180654e-05,-0.00062270265,-0.0014621746,-40.683144,13.639013,-32.159706,552.62451,157.07964,115.6796
4.0214,-0.0013042102,-0.00013460981,-0.00062219962,-0.0014625521,-40.650173,13.63888,-32.132423,552.6402,157.07964,115.67012
4.0215001,-0.0012747888,-0.00018491181,-0.00062169699,-0.0014629294,-40.617229,13.63876,-32.105286,552.65594,157.07964,115.66063
4.0215998,-0.0012440732,-0.0002350358,-0.00062119478,-0.0014633065,-40.584312,13.638653,-32.078297,552.67163,157.07964,115.65113
4.0216999,-0.0012120942,-0.00028493104,-0.00062069291,-0.0014636832,-40.551422,13.638559,-32.051453,552.68732,157.07964,115.64162
4.0218,-0.0011788839,-0.00033454711,-0.00062019151,-0.0014640598,-40.518559,13.638479,-32.024746,552.70306,157.07964,115.63211
4.0219002,-0.0011444759,-0.00038383374,-0.00061969052,-0.0014644361,-40.485722,13.638412,-31.998178,552.71875,157.07964,115.62258
4.0219998,-0.0011089046,-0.00043274113,-0.00061918987,-0.0014648121,-40.452911,13.638356,-31.971743,552.73444,157.07964,115.61305
4.0221,-0.0010722057,-0.00048121976,-0.00061868969,-0.0014651879,-40.420128,13.638313,-31.945438,552.75018,157.07964,115.60352
4.0222001,-0.0010344164,-0.0005292205,-0.00061818992,-0.0014655633,-40.387371,13.638282,-31.919264,552.76587,157.07964,115.59396
4.0222998,-0.0009955744,-0.00057669485,-0.0006176905,-0.0014659386,-40.354641,13.638262,-31.893215,552.78162,157.07964,115.58441
4.0223999,-0.00095571909,-0.00062359474,-0.00061719154,-0.0014663136,-40.321938,13.638253,-31.867289,552.7973,157.07964,115.57484
4.0225,-0.00091489038,-0.00066987256,-0.00061669294,-0.0014666884,-40.289261,13.638255,-31.841482,552.81299,157.07964,115.56527
4.0226002,-0.00087312947,-0.00071548158,-0.0006161948,-0.0014670629,-40.256607,13.638268,-31.815794,552.82874,157.07964,115.55569
4.0226998,-0.00083047844,-0.00076037546,-0.000615697,-0.001467437,-40.223984,13.63829,-31.79022,552.84442,157.07964,115.5461
4.0228,-0.00078698021,-0.00080450886,-0.00061519962,-0.0014678111,-40.191387,13.638324,-31.764759,552.86011,157.07964,115.53651
4.0229001,-0.00074267859,-0.00084783696,-0.00061470264,-0.0014681848,-40.158813,13.638367,-31.739408,552.87585,157.07964,115.5269
4.0229998,-0.00069761829,-0.00089031586,-0.00061420607,-0.0014685582,-40.12627,13.638419,-31.714165,552.89154,157.07964,115.51729
4.0230999,-0.00065184472,-0.0009319025,-0.00061370991,-0.0014689314,-40.09375,13.638481,-31.689026,552.90723,157.07964,115.50767
4.0232,-0.00060540403,-0.00097255473,-0.00061321416,-0.0014693044,-40.061256,13.638552,-31.663992,552.92297,157.07964,115.49803
4.0233002,-0.00055834296,-0.0010122313,-0.00061271881,-0.0014696771,-40.02879,13.638631,-31.639057,552.93866,157.07964,115.4884
4.0233998,-0.00051070907,-0.0010508919,-0.00061222381,-0.0014700496,-39.996353,13.63872,-31.614222,552.95441,157.07964,115.47874
4.0235,-0.00046255038,-0.0010884976,-0.00061172928,-0.0014704218,-39.963936,13.638816,-31.589483,552.97009,157.07964,115.46909
4.0236001,-0.00041391543,-0.0011250097,-0.0006112351,-0.0014707937,-39.931549,13.638921,-31.564838,552.98578,157.07964,115.45943
4.0237002,-0.00036485336,-0.0011603916,-0.00061074132,-0.0014711655,-39.899189,13.639033,-31.540287,553.00153,157.07964,115.44975
4.0237999,-0.00031541358,-0.0011946072,-0.00061024795,-0.0014715368,-39.866856,13.639153,-31.515823,553.01721,157.07964,115.44008
4.0239,-0.00026564609,-0.0012276217,-0.00060975499,-0.0014719081,-39.834545,13.639281,-31.491449,553.0329,157.07964,115.43039
4.0240002,-0.00021560103,-0.0012594017,-0.00060926238,-0.001472279,-39.802261,13.639417,-31.467163,553.04865,157.07964,115.42069
4.0240998,-0.00016532898,-0.0012899146,-0.00060877018,-0.0014726497,-39.770008,13.639559,-31.442959,553.06433,157.07964,115.41099
4.0242,-0.00011488068,-0.0013191297,-0.00060827844,-0.0014730202,-39.737778,13.639709,-31.418839,553.08002,157.07964,115.40127
4.0243001,-6.4307074e-05,-0.001347017,-0.00060778699,-0.0014733903,-39.705574,13.639864,-31.3948,553.09576,157.07964,115.39155
4.0244002,-1.3659241e-05,-0.0013735484,-0.00060729601,-0.0014737602,-39.673393,13.640027,-31.37084,553.11145,157.07964,115.38182
4.0244999,3.7011665e-05,-0.0013986966,-0.00060680544,-0.00147413,-39.641243,13.640196,-31.346956,553.12714,157.07964,115.37208
4.0246,8.7654458e-05,-0.0014224361,-0.00060631521,-0.0014744994,-39.609116,13.64037,-31.323149,553.14288,157.07964,115.36234
4.0247002,0.00013821796,-0.0014447427,-0.00060582539,-0.0014748685,-39.577019,13.640552,-31.299414,553.15857,157.07964,115.35258
4.0247998,0.0001886511,-0.0014655936,-0.00060533598,-0.0014752374,-39.544945,13.640738,-31.275751,553.17432,157.07964,115.34281
4.0249,0.00023890288,-0.0014849674,-0.00060484692,-0.0014756061,-39.512897,13.64093,-31.252161,553.19,157.07964,115.33304
4.0250001,0.00028892251,-0.0015028446,-0.00060435833,-0.0014759746,-39.480873,13.641129,-31.22864,553.20569,157.07964,115.32326
4.0251002,0.00033865945,-0.0015192066,-0.00060387008,-0.0014763427,-39.448879,13.641332,-31.205185,553.22144,157.07964,115.31347
4.0251999,0.0003880634,-0.0015340367,-0.00060338218,-0.0014767107,-39.416908,13.64154,-31.181795,553.23712,157.07964,115.30367
4.0253,0.00043708438,-0.0015473197,-0.00060289475,-0.0014770783,-39.384964,13.641753,-31.158472,553.25281,157.07964,115.29387
4.0254002,0.00048567285,-0.001559042,-0.00060240767,-0.0014774457,-39.353046,13.641971,-31.13521,553.26855,157.07964,115.28405
4.0254998,0.00053377962,-0.0015691913,-0.000601921,-0.0014778129,-39.321156,13.642194,-31.112011,553.28424,157.07964,115.27423
4.0256,0.00058135606,-0.0015777574,-0.00060143467,-0.0014781798,-39.289288,13.642422,-31.088873,553.29993,157.07964,115.2644
4.0257001,0.00062835397,-0.0015847312,-0.00060094881,-0.0014785464,-39.257446,13.642653,-31.065792,553.31567,157.07964,115.25455
4.0258002,0.00067472586,-0.0015901052,-0.0006004633,-0.0014789129,-39.225632,13.642889,-31.04277,553.33136,157.07964,115.24471
4.0258999,0.00072042469,-0.0015938742,-0.00059997814,-0.001479279,-39.193844,13.643129,-31.019804,553.34711,157.07964,115.23485
4.026,0.00076540431,-0.0015960337,-0.00059949345,-0.0014796449,-39.162079,13.643373,-30.996893,553.36279,157.07964,115.22498
4.0261002,0.00080961915,-0.0015965814,-0.0005990091,-0.0014800106,-39.130341,13.643621,-30.974035,553.37848,157.07964,115.21511
4.0261998,0.00085302436,-0.0015955166,-0.0005985251,-0.001480376,-39.098629,13.643873,-30.951231,553.39423,157.07964,115.20523
4.0263,0.00089557609,-0.0015928398,-0.00059804157,-0.0014807412,-39.066944,13.644129,-30.928476,553.40991,157.07964,115.19534
4.0264001,0.00093723106,-0.0015885539,-0.00059755833,-0.001481106,-39.035282,13.644387,-30.905775,553.4256,157.07964,115.18544
4.0265002,0.00097794726,-0.0015826626,-0.00059707556,-0.0014814708,-39.003651,13.64465,-30.88312,553.44135,157.07964,115.17553
4.0265999,0.0010176832,-0.0015751717,-0.00059659313,-0.0014818351,-38.972038,13.644916,-30.860514,553.45703,157.07964,115.16561
4.0267,0.0010563987,-0.0015660884,-0.00059611112,-0.0014821993,-38.940456,13.645184,-30.837955,553.47272,157.07964,115.15569
4.0268002,0.0010940545,-0.0015554219,-0.00059562951,-0.0014825632,-38.908897,13.645455,-30.815441,553.48846,157.07964,115.14575
4.0268998,0.0011306125,-0.0015431824,-0.00059514825,-0.0014829269,-38.877365,13.64573,-30.792973,553.50415,157.07964,115.13581
4.027,0.0011660354,-0.0015293821,-0.00059466733,-0.0014832903,-38.84586,13.646008,-30.770548,553.51984,157.07964,115.12586
4.0271001,0.0012002874,-0.0015140347,-0.00059418689,-0.0014836534,-38.814377,13.646288,-30.748165,553.53558,157.07964,115.1159
4.0272002,0.0012333336,-0.0014971555,-0.00059370679,-0.0014840163,-38.782921,13.64657,-30.725826,553.55127,157.07964,115.10593
4.0272999,0.0012651406,-0.0014787612,-0.00059322704,-0.0014843791,-38.751492,13.646855,-30.703526,553.56702,157.07964,115.09595
4.0274,0.0012956759,-0.0014588701,-0.0005927477,-0.0014847415,-38.720089,13.647142,-30.681267,553.5827,157.07964,115.08597
4.0275002,0.0013249086,-0.0014375021,-0.00059226877,-0.0014851036,-38.688709,13.647432,-30.659044,553.59839,157.07964,115.07597
4.0275998,0.0013528089,-0.0014146785,-0.00059179019,-0.0014854654,-38.657356,13.647724,-30.636862,553.61414,157.07964,115.06597
4.0276999,0.0013793483,-0.0013904221,-0.00059131201,-0.0014858271,-38.626026,13.648019,-30.614716,553.62982,157.07964,115.05596
4.0278001,0.0014045,-0.0013647572,-0.00059083418,-0.0014861885,-38.594723,13.648314,-30.592607,553.64551,157.07964,115.04594
4.0279002,0.0014282382,-0.0013377095,-0.00059035677,-0.0014865497,-38.563446,13.648613,-30.570534,553.66125,157.07964,115.03591
4.0279999,0.0014505389,-0.0013093059,-0.0005898797,-0.0014869106,-38.532192,13.648912,-30.548494,553.67694,157.07964,115.02588
4.0281,0.0014713791,-0.0012795751,-0.00058940303,-0.0014872713,-38.500965,13.649214,-30.526487,553.69263,157.07964,115.01583
4.0282001,0.0014907377,-0.0012485466,-0.00058892678,-0.0014876317,-38.469765,13.649517,-30.504515,553.70837,157.07964,115.00578
4.0282998,0.0015085948,-0.0012162518,-0.00058845087,-0.0014879918,-38.438587,13.649822,-30.482574,553.72406,157.07964,114.99571
4.0283999,0.0015249322,-0.0011827229,-0.00058797532,-0.0014883517,-38.407436,13.650128,-30.460667,553.73975,157.07964,114.98564
4.0285001,0.0015397331,-0.0011479935,-0.00058750017,-0.0014887113,-38.376312,13.650436,-30.438787,553.75549,157.07964,114.97556
4.0286002,0.0015529824,-0.0011120987,-0.00058702542,-0.0014890708,-38.345211,13.650745,-30.416939,553.77118,157.07964,114.96548
4.0286999,0.0015646663,-0.0010750743,-0.00058655103,-0.00148943,-38.314133,13.651055,-30.395121,553.78693,157.07964,114.95538
4.0288,0.0015747728,-0.0010369576,-0.00058607705,-0.0014897889,-38.283085,13.651367,-30.373331,553.80261,157.07964,114.94527
4.0289001,0.0015832916,-0.00099778688,-0.00058560341,-0.0014901476,-38.25206,13.65168,-30.351568,553.8183,157.07964,114.93516
4.0289998,0.0015902135,-0.00095760141,-0.00058513012,-0.0014905059,-38.221058,13.651994,-30.329832,553.83405,157.07964,114.92503
4.0290999,0.0015955316,-0.00091644167,-0.00058465725,-0.0014908641,-38.190083,13.652308,-30.308125,553.84973,157.07964,114.9149
4.0292001,0.0015992401,-0.00087434903,-0.00058418477,-0.0014912219,-38.159134,13.652624,-30.286442,553.86542,157.07964,114.90475
4.0293002,0.001601335,-0.00083136582,-0.00058371265,-0.0014915796,-38.128208,13.652941,-30.264784,553.88116,157.07964,114.89461
4.0293999,0.0016018138,-0.00078753527,-0.00058324088,-0.001491937,-38.097309,13.653257,-30.243151,553.89685,157.07964,114.88445
4.0295,0.001600676,-0.00074290141,-0.00058276951,-0.0014922941,-38.066437,13.653576,-30.221542,553.91254,157.07964,114.87428
4.0296001,0.0015979223,-0.00069750927,-0.0005822985,-0.0014926511,-38.035587,13.653894,-30.199957,553.92828,157.07964,114.86411
4.0296998,0.0015935551,-0.00065140444,-0.00058182789,-0.0014930078,-38.004761,13.654214,-30.178396,553.94397,157.07964,114.85392
4.0297999,0.0015875788,-0.0006046333,-0.00058135769,-0.0014933641,-37.973961,13.654533,-30.156857,553.95972,157.07964,114.84373
4.0299001,0.001579999,-0.00055724307,-0.00058088778,-0.0014937203,-37.943188,13.654854,-30.135338,553.9754,157.07964,114.83353
4.0300002,0.0015708231,-0.00050928135,-0.00058041827,-0.0014940762,-37.912437,13.655174,-30.113842,553.99109,157.07964,114.82332
4.0300999,0.0015600601,-0.00046079647,-0.00057994918,-0.0014944319,-37.881714,13.655496,-30.092365,554.00684,157.07964,114.8131
4.0302,0.0015477205,-0.00041183727,-0.00057948043,-0.0014947873,-37.851013,13.655817,-30.07091,554.02252,157.07964,114.80286
4.0303001,0.0015338167,-0.00036245311,-0.00057901203,-0.0014951425,-37.820339,13.656138,-30.049475,554.03821,157.07964,114.79263
4.0303998,0.0015183623,-0.00031269371,-0.00057854404,-0.0014954973,-37.789688,13.656461,-30.028057,554.05396,157.07964,114.78239
4.0304999,0.0015013727,-0.00026260925,-0.0005780764,-0.001495852,-37.759064,13.656782,-30.00666,554.06964,157.07964,114.77213
4.0306001,0.0014828646,-0.00021225016,-0.00057760917,-0.0014962064,-37.728462,13.657104,-29.985281,554.08533,157.07964,114.76186
4.0307002,0.0014628567,-0.00016166725,-0.00057714223,-0.0014965605,-37.697887,13.657427,-29.963919,554.10107,157.07964,114.75159
4.0307999,0.0014413687,-0.0001109115,-0.00057667575,-0.0014969144,-37.667336,13.657749,-29.942575,554.11676,157.07964,114.74131
4.0309,0.0014184222,-6.0034101e-05,-0.00057620957,-0.0014972681,-37.63681,13.658071,-29.921247,554.13245,157.07964,114.73103
4.0310001,0.00139404,-9.0863577e-06,-0.00057574385,-0.0014976215,-37.606308,13.658393,-29.899937,554.14819,157.07964,114.72073
4.0310998,0.0013682465,4.1880339e-05,-0.00057527842,-0.0014979746,-37.575832,13.658715,-29.878643,554.16388,157.07964,114.71042
4.0311999,0.0013410674,9.2814567e-05,-0.0005748134,-0.0014983276,-37.54538,13.659037,-29.857365,554.17963,157.07964,114.7001
4.0313001,0.00131253,0.00014366495,-0.00057434873,-0.0014986802,-37.51495,13.659358,-29.8361,554.19531,157.07964,114.68977
4.0314002,0.0012826627,0.00019438015,-0.0005738844,-0.0014990326,-37.48455,13.659679,-29.814852,554.211,157.07964,114.67944
4.0314999,0.0012514957,0.00024490897,-0.00057342049,-0.0014993848,-37.45417,13.660001,-29.793619,554.22675,157.07964,114.6691
4.0316,0.0012190599,0.00029520044,-0.00057295692,-0.0014997367,-37.423817,13.660321,-29.772398,554.24243,157.07964,114.65874
4.0317001,0.001185388,0.00034520379,-0.00057249377,-0.0015000884,-37.39349,13.660642,-29.751192,554.25812,157.07964,114.64838
4.0317998,0.0011505135,0.00039486849,-0.00057203096,-0.0015004397,-37.363186,13.660961,-29.73,554.27386,157.07964,114.63802
4.0318999,0.0011144718,0.00044414439,-0.0005715685,-0.0015007909,-37.332905,13.661281,-29.70882,554.28955,157.07964,114.62764
4.0320001,0.0010772987,0.00049298175,-0.00057110639,-0.0015011418,-37.30265,13.6616,-29.687654,554.30524,157.07964,114.61725
4.0321002,0.0010390315,0.00054133119,-0.00057064468,-0.0015014925,-37.272419,13.661919,-29.6665,554.32098,157.07964,114.60686
4.0321999,0.00099970889,0.00058914383,-0.00057018333,-0.0015018429,-37.242214,13.662236,-29.645357,554.33667,157.07964,114.59645
4.0323,0.00095937023,0.00063637143,-0.00056972238,-0.001502193,-37.212032,13.662554,-29.624228,554.35242,157.07964,114.58604
4.0324001,0.00091805588,0.0006829662,-0.00056926173,-0.0015025429,-37.181873,13.66287,-29.603109,554.3681,157.07964,114.57561
4.0324998,0.00087580748,0.0007288811,-0.00056880148,-0.0015028926,-37.151741,13.663186,-29.582001,554.38379,157.07964,114.56519
4.0325999,0.00083266752,0.00077406957,-0.00056834164,-0.0015032419,-37.121632,13.663502,-29.560904,554.39954,157.07964,114.55474
4.0327001,0.00078867923,0.00081848603,-0.00056788209,-0.0015035911,-37.091549,13.663816,-29.539818,554.41522,157.07964,114.5443
4.0328002,0.00074388692,0.00086208555,-0.00056742295,-0.0015039401,-37.061489,13.66413,-29.518742,554.43091,157.07964,114.53384
4.0328999,0.00069833559,0.00090482389,-0.00056696415,-0.0015042886,-37.031456,13.664443,-29.497677,554.44666,157.07964,114.52337
4.033,0.00065207103,0.00094665791,-0.00056650577,-0.0015046371,-37.001446,13.664756,-29.47662,554.46234,157.07964,114.51289
4.0331001,0.00060513988,0.00098754524,-0.00056604767,-0.0015049853,-36.971458,13.665067,-29.455572,554.47803,157.07964,114.50241
4.0331998,0.00055758923,0.0010274445,-0.00056558999,-0.0015053331,-36.941494,13.665378,-29.434536,554.49377,157.07964,114.49191
4.0332999,0.00050946698,0.0010663152,-0.00056513265,-0.0015056807,-36.911556,13.665688,-29.413507,554.50946,157.07964,114.48141
4.0334001,0.00046082158,0.0011041181,-0.00056467572,-0.0015060282,-36.881645,13.665997,-29.392487,554.52515,157.07964,114.4709
4.0335002,0.00041170194,0.0011408147,-0.00056421908,-0.0015063754,-36.851753,13.666304,-29.371475,554.54089,157.07964,114.46038
4.0335999,0.00036215756,0.001176368,-0.00056376285,-0.0015067222,-36.821888,13.666611,-29.350471,554.55658,157.07964,114.44985
4.0337,0.00031223832,0.0012107418,-0.00056330697,-0.0015070689,-36.792049,13.666917,-29.329475,554.57233,157.07964,114.43932
4.0338001,0.00026199446,0.0012439013,-0.00056285143,-0.0015074153,-36.76223,13.667222,-29.308487,554.58801,157.07964,114.42876
4.0338998,0.00021147662,0.001275813,-0.00056239631,-0.0015077614,-36.732437,13.667525,-29.287506,554.6037,157.07964,114.41821
4.0339999,0.0001607357,0.0013064442,-0.00056194153,-0.0015081073,-36.702671,13.667829,-29.266533,554.61945,157.07964,114.40765
4.0341001,0.00010982278,0.001335764,-0.0005614871,-0.0015084529,-36.672924,13.66813,-29.245567,554.63513,157.07964,114.39707
4.0342002,5.8789195e-05,0.0013637424,-0.00056103303,-0.0015087983,-36.643204,13.66843,-29.224607,554.65082,157.07964,114.38649
4.0342999,7.6863771e-06,0.0013903512,-0.0005605793,-0.0015091435,-36.61351,13.66873,-29.203653,554.66656,157.07964,114.37589
4.0344,-4.343416e-05,0.0014155633,-0.00056012598,-0.0015094884,-36.583836,13.669027,-29.182707,554.68225,157.07964,114.3653
4.0345001,-9.4520881e-05,0.001439353,-0.00055967295,-0.001509833,-36.554188,13.669325,-29.161766,554.69794,157.07964,114.35468
4.0345998,-0.00014552228,0.001461696,-0.00055922032,-0.0015101774,-36.524567,13.669621,-29.140829,554.71368,157.07964,114.34406
4.0346999,-0.0001963869,0.0014825695,-0.00055876805,-0.0015105215,-36.494965,13.669915,-29.1199,554.72937,157.07964,114.33344
4.0348001,-0.00024706346,0.0015019523,-0.00055831618,-0.0015108654,-36.465389,13.670208,-29.098976,554.74506,157.07964,114.3228
4.0349002,-0.00029750084,0.0015198246,-0.00055786461,-0.0015112091,-36.435837,13.6705,-29.078058,554.7608,157.07964,114.31216
4.0349998,-0.00034764811,0.001536168,-0.00055741344,-0.0015115525,-36.406307,13.670791,-29.057144,554.77649,157.07964,114.3015
4.0351,-0.00039745471,0.0015509659,-0.00055696256,-0.0015118956,-36.376804,13.671081,-29.036236,554.79224,157.07964,114.29084
4.0352001,-0.00044687037,0.0015642031,-0.0005565121,-0.0015122385,-36.347324,13.671369,-29.015333,554.80792,157.07964,114.28017
4.0352998,-0.00049584516,0.0015758658,-0.00055606198,-0.0015125811,-36.317867,13.671655,-28.994434,554.82361,157.07964,114.26949
4.0353999,-0.0005443297,0.0015859421,-0.00055561221,-0.0015129235,-36.288437,13.671941,-28.973541,554.83936,157.07964,114.25879
4.0355,-0.00059227494,0.0015944217,-0.00055516284,-0.0015132657,-36.259026,13.672224,-28.952652,554.85504,157.07964,114.24809
4.0356002,-0.00063963258,0.0016012955,-0.00055471377,-0.0015136076,-36.229641,13.672507,-28.931767,554.87073,157.07964,114.23738
4.0356998,-0.00068635464,0.0016065565,-0.00055426511,-0.0015139491,-36.200279,13.672789,-28.910885,554.88647,157.07964,114.22667
4.0358,-0.00073239399,0.001610199,-0.00055381673,-0.0015142906,-36.170944,13.673068,-28.890009,554.90216,157.07964,114.21594
4.0359001,-0.00077770418,0.001612219,-0.00055336877,-0.0015146317,-36.141632,13.673347,-28.869135,554.91785,157.07964,114.2052
4.0359998,-0.00082223926,0.0016126144,-0.00055292115,-0.0015149725,-36.112339,13.673624,-28.848267,554.93359,157.07964,114.19446
4.0360999,-0.00086595427,0.0016113843,-0.00055247388,-0.0015153132,-36.083076,13.6739,-28.827402,554.94928,157.07964,114.18371
4.0362,-0.000908805,0.0016085297,-0.00055202696,-0.0015156536,-36.053833,13.674173,-28.80654,554.96503,157.07964,114.17294
4.0363002,-0.00095074816,0.0016040533,-0.00055158039,-0.0015159937,-36.024612,13.674446,-28.785681,554.98071,157.07964,114.16217
4.0363998,-0.0009917412,0.0015979592,-0.00055113423,-0.0015163335,-35.995419,13.674717,-28.764826,554.9964,157.07964,114.15139
4.0365,-0.0010317428,0.0015902533,-0.00055068836,-0.0015166731,-35.966248,13.674987,-28.743973,555.01215,157.07964,114.1406
4.0366001,-0.0010707123,0.0015809431,-0.0005502429,-0.0015170125,-35.937099,13.675255,-28.723122,555.02783,157.07964,114.1298
4.0366998,-0.0011086104,0.0015700377,-0.00054979773,-0.0015173517,-35.907978,13.675521,-28.702276,555.04352,157.07964,114.119
4.0367999,-0.0011453986,0.0015575477,-0.00054935296,-0.0015176905,-35.878876,13.675786,-28.681431,555.05927,157.07964,114.10818
4.0369,-0.0011810397,0.0015434856,-0.00054890849,-0.0015180291,-35.8498,13.676049,-28.660589,555.07495,157.07964,114.09735
4.0370002,-0.0012154976,0.0015278651,-0.00054846442,-0.0015183676,-35.820747,13.676311,-28.639751,555.09064,157.07964,114.08651
4.0370998,-0.0012487373,0.0015107018,-0.0005480207,-0.0015187056,-35.791718,13.676571,-28.618914,555.10638,157.07964,114.07567
4.0372,-0.0012807251,0.0014920126,-0.00054757734,-0.0015190435,-35.762711,13.676829,-28.59808,555.12207,157.07964,114.06482
4.0373001,-0.0013114285,0.0014718163,-0.00054713432,-0.0015193811,-35.733727,13.677087,-28.577248,555.13776,157.07964,114.05396
4.0373998,-0.0013408165,0.0014501328,-0.00054669165,-0.0015197184,-35.704769,13.677342,-28.556419,555.1535,157.07964,114.04308
4.0374999,-0.0013688591,0.0014269836,-0.00054624933,-0.0015200556,-35.675835,13.677596,-28.535593,555.16919,157.07964,114.0322
4.0376,-0.0013955277,0.0014023919,-0.00054580736,-0.0015203924,-35.646919,13.677848,-28.514767,555.18494,157.07964,114.02131
4.0377002,-0.0014207956,0.0013763823,-0.00054536574,-0.001520729,-35.618031,13.678099,-28.493944,555.20062,157.07964,114.01041
4.0377998,-0.0014446366,0.0013489806,-0.00054492446,-0.0015210654,-35.589169,13.678348,-28.473124,555.21631,157.07964,113.9995
4.0379,-0.0014670268,0.0013202142,-0.00054448354,-0.0015214015,-35.560326,13.678595,-28.452307,555.23206,157.07964,113.98859
4.0380001,-0.0014879431,0.0012901119,-0.00054404297,-0.0015217373,-35.531506,13.678841,-28.431488,555.24774,157.07964,113.97766
4.0380998,-0.0015073644,0.0012587038,-0.00054360274,-0.0015220729,-35.502712,13.679085,-28.410671,555.26343,157.07964,113.96673
4.0381999,-0.0015252708,0.0012260211,-0.00054316287,-0.0015224082,-35.473938,13.679327,-28.389856,555.27917,157.07964,113.95578
4.0383,-0.0015416439,0.0011920967,-0.00054272334,-0.0015227434,-35.44519,13.679567,-28.369043,555.29486,157.07964,113.94483
4.0384002,-0.001556467,0.0011569647,-0.00054228416,-0.0015230782,-35.416466,13.679806,-28.34823,555.31055,157.07964,113.93387
4.0384998,-0.0015697249,0.00112066,-0.00054184534,-0.0015234128,-35.387764,13.680043,-28.327421,555.32629,157.07964,113.9229
4.0386,-0.0015814039,0.0010832191,-0.00054140686,-0.0015237471,-35.359085,13.680279,-28.30661,555.34198,157.07964,113.91192
4.0387001,-0.0015914921,0.0010446794,-0.00054096873,-0.0015240812,-35.330429,13.680512,-28.285803,555.35767,157.07964,113.90092
4.0387998,-0.0015999788,0.0010050796,-0.00054053095,-0.001524415,-35.301796,13.680744,-28.264996,555.37341,157.07964,113.88993
4.0388999,-0.0016068554,0.0009644595,-0.00054009352,-0.0015247486,-35.273186,13.680974,-28.24419,555.3891,157.07964,113.87892
4.039,-0.0016121146,0.00092285976,-0.00053965644,-0.0015250819,-35.244602,13.681203,-28.223385,555.40485,157.07964,113.8679
4.0391002,-0.0016157508,0.00088032207,-0.00053921971,-0.001525415,-35.216038,13.68143,-28.202581,555.42053,157.07964,113.85688
4.0391998,-0.0016177602,0.00083688914,-0.00053878332,-0.0015257478,-35.1875,13.681655,-28.181778,555.43622,157.07964,113.84584
4.0393,-0.0016181403,0.00079260458,-0.00053834729,-0.0015260804,-35.158981,13.681878,-28.160976,555.45197,157.07964,113.83479
4.0394001,-0.0016168903,0.00074751285,-0.0005379116,-0.0015264128,-35.130489,13.682099,-28.140175,555.46765,157.07964,113.82375
4.0395002,-0.0016140115,0.00070165918,-0.00053747621,-0.0015267448,-35.10202,13.68232,-28.119375,555.48334,157.07964,113.81268
4.0395999,-0.0016095063,0.00065508968,-0.00053704123,-0.0015270766,-35.073574,13.682537,-28.098577,555.49908,157.07964,113.80161
4.0397,-0.0016033791,0.00060785108,-0.00053660659,-0.0015274081,-35.045147,13.682754,-28.077778,555.51477,157.07964,113.79053
4.0398002,-0.0015956357,0.00055999088,-0.00053617224,-0.0015277395,-35.016747,13.682968,-28.056978,555.53046,157.07964,113.77944
4.0398998,-0.0015862834,0.0005115571,-0.00053573831,-0.0015280705,-34.988369,13.683181,-28.03618,555.5462,157.07964,113.76834
4.04,-0.0015753318,0.00046259846,-0.00053530466,-0.0015284014,-34.960014,13.683392,-28.015383,555.56189,157.07964,113.75723
