"Time","aimc.is[1]","aimc.is[2]","aimc.stator.port_p.V_m.re","aimc.stator.port_p.V_m.im","aimc.stator.core.Phi.re","aimc.stator.core.Phi.im","aimc.airGap.V_msr.re","aimc.airGap.V_msr.im","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5138998,-2.31074,8.1094503,-1.7251316,7.7598271,0.33709592,-1.766934,4.8967447,6.2620192,0.18875849,-0.15756391,1.1270448,1.3499062,708.87036,157.03183,17.271584
4.5139999,-2.562037,8.1687412,-1.9682256,7.701736,0.39243001,-1.7554734,4.896502,6.2621818,0.18894663,-0.15768233,1.1270342,1.349915,708.88605,157.03169,17.485493
4.5141001,-2.8108034,8.2199583,-2.2093749,7.6360307,0.44737682,-1.7422802,4.8962569,6.2623458,0.18913692,-0.15780225,1.1270235,1.3499238,708.90173,157.03156,17.700182
4.5142002,-3.056793,8.2630491,-2.4483414,7.5627756,0.50188208,-1.7273678,4.896009,6.2625113,0.1893294,-0.15792379,1.1270127,1.3499327,708.91748,157.0314,17.91564
4.5142999,-3.2997625,8.2979717,-2.6848881,7.4820437,0.55589205,-1.7107506,4.8957591,6.2626786,0.18952405,-0.15804681,1.127002,1.3499415,708.93317,157.03127,18.131857
4.5144,-3.5394719,8.3246899,-2.9187818,7.3939137,0.60935336,-1.692445,4.8955073,6.2628474,0.18972087,-0.1581713,1.1269914,1.3499504,708.94885,157.03113,18.348824
4.5145001,-3.7756834,8.3431778,-3.1497905,7.2984734,0.66221333,-1.6724694,4.8952527,6.2630177,0.18991984,-0.15829733,1.1269805,1.3499593,708.96454,157.03099,18.56653
4.5145998,-4.0081644,8.3534174,-3.3776863,7.195816,0.71441972,-1.650843,4.8949962,6.2631898,0.19012102,-0.15842487,1.1269698,1.3499681,708.98029,157.03085,18.784967
4.5146999,-4.2366838,8.3553982,-3.6022434,7.0860434,0.765921,-1.6275877,4.8947368,6.2633634,0.1903244,-0.15855399,1.1269591,1.349977,708.99597,157.0307,19.004126
4.5148001,-4.4610167,8.3491173,-3.8232398,6.969264,0.81666642,-1.6027261,4.8944755,6.2635388,0.19052997,-0.15868463,1.1269482,1.3499858,709.01166,157.03056,19.223993
4.5149002,-4.6809402,8.3345814,-4.0404572,6.845593,0.86660588,-1.5762827,4.8942113,6.2637157,0.19073778,-0.15881684,1.1269374,1.3499947,709.0274,157.03041,19.444563
4.5149999,-4.8962379,8.3118038,-4.2536802,6.7151527,0.91569006,-1.5482839,4.8939452,6.2638946,0.19094782,-0.15895067,1.1269267,1.3500036,709.04309,157.03027,19.665825
4.5151,-5.1066952,8.2808075,-4.4626985,6.5780716,0.96387058,-1.5187571,4.8936768,6.2640748,0.1911601,-0.15908609,1.1269158,1.3500125,709.05878,157.03012,19.88777
4.5152001,-5.3121052,8.2416229,-4.6673045,6.4344854,1.0110998,-1.4877315,4.8934059,6.2642565,0.19137461,-0.15922306,1.126905,1.3500214,709.07446,157.02998,20.110388
4.5152998,-5.5122643,8.1942883,-4.8672962,6.2845354,1.0573312,-1.4552377,4.8931327,6.2644405,0.19159135,-0.1593616,1.1268941,1.3500303,709.09021,157.02983,20.333668
4.5153999,-5.7069736,8.1388502,-5.0624757,6.1283703,1.1025192,-1.4213078,4.8928571,6.2646255,0.19181034,-0.15950169,1.1268833,1.3500392,709.1059,157.02969,20.5576
4.5155001,-5.8960414,8.0753641,-5.2526498,5.9661436,1.146619,-1.3859754,4.8925791,6.2648125,0.19203158,-0.15964334,1.1268724,1.3500482,709.12158,157.02954,20.782179
4.5156002,-6.0792804,8.003891,-5.4376302,5.7980165,1.1895871,-1.349275,4.8922987,6.2650008,0.19225504,-0.15978649,1.1268616,1.3500571,709.13733,157.02939,21.007389
4.5156999,-6.2565084,7.9245014,-5.6172342,5.624155,1.2313814,-1.3112432,4.8920159,6.2651911,0.19248074,-0.15993117,1.1268507,1.3500661,709.15302,157.02924,21.233227
4.5158,-6.4275508,7.8372746,-5.7912836,5.4447303,1.2719604,-1.2719173,4.8917308,6.2653828,0.1927087,-0.16007736,1.1268398,1.350075,709.1687,157.0291,21.459681
4.5159001,-6.5922379,7.7422967,-5.9596062,5.2599201,1.3112841,-1.2313364,4.8914433,6.2655764,0.19293891,-0.16022508,1.1268288,1.3500839,709.18439,157.02895,21.686739
4.5159998,-6.7504067,7.6396604,-6.122035,5.0699067,1.3493137,-1.1895401,4.8911533,6.2657714,0.1931714,-0.16037428,1.1268179,1.350093,709.20013,157.02879,21.914396
4.5160999,-6.9019008,7.5294676,-6.27841,4.8748784,1.3860117,-1.1465701,4.8908606,6.2659678,0.19340613,-0.16052501,1.126807,1.3501019,709.21582,157.02864,22.142641
4.5162001,-7.0465698,7.4118266,-6.428576,4.6750274,1.4213418,-1.1024685,4.8905659,6.2661657,0.19364315,-0.16067724,1.126796,1.3501109,709.23151,157.02849,22.371466
4.5163002,-7.1842709,7.2868547,-6.5723839,4.470552,1.4552692,-1.057279,4.8902688,6.2663655,0.19388245,-0.16083097,1.126785,1.3501199,709.24719,157.02834,22.600861
4.5163999,-7.3148665,7.1546736,-6.709692,4.2616534,1.4877604,-1.0110461,4.8899689,6.2665668,0.19412404,-0.16098623,1.1267741,1.3501289,709.26294,157.02818,22.830816
4.5165,-7.4382286,7.0154152,-6.840364,4.0485392,1.5187835,-0.96381539,4.889667,6.2667699,0.19436792,-0.16114298,1.126763,1.3501379,709.27863,157.02803,23.061323
4.5166001,-7.554235,6.8692164,-6.9642706,3.8314195,1.5483077,-0.91563362,4.8893628,6.2669744,0.19461407,-0.16130123,1.126752,1.350147,709.29431,157.02788,23.292374
4.5166998,-7.6627693,6.7162218,-7.0812883,3.6105087,1.5763037,-0.86654824,4.8890557,6.2671804,0.19486251,-0.161461,1.1267411,1.3501561,709.31006,157.02773,23.523958
4.5167999,-7.7637253,6.5565825,-7.1913023,3.3860257,1.6027442,-0.81660771,4.8887463,6.2673883,0.19511326,-0.16162229,1.12673,1.350165,709.32574,157.02757,23.756067
4.5169001,-7.8570023,6.3904562,-7.2942028,3.1581924,1.6276031,-0.76586139,4.8884344,6.2675977,0.19536628,-0.16178508,1.1267189,1.3501741,709.34143,157.02742,23.988693
4.5170002,-7.9425077,6.2180066,-7.3898883,2.9272339,1.6508555,-0.71435922,4.8881202,6.2678084,0.19562159,-0.16194938,1.1267078,1.3501831,709.35712,157.02725,24.221827
4.5170999,-8.0201569,6.0394049,-7.4782634,2.6933789,1.6724788,-0.66215217,4.8878036,6.2680211,0.19587922,-0.16211519,1.1266967,1.3501922,709.37286,157.0271,24.455458
4.5172,-8.0898724,5.8548269,-7.5592413,2.4568586,1.6924516,-0.60929167,4.8874846,6.2682352,0.19613916,-0.16228248,1.1266856,1.3502014,709.38855,157.02695,24.689577
4.5173001,-8.1515865,5.6644559,-7.6327405,2.2179067,1.710754,-0.55582994,4.8871632,6.2684512,0.19640142,-0.16245125,1.1266745,1.3502104,709.40424,157.02679,24.924179
4.5173998,-8.2052355,5.4684787,-7.6986895,1.9767597,1.7273682,-0.50181967,4.8868389,6.2686682,0.19666599,-0.16262151,1.1266634,1.3502195,709.41992,157.02663,25.159252
4.5174999,-8.2507687,5.2670903,-7.7570219,1.7336562,1.7422779,-0.44731426,4.8865123,6.268887,0.1969329,-0.1627932,1.1266522,1.3502287,709.43567,157.02647,25.394789
4.5176001,-8.2881384,5.0604892,-7.8076797,1.4888366,1.7554679,-0.39236745,4.8861833,6.2691073,0.19720213,-0.16296639,1.1266412,1.3502377,709.45135,157.02631,25.630779
4.5177002,-8.3173084,4.8488798,-7.8506131,1.2425431,1.7669256,-0.33703342,4.8858519,6.2693295,0.1974737,-0.16314103,1.1266299,1.3502468,709.46704,157.02615,25.867216
4.5177999,-8.3382502,4.6324711,-7.8857794,0.9950195,1.7766395,-0.28136685,4.8855181,6.2695532,0.19774762,-0.16331713,1.1266187,1.350256,709.48279,157.026,26.104092
4.5179,-8.3509426,4.4114776,-7.9131432,0.74651051,1.7846001,-0.22542265,4.8851814,6.2697783,0.19802386,-0.16349471,1.1266075,1.3502651,709.49847,157.02583,26.341394
4.5180001,-8.3553715,4.1861167,-7.9326777,0.49726197,1.7907995,-0.16925602,4.8848424,6.2700047,0.19830246,-0.16367376,1.1265963,1.3502743,709.51416,157.02568,26.579119
4.5180998,-8.3515339,3.9566126,-7.9443631,0.24752069,1.7952316,-0.11292241,4.884501,6.2702327,0.19858339,-0.16385427,1.1265851,1.3502835,709.52985,157.02551,26.817255
4.5181999,-8.3394327,3.7231915,-7.9481878,-0.0024663107,1.7978921,-0.056477409,4.8841572,6.2704625,0.19886668,-0.16403626,1.1265738,1.3502927,709.54559,157.02536,27.055794
4.5183001,-8.3190794,3.4860845,-7.9441471,-0.25245166,1.7987783,2.3294111e-05,4.8838105,6.2706938,0.19915232,-0.16421971,1.1265626,1.3503019,709.56128,157.02519,27.294729
4.5184002,-8.290494,3.2455261,-7.9322462,-0.50218797,1.7978892,0.056523923,4.8834615,6.270927,0.19944032,-0.1644046,1.1265513,1.350311,709.57697,157.02502,27.53405
4.5184999,-8.253705,3.001754,-7.9124956,-0.75142801,1.795226,0.11296872,4.88311,6.2711616,0.19973065,-0.16459092,1.1265401,1.3503202,709.59265,157.02487,27.77375
4.5186,-8.2087479,2.7550097,-7.8849149,-0.9999252,1.790791,0.16930199,4.8827562,6.2713971,0.20002335,-0.16477871,1.1265287,1.3503294,709.6084,157.0247,28.013819
4.5187001,-8.1556673,2.505537,-7.8495312,-1.2474335,1.7845888,0.22546813,4.8823996,6.2716346,0.20031843,-0.16496792,1.1265173,1.3503387,709.62408,157.02454,28.254251
4.5187998,-8.0945158,2.253583,-7.8063793,-1.4937081,1.7766255,0.28141171,4.8820405,6.271874,0.20061585,-0.16515858,1.126506,1.3503479,709.63977,157.02438,28.495035
4.5188999,-8.0253534,1.9993966,-7.7555017,-1.7385051,1.7669088,0.33707753,4.8816791,6.2721143,0.20091565,-0.16535068,1.1264946,1.3503572,709.65552,157.02422,28.736166
4.5190001,-7.9482479,1.7432295,-7.696949,-1.9815822,1.7554485,0.39241067,4.8813148,6.2723565,0.20121782,-0.16554421,1.1264832,1.3503664,709.6712,157.02405,28.977634
4.5191002,-7.8632755,1.4853352,-7.6307783,-2.2226987,1.7422557,0.44735646,4.8809481,6.2726002,0.20152237,-0.16573919,1.1264719,1.3503757,709.68689,157.02388,29.219431
4.5191998,-7.7705207,1.2259688,-7.5570555,-2.461616,1.7273436,0.50186074,4.880579,6.2728453,0.2018293,-0.16593561,1.1264604,1.350385,709.70258,157.02373,29.461548
4.5193,-7.6700745,0.96538711,-7.4758525,-2.6980975,1.7107267,0.5558697,4.8802071,6.2730918,0.2021386,-0.16613345,1.126449,1.3503942,709.71832,157.02356,29.703979
4.5194001,-7.562036,0.70384794,-7.3872509,-2.9319093,1.6924218,0.60933006,4.8798327,6.2733402,0.20245031,-0.16633274,1.1264375,1.3504035,709.73401,157.02339,29.946714
4.5194998,-7.4465122,0.44161001,-7.291337,-3.1628196,1.6724466,0.66218901,4.879456,6.2735901,0.20276438,-0.16653344,1.1264261,1.3504128,709.74969,157.02322,30.189747
4.5195999,-7.3236175,0.17893296,-7.1882062,-3.3905997,1.6508209,0.71439445,4.8790765,6.2738414,0.20308083,-0.16673559,1.1264145,1.3504223,709.76538,157.02306,30.433069
4.5197001,-7.1934729,-0.083923161,-7.07796,-3.6150243,1.6275661,0.76589483,4.8786945,6.2740941,0.20339966,-0.16693915,1.1264031,1.3504316,709.78113,157.02289,30.676672
4.5198002,-7.0562067,-0.34669825,-6.9607077,-3.8358712,1.6027051,0.8166393,4.8783102,6.2743487,0.20372085,-0.16714415,1.1263915,1.3504409,709.79681,157.02274,30.920547
4.5198998,-6.9119554,-0.60913217,-6.836565,-4.0529213,1.5762625,0.8665778,4.877923,6.2746043,0.20404445,-0.16735058,1.12638,1.3504503,709.8125,157.02257,31.164688
4.52,-6.7608609,-0.87096512,-6.7056551,-4.2659602,1.5482643,0.91566104,4.8775339,6.2748618,0.20437041,-0.16755842,1.1263684,1.3504597,709.82819,157.0224,31.409086
4.5201001,-6.6030731,-1.1319379,-6.5681071,-4.4747763,1.5187383,0.96384066,4.877142,6.2751207,0.20469876,-0.16776767,1.1263568,1.350469,709.84393,157.02223,31.653734
4.5201998,-6.4387474,-1.3917921,-6.4240565,-4.6791635,1.4877135,1.0110689,4.8767471,6.2753811,0.20502949,-0.16797833,1.1263453,1.3504784,709.85962,157.02206,31.898624
4.5202999,-6.2680469,-1.6502705,-6.2736468,-4.8789182,1.4552205,1.0572995,4.8763499,6.2756433,0.2053626,-0.16819037,1.1263337,1.3504878,709.87531,157.0219,32.143749
4.5204,-6.0911403,-1.907117,-6.1170259,-5.073844,1.4212914,1.1024865,4.8759503,6.2759066,0.20569809,-0.16840382,1.126322,1.3504972,709.89105,157.02173,32.389099
4.5205002,-5.9082022,-2.1620774,-5.954349,-5.2637463,1.3859596,1.1465855,4.8755479,6.2761717,0.20603596,-0.16861868,1.1263103,1.3505067,709.90674,157.02156,32.63467
4.5205998,-5.7194138,-2.4148993,-5.7857771,-5.4484382,1.3492603,1.1895529,4.8751431,6.2764382,0.20637621,-0.16883494,1.1262987,1.3505161,709.92242,157.02139,32.880451
4.5207,-5.5249615,-2.6653323,-5.6114769,-5.6277361,1.3112293,1.2313464,4.8747358,6.2767062,0.20671885,-0.1690526,1.126287,1.3505256,709.93811,157.02122,33.126438
4.5208001,-5.3250384,-2.9131284,-5.4316211,-5.8014622,1.2719045,1.2719246,4.8743258,6.2769756,0.20706385,-0.16927166,1.1262753,1.350535,709.95386,157.02106,33.372623
4.5208998,-5.1198416,-3.158042,-5.2463875,-5.9694448,1.2313244,1.3112476,4.8739133,6.2772465,0.20741123,-0.16949214,1.1262635,1.3505446,709.96954,157.02089,33.618992
4.5209999,-4.9095745,-3.3998308,-5.0559592,-6.1315174,1.1895293,1.3492764,4.8734984,6.2775192,0.207761,-0.16971403,1.1262518,1.3505541,709.98523,157.02072,33.865547
4.5211,-4.6944447,-3.6382551,-4.8605247,-6.2875195,1.1465603,1.3859737,4.8730807,6.2777929,0.20811313,-0.16993731,1.12624,1.3505635,710.00092,157.02055,34.112274
4.5212002,-4.4746656,-3.8730786,-4.6602778,-6.4372959,1.1024598,1.4213032,4.8726606,6.2780685,0.20846765,-0.17016198,1.1262282,1.3505731,710.01666,157.02039,34.359169
4.5212998,-4.2504544,-4.1040692,-4.4554162,-6.5806985,1.0572714,1.45523,4.8722382,6.2783456,0.20882452,-0.17038803,1.1262164,1.3505826,710.03235,157.0202,34.60622
4.5214,-4.0220332,-4.3309975,-4.2461429,-6.7175851,1.0110396,1.4877206,4.8718128,6.2786241,0.20918375,-0.17061548,1.1262046,1.3505921,710.04803,157.02003,34.853428
4.5215001,-3.7896278,-4.5536389,-4.0326653,-6.8478198,0.96381009,1.518743,4.8713851,6.278904,0.20954536,-0.17084432,1.1261928,1.3506017,710.06372,157.01987,35.10078
4.5215998,-3.5534685,-4.7717729,-3.8151941,-6.9712744,0.91562957,1.5482666,4.870955,6.2791853,0.20990932,-0.17107454,1.1261809,1.3506113,710.07947,157.0197,35.34827
4.5216999,-3.3137889,-4.9851828,-3.593945,-7.0878253,0.86654538,1.5762622,4.870522,6.2794685,0.21027564,-0.17130613,1.126169,1.3506209,710.09515,157.01953,35.59589
4.5218,-3.0708261,-5.1936584,-3.369137,-7.1973577,0.8166061,1.6027023,4.8700867,6.2797527,0.2106443,-0.17153914,1.126157,1.3506304,710.11084,157.01936,35.843632
4.5219002,-2.824821,-5.3969917,-3.1409929,-7.2997627,0.76586103,1.6275606,4.8696489,6.2800388,0.21101533,-0.17177352,1.1261451,1.3506401,710.12653,157.0192,36.091492
4.5219998,-2.5760169,-5.5949821,-2.9097381,-7.3949385,0.71436024,1.6508126,4.8692083,6.2803264,0.21138869,-0.17200929,1.1261332,1.3506497,710.14227,157.01903,36.339462
4.5221,-2.3246601,-5.7874327,-2.6756017,-7.4827909,0.66215444,1.6724356,4.8687654,6.2806153,0.21176441,-0.17224644,1.1261212,1.3506594,710.15796,157.01886,36.587536
4.5222001,-2.0709996,-5.9741535,-2.4388156,-7.5632334,0.60929531,1.6924081,4.8683205,6.2809057,0.21214245,-0.17248495,1.1261092,1.350669,710.17365,157.01868,36.835701
4.5222998,-1.8152864,-6.1549592,-2.1996145,-7.6361847,0.55583495,1.7107103,4.8678722,6.2811975,0.21252283,-0.17272484,1.1260972,1.3506787,710.18939,157.01851,37.083958
4.5223999,-1.5577738,-6.32967,-1.9582349,-7.7015738,0.50182605,1.7273242,4.8674216,6.2814908,0.21290556,-0.17296612,1.1260852,1.3506883,710.20508,157.01834,37.332298
4.5225,-1.298717,-6.4981132,-1.7149161,-7.759335,0.44732201,1.7422336,4.8669691,6.281786,0.21329057,-0.17320877,1.1260731,1.350698,710.22076,157.01817,37.580711
4.5226002,-1.0383723,-6.6601219,-1.4698991,-7.8094115,0.3923766,1.7554235,4.8665137,6.2820821,0.21367791,-0.17345281,1.1260611,1.3507078,710.23645,157.01801,37.829193
4.5226998,-0.77699745,-6.8155351,-1.2234262,-7.8517528,0.337044,1.7668811,4.8660555,6.2823801,0.21406756,-0.1736982,1.1260489,1.3507174,710.2522,157.01784,38.077736
4.5228,-0.51485151,-6.9641986,-0.97574198,-7.8863177,0.28137887,1.776595,4.8655953,6.2826796,0.21445952,-0.17394499,1.1260368,1.3507272,710.26788,157.01767,38.326332
4.5229001,-0.25219414,-7.1059656,-0.72709155,-7.9130712,0.22543611,1.7845556,4.8651323,6.2829804,0.21485378,-0.17419316,1.1260247,1.350737,710.28357,157.01749,38.574978
4.5229998,0.010714643,-7.240695,-0.47772112,-7.9319863,0.16927093,1.790755,4.8646669,6.2832823,0.21525033,-0.17444268,1.1260124,1.3507466,710.29926,157.01732,38.823666
4.5230999,0.27361432,-7.3682532,-0.22787786,-7.9430451,0.11293879,1.7951872,4.8641992,6.283586,0.21564916,-0.17469355,1.1260003,1.3507564,710.315,157.01715,39.072392
4.5232,0.53624451,-7.4885139,0.022190778,-7.9462357,0.05649526,1.7978477,4.863729,6.2838917,0.21605027,-0.17494579,1.1259881,1.3507663,710.33069,157.01698,39.32114
4.5233002,0.79834503,-7.6013575,0.27223712,-7.941555,-3.9646634e-06,1.7987341,4.8632565,6.2841983,0.21645366,-0.17519939,1.1259758,1.3507761,710.34637,157.01682,39.569916
4.5233998,1.0596563,-7.7066717,0.52201337,-7.9290075,-0.056503117,1.7978454,4.862781,6.2845063,0.2168593,-0.17545436,1.1259636,1.3507859,710.36206,157.01665,39.818703
4.5235,1.3199192,-7.8043532,0.77127212,-7.9086061,-0.11294643,1.7951823,4.8623037,6.2848163,0.21726719,-0.17571068,1.1259513,1.3507957,710.37781,157.01648,40.067501
4.5236001,1.5788761,-7.8943033,1.0197664,-7.8803697,-0.16927822,1.7907478,4.8618236,6.2851272,0.21767733,-0.17596836,1.125939,1.3508055,710.39349,157.0163,40.316299
4.5237002,1.8362703,-7.9764342,1.2672501,-7.844327,-0.22544289,1.7845459,4.861341,6.28544,0.2180897,-0.17622742,1.1259266,1.3508154,710.40918,157.01613,40.565098
4.5237999,2.0918469,-8.0506639,1.5134778,-7.8005137,-0.28138497,1.776583,4.8608565,6.2857542,0.21850429,-0.17648783,1.1259143,1.3508253,710.42487,157.01596,40.813885
4.5239,2.3453526,-8.1169186,1.7582057,-7.7489724,-0.33704934,1.7668667,4.8603692,6.2860694,0.21892112,-0.1767496,1.1259019,1.3508352,710.44061,157.01579,41.062656
4.5240002,2.5965362,-8.1751318,2.0011911,-7.689754,-0.39238098,1.7554069,4.8598795,6.2863865,0.21934016,-0.17701271,1.1258895,1.3508451,710.4563,157.01562,41.311405
4.5240998,2.8451486,-8.2252464,2.2421935,-7.6229177,-0.44732535,1.7422147,4.8593874,6.286705,0.21976139,-0.17727716,1.1258771,1.350855,710.47198,157.01546,41.560127
4.5242,3.0909436,-8.2672129,2.4809737,-7.5485291,-0.50182819,1.7273031,4.8588929,6.287025,0.22018482,-0.17754295,1.1258646,1.3508649,710.48767,157.01529,41.808815
4.5243001,3.3336773,-8.3009882,2.7172954,-7.4666619,-0.55583572,1.710687,4.8583961,6.2873464,0.22061041,-0.1778101,1.1258522,1.3508749,710.50342,157.01512,42.057465
4.5244002,3.5731096,-8.32654,2.9509244,-7.3773975,-0.60929459,1.6923828,4.8578973,6.2876692,0.22103818,-0.17807858,1.1258397,1.3508848,710.5191,157.01495,42.306065
4.5244999,3.8090029,-8.3438416,3.1816289,-7.2808237,-0.66215217,1.6724083,4.8573956,6.2879934,0.22146811,-0.17834841,1.1258272,1.3508948,710.53479,157.01479,42.554611
4.5246,4.0411234,-8.3528767,3.4091804,-7.1770358,-0.71435618,1.6507834,4.8568921,6.2883191,0.22190018,-0.17861958,1.1258147,1.3509048,710.55048,157.0146,42.803104
4.5247002,4.2692413,-8.3536358,3.6333535,-7.0661373,-0.76585519,1.6275295,4.8563857,6.2886462,0.2223344,-0.17889209,1.125802,1.3509148,710.56622,157.01443,43.051529
4.5247998,4.4931297,-8.346118,3.8539257,-6.9482379,-0.8165983,1.6026695,4.8558774,6.2889752,0.22277074,-0.17916594,1.1257895,1.3509248,710.58191,157.01427,43.299889
4.5249,4.7125678,-8.3303299,4.0706787,-6.8234539,-0.86653548,1.5762278,4.8553667,6.2893052,0.22320919,-0.17944112,1.1257769,1.3509349,710.5976,157.0141,43.548172
4.5250001,4.9273367,-8.3062868,4.2833972,-6.6919088,-0.91561741,1.5482305,4.8548536,6.2896366,0.22364974,-0.17971762,1.1257643,1.3509449,710.61328,157.01393,43.796371
4.5251002,5.1372247,-8.2740145,4.4918704,-6.5537333,-0.96379572,1.5187056,4.8543386,6.2899699,0.22409238,-0.17999543,1.1257515,1.350955,710.62903,157.01376,44.044487
4.5251999,5.3420229,-8.2335424,4.6958923,-6.4090638,-1.0110228,1.4876819,4.8538208,6.2903042,0.22453709,-0.18027456,1.1257389,1.3509651,710.64471,157.0136,44.292511
4.5253,5.5415287,-8.1849117,4.8952599,-6.2580442,-1.057252,1.4551899,4.853301,6.2906399,0.22498386,-0.18055503,1.1257261,1.3509752,710.6604,157.01343,44.540436
4.5254002,5.7355437,-8.1281691,5.0897756,-6.1008234,-1.1024379,1.4212621,4.8527794,6.2909775,0.22543268,-0.1808368,1.1257133,1.3509853,710.67609,157.01326,44.788261
4.5254998,5.9238758,-8.0633726,5.2792473,-5.9375572,-1.1465358,1.3859316,4.8522549,6.291316,0.22588354,-0.18111989,1.1257006,1.3509954,710.69183,157.01311,45.035976
4.5256,6.1063385,-7.9905849,5.4634862,-5.7684073,-1.189502,1.3492335,4.8517284,6.291656,0.22633642,-0.18140429,1.1256878,1.3510056,710.70752,157.01294,45.283577
4.5257001,6.2827511,-7.9098783,5.6423101,-5.5935421,-1.2312943,1.311204,4.8512001,6.2919979,0.22679131,-0.18169002,1.1256751,1.3510158,710.72321,157.01277,45.531059
4.5258002,6.4529376,-7.821332,5.8155417,-5.4131341,-1.2718714,1.2718804,4.8506689,6.2923408,0.22724819,-0.18197705,1.1256622,1.3510259,710.73889,157.0126,45.778416
4.5258999,6.6167297,-7.7250347,5.9830089,-5.2273617,-1.3111933,1.2313018,4.8501363,6.292685,0.22770707,-0.18226536,1.1256493,1.3510362,710.75464,157.01244,46.025646
4.526,6.7739649,-7.6210809,6.144546,-5.0364099,-1.3492212,1.1895081,4.8496013,6.2930312,0.22816789,-0.18255495,1.1256365,1.3510464,710.77032,157.01227,46.272739
4.5261002,6.9244876,-7.5095735,6.2999926,-4.840467,-1.3859175,1.1465405,4.8490639,6.2933784,0.22863068,-0.18284585,1.1256235,1.3510566,710.78601,157.0121,46.519695
4.5261998,7.0681481,-7.3906231,6.4491949,-4.6397276,-1.4212462,1.1024415,4.8485241,6.2937269,0.2290954,-0.18313803,1.1256105,1.3510668,710.8017,157.01193,46.766502
4.5263,7.2048039,-7.2643476,6.5920043,-4.4343905,-1.4551721,1.0572547,4.8479829,6.2940769,0.22956203,-0.18343149,1.1255976,1.3510771,710.81744,157.01178,47.013165
4.5264001,7.3343191,-7.1308718,6.7282796,-4.2246594,-1.487662,1.0110245,4.8474393,6.2944283,0.23003057,-0.18372622,1.1255846,1.3510875,710.83313,157.01161,47.25967
4.5265002,7.4565659,-6.9903274,6.8578858,-4.0107417,-1.5186836,0.96379662,4.8468938,6.2947812,0.230501,-0.18402225,1.1255715,1.3510977,710.84882,157.01144,47.50602
4.5265999,7.5714226,-6.8428545,6.9806938,-3.79285,-1.5482064,0.9156177,4.8463459,6.2951355,0.2309733,-0.18431956,1.1255585,1.3511081,710.8645,157.01128,47.752201
4.5267,7.6787748,-6.6885982,7.0965824,-3.5711999,-1.5762013,0.86653525,4.8457961,6.2954912,0.23144746,-0.18461813,1.1255454,1.3511183,710.88025,157.01112,47.998215
4.5268002,7.7785163,-6.5277119,7.2054362,-3.3460107,-1.6026407,0.8165977,4.8452444,6.2958479,0.23192346,-0.18491794,1.1255323,1.3511287,710.89594,157.01096,48.244057
4.5268998,7.8705487,-6.3603549,7.307147,-3.1175063,-1.6274985,0.76585436,4.8446908,6.2962065,0.23240128,-0.18521902,1.1255192,1.3511391,710.91162,157.01079,48.489719
4.527,7.9547796,-6.1866922,7.4016147,-2.8859127,-1.65075,0.71435529,4.8441348,6.2965665,0.23288092,-0.18552133,1.125506,1.3511494,710.92731,157.01064,48.735203
4.5271001,8.0311251,-6.006897,7.4887447,-2.6514595,-1.6723725,0.66215134,4.8435769,6.2969275,0.23336233,-0.1858249,1.1254928,1.3511598,710.94305,157.01047,48.980495
4.5272002,8.0995111,-5.8211465,7.5684509,-2.4143791,-1.6923445,0.609294,4.8430176,6.2972898,0.23384553,-0.1861297,1.1254796,1.3511703,710.95874,157.0103,49.225597
4.5272999,8.1598682,-5.6296253,7.6406546,-2.174907,-1.7106464,0.55583549,4.8424559,6.2976537,0.23433048,-0.18643574,1.1254663,1.3511807,710.97443,157.01015,49.470505
4.5274,8.2121363,-5.4325228,7.7052832,-1.9332798,-1.7272601,0.50182843,4.8418922,6.2980189,0.23481715,-0.18674301,1.1254531,1.3511912,710.99011,157.00998,49.715214
4.5275002,8.2562647,-5.2300344,7.7622733,-1.6897374,-1.7421691,0.44732627,4.8413267,6.2983851,0.23530555,-0.18705152,1.1254398,1.3512017,711.00586,157.00983,49.959717
4.5275998,8.2922077,-5.0223608,7.8115687,-1.4445213,-1.7553589,0.39238274,4.8407593,6.2987533,0.23579566,-0.18736124,1.1254265,1.3512121,711.02155,157.00966,50.20401
4.5276999,8.319931,-4.8097072,7.8531194,-1.1978745,-1.7668164,0.33705205,4.8401899,6.2991223,0.23628744,-0.18767218,1.1254131,1.3512226,711.03723,157.00951,50.448093
4.5278001,8.339407,-4.5922852,7.8868842,-0.95004159,-1.7765301,0.28138882,4.8396192,6.2994928,0.2367809,-0.18798432,1.1253997,1.3512331,711.05292,157.00934,50.691956
4.5279002,8.3506155,-4.3703103,7.9128308,-0.7012682,-1.7844907,0.225448,4.839046,6.2998648,0.237276,-0.18829763,1.1253864,1.3512436,711.06866,157.00919,50.9356
4.5279999,8.3535452,-4.1440015,7.930932,-0.45180094,-1.7906902,0.16928476,4.8384714,6.3002381,0.23777273,-0.18861215,1.1253729,1.3512542,711.08435,157.00902,51.179024
4.5281,8.3481932,-3.9135838,7.9411702,-0.20188724,-1.7951225,0.11295455,4.8378949,6.3006124,0.23827106,-0.18892784,1.1253594,1.3512647,711.10004,157.00887,51.422215
