"Time","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.2005,-0.019220818,0.30898866
0.2006,-0.0063787857,0.3051765
0.2007,0.0063271909,0.30096054
0.2008,0.018884497,0.29634538
0.2009,0.031280663,0.29133594
0.20100001,0.043503374,0.28593755
0.20110001,0.055540491,0.28015581
0.20119999,0.067380026,0.27399668
0.2013,0.079010248,0.26746663
0.2014,0.090419598,0.26057252
0.2015,0.10159675,0.25332144
0.2016,0.11253056,0.24572082
0.2017,0.12321017,0.2377785
0.2018,0.13362499,0.22950268
0.20190001,0.14376466,0.22090191
0.20200001,0.15361911,0.21198501
0.20209999,0.16317847,0.20276098
0.2022,0.1724333,0.19323935
0.2023,0.18137439,0.18342984
0.2024,0.18999286,0.17334253
0.2025,0.1982801,0.16298763
0.2026,0.20622782,0.15237565
0.2027,0.21382816,0.14151748
0.20280001,0.22107357,0.13042414
0.20290001,0.22795683,0.11910698
0.20299999,0.23447099,0.10757735
0.2031,0.2406096,0.095847048
0.2032,0.24636655,0.083927989
0.2033,0.25173613,0.071832292
0.2034,0.25671291,0.059572209
0.2035,0.26129189,0.047160111
0.2036,0.26546851,0.034608632
0.20370001,0.26923862,0.021930506
0.20379999,0.27259845,0.0091386
0.20389999,0.27554452,-0.003754199
0.204,0.27807388,-0.016734812
0.2041,0.28018403,-0.029790075
0.2042,0.28187281,-0.042906757
0.2043,0.28313851,-0.056071579
0.2044,0.28397968,-0.069271266
0.2045,0.28439555,-0.082492419
0.20460001,0.28438562,-0.095721655
0.20469999,0.28394988,-0.10894556
0.20479999,0.28308865,-0.12215079
0.2049,0.28180265,-0.13532396
0.205,0.28009319,-0.14845173
0.2051,0.27796188,-0.16152081
0.2052,0.27541083,-0.17451794
0.2053,0.27244231,-0.18743001
0.2054,0.2690593,-0.20024389
0.20550001,0.26526508,-0.21294662
0.20559999,0.26106337,-0.22552532
0.2057,0.25645825,-0.23796724
0.2058,0.25145409,-0.25025976
0.2059,0.24605587,-0.2623904
0.206,0.24026887,-0.27434686
0.2061,0.23409881,-0.28611702
0.2062,0.22755155,-0.29768887
0.20630001,0.22063355,-0.30905068
0.20640001,0.21335164,-0.32019088
0.20649999,0.20571297,-0.33109817
0.2066,0.19772503,-0.34176144
0.2067,0.18939552,-0.35216978
0.2068,0.18073268,-0.36231261
0.2069,0.17174506,-0.37217957
0.207,0.16244149,-0.3817606
0.2071,0.15283103,-0.39104587
0.20720001,0.14292309,-0.40002584
0.20730001,0.13272744,-0.40869138
0.20739999,0.12225416,-0.41703355
0.2075,0.11151353,-0.42504385
0.2076,0.10051597,-0.43271387
0.2077,0.089272365,-0.44003579
0.2078,0.077793792,-0.44700205
0.2079,0.066091552,-0.45360544
0.208,0.054177124,-0.45983908
0.20810001,0.042062163,-0.46569639
0.20819999,0.029758638,-0.47117135
0.20829999,0.017278666,-0.47625819
0.2084,0.0046345508,-0.48095158
0.2085,-0.0081613623,-0.48524639
0.2086,-0.021096451,-0.48913816
0.2087,-0.034157969,-0.49262264
0.2088,-0.047333039,-0.49569613
0.2089,-0.060608707,-0.49835524
0.20900001,-0.073971964,-0.50059688
0.20909999,-0.087409623,-0.50241852
0.20919999,-0.10090844,-0.50381809
0.2093,-0.1144551,-0.50479388
0.2094,-0.12803632,-0.50534451
0.2095,-0.14163874,-0.50546908
0.2096,-0.15524893,-0.50516713
0.2097,-0.16885348,-0.50443864
0.2098,-0.18243898,-0.50328398
0.20990001,-0.19599213,-0.50170386
0.20999999,-0.20949952,-0.49969956
0.2101,-0.22294787,-0.4972727
0.2102,-0.23632389,-0.49442536
0.2103,-0.24961446,-0.49116001
0.2104,-0.26280648,-0.48747936
0.2105,-0.27588692,-0.48338684
0.2106,-0.28884292,-0.47888613
0.21070001,-0.3016617,-0.47398138
0.21080001,-0.31433067,-0.46867695
0.21089999,-0.3268373,-0.46297774
0.211,-0.33916929,-0.45688906
0.2111,-0.35131451,-0.45041662
0.2112,-0.36326098,-0.44356647
0.2113,-0.37499687,-0.43634489
0.2114,-0.3865107,-0.42875871
0.2115,-0.39779109,-0.42081514
0.21160001,-0.40882692,-0.41252166
0.21170001,-0.41960731,-0.40388602
0.21179999,-0.43012163,-0.39491642
0.2119,-0.44035956,-0.3856214
0.212,-0.45031098,-0.37600979
0.2121,-0.45996609,-0.36609074
0.2122,-0.46931535,-0.35587361
0.2123,-0.47834954,-0.34536815
0.2124,-0.4870598,-0.33458444
0.21250001,-0.49543753,-0.32353276
0.21259999,-0.50347447,-0.31222367
0.21269999,-0.5111627,-0.30066791
0.2128,-0.51849455,-0.28887659
0.2129,-0.52546299,-0.27686104
0.213,-0.53206098,-0.26463276
0.2131,-0.5382821,-0.25220338
0.2132,-0.54412013,-0.23958483
0.2133,-0.54956937,-0.2267893
0.21340001,-0.5546245,-0.21382903
0.21349999,-0.55928051,-0.20071648
0.21359999,-0.56353271,-0.18746418
0.2137,-0.56737703,-0.17408489
0.2138,-0.5708096,-0.16059148
0.2139,-0.57382709,-0.14699695
0.214,-0.57642651,-0.1333143
0.2141,-0.57860523,-0.11955668
0.2142,-0.58036113,-0.10573736
0.21430001,-0.58169258,-0.091869622
0.21439999,-0.58259821,-0.077966817
0.2145,-0.58307701,-0.064042255
0.2146,-0.58312857,-0.050109368
0.2147,-0.58275288,-0.036181554
0.2148,-0.58195037,-0.022272218
0.2149,-0.58072168,-0.0083947247
0.215,-0.57906806,0.0054375967
0.21510001,-0.57699114,0.019211434
0.21520001,-0.57449299,0.03291354
0.21529999,-0.57157618,0.046530746
0.2154,-0.56824332,0.06004997
0.2155,-0.56449783,0.073458217
0.2156,-0.56034338,0.086742617
0.2157,-0.55578417,0.099890403
0.2158,-0.55082458,0.11288896
0.2159,-0.5454694,0.12572579
0.21600001,-0.53972399,0.1383886
0.21610001,-0.53359407,0.15086526
0.21619999,-0.52708572,0.1631438
0.2163,-0.52020514,0.17521243
0.2164,-0.51295924,0.1870596
0.2165,-0.50535506,0.19867398
0.2166,-0.49740022,0.21004449
0.2167,-0.48910254,0.22116026
0.2168,-0.48047003,0.23201062
0.21690001,-0.47151127,0.24258523
0.21699999,-0.46223515,0.25287405
0.21709999,-0.45265079,0.2628673
0.2172,-0.44276753,0.27255541
0.2173,-0.43259513,0.28192917
0.2174,-0.42214361,0.29097971
0.2175,-0.4114233,0.29969847
0.2176,-0.40044478,0.30807722
0.2177,-0.38921872,0.31610796
0.21780001,-0.37775621,0.32378319
0.21789999,-0.36606857,0.33109564
0.21799999,-0.35416734,0.33803853
0.2181,-0.34206417,0.34460536
0.2182,-0.32977095,0.35078987
0.2183,-0.31729981,0.3565864
0.2184,-0.304663,0.36198962
0.2185,-0.29187304,0.36699456
0.2186,-0.27894238,0.37159657
0.21870001,-0.26588377,0.37579143
0.21879999,-0.25271013,0.37957543
0.2189,-0.23943435,0.38294521
0.219,-0.22606955,0.38589785
0.2191,-0.21262878,0.38843057
0.2192,-0.1991253,0.39054134
0.2193,-0.18557242,0.39222848
0.2194,-0.17198344,0.39349073
0.21950001,-0.15837173,0.39432707
0.21960001,-0.14475064,0.39473704
0.21969999,-0.13113359,0.39472058
0.2198,-0.11753396,0.39427817
0.2199,-0.10396513,0.39341059
0.22,-0.090440392,0.39211887
0.2201,-0.076973073,0.39040476
0.2202,-0.063576385,0.38827032
0.2203,-0.050263505,0.38571799
0.22040001,-0.037047509,0.38275069
0.22050001,-0.023941368,0.37937155
0.22059999,-0.010957961,0.37558433
0.2207,0.0018899663,0.37139317
0.2208,0.014589803,0.36680257
0.2209,0.027129069,0.36181733
0.221,0.039495457,0.35644266
0.2211,0.05167684,0.35068434
0.2212,0.06366127,0.34454837
0.22130001,0.075436994,0.33804119
0.22139999,0.08699242,0.3311694
0.22149999,0.098316237,0.32394025
0.2216,0.10939736,0.31636125
0.2217,0.12022494,0.30844021
0.2218,0.13078833,0.30018523
0.2219,0.14107716,0.29160482
0.222,0.15108138,0.28270778
0.2221,0.16079122,0.27350327
0.22220001,0.17019719,0.26400077
0.22229999,0.17928998,0.25420988
0.22239999,0.18806078,0.24414061
0.2225,0.19650097,0.2338033
0.2226,0.20460238,0.22320852
0.2227,0.21235704,0.21236703
0.2228,0.21975733,0.20128979
0.2229,0.22679609,0.18998812
0.223,0.23346646,0.17847356
0.22310001,0.23976196,0.16675782
0.22319999,0.24567641,0.15485272
0.2233,0.25120404,0.14277035
0.2234,0.25633952,0.13052301
0.2235,0.26107791,0.11812314
0.2236,0.2654146,0.10558331
0.2237,0.26934531,0.092916146
0.2238,0.27286628,0.080134548
0.22390001,0.27597421,0.067251459
0.22400001,0.27866611,0.054279957
0.22409999,0.28093937,0.041233141
0.2242,0.28279176,0.028124191
0.2243,0.28422162,0.014966409
0.2244,0.28522769,0.0017731221
0.2245,0.28580907,-0.011442305
0.2246,0.28596514,-0.024666553
0.2247,0.28569588,-0.037886214
0.22480001,0.28500172,-0.051087905
0.22490001,0.28388348,-0.064258263
0.22499999,0.28234228,-0.077383958
0.2251,0.28037968,-0.090451732
0.2252,0.27799776,-0.10344835
0.2253,0.27519903,-0.11636063
0.2254,0.27198634,-0.12917553
0.2255,0.26836288,-0.14188007
0.2256,0.26433232,-0.15446137
0.22570001,0.25989881,-0.16690668
0.22579999,0.25506684,-0.17920344
0.22589999,0.24984127,-0.19133914
0.226,0.24422723,-0.20330146
0.2261,0.23823044,-0.21507829
0.2262,0.23185696,-0.2266577
0.2263,0.22511321,-0.23802793
0.2264,0.21800588,-0.24917741
0.2265,0.21054204,-0.26009479
0.22660001,0.20272923,-0.27076903
0.22669999,0.19457528,-0.28118923
0.22679999,0.18608838,-0.29134482
0.2269,0.17727686,-0.30122536
0.227,0.16814961,-0.31082085
0.2271,0.15871575,-0.32012147
0.2272,0.14898473,-0.32911775
0.2273,0.13896626,-0.33780047
0.2274,0.12867023,-0.34616065
0.22750001,0.11810698,-0.35418981
0.22759999,0.10728706,-0.36187968
0.2277,0.096221305,-0.3692224
0.2278,0.084920652,-0.3762103
0.2279,0.07339637,-0.38283616
0.228,0.061659992,-0.38909316
0.2281,0.049723227,-0.39497483
0.2282,0.037597984,-0.40047505
0.22830001,0.025296237,-0.40558794
0.22840001,0.012830313,-0.41030821
0.22849999,0.00021264433,-0.41463089
0.2286,-0.012544179,-0.41855142
0.2287,-0.025427489,-0.42206559
0.2288,-0.038424477,-0.4251695
0.2289,-0.051522162,-0.42785984
0.229,-0.06470748,-0.4301337
0.2291,-0.077967286,-0.43198854
0.22920001,-0.09128844,-0.43342197
0.22930001,-0.10465764,-0.43443242
0.22939999,-0.11806154,-0.43501857
0.2295,-0.1314868,-0.43517956
0.2296,-0.14492004,-0.43491486
0.2297,-0.1583479,-0.43422431
0.2298,-0.17175701,-0.43310836
0.2299,-0.18513396,-0.43156785
0.23,-0.19846544,-0.42960396
0.23010001,-0.21173817,-0.42721823
0.23019999,-0.22493893,-0.4244127
0.23029999,-0.23805454,-0.42118984
0.2304,-0.25107193,-0.41755259
0.2305,-0.26397812,-0.41350418
0.2306,-0.27676022,-0.4090482
0.2307,-0.28940552,-0.40418875
0.2308,-0.3019014,-0.3989304
0.2309,-0.31423536,-0.39327803
0.23100001,-0.32639509,-0.3872368
0.23109999,-0.33836848,-0.38081235
0.23119999,-0.35014355,-0.37401077
0.2313,-0.36170858,-0.36683846
0.2314,-0.373052,-0.35930222
0.2315,-0.3841624,-0.35140905
0.2316,-0.39502874,-0.34316644
0.2317,-0.40564018,-0.3345823
0.2318,-0.41598606,-0.32566479
0.23190001,-0.42605606,-0.31642234
0.23199999,-0.43584001,-0.30686375
0.2321,-0.44532821,-0.29699814
0.2322,-0.45451111,-0.28683499
0.2323,-0.4633795,-0.27638403
0.2324,-0.47192448,-0.26565516
0.2325,-0.48013744,-0.25465873
0.2326,-0.48801017,-0.24340524
0.23270001,-0.49553472,-0.23190556
0.23280001,-0.50270361,-0.22017072
0.23289999,-0.50950944,-0.2082119
0.233,-0.51594537,-0.19604063
0.2331,-0.52200502,-0.18366867
0.2332,-0.52768224,-0.17110792
0.2333,-0.53297126,-0.15837042
0.2334,-0.53786653,-0.14546843
0.2335,-0.54236329,-0.13241439
0.23360001,-0.54645681,-0.11922091
0.23370001,-0.55014306,-0.10590071
0.23379999,-0.55341798,-0.092466556
0.2339,-0.55627835,-0.078931443
0.234,-0.55872118,-0.065308444
0.2341,-0.56074393,-0.051610705
0.2342,-0.56234437,-0.037851427
0.2343,-0.56352073,-0.024043854
0.2344,-0.56427175,-0.010201339
0.23450001,-0.56459659,0.0036627515
0.23459999,-0.56449467,0.017535023
0.23469999,-0.56396598,0.031402122
0.2348,-0.56301075,0.045250658
0.2349,-0.56162989,0.059067253
0.235,-0.55982459,0.072838567
0.2351,-0.5575965,0.086551301
0.2352,-0.55494756,0.10019225
0.2353,-0.55188018,0.11374823
0.23540001,-0.5483973,0.12720618
0.23549999,-0.54450226,0.14055307
0.23559999,-0.54019856,0.15377608
0.2357,-0.53549039,0.16686243
0.2358,-0.53038216,0.1797995
0.2359,-0.52487886,0.19257481
0.236,-0.51898569,0.2051761
0.2361,-0.51270819,0.21759117
0.2362,-0.50605243,0.22980808
0.23630001,-0.4990249,0.24181506
0.23639999,-0.49163231,0.2536006
0.23649999,-0.48388177,0.26515332
0.2366,-0.4757807,0.27646211
0.2367,-0.46733695,0.28751612
0.2368,-0.45855871,0.29830471
0.2369,-0.44945452,0.3088176
0.237,-0.44003302,0.31904462
0.23710001,-0.43030339,0.32897598
0.23720001,-0.42027509,0.33860219
0.23729999,-0.40995783,0.34791404
0.2374,-0.39936164,0.35690269
0.2375,-0.38849667,0.36555943
0.2376,-0.37737355,0.37387607
0.2377,-0.36600304,0.3818447
0.2378,-0.35439625,0.38945779
0.2379,-0.34256437,0.39670807
0.23800001,-0.33051884,0.40358859
0.23810001,-0.31827143,0.41009295
0.23819999,-0.30583405,0.41621503
0.2383,-0.29321879,0.42194909
0.2384,-0.28043783,0.42728958
0.2385,-0.26750362,0.43223166
0.2386,-0.25442874,0.43677074
0.2387,-0.24122594,0.44090262
0.2388,-0.22790802,0.4446235
0.23890001,-0.21448787,0.44792989
0.23899999,-0.20097859,0.45081893
0.23909999,-0.18739332,0.45328799
0.2392,-0.17374527,0.45533505
0.2393,-0.16004768,0.45695814
0.2394,-0.14631386,0.45815605
0.2395,-0.13255718,0.4589279
0.2396,-0.11879102,0.45927322
0.2397,-0.10502876,0.45919195
0.23980001,-0.091283739,0.45868433
0.23989999,-0.077569343,0.45775118
0.23999999,-0.063898891,0.45639378
0.2401,-0.050285682,0.45461375
0.2402,-0.036742926,0.45241302
0.2403,-0.023283768,0.44979405
0.2404,-0.0099212928,0.4467597
0.2405,0.0033315301,0.44331333
0.2406,0.016461836,0.43945858
0.24070001,0.029456874,0.43519938
0.24079999,0.042304043,0.43054032
0.24089999,0.05499088,0.42548624
0.241,0.067505091,0.42004246
0.2411,0.079834528,0.41421458
0.2412,0.09196724,0.40800852
0.2413,0.10389148,0.40143073
0.2414,0.11559571,0.39448804
0.24150001,0.12706861,0.38718754
0.24160001,0.13829905,0.37953657
0.24169999,0.14927617,0.37154302
0.2418,0.15998937,0.36321506
0.2419,0.17042832,0.35456118
0.242,0.18058296,0.34559017
0.2421,0.19044341,0.33631104
0.2422,0.20000023,0.32673329
0.2423,0.20924421,0.31686661
0.24240001,0.21816649,0.30672106
0.24250001,0.22675842,0.29630679
0.24259999,0.23501176,0.28563431
0.2427,0.24291861,0.2747145
0.2428,0.25047144,0.26355836
0.2429,0.25766304,0.25217718
0.243,0.26448643,0.2405823
0.2431,0.27093515,0.2287855
0.2432,0.27700314,0.21679868
0.24330001,0.28268459,0.20463394
0.24339999,0.28797418,0.19230346
0.24349999,0.29286683,0.17981964
0.2436,0.29735795,0.16719507
0.2437,0.30144346,0.15444246
0.2438,0.30511951,0.14157467
0.2439,0.30838266,0.12860452
0.244,0.31122991,0.11554512
0.2441,0.31365877,0.10240957
0.24420001,0.31566706,0.089211106
0.24429999,0.31725305,0.075962968
0.24439999,0.31841531,0.062678419
0.2445,0.31915301,0.049370833
0.2446,0.31946567,0.036053576
0.2447,0.31935325,0.022740029
0.2448,0.31881604,0.0094435373
0.2449,0.31785473,-0.0038225567
0.245,0.31647065,-0.017044922
0.24510001,0.31466541,-0.030210285
0.24519999,0.31244102,-0.043305423
0.24529999,0.30979976,-0.056317206
0.2454,0.30674461,-0.069232561
0.2455,0.3032788,-0.082038529
0.2456,0.29940608,-0.094722249
0.2457,0.29513043,-0.10727098
0.2458,0.29045627,-0.11967211
0.24590001,0.28538847,-0.1319132
0.24600001,0.27993235,-0.14398195
0.24609999,0.27409357,-0.15586625
0.2462,0.26787797,-0.16755411
0.2463,0.26129198,-0.1790338
0.2464,0.25434241,-0.1902938
0.2465,0.24703637,-0.20132278
0.2466,0.2393813,-0.21210964
0.2467,0.2313849,-0.22264349
0.24680001,0.22305538,-0.23291376
0.24690001,0.21440122,-0.24291009
0.24699999,0.20543125,-0.25262246
0.2471,0.19615448,-0.26204097
0.2472,0.18658029,-0.27115619
0.2473,0.17671843,-0.27995887
0.2474,0.1665789,-0.2884402
0.2475,0.15617199,-0.29659158
0.2476,0.14550805,-0.30440468
0.24770001,0.13459797,-0.31187159
0.24779999,0.12345275,-0.31898484
0.24789999,0.11208367,-0.32573718
0.248,0.10050218,-0.3321217
0.2481,0.088719875,-0.33813187
0.2482,0.076748706,-0.34376159
0.2483,0.064600736,-0.34900516
0.2484,0.052288249,-0.35385722
0.2485,0.039823532,-0.35831264
0.24860001,0.027219184,-0.36236686
0.24869999,0.01448791,-0.36601576
0.24879999,0.0016425434,-0.36925554
0.2489,-0.011303994,-0.37208283
0.249,-0.024338737,-0.37449449
0.2491,-0.037448522,-0.37648803
0.2492,-0.050620157,-0.37806132
0.2493,-0.063840367,-0.37921265
0.2494,-0.077095896,-0.3799406
0.24950001,-0.090373412,-0.38024426
0.24959999,-0.10365954,-0.38012317
0.24969999,-0.1169409,-0.37957728
0.2498,-0.13020413,-0.37860698
0.2499,-0.14343593,-0.37721285
0.25,-0.15662293,-0.37539622
0.25009999,-0.16975191,-0.37315869
0.2502,-0.18280962,-0.37050229
0.25029999,-0.19578291,-0.36742944
0.25040001,-0.20865877,-0.36394289
0.25049999,-0.22142419,-0.360046
0.25060001,-0.23406634,-0.35574242
0.2507,-0.24657246,-0.35103625
0.25080001,-0.25892997,-0.34593183
0.2509,-0.27112639,-0.34043407
0.25099999,-0.28314945,-0.33454821
0.2511,-0.29498702,-0.32827997
0.25119999,-0.30662718,-0.32163528
0.25130001,-0.3180581,-0.31462044
0.25139999,-0.32926831,-0.30724224
0.25150001,-0.34024647,-0.29950786
0.2516,-0.3509815,-0.29142475
0.25170001,-0.3614625,-0.28300062
0.2518,-0.37167886,-0.27424359
0.25189999,-0.38162029,-0.26516223
0.252,-0.39127666,-0.25576529
0.25209999,-0.40063825,-0.24606192
0.25220001,-0.40969545,-0.23606138
0.25229999,-0.41843912,-0.22577344
0.25240001,-0.42686033,-0.21520811
0.2525,-0.43495059,-0.20437567
0.25260001,-0.44270158,-0.1932866
0.2527,-0.45010534,-0.1819516
0.25279999,-0.45715433,-0.17038177
0.2529,-0.46384141,-0.15858838
0.25299999,-0.47015965,-0.14658292
0.25310001,-0.4761025,-0.13437696
0.25319999,-0.48166382,-0.12198242
0.25330001,-0.48683795,-0.10941141
0.2534,-0.49161947,-0.096676178
0.25350001,-0.49600342,-0.083789125
0.2536,-0.49998507,-0.070762731
0.25369999,-0.50356036,-0.057609752
0.2538,-0.50672543,-0.04434301
0.25389999,-0.50947696,-0.030975467
0.25400001,-0.51181185,-0.017520096
0.25409999,-0.51372755,-0.0039900215
0.25420001,-0.51522195,0.0096015353
0.2543,-0.51629329,0.023241308
0.25440001,-0.5169403,0.03691598
0.2545,-0.51716191,0.050612275
0.25459999,-0.51695764,0.064316787
0.25470001,-0.51632756,0.07801614
0.25479999,-0.51527196,0.091696963
0.25490001,-0.51379162,0.10534591
0.255,-0.51188761,0.11894968
0.25510001,-0.50956166,0.13249499
0.2552,-0.50681579,0.1459686
0.25529999,-0.50365245,0.15935738
0.2554,-0.50007433,0.17264825
0.25549999,-0.49608475,0.18582825
0.25560001,-0.49168745,0.19888453
0.25569999,-0.48688647,0.21180433
0.25580001,-0.48168629,0.22457504
0.2559,-0.47609165,0.23718421
0.25600001,-0.47010788,0.24961953
0.2561,-0.46374059,0.26186886
0.25619999,-0.45699587,0.2739203
0.2563,-0.44987997,0.28576204
0.25639999,-0.44239965,0.29738253
0.25650001,-0.43456206,0.30877051
0.25659999,-0.42637464,0.31991479
0.25670001,-0.41784528,0.33080459
0.2568,-0.40898192,0.34142923
0.25690001,-0.39979315,0.35177836
0.257,-0.39028773,0.36184195
0.25709999,-0.38047484,0.37161019
0.2572,-0.3703638,0.38107353
0.25729999,-0.35996428,0.39022279
0.25740001,-0.34928629,0.39904907
0.25749999,-0.33834013,0.40754381
0.25760001,-0.32713634,0.41569877
0.2577,-0.31568557,0.4235059
0.25780001,-0.30399892,0.43095773
0.2579,-0.29208761,0.43804705
0.25799999,-0.2799632,0.44476697
0.2581,-0.26763728,0.45111099
0.25819999,-0.25512174,0.45707285
0.25830001,-0.24242862,0.46264693
0.25839999,-0.22957022,0.46782783
0.25850001,-0.21655899,0.47261056
0.2586,-0.20340738,0.47699046
0.25870001,-0.19012809,0.48096335
0.2588,-0.17673397,0.48452541
0.25889999,-0.16323799,0.48767334
0.259,-0.14965315,0.4904041
0.25909999,-0.13599254,0.49271503
0.25920001,-0.12226936,0.49460399
0.25929999,-0.1084969,0.49606928
0.25940001,-0.094688453,0.49710962
0.2595,-0.080857351,0.497724
0.25960001,-0.067016937,0.49791187
0.2597,-0.053180587,0.49767324
0.25979999,-0.039361686,0.4970085
0.2599,-0.025573585,0.49591839
0.25999999,-0.011829565,0.49440399
0.26010001,0.0018570815,0.49246693
0.26019999,0.015473138,0.49010929
0.26030001,0.029005457,0.48733351
0.2604,0.042440973,0.48414242
0.26050001,0.055766732,0.48053914
0.2606,0.068969861,0.47652745
0.26069999,0.082037643,0.4721114
0.2608,0.094957456,0.4672955
0.26089999,0.10771685,0.46208447
0.26100001,0.12030352,0.45648357
0.26109999,0.13270535,0.45049846
0.26120001,0.1449104,0.44413519
0.2613,0.1569069,0.4374001
0.26140001,0.16868332,0.43029982
0.2615,0.18022831,0.42284152
0.26159999,0.19153079,0.41503268
0.2617,0.20257995,0.40688115
0.26179999,0.21336511,0.39839494
0.26190001,0.22387591,0.38958248
0.26199999,0.23410232,0.38045266
0.26210001,0.24403456,0.37101454
0.2622,0.25366312,0.36127755
0.26230001,0.26297873,0.35125127
0.2624,0.27197254,0.34094572
0.26249999,0.28063595,0.33037117
0.2626,0.28896075,0.31953815
0.26269999,0.29693902,0.30845743
0.26280001,0.30456311,0.29713991
0.26289999,0.31182581,0.28559691
0.26300001,0.31872034,0.27383989
0.2631,0.32524016,0.26188058
0.26320001,0.33137906,0.24973075
0.2633,0.33713129,0.23740245
0.26339999,0.34249151,0.22490798
0.26350001,0.34745479,0.21225972
0.26359999,0.35201645,0.19947024
0.26370001,0.35617223,0.18655212
0.2638,0.35991842,0.17351824
0.26390001,0.36325157,0.16038153
0.264,0.36616877,0.147155
0.26409999,0.36866736,0.13385175
0.2642,0.37074512,0.12048495
0.26429999,0.37240037,0.10706785
0.26440001,0.37363178,0.093613774
0.26449999,0.37443849,0.080136046
0.26460001,0.37481982,0.066647969
0.2647,0.37477577,0.053162929
0.26480001,0.37430671,0.039694283
0.2649,0.37341344,0.026255378
0.26499999,0.37209707,0.012859515
0.2651,0.37035915,-0.00048006148
0.26519999,0.36820173,-0.013750131
0.26530001,0.36562726,-0.026937557
0.26539999,0.36263865,-0.040029284
0.26550001,0.35923895,-0.053012356
0.2656,0.35543188,-0.065873921
0.26570001,0.35122153,-0.078601263
0.2658,0.34661233,-0.091181777
0.26589999,0.34160921,-0.10360302
0.266,0.33621719,-0.11585268
0.26609999,0.33044198,-0.12791866
0.26620001,0.32428962,-0.13978902
0.26629999,0.31776652,-0.15145202
0.26640001,0.31087926,-0.16289611
0.2665,0.30363494,-0.17410995
0.26660001,0.29604104,-0.18508248
0.2667,0.28810537,-0.19580285
0.26679999,0.27983612,-0.20626047
0.2669,0.27124152,-0.21644492
0.26699999,0.26233044,-0.22634618
0.26710001,0.25311199,-0.23595446
0.26719999,0.2435956,-0.24526028
0.26730001,0.23379089,-0.25425443
0.2674,0.22370775,-0.26292792
0.26750001,0.21335647,-0.27127227
0.2676,0.20274758,-0.27927923
0.26769999,0.19189186,-0.2869409
0.2678,0.18080021,-0.29424962
0.26789999,0.16948387,-0.30119818
0.26800001,0.15795434,-0.30777976
0.26809999,0.14622328,-0.31398785
0.26820001,0.13430256,-0.31981635
0.2683,0.12220412,-0.32525933
0.26840001,0.10994025,-0.33031154
0.2685,0.097523339,-0.33496797
0.26859999,0.084965952,-0.33922407
0.2687,0.072280705,-0.34307557
0.26879999,0.059480369,-0.34651861
0.26890001,0.046577901,-0.34954983
0.26899999,0.033586316,-0.3521663
0.26910001,0.020518728,-0.35436541
0.2692,0.0073882309,-0.35614488
0.26930001,-0.0057918965,-0.35750303
0.2694,-0.019008365,-0.35843852
0.26949999,-0.032247849,-0.3589505
0.2696,-0.045497015,-0.35903835
0.26969999,-0.058742546,-0.35870197
0.26980001,-0.071971066,-0.35794175
0.26989999,-0.085169256,-0.35675845
0.27000001,-0.0983238,-0.35515329
0.2701,-0.11142147,-0.35312772
0.27020001,-0.12444907,-0.35068378
0.2703,-0.13739344,-0.34782395
0.27039999,-0.15024157,-0.34455106
0.2705,-0.1629805,-0.34086835
0.27059999,-0.17559735,-0.33677933
0.27070001,-0.18807946,-0.33228812
0.27079999,-0.2004142,-0.32739922
0.27090001,-0.21258914,-0.32211745
0.271,-0.224592,-0.316448
0.27110001,-0.23641066,-0.3103964
0.2712,-0.24803318,-0.30396873
0.27129999,-0.25944784,-0.29717135
0.2714,-0.27064312,-0.29001102
0.27149999,-0.28160763,-0.28249466
0.27160001,-0.29233032,-0.27462977
0.27169999,-0.30280039,-0.26642415
0.27180001,-0.31300721,-0.25788599
0.2719,-0.32294044,-0.24902363
0.27200001,-0.33258995,-0.2398458
0.2721,-0.34194604,-0.23036161
0.27219999,-0.35099918,-0.2205805
0.2723,-0.35974017,-0.21051215
0.27239999,-0.3681601,-0.20016639
0.27250001,-0.37625039,-0.1895535
0.2726,-0.3840028,-0.178684
0.27270001,-0.39140946,-0.16756865
0.2728,-0.3984628,-0.15621847
0.27289999,-0.40515548,-0.14464456
0.273,-0.4114807,-0.13285844
0.27309999,-0.41743198,-0.12087178
0.27320001,-0.4230032,-0.10869646
0.27329999,-0.42818856,-0.096344464
0.27340001,-0.43298262,-0.083827987
0.2735,-0.43738046,-0.071159445
0.27360001,-0.44137749,-0.058351386
0.2737,-0.44496953,-0.045416504
0.27379999,-0.44815263,-0.032367487
0.2739,-0.45092347,-0.019217301
0.27399999,-0.45327908,-0.0059789675
0.27410001,-0.45521691,0.0073344065
0.27419999,-0.45673475,0.020709667
0.27430001,-0.45783073,0.034133617
0.2744,-0.4585036,0.047592945
0.27450001,-0.45875248,0.061074324
0.2746,-0.45857689,0.074564405
0.27469999,-0.45797658,0.088049874
0.2748,-0.45695198,0.10151738
0.27489999,-0.45550382,0.11495358
0.27500001,-0.45363337,0.12834518
0.27509999,-0.45134217,0.14167891
0.27520001,-0.44863206,0.15494162
0.2753,-0.44550562,0.16812013
0.27540001,-0.44196567,0.18120141
0.2755,-0.43801549,0.19417253
0.27559999,-0.4336586,0.20702061
