"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.ir[1]","aimsE.ir[1]","aimsE.idq_rr[2]","aimsE.ir[2]","loadInertiaM.phi","loadInertiaE.phi","aimsM.ir[2]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsE.idq_sr[2]","aimsE.is[1]","aimsM.is[2]","loadInertiaE.w","aimsE.idq_sr[1]","aimsE.is[2]","aimsE.idq_rr[1]","loadInertiaM.w","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.is[1]"
1.0111001,-0.26909807,-150.0437,-150.06636,-233.28793,-127.00009,101.15179,101.15185,-127.03358,0.29432872,-0.3211762,209.5721,-138.25923,280.14975,135.63972,185.90984,280.14026,-150.06636,135.63976,-0.28208542,-138.26608
1.0112,-0.25858256,-149.85043,-149.8732,-234.75746,-128.36934,101.16536,101.16542,-128.4028,0.2933923,-0.32940581,211.19473,-146.40758,281.20425,135.67419,185.77492,281.19482,-149.8732,135.67422,-0.28268534,-146.41454
1.0113,-0.24781546,-149.65158,-149.67444,-236.21915,-129.73457,101.17892,101.17899,-129.76797,0.29245001,-0.33729818,212.80988,-154.46336,281.97711,135.70883,185.63414,281.96774,-149.67444,135.70888,-0.28328452,-154.4704
1.0114,-0.23680757,-149.44731,-149.4702,-237.67279,-131.09557,101.1925,101.19256,-131.12889,0.29150188,-0.34484562,214.41733,-162.41739,282.46603,135.74365,185.48761,282.45673,-149.4702,135.74368,-0.28388286,-162.42447
1.0115,-0.22556992,-149.23776,-149.26064,-239.11821,-132.45213,101.20608,101.20614,-132.48529,0.29054797,-0.3520408,216.01691,-170.26054,282.66904,135.77864,185.33546,282.65979,-149.26064,135.77867,-0.28448036,-170.26761
1.0116,-0.21411367,-149.02287,-149.04585,-240.55524,-133.80402,101.21966,101.21971,-133.83713,0.28958827,-0.35887662,217.60841,-177.98381,282.58441,135.81378,185.17781,282.57523,-149.04585,135.81383,-0.28507704,-177.99097
1.0117,-0.20245031,-148.80287,-148.82594,-241.98369,-135.15105,101.23324,101.2333,-135.1841,0.28862286,-0.36534655,219.19165,-185.57831,282.21078,135.84911,185.01479,282.20169,-148.82594,135.84915,-0.28567284,-185.58553
1.0118001,-0.19059148,-148.5779,-148.60104,-243.40337,-136.49298,101.24683,101.24689,-136.52596,0.28765172,-0.37144428,220.76645,-193.03522,281.54712,135.8846,184.84648,281.53812,-148.60104,135.88463,-0.28626776,-193.04248
1.0118999,-0.1785491,-148.34808,-148.37125,-244.81412,-137.82964,101.26041,101.26048,-137.86246,0.28667495,-0.37716401,222.33261,-200.34586,280.59277,135.92024,184.673,280.5838,-148.37125,135.92029,-0.28686178,-200.35312
1.012,-0.16633508,-148.11343,-148.13664,-246.21577,-139.16078,101.27401,101.27407,-139.1935,0.28569254,-0.38250011,223.88995,-207.50172,279.34723,135.95605,184.49448,279.33835,-148.13664,135.9561,-0.28745484,-207.509
1.0121,-0.1539616,-147.87402,-147.89735,-247.60812,-140.48625,101.28761,101.28767,-140.51891,0.28470454,-0.38744745,225.43829,-214.4944,277.81046,135.99202,184.31096,277.80167,-147.89735,135.99207,-0.28804696,-214.50175
1.0122,-0.14144105,-147.63,-147.65344,-248.99103,-141.80583,101.30121,101.30127,-141.83842,0.28371099,-0.39200127,226.97745,-221.31567,275.9827,136.02815,184.12257,275.97403,-147.65344,136.0282,-0.28863811,-221.32306
1.0123,-0.12878591,-147.38153,-147.40501,-250.36429,-143.11934,101.31481,101.31487,-143.15179,0.28271195,-0.39615729,228.50722,-227.95746,273.86456,136.06444,183.92941,273.85596,-147.40501,136.0645,-0.28922829,-227.96486
1.0124,-0.11600877,-147.12865,-147.15215,-251.72777,-144.42657,101.32842,101.32848,-144.45886,0.28170741,-0.39991149,230.02745,-234.41187,271.45694,136.10089,183.73154,271.44839,-147.15215,136.10094,-0.28981745,-234.41924
1.0125,-0.1031223,-146.87129,-146.89491,-253.08127,-145.72736,101.34203,101.34209,-145.75958,0.28069744,-0.40326023,231.53796,-240.67116,268.76096,136.13748,183.52904,268.75253,-146.89491,136.13754,-0.2904056,-240.67857
1.0125999,-0.090139374,-146.60966,-146.63341,-254.42465,-147.0215,101.35565,101.35571,-147.05367,0.27968207,-0.40620041,233.03856,-246.72783,265.77823,136.17424,183.32199,265.76993,-146.63341,136.17429,-0.29099271,-246.73528
1.0127,-0.077072904,-146.34386,-146.36768,-255.75772,-148.30885,101.36927,101.36932,-148.34091,0.27866137,-0.40872926,234.52908,-252.57457,262.51062,136.21114,183.11047,262.50244,-146.36768,136.2112,-0.29157877,-252.58203
1.0128,-0.063935906,-146.07396,-146.09781,-257.08035,-149.5892,101.38289,101.38295,-149.62109,0.27763534,-0.41084448,236.00935,-258.20425,258.96036,136.24818,182.89455,258.95224,-146.09781,136.24825,-0.29216376,-258.21167
1.0129,-0.050741386,-145.79991,-145.82387,-258.39233,-150.8624,101.39651,101.39658,-150.89418,0.27660403,-0.41254398,237.47922,-263.60995,255.12985,136.28539,182.67429,255.12183,-145.82387,136.28545,-0.29274765,-263.6174
1.013,-0.037502475,-145.52182,-145.5459,-259.69357,-152.12828,101.41015,101.41021,-152.15999,0.2755675,-0.41382629,238.93848,-268.78506,251.02191,136.32274,182.44974,251.01402,-145.5459,136.3228,-0.29333043,-268.79251
1.0131,-0.024232334,-145.23976,-145.26396,-260.98386,-153.38669,101.42378,101.42384,-153.4183,0.27452579,-0.41469032,240.38699,-273.72308,246.63972,136.36021,182.22096,246.63196,-145.26396,136.36029,-0.29391211,-273.73053
1.0132,-0.010944152,-144.95384,-144.97812,-262.26309,-154.63744,101.43742,101.43748,-154.66893,0.27347896,-0.41513532,241.8246,-278.41788,241.98677,136.39786,181.98802,241.97908,-144.97812,136.39792,-0.29449266,-278.42529
1.0132999,0.0023488835,-144.66409,-144.6884,-263.53107,-155.8804,101.45107,101.45112,-155.91173,0.27242699,-0.41516107,243.25114,-282.86343,237.06674,136.43562,181.75095,237.05911,-144.6884,136.43568,-0.29507202,-282.87085
1.0134,0.015633604,-144.37042,-144.39487,-264.78769,-157.11542,101.46471,101.46477,-157.14667,0.27136999,-0.41476753,244.66644,-287.05411,231.88359,136.47354,181.5098,231.87611,-144.39487,136.4736,-0.29565024,-287.06152
1.0135,0.028896809,-144.07297,-144.09756,-266.03278,-158.34236,101.47836,101.47842,-158.37352,0.27030802,-0.41395533,246.07036,-290.98447,226.44177,136.51158,181.26462,226.43443,-144.09756,136.51166,-0.29622728,-290.99185
1.0136,0.042125337,-143.77182,-143.79652,-267.2662,-159.56105,101.49201,101.49207,-159.59212,0.26924106,-0.41272545,247.46274,-294.64932,220.74594,136.54977,181.01543,220.73871,-143.79652,136.54984,-0.29680312,-294.65668
1.0137,0.05530607,-143.46704,-143.49176,-268.48782,-160.77139,101.50567,101.50572,-160.80225,0.26816919,-0.41107926,248.84344,-298.04382,214.80107,136.58809,180.76227,214.79387,-143.49176,136.58817,-0.29737774,-298.05115
1.0138,0.068425953,-143.15846,-143.18333,-269.69751,-161.97322,101.51933,101.51939,-162.004,0.26709247,-0.4090184,250.21231,-301.16333,208.61218,136.62654,180.50517,208.60513,-143.18333,136.6266,-0.29795113,-301.17062
1.0139,0.08147198,-142.84624,-142.87126,-270.89511,-163.16641,101.53299,101.53305,-163.19713,0.26601091,-0.4065451,251.56921,-304.00354,202.18489,136.66512,180.24417,202.17799,-142.87126,136.66519,-0.29852328,-304.0108
1.0140001,0.094431221,-142.5304,-142.55556,-272.08054,-164.35086,101.54666,101.54671,-164.38148,0.26492462,-0.40366197,252.91399,-306.56042,195.52498,136.70381,179.97928,195.51822,-142.55556,136.7039,-0.29909417,-306.56766
1.0141,0.10729083,-142.21101,-142.23625,-273.2536,-165.52644,101.56033,101.56039,-165.5569,0.26383358,-0.40037206,254.24654,-308.83026,188.63852,136.74265,179.71051,188.63184,-142.23625,136.74274,-0.29966381,-308.83743
1.0142,0.12003808,-141.88805,-141.91338,-274.41425,-166.69302,101.57401,101.57407,-166.72334,0.26273787,-0.39667872,255.5667,-310.8096,181.53175,136.7816,179.43791,181.52515,-141.91338,136.78169,-0.30023214,-310.81674
1.0143,0.13266036,-141.56143,-141.58691,-275.56232,-167.85051,101.58769,101.58775,-167.88075,0.26163757,-0.39258561,256.87433,-312.4953,174.21115,136.82068,179.16147,174.2047,-141.58691,136.82077,-0.30079919,-312.50241
1.0144,0.14514515,-141.23125,-141.2569,-276.69772,-168.99879,101.60137,101.60143,-169.02896,0.26053268,-0.38809705,258.16937,-313.88458,166.68361,136.85988,178.8812,166.67729,-141.2569,136.85997,-0.30136493,-313.89163
1.0145,0.15748012,-140.89757,-140.92334,-277.82031,-170.13777,101.61506,101.61512,-170.16782,0.25942329,-0.3832176,259.45163,-314.97495,158.95618,136.8992,178.59711,158.94997,-140.92334,136.89928,-0.30192932,-314.98193
1.0146,0.16965306,-140.56042,-140.58624,-278.92999,-171.26733,101.62875,101.62881,-171.2972,0.25830942,-0.37795225,260.72101,-315.76419,151.03618,136.93863,178.30922,151.03,-140.58624,136.93872,-0.30249238,-315.77115
1.0147001,0.18165192,-140.2196,-140.24559,-280.02667,-172.38741,101.64245,101.64251,-172.41719,0.25719115,-0.3723062,261.97739,-316.25043,142.93089,136.97818,178.0175,142.92487,-140.24559,136.97827,-0.30305409,-316.25729
1.0148,0.19346483,-139.87524,-139.90141,-281.11023,-173.49789,101.65615,101.6562,-173.52759,0.25606853,-0.36628523,263.2207,-316.4321,134.64818,137.01784,177.72198,134.6423,-139.90141,137.01793,-0.30361441,-316.43893
1.0149,0.20508012,-139.52737,-139.5537,-282.18057,-174.59871,101.66985,101.66991,-174.62831,0.25494158,-0.35989547,264.45078,-316.30804,126.19597,137.0576,177.42265,126.19022,-139.5537,137.05769,-0.30417335,-316.31479
1.015,0.21648632,-139.17603,-139.20242,-283.23761,-175.68976,101.68356,101.68362,-175.71922,0.25381038,-0.35314336,265.66757,-315.87729,117.58245,137.09749,177.11951,117.57676,-139.20242,137.09758,-0.30473089,-315.884
1.0151,0.22767214,-138.82109,-138.84761,-284.28128,-176.771,101.69727,101.69733,-176.80032,0.25267497,-0.34603566,266.87091,-315.13931,108.81582,137.13747,176.81252,108.81021,-138.84761,137.13756,-0.30528703,-315.14597
1.0152,0.23862654,-138.46252,-138.48923,-285.31143,-177.84235,101.71099,101.71104,-177.8716,0.25153542,-0.33857951,268.06079,-314.09381,99.904533,137.17755,176.50169,99.899078,-138.48923,137.17764,-0.30584174,-314.1004
1.0153,0.24933869,-138.10039,-138.12727,-286.32803,-178.90372,101.72471,101.72476,-178.93289,0.25039178,-0.33078238,269.23703,-312.74094,90.857361,137.21774,176.18701,90.852051,-138.12727,137.21783,-0.30639502,-312.74744
1.0154001,0.25979802,-137.73473,-137.76173,-287.33099,-179.95506,101.73843,101.73849,-179.98413,0.24924409,-0.32265219,270.3996,-311.08105,81.683167,137.25803,175.86847,81.677948,-137.76173,137.25812,-0.30694681,-311.08749
1.0154999,0.26999423,-137.36551,-137.39259,-288.32022,-180.99634,101.75216,101.75222,-181.02524,0.24809243,-0.31419709,271.5484,-309.11493,72.390968,137.29842,175.54604,72.385765,-137.39259,137.29851,-0.30749717,-309.12131
1.0156,0.27991718,-136.99255,-137.01984,-289.29565,-182.02748,101.76589,101.76595,-182.0563,0.24693684,-0.30542547,272.68335,-306.8436,62.9897,137.3389,175.2197,62.984646,-137.01984,137.33899,-0.30804601,-306.84988
1.0157,0.28955716,-136.61597,-136.64343,-290.25726,-183.04843,101.77962,101.77969,-183.07719,0.24577737,-0.2963461,273.80438,-304.26846,53.488766,137.37947,174.88942,53.483856,-136.64343,137.37956,-0.30859336,-304.27466
1.0158,0.2989046,-136.23573,-136.26338,-291.20493,-184.05916,101.79337,101.79343,-184.08784,0.24461408,-0.28696817,274.91141,-301.39124,43.897594,137.42012,174.55519,43.892799,-136.26338,137.42023,-0.30913922,-301.39734
1.0159,0.30795038,-135.8519,-135.87964,-292.13858,-185.05963,101.80711,101.80717,-185.08815,0.24344704,-0.27730107,276.00439,-298.21399,34.225758,137.46088,174.21698,34.220985,-135.87964,137.46097,-0.30968353,-298.22006
1.016,0.31668547,-135.46429,-135.49217,-293.05823,-186.04979,101.82086,101.82092,-186.07822,0.24227627,-0.26735437,277.08322,-294.73907,24.482716,137.50171,173.87476,24.478035,-135.49217,137.50182,-0.31022629,-294.74506
1.0161,0.32510126,-135.07289,-135.10098,-293.96381,-187.02963,101.83461,101.83467,-187.058,0.24110186,-0.25713801,278.14789,-290.96918,14.678201,137.54263,173.5285,14.673661,-135.10098,137.54274,-0.3107675,-290.97507
1.0161999,0.33318955,-134.67773,-134.70602,-294.85522,-187.9991,101.84837,101.84843,-188.0274,0.23992386,-0.24666226,279.1983,-286.90729,4.8220797,137.58363,173.17819,4.8176641,-134.70602,137.58374,-0.31130713,-286.91309
1.0163,0.34094232,-134.27885,-134.30727,-295.73248,-188.95821,101.86213,101.86218,-188.9864,0.23874232,-0.23593757,280.23444,-282.55676,-5.0757322,137.62473,172.82376,-5.0800858,-134.30727,137.62482,-0.31184518,-282.56247
1.0164,0.34835196,-133.87617,-133.90468,-296.59552,-189.90691,101.87589,101.87595,-189.93495,0.23755729,-0.22497465,281.25623,-277.9212,-15.005317,137.66588,172.46521,-15.009653,-133.90468,137.66599,-0.31238165,-277.92688
1.0165,0.35541111,-133.46951,-133.49825,-297.44431,-190.8452,101.88966,101.88972,-190.8732,0.23636885,-0.21378434,282.26361,-273.00455,-24.956844,137.70711,172.10248,-24.96105,-133.49825,137.70721,-0.31291646,-273.0101
1.0166,0.36211288,-133.05898,-133.08792,-298.27881,-191.77307,101.90343,101.90349,-191.80101,0.23517704,-0.20237789,283.25662,-267.81104,-34.92017,137.74841,171.73555,-34.924248,-133.08792,137.74852,-0.31344965,-267.8165
1.0167,0.3684507,-132.64455,-132.67366,-299.099,-192.69051,101.91721,101.91727,-192.71838,0.23398192,-0.19076665,284.23517,-262.34525,-44.885193,137.78979,171.36438,-44.889187,-132.67366,137.7899,-0.31398121,-262.35062
1.0168,0.37441835,-132.22624,-132.25543,-299.90488,-193.59753,101.93099,101.93105,-193.62526,0.23278354,-0.17896222,285.19925,-256.612,-54.841789,137.83124,170.98892,-54.845791,-132.25543,137.83134,-0.31451109,-256.61734
1.0168999,0.38000989,-131.80383,-131.83322,-300.69641,-194.49413,101.94478,101.94483,-194.52179,0.23158199,-0.16697629,286.1488,-250.61639,-64.78006,137.87274,170.60915,-64.783966,-131.83322,137.87285,-0.31503928,-250.62164
1.017,0.38521984,-131.37737,-131.40697,-301.4736,-195.38031,101.95856,101.95863,-195.40793,0.23037727,-0.15482081,287.08386,-244.36388,-74.689842,137.91432,170.22501,-74.693626,-131.40697,137.91443,-0.31556576,-244.369
1.0171,0.39004311,-130.94684,-130.97664,-302.23642,-196.25609,101.97236,101.97242,-196.28366,0.22916949,-0.14250793,288.00436,-237.86014,-84.561012,137.95595,169.83646,-84.564705,-130.97664,137.95605,-0.31609055,-237.86514
1.0172,0.39447504,-130.51227,-130.54219,-302.98486,-197.12149,101.98616,101.98621,-197.14896,0.22795868,-0.13004988,288.91034,-231.11113,-94.383484,137.99765,169.44347,-94.387146,-130.54219,137.99776,-0.31661358,-231.11609
1.0173,0.39851123,-130.07355,-130.10359,-303.71893,-197.9765,101.99996,102.00002,-198.00386,0.22674491,-0.11745907,289.80176,-224.12309,-104.14729,138.0394,169.04599,-104.15093,-130.10359,138.03951,-0.31713492,-224.12801
1.0174,0.40214768,-129.63054,-129.66081,-304.43863,-198.82118,102.01376,102.01382,-198.8485,0.22552823,-0.10474797,290.67862,-216.90251,-113.84256,138.08119,168.64398,-113.8461,-129.66081,138.0813,-0.31765443,-216.90729
1.0175,0.40538087,-129.1833,-129.21379,-305.14395,-199.65553,102.02757,102.02763,-199.6828,0.2243087,-0.091929264,291.54089,-209.45613,-123.45929,138.12305,168.23741,-123.46273,-129.21379,138.12315,-0.31817219,-209.4608
1.0176001,0.40820768,-128.73186,-128.76251,-305.83496,-200.47958,102.04139,102.04145,-200.50681,0.22308637,-0.079015709,292.38864,-201.79095,-132.98759,138.16495,167.82622,-132.99098,-128.76251,138.16505,-0.31868815,-201.79553
1.0177,0.41062543,-128.27617,-128.3069,-306.5116,-201.2934,102.05521,102.05527,-201.32047,0.22186132,-0.066020153,293.22186,-193.91422,-142.41768,138.20689,167.41037,-142.4211,-128.3069,138.207,-0.3192023,-193.91881
1.0178,0.41263157,-127.81599,-127.84695,-307.17395,-202.09697,102.06903,102.06909,-202.12401,0.22063358,-0.05295546,294.04053,-185.83337,-151.74004,138.24889,166.98981,-151.74336,-127.84695,138.24899,-0.31971464,-185.83783
1.0179,0.41422427,-127.35143,-127.38261,-307.82199,-202.89037,102.08286,102.08292,-202.91739,0.21940322,-0.039834637,294.8447,-177.55611,-160.94499,138.29091,166.5645,-160.94824,-127.38261,138.29102,-0.32022509,-177.56044
1.018,0.415402,-126.88245,-126.91383,-308.45578,-203.67365,102.09669,102.09675,-203.70062,0.2181703,-0.026670737,295.6344,-169.09033,-170.02304,138.33298,166.1344,-170.02621,-126.91383,138.33308,-0.3207337,-169.09457
1.0181,0.41616365,-126.40906,-126.44057,-309.07535,-204.44682,102.11053,102.11058,-204.47371,0.21693487,-0.013476843,296.40961,-160.44415,-178.9648,138.37509,165.69946,-178.96797,-126.44057,138.3752,-0.3212404,-160.44836
1.0182,0.41650853,-125.93114,-125.96279,-309.68069,-205.20996,102.12437,102.12442,-205.23677,0.21569699,-0.00026604615,297.17041,-151.62589,-187.76109,138.41722,165.25964,-187.76425,-125.96279,138.41734,-0.32174522,-151.63005
1.0183001,0.41643623,-125.44859,-125.48046,-310.27191,-205.96312,102.13821,102.13827,-205.98991,0.21445672,0.012948547,297.91681,-142.64403,-196.40291,138.4594,164.8149,-196.40601,-125.48046,138.4595,-0.3222481,-142.64807
1.0184,0.41594693,-124.96145,-124.99354,-310.849,-206.70636,102.15205,102.15211,-206.73314,0.21321411,0.026153795,298.64886,-133.50726,-204.88124,138.5016,164.36519,-204.88426,-124.99354,138.50171,-0.32274905,-133.51118
1.0185,0.41504121,-124.46973,-124.50198,-311.41202,-207.43974,102.16591,102.16597,-207.46646,0.21196923,0.039336585,299.36658,-124.22444,-213.18727,138.54384,163.91048,-213.19028,-124.50198,138.54395,-0.32324803,-124.22829
1.0186,0.41372001,-123.9734,-124.00574,-311.96103,-208.16331,102.17976,102.17982,-208.18993,0.21072212,0.052483823,300.07007,-114.80457,-221.31239,138.58609,163.4507,-221.31543,-124.00574,138.5862,-0.32374504,-114.80844
1.0187,0.41198453,-123.47224,-123.50481,-312.49609,-208.87715,102.19363,102.19369,-208.90375,0.20947284,0.065582477,300.75931,-105.25683,-229.24831,138.62836,162.98584,-229.25128,-123.50481,138.62846,-0.32424006,-105.26058
1.0188,0.40983665,-122.96632,-122.99911,-313.01724,-209.58133,102.20749,102.20755,-209.60791,0.20822145,0.07861954,301.43439,-95.590515,-236.98668,138.67065,162.51584,-236.98959,-122.99911,138.67076,-0.32473305,-95.594154
1.0189,0.40727851,-122.45565,-122.48863,-313.52454,-210.27591,102.22136,102.22142,-210.30247,0.20696799,0.091582067,302.0954,-85.815086,-244.51944,138.71297,162.04066,-244.52232,-122.48863,138.71307,-0.32522401,-85.818642
1.0190001,0.40431273,-121.94023,-121.97333,-314.0181,-210.96097,102.23524,102.23529,-210.98746,0.20571256,0.10445719,302.74234,-75.940109,-251.83873,138.75529,161.56029,-251.84163,-121.97333,138.7554,-0.32571295,-75.943657
1.0191,0.40094218,-121.41991,-121.45317,-314.49792,-211.6366,102.24911,102.24917,-211.66304,0.20445515,0.11723214,303.37531,-65.975258,-258.93698,138.79764,161.07465,-258.93988,-121.45317,138.79774,-0.3261998,-65.978752
1.0192,0.39717025,-120.89464,-120.92812,-314.96411,-212.30287,102.26299,102.26305,-212.3293,0.20319587,0.12989424,303.99438,-55.930317,-265.80679,138.83998,160.58371,-265.80966,-120.92812,138.84009,-0.32668453,-55.933701
1.0193,0.39300075,-120.36446,-120.39814,-315.41675,-212.95985,102.27688,102.27694,-212.98628,0.20193474,0.14243092,304.59961,-45.815166,-272.44095,138.88234,160.08746,-272.44376,-120.39814,138.88245,-0.32716718,-45.818455
1.0194,0.38843784,-119.82938,-119.86321,-315.85593,-213.60765,102.29077,102.29082,-213.63403,0.20067184,0.15482976,305.1911,-35.639763,-278.83246,138.92471,159.58585,-278.8353,-119.86321,138.92482,-0.32764769,-35.643013
1.0195,0.38348612,-119.28935,-119.32329,-316.28171,-214.24634,102.30466,102.30473,-214.27264,0.19940719,0.16707844,305.76892,-25.414135,-284.97467,138.96707,159.07883,-284.97751,-119.32329,138.96718,-0.32812604,-25.417404
1.0196,0.37815037,-118.7442,-118.77835,-316.69418,-214.87602,102.31857,102.31862,-214.90233,0.19814087,0.17916481,306.33313,-15.148375,-290.86118,139.00945,158.56639,-290.86401,-118.77835,139.00955,-0.32860222,-15.151541
1.0197001,0.37243599,-118.194,-118.22837,-317.09341,-215.49677,102.33247,102.33253,-215.52309,0.19687293,0.19107689,306.88382,-4.852622,-296.48572,139.0518,158.04849,-296.48856,-118.22837,139.05191,-0.32907623,-4.8556895
1.0197999,0.36634865,-117.63876,-117.67332,-317.47955,-216.10869,102.34637,102.34643,-216.13499,0.19560343,0.20280285,307.42111,5.4629431,-301.84241,139.09416,157.5251,-301.84521,-117.67332,139.09427,-0.32954803,5.459938
1.0199,0.35989451,-117.07851,-117.11316,-317.85263,-216.71188,102.36028,102.36034,-216.7381,0.19433241,0.21433111,307.94507,15.788113,-306.92554,139.13652,156.99619,-306.92838,-117.11316,139.13663,-0.33001757,15.78508
1.02,0.35307983,-116.51306,-116.54788,-318.2128,-217.30643,102.3742,102.37426,-217.33264,0.19305991,0.22565015,308.45581,26.112659,-311.7298,139.17886,156.46172,-311.73264,-116.54788,139.17897,-0.33048487,26.10968
1.0201,0.34591141,-115.94243,-115.97746,-318.56012,-217.89244,102.38812,102.38818,-217.91867,0.19178601,0.2367488,308.95343,36.42635,-316.25009,139.22121,155.92169,-316.25293,-115.97746,139.22131,-0.3309499,36.423462
1.0202,0.3383964,-115.36664,-115.40186,-318.89474,-218.47,102.40205,102.4021,-218.49625,0.19051072,0.24761604,309.43802,46.718956,-320.48154,139.26353,155.37605,-320.48438,-115.40186,139.26364,-0.33141264,46.716141
1.0203,0.33054233,-114.78573,-114.82108,-319.21671,-219.03925,102.41598,102.41603,-219.06544,0.18923414,0.25824109,309.9097,56.980259,-324.41968,139.30583,154.82481,-324.42255,-114.82108,139.30594,-0.33187306,56.977459
1.0204,0.32235691,-114.19965,-114.2351,-319.52618,-219.60025,102.42991,102.42996,-219.6264,0.18795629,0.26861343,310.36853,67.200073,-328.06027,139.34813,154.26791,-328.06317,-114.2351,139.34824,-0.33233115,67.19725
1.0204999,0.31384823,-113.60823,-113.6439,-319.82327,-220.15314,102.44385,102.4439,-220.17929,0.18667723,0.2787227,310.8147,77.368248,-331.39944,139.3904,153.70537,-331.40234,-113.6439,139.3905,-0.33278689,77.365501
1.0206,0.30502477,-113.0116,-113.04745,-320.10806,-220.698,102.45779,102.45784,-220.72418,0.185397,0.28855896,311.24826,87.47467,-334.43356,139.43265,153.13715,-334.43646,-113.04745,139.43275,-0.33324024,87.472
1.0207,0.29589531,-112.40974,-112.44577,-320.38071,-221.23494,102.47173,102.47179,-221.26112,0.18411566,0.29811239,311.66934,97.509293,-337.15933,139.47487,152.56322,-337.16226,-112.44577,139.47498,-0.33369118,97.506653
1.0208,0.28646895,-111.80273,-111.83882,-320.6413,-221.76408,102.48568,102.48574,-221.79021,0.18283325,0.30737361,312.07809,107.46214,-339.57379,139.51707,151.9836,-339.57672,-111.83882,139.51718,-0.33413973,107.45945
1.0209,0.27675489,-111.19033,-111.22661,-320.88995,-222.28554,102.49963,102.49969,-222.31168,0.18154983,0.31633329,312.47461,117.3233,-341.67422,139.55925,151.39825,-341.67719,-111.22661,139.55936,-0.33458585,117.32066
1.021,0.26676285,-110.57265,-110.60912,-321.1268,-222.79942,102.5136,102.51365,-222.82558,0.18026544,0.32498261,312.85901,127.08297,-343.45834,139.60139,150.80719,-343.46133,-110.60912,139.60149,-0.33502948,127.0804
1.0211,0.25650272,-109.9497,-109.98634,-321.35199,-223.30583,102.52756,102.52761,-223.332,0.17898013,0.33331299,313.23145,136.73143,-344.9241,139.64349,150.21037,-344.92709,-109.98634,139.6436,-0.33547062,136.72891
1.0211999,0.24598469,-109.32154,-109.35829,-321.56564,-223.80487,102.54152,102.54158,-223.83102,0.17769392,0.34131619,313.59201,146.25908,-346.06982,139.68558,149.60783,-346.07285,-109.35829,139.68567,-0.33590928,146.25655
1.0213,0.23521918,-108.6881,-108.72496,-321.76788,-224.29668,102.55549,102.55555,-224.3228,0.17640691,0.34898421,313.94083,155.65643,-346.8941,139.72762,148.99954,-346.89716,-108.72496,139.72772,-0.3363454,155.65388
1.0214,0.22421679,-108.04929,-108.08633,-321.95883,-224.78136,102.56947,102.56953,-224.80751,0.17511909,0.35630947,314.27808,164.91414,-347.39594,139.76961,148.38551,-347.39902,-108.08633,139.76971,-0.336779,164.91164
1.0215,0.21298848,-107.40521,-107.44244,-322.13864,-225.25903,102.58344,102.5835,-225.2852,0.17383052,0.36328465,314.60388,174.02299,-347.57455,139.81157,147.76575,-347.57767,-107.44244,139.81168,-0.33721003,174.02052
1.0216,0.20154537,-106.75591,-106.79326,-322.30743,-225.7298,102.59743,102.59749,-225.75597,0.17254128,0.36990291,314.91833,182.97389,-347.42966,139.8535,147.14023,-347.4328,-106.79326,139.85359,-0.33763844,182.97145
1.0217,0.18989883,-106.10142,-106.13882,-322.46536,-226.19377,102.61142,102.61147,-226.21989,0.17125137,0.37615764,315.22162,191.75797,-346.96115,139.89537,146.50897,-346.96429,-106.13882,139.89546,-0.33806428,191.75546
1.0218,0.17806031,-105.44154,-105.47912,-322.61252,-226.65109,102.6254,102.62547,-226.67725,0.16996086,0.38204256,315.51385,200.36647,-346.16925,139.93719,145.87199,-346.17242,-105.47912,139.9373,-0.33848748,200.36398
1.0219001,0.16604155,-104.77641,-104.81417,-322.74911,-227.10185,102.6394,102.63946,-227.12804,0.16866978,0.38755187,315.7952,208.79082,-345.05463,139.97897,145.22931,-345.05786,-104.81417,139.97908,-0.33890802,208.78838
1.022,0.1538545,-104.10609,-104.14399,-322.87524,-227.54617,102.6534,102.65346,-227.57239,0.16737816,0.39268011,316.06577,217.02266,-343.61819,140.02071,144.5809,-343.62146,-104.14399,140.02081,-0.33932588,217.02023
1.0221,0.14151123,-103.43062,-103.4686,-322.99109,-227.98418,102.6674,102.66747,-228.01036,0.16608606,0.39742219,316.32571,225.05379,-341.86127,140.06239,143.92682,-341.86453,-103.4686,140.06248,-0.33974105,225.05133
1.0222,0.12902392,-102.74992,-102.78801,-323.09674,-228.41599,102.68142,102.68147,-228.44215,0.16479354,0.40177336,316.5752,232.87624,-339.78534,140.10402,143.26704,-339.78867,-102.78801,140.10411,-0.34015352,232.87376
1.0223,0.11640494,-102.06399,-102.10224,-323.19238,-228.84169,102.69543,102.69549,-228.8679,0.16350059,0.4057292,316.81433,240.48224,-337.39236,140.14558,142.60162,-337.39572,-102.10224,140.14569,-0.34056327,240.4798
1.0224,0.10366678,-101.37291,-101.41132,-323.27814,-229.26143,102.70944,102.7095,-229.28767,0.16220729,0.4092859,317.0433,247.86426,-334.68457,140.1871,141.93057,-334.68799,-101.41132,140.18719,-0.34097025,247.86182
