"Time","smee.is[1]","smee.is[2]","smee.inertiaRotor.phi","smee.inertiaRotor.w","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re"
2.0216999,-24.07423,34.738342,303.46268,159.38777,0.38973072,0.23202285,-0.45081979,0.011371869,-0.4622345
2.0218,-25.009157,34.662502,303.47861,159.38863,0.3822681,0.24415824,-0.45082659,0.011499291,-0.46224061
2.0218999,-25.92725,34.549232,303.49454,159.38939,0.37442762,0.25605366,-0.45083335,0.011627342,-0.46224669
2.0220001,-26.827332,34.398338,303.5105,159.39006,0.36621699,0.2676973,-0.45084009,0.011756017,-0.4622528
2.0221,-27.708187,34.20966,303.52643,159.39066,0.35764426,0.27907771,-0.45084682,0.011885311,-0.46225891
2.0222001,-28.568626,33.983089,303.54236,159.39116,0.34871787,0.2901836,-0.45085356,0.01201522,-0.46226498
2.0223,-29.407522,33.718555,303.55832,159.39157,0.33944666,0.30100402,-0.45086026,0.012145739,-0.46227109
2.0223999,-30.223713,33.416039,303.57425,159.39191,0.32983971,0.31152821,-0.45086694,0.012276864,-0.46227717
2.0225,-31.01606,33.075573,303.59018,159.39215,0.3199065,0.32174578,-0.45087361,0.012408589,-0.46228328
2.0225999,-31.783491,32.697224,303.60611,159.39232,0.30965683,0.33164662,-0.45088026,0.01254091,-0.46228936
2.0227001,-32.524914,32.281113,303.62207,159.3924,0.29910079,0.34122095,-0.45088691,0.012673823,-0.46229547
2.0228,-33.239258,31.827404,303.638,159.3924,0.28824878,0.35045922,-0.45089352,0.012807323,-0.46230155
2.0229001,-33.925522,31.336306,303.65393,159.3923,0.27711147,0.35935238,-0.45090011,0.012941402,-0.46230763
2.023,-34.582695,30.808079,303.66989,159.39214,0.26569986,0.36789158,-0.45090666,0.01307606,-0.46231368
2.0230999,-35.209782,30.243034,303.68582,159.39189,0.25402522,0.37606835,-0.45091322,0.013211288,-0.46231976
2.0232,-35.805862,29.641512,303.70175,159.39156,0.24209902,0.38387462,-0.45091972,0.013347084,-0.46232581
2.0232999,-36.370029,29.003908,303.71771,159.39114,0.22993304,0.39130265,-0.45092621,0.01348344,-0.46233186
2.0234001,-36.901371,28.330679,303.73364,159.39066,0.21753927,0.39834505,-0.45093268,0.013620353,-0.46233791
2.0235,-37.399071,27.622295,303.74957,159.39008,0.20492995,0.40499488,-0.45093912,0.013757817,-0.46234393
2.0236001,-37.862316,26.879292,303.7655,159.38942,0.1921175,0.41124552,-0.45094553,0.013895829,-0.46234995
2.0237,-38.29031,26.102259,303.78146,159.3887,0.17911455,0.41709077,-0.4509519,0.014034381,-0.46235597
2.0237999,-38.682327,25.291803,303.79739,159.38789,0.16593394,0.42252487,-0.45095828,0.01417347,-0.46236196
2.0239,-39.037682,24.448584,303.81332,159.38701,0.15258867,0.42754239,-0.4509646,0.014313089,-0.46236795
2.0239999,-39.355686,23.57333,303.82928,159.38605,0.13909189,0.43213835,-0.45097089,0.014453233,-0.46237391
2.0241001,-39.635738,22.666773,303.84521,159.38501,0.12545696,0.43630823,-0.45097715,0.014593899,-0.46237987
2.0242,-39.877266,21.729692,303.86115,159.3839,0.11169729,0.44004783,-0.45098338,0.014735079,-0.4623858
2.0243001,-40.079712,20.762951,303.87708,159.38271,0.097826473,0.44335344,-0.45098957,0.01487677,-0.46239173
2.0244,-40.242592,19.767393,303.89304,159.38144,0.083858199,0.4462218,-0.45099574,0.015018965,-0.46239763
2.0244999,-40.365471,18.743919,303.90897,159.38011,0.069806255,0.44865003,-0.45100188,0.01516166,-0.46240354
2.0246,-40.447918,17.693514,303.9249,159.37869,0.055684499,0.4506357,-0.45100796,0.015304849,-0.46240941
2.0246999,-40.48959,16.61713,303.94083,159.37721,0.041506883,0.45217681,-0.45101401,0.015448526,-0.46241525
2.0248001,-40.490173,15.515773,303.95679,159.37566,0.027287399,0.45327187,-0.45102003,0.015592687,-0.46242109
2.0249,-40.449394,14.390542,303.97272,159.37404,0.013040079,0.45391968,-0.45102602,0.015737327,-0.4624269
2.0250001,-40.367031,13.242493,303.98865,159.37234,-0.0012210106,0.45411965,-0.45103198,0.015882438,-0.46243268
2.0251,-40.242916,12.072726,304.00458,159.37057,-0.015481788,0.45387155,-0.45103788,0.016028017,-0.46243846
2.0251999,-40.07692,10.882443,304.02054,159.36873,-0.029728176,0.45317557,-0.45104375,0.016174057,-0.46244422
2.0253,-39.868969,9.6727915,304.03647,159.36682,-0.04394611,0.45203236,-0.45104957,0.016320555,-0.46244994
2.0253999,-39.61903,8.4449577,304.0524,159.36485,-0.058121547,0.45044306,-0.45105538,0.016467502,-0.46245566
2.0255001,-39.327122,7.2002292,304.06833,159.36281,-0.072240487,0.4484092,-0.45106113,0.016614897,-0.46246135
2.0256,-38.993313,5.9398375,304.08426,159.3607,-0.086288996,0.44593275,-0.45106682,0.01676273,-0.46246698
2.0257001,-38.617722,4.6650443,304.10022,159.35852,-0.10025319,0.44301614,-0.45107248,0.016911,-0.46247262
2.0258,-38.200516,3.3772042,304.11615,159.35628,-0.11411929,0.43966222,-0.45107812,0.017059697,-0.46247825
2.0258999,-37.741909,2.0776255,304.13208,159.35397,-0.1278736,0.43587428,-0.45108369,0.01720882,-0.46248382
2.026,-37.242157,0.7676307,304.14801,159.35159,-0.14150251,0.43165603,-0.45108923,0.017358361,-0.46248937
2.0260999,-36.70158,-0.55137277,304.16394,159.34915,-0.1549926,0.42701164,-0.45109475,0.017508315,-0.46249491
2.0262001,-36.120537,-1.8780134,304.17987,159.34665,-0.16833051,0.42194563,-0.4511002,0.017658675,-0.46250039
2.0263,-35.499424,-3.210922,304.19583,159.34409,-0.18150307,0.41646302,-0.45110559,0.017809439,-0.46250588
2.0264001,-34.838715,-4.5486526,304.21176,159.34146,-0.19449727,0.41056916,-0.45111096,0.017960599,-0.46251133
2.0265,-34.138905,-5.8897843,304.22769,159.33878,-0.20730028,0.40426987,-0.45111626,0.018112151,-0.46251675
2.0265999,-33.400532,-7.2329164,304.24362,159.33601,-0.21989945,0.39757136,-0.45112154,0.018264087,-0.46252212
2.0267,-32.62421,-8.5765781,304.25955,159.33321,-0.23228233,0.39048019,-0.45112675,0.018416405,-0.46252748
2.0267999,-31.810579,-9.9193163,304.27548,159.33034,-0.24443667,0.38300335,-0.45113194,0.018569097,-0.46253282
2.0269001,-30.960314,-11.259711,304.29141,159.32741,-0.25635046,0.37514821,-0.45113707,0.01872216,-0.46253809
2.027,-30.074152,-12.596286,304.30734,159.32442,-0.26801196,0.3669225,-0.45114216,0.018875586,-0.46254337
2.0271001,-29.15288,-13.927567,304.32327,159.32137,-0.27940962,0.35833433,-0.45114717,0.019029371,-0.46254858
2.0272,-28.197296,-15.252131,304.3392,159.31825,-0.29053217,0.34939218,-0.45115218,0.019183509,-0.4625538
2.0272999,-27.208269,-16.568512,304.35513,159.31509,-0.30136862,0.34010482,-0.45115709,0.019337995,-0.46255895
2.0274,-26.186712,-17.875231,304.37109,159.31186,-0.31190827,0.33048141,-0.45116198,0.019492822,-0.46256408
2.0274999,-25.133549,-19.170881,304.38702,159.30859,-0.32214069,0.32053146,-0.45116681,0.019647988,-0.46256918
2.0276,-24.049761,-20.454012,304.40295,159.30525,-0.33205578,0.31026474,-0.45117161,0.019803485,-0.46257424
2.0276999,-22.93639,-21.723166,304.41888,159.30186,-0.34164372,0.29969141,-0.45117635,0.019959308,-0.46257925
2.0278001,-21.794466,-22.976959,304.43481,159.29843,-0.35089505,0.28882188,-0.45118102,0.020115452,-0.46258426
2.0279,-20.625082,-24.213982,304.45074,159.29494,-0.35980061,0.27766684,-0.45118567,0.02027191,-0.4625892
2.0280001,-19.429394,-25.432804,304.46667,159.29138,-0.36835158,0.26623729,-0.45119023,0.020428682,-0.46259412
2.0281,-18.20853,-26.632086,304.48257,159.28778,-0.3765395,0.25454456,-0.45119476,0.020585755,-0.46259901
2.0281999,-16.963684,-27.810467,304.4985,159.28413,-0.38435632,0.24260011,-0.45119926,0.02074313,-0.46260387
2.0283,-15.69611,-28.966566,304.51443,159.28043,-0.39179423,0.23041578,-0.45120367,0.020900799,-0.46260867
2.0283999,-14.40703,-30.0991,304.53036,159.27667,-0.39884597,0.21800353,-0.45120806,0.021058755,-0.46261343
2.0285001,-13.097721,-31.206776,304.5463,159.27287,-0.40550447,0.20537564,-0.45121238,0.021216996,-0.46261817
2.0286,-11.769528,-32.288273,304.56223,159.26901,-0.41176319,0.19254456,-0.45121664,0.021375516,-0.46262285
2.0287001,-10.423752,-33.342373,304.57816,159.26511,-0.41761595,0.17952293,-0.45122087,0.021534309,-0.4626275
2.0288,-9.061739,-34.36787,304.59409,159.26115,-0.4230569,0.16632363,-0.45122501,0.021693369,-0.46263212
2.0288999,-7.6849122,-35.363518,304.61002,159.25716,-0.42808071,0.15295964,-0.45122913,0.021852693,-0.46263668
2.029,-6.2946382,-36.328186,304.62595,159.25311,-0.43268237,0.13944419,-0.45123318,0.022012275,-0.46264121
2.0290999,-4.8923202,-37.260754,304.64185,159.24902,-0.43685734,0.12579058,-0.45123717,0.022172108,-0.46264571
2.0292001,-3.4794445,-38.160069,304.65778,159.24489,-0.44060144,0.11201228,-0.45124114,0.022332188,-0.46265018
2.0293,-2.0574276,-39.025097,304.67371,159.24069,-0.44391102,0.09812291,-0.45124501,0.022492509,-0.46265456
2.0294001,-0.62771738,-39.85482,304.68964,159.23647,-0.44678277,0.084136166,-0.45124885,0.022653069,-0.46265894
2.0295,0.80815238,-40.64819,304.70557,159.23219,-0.44921383,0.070065841,-0.45125261,0.02281386,-0.46266326
2.0295999,2.2487292,-41.404282,304.72147,159.22787,-0.45120177,0.055925835,-0.45125633,0.022974879,-0.46266755
2.0297,3.6925364,-42.122185,304.7374,159.22353,-0.45274466,0.041730095,-0.45126,0.023136117,-0.46267179
2.0297999,5.1380081,-42.80098,304.75333,159.21912,-0.45384091,0.027492626,-0.45126364,0.023297573,-0.46267599
2.0299001,6.5836706,-43.43985,304.76926,159.21468,-0.45448947,0.013227484,-0.45126718,0.023459241,-0.46268016
2.03,8.0280333,-44.03801,304.78516,159.21019,-0.45468965,-0.0010512472,-0.45127067,0.023621114,-0.46268427
2.0301001,9.4695139,-44.594666,304.80109,159.20566,-0.45444125,-0.015329481,-0.45127413,0.023783188,-0.46268833
2.0302,10.906634,-45.109127,304.81702,159.2011,-0.4537445,-0.029593123,-0.45127749,0.02394546,-0.46269235
2.0302999,12.337899,-45.580742,304.83292,159.19649,-0.45260006,-0.043828093,-0.45128083,0.024107922,-0.46269634
2.0304,13.761741,-46.008858,304.84885,159.19185,-0.45100906,-0.058020338,-0.45128411,0.024270572,-0.46270028
2.0304999,15.176677,-46.392914,304.86478,159.18716,-0.44897306,-0.072155848,-0.45128733,0.024433402,-0.46270415
2.0306001,16.58123,-46.732391,304.88068,159.18243,-0.44649404,-0.086220682,-0.45129049,0.02459641,-0.462708
2.0307,17.973858,-47.026787,304.89661,159.17769,-0.44357446,-0.10020094,-0.45129359,0.024759589,-0.46271178
2.0308001,19.353094,-47.275681,304.91251,159.17288,-0.44021714,-0.11408282,-0.45129663,0.024922935,-0.46271554
2.0309,20.717493,-47.478695,304.92844,159.16806,-0.43642542,-0.12785263,-0.45129961,0.025086444,-0.46271926
2.0309999,22.065556,-47.635479,304.94437,159.16319,-0.43220299,-0.14149678,-0.45130253,0.025250109,-0.4627229
2.0311,23.395844,-47.745758,304.96027,159.15828,-0.42755407,-0.15500177,-0.45130539,0.025413927,-0.46272653
2.0311999,24.706957,-47.809299,304.9762,159.15335,-0.42248318,-0.1683543,-0.45130819,0.025577892,-0.46273008
2.0313001,25.997458,-47.825912,304.9921,159.14838,-0.41699535,-0.18154117,-0.45131093,0.025742,-0.4627336
2.0314,27.265949,-47.795464,305.00803,159.14337,-0.41109595,-0.19454938,-0.45131364,0.025906246,-0.46273708
2.0315001,28.511097,-47.717876,305.02393,159.13834,-0.40479079,-0.20736606,-0.45131627,0.026070625,-0.46274048
2.0316,29.731529,-47.593113,305.03983,159.13326,-0.39808613,-0.21997856,-0.45131883,0.026235133,-0.46274388
2.0316999,30.925915,-47.421192,305.05576,159.12816,-0.39098853,-0.23237444,-0.45132136,0.026399765,-0.46274719
2.0318,32.092991,-47.20219,305.07166,159.12302,-0.38350502,-0.24454145,-0.45132381,0.026564516,-0.46275046
2.0318999,33.231468,-46.936226,305.08759,159.11786,-0.37564293,-0.25646758,-0.45132622,0.026729383,-0.46275368
2.0320001,34.340099,-46.623474,305.10349,159.11266,-0.36741003,-0.26814106,-0.45132855,0.026894359,-0.46275687
2.0321,35.417698,-46.264153,305.11942,159.10744,-0.35881448,-0.27955034,-0.45133081,0.02705944,-0.46276
2.0322001,36.463085,-45.85854,305.13531,159.10219,-0.34986469,-0.29068419,-0.45133305,0.027224623,-0.46276307
2.0323,37.475086,-45.406956,305.15121,159.09689,-0.3405695,-0.30153158,-0.45133519,0.027389901,-0.46276611
2.0323999,38.452629,-44.909782,305.16714,159.09158,-0.3309381,-0.31208184,-0.45133728,0.027555272,-0.46276909
2.0325,39.394634,-44.367435,305.18304,159.08624,-0.32097998,-0.32232448,-0.45133933,0.027720729,-0.46277201
2.0325999,40.300034,-43.780399,305.19894,159.08089,-0.31070495,-0.33224946,-0.4513413,0.02788627,-0.4627749
2.0327001,41.167862,-43.149181,305.21484,159.07549,-0.30012316,-0.34184694,-0.45134321,0.028051889,-0.46277773
2.0328,41.997158,-42.474361,305.23077,159.07007,-0.28924504,-0.35110745,-0.45134506,0.02821758,-0.46278051
2.0329001,42.786976,-41.756557,305.24667,159.06462,-0.27808127,-0.36002183,-0.45134687,0.028383343,-0.46278322
2.033,43.536461,-40.996426,305.26257,159.05914,-0.26664296,-0.3685813,-0.4513486,0.028549168,-0.4627859
2.0330999,44.244785,-40.194679,305.27847,159.05365,-0.25494131,-0.37677741,-0.45135027,0.028715057,-0.46278852
2.0332,44.911125,-39.352085,305.29437,159.04814,-0.24298789,-0.38460201,-0.45135188,0.028881,-0.46279109
2.0332999,45.534752,-38.469429,305.3103,159.04259,-0.23079449,-0.39204744,-0.45135343,0.029046996,-0.46279362
2.0334001,46.114975,-37.547554,305.3262,159.03703,-0.21837315,-0.39910629,-0.45135492,0.029213039,-0.46279609
2.0335,46.651104,-36.587364,305.3421,159.03143,-0.2057361,-0.40577161,-0.45135635,0.029379124,-0.46279851
2.0336001,47.142551,-35.589767,305.358,159.02583,-0.19289584,-0.41203684,-0.45135769,0.029545249,-0.46280086
2.0337,47.58876,-34.555737,305.3739,159.02019,-0.17986502,-0.41789573,-0.451359,0.02971141,-0.46280316
2.0337999,47.989185,-33.486294,305.3898,159.01454,-0.16665648,-0.42334256,-0.45136026,0.029877599,-0.46280542
2.0339,48.343376,-32.382473,305.4057,159.00887,-0.15328328,-0.42837188,-0.45136142,0.030043816,-0.46280763
2.0339999,48.650928,-31.245346,305.4216,159.00317,-0.1397586,-0.43297881,-0.45136255,0.030210055,-0.46280977
2.0341001,48.911446,-30.076069,305.4375,158.99745,-0.12609579,-0.4371587,-0.45136359,0.030376311,-0.46281186
2.0342,49.124619,-28.875769,305.4534,158.99171,-0.11230833,-0.44090745,-0.45136461,0.030542582,-0.46281391
2.0343001,49.290192,-27.645624,305.4693,158.98596,-0.098409817,-0.44422141,-0.45136553,0.030708861,-0.46281588
2.0344,49.407921,-26.386894,305.4852,158.98019,-0.084413968,-0.44709721,-0.45136639,0.030875146,-0.46281782
2.0344999,49.47765,-25.100805,305.5011,158.97441,-0.070334591,-0.44953209,-0.4513672,0.031041432,-0.4628197
2.0346,49.499268,-23.78862,305.517,158.9686,-0.056185588,-0.4515236,-0.45136794,0.031207716,-0.46282151
2.0346999,49.472694,-22.451694,305.5329,158.96278,-0.041980911,-0.45306978,-0.45136863,0.031373993,-0.4628233
2.0348001,49.397919,-21.091337,305.5488,158.95694,-0.027734576,-0.45416906,-0.45136926,0.03154026,-0.462825
2.0349,49.274982,-19.708891,305.5647,158.95108,-0.013460647,-0.45482042,-0.45136979,0.031706512,-0.46282667
2.0350001,49.103958,-18.305782,305.58057,158.94521,0.00082679663,-0.45502317,-0.4513703,0.031872742,-0.46282828
2.0351,48.884991,-16.883398,305.59647,158.93933,0.015113655,-0.45477709,-0.45137072,0.032038953,-0.46282983
2.0352001,48.618271,-15.443144,305.61237,158.93343,0.029385827,-0.45408246,-0.45137107,0.032205135,-0.46283132
2.0353,48.304024,-13.986507,305.62827,158.92751,0.043629233,-0.45293993,-0.4513714,0.03237129,-0.46283275
2.0353999,47.942547,-12.514935,305.64417,158.92159,0.05782982,-0.45135063,-0.45137164,0.032537404,-0.46283412
2.0355,47.534172,-11.029884,305.66003,158.91563,0.07197357,-0.44931614,-0.45137179,0.032703485,-0.46283546
2.0355999,47.079288,-9.5328846,305.67593,158.90968,0.086046524,-0.44683844,-0.45137191,0.032869522,-0.46283671
2.0357001,46.578335,-8.0254345,305.69183,158.90372,0.1000348,-0.44391996,-0.45137197,0.033035513,-0.46283793
2.0358,46.031784,-6.5090246,305.70773,158.89774,0.11392459,-0.44056362,-0.45137194,0.033201452,-0.4628391
2.0359001,45.440174,-4.9852128,305.7236,158.89175,0.12770219,-0.4367727,-0.45137188,0.03336734,-0.46284017
2.036,44.804089,-3.4555335,305.7395,158.88574,0.14135401,-0.43255094,-0.45137173,0.033533167,-0.46284121
2.0360999,44.124142,-1.9214976,305.75537,158.87973,0.15486658,-0.42790249,-0.45137152,0.033698935,-0.4628422
2.0362,43.401012,-0.38467476,305.77127,158.87372,0.16822655,-0.42283195,-0.45137125,0.03386464,-0.46284312
2.0362999,42.635414,1.153379,305.78717,158.86769,0.18142074,-0.4173443,-0.45137092,0.034030274,-0.46284398
2.0364001,41.828106,2.6911478,305.80304,158.86165,0.19443615,-0.41144499,-0.45137051,0.034195833,-0.46284482
2.0365,40.979889,4.2270651,305.81894,158.85559,0.20725991,-0.40513983,-0.45137006,0.034361318,-0.46284556
2.0366001,40.091618,5.7595687,305.83481,158.84953,0.21987939,-0.39843503,-0.45136952,0.034526724,-0.46284625
2.0367,39.164169,7.2871523,305.85071,158.84348,0.23228212,-0.39133716,-0.45136893,0.034692045,-0.4628469
2.0367999,38.198475,8.8082676,305.86658,158.8374,0.24445586,-0.38385329,-0.45136827,0.034857277,-0.46284747
2.0369,37.195507,10.321362,305.88248,158.83133,0.2563886,-0.37599078,-0.45136756,0.035022419,-0.46284798
2.0369999,36.156261,11.824952,305.89835,158.82524,0.26806858,-0.36775735,-0.45136675,0.035187468,-0.46284845
2.0371001,35.081783,13.317524,305.91425,158.81914,0.27948424,-0.3591612,-0.45136592,0.03535242,-0.46284887
2.0372,33.973164,14.797548,305.93011,158.81305,0.29062438,-0.35021073,-0.45136499,0.035517268,-0.4628492
2.0373001,32.831501,16.263582,305.94598,158.80695,0.30147794,-0.34091479,-0.45136401,0.035682011,-0.4628495
2.0374,31.657938,17.714155,305.96188,158.80083,0.31203422,-0.33128259,-0.45136297,0.035846647,-0.46284971
2.0374999,30.45368,19.147779,305.97775,158.79472,0.32228285,-0.3213236,-0.45136186,0.036011171,-0.46284989
2.0376,29.219913,20.563063,305.99362,158.7886,0.33221367,-0.31104764,-0.45136067,0.036175579,-0.46285
2.0376999,27.957876,21.958599,306.00952,158.78249,0.3418169,-0.3004649,-0.45135945,0.036339864,-0.46285003
2.0378001,26.668865,23.332951,306.02539,158.77637,0.35108307,-0.28958574,-0.45135814,0.03650403,-0.46285003
2.0379,25.354149,24.684793,306.04126,158.77023,0.36000302,-0.27842095,-0.45135677,0.036668073,-0.46284994
2.0380001,24.015043,26.012791,306.05716,158.7641,0.36856797,-0.26698154,-0.45135534,0.036831982,-0.46284983
2.0381,22.652927,27.315577,306.07303,158.75798,0.37676945,-0.25527877,-0.45135382,0.036995761,-0.46284965
2.0381999,21.26914,28.591904,306.0889,158.75185,0.38459939,-0.24332422,-0.45135227,0.037159402,-0.46284938
2.0383,19.865063,29.840517,306.10477,158.74571,0.39205006,-0.23112966,-0.45135063,0.037322905,-0.46284908
2.0383999,18.442142,31.060139,306.12064,158.73958,0.39911407,-0.21870713,-0.45134893,0.037486266,-0.46284872
2.0385001,17.001774,32.249603,306.13654,158.73343,0.40578449,-0.20606889,-0.45134717,0.037649482,-0.46284828
2.0386,15.545389,33.407757,306.1524,158.72729,0.41205475,-0.19322741,-0.45134532,0.037812546,-0.4628478
2.0387001,14.07449,34.533417,306.16827,158.72116,0.41791862,-0.18019535,-0.45134345,0.03797546,-0.46284723
2.0388,12.590516,35.625511,306.18414,158.71503,0.42337036,-0.16698557,-0.45134148,0.038138218,-0.46284664
2.0388999,11.094933,36.682999,306.20001,158.70889,0.42840457,-0.15361112,-0.45133945,0.038300816,-0.46284595
2.039,9.5892868,37.704796,306.21588,158.70277,0.4330163,-0.14008518,-0.45133737,0.03846325,-0.46284524
2.0390999,8.0750437,38.689945,306.23175,158.69664,0.43720096,-0.12642109,-0.45133522,0.038625523,-0.46284443
2.0392001,6.5536933,39.637512,306.24762,158.69051,0.44095448,-0.11263235,-0.45133299,0.038787626,-0.46284357
2.0393,5.0268059,40.546539,306.26349,158.68439,0.44427311,-0.098732539,-0.45133072,0.038949557,-0.46284267
2.0394001,3.4958649,41.416183,306.27936,158.67827,0.44715363,-0.084735394,-0.45132837,0.039111312,-0.46284169
2.0395,1.9623663,42.245628,306.29523,158.67215,0.44959316,-0.07065472,-0.45132592,0.039272893,-0.46284065
2.0395999,0.42789134,43.034046,306.3111,158.66603,0.45158929,-0.056504395,-0.45132345,0.039434291,-0.46283954
2.0397,-1.1060747,43.780712,306.32697,158.65991,0.45314005,-0.042298395,-0.45132092,0.039595507,-0.46283838
2.0397999,-2.6380382,44.484943,306.34283,158.65381,0.45424396,-0.028050732,-0.45131829,0.039756536,-0.46283716
2.0399001,-4.1664338,45.146049,306.3587,158.64771,0.45489988,-0.013775457,-0.45131561,0.039917376,-0.46283588
2.04,-5.6897774,45.763428,306.37454,158.64162,0.45510718,0.00051334314,-0.45131287,0.040078022,-0.46283454
2.0401001,-7.2065954,46.336533,306.39041,158.63553,0.45486569,0.014801569,-0.45131007,0.04023847,-0.46283314
2.0402,-8.715353,46.864811,306.40628,158.62944,0.45417562,0.029075129,-0.45130718,0.040398721,-0.46283168
2.0402999,-10.214581,47.347797,306.42215,158.62335,0.45303765,0.043319941,-0.45130423,0.040558774,-0.46283016
2.0404,-11.70284,47.785084,306.43802,158.61729,0.45145294,0.057521947,-0.45130122,0.040718619,-0.46282855
2.0404999,-13.178638,48.176262,306.45386,158.61122,0.44942302,0.071667142,-0.45129815,0.040878259,-0.46282691
2.0406001,-14.640537,48.521004,306.46973,158.60516,0.4469499,0.085741572,-0.45129502,0.041037686,-0.46282521
2.0407,-16.087145,48.819035,306.4856,158.59912,0.44403607,0.099731348,-0.45129183,0.041196905,-0.46282342
2.0408001,-17.517025,49.070103,306.50143,158.59308,0.44068432,0.11362267,-0.45128855,0.041355904,-0.4628216
2.0409,-18.928783,49.274021,306.5173,158.58704,0.43689805,0.12740184,-0.45128521,0.041514687,-0.4628197
2.0409999,-20.321089,49.430649,306.53317,158.58101,0.43268093,0.14105527,-0.45128182,0.041673247,-0.46281773
2.0411,-21.692572,49.539894,306.54901,158.575,0.42803717,0.15456948,-0.45127836,0.041831587,-0.4628157
2.0411999,-23.041897,49.601696,306.56488,158.56898,0.42297134,0.16793114,-0.45127484,0.041989695,-0.46281365
2.0413001,-24.367804,49.616074,306.58075,158.56299,0.41748843,0.18112707,-0.45127124,0.042147577,-0.4628115
2.0414,-25.669003,49.583065,306.59659,158.55701,0.41159388,0.19414426,-0.45126757,0.042305227,-0.46280929
2.0415001,-26.944231,49.502766,306.61246,158.55103,0.40529349,0.20696987,-0.45126384,0.042462643,-0.46280703
2.0416,-28.192307,49.375324,306.6283,158.54506,0.39859349,0.21959125,-0.45126006,0.042619824,-0.46280468
2.0416999,-29.412035,49.200928,306.64417,158.53911,0.39150047,0.23199594,-0.45125622,0.042776763,-0.46280229
2.0418,-30.602236,48.979816,306.66,158.53317,0.38402143,0.24417172,-0.45125231,0.04293346,-0.46279985
2.0418999,-31.761816,48.712276,306.67587,158.52724,0.37616381,0.25610659,-0.45124832,0.043089911,-0.46279734
2.0420001,-32.889683,48.398636,306.69171,158.52132,0.3679353,0.26778874,-0.45124429,0.043246116,-0.46279475
2.0421,-33.984753,48.039272,306.70758,158.51541,0.35934407,0.27920666,-0.45124018,0.043402072,-0.46279213
2.0422001,-35.046032,47.634602,306.72342,158.50952,0.35039854,0.29034913,-0.45123601,0.043557774,-0.46278942
2.0423,-36.072536,47.185097,306.73926,158.50363,0.34110761,0.30120513,-0.45123178,0.043713223,-0.46278667
2.0423999,-37.063282,46.691265,306.75513,158.49776,0.33148038,0.31176397,-0.45122749,0.043868415,-0.46278384
2.0425,-38.017395,46.153656,306.77097,158.49191,0.32152641,0.3220152,-0.45122311,0.04402335,-0.46278095
2.0425999,-38.934002,45.572868,306.7868,158.48607,0.31125551,0.33194876,-0.45121869,0.04417802,-0.46277803
2.0427001,-39.812237,44.949543,306.80267,158.48024,0.30067778,0.34155482,-0.45121419,0.044332426,-0.46277502
2.0427999,-40.651333,44.284355,306.81851,158.47443,0.28980371,0.35082391,-0.45120963,0.044486567,-0.46277195
2.0429001,-41.450542,43.578018,306.83435,158.46863,0.278644,0.35974693,-0.45120502,0.04464044,-0.46276882
2.043,-42.209126,42.831303,306.85022,158.46284,0.26720965,0.36831501,-0.45120034,0.044794042,-0.46276563
2.0431001,-42.926437,42.044998,306.86606,158.45708,0.25551197,0.3765198,-0.4511956,0.044947371,-0.46276239
2.0432,-43.60186,41.219936,306.8819,158.45132,0.2435625,0.38435313,-0.4511908,0.045100424,-0.46275908
2.0432999,-44.234776,40.357002,306.89774,158.44559,0.23137301,0.39180729,-0.45118594,0.045253202,-0.46275571
2.0434,-44.824665,39.457096,306.91357,158.43987,0.21895556,0.39887497,-0.45118102,0.045405697,-0.46275228
2.0434999,-45.371044,38.521145,306.92944,158.43416,0.20632239,0.4055492,-0.45117602,0.045557912,-0.4627488
2.0436001,-45.873432,37.550156,306.94528,158.42847,0.19348595,0.41182336,-0.45117098,0.045709845,-0.46274522
2.0437,-46.33144,36.545113,306.96112,158.42281,0.1804589,0.41769129,-0.45116585,0.04586149,-0.46274161
2.0438001,-46.74472,35.507053,306.97696,158.41714,0.16725414,0.42314723,-0.45116067,0.046012849,-0.46273795
2.0439,-47.112919,34.437077,306.9928,158.41151,0.15388465,0.42818579,-0.45115545,0.046163917,-0.46273419
2.0439999,-47.435791,33.336258,307.00864,158.4059,0.14036363,0.43280199,-0.45115015,0.04631469,-0.46273041
2.0441,-47.713116,32.205715,307.02448,158.4003,0.12670444,0.4369913,-0.45114478,0.046465173,-0.46272656
2.0441999,-47.944687,31.046637,307.04031,158.39471,0.11292055,0.44074956,-0.45113936,0.046615362,-0.46272263
2.0443001,-48.130386,29.86018,307.05615,158.38914,0.099025548,0.44407314,-0.45113388,0.046765249,-0.46271867
2.0444,-48.270134,28.647535,307.07199,158.38361,0.085033149,0.44695869,-0.45112833,0.046914838,-0.46271464
2.0445001,-48.363865,27.409966,307.08783,158.37808,0.070957154,0.44940343,-0.45112276,0.047064129,-0.46271053
2.0446,-48.411594,26.148699,307.10367,158.37257,0.056811448,0.45140493,-0.4511171,0.047213115,-0.46270639
