"Time","transformer.pin_n1.reference.gamma","transformer.pin_n2.reference.gamma","currentSensor.abs_i","currentSensor.arg_i"
0.1983,6960456.5,6960456.5,0.00037746262,-1.4932033
0.19840001,6964363,6964363,0.00037740424,-1.4932137
0.19850001,6968270,6968270,0.00037734586,-1.493224
0.19859999,6972177.5,6972177.5,0.00037728748,-1.4932344
0.1987,6976085,6976085,0.00037722909,-1.4932448
0.1988,6979993.5,6979993.5,0.00037717068,-1.4932551
0.1989,6983902,6983902,0.0003771123,-1.4932655
0.199,6987811,6987811,0.00037705392,-1.4932759
0.1991,6991720.5,6991720.5,0.00037699554,-1.4932864
0.1992,6995630.5,6995630.5,0.00037693715,-1.4932967
0.19930001,6999541,6999541,0.00037687874,-1.4933071
0.19939999,7003451.5,7003451.5,0.00037682036,-1.4933175
0.19949999,7007363,7007363,0.00037676198,-1.4933279
0.1996,7011274.5,7011274.5,0.00037670357,-1.4933382
0.1997,7015186.5,7015186.5,0.00037664518,-1.4933485
0.1998,7019099,7019099,0.0003765868,-1.4933589
0.1999,7023012,7023012,0.00037652839,-1.4933692
0.2,7026925.5,7026925.5,0.00037647001,-1.4933796
0.2001,7030839,7030839,0.00037641163,-1.49339
0.20020001,7034753.5,7034753.5,0.00037635321,-1.4934003
0.20029999,7038668,7038668,0.00037629483,-1.4934107
0.20039999,7042583,7042583,0.00037623642,-1.4934211
0.2005,7046498.5,7046498.5,0.00037617804,-1.4934314
0.2006,7050414.5,7050414.5,0.00037611966,-1.4934418
0.2007,7054331,7054331,0.00037606125,-1.4934522
0.2008,7058248,7058248,0.00037600286,-1.4934626
0.2009,7062165,7062165,0.00037594445,-1.4934728
0.20100001,7066082.5,7066082.5,0.00037588604,-1.4934832
0.20110001,7070001,7070001,0.00037582766,-1.4934936
0.20119999,7073919.5,7073919.5,0.00037576925,-1.4935039
0.2013,7077838.5,7077838.5,0.00037571086,-1.4935143
0.2014,7081757.5,7081757.5,0.00037565245,-1.4935247
0.2015,7085677.5,7085677.5,0.00037559404,-1.493535
0.2016,7089597.5,7089597.5,0.00037553566,-1.4935453
0.2017,7093518.5,7093518.5,0.00037547725,-1.4935557
0.2018,7097439.5,7097439.5,0.00037541884,-1.493566
0.20190001,7101361,7101361,0.00037536045,-1.4935764
0.20200001,7105283,7105283,0.00037530204,-1.4935867
0.20209999,7109205.5,7109205.5,0.00037524363,-1.493597
0.2022,7113128.5,7113128.5,0.00037518522,-1.4936074
0.2023,7117051.5,7117051.5,0.00037512684,-1.4936178
0.2024,7120975.5,7120975.5,0.00037506843,-1.493628
0.2025,7124899.5,7124899.5,0.00037501001,-1.4936384
0.2026,7128824,7128824,0.0003749516,-1.4936488
0.2027,7132749,7132749,0.00037489319,-1.4936591
0.20280001,7136674.5,7136674.5,0.00037483478,-1.4936694
0.20290001,7140600,7140600,0.00037477637,-1.4936798
0.20299999,7144526.5,7144526.5,0.00037471799,-1.4936901
0.2031,7148453,7148453,0.00037465958,-1.4937004
0.2032,7152380.5,7152380.5,0.00037460116,-1.4937108
0.2033,7156308,7156308,0.00037454275,-1.4937211
0.2034,7160236,7160236,0.00037448434,-1.4937314
0.2035,7164164.5,7164164.5,0.0003744259,-1.4937418
0.2036,7168093.5,7168093.5,0.00037436749,-1.4937521
0.20370001,7172022.5,7172022.5,0.00037430908,-1.4937624
0.20379999,7175952.5,7175952.5,0.00037425067,-1.4937727
0.20389999,7179882.5,7179882.5,0.00037419226,-1.493783
0.204,7183813,7183813,0.00037413384,-1.4937934
0.2041,7187744,7187744,0.00037407543,-1.4938037
0.2042,7191675.5,7191675.5,0.00037401699,-1.493814
0.2043,7195607.5,7195607.5,0.00037395858,-1.4938244
0.2044,7199540,7199540,0.00037390017,-1.4938346
0.2045,7203472.5,7203472.5,0.00037384176,-1.493845
0.20460001,7207406,7207406,0.00037378332,-1.4938552
0.20469999,7211339.5,7211339.5,0.00037372491,-1.4938656
0.20479999,7215273.5,7215273.5,0.00037366649,-1.4938759
0.2049,7219208,7219208,0.00037360805,-1.4938862
0.205,7223143,7223143,0.00037354964,-1.4938965
0.2051,7227078,7227078,0.00037349123,-1.4939069
0.2052,7231014,7231014,0.00037343279,-1.4939171
0.2053,7234950,7234950,0.00037337438,-1.4939275
0.2054,7238887,7238887,0.00037331594,-1.4939377
0.20550001,7242824,7242824,0.00037325753,-1.4939481
0.20559999,7246761.5,7246761.5,0.00037319909,-1.4939584
0.2057,7250699.5,7250699.5,0.00037314065,-1.4939687
0.2058,7254638,7254638,0.00037308224,-1.493979
0.2059,7258576.5,7258576.5,0.00037302379,-1.4939892
0.206,7262516,7262516,0.00037296538,-1.4939996
0.2061,7266455.5,7266455.5,0.00037290694,-1.4940099
0.2062,7270395.5,7270395.5,0.0003728485,-1.4940202
0.20630001,7274336,7274336,0.00037279009,-1.4940305
0.20640001,7278277,7278277,0.00037273165,-1.4940407
0.20649999,7282218.5,7282218.5,0.00037267321,-1.4940511
0.2066,7286160.5,7286160.5,0.00037261477,-1.4940614
0.2067,7290102.5,7290102.5,0.00037255633,-1.4940716
0.2068,7294045.5,7294045.5,0.00037249789,-1.494082
0.2069,7297988.5,7297988.5,0.00037243948,-1.4940922
0.207,7301932,7301932,0.00037238104,-1.4941025
0.2071,7305876,7305876,0.0003723226,-1.4941128
0.20720001,7309820.5,7309820.5,0.00037226416,-1.4941231
0.20730001,7313765.5,7313765.5,0.00037220572,-1.4941334
0.20739999,7317711,7317711,0.00037214727,-1.4941437
0.2075,7321656.5,7321656.5,0.00037208883,-1.494154
0.2076,7325602.5,7325602.5,0.00037203039,-1.4941642
0.2077,7329549.5,7329549.5,0.00037197192,-1.4941745
0.2078,7333496.5,7333496.5,0.00037191348,-1.4941849
0.2079,7337444,7337444,0.00037185504,-1.4941951
0.208,7341391.5,7341391.5,0.0003717966,-1.4942054
0.20810001,7345340,7345340,0.00037173816,-1.4942156
0.20819999,7349289,7349289,0.00037167969,-1.494226
0.20829999,7353238,7353238,0.00037162125,-1.4942362
0.2084,7357187.5,7357187.5,0.00037156281,-1.4942465
0.2085,7361138,7361138,0.00037150434,-1.4942567
0.2086,7365088.5,7365088.5,0.0003714459,-1.494267
0.2087,7369039.5,7369039.5,0.00037138746,-1.4942774
0.2088,7372990.5,7372990.5,0.00037132899,-1.4942876
0.2089,7376942.5,7376942.5,0.00037127055,-1.4942979
0.20900001,7380894.5,7380894.5,0.00037121208,-1.4943081
0.20909999,7384847.5,7384847.5,0.00037115364,-1.4943184
0.20919999,7388800.5,7388800.5,0.00037109517,-1.4943286
0.2093,7392754,7392754,0.00037103673,-1.4943389
0.2094,7396708,7396708,0.00037097826,-1.4943491
0.2095,7400662.5,7400662.5,0.00037091979,-1.4943595
0.2096,7404617.5,7404617.5,0.00037086135,-1.4943697
0.2097,7408572.5,7408572.5,0.00037080288,-1.49438
0.2098,7412528.5,7412528.5,0.00037074441,-1.4943902
0.20990001,7416484.5,7416484.5,0.00037068594,-1.4944005
0.20999999,7420441,7420441,0.0003706275,-1.4944108
0.2101,7424398,7424398,0.00037056903,-1.494421
0.2102,7428355.5,7428355.5,0.00037051056,-1.4944313
0.2103,7432313.5,7432313.5,0.00037045209,-1.4944415
0.2104,7436272,7436272,0.00037039362,-1.4944518
0.2105,7440230.5,7440230.5,0.00037033515,-1.494462
0.2106,7444190,7444190,0.00037027668,-1.4944723
0.21070001,7448149.5,7448149.5,0.00037021821,-1.4944825
0.21080001,7452109.5,7452109.5,0.00037015975,-1.4944928
0.21089999,7456070,7456070,0.00037010128,-1.494503
0.211,7460031,7460031,0.00037004281,-1.4945133
0.2111,7463992.5,7463992.5,0.00036998431,-1.4945235
0.2112,7467954,7467954,0.00036992584,-1.4945338
0.2113,7471916.5,7471916.5,0.00036986737,-1.494544
0.2114,7475879,7475879,0.0003698089,-1.4945542
0.2115,7479842.5,7479842.5,0.0003697504,-1.4945644
0.21160001,7483806,7483806,0.00036969193,-1.4945747
0.21170001,7487770,7487770,0.00036963346,-1.4945849
0.21179999,7491734,7491734,0.00036957496,-1.4945952
0.2119,7495699,7495699,0.00036951649,-1.4946054
0.212,7499664.5,7499664.5,0.00036945799,-1.4946157
0.2121,7503630,7503630,0.00036939952,-1.4946259
0.2122,7507596.5,7507596.5,0.00036934103,-1.4946361
0.2123,7511563,7511563,0.00036928253,-1.4946463
0.2124,7515530,7515530,0.00036922406,-1.4946566
0.21250001,7519497.5,7519497.5,0.00036916556,-1.4946668
0.21259999,7523465.5,7523465.5,0.00036910706,-1.4946771
0.21269999,7527433.5,7527433.5,0.00036904859,-1.4946873
0.2128,7531402.5,7531402.5,0.00036899009,-1.4946975
0.2129,7535371.5,7535371.5,0.00036893159,-1.4947077
0.213,7539341.5,7539341.5,0.00036887309,-1.494718
0.2131,7543311.5,7543311.5,0.0003688146,-1.4947282
0.2132,7547282,7547282,0.0003687561,-1.4947383
0.2133,7551253,7551253,0.0003686976,-1.4947486
0.21340001,7555224.5,7555224.5,0.0003686391,-1.4947588
0.21349999,7559196,7559196,0.0003685806,-1.4947691
0.21359999,7563168.5,7563168.5,0.0003685221,-1.4947792
0.2137,7567141,7567141,0.0003684636,-1.4947895
0.2138,7571114.5,7571114.5,0.0003684051,-1.4947997
0.2139,7575088,7575088,0.00036834661,-1.4948099
0.214,7579062,7579062,0.00036828811,-1.4948201
0.2141,7583036.5,7583036.5,0.00036822958,-1.4948304
0.2142,7587011.5,7587011.5,0.00036817108,-1.4948405
0.21430001,7590986.5,7590986.5,0.00036811258,-1.4948508
0.21439999,7594962.5,7594962.5,0.00036805405,-1.494861
0.2145,7598938.5,7598938.5,0.00036799556,-1.4948711
0.2146,7602915,7602915,0.00036793703,-1.4948814
0.2147,7606892.5,7606892.5,0.00036787853,-1.4948915
0.2148,7610870,7610870,0.00036782,-1.4949018
0.2149,7614847.5,7614847.5,0.0003677615,-1.494912
0.215,7618826,7618826,0.00036770297,-1.4949222
0.21510001,7622805,7622805,0.00036764445,-1.4949324
0.21520001,7626784,7626784,0.00036758595,-1.4949425
0.21529999,7630764,7630764,0.00036752742,-1.4949528
0.2154,7634744,7634744,0.00036746889,-1.4949629
0.2155,7638724.5,7638724.5,0.00036741036,-1.4949732
0.2156,7642705.5,7642705.5,0.00036735184,-1.4949834
0.2157,7646687,7646687,0.00036729331,-1.4949936
0.2158,7650669,7650669,0.00036723478,-1.4950038
0.2159,7654651.5,7654651.5,0.00036717625,-1.495014
0.21600001,7658634,7658634,0.00036711773,-1.4950242
0.21610001,7662617.5,7662617.5,0.0003670592,-1.4950343
0.21619999,7666601,7666601,0.00036700067,-1.4950445
0.2163,7670585,7670585,0.00036694214,-1.4950547
0.2164,7674569.5,7674569.5,0.00036688361,-1.4950649
0.2165,7678554.5,7678554.5,0.00036682506,-1.4950751
0.2166,7682540,7682540,0.00036676653,-1.4950852
0.2167,7686525.5,7686525.5,0.000366708,-1.4950955
0.2168,7690512,7690512,0.00036664944,-1.4951056
0.21690001,7694498.5,7694498.5,0.00036659092,-1.4951158
0.21699999,7698486,7698486,0.00036653236,-1.495126
0.21709999,7702473.5,7702473.5,0.00036647383,-1.4951361
0.2172,7706461.5,7706461.5,0.00036641528,-1.4951464
0.2173,7710450,7710450,0.00036635675,-1.4951565
0.2174,7714438.5,7714438.5,0.00036629819,-1.4951667
0.2175,7718428,7718428,0.00036623963,-1.4951769
0.2176,7722418,7722418,0.00036618111,-1.495187
0.2177,7726408,7726408,0.00036612255,-1.4951972
0.21780001,7730398.5,7730398.5,0.00036606399,-1.4952074
0.21789999,7734389.5,7734389.5,0.00036600544,-1.4952176
0.21799999,7738381.5,7738381.5,0.00036594688,-1.4952277
0.2181,7742373,7742373,0.00036588832,-1.4952379
0.2182,7746365.5,7746365.5,0.00036582976,-1.4952481
0.2183,7750358.5,7750358.5,0.00036577121,-1.4952582
0.2184,7754351.5,7754351.5,0.00036571265,-1.4952683
0.2185,7758345.5,7758345.5,0.00036565409,-1.4952786
0.2186,7762339.5,7762339.5,0.00036559551,-1.4952887
0.21870001,7766334,7766334,0.00036553695,-1.4952989
0.21879999,7770329,7770329,0.00036547839,-1.495309
0.2189,7774324.5,7774324.5,0.00036541984,-1.4953191
0.219,7778320.5,7778320.5,0.00036536125,-1.4953294
0.2191,7782317,7782317,0.00036530269,-1.4953395
0.2192,7786313.5,7786313.5,0.00036524411,-1.4953496
0.2193,7790311,7790311,0.00036518555,-1.4953598
0.2194,7794308.5,7794308.5,0.00036512697,-1.4953699
0.21950001,7798306.5,7798306.5,0.00036506838,-1.4953802
0.21960001,7802305.5,7802305.5,0.00036500982,-1.4953903
0.21969999,7806304.5,7806304.5,0.00036495124,-1.4954004
0.2198,7810303.5,7810303.5,0.00036489265,-1.4954106
0.2199,7814303.5,7814303.5,0.00036483406,-1.4954207
0.22,7818304,7818304,0.00036477551,-1.4954308
0.2201,7822304.5,7822304.5,0.00036471692,-1.495441
0.2202,7826306,7826306,0.00036465834,-1.4954511
0.2203,7830307.5,7830307.5,0.00036459975,-1.4954612
0.22040001,7834309.5,7834309.5,0.00036454113,-1.4954714
0.22050001,7838312,7838312,0.00036448255,-1.4954815
0.22059999,7842315,7842315,0.00036442396,-1.4954917
0.2207,7846318.5,7846318.5,0.00036436538,-1.4955019
0.2208,7850322,7850322,0.00036430679,-1.495512
0.2209,7854326.5,7854326.5,0.00036424818,-1.4955221
0.221,7858331,7858331,0.00036418959,-1.4955323
0.2211,7862336,7862336,0.000364131,-1.4955424
0.2212,7866342,7866342,0.00036407239,-1.4955525
0.22130001,7870348,7870348,0.00036401377,-1.4955627
0.22139999,7874354.5,7874354.5,0.00036395519,-1.4955728
0.22149999,7878361,7878361,0.00036389657,-1.4955828
0.2216,7882368.5,7882368.5,0.00036383799,-1.495593
0.2217,7886376.5,7886376.5,0.00036377937,-1.4956031
0.2218,7890384.5,7890384.5,0.00036372076,-1.4956132
0.2219,7894393,7894393,0.00036366214,-1.4956234
0.222,7898402.5,7898402.5,0.00036360353,-1.4956335
0.2221,7902412,7902412,0.00036354491,-1.4956436
0.22220001,7906422,7906422,0.0003634863,-1.4956537
0.22229999,7910432,7910432,0.00036342768,-1.4956639
0.22239999,7914443,7914443,0.00036336906,-1.495674
0.2225,7918454.5,7918454.5,0.00036331045,-1.4956841
0.2226,7922466,7922466,0.00036325183,-1.4956942
0.2227,7926478.5,7926478.5,0.00036319319,-1.4957043
0.2228,7930491,7930491,0.00036313458,-1.4957144
0.2229,7934504,7934504,0.00036307596,-1.4957246
0.223,7938517.5,7938517.5,0.00036301732,-1.4957347
0.22310001,7942531.5,7942531.5,0.0003629587,-1.4957447
0.22319999,7946546,7946546,0.00036290006,-1.4957548
0.2233,7950560.5,7950560.5,0.00036284144,-1.495765
0.2234,7954576,7954576,0.0003627828,-1.4957751
0.2235,7958591.5,7958591.5,0.00036272415,-1.4957852
0.2236,7962608,7962608,0.00036266551,-1.4957952
0.2237,7966624.5,7966624.5,0.00036260689,-1.4958054
0.2238,7970641.5,7970641.5,0.00036254825,-1.4958155
0.22390001,7974659,7974659,0.00036248961,-1.4958256
0.22400001,7978677,7978677,0.00036243096,-1.4958357
0.22409999,7982695,7982695,0.00036237232,-1.4958458
0.2242,7986714,7986714,0.00036231367,-1.4958559
0.2243,7990733.5,7990733.5,0.00036225503,-1.4958659
0.2244,7994753,7994753,0.00036219636,-1.4958761
0.2245,7998773,7998773,0.00036213771,-1.4958862
0.2246,8002793.5,8002793.5,0.00036207907,-1.4958962
0.2247,8006814.5,8006814.5,0.00036202039,-1.4959064
0.22480001,8010836,8010836,0.00036196175,-1.4959165
0.22490001,8014858,8014858,0.00036190308,-1.4959265
0.22499999,8018880.5,8018880.5,0.00036184443,-1.4959366
0.2251,8022903,8022903,0.00036178576,-1.4959466
0.2252,8026926.5,8026926.5,0.00036172708,-1.4959568
0.2253,8030950,8030950,0.00036166844,-1.4959669
0.2254,8034974,8034974,0.00036160977,-1.4959769
0.2255,8038998.5,8038998.5,0.00036155109,-1.4959871
0.2256,8043023.5,8043023.5,0.00036149242,-1.4959971
0.22570001,8047049,8047049,0.00036143375,-1.4960072
0.22579999,8051075,8051075,0.00036137507,-1.4960172
0.22589999,8055101.5,8055101.5,0.0003613164,-1.4960274
0.226,8059128,8059128,0.00036125773,-1.4960374
0.2261,8063155.5,8063155.5,0.00036119905,-1.4960475
0.2262,8067183,8067183,0.00036114035,-1.4960575
0.2263,8071211,8071211,0.00036108168,-1.4960676
0.2264,8075239.5,8075239.5,0.00036102301,-1.4960777
0.2265,8079268.5,8079268.5,0.0003609643,-1.4960878
0.22660001,8083298,8083298,0.00036090563,-1.4960978
0.22669999,8087328,8087328,0.00036084693,-1.4961079
0.22679999,8091358,8091358,0.00036078822,-1.4961179
0.2269,8095389,8095389,0.00036072955,-1.4961281
0.227,8099420,8099420,0.00036067085,-1.4961381
0.2271,8103451.5,8103451.5,0.00036061215,-1.4961481
0.2272,8107483.5,8107483.5,0.00036055344,-1.4961582
0.2273,8111516,8111516,0.00036049474,-1.4961683
0.2274,8115549,8115549,0.00036043604,-1.4961784
0.22750001,8119582.5,8119582.5,0.00036037734,-1.4961884
0.22759999,8123616.5,8123616.5,0.00036031863,-1.4961984
0.2277,8127650.5,8127650.5,0.00036025993,-1.4962085
0.2278,8131685.5,8131685.5,0.00036020123,-1.4962186
0.2279,8135720.5,8135720.5,0.0003601425,-1.4962286
0.228,8139756,8139756,0.0003600838,-1.4962387
0.2281,8143792.5,8143792.5,0.00036002506,-1.4962487
0.2282,8147829,8147829,0.00035996636,-1.4962587
0.22830001,8151865.5,8151865.5,0.00035990763,-1.4962687
0.22840001,8155903,8155903,0.00035984893,-1.4962789
0.22849999,8159941,8159941,0.0003597902,-1.4962889
0.2286,8163979,8163979,0.00035973146,-1.4962989
0.2287,8168018,8168018,0.00035967273,-1.496309
0.2288,8172057,8172057,0.000359614,-1.4963191
0.2289,8176096.5,8176096.5,0.00035955527,-1.4963291
0.229,8180137,8180137,0.00035949654,-1.4963391
0.2291,8184177.5,8184177.5,0.00035943781,-1.4963491
0.22920001,8188218,8188218,0.00035937908,-1.4963592
0.22930001,8192259.5,8192259.5,0.00035932034,-1.4963692
0.22939999,8196301.5,8196301.5,0.00035926158,-1.4963793
0.2295,8200343.5,8200343.5,0.00035920285,-1.4963893
0.2296,8204386.5,8204386.5,0.00035914412,-1.4963993
0.2297,8208429.5,8208429.5,0.00035908536,-1.4964093
0.2298,8212473,8212473,0.00035902663,-1.4964194
0.2299,8216517,8216517,0.00035896787,-1.4964294
0.23,8220561.5,8220561.5,0.00035890911,-1.4964395
0.23010001,8224606.5,8224606.5,0.00035885035,-1.4964495
0.23019999,8228652,8228652,0.00035879161,-1.4964595
0.23029999,8232698,8232698,0.00035873285,-1.4964695
0.2304,8236744,8236744,0.00035867409,-1.4964795
0.2305,8240791,8240791,0.00035861533,-1.4964895
0.2306,8244838,8244838,0.00035855654,-1.4964995
0.2307,8248885.5,8248885.5,0.00035849778,-1.4965096
0.2308,8252933.5,8252933.5,0.00035843902,-1.4965196
0.2309,8256982,8256982,0.00035838026,-1.4965296
0.23100001,8261031,8261031,0.00035832147,-1.4965396
0.23109999,8265080.5,8265080.5,0.00035826271,-1.4965496
0.23119999,8269130.5,8269130.5,0.00035820392,-1.4965596
0.2313,8273180.5,8273180.5,0.00035814516,-1.4965696
0.2314,8277231.5,8277231.5,0.00035808637,-1.4965796
0.2315,8281282.5,8281282.5,0.00035802758,-1.4965897
0.2316,8285334,8285334,0.00035796879,-1.4965997
0.2317,8289386,8289386,0.00035791003,-1.4966097
0.2318,8293438.5,8293438.5,0.00035785124,-1.4966197
0.23190001,8297491.5,8297491.5,0.00035779245,-1.4966297
0.23199999,8301545,8301545,0.00035773363,-1.4966397
0.2321,8305599,8305599,0.00035767484,-1.4966497
0.2322,8309653,8309653,0.00035761605,-1.4966598
0.2323,8313708,8313708,0.00035755726,-1.4966697
0.2324,8317763,8317763,0.00035749844,-1.4966797
0.2325,8321818.5,8321818.5,0.00035743965,-1.4966897
0.2326,8325874.5,8325874.5,0.00035738084,-1.4966997
0.23270001,8329931,8329931,0.00035732205,-1.4967097
0.23280001,8333988,8333988,0.00035726323,-1.4967197
0.23289999,8338045.5,8338045.5,0.00035720441,-1.4967296
0.233,8342103.5,8342103.5,0.00035714559,-1.4967396
0.2331,8346161.5,8346161.5,0.0003570868,-1.4967496
0.2332,8350220.5,8350220.5,0.00035702798,-1.4967597
0.2333,8354279.5,8354279.5,0.00035696916,-1.4967697
0.2334,8358339,8358339,0.00035691031,-1.4967796
0.2335,8362399.5,8362399.5,0.00035685149,-1.4967896
0.23360001,8366460,8366460,0.00035679268,-1.4967996
0.23370001,8370521,8370521,0.00035673386,-1.4968096
0.23379999,8374582,8374582,0.00035667501,-1.4968195
0.2339,8378644,8378644,0.00035661619,-1.4968295
0.234,8382706.5,8382706.5,0.00035655734,-1.4968395
0.2341,8386769,8386769,0.00035649849,-1.4968494
0.2342,8390832,8390832,0.00035643968,-1.4968594
0.2343,8394896,8394896,0.00035638083,-1.4968694
0.2344,8398960,8398960,0.00035632198,-1.4968793
0.23450001,8403025,8403025,0.00035626313,-1.4968894
0.23459999,8407090,8407090,0.00035620428,-1.4968994
0.23469999,8411155,8411155,0.00035614544,-1.4969093
0.2348,8415221,8415221,0.00035608659,-1.4969193
0.2349,8419287,8419287,0.00035602774,-1.4969293
0.235,8423354,8423354,0.00035596886,-1.4969392
0.2351,8427421,8427421,0.00035591002,-1.4969492
0.2352,8431489,8431489,0.00035585114,-1.4969591
0.2353,8435557,8435557,0.00035579229,-1.4969691
0.23540001,8439626,8439626,0.00035573341,-1.496979
0.23549999,8443695,8443695,0.00035567454,-1.496989
0.23559999,8447764,8447764,0.00035561569,-1.4969989
0.2357,8451834,8451834,0.00035555681,-1.4970089
0.2358,8455904,8455904,0.00035549793,-1.4970188
0.2359,8459975,8459975,0.00035543906,-1.4970288
0.236,8464046,8464046,0.00035538018,-1.4970387
0.2361,8468118,8468118,0.00035532127,-1.4970487
0.2362,8472190,8472190,0.0003552624,-1.4970586
0.23630001,8476263,8476263,0.00035520352,-1.4970686
0.23639999,8480336,8480336,0.00035514461,-1.4970785
0.23649999,8484409,8484409,0.00035508574,-1.4970886
0.2366,8488483,8488483,0.00035502683,-1.4970984
0.2367,8492557,8492557,0.00035496792,-1.4971085
0.2368,8496632,8496632,0.00035490905,-1.4971184
0.2369,8500708,8500708,0.00035485014,-1.4971282
0.237,8504783,8504783,0.00035479123,-1.4971383
0.23710001,8508859,8508859,0.00035473233,-1.4971482
0.23720001,8512936,8512936,0.00035467342,-1.4971581
0.23729999,8517013,8517013,0.00035461452,-1.4971681
0.2374,8521091,8521091,0.00035455558,-1.497178
0.2375,8525169,8525169,0.00035449667,-1.4971879
0.2376,8529247,8529247,0.00035443777,-1.4971979
0.2377,8533326,8533326,0.00035437883,-1.4972078
0.2378,8537405,8537405,0.00035431993,-1.4972177
0.2379,8541485,8541485,0.00035426099,-1.4972277
0.23800001,8545565,8545565,0.00035420206,-1.4972376
0.23810001,8549646,8549646,0.00035414312,-1.4972475
0.23819999,8553727,8553727,0.00035408419,-1.4972574
0.2383,8557808,8557808,0.00035402525,-1.4972674
0.2384,8561890,8561890,0.00035396632,-1.4972773
0.2385,8565973,8565973,0.00035390738,-1.4972872
0.2386,8570056,8570056,0.00035384845,-1.497297
0.2387,8574139,8574139,0.00035378951,-1.4973071
0.2388,8578223,8578223,0.00035373055,-1.497317
0.23890001,8582307,8582307,0.00035367161,-1.4973269
0.23899999,8586392,8586392,0.00035361265,-1.4973367
0.23909999,8590477,8590477,0.00035355368,-1.4973466
0.2392,8594562,8594562,0.00035349475,-1.4973565
0.2393,8598648,8598648,0.00035343578,-1.4973664
0.2394,8602735,8602735,0.00035337682,-1.4973764
0.2395,8606822,8606822,0.00035331785,-1.4973863
0.2396,8610909,8610909,0.00035325889,-1.4973962
0.2397,8614997,8614997,0.0003531999,-1.4974061
0.23980001,8619085,8619085,0.00035314093,-1.497416
0.23989999,8623174,8623174,0.00035308197,-1.4974259
0.23999999,8627263,8627263,0.00035302297,-1.4974358
0.2401,8631353,8631353,0.00035296401,-1.4974457
0.2402,8635443,8635443,0.00035290502,-1.4974556
0.2403,8639533,8639533,0.00035284602,-1.4974655
0.2404,8643624,8643624,0.00035278706,-1.4974754
0.2405,8647716,8647716,0.00035272806,-1.4974853
0.2406,8651808,8651808,0.00035266907,-1.4974952
0.24070001,8655900,8655900,0.00035261008,-1.4975051
0.24079999,8659993,8659993,0.00035255105,-1.497515
0.24089999,8664086,8664086,0.00035249206,-1.4975249
0.241,8668180,8668180,0.00035243307,-1.4975348
0.2411,8672274,8672274,0.00035237405,-1.4975446
0.2412,8676368,8676368,0.00035231505,-1.4975545
0.2413,8680463,8680463,0.00035225603,-1.4975644
0.2414,8684559,8684559,0.00035219701,-1.4975743
0.24150001,8688655,8688655,0.00035213801,-1.4975842
0.24160001,8692751,8692751,0.00035207899,-1.497594
0.24169999,8696848,8696848,0.00035201997,-1.4976039
0.2418,8700945,8700945,0.00035196095,-1.4976138
0.2419,8705043,8705043,0.00035190189,-1.4976237
0.242,8709141,8709141,0.00035184287,-1.4976336
0.2421,8713240,8713240,0.00035178385,-1.4976435
0.2422,8717339,8717339,0.0003517248,-1.4976534
0.2423,8721438,8721438,0.00035166577,-1.4976631
0.24240001,8725538,8725538,0.00035160672,-1.497673
0.24250001,8729639,8729639,0.00035154767,-1.4976829
0.24259999,8733740,8733740,0.00035148865,-1.4976928
0.2427,8737841,8737841,0.0003514296,-1.4977026
0.2428,8741943,8741943,0.00035137055,-1.4977125
0.2429,8746045,8746045,0.00035131149,-1.4977224
0.243,8750148,8750148,0.00035125241,-1.4977323
0.2431,8754251,8754251,0.00035119336,-1.4977421
0.2432,8758354,8758354,0.00035113431,-1.497752
0.24330001,8762458,8762458,0.00035107523,-1.4977618
0.24339999,8766563,8766563,0.00035101618,-1.4977716
0.24349999,8770668,8770668,0.0003509571,-1.4977815
0.2436,8774773,8774773,0.00035089802,-1.4977914
0.2437,8778879,8778879,0.00035083893,-1.4978012
0.2438,8782985,8782985,0.00035077985,-1.4978111
0.2439,8787092,8787092,0.00035072077,-1.497821
0.244,8791199,8791199,0.00035066169,-1.4978307
0.2441,8795307,8795307,0.00035060261,-1.4978406
0.24420001,8799415,8799415,0.00035054353,-1.4978504
0.24429999,8803523,8803523,0.00035048442,-1.4978603
0.24439999,8807632,8807632,0.00035042534,-1.4978702
0.2445,8811742,8811742,0.00035036623,-1.49788
0.2446,8815852,8815852,0.00035030712,-1.4978899
0.2447,8819962,8819962,0.00035024804,-1.4978997
0.2448,8824073,8824073,0.00035018893,-1.4979095
0.2449,8828184,8828184,0.00035012982,-1.4979193
0.245,8832296,8832296,0.00035007068,-1.4979292
0.24510001,8836408,8836408,0.00035001157,-1.497939
0.24519999,8840520,8840520,0.00034995246,-1.4979489
0.24529999,8844633,8844633,0.00034989335,-1.4979587
0.2454,8848747,8848747,0.00034983421,-1.4979686
0.2455,8852861,8852861,0.00034977507,-1.4979783
0.2456,8856975,8856975,0.00034971596,-1.4979882
0.2457,8861090,8861090,0.00034965682,-1.497998
0.2458,8865205,8865205,0.00034959769,-1.4980078
0.24590001,8869321,8869321,0.00034953855,-1.4980177
0.24600001,8873437,8873437,0.00034947941,-1.4980274
0.24609999,8877554,8877554,0.00034942027,-1.4980372
0.2462,8881671,8881671,0.0003493611,-1.4980471
0.2463,8885789,8885789,0.00034930196,-1.4980569
0.2464,8889907,8889907,0.00034924279,-1.4980668
0.2465,8894025,8894025,0.00034918365,-1.4980766
0.2466,8898144,8898144,0.00034912449,-1.4980863
0.2467,8902264,8902264,0.00034906532,-1.4980961
