"Time","pipe2.mediums[1].p","pipe2.mediums[1].T","pipe2.mediums[2].p","pipe2.mediums[2].T","pipe2.mediums[3].p","pipe2.mediums[3].T","pipe2.mediums[4].p","pipe2.mediums[4].T","pipe2.mediums[5].p","pipe2.mediums[5].T","pipe3.mediums[1].p","pipe3.mediums[1].T","pipe3.mediums[2].p","pipe3.mediums[2].T","pipe3.mediums[3].p","pipe3.mediums[3].T","pipe3.mediums[4].p","pipe3.mediums[4].T","pipe3.mediums[5].p","pipe3.mediums[5].T","pipe1.mediums[1].p","pipe1.mediums[1].T","pipe1.mediums[2].p","pipe1.mediums[2].T","pipe1.mediums[3].p","pipe1.mediums[3].T","pipe1.mediums[4].p","pipe1.mediums[4].T","pipe1.mediums[5].p","pipe1.mediums[5].T","pipe4.mediums[1].p","pipe4.mediums[1].T","pipe4.mediums[2].p","pipe4.mediums[2].T","pipe4.mediums[3].p","pipe4.mediums[3].T","pipe4.mediums[4].p","pipe4.mediums[4].T","pipe4.mediums[5].p","pipe4.mediums[5].T","junction1.medium.p","junction1.medium.T","junction1.mC_scaled[1]","junction1.mC_scaled[2]","junction2.medium.p","junction2.medium.T","junction2.mC_scaled[1]","junction2.mC_scaled[2]","pipe5.mediums[1].p","pipe5.mediums[1].T","pipe5.mediums[2].p","pipe5.mediums[2].T","pipe5.mediums[3].p","pipe5.mediums[3].T","pipe5.mediums[4].p","pipe5.mediums[4].T","pipe5.mediums[5].p","pipe5.mediums[5].T","pipe6.mediums[1].p","pipe6.mediums[1].T","pipe6.mediums[2].p","pipe6.mediums[2].T","pipe6.mediums[3].p","pipe6.mediums[3].T","pipe6.mediums[4].p","pipe6.mediums[4].T","pipe6.mediums[5].p","pipe6.mediums[5].T","pipe7.mediums[1].p","pipe7.mediums[1].T","pipe7.mediums[2].p","pipe7.mediums[2].T","pipe7.mediums[3].p","pipe7.mediums[3].T","pipe7.mediums[4].p","pipe7.mediums[4].T","pipe7.mediums[5].p","pipe7.mediums[5].T","pipe8.mediums[1].p","pipe8.mediums[1].T","pipe8.mediums[2].p","pipe8.mediums[2].T","pipe8.mediums[3].p","pipe8.mediums[3].T","pipe8.mediums[4].p","pipe8.mediums[4].T","pipe8.mediums[5].p","pipe8.mediums[5].T"
5.8280001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8319998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.836,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8400002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8439999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.848,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8520002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8559999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8600001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8639998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.868,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8720002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8759999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8800001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8839998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.888,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8920002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.8959999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9000001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9039998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.908,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9120002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9159999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9200001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9239998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.928,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9320002,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9359999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9400001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9439998,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.948,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9520001,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
5.9559999,164417.97,348.28226,166709.7,346.63055,168948.34,343.38983,171114.66,337.02975,173170.17,324.54141,176881.69,300,182262.06,300,187492.36,300,192584.36,300,197548.41,300,151381.34,319.12769,154095.39,319.12769,156763.23,319.12769,159387.17,319.12769,161969.27,319.12769,164371.06,300,166583.03,300,168766.38,300,170922.2,300,173051.48,300,163250.19,319.12769,0.26731238,0.0089104129,174109.66,300,0.030327141,0.0010109048,164420.66,348.28012,166714.5,346.62717,168955.19,343.38489,171123.45,337.02328,173180.78,324.53506,174121.12,300,179586.98,300,184895.91,300,190060.56,300,195092.02,300,152740.78,319.12701,155434.06,319.12701,158082.22,319.12701,160687.45,319.12701,163251.77,319.12701,164373.69,300,166587.7,300,168773.05,300,170930.81,300,173062.02,300
