"Time","smee.is[1]","smee.idq_dr[1]","smee.idq_sr[2]","smee.lesigma.i","smee.inertiaRotor.phi","smee.idq_sr[1]","smee.is[2]","smee.idq_rr[2]","smee.inertiaRotor.w"
0.41100001,85.299309,-0.91564381,75.661263,-0.21203122,49.912655,47.597439,-19.506014,0.57681328,157.05003
0.4111,84.408875,-0.90924805,75.665314,-0.21107139,49.92836,47.582546,-16.741507,0.57242608,157.04881
0.41119999,83.434242,-0.9027918,75.669411,-0.21009579,49.944065,47.567436,-13.960394,0.56800145,157.04761
0.4113,82.376389,-0.89627588,75.673546,-0.20910454,49.95977,47.552109,-11.165456,0.56353998,157.04639
0.41139999,81.236359,-0.88970101,75.677727,-0.20809777,49.975475,47.536572,-8.3594866,0.55904216,157.0452
0.41150001,80.015289,-0.88306803,75.681946,-0.20707566,49.99118,47.520824,-5.5452933,0.55450851,157.04399
0.41159999,78.714401,-0.87637764,75.686203,-0.2060383,50.006882,47.504868,-2.7256918,0.54993957,157.04282
0.41170001,77.334984,-0.86963075,75.690498,-0.20498587,50.022587,47.488705,0.096497342,0.54533595,157.04163
0.4118,75.878418,-0.86282808,75.694839,-0.20391852,50.038292,47.472336,2.9184494,0.54069811,157.04047
0.41190001,74.346146,-0.85597044,75.699211,-0.20283636,50.053997,47.455769,5.73734,0.5360266,157.03929
0.412,72.739708,-0.84905863,75.703629,-0.20173958,50.069698,47.438999,8.5503473,0.531322,157.03815
0.41209999,71.060707,-0.84209347,75.708076,-0.20062828,50.085403,47.422035,11.354655,0.5265848,157.03699
0.4122,69.310814,-0.83507574,75.71257,-0.19950265,50.101109,47.404873,14.147454,0.52181554,157.03584
0.41229999,67.491783,-0.82800627,75.717094,-0.19836281,50.11681,47.387516,16.925949,0.51701486,157.03471
0.41240001,65.605438,-0.82088578,75.721657,-0.19720894,50.132515,47.369972,19.687355,0.51218319,157.03358
0.41249999,63.653648,-0.81371522,75.72625,-0.19604115,50.148216,47.352238,22.428907,0.50732112,157.03247
0.41260001,61.638382,-0.80649525,75.730888,-0.19485962,50.163921,47.334316,25.14786,0.50242925,157.03136
0.4127,59.561649,-0.79922682,75.73555,-0.19366451,50.179623,47.316208,27.841486,0.49750802,157.03026
0.41280001,57.425526,-0.79191065,75.74025,-0.19245595,50.195328,47.29792,30.507088,0.49255809,157.02916
0.4129,55.232159,-0.78454763,75.744987,-0.19123408,50.211029,47.279453,33.141994,0.48757994,157.02808
0.41299999,52.983734,-0.77713847,75.749748,-0.1899991,50.22673,47.260807,35.743568,0.48257414,157.02699
0.4131,50.682514,-0.76968408,75.754547,-0.18875113,50.242435,47.241985,38.309196,0.47754124,157.02592
0.41319999,48.330795,-0.76218528,75.759384,-0.18749033,50.258137,47.222992,40.836311,0.47248182,157.02487
0.41330001,45.930935,-0.75464284,75.764244,-0.18621686,50.273838,47.203827,43.322376,0.46739638,157.02382
0.41339999,43.48534,-0.74705762,75.769135,-0.18493088,50.289543,47.184494,45.7649,0.46228552,157.02277
0.41350001,40.996464,-0.73943037,75.774055,-0.18363254,50.305244,47.164993,48.161442,0.45714974,157.02174
0.4136,38.466797,-0.73176205,75.779007,-0.18232201,50.320946,47.145332,50.50959,0.45198965,157.02071
0.41370001,35.898876,-0.72405338,75.783989,-0.18099943,50.336647,47.125507,52.806992,0.4468058,157.01968
0.4138,33.295277,-0.7163052,75.788994,-0.17966497,50.352352,47.105522,55.05135,0.44159871,157.01868
0.41389999,30.658607,-0.70851833,75.794029,-0.17831878,50.368053,47.085381,57.24041,0.43636894,157.01768
0.414,27.991516,-0.70069367,75.799095,-0.17696105,50.383755,47.065083,59.371979,0.43111709,157.01669
0.41409999,25.296673,-0.69283199,75.804184,-0.1755919,50.399456,47.044636,61.443924,0.42584363,157.0157
0.41420001,22.576784,-0.68493408,75.809303,-0.17421152,50.415157,47.024036,63.454163,0.42054921,157.01474
0.41429999,19.834576,-0.67700082,75.814445,-0.17282005,50.430859,47.003292,65.400681,0.41523433,157.01376
0.41440001,17.072798,-0.66903311,75.819611,-0.17141765,50.44656,46.982399,67.281532,0.40989953,157.01282
0.4145,14.294224,-0.66103166,75.824799,-0.17000452,50.462261,46.961365,69.094833,0.40454543,157.01187
0.41460001,11.501639,-0.65299731,75.830017,-0.16858079,50.477962,46.940189,70.83876,0.39917251,157.01093
0.4147,8.6978455,-0.64493096,75.835258,-0.16714662,50.493664,46.918877,72.511574,0.39378139,157.00999
0.41479999,5.8856559,-0.63683343,75.840515,-0.16570218,50.509365,46.897427,74.111595,0.3883726,157.00908
0.4149,3.0678918,-0.6287055,75.845802,-0.16424765,50.525066,46.875847,75.637222,0.38294667,157.00818
0.41499999,0.24738023,-0.62054801,75.851105,-0.16278318,50.540764,46.854134,77.086929,0.3775042,157.00728
0.41510001,-2.5730491,-0.61236185,75.85643,-0.16130891,50.556465,46.832291,78.459259,0.3720457,157.00638
0.4152,-5.3905663,-0.60414779,75.861778,-0.15982506,50.572166,46.810322,79.752846,0.36657175,157.00551
0.41530001,-8.2023449,-0.59590667,75.867149,-0.15833175,50.587868,46.788231,80.9664,0.36108288,157.00464
0.4154,-11.005563,-0.58763933,75.872536,-0.15682918,50.603569,46.766018,82.098701,0.35557964,157.00377
0.41549999,-13.797409,-0.5793466,75.877937,-0.15531747,50.619267,46.743683,83.148613,0.35006264,157.00291
0.4156,-16.575083,-0.57102937,75.883362,-0.15379684,50.634968,46.721233,84.115105,0.34453234,157.00208
0.41569999,-19.335796,-0.56268835,75.888802,-0.15226741,50.650669,46.698669,84.997192,0.33898938,157.00125
0.41580001,-22.076782,-0.55432439,75.894264,-0.15072937,50.66637,46.675995,85.794006,0.33343422,157.00043
0.41589999,-24.79529,-0.54593837,75.899734,-0.14918289,50.682068,46.65321,86.504761,0.32786748,156.99962
0.41600001,-27.488592,-0.53753114,75.905228,-0.14762811,50.697769,46.630318,87.128731,0.32228968,156.99881
0.4161,-30.153988,-0.52910346,75.910736,-0.14606524,50.713467,46.607323,87.665314,0.31670135,156.99802
0.41620001,-32.788807,-0.52065617,75.91626,-0.14449441,50.729168,46.584221,88.113976,0.31110308,156.99724
0.4163,-35.390404,-0.5121901,75.921791,-0.1429158,50.744869,46.561024,88.474258,0.30549535,156.99646
0.41639999,-37.956173,-0.5037061,75.927345,-0.14132959,50.760567,46.537727,88.745827,0.29987878,156.9957
0.4165,-40.48354,-0.49520493,75.932907,-0.13973594,50.776268,46.514336,88.928413,0.29425386,156.99495
0.41659999,-42.969971,-0.48668748,75.938484,-0.138135,50.791965,46.490852,89.021835,0.28862116,156.9942
0.41670001,-45.412979,-0.47815451,75.944077,-0.13652696,50.807667,46.467278,89.026009,0.28298119,156.99347
0.41679999,-47.810108,-0.46960688,75.949677,-0.13491197,50.823364,46.443615,88.940941,0.27733451,156.99275
0.41690001,-50.158966,-0.46104538,75.955284,-0.13329022,50.839066,46.419868,88.766731,0.27168164,156.99203
0.417,-52.457191,-0.45247084,75.960907,-0.13166186,50.854763,46.396038,88.503563,0.26602313,156.99133
0.41710001,-54.702488,-0.44388404,75.966537,-0.13002709,50.870464,46.372128,88.151703,0.26035953,156.99065
0.4172,-56.892605,-0.43528584,75.972183,-0.12838602,50.886162,46.348141,87.711517,0.25469133,156.98996
0.41729999,-59.025349,-0.42667702,75.977829,-0.12673886,50.901859,46.324074,87.183456,0.24901909,156.98929
0.4174,-61.098591,-0.41805837,75.98349,-0.12508579,50.917561,46.299938,86.568069,0.24334332,156.98863
0.41749999,-63.110249,-0.40943074,75.989159,-0.12342694,50.933258,46.27573,85.865974,0.23766458,156.98798
0.41760001,-65.058319,-0.40079489,75.994827,-0.12176249,50.948956,46.251453,85.077896,0.23198338,156.98735
0.41769999,-66.940849,-0.39215168,76.000511,-0.12009262,50.964657,46.227108,84.204628,0.22630022,156.98671
0.41780001,-68.755959,-0.38350183,76.006195,-0.1184175,50.980354,46.202702,83.247063,0.22061567,156.9861
0.4179,-70.501831,-0.37484622,76.011887,-0.11673728,50.996052,46.178234,82.206177,0.21493022,156.98549
0.41800001,-72.176727,-0.36618564,76.017586,-0.11505215,51.011753,46.153709,81.083015,0.20924444,156.98489
0.4181,-73.778969,-0.35752088,76.023293,-0.11336226,51.027451,46.129128,79.878731,0.20355883,156.9843
0.41819999,-75.306969,-0.34885269,76.028999,-0.11166778,51.043148,46.104488,78.594536,0.19787391,156.98372
0.4183,-76.759193,-0.34018189,76.034706,-0.10996889,51.058846,46.0798,77.231728,0.19219016,156.98315
0.41839999,-78.134201,-0.33150926,76.040421,-0.10826574,51.074547,46.055061,75.791687,0.18650809,156.9826
0.41850001,-79.430618,-0.32283559,76.046135,-0.1065585,51.090244,46.030277,74.275887,0.18082826,156.98206
0.41859999,-80.647163,-0.31416166,76.051849,-0.10484735,51.105942,46.005447,72.685837,0.17515112,156.98152
0.41870001,-81.782616,-0.30548823,76.057571,-0.10313245,51.121639,45.980579,71.023163,0.16947724,156.981
0.4188,-82.835854,-0.29681611,76.063286,-0.10141396,51.137337,45.955666,69.289536,0.16380706,156.98048
0.41890001,-83.805832,-0.28814605,76.069008,-0.099692054,51.153034,45.930717,67.48671,0.15814112,156.97998
0.419,-84.691597,-0.27947882,76.07473,-0.097966895,51.168736,45.905735,65.616508,0.15247992,156.97949
0.41909999,-85.492264,-0.27081516,76.080452,-0.096238643,51.184433,45.880718,63.680817,0.14682393,156.97902
0.4192,-86.207047,-0.26215592,76.086166,-0.094507471,51.20013,45.855671,61.681591,0.14117366,156.97855
0.41929999,-86.835243,-0.25350177,76.091881,-0.092773549,51.215828,45.830597,59.62085,0.13552962,156.97809
0.41940001,-87.376228,-0.24485354,76.097595,-0.091037028,51.231525,45.8055,57.500668,0.12989227,156.97763
0.41949999,-87.829491,-0.23621194,76.10331,-0.089298077,51.247223,45.780376,55.323193,0.12426212,156.97719
0.41960001,-88.19458,-0.22757773,76.109016,-0.087556861,51.26292,45.75523,53.090611,0.11863963,156.97676
0.4197,-88.471146,-0.21895172,76.114723,-0.08581356,51.278618,45.730068,50.80518,0.11302536,156.97635
0.41980001,-88.658928,-0.21033464,76.120422,-0.084068321,51.294315,45.704891,48.4692,0.10741977,156.97594
0.4199,-88.757751,-0.20172721,76.126114,-0.082321309,51.310013,45.679699,46.085026,0.10182331,156.97554
0.41999999,-88.76754,-0.1931302,76.131805,-0.080572695,51.32571,45.654491,43.65506,0.09623646,156.97516
0.4201,-88.688301,-0.1845443,76.137489,-0.078822628,51.341408,45.62928,41.181751,0.0906597,156.97479
0.42019999,-88.520119,-0.17597026,76.143166,-0.077071272,51.357105,45.604057,38.667587,0.085093491,156.97443
0.42030001,-88.263191,-0.16740882,76.148842,-0.075318798,51.372803,45.578835,36.115105,0.079538301,156.97408
0.42039999,-87.917786,-0.1588607,76.154503,-0.073565364,51.3885,45.553604,33.526867,0.073994599,156.97372
0.42050001,-87.484268,-0.15032661,76.160164,-0.071811125,51.404198,45.528378,30.905481,0.068462849,156.97339
0.4206,-86.963089,-0.14180729,76.16581,-0.070056245,51.419895,45.503151,28.253586,0.062943503,156.97307
0.42070001,-86.354797,-0.13330343,76.171448,-0.06830088,51.435593,45.477928,25.573847,0.057437021,156.97276
0.4208,-85.660019,-0.12481577,76.177078,-0.066545196,51.45129,45.452713,22.868959,0.051943857,156.97246
0.42089999,-84.879463,-0.11634499,76.182701,-0.06478934,51.466988,45.427505,20.141645,0.046464458,156.97217
0.421,-84.013931,-0.10789181,76.188309,-0.063033484,51.482685,45.402313,17.394644,0.040999275,156.97189
0.42109999,-83.064308,-0.099456906,76.193909,-0.061277773,51.498383,45.377129,14.630714,0.03554875,156.97162
0.42120001,-82.03157,-0.091040991,76.199501,-0.059522372,51.51408,45.351963,11.852636,0.030113321,156.97137
0.42129999,-80.916771,-0.082644843,76.205078,-0.057767443,51.529778,45.326813,9.063199,0.024693508,156.97112
0.42140001,-79.721039,-0.074269116,76.21064,-0.056013148,51.545471,45.301685,6.265204,0.019289725,156.97089
0.4215,-78.445602,-0.065914467,76.216194,-0.054259628,51.561169,45.276577,3.4614601,0.013902374,156.97066
0.42160001,-77.091751,-0.057581574,76.221733,-0.052507039,51.576866,45.251495,0.65478128,0.0085318871,156.97044
0.4217,-75.660858,-0.049271114,76.227264,-0.050755542,51.592564,45.22644,-2.1520162,0.0031786927,156.97025
0.42179999,-74.154381,-0.040983755,76.232773,-0.049005285,51.608261,45.201412,-4.9561167,-0.0021567848,156.97005
0.4219,-72.573845,-0.032720167,76.238274,-0.047256421,51.623959,45.176414,-7.7547078,-0.0074741235,156.96986
0.42199999,-70.920853,-0.024481012,76.243759,-0.045509107,51.639656,45.151451,-10.544984,-0.012772906,156.9697
0.42210001,-69.197083,-0.016266948,76.249229,-0.043763489,51.655354,45.126522,-13.324148,-0.018052716,156.96953
0.42219999,-67.404266,-0.0080786292,76.254677,-0.042019721,51.671047,45.101631,-16.089417,-0.023313142,156.96938
0.42230001,-65.544235,8.3296072e-05,76.260117,-0.040277954,51.686745,45.076778,-18.838017,-0.028553778,156.96924
0.4224,-63.618862,0.0082181832,76.265541,-0.038538333,51.702442,45.051968,-21.567198,-0.033774219,156.9691
0.42250001,-61.630089,0.016325394,76.270943,-0.036801014,51.71814,45.027203,-24.274227,-0.038974062,156.96898
0.4226,-59.579933,0.024404291,76.276329,-0.035066139,51.733837,45.00248,-26.956398,-0.044152908,156.96887
0.42269999,-57.470459,0.032454249,76.2817,-0.033333857,51.749535,44.977806,-29.611023,-0.049310364,156.96877
0.4228,-55.303795,0.040474642,76.287048,-0.031604312,51.765232,44.953182,-32.235447,-0.054446045,156.96867
0.42289999,-53.08213,0.04846476,76.292381,-0.029877672,51.780926,44.928608,-34.827053,-0.059559487,156.9686
0.42300001,-50.807705,0.056424037,76.297691,-0.02815407,51.796623,44.904091,-37.383244,-0.064650342,156.96852
0.42309999,-48.482807,0.064351872,76.302986,-0.026433649,51.812321,44.879627,-39.901466,-0.069718242,156.96848
0.42320001,-46.109787,0.072247662,76.308258,-0.024716549,51.828018,44.855221,-42.379208,-0.074762814,156.96841
0.4233,-43.691032,0.080110803,76.313507,-0.023002919,51.843716,44.830875,-44.813992,-0.079783671,156.96838
0.42340001,-41.228973,0.087940693,76.318741,-0.021292897,51.859413,44.806591,-47.203392,-0.084780447,156.96835
0.4235,-38.726093,0.095736742,76.323952,-0.019586626,51.875107,44.782372,-49.545025,-0.089752778,156.96834
0.42359999,-36.18491,0.10349836,76.32914,-0.017884249,51.890804,44.758221,-51.836555,-0.094700299,156.96832
0.4237,-33.607975,0.11122497,76.334312,-0.016185902,51.906502,44.734131,-54.075699,-0.099622652,156.96832
0.42379999,-30.997887,0.118916,76.339455,-0.014491726,51.922199,44.710117,-56.260227,-0.10451946,156.96834
0.42390001,-28.357264,0.12657087,76.344582,-0.012801859,51.937897,44.686172,-58.387962,-0.1093904,156.96835
0.42399999,-25.688759,0.13418901,76.349678,-0.011116438,51.953594,44.6623,-60.456791,-0.1142351,156.96838
0.42410001,-22.995054,0.14176986,76.354759,-0.0094355987,51.969288,44.638504,-62.464653,-0.11905324,156.96843
0.4242,-20.278854,0.14931288,76.35981,-0.0077594779,51.984985,44.614784,-64.409554,-0.12384444,156.96848
0.42429999,-17.542883,0.15681745,76.364838,-0.0060882177,52.000683,44.591145,-66.289558,-0.12860836,156.96854
0.4244,-14.789889,0.16428302,76.369843,-0.0044219554,52.01638,44.567585,-68.102814,-0.13334464,156.96861
0.42449999,-12.022632,0.17170911,76.374817,-0.0027608175,52.032078,44.544109,-69.847504,-0.13805296,156.96869
0.42460001,-9.243885,0.17909513,76.379776,-0.0011049354,52.047775,44.520718,-71.521912,-0.14273302,156.96878
0.42469999,-6.4564362,0.18644059,76.384705,0.00054555899,52.063469,44.497414,-73.124367,-0.14738448,156.96889
0.42480001,-3.6630769,0.19374494,76.389603,0.0021905354,52.079166,44.474197,-74.653305,-0.15200701,156.96899
0.4249,-0.8666051,0.20100769,76.394478,0.0038298643,52.094864,44.451073,-76.107193,-0.15660033,156.96912
0.42500001,1.9301786,0.2082283,76.39933,0.0054634172,52.110561,44.42804,-77.484612,-0.16116409,156.96924
0.4251,4.7244749,0.21540627,76.404152,0.0070910659,52.126259,44.405098,-78.784187,-0.16569799,156.96938
0.42519999,7.5134883,0.22254111,76.408943,0.0087126847,52.141956,44.382252,-80.004654,-0.17020172,156.96953
0.4253,10.294429,0.22963229,76.413712,0.010328148,52.157654,44.359505,-81.144806,-0.174675,156.96968
0.42539999,13.064515,0.23667935,76.418449,0.01193733,52.173347,44.336857,-82.203529,-0.17911752,156.96985
0.42550001,15.82098,0.24368177,76.423164,0.013540109,52.189045,44.314308,-83.179779,-0.18352897,156.97003
0.42559999,18.561068,0.25063911,76.427841,0.01513636,52.204742,44.291862,-84.072601,-0.18790908,156.97021
0.42570001,21.282043,0.25755087,76.432495,0.016725961,52.22044,44.26952,-84.881126,-0.19225755,156.97041
0.4258,23.98119,0.26441652,76.437119,0.018308783,52.236137,44.247284,-85.604576,-0.19657406,156.97061
0.42590001,26.655811,0.27123562,76.441711,0.019884711,52.251835,44.225155,-86.242241,-0.20085837,156.97083
0.426,29.303242,0.27800775,76.446274,0.021453628,52.267532,44.203136,-86.79351,-0.20511019,156.97104
0.42609999,31.920841,0.28473246,76.450806,0.023015419,52.28323,44.181229,-87.257866,-0.20932926,156.97127
0.4262,34.506001,0.29140925,76.455315,0.024569962,52.298927,44.159431,-87.63485,-0.21351531,156.97151
0.42629999,37.056145,0.29803774,76.459785,0.026117144,52.314621,44.137745,-87.924118,-0.21766809,156.97176
0.42640001,39.568729,0.30461746,76.464226,0.027656851,52.330318,44.116177,-88.125404,-0.2217873,156.97202
0.42649999,42.04126,0.31114799,76.468636,0.02918897,52.346016,44.094727,-88.238533,-0.22587274,156.97229
0.42660001,44.471272,0.31762889,76.473007,0.030713385,52.361713,44.073395,-88.26342,-0.22992413,156.97256
0.4267,46.85635,0.32405975,76.477356,0.03222999,52.377411,44.052181,-88.200066,-0.23394121,156.97284
0.42680001,49.194122,0.33044019,76.481667,0.033738669,52.393108,44.03109,-88.048546,-0.23792377,156.97314
0.4269,51.482269,0.33676979,76.485947,0.035239313,52.408806,44.010124,-87.809044,-0.24187155,156.97343
0.42699999,53.718513,0.34304813,76.490196,0.036731821,52.424503,43.989277,-87.481827,-0.24578431,156.97375
0.4271,55.900642,0.34927481,76.494408,0.038216081,52.440201,43.968559,-87.067245,-0.24966185,156.97406
0.42719999,58.026485,0.35544941,76.498589,0.039691973,52.455898,43.947971,-86.565735,-0.25350386,156.9744
0.42730001,60.093937,0.36157158,76.502739,0.041159403,52.471596,43.927509,-85.977821,-0.25731015,156.97473
0.42739999,62.100948,0.36764091,76.506851,0.042618267,52.487293,43.907177,-85.304123,-0.26108053,156.97507
0.42750001,64.045532,0.37365711,76.510933,0.044068467,52.502991,43.886978,-84.545326,-0.26481476,156.97542
0.4276,65.925766,0.37961972,76.514977,0.045509893,52.518688,43.866909,-83.702217,-0.26851267,156.97578
0.42770001,67.739792,0.38552848,76.51899,0.04694245,52.534386,43.846977,-82.775673,-0.272174,156.97615
0.4278,69.485817,0.39138293,76.522964,0.048366036,52.550083,43.827183,-81.766624,-0.27579856,156.97653
0.42789999,71.162117,0.39718282,76.526901,0.049780555,52.565781,43.807522,-80.676109,-0.27938619,156.97691
0.428,72.767044,0.40292776,76.530807,0.05118591,52.581478,43.787998,-79.505241,-0.28293663,156.97729
0.42809999,74.299004,0.40861741,76.534676,0.052582003,52.597176,43.76862,-78.255211,-0.28644976,156.97771
0.42820001,75.7565,0.41425148,76.538506,0.053968739,52.612873,43.749378,-76.927292,-0.28992534,156.9781
0.42829999,77.1381,0.41982961,76.542305,0.055346031,52.628574,43.730278,-75.522827,-0.29336318,156.97853
0.42840001,78.442436,0.42535153,76.546066,0.056713779,52.644272,43.711323,-74.043236,-0.29676315,156.97894
0.4285,79.668243,0.43081689,76.549789,0.058071896,52.659969,43.692513,-72.490021,-0.30012506,156.97939
0.42860001,80.814308,0.43622535,76.553474,0.05942028,52.675667,43.673847,-70.864746,-0.30344871,156.97981
0.4287,81.879524,0.44157663,76.557129,0.060758848,52.691364,43.655331,-69.169067,-0.30673391,156.98027
0.42879999,82.862846,0.44687045,76.560738,0.06208751,52.707062,43.636963,-67.404678,-0.30998051,156.98071
0.4289,83.763313,0.45210651,76.564316,0.063406184,52.722759,43.61874,-65.573372,-0.3131884,156.98117
0.42899999,84.580055,0.45728457,76.567856,0.064714789,52.738457,43.600674,-63.676987,-0.31635737,156.98164
0.42910001,85.312279,0.46240431,76.57135,0.066013224,52.754158,43.582756,-61.71743,-0.31948733,156.98212
0.42919999,85.959282,0.46746549,76.574814,0.06730143,52.769855,43.564991,-59.696678,-0.32257807,156.9826
0.42930001,86.520447,0.47246787,76.578239,0.068579301,52.785553,43.547379,-57.61676,-0.32562947,156.98309
0.4294,86.995232,0.47741115,76.581627,0.069846772,52.80125,43.529922,-55.479763,-0.32864141,156.9836
0.42950001,87.383194,0.4822951,76.584976,0.071103759,52.816952,43.512623,-53.287834,-0.33161375,156.9841
0.4296,87.683975,0.4871195,76.588287,0.072350189,52.832649,43.49548,-51.043175,-0.33454633,156.9846
0.42969999,87.897293,0.49188405,76.591553,0.073585972,52.848347,43.478497,-48.748035,-0.33743906,156.98512
0.4298,88.022957,0.49658862,76.594788,0.074811049,52.864044,43.46167,-46.404713,-0.34029177,156.98564
0.42989999,88.060883,0.50123292,76.597977,0.076025337,52.879745,43.445007,-44.01556,-0.34310442,156.98618
0.43000001,88.01104,0.5058167,76.601135,0.077228755,52.895443,43.428501,-41.582962,-0.34587681,156.98671
0.43009999,87.873512,0.51033974,76.604248,0.078421228,52.91114,43.412159,-39.109364,-0.34860885,156.98726
0.43020001,87.648468,0.51480192,76.607323,0.079602696,52.926842,43.395981,-36.597229,-0.35130042,156.98781
0.4303,87.336136,0.51920295,76.610359,0.080773078,52.942539,43.379963,-34.049076,-0.35395145,156.98837
0.43040001,86.936874,0.52354264,76.61335,0.081932314,52.958237,43.364113,-31.467447,-0.35656181,156.98894
0.4305,86.451096,0.52782089,76.616302,0.083080344,52.973938,43.348431,-28.854923,-0.35913146,156.9895
0.43059999,85.879303,0.53203744,76.619225,0.084217086,52.989635,43.332912,-26.214111,-0.36166024,156.99008
0.4307,85.222099,0.53619218,76.622093,0.085342482,53.005333,43.317558,-23.547649,-0.36414811,156.99066
0.43079999,84.480148,0.54028487,76.624931,0.086456478,53.021034,43.302376,-20.858194,-0.36659497,156.99126
0.43090001,83.654228,0.5443154,76.627724,0.087558992,53.036732,43.287361,-18.148428,-0.36900073,156.99184
0.43099999,82.745178,0.54828358,76.630478,0.088649981,53.052433,43.272518,-15.421053,-0.37136534,156.99245
0.43110001,81.753922,0.55218929,76.633194,0.089729376,53.06813,43.257847,-12.678785,-0.37368873,156.99306
0.4312,80.681473,0.55603236,76.635864,0.090797119,53.083832,43.243343,-9.9243555,-0.37597081,156.99367
0.43130001,79.528923,0.55981266,76.638496,0.091853157,53.099529,43.229012,-7.1605058,-0.37821153,156.99428
0.4314,78.297432,0.56353009,76.641083,0.092897438,53.115231,43.214855,-4.3899856,-0.38041085,156.9949
0.43149999,76.988243,0.56718445,76.643631,0.093929872,53.130928,43.200871,-1.615551,-0.38256863,156.99553
0.4316,75.602692,0.57077563,76.646141,0.094950438,53.146629,43.187061,1.1600399,-0.38468489,156.99617
0.43169999,74.142174,0.57430351,76.648613,0.095959082,53.162327,43.173428,3.9340289,-0.38675955,156.99681
0.43180001,72.608154,0.57776803,76.651031,0.096955739,53.178028,43.159969,6.70366,-0.38879257,156.99745
0.43189999,71.002174,0.58116907,76.653419,0.09794037,53.193729,43.146687,9.4661837,-0.39078394,156.99811
0.43200001,69.325867,0.58450651,76.655762,0.098912917,53.209427,43.133579,12.218858,-0.3927336,156.99876
0.4321,67.580894,0.5877803,76.658066,0.099873342,53.225128,43.120651,14.958951,-0.39464155,156.99942
0.43220001,65.769028,0.59099036,76.660324,0.1008216,53.240829,43.107899,17.683746,-0.39650768,157.00008
0.4323,63.892067,0.59413654,76.662544,0.10175764,53.256527,43.095325,20.390541,-0.39833206,157.00075
0.43239999,61.951908,0.59721887,76.664719,0.10268141,53.272228,43.082932,23.076656,-0.4001146,157.00143
0.4325,59.950485,0.60023719,76.666855,0.10359289,53.28793,43.070721,25.739428,-0.40185535,157.00211
0.43259999,57.889805,0.60319149,76.668945,0.10449202,53.303627,43.058685,28.376221,-0.40355423,157.00279
0.43270001,55.771927,0.60608172,76.670998,0.10537877,53.319328,43.046833,30.984425,-0.40521127,157.00348
0.43279999,53.598972,0.60890788,76.673004,0.10625309,53.33503,43.03516,33.561459,-0.40682644,157.00418
0.43290001,51.373104,0.61166978,76.674973,0.10711496,53.350731,43.023666,36.104778,-0.40839973,157.00488
0.433,49.096554,0.61436743,76.676895,0.10796431,53.366428,43.01236,38.611866,-0.40993115,157.00558
0.43309999,46.771587,0.61700088,76.67878,0.10880113,53.38213,43.001232,41.080246,-0.4114207,157.00629
0.4332,44.40052,0.61957002,76.680626,0.10962539,53.397831,42.990288,43.507481,-0.41286841,157.007
0.43329999,41.985725,0.6220749,76.682419,0.11043704,53.413532,42.979527,45.891174,-0.41427431,157.00772
0.43340001,39.529602,0.62451541,76.684181,0.11123607,53.429234,42.968952,48.228977,-0.41563836,157.00844
0.43349999,37.034595,0.62689167,76.685898,0.11202243,53.444935,42.958557,50.518578,-0.4169606,157.00916
0.43360001,34.503193,0.62920362,76.687569,0.1127961,53.460636,42.948349,52.757725,-0.41824105,157.00989
0.4337,31.93791,0.63145125,76.689201,0.11355706,53.476337,42.938324,54.94421,-0.41947979,157.01062
0.43380001,29.341299,0.63363463,76.690788,0.11430527,53.492035,42.928482,57.075882,-0.42067677,157.01135
0.4339,26.71594,0.63575369,76.692337,0.1150407,53.507736,42.918827,59.150642,-0.42183208,157.0121
0.43399999,24.064442,0.6378085,76.69384,0.11576335,53.523438,42.909359,61.166451,-0.42294577,157.01283
0.4341,21.389439,0.63979906,76.695297,0.11647319,53.539139,42.900074,63.121323,-0.42401782,157.01358
0.43419999,18.693584,0.64172548,76.696724,0.11717018,53.55484,42.890972,65.013344,-0.42504835,157.01433
0.43430001,15.979555,0.64358771,76.698097,0.11785432,53.570541,42.882061,66.840645,-0.42603734,157.01509
0.43439999,13.250043,0.64538574,76.699432,0.11852557,53.586246,42.873333,68.601448,-0.42698482,157.01584
0.43450001,10.507754,0.64711976,76.700729,0.11918393,53.601948,42.864796,70.294022,-0.42789093,157.0166
0.4346,7.7554064,0.6487897,76.701981,0.11982937,53.617649,42.856441,71.916702,-0.42875567,157.01736
0.43470001,4.9957261,0.65039575,76.703194,0.12046189,53.63335,42.848274,73.467903,-0.42957911,157.01813
0.4348,2.231447,0.6519379,76.704361,0.12108146,53.649052,42.840294,74.946114,-0.43036136,157.01891
0.43489999,-0.53469473,0.65341622,76.70549,0.12168808,53.664753,42.8325,76.349884,-0.43110242,157.01967
0.435,-3.2999618,0.65483081,76.706573,0.12228173,53.680454,42.824894,77.677841,-0.43180242,157.02045
0.43509999,-6.0616183,0.65618181,76.707619,0.12286241,53.696159,42.817474,78.928688,-0.43246144,157.02122
0.43520001,-8.8169346,0.65746915,76.708618,0.12343009,53.711861,42.810242,80.101219,-0.43307951,157.022
0.43529999,-11.563186,0.65869308,76.709579,0.12398478,53.727562,42.803196,81.194283,-0.43365675,157.02278
0.43540001,-14.297659,0.65985364,76.710495,0.12452648,53.743263,42.796337,82.206825,-0.43419322,157.02357
0.4355,-17.017653,0.66095096,76.711372,0.12505516,53.758968,42.789665,83.137856,-0.43468907,157.02437
