"Time","smrM.is[3]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","vfController3.x","smr3.is[2]","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","vfControllerM.x","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.is[1]","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.w","loadInertiaM.w","smrM.is[2]","smrM.is[4]","loadInertia3.phi"
1.2215,-28.807802,-0.43281516,226.66591,-46.466011,-0.20719661,109.36067,226.66591,-0.20719661,35.080307,0.39789063,21.048183,0.39789063,-0.037030827,-0.037030827,-0.43281516,156.10809,156.10809,-12.555327,-5.2488737,109.36067
1.2216001,-28.942186,-0.43280396,226.69733,-46.010078,-0.21958748,109.37628,226.69733,-0.21958748,36.216064,0.39117491,21.729639,0.39117491,-0.037058469,-0.037058469,-0.43280396,156.10382,156.10382,-11.670145,-6.2171092,109.37628
1.2217,-29.04384,-0.43279263,226.72874,-45.501286,-0.23176096,109.39189,226.72874,-0.23176096,37.312077,0.3840735,22.387245,0.3840735,-0.037086561,-0.037086561,-0.43279263,156.09958,156.09958,-10.770598,-7.179482,109.39189
1.2218,-29.112633,-0.43278128,226.76016,-44.940174,-0.24370508,109.4075,226.76016,-0.24370508,38.367073,0.37659341,23.020243,0.37659341,-0.037115104,-0.037115104,-0.43278128,156.09535,156.09535,-9.8576946,-8.134902,109.4075
1.2219,-29.148434,-0.43276983,226.79158,-44.327286,-0.25540805,109.42311,226.79158,-0.25540805,39.379818,0.36874208,23.62789,0.36874208,-0.037144102,-0.037144102,-0.43276983,156.09116,156.09116,-8.9324274,-9.0822954,109.42311
1.222,-29.151178,-0.4327583,226.82298,-43.663277,-0.26685834,109.43872,226.82298,-0.26685834,40.34914,0.36052722,24.209484,0.36052722,-0.037173547,-0.037173547,-0.4327583,156.08699,156.08699,-7.9958315,-10.020588,109.43872
1.2221,-29.120848,-0.43274671,226.8544,-42.94886,-0.27804467,109.45433,226.8544,-0.27804467,41.273918,0.35195699,24.764353,0.35195699,-0.037203446,-0.037203446,-0.43274671,156.08286,156.08286,-7.0489573,-10.948716,109.45433
1.2222,-29.057423,-0.43273503,226.88582,-42.184765,-0.28895602,109.46994,226.88582,-0.28895602,42.153065,0.34303984,25.291838,0.34303984,-0.037233789,-0.037233789,-0.43273503,156.07875,156.07875,-6.0928445,-11.865631,109.46994
1.2223001,-28.960949,-0.43272328,226.91724,-41.371799,-0.29958162,109.48554,226.91724,-0.29958162,42.985542,0.33378464,25.791325,0.33378464,-0.037264582,-0.037264582,-0.43272328,156.07466,156.07466,-5.1285586,-12.770292,109.48554
1.2224,-28.831514,-0.43271145,226.94865,-40.51086,-0.30991098,109.50115,226.94865,-0.30991098,43.77039,0.32420048,26.262234,0.32420048,-0.037295822,-0.037295822,-0.43271145,156.07062,156.07062,-4.1571846,-13.661672,109.50115
1.2225,-28.66922,-0.43269956,226.98007,-39.602837,-0.31993398,109.51676,226.98007,-0.31993398,44.506664,0.31429684,26.703999,0.31429684,-0.037327506,-0.037327506,-0.43269956,156.06659,156.06659,-3.1797957,-14.538757,109.51676
1.2226,-28.474213,-0.43268761,227.01149,-38.648701,-0.32964069,109.53236,227.01149,-0.32964069,45.193493,0.30408356,27.116096,0.30408356,-0.037359636,-0.037359636,-0.43268761,156.06259,156.06259,-2.19748,-15.400552,109.53236
1.2227,-28.246695,-0.43267557,227.04291,-37.649506,-0.33902156,109.54797,227.04291,-0.33902156,45.830074,0.29357067,27.498043,0.29357067,-0.037392206,-0.037392206,-0.43267557,156.05862,156.05862,-1.2113441,-16.246075,109.54797
1.2228,-27.986879,-0.43266347,227.07431,-36.6063,-0.34806737,109.56358,227.07431,-0.34806737,46.41563,0.28276861,27.849377,0.28276861,-0.037425224,-0.037425224,-0.43266347,156.05469,156.05469,-0.22248375,-17.07436,109.56358
1.2229,-27.695017,-0.43265131,227.10573,-35.520206,-0.3567692,109.57919,227.10573,-0.3567692,46.949448,0.27168801,28.169668,0.27168801,-0.037458677,-0.037458677,-0.43265131,156.05077,156.05077,0.76799995,-17.884462,109.57919
1.223,-27.37142,-0.43263906,227.13715,-34.392426,-0.3651185,109.59479,227.13715,-0.3651185,47.430893,0.26033986,28.458536,0.26033986,-0.037492573,-0.037492573,-0.43263906,156.04689,156.04689,1.75899,-18.675459,109.59479
1.2230999,-27.016413,-0.43262675,227.16856,-33.224163,-0.37310699,109.61039,227.16856,-0.37310699,47.859371,0.24873534,28.715624,0.24873534,-0.037526909,-0.037526909,-0.43262675,156.04303,156.04303,2.7493799,-19.446442,109.61039
1.2232,-26.63035,-0.43261436,227.19998,-32.01667,-0.38072687,109.62599,227.19998,-0.38072687,48.234337,0.23688594,28.940601,0.23688594,-0.037561681,-0.037561681,-0.43261436,156.0392,156.0392,3.738066,-20.196527,109.62599
1.2233,-26.213648,-0.43260193,227.2314,-30.771288,-0.3879706,109.6416,227.2314,-0.3879706,48.555332,0.22480333,29.133198,0.22480333,-0.037596893,-0.037596893,-0.43260193,156.03539,156.03539,4.7239313,-20.924856,109.6416
1.2234,-25.766741,-0.43258941,227.26282,-29.489367,-0.39483106,109.6572,227.26282,-0.39483106,48.821938,0.21249947,29.293163,0.21249947,-0.037632536,-0.037632536,-0.43258941,156.03162,156.03162,5.7058716,-21.630592,109.6572
1.2235,-25.290079,-0.43257684,227.29424,-28.172277,-0.4013015,109.67281,227.29424,-0.4013015,49.033783,0.1999865,29.420271,0.1999865,-0.037668616,-0.037668616,-0.43257684,156.02786,156.02786,6.6827893,-22.312918,109.67281
1.2236,-24.784187,-0.43256417,227.32564,-26.821484,-0.40737554,109.68841,227.32564,-0.40737554,49.190601,0.1872768,29.51436,0.1872768,-0.037705127,-0.037705127,-0.43256417,156.02414,156.02414,7.6535811,-22.97105,109.68841
1.2237,-24.249598,-0.43255147,227.35706,-25.438465,-0.41304725,109.70401,227.35706,-0.41304725,49.292152,0.17438291,29.575293,0.17438291,-0.037742071,-0.037742071,-0.43255147,156.02045,156.02045,8.6171541,-23.604229,109.70401
1.2237999,-23.686861,-0.43253869,227.38847,-24.024702,-0.418311,109.71961,227.38847,-0.418311,49.338245,0.16131754,29.602947,0.16131754,-0.037779443,-0.037779443,-0.43253869,156.01678,156.01678,9.5724297,-24.211714,109.71961
1.2239,-23.096594,-0.43252584,227.41989,-22.581772,-0.42316166,109.73521,227.41989,-0.42316166,49.328793,0.14809363,29.597277,0.14809363,-0.037817247,-0.037817247,-0.43252584,156.01314,156.01314,10.518326,-24.792805,109.73521
1.224,-22.479431,-0.43251294,227.45131,-21.111261,-0.42759445,109.75082,227.45131,-0.42759445,49.263756,0.1347242,29.558252,0.1347242,-0.037855476,-0.037855476,-0.43251294,156.00954,156.00954,11.453776,-25.346828,109.75082
1.2241,-21.83601,-0.43249997,227.48273,-19.61475,-0.43160498,109.76642,227.48273,-0.43160498,49.143112,0.12122248,29.485867,0.12122248,-0.037894133,-0.037894133,-0.43249997,156.00595,156.00595,12.377728,-25.873125,109.76642
1.2242,-21.16704,-0.43248692,227.51414,-18.093908,-0.43518937,109.78201,227.51414,-0.43518937,48.966965,0.10760178,29.380178,0.10760178,-0.037933219,-0.037933219,-0.43248692,156.00238,156.00238,13.289136,-26.371086,109.78201
1.2243,-20.473249,-0.43247384,227.54556,-16.550417,-0.43834406,109.79762,227.54556,-0.43834406,48.735462,0.093875565,29.241278,0.093875565,-0.037972726,-0.037972726,-0.43247384,155.99886,155.99886,14.186968,-26.840132,109.79762
1.2244,-19.755358,-0.43246067,227.57697,-14.98594,-0.441066,109.81322,227.57697,-0.441066,48.448765,0.080057368,29.069258,0.080057368,-0.038012654,-0.038012654,-0.43246067,155.99535,155.99535,15.070209,-27.27969,109.81322
1.2244999,-19.014158,-0.43244746,227.60838,-13.402225,-0.44335246,109.82881,227.60838,-0.44335246,48.107159,0.066160835,28.864296,0.066160835,-0.038053002,-0.038053002,-0.43244746,155.99187,155.99187,15.937857,-27.689253,109.82881
1.2246,-18.250463,-0.43243417,227.6398,-11.801026,-0.44520128,109.84441,227.6398,-0.44520128,47.710987,0.052199688,28.626593,0.052199688,-0.038093776,-0.038093776,-0.43243417,155.98842,155.98842,16.788927,-28.068335,109.84441
1.2247,-17.465073,-0.43242082,227.67122,-10.184079,-0.4466106,109.86002,227.67122,-0.4466106,47.260582,0.038187701,28.356348,0.038187701,-0.038134962,-0.038134962,-0.43242082,155.985,155.985,17.622454,-28.416462,109.86002
1.2248,-16.658855,-0.43240741,227.70264,-8.5531902,-0.44757906,109.87561,227.70264,-0.44757906,46.756416,0.024138708,28.05385,0.024138708,-0.03817657,-0.03817657,-0.43240741,155.9816,155.9816,18.437489,-28.733227,109.87561
1.2249,-15.832697,-0.43239394,227.73405,-6.9101729,-0.44810575,109.89121,227.73405,-0.44810575,46.199013,0.010066573,27.719408,0.010066573,-0.038218591,-0.038218591,-0.43239394,155.97823,155.97823,19.233103,-29.018248,109.89121
1.225,-14.987468,-0.43238041,227.76547,-5.2568116,-0.44819018,109.90681,227.76547,-0.44819018,45.588886,-0.0040148203,27.353331,-0.0040148203,-0.038261026,-0.038261026,-0.43238041,155.97488,155.97488,20.008387,-29.271152,109.90681
1.2251,-14.124106,-0.43236682,227.79689,-3.5949564,-0.44783223,109.9224,227.79689,-0.44783223,44.926685,-0.018091571,26.956013,-0.018091571,-0.038303878,-0.038303878,-0.43236682,155.97157,155.97157,20.762459,-29.491636,109.9224
1.2252001,-13.243565,-0.43235317,227.82829,-1.9264604,-0.44703233,109.938,227.82829,-0.44703233,44.213116,-0.032149788,26.52787,-0.032149788,-0.038347136,-0.038347136,-0.43235317,155.96828,155.96828,21.494457,-29.67943,109.938
1.2253,-12.346776,-0.43233946,227.85971,-0.25314167,-0.44579127,109.9536,227.85971,-0.44579127,43.448856,-0.046175603,26.069315,-0.046175603,-0.038390808,-0.038390808,-0.43233946,155.96501,155.96501,22.203535,-29.834261,109.9536
1.2254,-11.434735,-0.43232569,227.89113,1.4231253,-0.4441103,109.96919,227.89113,-0.4441103,42.634739,-0.060155172,25.580843,-0.060155172,-0.038434889,-0.038434889,-0.43232569,155.96178,155.96178,22.888884,-29.955938,109.96919
1.2255,-10.508451,-0.43231186,227.92255,3.1004689,-0.44199112,109.98479,227.92255,-0.44199112,41.771626,-0.074074708,25.062977,-0.074074708,-0.038479377,-0.038479377,-0.43231186,155.95856,155.95856,23.549717,-30.044298,109.98479
1.2256,-9.5689125,-0.43229797,227.95396,4.77705,-0.43943578,110.00039,227.95396,-0.43943578,40.860382,-0.087920472,24.51623,-0.087920472,-0.038524266,-0.038524266,-0.43229797,155.95537,155.95537,24.185266,-30.09918,110.00039
1.2257,-8.6171618,-0.43228406,227.98538,6.4509926,-0.43644688,110.01598,227.98538,-0.43644688,39.901985,-0.1016788,23.941191,-0.1016788,-0.038569566,-0.038569566,-0.43228406,155.95221,155.95221,24.7948,-30.120499,110.01598
1.2258,-7.6542516,-0.43227005,228.0168,8.1204243,-0.43302739,110.03158,228.0168,-0.43302739,38.897469,-0.11533614,23.338482,-0.11533614,-0.038615264,-0.038615264,-0.43227005,155.94908,155.94908,25.377617,-30.108206,110.03158
1.2259001,-6.681222,-0.43225598,228.04822,9.7835026,-0.42918065,110.04717,228.04822,-0.42918065,37.847858,-0.128879,22.708715,-0.128879,-0.038661364,-0.038661364,-0.43225598,155.94597,155.94597,25.933031,-30.062252,110.04717
1.226,-5.6991467,-0.43224189,228.07962,11.438369,-0.42491052,110.06277,228.07962,-0.42491052,36.754284,-0.14229402,22.05257,-0.14229402,-0.038707867,-0.038707867,-0.43224189,155.94289,155.94289,26.460396,-29.982662,110.06277
1.2261,-4.709116,-0.4322277,228.11104,13.083169,-0.42022124,110.07836,228.11104,-0.42022124,35.617928,-0.15556797,21.370758,-0.15556797,-0.038754765,-0.038754765,-0.4322277,155.93983,155.93983,26.959103,-29.869495,110.07836
1.2262,-3.7122064,-0.43221349,228.14246,14.716075,-0.41511744,110.09396,228.14246,-0.41511744,34.439976,-0.16868778,20.663986,-0.16868778,-0.038802061,-0.038802061,-0.43221349,155.9368,155.9368,27.428555,-29.722824,110.09396
1.2263,-2.7095163,-0.43219918,228.17387,16.335264,-0.40960419,110.10955,228.17387,-0.40960419,33.221687,-0.18164048,19.933012,-0.18164048,-0.038849752,-0.038849752,-0.43219918,155.93379,155.93379,27.868202,-29.542774,110.10955
1.2264,-1.7021613,-0.43218485,228.20529,17.938917,-0.40368694,110.12514,228.20529,-0.40368694,31.964392,-0.19441329,19.178635,-0.19441329,-0.038897838,-0.038897838,-0.43218485,155.93082,155.93082,28.277529,-29.329521,110.12514
1.2265,-0.69124347,-0.43217045,228.23671,19.525244,-0.39737153,110.14073,228.23671,-0.39737153,30.669415,-0.20699365,18.401649,-0.20699365,-0.038946316,-0.038946316,-0.43217045,155.92786,155.92786,28.656038,-29.08325,110.14073
1.2266001,0.32212383,-0.432156,228.26813,21.09247,-0.39066422,110.15633,228.26813,-0.39066422,29.338142,-0.21936913,17.602886,-0.21936913,-0.038995184,-0.038995184,-0.432156,155.92493,155.92493,29.003275,-28.804192,110.15633
1.2266999,1.3368115,-0.43214151,228.29955,22.638834,-0.38357168,110.17192,228.29955,-0.38357168,27.972034,-0.23152754,16.78322,-0.23152754,-0.03904444,-0.03904444,-0.43214151,155.92203,155.92203,29.318827,-28.492632,110.17192
1.2268,2.3517032,-0.43212694,228.33095,24.162598,-0.3761009,110.18751,228.33095,-0.3761009,26.572544,-0.24345689,15.943526,-0.24345689,-0.039094087,-0.039094087,-0.43212694,155.91916,155.91916,29.602303,-28.14887,110.18751
1.2269,3.3656809,-0.43211234,228.36237,25.662054,-0.36825925,110.2031,228.36237,-0.36825925,25.141169,-0.2551454,15.084702,-0.2551454,-0.039144117,-0.039144117,-0.43211234,155.91631,155.91631,29.853346,-27.773241,110.2031
1.227,4.3776131,-0.43209764,228.39378,27.135511,-0.36005455,110.2187,228.39378,-0.36005455,23.679483,-0.26658157,14.20769,-0.26658157,-0.039194535,-0.039194535,-0.43209764,155.91347,155.91347,30.071651,-27.366138,110.2187
1.2271,5.3863811,-0.43208292,228.4252,28.581314,-0.35149485,110.23428,228.4252,-0.35149485,22.189058,-0.2777541,13.313435,-0.2777541,-0.039245337,-0.039245337,-0.43208292,155.91068,155.91068,30.256937,-26.927971,110.23428
1.2272,6.3908725,-0.43206814,228.45662,29.997828,-0.34258863,110.24988,228.45662,-0.34258863,20.671486,-0.28865197,12.402892,-0.28865197,-0.039296515,-0.039296515,-0.43206814,155.9079,155.9079,30.408949,-26.459173,110.24988
1.2273,7.3899646,-0.43205333,228.48804,31.383457,-0.3333447,110.26546,228.48804,-0.3333447,19.128441,-0.29926449,11.477064,-0.29926449,-0.039348077,-0.039348077,-0.43205333,155.90514,155.90514,30.527494,-25.960245,110.26546
1.2273999,8.3825483,-0.43203843,228.51945,32.736629,-0.32377219,110.28106,228.51945,-0.32377219,17.56159,-0.30958119,10.536955,-0.30958119,-0.039400019,-0.039400019,-0.43203843,155.90242,155.90242,30.612398,-25.4317,110.28106
1.2275,9.367527,-0.4320235,228.55087,34.05582,-0.31388059,110.29665,228.55087,-0.31388059,15.972615,-0.31959185,9.5835686,-0.31959185,-0.039452337,-0.039452337,-0.4320235,155.89972,155.89972,30.663517,-24.874067,110.29665
1.2276,10.343798,-0.4320085,228.58228,35.339527,-0.30367965,110.31223,228.58228,-0.30367965,14.363266,-0.32928663,8.61796,-0.32928663,-0.039505031,-0.039505031,-0.4320085,155.89703,155.89703,30.680767,-24.287949,110.31223
1.2277,11.310272,-0.43199345,228.61369,36.586292,-0.29317945,110.32783,228.61369,-0.29317945,12.735296,-0.33865601,7.6411777,-0.33865601,-0.039558098,-0.039558098,-0.43199345,155.89438,155.89438,30.664091,-23.673958,110.32783
1.2278,12.265881,-0.43197834,228.64511,37.794697,-0.28239036,110.34341,228.64511,-0.28239036,11.090451,-0.34769073,6.6542706,-0.34769073,-0.039611537,-0.039611537,-0.43197834,155.89175,155.89175,30.613447,-23.032717,110.34341
1.2279,13.209551,-0.43196321,228.67653,38.963367,-0.27132306,110.359,228.67653,-0.27132306,9.4305487,-0.35638189,5.6583295,-0.35638189,-0.039665345,-0.039665345,-0.43196321,155.88914,155.88914,30.528872,-22.36492,110.359
1.228,14.140227,-0.43194801,228.70795,40.090969,-0.25998849,110.3746,228.70795,-0.25998849,7.7574048,-0.36472091,4.6544428,-0.36472091,-0.039719526,-0.039719526,-0.43194801,155.88657,155.88657,30.410416,-21.671274,110.3746
1.2280999,15.056875,-0.43193275,228.73936,41.176201,-0.24839781,110.39018,228.73936,-0.24839781,6.0728164,-0.37269962,3.6436899,-0.37269962,-0.039774071,-0.039774071,-0.43193275,155.88402,155.88402,30.25815,-20.95249,110.39018
1.2282,15.958465,-0.43191743,228.77078,42.217827,-0.23656251,110.40577,228.77078,-0.23656251,4.3786483,-0.38031015,2.6271892,-0.38031015,-0.039828986,-0.039828986,-0.43191743,155.88148,155.88148,30.07222,-20.209347,110.40577
1.2283,16.843985,-0.43190208,228.8022,43.214653,-0.22449425,110.42136,228.8022,-0.22449425,2.6767602,-0.38754496,1.6060561,-0.38754496,-0.039884262,-0.039884262,-0.43190208,155.87898,155.87898,29.852793,-19.442638,110.42136
1.2284,17.712444,-0.43188664,228.8336,44.165508,-0.21220496,110.43694,228.8336,-0.21220496,0.96898615,-0.39439699,0.58139169,-0.39439699,-0.039939903,-0.039939903,-0.43188664,155.8765,155.8765,29.60005,-18.653156,110.43694
1.2285,18.562866,-0.43187118,228.86502,45.069305,-0.19970679,110.45253,228.86502,-0.19970679,-0.74278235,-0.40085945,-0.44566941,-0.40085945,-0.039995905,-0.039995905,-0.43187118,155.87404,155.87404,29.314241,-17.841759,110.45253
1.2286,19.394295,-0.43185568,228.89644,45.925003,-0.18701208,110.46812,228.89644,-0.18701208,-2.4566603,-0.40692604,-1.473996,-0.40692604,-0.040052269,-0.040052269,-0.43185568,155.87161,155.87161,28.995653,-17.009319,110.46812
1.2287,20.205793,-0.43184009,228.92786,46.731583,-0.17413335,110.48371,228.92786,-0.17413335,-4.170794,-0.41259068,-2.5024765,-0.41259068,-0.04010899,-0.04010899,-0.43184009,155.8692,155.8692,28.644567,-16.1567,110.48371
1.2288001,20.996445,-0.43182448,228.95927,47.48811,-0.16108333,110.4993,228.95927,-0.16108333,-5.8832836,-0.4178479,-3.5299704,-0.4178479,-0.040166065,-0.040166065,-0.43182448,155.86681,155.86681,28.261349,-15.284833,110.4993
1.2289,21.765358,-0.4318088,228.99069,48.193703,-0.14787491,110.51488,228.99069,-0.14787491,-7.5922379,-0.42269251,-4.5553427,-0.42269251,-0.040223498,-0.040223498,-0.4318088,155.86446,155.86446,27.84639,-14.394659,110.51488
1.229,22.511662,-0.43179309,229.02211,48.8475,-0.13452111,110.53046,229.02211,-0.13452111,-9.2958021,-0.42711973,-5.5774817,-0.42711973,-0.040281285,-0.040281285,-0.43179309,155.86211,155.86211,27.400078,-13.487106,110.53046
1.2291,23.234509,-0.4317773,229.05353,49.448738,-0.12103513,110.54605,229.05353,-0.12103513,-10.992086,-0.43112519,-6.5952516,-0.43112519,-0.040339425,-0.040339425,-0.4317773,155.8598,155.8598,26.922882,-12.563167,110.54605
1.2292,23.933081,-0.43176147,229.08493,49.996704,-0.10743029,110.56164,229.08493,-0.10743029,-12.679212,-0.43470499,-7.6075268,-0.43470499,-0.040397916,-0.040397916,-0.43176147,155.85751,155.85751,26.4153,-11.623843,110.56164
1.2293,24.606577,-0.43174562,229.11635,50.490707,-0.093720019,110.57722,229.11635,-0.093720019,-14.35534,-0.4378556,-8.613204,-0.4378556,-0.040456753,-0.040456753,-0.43174562,155.85524,155.85524,25.877821,-10.67012,110.57722
1.2294,25.254234,-0.43172967,229.14777,50.930149,-0.079917841,110.59281,229.14777,-0.079917841,-16.01861,-0.44057393,-9.611166,-0.44057393,-0.040515941,-0.040515941,-0.43172967,155.853,155.853,25.311016,-9.7030411,110.59281
1.2295001,25.875313,-0.4317137,229.17918,51.314503,-0.066037394,110.6084,229.17918,-0.066037394,-17.667175,-0.44285733,-10.600306,-0.44285733,-0.040575471,-0.040575471,-0.4317137,155.85077,155.85077,24.715481,-8.7236586,110.6084
1.2296,26.469091,-0.4316977,229.2106,51.64325,-0.052092366,110.62398,229.2106,-0.052092366,-19.299231,-0.44470355,-11.579538,-0.44470355,-0.040635347,-0.040635347,-0.4316977,155.84857,155.84857,24.091805,-7.733006,110.62398
1.2297,27.034895,-0.4316816,229.24202,51.91597,-0.038096532,110.63956,229.24202,-0.038096532,-20.912962,-0.44611079,-12.547777,-0.44611079,-0.040695567,-0.040695567,-0.4316816,155.84641,155.84641,23.440649,-6.7321653,110.63956
1.2298,27.572071,-0.43166548,229.27344,52.132317,-0.024063701,110.65515,229.27344,-0.024063701,-22.506575,-0.44707769,-13.503945,-0.44707769,-0.040756129,-0.040756129,-0.43166548,155.84425,155.84425,22.762707,-5.722229,110.65515
1.2299,28.07999,-0.4316493,229.30486,52.291958,-0.010007724,110.67073,229.30486,-0.010007724,-24.078312,-0.44760329,-14.446988,-0.44760329,-0.040817026,-0.040817026,-0.4316493,155.84213,155.84213,22.058661,-4.7042727,110.67073
1.23,28.558064,-0.43163309,229.33626,52.394657,0.0040575261,110.68632,229.33626,0.0040575261,-25.626429,-0.44768709,-15.375857,-0.44768709,-0.040878266,-0.040878266,-0.43163309,155.84003,155.84003,21.329258,-3.6794045,110.68632
1.2301,29.005739,-0.43161678,229.36768,52.44025,0.018118169,110.7019,229.36768,0.018118169,-27.149197,-0.44732907,-16.289518,-0.44732907,-0.040939841,-0.040939841,-0.43161678,155.83794,155.83794,20.575279,-2.6487458,110.7019
1.2302001,29.422482,-0.43160048,229.39909,52.428593,0.032160327,110.71748,229.39909,0.032160327,-28.644928,-0.44652957,-17.186956,-0.44652957,-0.041001752,-0.041001752,-0.43160048,155.83588,155.83588,19.797497,-1.6134021,110.71748
1.2302999,29.8078,-0.43158409,229.43051,52.359627,0.046170149,110.73307,229.43051,0.046170149,-30.111956,-0.44528937,-18.067173,-0.44528937,-0.041063994,-0.041063994,-0.43158409,155.83385,155.83385,18.996733,-0.57449901,110.73307
1.2304,30.161242,-0.43156767,229.46193,52.233383,0.060133804,110.74865,229.46193,0.060133804,-31.548643,-0.44360977,-18.929186,-0.44360977,-0.041126572,-0.041126572,-0.43156767,155.83183,155.83183,18.173847,0.46682438,110.74865
1.2305,30.482374,-0.43155119,229.49335,52.049908,0.074037515,110.76424,229.49335,0.074037515,-32.953384,-0.44149241,-19.77203,-0.44149241,-0.041189477,-0.041189477,-0.43155119,155.82985,155.82985,17.329699,1.5094438,110.76424
1.2306,30.770805,-0.43153465,229.52477,51.809322,0.087867565,110.77982,229.52477,0.087867565,-34.324612,-0.43893942,-20.594767,-0.43893942,-0.041252714,-0.041252714,-0.43153465,155.82788,155.82788,16.465178,2.5522268,110.77982
1.2307,31.026192,-0.43151808,229.55617,51.511845,0.10161031,110.7954,229.55617,0.10161031,-35.660789,-0.43595332,-21.396473,-0.43595332,-0.041316278,-0.041316278,-0.43151808,155.82593,155.82593,15.581214,3.5940275,110.7954
1.2308,31.248209,-0.43150148,229.58759,51.157715,0.11525219,110.81098,229.58759,0.11525219,-36.960415,-0.43253705,-22.176249,-0.43253705,-0.041380167,-0.041380167,-0.43150148,155.82401,155.82401,14.67874,4.6337152,110.81098
1.2309,31.436565,-0.43148479,229.619,50.747231,0.12877975,110.82657,229.619,0.12877975,-38.222031,-0.42869407,-22.933218,-0.42869407,-0.04144438,-0.04144438,-0.43148479,155.82211,155.82211,13.758706,5.6701603,110.82657
1.2309999,31.591028,-0.43146807,229.65042,50.2808,0.14217964,110.84215,229.65042,0.14217964,-39.444218,-0.42442811,-23.666531,-0.42442811,-0.041508917,-0.041508917,-0.43146807,155.82024,155.82024,12.822107,6.7022219,110.84215
1.2311,31.711384,-0.43145129,229.68184,49.758854,0.15543863,110.85773,229.68184,0.15543863,-40.625595,-0.41974348,-24.375359,-0.41974348,-0.041573774,-0.041573774,-0.43145129,155.81837,155.81837,11.869938,7.7287745,110.85773
1.2312,31.797447,-0.43143448,229.71326,49.181866,0.16854367,110.87331,229.71326,0.16854367,-41.764828,-0.41464472,-25.058897,-0.41464472,-0.041638952,-0.041638952,-0.43143448,155.81654,155.81654,10.903202,8.7487011,110.87331
1.2313,31.849098,-0.43141761,229.74467,48.550426,0.18148181,110.88889,229.74467,0.18148181,-42.86063,-0.40913698,-25.716379,-0.40913698,-0.041704446,-0.041704446,-0.43141761,155.81473,155.81473,9.9229479,9.7608767,110.88889
1.2314,31.866236,-0.43140069,229.77609,47.865147,0.19424029,110.90447,229.77609,0.19424029,-43.911755,-0.40322566,-26.347054,-0.40322566,-0.041770261,-0.041770261,-0.43140069,155.81294,155.81294,8.9302225,10.764194,110.90447
1.2315,31.848783,-0.43138373,229.8075,47.126682,0.20680654,110.92006,229.8075,0.20680654,-44.917,-0.3969166,-26.950201,-0.3969166,-0.041836388,-0.041836388,-0.43138373,155.81117,155.81117,7.9260726,11.757558,110.92006
1.2316,31.796734,-0.43136671,229.83891,46.335793,0.21916814,110.93564,229.83891,0.21916814,-45.875225,-0.39021605,-27.525137,-0.39021605,-0.041902829,-0.041902829,-0.43136671,155.80943,155.80943,6.9115906,12.739872,110.93564
1.2316999,31.710102,-0.43134966,229.87033,45.493279,0.23131295,110.95122,229.87033,0.23131295,-46.785336,-0.38313067,-28.071201,-0.38313067,-0.041969582,-0.041969582,-0.43134966,155.80771,155.80771,5.8878646,13.710055,110.95122
1.2318,31.588921,-0.43133256,229.90175,44.599953,0.24322893,110.9668,229.90175,0.24322893,-47.646267,-0.37566745,-28.587761,-0.37566745,-0.042036645,-0.042036645,-0.43133256,155.806,155.806,4.8559775,14.667048,110.9668
1.2319,31.433292,-0.43131539,229.93317,43.656754,0.25490436,110.98238,229.93317,0.25490436,-48.457043,-0.36783373,-29.074224,-0.36783373,-0.042104021,-0.042104021,-0.43131539,155.80432,155.80432,3.8170528,15.609791,110.98238
1.232,31.243351,-0.4312982,229.96458,42.664646,0.26632774,110.99796,229.96458,0.26632774,-49.216721,-0.35963732,-29.530031,-0.35963732,-0.042171702,-0.042171702,-0.4312982,155.80266,155.80266,2.7722099,16.537243,110.99796
1.2321,31.019238,-0.43128094,229.996,41.624607,0.27748778,111.01354,229.996,0.27748778,-49.924397,-0.35108629,-29.954639,-0.35108629,-0.042239688,-0.042239688,-0.43128094,155.80103,155.80103,1.7225561,17.448387,111.01354
1.2322,30.761168,-0.43126366,230.02742,40.537731,0.28837353,111.02912,230.02742,0.28837353,-50.579262,-0.3421891,-30.347557,-0.3421891,-0.04230798,-0.04230798,-0.43126366,155.79941,155.79941,0.66923583,18.342211,111.02912
1.2323,30.469385,-0.43124628,230.05882,39.405151,0.29897419,111.0447,230.05882,0.29897419,-51.180538,-0.33295453,-30.708323,-0.33295453,-0.042376578,-0.042376578,-0.43124628,155.79782,155.79782,-0.38661137,19.217726,111.0447
