"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","mass.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","massQS.v","mass.v","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x","massQS.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
4.0594001,-0.12957776,26.259142,-0.29702544,70.472336,7.2468195,7.2823343,-0.40631339,1117.6643,26.179798,0.33172518
4.0595002,-0.12938841,26.259871,-0.28709987,70.4729,7.2460928,7.2815046,-0.40638995,1117.6938,26.180523,0.34035647
4.0595999,-0.12919915,26.260599,-0.27692467,70.473465,7.2453656,7.2806745,-0.40646631,1117.7234,26.181248,0.34869
4.0597,-0.12901001,26.261328,-0.26650879,70.474022,7.244638,7.2798438,-0.40654245,1117.7529,26.181973,0.35671857
4.0598001,-0.12882096,26.262054,-0.25586137,70.474586,7.2439103,7.2790127,-0.40661839,1117.7825,26.182695,0.36443529
4.0598998,-0.12863202,26.262783,-0.24499184,70.475151,7.2431827,7.2781811,-0.40669414,1117.812,26.18342,0.37183347
4.0599999,-0.12844318,26.26351,-0.2339097,70.475708,7.2424545,7.277349,-0.40676969,1117.8416,26.184145,0.37890679
4.0601001,-0.12825443,26.264238,-0.22262466,70.476273,7.2417259,7.2765164,-0.40684503,1117.871,26.18487,0.38564917
4.0602002,-0.12806578,26.264965,-0.21114665,70.47683,7.2409973,7.2756839,-0.40692019,1117.9005,26.185593,0.39205486
4.0602999,-0.12787724,26.265694,-0.19948572,70.477394,7.2402682,7.2748504,-0.40699515,1117.9301,26.186317,0.39811832
4.0604,-0.12768878,26.26642,-0.18765208,70.477951,7.2395387,7.2740169,-0.40706989,1117.9596,26.18704,0.40383443
4.0605001,-0.12750041,26.267149,-0.1756561,70.478516,7.2388096,7.2731829,-0.40714446,1117.9891,26.187765,0.40919831
4.0605998,-0.12731215,26.267876,-0.16350828,70.479073,7.2380795,7.2723484,-0.40721884,1118.0187,26.188488,0.41420537
4.0606999,-0.12712397,26.268602,-0.15121923,70.47963,7.2373495,7.2715135,-0.40729302,1118.0481,26.189213,0.41885141
4.0608001,-0.12693588,26.269329,-0.13879971,70.480194,7.2366195,7.270678,-0.40736699,1118.0776,26.189936,0.42313242
4.0609002,-0.12674789,26.270056,-0.12626056,70.480751,7.235889,7.2698426,-0.40744078,1118.1072,26.19066,0.42704481
4.0609999,-0.12655997,26.270784,-0.11361274,70.481308,7.235158,7.2690063,-0.40751436,1118.1366,26.191383,0.43058532
4.0611,-0.12637216,26.271511,-0.10086727,70.481865,7.234427,7.2681699,-0.4075878,1118.1661,26.192106,0.43375096
4.0612001,-0.12618442,26.272238,-0.088035278,70.48243,7.233696,7.267333,-0.40766099,1118.1957,26.192831,0.43653908
4.0612998,-0.12599675,26.272964,-0.075127944,70.482986,7.232964,7.2664962,-0.40773401,1118.2251,26.193554,0.43894741
4.0613999,-0.12580918,26.273691,-0.062156521,70.483543,7.2322326,7.2656584,-0.40780684,1118.2546,26.194277,0.44097394
4.0615001,-0.12562169,26.274418,-0.049132299,70.4841,7.2315006,7.2648206,-0.4078795,1118.2841,26.195,0.44261703
4.0616002,-0.12543428,26.275143,-0.03606661,70.484657,7.2307682,7.2639823,-0.40795195,1118.3136,26.195723,0.44387534
4.0616999,-0.12524694,26.275869,-0.022970831,70.485214,7.2300358,7.2631435,-0.40802422,1118.343,26.196445,0.44474795
4.0618,-0.12505968,26.276596,-0.0098563405,70.485771,7.2293029,7.2623048,-0.40809631,1118.3726,26.19717,0.44523424
4.0619001,-0.1248725,26.277323,0.0032654635,70.486328,7.22857,7.2614651,-0.4081682,1118.402,26.197893,0.44533381
4.0619998,-0.12468539,26.278048,0.016383184,70.486885,7.2278371,7.2606254,-0.4082399,1118.4315,26.198614,0.44504675
4.0620999,-0.12449836,26.278774,0.029485432,70.487442,7.2271032,7.2597857,-0.40831143,1118.4609,26.199337,0.44437346
4.0622001,-0.1243114,26.279501,0.042560842,70.487999,7.2263699,7.258945,-0.40838277,1118.4905,26.20006,0.44331458
4.0623002,-0.12412451,26.280226,0.055598073,70.488556,7.225636,7.2581043,-0.40845391,1118.5199,26.200783,0.44187117
4.0623999,-0.12393769,26.280952,0.06858582,70.489113,7.2249017,7.2572632,-0.40852487,1118.5493,26.201506,0.44004461
4.0625,-0.12375094,26.281677,0.081512846,70.48967,7.2241673,7.256422,-0.40859568,1118.5787,26.202229,0.43783662
4.0626001,-0.12356425,26.282404,0.094367944,70.490227,7.2234325,7.2555804,-0.40866628,1118.6083,26.20295,0.43524918
4.0626998,-0.12337764,26.283129,0.10714,70.490784,7.2226977,7.2547383,-0.40873668,1118.6377,26.203672,0.43228468
4.0627999,-0.12319108,26.283854,0.11981796,70.491333,7.2219629,7.2538958,-0.40880692,1118.6671,26.204395,0.42894584
4.0629001,-0.12300459,26.28458,0.13239087,70.49189,7.2212276,7.2530532,-0.40887699,1118.6965,26.205116,0.42523563
4.0630002,-0.12281816,26.285305,0.14484787,70.492447,7.2204919,7.2522101,-0.40894687,1118.7261,26.205839,0.42115736
4.0630999,-0.1226318,26.28603,0.15717819,70.493004,7.2197561,7.2513671,-0.40901655,1118.7555,26.206562,0.41671476
4.0632,-0.12244549,26.286755,0.1693712,70.493553,7.2190204,7.2505236,-0.40908608,1118.7849,26.207283,0.4119117
4.0633001,-0.12225924,26.287479,0.18141639,70.49411,7.2182841,7.2496796,-0.4091554,1118.8143,26.208006,0.40675247
4.0633998,-0.12207306,26.288204,0.19330338,70.494659,7.2175474,7.2488351,-0.40922457,1118.8438,26.208727,0.40124169
4.0634999,-0.12188692,26.288929,0.2050219,70.495216,7.2168107,7.2479911,-0.40929353,1118.8732,26.209448,0.39538419
4.0636001,-0.12170085,26.289654,0.21656188,70.495773,7.216074,7.2471461,-0.40936235,1118.9026,26.210171,0.38918519
4.0637002,-0.12151483,26.290379,0.22791339,70.496323,7.2153368,7.2463012,-0.40943098,1118.932,26.210892,0.38265014
4.0637999,-0.12132885,26.291103,0.23906668,70.49688,7.2145996,7.2454557,-0.40949944,1118.9614,26.211613,0.37578481
4.0639,-0.12114293,26.291828,0.25001216,70.497429,7.2138619,7.2446103,-0.40956768,1118.9908,26.212336,0.36859521
4.0640001,-0.12095706,26.292553,0.2607404,70.497986,7.2131243,7.2437644,-0.40963578,1119.0203,26.213057,0.36108768
4.0640998,-0.12077124,26.293278,0.27124223,70.498535,7.2123861,7.242918,-0.40970373,1119.0497,26.213778,0.3532688
4.0641999,-0.12058547,26.294001,0.28150862,70.499092,7.211648,7.2420716,-0.40977147,1119.079,26.214499,0.34514546
4.0643001,-0.12039974,26.294725,0.29153082,70.499641,7.2109098,7.2412252,-0.40983903,1119.1084,26.215219,0.3367247
4.0644002,-0.12021407,26.29545,0.3013002,70.500191,7.2101712,7.2403784,-0.40990645,1119.1378,26.21594,0.32801399
4.0644999,-0.12002843,26.296173,0.31080839,70.500748,7.2094321,7.239531,-0.40997368,1119.1672,26.216661,0.31902084
4.0646,-0.11984284,26.296898,0.32004729,70.501297,7.208693,7.2386837,-0.41004074,1119.1967,26.217382,0.30975315
4.0647001,-0.11965729,26.297621,0.329009,70.501846,7.2079539,7.2378364,-0.41010761,1119.226,26.218103,0.30021903
4.0647998,-0.11947178,26.298346,0.33768585,70.502403,7.2072144,7.2369881,-0.41017434,1119.2554,26.218824,0.29042676
4.0648999,-0.11928631,26.299068,0.3460705,70.502953,7.2064748,7.2361403,-0.41024089,1119.2848,26.219545,0.2803849
4.0650001,-0.11910088,26.299793,0.35415575,70.503502,7.2057347,7.235292,-0.41030726,1119.3141,26.220266,0.27010217
4.0651002,-0.11891549,26.300516,0.36193472,70.504051,7.2049947,7.2344432,-0.41037345,1119.3435,26.220985,0.25958753
4.0651999,-0.11873014,26.301239,0.36940083,70.504601,7.2042546,7.2335944,-0.41043949,1119.3728,26.221706,0.24885011
4.0653,-0.11854482,26.301962,0.37654772,70.505157,7.2035141,7.2327452,-0.41050535,1119.4022,26.222427,0.23789924
4.0654001,-0.11835953,26.302687,0.38336936,70.505707,7.2027731,7.2318959,-0.41057104,1119.4316,26.223146,0.22674444
4.0654998,-0.11817428,26.30341,0.38985988,70.506256,7.2020321,7.2310467,-0.41063657,1119.4609,26.223867,0.21539538
4.0655999,-0.11798906,26.304132,0.39601392,70.506805,7.2012911,7.230197,-0.41070193,1119.4904,26.224588,0.20386189
4.0657001,-0.11780386,26.304855,0.40182617,70.507355,7.2005501,7.2293472,-0.41076714,1119.5197,26.225307,0.19215399
4.0658002,-0.1176187,26.305578,0.4072918,70.507904,7.1998081,7.228497,-0.41083217,1119.549,26.226028,0.18028179
4.0658998,-0.11743357,26.306301,0.41240621,70.508453,7.1990666,7.2276468,-0.41089705,1119.5784,26.226748,0.1682556
4.066,-0.11724846,26.307024,0.41716507,70.509003,7.1983247,7.2267962,-0.41096175,1119.6077,26.227467,0.15608579
4.0661001,-0.11706339,26.307747,0.4215644,70.509552,7.1975827,7.2259455,-0.41102627,1119.6371,26.228188,0.1437829
4.0661998,-0.11687833,26.308468,0.42560056,70.510101,7.1968403,7.2250948,-0.41109064,1119.6664,26.228907,0.13135755
4.0662999,-0.1166933,26.309191,0.42927018,70.510651,7.1960979,7.2242436,-0.41115484,1119.6957,26.229626,0.1188205
4.0664001,-0.1165083,26.309914,0.43257019,70.5112,7.1953549,7.2233925,-0.41121888,1119.7251,26.230347,0.10618252
4.0665002,-0.11632331,26.310637,0.43549791,70.511749,7.194612,7.2225409,-0.41128278,1119.7544,26.231066,0.093454547
4.0665998,-0.11613835,26.311357,0.43805093,70.512291,7.1938691,7.2216892,-0.4113465,1119.7837,26.231785,0.080647551
4.0667,-0.1159534,26.31208,0.44022712,70.51284,7.1931257,7.2208376,-0.41141003,1119.813,26.232504,0.06777256
4.0668001,-0.11576848,26.312801,0.4420248,70.51339,7.1923823,7.2199855,-0.41147345,1119.8423,26.233223,0.054840665
4.0668998,-0.11558357,26.313524,0.44344252,70.513939,7.1916385,7.2191334,-0.41153666,1119.8717,26.233942,0.041862994
4.0669999,-0.11539868,26.314245,0.4444792,70.514488,7.1908946,7.2182813,-0.41159976,1119.901,26.234663,0.028850717
4.0671,-0.1152138,26.314968,0.44513401,70.51503,7.1901507,7.2174287,-0.41166267,1119.9303,26.235382,0.015815018
4.0672002,-0.11502894,26.315689,0.44540656,70.515579,7.1894064,7.2165761,-0.4117254,1119.9596,26.236099,0.0027671007
4.0672998,-0.11484409,26.316412,0.44529673,70.516129,7.1886621,7.2157235,-0.41178802,1119.9889,26.236818,-0.010281826
4.0674,-0.11465926,26.317133,0.44480473,70.516678,7.1879172,7.2148705,-0.41185045,1120.0182,26.237537,-0.023320565
4.0675001,-0.11447443,26.317854,0.4439311,70.51722,7.1871724,7.2140174,-0.41191274,1120.0475,26.238256,-0.036337923
4.0675998,-0.11428962,26.318575,0.44267672,70.517769,7.1864276,7.2131643,-0.41197485,1120.0768,26.238976,-0.049322743
4.0676999,-0.11410481,26.319296,0.44104278,70.518311,7.1856823,7.2123108,-0.41203681,1120.1061,26.239695,-0.062263891
4.0678,-0.11392002,26.320019,0.4390308,70.51886,7.184937,7.2114573,-0.41209862,1120.1354,26.240412,-0.075150281
4.0679002,-0.11373523,26.32074,0.43664265,70.519409,7.1841912,7.2106037,-0.41216028,1120.1647,26.241131,-0.087970883
4.0679998,-0.11355044,26.321461,0.43388045,70.519951,7.1834455,7.2097502,-0.41222176,1120.194,26.24185,-0.10071473
4.0681,-0.11336567,26.322182,0.43074673,70.5205,7.1826997,7.2088962,-0.41228312,1120.2231,26.242567,-0.11337091
4.0682001,-0.11318089,26.322901,0.42724428,70.521042,7.1819534,7.2080421,-0.41234431,1120.2524,26.243286,-0.12592863
4.0682998,-0.11299612,26.323622,0.4233762,70.521591,7.1812072,7.2071881,-0.41240531,1120.2817,26.244003,-0.13837712
4.0683999,-0.11281135,26.324343,0.41914594,70.522133,7.1804609,7.2063336,-0.4124662,1120.311,26.244722,-0.15070578
4.0685,-0.11262658,26.325064,0.41455725,70.522682,7.1797142,7.2054796,-0.41252694,1120.3403,26.24544,-0.16290411
4.0686002,-0.11244182,26.325785,0.40961415,70.523224,7.1789675,7.2046251,-0.41258749,1120.3695,26.246159,-0.17496167
4.0686998,-0.11225705,26.326504,0.40432099,70.523773,7.1782203,7.2037706,-0.4126479,1120.3988,26.246876,-0.18686819
4.0688,-0.11207227,26.327225,0.39868242,70.524315,7.1774731,7.2029157,-0.41270819,1120.4281,26.247593,-0.19861355
4.0689001,-0.11188751,26.327946,0.39270335,70.524857,7.1767259,7.2020612,-0.4127683,1120.4573,26.248312,-0.21018773
4.0689998,-0.11170273,26.328665,0.38638905,70.525406,7.1759782,7.2012062,-0.41282827,1120.4866,26.249029,-0.22158088
4.0690999,-0.11151795,26.329386,0.37974498,70.525948,7.1752305,7.2003512,-0.41288808,1120.5159,26.249746,-0.23278333
4.0692,-0.11133316,26.330105,0.37277699,70.526489,7.1744828,7.1994963,-0.41294774,1120.545,26.250463,-0.24378556
4.0693002,-0.11114837,26.330826,0.36549106,70.527039,7.1737347,7.1986408,-0.41300726,1120.5743,26.251181,-0.2545782
4.0693998,-0.11096357,26.331545,0.35789356,70.52758,7.1729865,7.1977859,-0.41306663,1120.6035,26.251898,-0.26515213
4.0695,-0.11077876,26.332266,0.34999108,70.528122,7.1722383,7.1969304,-0.41312581,1120.6328,26.252617,-0.27549836
4.0696001,-0.11059394,26.332985,0.3417905,70.528664,7.1714897,7.196075,-0.41318488,1120.662,26.253334,-0.28560814
4.0696998,-0.11040911,26.333704,0.33329886,70.529213,7.1707411,7.1952195,-0.4132438,1120.6912,26.254051,-0.29547289
4.0697999,-0.11022428,26.334423,0.32452357,70.529755,7.169992,7.1943641,-0.41330257,1120.7205,26.254766,-0.30508429
4.0699,-0.11003942,26.335142,0.31547216,70.530296,7.1692429,7.1935081,-0.41336119,1120.7496,26.255484,-0.31443417
4.0700002,-0.10985456,26.335863,0.30615246,70.530838,7.1684937,7.1926527,-0.41341966,1120.7789,26.256201,-0.32351467
4.0700998,-0.10966969,26.336582,0.29657254,70.53138,7.1677442,7.1917968,-0.41347802,1120.8081,26.256918,-0.33231813
4.0702,-0.10948479,26.337301,0.28674063,70.531921,7.166995,7.1909409,-0.41353619,1120.8373,26.257635,-0.34083712
4.0703001,-0.10929988,26.33802,0.27666521,70.532471,7.166245,7.1900849,-0.41359422,1120.8666,26.258352,-0.34906444
4.0704002,-0.10911496,26.338739,0.26635495,70.533012,7.1654954,7.189229,-0.41365212,1120.8958,26.259068,-0.3569932
4.0704999,-0.10893001,26.339458,0.25581869,70.533554,7.1647453,7.1883731,-0.41370985,1120.9249,26.259785,-0.36461669
4.0706,-0.10874505,26.340176,0.24506553,70.534096,7.1639948,7.1875167,-0.41376746,1120.9541,26.260502,-0.37192857
4.0707002,-0.10856008,26.340895,0.23410468,70.534637,7.1632447,7.1866608,-0.41382492,1120.9833,26.261217,-0.37892267
4.0707998,-0.10837507,26.341614,0.22294557,70.535179,7.1624942,7.1858048,-0.41388226,1121.0126,26.261934,-0.38559312
4.0709,-0.10819006,26.342333,0.21159774,70.535721,7.1617436,7.1849484,-0.41393942,1121.0417,26.26265,-0.39193437
4.0710001,-0.10800502,26.34305,0.20007093,70.536263,7.1609926,7.184092,-0.41399646,1121.0709,26.263367,-0.39794111
4.0711002,-0.10781995,26.343769,0.18837503,70.536804,7.1602416,7.1832356,-0.41405332,1121.1001,26.264082,-0.40360835
4.0711999,-0.10763486,26.344488,0.17652003,70.537346,7.1594906,7.1823797,-0.41411006,1121.1293,26.264797,-0.40893134
4.0713,-0.10744976,26.345205,0.16451611,70.537888,7.1587391,7.1815233,-0.41416669,1121.1584,26.265514,-0.41390571
4.0714002,-0.10726462,26.345924,0.15237348,70.538422,7.1579876,7.1806669,-0.41422313,1121.1876,26.26623,-0.41852728
4.0714998,-0.10707945,26.346642,0.14010257,70.538963,7.1572361,7.1798105,-0.41427946,1121.2168,26.266945,-0.42279229
4.0716,-0.10689427,26.347359,0.12771383,70.539505,7.1564841,7.1789541,-0.41433564,1121.246,26.267662,-0.42669716
4.0717001,-0.10670905,26.348078,0.11521783,70.540047,7.1557322,7.1780972,-0.4143917,1121.2751,26.268377,-0.43023875
4.0718002,-0.1065238,26.348795,0.10262527,70.540588,7.1549802,7.1772408,-0.41444761,1121.3043,26.269093,-0.43341413
4.0718999,-0.10633854,26.349512,0.089946844,70.54113,7.1542282,7.1763844,-0.41450337,1121.3335,26.269808,-0.43622074
4.072,-0.10615323,26.350231,0.077193379,70.541664,7.1534758,7.175528,-0.41455898,1121.3625,26.270523,-0.43865627
4.0721002,-0.1059679,26.350948,0.064375743,70.542206,7.1527233,7.1746712,-0.41461447,1121.3917,26.271238,-0.44071883
4.0721998,-0.10578254,26.351665,0.051504828,70.542747,7.1519704,7.1738148,-0.41466981,1121.4209,26.271954,-0.44240677
4.0723,-0.10559714,26.352383,0.038591597,70.543289,7.1512175,7.1729584,-0.41472504,1121.4501,26.272669,-0.44371873
4.0724001,-0.10541172,26.3531,0.025647029,70.543823,7.1504645,7.1721015,-0.41478011,1121.4791,26.273384,-0.44465381
4.0725002,-0.10522625,26.353817,0.012682126,70.544365,7.1497116,7.1712451,-0.41483504,1121.5083,26.274099,-0.44521123
4.0725999,-0.10504075,26.354534,-0.00029210266,70.544907,7.1489582,7.1703887,-0.41488984,1121.5375,26.274815,-0.44539073
4.0727,-0.10485522,26.355251,-0.013264639,70.545448,7.1482048,7.1695318,-0.4149445,1121.5667,26.275528,-0.44519225
4.0728002,-0.10466965,26.355968,-0.026224477,70.545982,7.1474509,7.1686754,-0.41499904,1121.5957,26.276243,-0.44461605
4.0728998,-0.10448405,26.356686,-0.039160628,70.546524,7.1466975,7.167819,-0.41505343,1121.6249,26.276958,-0.44366276
4.073,-0.10429841,26.357401,-0.05206212,70.547066,7.1459436,7.1669621,-0.41510767,1121.6539,26.277674,-0.44233334
4.0731001,-0.10411274,26.358118,-0.064918034,70.5476,7.1451893,7.1661057,-0.41516179,1121.6831,26.278387,-0.44062904
4.0732002,-0.10392702,26.358835,-0.077717476,70.548141,7.1444354,7.1652493,-0.41521579,1121.7122,26.279102,-0.43855137
4.0732999,-0.10374127,26.359552,-0.090449624,70.548676,7.143681,7.1643925,-0.41526964,1121.7413,26.279816,-0.43610227
4.0734,-0.10355547,26.360268,-0.1031037,70.549217,7.1429267,7.1635361,-0.41532338,1121.7704,26.280531,-0.4332839
4.0735002,-0.10336963,26.360985,-0.11566902,70.549751,7.1421719,7.1626797,-0.41537696,1121.7996,26.281244,-0.4300988
4.0735998,-0.10318375,26.3617,-0.12813497,70.550293,7.1414175,7.1618233,-0.4154304,1121.8286,26.28196,-0.42654976
4.0737,-0.10299783,26.362417,-0.14049099,70.550827,7.1406622,7.1609669,-0.41548374,1121.8578,26.282673,-0.42263994
4.0738001,-0.10281187,26.363132,-0.15272671,70.551369,7.1399074,7.1601105,-0.41553691,1121.8868,26.283388,-0.41837272
4.0739002,-0.10262587,26.363848,-0.16483177,70.551903,7.1391521,7.1592541,-0.41558999,1121.9159,26.284101,-0.41375184
4.0739999,-0.10243982,26.364565,-0.17679597,70.552444,7.1383967,7.1583977,-0.41564292,1121.9451,26.284815,-0.40878138
4.0741,-0.10225373,26.36528,-0.18860926,70.552979,7.1376414,7.1575413,-0.4156957,1121.9741,26.285528,-0.4034656
4.0742002,-0.10206758,26.365995,-0.20026167,70.55352,7.1368861,7.1566854,-0.41574839,1122.0032,26.286243,-0.39780912
4.0742998,-0.1018814,26.366711,-0.2117434,70.554054,7.1361303,7.155829,-0.4158009,1122.0323,26.286957,-0.39181685
4.0743999,-0.10169517,26.367428,-0.2230448,70.554596,7.1353745,7.1549726,-0.41585332,1122.0614,26.28767,-0.38549399
4.0745001,-0.10150889,26.368143,-0.23415637,70.55513,7.1346183,7.1541166,-0.41590559,1122.0905,26.288383,-0.37884596
4.0746002,-0.10132256,26.368858,-0.2450688,70.555664,7.1338625,7.1532602,-0.41595772,1122.1195,26.289097,-0.37187847
4.0746999,-0.10113619,26.369574,-0.25577292,70.556206,7.1331062,7.1524043,-0.41600975,1122.1486,26.28981,-0.36459756
4.0748,-0.10094976,26.370289,-0.26625973,70.55674,7.1323495,7.1515484,-0.41606164,1122.1777,26.290524,-0.35700944
4.0749002,-0.10076329,26.371004,-0.27652046,70.557274,7.1315932,7.1506925,-0.41611341,1122.2068,26.291237,-0.34912065
4.0749998,-0.10057677,26.371719,-0.28654656,70.557816,7.1308365,7.1498365,-0.41616502,1122.2358,26.29195,-0.34093794
4.0750999,-0.1003902,26.372433,-0.29632959,70.55835,7.1300797,7.1489806,-0.41621652,1122.2649,26.292664,-0.33246833
4.0752001,-0.10020357,26.373148,-0.30586138,70.558884,7.129323,7.1481247,-0.4162679,1122.2939,26.293375,-0.32371905
4.0753002,-0.10001689,26.373863,-0.31513396,70.559425,7.1285658,7.1472688,-0.41631916,1122.323,26.294088,-0.31469756
4.0753999,-0.099830158,26.374578,-0.32413962,70.559959,7.1278086,7.1464133,-0.41637027,1122.3521,26.294802,-0.30541161
4.0755,-0.099643379,26.375292,-0.33287084,70.560493,7.1270514,7.1455579,-0.41642126,1122.3811,26.295515,-0.29586908
4.0756001,-0.099456541,26.376007,-0.34132034,70.561028,7.1262937,7.144702,-0.41647214,1122.4102,26.296227,-0.2860781
4.0756998,-0.099269651,26.37672,-0.34948108,70.561562,7.1255364,7.1438465,-0.41652286,1122.4391,26.29694,-0.27604702
4.0757999,-0.099082701,26.377436,-0.35734627,70.562103,7.1247787,7.1429911,-0.41657349,1122.4681,26.297651,-0.26578441
4.0759001,-0.098895706,26.378149,-0.36490941,70.562637,7.1240206,7.1421356,-0.41662398,1122.4972,26.298365,-0.25529894
4.0760002,-0.098708645,26.378864,-0.37216422,70.563171,7.1232629,7.1412807,-0.41667435,1122.5262,26.299076,-0.24459955
4.0760999,-0.098521531,26.379578,-0.37910464,70.563705,7.1225047,7.1404252,-0.41672459,1122.5553,26.299789,-0.23369531
4.0762,-0.098334365,26.380293,-0.38572499,70.56424,7.1217465,7.1395702,-0.41677469,1122.5844,26.300501,-0.2225955
4.0763001,-0.098147132,26.381006,-0.39201975,70.564774,7.1209884,7.1387148,-0.41682467,1122.6133,26.301214,-0.21130951
4.0763998,-0.097959846,26.38172,-0.39798376,70.565315,7.1202297,7.1378598,-0.41687456,1122.6423,26.301926,-0.19984689
4.0764999,-0.097772501,26.382433,-0.40361211,70.565849,7.1194711,7.1370049,-0.4169243,1122.6714,26.302637,-0.18821739
4.0766001,-0.097585097,26.383148,-0.40890014,70.566383,7.1187124,7.1361504,-0.41697392,1122.7003,26.303349,-0.17643082
4.0767002,-0.097397633,26.383862,-0.41384354,70.566917,7.1179538,7.1352954,-0.41702339,1122.7294,26.304062,-0.16449715
4.0767999,-0.097210109,26.384575,-0.41843826,70.567451,7.1171947,7.1344409,-0.41707277,1122.7584,26.304773,-0.1524265
4.0769,-0.097022526,26.385288,-0.42268056,70.567986,7.116436,7.1335864,-0.41712201,1122.7874,26.305485,-0.14022903
4.0770001,-0.096834883,26.386002,-0.42656699,70.56852,7.1156764,7.1327319,-0.41717115,1122.8164,26.306196,-0.12791505
4.0770998,-0.096647181,26.386715,-0.43009436,70.569054,7.1149173,7.1318774,-0.41722015,1122.8453,26.306908,-0.11549497
4.0771999,-0.096459411,26.387428,-0.43325987,70.569588,7.1141577,7.1310229,-0.41726902,1122.8744,26.307619,-0.10297924
4.0773001,-0.096271582,26.38814,-0.43606097,70.570122,7.1133986,7.1301689,-0.41731778,1122.9033,26.308331,-0.090378411
4.0774002,-0.096083686,26.388853,-0.4384954,70.570656,7.1126385,7.1293144,-0.41736642,1122.9324,26.309042,-0.077703118
4.0774999,-0.09589573,26.389566,-0.44056126,70.57119,7.1118789,7.1284604,-0.41741493,1122.9613,26.309753,-0.064964011
4.0776,-0.095707707,26.39028,-0.44225693,70.571724,7.1111188,7.1276064,-0.41746333,1122.9902,26.310465,-0.05217183
4.0777001,-0.095519625,26.390991,-0.4435811,70.572258,7.1103592,7.1267529,-0.41751161,1123.0193,26.311174,-0.039337315
4.0777998,-0.095331475,26.391705,-0.44453281,70.572792,7.1095986,7.1258988,-0.41755977,1123.0482,26.311886,-0.026471265
4.0778999,-0.095143259,26.392418,-0.44511139,70.573326,7.1088386,7.1250453,-0.41760781,1123.0773,26.312597,-0.013584485
4.0780001,-0.094954975,26.393129,-0.44531643,70.573853,7.1080785,7.1241918,-0.41765571,1123.1062,26.313309,-0.00068779488
4.0781002,-0.094766632,26.393843,-0.4451479,70.574387,7.1073179,7.1233382,-0.41770351,1123.1351,26.314018,0.012207983
4.0781999,-0.094578214,26.394554,-0.4446061,70.574921,7.1065574,7.1224852,-0.41775116,1123.1641,26.31473,0.025092032
4.0783,-0.094389737,26.395266,-0.44369155,70.575455,7.1057963,7.1216321,-0.41779873,1123.1931,26.315439,0.037953552
4.0784001,-0.094201185,26.395979,-0.44240519,70.575989,7.1050358,7.1207786,-0.41784617,1123.222,26.316151,0.050781772
4.0784998,-0.094012573,26.39669,-0.44074821,70.576523,7.1042747,7.119926,-0.41789347,1123.251,26.316862,0.06356594
4.0785999,-0.093823887,26.397402,-0.4387221,70.577049,7.1035137,7.1190729,-0.41794068,1123.2799,26.317572,0.076295368
4.0787001,-0.093635134,26.398115,-0.43632871,70.577583,7.1027527,7.1182203,-0.41798776,1123.3088,26.318281,0.088959411
4.0788002,-0.093446314,26.398827,-0.43357012,70.578117,7.1019912,7.1173673,-0.4180347,1123.3378,26.318993,0.10154747
4.0788999,-0.09325742,26.399538,-0.43044883,70.578651,7.1012297,7.1165147,-0.41808155,1123.3667,26.319702,0.11404904
4.079,-0.093068458,26.400249,-0.4269675,70.579185,7.1004682,7.1156626,-0.41812828,1123.3956,26.320412,0.12645368
4.0791001,-0.092879429,26.400961,-0.42312923,70.579712,7.0997066,7.11481,-0.41817486,1123.4246,26.321123,0.13875103
4.0791998,-0.092690326,26.401672,-0.4189373,70.580246,7.0989451,7.1139579,-0.41822135,1123.4535,26.321833,0.15093085
4.0792999,-0.092501149,26.402384,-0.41439536,70.58078,7.0981832,7.1131058,-0.41826773,1123.4824,26.322542,0.16298297
4.0794001,-0.092311904,26.403095,-0.40950733,70.581314,7.0974212,7.1122541,-0.41831398,1123.5114,26.323252,0.17489736
4.0795002,-0.092122592,26.403807,-0.40427741,70.581841,7.0966592,7.111402,-0.41836011,1123.5403,26.323961,0.1866641
4.0795999,-0.091933198,26.404518,-0.3987101,70.582375,7.0958972,7.1105504,-0.41840613,1123.5692,26.324671,0.19827341
4.0797,-0.091743737,26.405228,-0.39281011,70.582909,7.0951347,7.1096988,-0.41845202,1123.5981,26.32538,0.20971562
4.0798001,-0.09155421,26.405939,-0.38658255,70.583435,7.0943723,7.1088476,-0.4184978,1123.6271,26.32609,0.22098123
4.0798998,-0.0913646,26.406651,-0.38003269,70.583969,7.0936098,7.107996,-0.41854349,1123.656,26.326799,0.23206086
4.0799999,-0.091174915,26.40736,-0.37316611,70.584503,7.0928473,7.1071448,-0.41858903,1123.6848,26.327509,0.24294537
4.0801001,-0.090985164,26.408072,-0.3659887,70.58503,7.0920849,7.1062942,-0.41863447,1123.7137,26.328218,0.25362569
4.0802002,-0.090795331,26.408783,-0.3585065,70.585564,7.0913219,7.105443,-0.41867977,1123.7427,26.328928,0.26409298
4.0802999,-0.09060543,26.409492,-0.35072589,70.58609,7.090559,7.1045923,-0.41872498,1123.7716,26.329636,0.27433857
