"Time","loadInertia.w","core.T","loadInertia.phi","armature.T","dcpm.la.i"
5.6989999,156.73972,314.89902,863.11896,341.64532,-1.8109607
5.6999998,156.73608,314.90207,863.2757,341.62103,-1.6109768
5.7010002,156.73288,314.90506,863.43243,341.59677,-1.4158893
5.7020001,156.73007,314.90808,863.58917,341.57251,-1.2257156
5.7030001,156.72768,314.91107,863.74591,341.54828,-1.0404679
5.704,156.72566,314.91406,863.90265,341.52408,-0.86015368
5.7049999,156.72401,314.91702,864.05939,341.49991,-0.68477613
5.7059999,156.72275,314.91998,864.21606,341.47577,-0.51433378
5.7069998,156.72183,314.92294,864.3728,341.45163,-0.34882089
5.7080002,156.72127,314.9259,864.52954,341.42752,-0.18822768
5.7090001,156.72102,314.92883,864.68622,341.40344,-0.032540202
5.71,156.72112,314.93173,864.84296,341.37939,0.11825924
5.711,156.72153,314.93466,864.99969,341.35535,0.26419213
5.7119999,156.72224,314.93756,865.15643,341.33136,0.40528348
5.7129998,156.72325,314.94043,865.31311,341.30737,0.54156196
5.7140002,156.72453,314.94333,865.46985,341.28342,0.67305934
5.7150002,156.7261,314.9462,865.62659,341.25949,0.79981071
5.7160001,156.72792,314.94904,865.78333,341.23557,0.92185408
5.717,156.73001,314.9519,865.94006,341.2117,1.0392306
5.7179999,156.73233,314.95471,866.09674,341.18784,1.1519842
5.7189999,156.73489,314.95755,866.25348,341.164,1.2601614
5.7199998,156.73767,314.96036,866.41022,341.1402,1.363811
5.7210002,156.74068,314.96317,866.56696,341.11639,1.4629846
5.7220001,156.74388,314.96597,866.72369,341.09265,1.5577363
5.723,156.74728,314.96875,866.88049,341.06891,1.648122
5.724,156.75087,314.97153,867.03723,341.0452,1.7341996
5.7249999,156.75464,314.97427,867.19397,341.02151,1.8160291
5.7259998,156.75858,314.97702,867.35071,340.99786,1.8936725
5.7270002,156.76268,314.97977,867.50751,340.97424,1.9671936
5.7280002,156.76692,314.98251,867.66425,340.95062,2.0366573
5.7290001,156.77132,314.98523,867.82104,340.92703,2.1021304
5.73,156.77585,314.98795,867.97778,340.90347,2.1636808
5.7309999,156.7805,314.99063,868.13458,340.87994,2.2213786
5.7319999,156.78526,314.99332,868.29138,340.85641,2.2752938
5.7329998,156.79015,314.996,868.44812,340.83295,2.3254986
5.7340002,156.79514,314.99866,868.60492,340.80948,2.3720648
5.7350001,156.80022,315.00131,868.76172,340.78604,2.4150672
5.7360001,156.80539,315.00397,868.91852,340.76263,2.4545796
5.737,156.81064,315.00662,869.07532,340.73923,2.4906774
5.7379999,156.81595,315.00925,869.23218,340.71588,2.5234358
5.7389998,156.82133,315.01184,869.38898,340.69254,2.5529315
5.7399998,156.82678,315.01447,869.54578,340.66922,2.579242
5.7410002,156.83228,315.01706,869.70264,340.6459,2.6024437
5.7420001,156.83783,315.01965,869.85944,340.62265,2.6226141
5.743,156.84341,315.02222,870.0163,340.5994,2.6398306
5.744,156.84903,315.02478,870.17316,340.57617,2.6541719
5.7449999,156.85468,315.02734,870.33002,340.55298,2.6657159
5.7459998,156.86034,315.02988,870.48688,340.52979,2.6745398
5.7470002,156.86603,315.03241,870.64374,340.50665,2.6807215
5.7480001,156.87172,315.03494,870.8006,340.48352,2.684339
5.7490001,156.87741,315.03748,870.95746,340.46042,2.6854701
5.75,156.88312,315.03998,871.11432,340.43732,2.6841912
