"Time","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smeeM.stator.stray.port_p.Phi.im","smeeE.idq_sr[2]","smeeE.idq_dr[1]","smeeE.idq_sr[1]","smeeE.is[1]","constantSpeedE.phi","smeeM.is[1]","constantSpeedM.phi","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smeeE.is[2]","smeeM.stator.stray.port_p.Phi.re","smeeE.idq_rr[2]","smeeM.is[2]"
15.05,-0.02447555,0.0016288562,-7.7995033,-0.059213549,-256.11957,256.18719,2360.9016,256.18729,2360.9016,-0.44966951,-123.66211,0.081546947,2.2075498,-123.66202
15.051,-0.16223422,0.02673791,-7.8179846,-0.059675895,-256.11859,242.0784,2361.0586,242.07843,2361.0586,-0.42010096,-48.293545,0.077055953,2.2075374,-48.293404
15.052,-0.28411424,0.049231861,-7.8364654,-0.06013824,-256.11761,204.29387,2361.2156,204.29384,2361.2156,-0.34940934,31.797983,0.065028749,2.2075248,31.798155
15.053,-0.37818485,0.066910759,-7.8549457,-0.060600583,-256.11664,146.52913,2361.3726,146.52904,2361.3726,-0.24451384,108.77934,0.04664164,2.2075121,108.77953
15.054,-0.43523732,0.078045592,-7.8734264,-0.061062921,-256.11563,74.433716,2361.5295,74.433586,2361.5295,-0.11568194,175.12161,0.023692945,2.2074995,175.12178
15.055,-0.44968632,0.081547372,-7.8919063,-0.061525255,-256.11465,-4.9412198,2361.6865,-4.9413767,2361.6865,0.024475688,224.33641,-0.001572889,2.2074866,224.33655
15.056,-0.4201169,0.077073649,-7.9103866,-0.06198759,-256.11365,-83.832634,2361.8435,-83.832794,2361.8435,0.16223954,251.6105,-0.026684808,2.2074738,251.6106
15.057,-0.34942284,0.065061979,-7.9288664,-0.062449921,-256.11267,-154.52478,2362.0005,-154.52493,2362.0005,0.28412423,254.27649,-0.049186815,2.2074606,254.27654
15.058,-0.24452361,0.04668716,-7.9473457,-0.062912248,-256.11166,-210.10387,2362.1575,-210.10399,2362.1575,0.37819853,232.0737,-0.066878177,2.2074475,232.07372
15.059,-0.11568703,0.023746308,-7.9658251,-0.063374572,-256.11066,-245.13417,2362.3145,-245.13428,2362.3145,0.43525332,187.17372,-0.078028664,2.2074344,187.17369
15.06,0.024475798,-0.0015169067,-7.9843044,-0.063836895,-256.10965,-256.18976,2362.4714,-256.18985,2362.4714,0.44970313,123.96793,-0.081547759,2.2074211,123.96787
15.061,0.16224484,-0.026631681,-8.0027828,-0.064299218,-256.10861,-242.18941,2362.6284,-242.18948,2362.6284,0.42013285,48.638031,-0.077091306,2.2074075,48.637951
15.062,0.28413421,-0.049141742,-8.0212622,-0.064761534,-256.1076,-204.50252,2362.7854,-204.50256,2362.7854,0.3494364,-31.448503,-0.065095186,2.2073941,-31.448614
15.063,0.37821218,-0.066845566,-8.0397406,-0.06522385,-256.10657,-146.81499,2362.9424,-146.81499,2362.9424,0.24453342,-108.45903,-0.04673266,2.2073805,-108.45918
15.064,0.43526936,-0.078011699,-8.058219,-0.065686159,-256.10556,-74.76886,2363.0994,-74.768799,2363.0994,0.11569213,-174.86179,-0.023799649,2.2073667,-174.86194
15.065,0.44971994,-0.081548087,-8.0766964,-0.066148467,-256.10452,4.58956,2363.2563,4.5896683,2363.2563,-0.024475884,-224.16248,0.0014609367,2.2073529,-224.16263
15.066,0.42014879,-0.07710889,-8.0951748,-0.066610776,-256.10349,83.498833,2363.4133,83.498978,2363.4133,-0.1622501,-251.53944,0.026578551,2.207339,-251.53958
15.067,0.34944993,-0.065128312,-8.1136522,-0.067073077,-256.10245,154.24147,2363.5703,154.24164,2363.5703,-0.28414413,-254.31526,0.04909664,2.207325,-254.31535
15.068,0.24454322,-0.04677809,-8.1321297,-0.067535378,-256.10141,209.89874,2363.7273,209.8989,2363.7273,-0.3782258,-232.21852,0.066812895,2.2073109,-232.21855
15.069,0.11569724,-0.023852944,-8.1506071,-0.067997672,-256.10037,245.0273,2363.8843,245.02742,2363.8843,-0.43528533,-187.41043,0.077994652,2.2072968,-187.4104
15.07,-0.024475966,0.001404983,-8.1690836,-0.068459965,-256.0993,256.19156,2364.0413,256.19165,2364.0413,-0.44973671,-124.27338,0.081548333,2.2072825,-124.27328
15.071,-0.16225538,0.026525408,-8.1875601,-0.068922259,-256.09827,242.29973,2364.198,242.29976,2364.198,-0.42016476,-48.982368,0.077126406,2.207268,-48.982227
15.072,-0.28415406,0.049051505,-8.2060375,-0.069384545,-256.0972,204.71056,2364.355,204.71054,2364.355,-0.34946346,31.098942,0.065161385,2.2072537,31.099112
15.073,-0.37823945,0.06678018,-8.2245131,-0.069846831,-256.09616,147.10042,2364.512,147.10034,2364.512,-0.24455304,108.13842,0.04682349,2.2072389,108.1386
15.074,-0.43530133,0.077977553,-8.2429895,-0.07030911,-256.09509,75.103783,2364.6689,75.103645,2364.6689,-0.11570237,174.60146,0.023906233,2.2072244,174.60162
15.075,-0.44975352,0.081548527,-8.2614651,-0.070771389,-256.09402,-4.2378969,2364.8259,-4.2380538,2364.8259,0.024476035,223.98788,-0.0013490143,2.2072096,223.98802
15.076,-0.42018071,0.077143878,-8.2799406,-0.071233667,-256.09296,-83.164803,2364.9829,-83.16497,2364.9829,0.16226062,251.46767,-0.026472231,2.2071948,251.46776
15.077,-0.34947702,0.065194428,-8.2984161,-0.071695939,-256.09186,-153.95773,2365.1399,-153.95789,2365.1399,0.28416398,254.3533,-0.049006317,2.2071798,254.35336
15.078,-0.24456288,0.046868876,-8.3168917,-0.072158203,-256.09079,-209.69302,2365.2969,-209.69316,2365.2969,0.37825307,232.36267,-0.066747405,2.2071648,232.36269
15.079,-0.11570752,0.023959523,-8.3353662,-0.072620474,-256.08969,-244.91971,2365.4539,-244.91983,2365.4539,0.43531734,187.64659,-0.077960402,2.2071495,187.64656
15.08,0.024476074,-0.001293031,-8.3538418,-0.07308273,-256.08862,-256.19263,2365.6108,-256.19272,2365.6108,0.44977036,124.57846,-0.081548676,2.2071342,124.57841
15.081,0.16226585,-0.026419032,-8.3723154,-0.073544994,-256.08752,-242.40935,2365.7678,-242.40942,2365.7678,0.42019668,49.326557,-0.077161312,2.207119,49.326477
15.082,0.28417391,-0.048961107,-8.39079,-0.07400725,-256.08643,-204.91801,2365.9248,-204.91806,2365.9248,0.34949061,-30.7493,-0.065227441,2.2071035,-30.749411
15.083,0.37826669,-0.066714607,-8.4092646,-0.074469499,-256.08533,-147.38542,2366.0818,-147.38542,2366.0818,0.24457274,-107.8175,-0.046914238,2.207088,-107.81765
15.084,0.43533334,-0.077943206,-8.4277382,-0.074931756,-256.08423,-75.438477,2366.2388,-75.438416,2366.2388,0.11571269,-174.34065,-0.024012795,2.2070723,-174.34081
15.085,0.44978714,-0.081548773,-8.4462118,-0.075393997,-256.0831,3.8862314,2366.3958,3.8863389,2366.3958,-0.02447609,-223.81267,0.0012370601,2.2070565,-223.81282
15.086,0.42021266,-0.077178679,-8.4646854,-0.075856239,-256.082,82.830544,2366.5527,82.830696,2366.5527,-0.16227105,-251.39517,0.026365828,2.2070405,-251.39531
15.087,0.3495042,-0.065260381,-8.4831581,-0.07631848,-256.0809,153.67355,2366.7097,153.67372,2366.7097,-0.28418377,-254.39062,0.048915867,2.2070248,-254.39072
15.088,0.24458259,-0.046959531,-8.5016308,-0.076780722,-256.07977,209.48671,2366.8667,209.48688,2366.8667,-0.37828028,-232.50615,0.066681743,2.2070086,-232.50618
15.089,0.11571787,-0.024066018,-8.5201035,-0.077242956,-256.07864,244.81143,2367.0237,244.81155,2367.0237,-0.43534929,-187.8822,0.077925943,2.2069926,-187.88217
15.09,-0.024476102,0.0011811059,-8.5385761,-0.077705182,-256.07751,256.19296,2367.1807,256.19305,2367.1807,-0.44980395,-124.88319,0.08154878,2.2069764,-124.88309
15.091,-0.16227625,0.026312612,-8.5570478,-0.078167409,-256.07639,242.51828,2367.3376,242.5183,2367.3376,-0.42022863,-49.670593,0.077195972,2.20696,-49.670452
15.092,-0.28419366,0.04887059,-8.5755205,-0.078629628,-256.07526,205.12488,2367.4946,205.12483,2367.4946,-0.34951779,30.39958,0.065293267,2.2069435,30.39975
15.093,-0.37829387,0.066648833,-8.5939922,-0.079091847,-256.07413,147.67,2367.6516,147.66991,2367.6516,-0.24459247,107.49629,0.047004793,2.2069271,107.49647
15.094,-0.43536529,0.07790862,-8.612463,-0.079554066,-256.07297,75.772942,2367.8086,75.772812,2367.8086,-0.11572306,174.07933,0.024119236,2.2069104,174.0795
15.095,-0.44982076,0.081548743,-8.6309347,-0.080016278,-256.07184,-3.534565,2367.9656,-3.5347216,2367.9656,0.024476098,223.63681,-0.0011251369,2.2068937,223.63695
15.096,-0.4202446,0.07721322,-8.6494055,-0.080478489,-256.07068,-82.496063,2368.1226,-82.496223,2368.1226,0.16228144,251.32196,-0.026259363,2.206877,251.32205
15.097,-0.34953138,0.065326117,-8.6678762,-0.080940694,-256.06952,-153.38895,2368.2795,-153.3891,2368.2795,0.28420353,254.4272,-0.048825268,2.2068601,254.42726
15.098,-0.24460235,0.04705004,-8.686347,-0.081402898,-256.06836,-209.2798,2368.4365,-209.27994,2368.4365,0.37830746,232.64896,-0.066615872,2.2068431,232.64897
15.099,-0.11572827,0.024172453,-8.7048168,-0.081865095,-256.0672,-244.70245,2368.5935,-244.70256,2368.5935,0.43538126,188.11728,-0.077891245,2.206826,188.11725
15.1,0.024476057,-0.0010691459,-8.7232876,-0.082327291,-256.06604,-256.19257,2368.7505,-256.19278,2368.7505,0.4498376,125.18754,-0.081548691,2.2068088,125.18756
