"Time","imcQS.rotorCage.port_p.reference.gamma","PIQS.x","loadInertiaQS.w","powerSensorQS.flange_a.phi"
4.6500001,1.9361494,352.64288,156.93724,729.45221
4.6599998,1.9390719,378.38013,156.92976,731.02155
4.6700001,1.9421443,404.12012,156.92227,732.59082
4.6799998,1.9453665,429.86273,156.91478,734.15997
4.6900001,1.9487386,455.60785,156.90729,735.72913
4.6999998,1.9522606,481.35544,156.89978,737.29816
4.71,1.9559326,507.10553,156.89227,738.86713
4.7199998,1.9597547,532.85809,156.88478,740.43597
4.73,1.963727,558.6131,156.87727,742.00482
4.7399998,1.9678494,584.37061,156.86975,743.57355
4.75,1.972122,610.13062,156.86224,745.14221
4.7600002,1.9765449,635.89313,156.85474,746.71075
4.77,1.9811181,661.65808,156.84721,748.2793
4.7800002,1.9858418,687.4256,156.83969,749.84772
4.79,1.9907159,713.19556,156.83217,751.41608
4.8000002,1.9957405,738.96802,156.82463,752.98438
4.8099999,2.0009158,764.74298,156.81711,754.55255
4.8200002,2.0062416,790.52039,156.80957,756.12073
4.8299999,2.011718,816.30035,156.80203,757.68878
4.8400002,2.0173454,842.08282,156.79449,759.25677
4.8499999,2.0231235,867.86774,156.78696,760.82465
4.8600001,2.0290523,893.65521,156.77942,762.39252
4.8699999,2.0351322,919.44519,156.77187,763.96027
4.8800001,2.041363,945.23761,156.76431,765.52795
4.8899999,2.0477448,971.03259,156.75676,767.09552
4.9000001,2.0542779,996.83008,156.74921,768.66309
4.9099998,2.060962,1022.6301,156.74165,770.23053
4.9200001,2.0677972,1048.4326,156.73409,771.79791
4.9299998,2.0747838,1074.2377,156.72652,773.36517
4.9400001,2.0819218,1100.0452,156.71895,774.93243
4.9499998,2.089211,1125.8552,156.71138,776.49957
4.96,2.0966518,1151.6678,156.70381,778.06665
4.9699998,2.1042442,1177.483,156.69623,779.63367
4.98,2.1119881,1203.3007,156.68864,781.20056
4.9899998,2.1198835,1229.1208,156.68106,782.7674
5,2.1279306,1254.9435,156.67348,784.33423
5.0100002,2.1361296,1280.7687,156.66589,785.90088
5.02,2.1444805,1306.5964,156.65829,787.46753
5.0300002,2.152983,1332.4268,156.65071,789.03406
5.04,2.1616375,1358.2596,156.64311,790.60052
5.0500002,2.1704443,1384.095,156.63551,792.16693
5.0599999,2.1794028,1409.933,156.6279,793.73322
5.0700002,2.1885135,1435.7734,156.6203,795.2995
5.0799999,2.1977766,1461.6165,156.61269,796.86566
5.0900002,2.2071917,1487.4619,156.60507,798.43176
5.0999999,2.216759,1513.3101,156.59746,799.99774
5.1100001,2.2264788,1539.1608,156.58983,801.56366
5.1199999,2.2363513,1565.0139,156.58221,803.12952
5.1300001,2.246376,1590.8698,156.57458,804.69531
5.1399999,2.2565532,1616.728,156.56696,806.26105
5.1500001,2.2668831,1642.5889,156.55933,807.82666
5.1599998,2.2773659,1668.4524,156.5517,809.39221
5.1700001,2.2880011,1694.3184,156.54405,810.9577
5.1799998,2.2987893,1720.1869,156.53641,812.52313
5.1900001,2.3097303,1746.0581,156.52876,814.08844
5.1999998,2.3208241,1771.9318,156.52112,815.65369
5.21,2.3320711,1797.8081,156.51347,817.21887
5.2199998,2.3434711,1823.6869,156.50581,818.78394
5.23,2.3550241,1849.5684,156.49815,820.34894
5.2399998,2.3667302,1875.4524,156.49049,821.91394
5.25,2.3785899,1901.339,156.48283,823.47876
5.2600002,2.3906026,1927.2281,156.47516,825.04358
5.27,2.4027689,1953.1199,156.4675,826.60828
5.2800002,2.4150887,1979.0143,156.45982,828.17291
5.29,2.4275618,2004.9111,156.45215,829.73749
5.3000002,2.4401884,2030.8107,156.44446,831.30194
5.3099999,2.4529688,2056.7129,156.43678,832.86639
5.3200002,2.4659028,2082.6174,156.42909,834.43066
5.3299999,2.4789906,2108.5249,156.4214,835.99493
5.3400002,2.4922323,2134.4348,156.41371,837.55914
5.3499999,2.5056279,2160.3472,156.40601,839.12323
5.3600001,2.5191772,2186.2625,156.39832,840.68726
5.3699999,2.5328808,2212.1802,156.39061,842.25116
5.3800001,2.5467384,2238.1003,156.3829,843.81506
5.3899999,2.5607502,2264.0234,156.3752,845.37885
5.4000001,2.5749161,2289.949,156.36748,846.94257
5.4099998,2.5892365,2315.877,156.35976,848.50616
5.4200001,2.6037114,2341.8079,156.35205,850.06976
5.4299998,2.6183405,2367.7412,156.34431,851.63324
5.4400001,2.6331241,2393.6772,156.33659,853.19666
5.4499998,2.6480622,2419.616,156.32886,854.75995
5.46,2.6631551,2445.5571,156.32114,856.32324
5.4699998,2.6784024,2471.501,156.3134,857.88641
5.48,2.6938047,2497.4475,156.30565,859.44946
5.4899998,2.7093618,2523.3967,156.29791,861.01251
5.5,2.7250738,2549.3484,156.29016,862.57544
5.5100002,2.7409408,2575.303,156.28241,864.13831
5.52,2.7569628,2601.26,156.27466,865.70111
5.5300002,2.77314,2627.2197,156.26691,867.26379
5.54,2.7894723,2653.1821,156.25914,868.82642
5.5500002,2.8059599,2679.147,156.25137,870.38898
5.5599999,2.822603,2705.1147,156.24361,871.95148
5.5700002,2.8394012,2731.085,156.23584,873.51385
5.5799999,2.856355,2757.0579,156.22806,875.07617
5.5900002,2.8734641,2783.0334,156.22029,876.63843
5.5999999,2.8907292,2809.0117,156.21251,878.20056
5.6100001,2.9081495,2834.9927,156.20471,879.76263
5.6199999,2.9257259,2860.9763,156.19693,881.32465
5.6300001,2.9434578,2886.9624,156.18913,882.8866
5.6399999,2.9613457,2912.9514,156.18134,884.44843
5.6500001,2.9793897,2938.9429,156.17354,886.01025
5.6599998,2.9975896,2964.9373,156.16574,887.5719
5.6700001,3.0159457,2990.9341,156.15793,889.13354
5.6799998,3.0344579,3016.9336,156.15012,890.69507
5.6900001,3.0531263,3042.936,156.1423,892.25653
5.6999998,3.0719512,3068.9409,156.13449,893.81793
5.71,3.0909321,3094.9485,156.12666,895.37921
5.7199998,3.1100698,3120.959,156.11885,896.94049
5.73,3.1293638,3146.9719,156.11102,898.50159
5.7399998,3.1488147,3172.9875,156.10318,900.06268
5.75,3.168422,3199.0061,156.09535,901.62366
5.7600002,3.1881862,3225.0271,156.08751,903.18457
5.77,3.208107,3251.0508,156.07967,904.74542
5.7800002,3.2281849,3277.0774,156.07182,906.30621
5.79,3.2484198,3303.1064,156.06396,907.86688
5.8000002,3.2688115,3329.1384,156.05612,909.42749
5.8099999,3.2893605,3355.1731,156.04826,910.98798
5.8200002,3.3100665,3381.2104,156.04041,912.5484
5.8299999,3.33093,3407.2505,156.03253,914.10876
5.8400002,3.3519506,3433.2932,156.02466,915.66907
5.8499999,3.3731287,3459.3386,156.01678,917.22931
5.8600001,3.3944643,3485.3867,156.00891,918.78943
5.8699999,3.4159575,3511.4377,156.00104,920.34949
5.8800001,3.4376082,3537.4912,155.99315,921.90942
5.8899999,3.4594169,3563.5476,155.98526,923.4693
5.9000001,3.4813831,3589.6067,155.97737,925.02911
5.9099998,3.5035071,3615.6685,155.96948,926.58887
5.9200001,3.5257893,3641.7332,155.96158,928.14856
5.9299998,3.5482295,3667.8003,155.95367,929.70813
5.9400001,3.5708277,3693.8704,155.94577,931.26758
5.9499998,3.5935841,3719.9431,155.93787,932.82703
5.96,3.6164987,3746.0188,155.92995,934.38635
5.9699998,3.6395717,3772.0969,155.92203,935.94562
5.98,3.6628032,3798.178,155.91411,937.50482
5.9899998,3.686193,3824.2617,155.90617,939.0639
6,3.7097414,3850.3484,155.89825,940.62292
6.0100002,3.7334485,3876.4375,155.89032,942.18188
6.02,3.7573142,3902.5295,155.88237,943.74072
6.0300002,3.7813387,3928.6245,155.87444,945.2995
6.04,3.8055222,3954.7219,155.86649,946.85822
6.0500002,3.8298645,3980.8223,155.85854,948.41687
6.0599999,3.8543661,4006.9255,155.85059,949.9754
6.0700002,3.8790264,4033.0312,155.84264,951.53387
6.0799999,3.9038463,4059.1401,155.83467,953.09222
6.0900002,3.9288251,4085.2515,155.82671,954.65057
6.0999999,3.9539635,4111.3657,155.81874,956.2088
6.1100001,3.9792612,4137.4829,155.81076,957.76691
6.1199999,4.0047183,4163.6025,155.80278,959.32501
6.1300001,4.0303354,4189.7251,155.7948,960.883
6.1399999,4.0561118,4215.8506,155.78682,962.44092
6.1500001,4.0820479,4241.9785,155.77882,963.99872
6.1599998,4.1081438,4268.1099,155.77083,965.55646
6.1700001,4.1343999,4294.2437,155.76283,967.11414
6.1799998,4.1608162,4320.3799,155.75484,968.67169
6.1900001,4.1873922,4346.5195,155.74683,970.22925
6.1999998,4.214128,4372.6616,155.73882,971.78668
6.21,4.2410245,4398.8066,155.7308,973.34399
6.2199998,4.2680812,4424.9546,155.72279,974.90125
6.23,4.2952986,4451.105,155.71477,976.45844
6.2399998,4.3226762,4477.2588,155.70674,978.01556
6.25,4.3502145,4503.415,155.69872,979.57257
6.2600002,4.377913,4529.5742,155.69067,981.12952
6.27,4.4057727,4555.7363,155.68263,982.6864
6.2800002,4.4337931,4581.9009,155.67459,984.24323
6.29,4.4619746,4608.0684,155.66655,985.79993
6.3000002,4.4903169,4634.2388,155.65849,987.35651
6.3099999,4.5188203,4660.4121,155.65044,988.91309
6.3200002,4.5474844,4686.5884,155.64238,990.46954
6.3299999,4.5763102,4712.7676,155.63432,992.02594
6.3400002,4.6052976,4738.9492,155.62625,993.58221
6.3499999,4.6344457,4765.1343,155.61818,995.13843
6.3600001,4.6637559,4791.3218,155.61009,996.69458
6.3699999,4.6932273,4817.5122,155.60202,998.25067
6.3800001,4.7228603,4843.7051,155.59393,999.80664
6.3899999,4.7526555,4869.9014,155.58585,1001.3625
6.4000001,4.7826118,4896.1006,155.57774,1002.9183
6.4099998,4.8127308,4922.3022,155.56966,1004.4741
6.4200001,4.8430114,4948.5073,155.56155,1006.0297
6.4299998,4.8734541,4974.7148,155.55344,1007.5853
6.4400001,4.9040589,5000.9253,155.54533,1009.1408
6.4499998,4.9348264,5027.1387,155.53722,1010.6962
6.46,4.9657559,5053.355,155.5291,1012.2515
6.4699998,4.9968476,5079.5742,155.52097,1013.8068
6.48,5.0281024,5105.7964,155.51285,1015.3619
6.4899998,5.0595198,5132.021,155.50471,1016.9171
6.5,5.0910993,5158.249,155.49657,1018.472
6.5100002,5.1228423,5184.48,155.48843,1020.027
6.52,5.1547475,5210.7134,155.48029,1021.5818
6.5300002,5.1868162,5236.9502,155.47214,1023.1366
6.54,5.219048,5263.1895,155.46397,1024.6913
6.5500002,5.2514424,5289.4321,155.45583,1026.2458
6.5599999,5.2840004,5315.6772,155.44765,1027.8004
6.5700002,5.3167219,5341.9258,155.43948,1029.3549
6.5799999,5.3496065,5368.1768,155.43132,1030.9092
6.5900002,5.3826547,5394.4307,155.42314,1032.4635
6.5999999,5.4158664,5420.688,155.41495,1034.0177
6.6100001,5.4492421,5446.9478,155.40677,1035.5718
6.6199999,5.4827814,5473.2109,155.39857,1037.1257
6.6300001,5.5164847,5499.4766,155.39038,1038.6797
6.6399999,5.5503516,5525.7456,155.38217,1040.2336
6.6500001,5.584383,5552.0171,155.37398,1041.7874
6.6599998,5.6185784,5578.292,155.36577,1043.3411
6.6700001,5.6529379,5604.5693,155.35754,1044.8947
6.6799998,5.6874619,5630.8501,155.34933,1046.4482
6.6900001,5.7221498,5657.1333,155.34111,1048.0017
6.6999998,5.7570028,5683.4199,155.33287,1049.5551
6.71,5.7920203,5709.7095,155.32465,1051.1083
6.7199998,5.8272023,5736.002,155.31641,1052.6615
6.73,5.8625493,5762.2974,155.30817,1054.2146
6.7399998,5.8980613,5788.5957,155.29991,1055.7677
6.75,5.9337382,5814.897,155.29167,1057.3207
6.7600002,5.9695802,5841.2017,155.28342,1058.8735
6.77,6.0055871,5867.5088,155.27515,1060.4263
6.7800002,6.0417595,5893.8193,155.26688,1061.979
6.79,6.0780973,5920.1323,155.25861,1063.5316
6.8000002,6.1146007,5946.4487,155.25034,1065.0842
6.8099999,6.1512694,5972.7681,155.24205,1066.6367
6.8200002,6.1881042,5999.0903,155.23376,1068.1891
6.8299999,6.2251043,6025.4155,155.22548,1069.7413
6.8400002,6.26227,6051.7441,155.21719,1071.2936
6.8499999,6.299602,6078.0752,155.20889,1072.8457
6.8600001,6.3371,6104.4097,155.20058,1074.3977
6.8699999,6.3747644,6130.7471,155.19228,1075.9497
6.8800001,6.4125948,6157.0874,155.18396,1077.5016
6.8899999,6.4505916,6183.4307,155.17564,1079.0533
6.9000001,6.4887543,6209.7773,155.16731,1080.6051
6.9099998,6.5270839,6236.127,155.15898,1082.1567
6.9200001,6.5655804,6262.4795,155.15065,1083.7083
6.9299998,6.6042433,6288.835,155.14232,1085.2598
6.9400001,6.6430731,6315.1934,155.13397,1086.8112
6.9499998,6.6820698,6341.5552,155.12563,1088.3624
6.96,6.7212334,6367.9199,155.11726,1089.9136
6.9699998,6.7605643,6394.2876,155.10892,1091.4647
6.98,6.8000627,6420.6587,155.10056,1093.0157
6.9899998,6.8397279,6447.0322,155.09218,1094.5668
7,6.8795609,6473.4092,155.0838,1096.1177
7.0100002,6.9195609,6499.7896,155.07542,1097.6685
7.02,6.9597292,6526.1724,155.06705,1099.2191
7.0300002,7.0000648,6552.5586,155.05865,1100.7698
7.04,7.0405684,6578.9478,155.05026,1102.3203
7.0500002,7.0812397,6605.3403,155.04187,1103.8708
7.0599999,7.1220794,6631.7358,155.03346,1105.4211
7.0700002,7.1630869,6658.1343,155.02505,1106.9714
7.0799999,7.2042627,6684.5356,155.01663,1108.5217
7.0900002,7.2456074,6710.9404,155.00821,1110.0718
7.0999999,7.2871199,6737.3481,154.99979,1111.6218
7.1100001,7.3288012,6763.7593,154.99136,1113.1718
7.1199999,7.3706508,6790.1733,154.98293,1114.7217
7.1300001,7.4126692,6816.5903,154.97449,1116.2715
7.1399999,7.4548569,6843.0107,154.96605,1117.8212
7.1500001,7.4972134,6869.4341,154.9576,1119.3707
7.1599998,7.5397387,6895.8608,154.94914,1120.9203
7.1700001,7.5824332,6922.2905,154.94067,1122.4697
7.1799998,7.6252971,6948.7231,154.93221,1124.0192
7.1900001,7.6683302,6975.1592,154.92374,1125.5684
7.1999998,7.7115331,7001.5981,154.91525,1127.1176
7.21,7.7549052,7028.04,154.90678,1128.6667
7.2199998,7.7984471,7054.4858,154.89828,1130.2157
7.23,7.8421593,7080.9341,154.8898,1131.7646
7.2399998,7.8860407,7107.3857,154.8813,1133.3135
7.25,7.9300923,7133.8408,154.8728,1134.8623
7.2600002,7.9743142,7160.2988,154.86429,1136.411
7.27,8.0187063,7186.7598,154.85577,1137.9596
7.2800002,8.0632687,7213.2241,154.84726,1139.5081
7.29,8.1080017,7239.6914,154.83873,1141.0565
7.3000002,8.1529055,7266.1621,154.8302,1142.6049
7.3099999,8.1979799,7292.6362,154.82166,1144.1531
7.3200002,8.2432241,7319.1133,154.81313,1145.7013
7.3299999,8.28864,7345.5933,154.80457,1147.2494
7.3400002,8.3342266,7372.0771,154.79602,1148.7974
7.3499999,8.3799849,7398.5635,154.78746,1150.3453
7.3600001,8.4259138,7425.0532,154.7789,1151.8932
7.3699999,8.4720144,7451.5464,154.77032,1153.4409
7.3800001,8.5182858,7478.043,154.76175,1154.9885
7.3899999,8.5647297,7504.5425,154.75317,1156.5361
7.4000001,8.6113443,7531.0449,154.74458,1158.0836
7.4099998,8.6581316,7557.5508,154.73599,1159.631
7.4200001,8.7050905,7584.0601,154.7274,1161.1783
7.4299998,8.7522211,7610.5728,154.7188,1162.7256
7.4400001,8.7995234,7637.0884,154.71019,1164.2727
7.4499998,8.8469982,7663.6069,154.70157,1165.8198
7.46,8.8946457,7690.1294,154.69296,1167.3667
7.4699998,8.9424658,7716.6548,154.68433,1168.9136
7.48,8.9904585,7743.1831,154.6757,1170.4604
7.4899998,9.0386229,7769.7153,154.66707,1172.0071
7.5,9.0869608,7796.2505,154.65842,1173.5537
7.5100002,9.1354713,7822.7886,154.64977,1175.1003
7.52,9.1841555,7849.3306,154.64111,1176.6467
7.5300002,9.2330122,7875.8755,154.63246,1178.1931
7.54,9.2820425,7902.4238,154.62379,1179.7394
7.5500002,9.3312464,7928.9751,154.61513,1181.2856
7.5599999,9.3806229,7955.5303,154.60645,1182.8317
7.5700002,9.4301739,7982.0884,154.59776,1184.3777
7.5799999,9.4798975,8008.6494,154.58907,1185.9237
7.5900002,9.5297966,8035.2144,154.58038,1187.4695
7.5999999,9.5798683,8061.7822,154.57167,1189.0153
7.6100001,9.6301146,8088.354,154.56297,1190.5609
7.6199999,9.6805344,8114.9282,154.55426,1192.1066
7.6300001,9.7311296,8141.5063,154.54555,1193.652
7.6399999,9.7818985,8168.0879,154.53682,1195.1974
7.6500001,9.8328419,8194.6729,154.52809,1196.7428
7.6599998,9.8839607,8221.2607,154.51935,1198.288
7.6700001,9.9352541,8247.8516,154.5106,1199.8331
7.6799998,9.986722,8274.4463,154.50186,1201.3782
7.6900001,10.038364,8301.0439,154.4931,1202.9232
7.6999998,10.090183,8327.6455,154.48434,1204.4681
7.71,10.142177,8354.251,154.47557,1206.0129
7.7199998,10.194345,8380.8584,154.4668,1207.5576
7.73,10.24669,8407.4697,154.45802,1209.1022
7.7399998,10.29921,8434.085,154.44923,1210.6467
7.75,10.351906,8460.7031,154.44044,1212.1912
7.7600002,10.404778,8487.3242,154.43166,1213.7356
7.77,10.457825,8513.9492,154.42285,1215.2798
7.7800002,10.511048,8540.5781,154.41405,1216.824
7.79,10.564448,8567.21,154.40523,1218.3682
7.8000002,10.618025,8593.8447,154.39641,1219.9121
7.8099999,10.671778,8620.4834,154.38757,1221.4561
7.8200002,10.725707,8647.125,154.37874,1222.9999
7.8299999,10.779814,8673.7705,154.3699,1224.5436
7.8400002,10.834097,8700.4199,154.36105,1226.0873
7.8499999,10.888557,8727.0723,154.3522,1227.6309
7.8600001,10.943194,8753.7275,154.34334,1229.1743
7.8699999,10.998009,8780.3867,154.33447,1230.7177
7.8800001,11.053,8807.0488,154.32561,1232.261
7.8899999,11.108171,8833.7148,154.31673,1233.8042
7.9000001,11.163517,8860.3848,154.30783,1235.3473
7.9099998,11.219043,8887.0576,154.29895,1236.8904
7.9200001,11.274745,8913.7334,154.29005,1238.4333
7.9299998,11.330626,8940.4131,154.28114,1239.9762
7.9400001,11.386684,8967.0967,154.27223,1241.5189
7.9499998,11.442922,8993.7832,154.26332,1243.0616
7.96,11.499337,9020.4736,154.25439,1244.6042
7.9699998,11.555932,9047.167,154.24547,1246.1467
7.98,11.612704,9073.8643,154.23653,1247.6891
7.9899998,11.669656,9100.5654,154.22758,1249.2314
8,11.726787,9127.2695,154.21863,1250.7737
8.0100002,11.784097,9153.9775,154.20967,1252.3158
8.0200005,11.841585,9180.6885,154.20071,1253.8579
8.0299997,11.899253,9207.4033,154.19174,1255.3998
8.04,11.957101,9234.1211,154.18277,1256.9417
8.0500002,12.015128,9260.8428,154.17378,1258.4835
8.0600004,12.073335,9287.5684,154.16479,1260.0251
8.0699997,12.131721,9314.2969,154.15579,1261.5668
8.0799999,12.190289,9341.0293,154.14679,1263.1083
8.0900002,12.249036,9367.7656,154.13779,1264.6497
8.1000004,12.307962,9394.5049,154.12877,1266.191
8.1099997,12.36707,9421.248,154.11975,1267.7323
8.1199999,12.426358,9447.9941,154.11072,1269.2734
8.1300001,12.485827,9474.7451,154.10168,1270.8145
8.1400003,12.545477,9501.498,154.09264,1272.3555
8.1499996,12.605308,9528.2559,154.08359,1273.8964
8.1599998,12.665318,9555.0166,154.07452,1275.4371
8.1700001,12.725512,9581.7812,154.06546,1276.9778
8.1800003,12.785886,9608.5488,154.0564,1278.5184
8.1899996,12.846441,9635.3213,154.04732,1280.059
8.1999998,12.907179,9662.0957,154.03822,1281.5994
8.21,12.968098,9688.875,154.02913,1283.1398
8.2200003,13.029199,9715.6572,154.02003,1284.6799
8.2299995,13.090482,9742.4434,154.01093,1286.2201
8.2399998,13.151947,9769.2334,154.00182,1287.7603
8.25,13.213594,9796.0264,153.99269,1289.3002
8.2600002,13.275425,9822.8242,153.98357,1290.8401
8.2700005,13.337438,9849.624,153.97443,1292.3799
8.2799997,13.399632,9876.4287,153.96529,1293.9196
8.29,13.462011,9903.2363,153.95615,1295.4591
8.3000002,13.524572,9930.0488,153.94699,1296.9987
8.3100004,13.587317,9956.8633,153.93782,1298.5381
8.3199997,13.650245,9983.6826,153.92865,1300.0774
8.3299999,13.713356,10010.505,153.91948,1301.6167
8.3400002,13.776651,10037.332,153.91029,1303.1558
8.3500004,13.84013,10064.162,153.90111,1304.6948
8.3599997,13.903792,10090.995,153.89191,1306.2339
8.3699999,13.96764,10117.833,153.88269,1307.7727
8.3800001,14.031671,10144.674,153.87349,1309.3115
8.3900003,14.095885,10171.519,153.86426,1310.8502
8.3999996,14.160286,10198.367,153.85503,1312.3888
8.4099998,14.22487,10225.22,153.84579,1313.9272
8.4200001,14.289639,10252.076,153.83655,1315.4657
8.4300003,14.354593,10278.936,153.8273,1317.004
8.4399996,14.419732,10305.799,153.81804,1318.5422
8.4499998,14.485057,10332.666,153.80878,1320.0803
8.46,14.550567,10359.537,153.7995,1321.6184
8.4700003,14.616262,10386.412,153.79022,1323.1564
8.4799995,14.682143,10413.291,153.78094,1324.6942
8.4899998,14.74821,10440.173,153.77164,1326.2319
8.5,14.814463,10467.06,153.76234,1327.7697
8.5100002,14.880902,10493.949,153.75304,1329.3073
8.5200005,14.947528,10520.843,153.74371,1330.8447
8.5299997,15.014339,10547.74,153.73439,1332.3821
8.54,15.081338,10574.642,153.72505,1333.9194
8.5500002,15.148522,10601.547,153.71571,1335.4565
8.5600004,15.215895,10628.456,153.70636,1336.9937
8.5699997,15.283454,10655.368,153.69701,1338.5308
8.5799999,15.3512,10682.285,153.68764,1340.0676
8.5900002,15.419133,10709.206,153.67827,1341.6045
8.6000004,15.487254,10736.13,153.66888,1343.1412
8.6099997,15.555563,10763.058,153.6595,1344.6779
8.6199999,15.62406,10789.99,153.6501,1346.2144
8.6300001,15.692744,10816.926,153.6407,1347.7509
8.6400003,15.761617,10843.865,153.63129,1349.2872
8.6499996,15.830678,10870.81,153.62187,1350.8235
8.6599998,15.899928,10897.757,153.61244,1352.3596
8.6700001,15.969366,10924.708,153.60301,1353.8958
8.6800003,16.038994,10951.663,153.59357,1355.4318
8.6899996,16.108809,10978.622,153.58412,1356.9677
8.6999998,16.178814,11005.586,153.57466,1358.5034
8.71,16.249008,11032.553,153.56519,1360.0391
8.7200003,16.319391,11059.523,153.55571,1361.5747
8.7299995,16.389965,11086.498,153.54623,1363.1102
8.7399998,16.460728,11113.478,153.53674,1364.6456
8.75,16.531681,11140.46,153.52724,1366.1809
8.7600002,16.602825,11167.446,153.51773,1367.7162
8.7700005,16.674158,11194.438,153.50821,1369.2513
8.7799997,16.745682,11221.432,153.49869,1370.7864
8.79,16.817396,11248.431,153.48917,1372.3213
8.8000002,16.889301,11275.433,153.47961,1373.8561
8.8100004,16.961397,11302.439,153.47006,1375.3909
8.8199997,17.033684,11329.45,153.46051,1376.9255
8.8299999,17.106161,11356.465,153.45094,1378.4601
8.8400002,17.178831,11383.483,153.44138,1379.9945
8.8500004,17.251692,11410.506,153.43179,1381.5289
8.8599997,17.324745,11437.532,153.4222,1383.0632
8.8699999,17.397989,11464.563,153.4126,1384.5973
8.8800001,17.471426,11491.598,153.403,1386.1315
8.8900003,17.545055,11518.637,153.39337,1387.6654
8.8999996,17.618877,11545.679,153.38376,1389.1993
8.9099998,17.69289,11572.726,153.37411,1390.733
8.9200001,17.767097,11599.776,153.36447,1392.2667
8.9300003,17.841497,11626.832,153.35483,1393.8004
8.9399996,17.91609,11653.891,153.34517,1395.3339
8.9499998,17.990875,11680.954,153.33549,1396.8673
8.96,18.065855,11708.021,153.32582,1398.4006
8.9700003,18.141027,11735.093,153.31615,1399.9338
8.9799995,18.216394,11762.168,153.30644,1401.4669
8.9899998,18.291956,11789.247,153.29674,1402.9999
9,18.36771,11816.331,153.28703,1404.5328
9.0100002,18.443661,11843.419,153.27731,1406.0657
9.0200005,18.519804,11870.511,153.26758,1407.5984
9.0299997,18.596142,11897.606,153.25784,1409.131
9.04,18.672676,11924.707,153.24809,1410.6636
9.0500002,18.749403,11951.812,153.23834,1412.1959
9.0600004,18.826326,11978.92,153.22858,1413.7283
9.0699997,18.903446,12006.032,153.21881,1415.2605
9.0799999,18.980761,12033.149,153.20903,1416.7927
9.0900002,19.058271,12060.271,153.19923,1418.3247
9.1000004,19.135977,12087.396,153.18944,1419.8567
9.1099997,19.213879,12114.525,153.17963,1421.3885
9.1199999,19.291977,12141.659,153.1698,1422.9203
9.1300001,19.370272,12168.797,153.15997,1424.4519
9.1400003,19.448765,12195.939,153.15015,1425.9835
9.1499996,19.527452,12223.086,153.14029,1427.5149
9.1599998,19.606339,12250.236,153.13043,1429.0463
9.1700001,19.685421,12277.392,153.12057,1430.5775
9.1800003,19.7647,12304.551,153.1107,1432.1086
9.1899996,19.844179,12331.714,153.10081,1433.6398
9.1999998,19.923853,12358.882,153.09093,1435.1707
9.21,20.003727,12386.054,153.08102,1436.7015
9.2200003,20.083797,12413.23,153.07111,1438.2323
9.2299995,20.164068,12440.411,153.06119,1439.7629
9.2399998,20.244535,12467.596,153.05125,1441.2936
9.25,20.325203,12494.785,153.04132,1442.824
9.2600002,20.406069,12521.979,153.03137,1444.3544
9.2700005,20.487133,12549.177,153.02141,1445.8846
9.2799997,20.568398,12576.379,153.01144,1447.4148
9.29,20.649862,12603.586,153.00146,1448.9448
9.3000002,20.731525,12630.797,152.99149,1450.4749
9.3100004,20.813389,12658.012,152.98148,1452.0046
9.3199997,20.895451,12685.232,152.97148,1453.5344
9.3299999,20.977715,12712.456,152.96146,1455.0641
9.3400002,21.060179,12739.685,152.95143,1456.5936
9.3500004,21.142843,12766.918,152.94139,1458.1232
9.3599997,21.225708,12794.155,152.93135,1459.6525
9.3699999,21.308773,12821.396,152.9213,1461.1818
9.3800001,21.392042,12848.644,152.91122,1462.7109
9.3900003,21.47551,12875.894,152.90115,1464.24
9.3999996,21.559181,12903.149,152.89107,1465.7689
9.4099998,21.643053,12930.409,152.88098,1467.2979
9.4200001,21.727127,12957.673,152.87086,1468.8265
9.4300003,21.811403,12984.941,152.86075,1470.3552
9.4399996,21.895882,13012.215,152.85063,1471.8838
9.4499998,21.980564,13039.492,152.8405,1473.4122
9.46,22.065449,13066.774,152.83035,1474.9406
9.4700003,22.150536,13094.061,152.82019,1476.4689
9.4799995,22.235826,13121.352,152.81003,1477.9969
9.4899998,22.321321,13148.647,152.79985,1479.525
9.5,22.407019,13175.948,152.78966,1481.053
9.5100002,22.49292,13203.253,152.77946,1482.5808
9.5200005,22.579025,13230.562,152.76926,1484.1086
9.5299997,22.665335,13257.876,152.75903,1485.6362
9.54,22.75185,13285.194,152.74881,1487.1638
9.5500002,22.838568,13312.518,152.73857,1488.6912
9.5600004,22.925491,13339.845,152.72833,1490.2185
9.5699997,23.012621,13367.178,152.71806,1491.7457
9.5799999,23.099955,13394.515,152.70779,1493.2729
9.5900002,23.187494,13421.856,152.69751,1494.7999
9.6000004,23.27524,13449.202,152.68723,1496.3269
9.6099997,23.363192,13476.553,152.67693,1497.8536
9.6199999,23.451349,13503.908,152.66661,1499.3804
9.6300001,23.539713,13531.269,152.65628,1500.907
9.6400003,23.628283,13558.634,152.64595,1502.4335
9.6499996,23.71706,13586.003,152.6356,1503.96
9.6599998,23.806044,13613.377,152.62526,1505.4862
9.6700001,23.895235,13640.756,152.61488,1507.0125
9.6800003,23.984634,13668.14,152.60451,1508.5386
9.6899996,24.074242,13695.528,152.59412,1510.0646
9.6999998,24.164055,13722.922,152.58372,1511.5905
9.71,24.254078,13750.319,152.57332,1513.1162
9.7200003,24.344309,13777.722,152.5629,1514.6418
