"Time","resistor_e.i[1]","resistor_e.i[2]","resistor_s.i[1]","resistor_s.i[2]","resistor_m.i[1]","resistor_m.i[2]"
1.775,-22.469038,24.197714,-22.469038,24.197714,-22.469038,24.197714
1.78,-22.336269,23.52177,-22.336269,23.52177,-22.336269,23.52177
1.785,-22.181751,22.838861,-22.181751,22.838861,-22.181751,22.838861
1.79,-22.00564,22.149654,-22.00564,22.149654,-22.00564,22.149654
1.795,-21.808105,21.454819,-21.808105,21.454819,-21.808105,21.454819
1.8,-21.589346,20.755035,-21.589346,20.755035,-21.589346,20.755035
1.8049999,-21.349575,20.050983,-21.349575,20.050983,-21.349575,20.050983
1.8099999,-21.089029,19.343349,-21.089029,19.343349,-21.089029,19.343349
1.8150001,-20.807968,18.632828,-20.807968,18.632828,-20.807968,18.632828
1.8200001,-20.506666,17.920107,-20.506666,17.920107,-20.506666,17.920107
1.825,-20.185419,17.205885,-20.185419,17.205885,-20.185419,17.205885
1.83,-19.844549,16.490858,-19.844549,16.490858,-19.844549,16.490858
1.835,-19.484388,15.775723,-19.484388,15.775723,-19.484388,15.775723
1.84,-19.105291,15.061179,-19.105291,15.061179,-19.105291,15.061179
1.845,-18.707636,14.347921,-18.707636,14.347921,-18.707636,14.347921
1.85,-18.291811,13.636647,-18.291811,13.636647,-18.291811,13.636647
1.855,-17.858229,12.928049,-17.858229,12.928049,-17.858229,12.928049
1.86,-17.407316,12.222819,-17.407316,12.222819,-17.407316,12.222819
1.865,-16.939518,11.521646,-16.939518,11.521646,-16.939518,11.521646
1.87,-16.455297,10.825212,-16.455297,10.825212,-16.455297,10.825212
1.875,-15.955129,10.134198,-15.955129,10.134198,-15.955129,10.134198
1.88,-15.439508,9.4492769,-15.439508,9.4492769,-15.439508,9.4492769
1.885,-14.908943,8.7711163,-14.908943,8.7711163,-14.908943,8.7711163
1.89,-14.363958,8.100378,-14.363958,8.100378,-14.363958,8.100378
1.895,-13.80509,7.437716,-13.80509,7.437716,-13.80509,7.437716
1.9,-13.23289,6.7837758,-13.23289,6.7837758,-13.23289,6.7837758
1.905,-12.647924,6.139195,-12.647924,6.139195,-12.647924,6.139195
1.91,-12.050768,5.5046015,-12.050768,5.5046015,-12.050768,5.5046015
1.915,-11.442011,4.8806138,-11.442011,4.8806138,-11.442011,4.8806138
1.92,-10.822254,4.2678394,-10.822254,4.2678394,-10.822254,4.2678394
1.925,-10.192109,3.6668756,-10.192109,3.6668756,-10.192109,3.6668756
1.9299999,-9.5521975,3.0783067,-9.5521975,3.0783067,-9.5521975,3.0783067
1.9349999,-8.9031496,2.5027061,-8.9031496,2.5027061,-8.9031496,2.5027061
1.9400001,-8.2456074,1.9406334,-8.2456074,1.9406334,-8.2456074,1.9406334
1.9450001,-7.5802193,1.3926358,-7.5802193,1.3926358,-7.5802193,1.3926358
1.95,-6.9076409,0.85924578,-6.9076409,0.85924578,-6.9076409,0.85924578
1.955,-6.2285366,0.34098175,-6.2285366,0.34098175,-6.2285366,0.34098175
1.96,-5.5435758,-0.16165258,-5.5435758,-0.16165258,-5.5435758,-0.16165258
1.965,-4.853435,-0.6481694,-4.853435,-0.6481694,-4.853435,-0.6481694
1.97,-4.1587954,-1.1180965,-4.1587954,-1.1180965,-4.1587954,-1.1180965
1.975,-3.4603415,-1.5709779,-3.4603415,-1.5709779,-3.4603415,-1.5709779
1.98,-2.7587628,-2.0063751,-2.7587628,-2.0063751,-2.7587628,-2.0063751
1.985,-2.0547516,-2.4238656,-2.0547516,-2.4238656,-2.0547516,-2.4238656
1.99,-1.3490025,-2.823046,-1.3490025,-2.823046,-1.3490025,-2.823046
1.995,-0.64221179,-3.2035303,-0.64221179,-3.2035303,-0.64221179,-3.2035303
2,0.064923055,-3.5649505,0.064923055,-3.5649505,0.064923055,-3.5649505
2.0050001,0.77170438,-3.9069586,0.77170438,-3.9069586,0.77170438,-3.9069586
2.01,1.4774349,-4.2292242,1.4774349,-4.2292242,1.4774349,-4.2292242
2.0150001,2.1814182,-4.5314374,2.1814182,-4.5314374,2.1814182,-4.5314374
2.02,2.8829596,-4.8133087,2.8829596,-4.8133087,2.8829596,-4.8133087
2.0250001,3.581367,-5.0745668,3.581367,-5.0745668,3.581367,-5.0745668
2.03,4.2759514,-5.3149624,4.2759514,-5.3149624,4.2759514,-5.3149624
2.0350001,4.9660273,-5.534266,4.9660273,-5.534266,4.9660273,-5.534266
2.04,5.6509137,-5.7322688,5.6509137,-5.7322688,5.6509137,-5.7322688
2.0450001,6.3299351,-5.9087839,6.3299351,-5.9087839,6.3299351,-5.9087839
2.05,7.0024219,-6.0636449,7.0024219,-6.0636449,7.0024219,-6.0636449
2.0550001,7.6677098,-6.1967063,7.6677098,-6.1967063,7.6677098,-6.1967063
2.0599999,8.3251429,-6.3078456,8.3251429,-6.3078456,8.3251429,-6.3078456
2.0650001,8.9740725,-6.3969603,8.9740725,-6.3969603,8.9740725,-6.3969603
2.0699999,9.6138573,-6.4639702,9.6138573,-6.4639702,9.6138573,-6.4639702
2.075,10.243868,-6.5088181,10.243868,-6.5088181,10.243868,-6.5088181
2.0799999,10.863482,-6.5314665,10.863482,-6.5314665,10.863482,-6.5314665
2.085,11.472087,-6.5319018,11.472087,-6.5319018,11.472087,-6.5319018
2.0899999,12.069084,-6.5101309,12.069084,-6.5101309,12.069084,-6.5101309
2.095,12.653883,-6.4661832,12.653883,-6.4661832,12.653883,-6.4661832
2.0999999,13.225908,-6.4001102,13.225908,-6.4001102,13.225908,-6.4001102
2.105,13.784594,-6.3119845,13.784594,-6.3119845,13.784594,-6.3119845
2.1099999,14.32939,-6.2019019,14.32939,-6.2019019,14.32939,-6.2019019
2.115,14.859757,-6.0699778,14.859757,-6.0699778,14.859757,-6.0699778
2.1199999,15.375175,-5.9163508,15.375175,-5.9163508,15.375175,-5.9163508
2.125,15.875132,-5.7411804,15.875132,-5.7411804,15.875132,-5.7411804
2.1300001,16.359137,-5.5446472,16.359137,-5.5446472,16.359137,-5.5446472
2.135,16.826712,-5.3269534,16.826712,-5.3269534,16.826712,-5.3269534
2.1400001,17.277395,-5.0883207,17.277395,-5.0883207,17.277395,-5.0883207
2.145,17.710743,-4.8289933,17.710743,-4.8289933,17.710743,-4.8289933
2.1500001,18.126326,-4.5492349,18.126326,-4.5492349,18.126326,-4.5492349
2.155,18.523735,-4.2493291,18.523735,-4.2493291,18.523735,-4.2493291
2.1600001,18.90258,-3.9295795,18.90258,-3.9295795,18.90258,-3.9295795
2.165,19.262484,-3.5903101,19.262484,-3.5903101,19.262484,-3.5903101
2.1700001,19.603094,-3.2318633,19.603094,-3.2318633,19.603094,-3.2318633
2.175,19.924074,-2.8546004,19.924074,-2.8546004,19.924074,-2.8546004
2.1800001,20.225107,-2.4589016,20.225107,-2.4589016,20.225107,-2.4589016
2.1849999,20.505896,-2.0451658,20.505896,-2.0451658,20.505896,-2.0451658
2.1900001,20.766163,-1.6138082,20.766163,-1.6138082,20.766163,-1.6138082
2.1949999,21.005653,-1.1652631,21.005653,-1.1652631,21.005653,-1.1652631
2.2,21.224131,-0.69998026,21.224131,-0.69998026,21.224131,-0.69998026
2.2049999,21.421377,-0.21842708,21.421377,-0.21842708,21.421377,-0.21842708
2.21,21.597198,0.27891338,21.597198,0.27891338,21.597198,0.27891338
2.2149999,21.751425,0.79154283,21.751425,0.79154283,21.751425,0.79154283
2.22,21.883902,1.3189472,21.883902,1.3189472,21.883902,1.3189472
2.2249999,21.994497,1.8605986,21.994497,1.8605986,21.994497,1.8605986
2.23,22.083105,2.4159546,22.083105,2.4159546,22.083105,2.4159546
2.2349999,22.149637,2.9844592,22.149637,2.9844592,22.149637,2.9844592
2.24,22.194025,3.5655437,22.194025,3.5655437,22.194025,3.5655437
2.2449999,22.21623,4.158627,22.21623,4.158627,22.21623,4.158627
2.25,22.216227,4.7631159,22.216227,4.7631159,22.216227,4.7631159
2.2550001,22.194017,5.378406,22.194017,5.378406,22.194017,5.378406
2.26,22.149622,6.0038824,22.149622,6.0038824,22.149622,6.0038824
2.2650001,22.083086,6.6389203,22.083086,6.6389203,22.083086,6.6389203
2.27,21.994474,7.2828851,21.994474,7.2828851,21.994474,7.2828851
2.2750001,21.883875,7.935133,21.883875,7.935133,21.883875,7.935133
2.28,21.751398,8.5950136,21.751398,8.5950136,21.751398,8.5950136
2.2850001,21.597174,9.2618675,21.597174,9.2618675,21.597174,9.2618675
2.29,21.421352,9.935029,21.421352,9.935029,21.421352,9.935029
2.2950001,21.224112,10.613826,21.224112,10.613826,21.224112,10.613826
2.3,21.005644,11.29758,21.005644,11.29758,21.005644,11.29758
2.3050001,20.766165,11.985609,20.766165,11.985609,20.766165,11.985609
2.3099999,20.505911,12.677228,20.505911,12.677228,20.505911,12.677228
2.3150001,20.22514,13.371744,20.22514,13.371744,20.22514,13.371744
2.3199999,19.924129,14.068466,19.924129,14.068466,19.924129,14.068466
2.325,19.603174,14.766698,19.603174,14.766698,19.603174,14.766698
2.3299999,19.262594,15.465742,19.262594,15.465742,19.262594,15.465742
2.335,18.902723,16.164904,18.902723,16.164904,18.902723,16.164904
2.3399999,18.52392,16.863482,18.52392,16.863482,18.52392,16.863482
2.345,18.126554,17.56078,18.126554,17.56078,18.126554,17.56078
2.3499999,17.71102,18.256104,17.71102,18.256104,17.71102,18.256104
2.355,17.277727,18.948759,17.277727,18.948759,17.277727,18.948759
2.3599999,16.827106,19.638054,16.827106,19.638054,16.827106,19.638054
2.365,16.359598,20.323301,16.359598,20.323301,16.359598,20.323301
2.3699999,15.875666,21.003817,15.875666,21.003817,15.875666,21.003817
2.375,15.375788,21.678921,15.375788,21.678921,15.375788,21.678921
2.3800001,14.860456,22.34794,14.860456,22.34794,14.860456,22.34794
2.385,14.330181,23.010206,14.330181,23.010206,14.330181,23.010206
2.3900001,13.785485,23.665056,13.785485,23.665056,13.785485,23.665056
2.395,13.226907,24.31184,13.226907,24.31184,13.226907,24.31184
2.4000001,12.654996,24.949909,12.654996,24.949909,12.654996,24.949909
2.405,12.070318,25.578629,12.070318,25.578629,12.070318,25.578629
2.4100001,11.473451,26.197367,11.473451,26.197367,11.473451,26.197367
2.415,10.864983,26.805508,10.864983,26.805508,10.864983,26.805508
2.4200001,10.245515,27.402443,10.245515,27.402443,10.245515,27.402443
2.425,9.6156578,27.987576,9.6156578,27.987576,9.6156578,27.987576
2.4300001,8.9760342,28.56032,8.9760342,28.56032,8.9760342,28.56032
2.4349999,8.3272743,29.120106,8.3272743,29.120106,8.3272743,29.120106
2.4400001,7.6700201,29.66637,7.6700201,29.66637,7.6700201,29.66637
2.4449999,7.0049191,30.198568,7.0049191,30.198568,7.0049191,30.198568
2.45,6.3326283,30.716167,6.3326283,30.716167,6.3326283,30.716167
2.4549999,5.6538115,31.218647,5.6538115,31.218647,5.6538115,31.218647
2.46,4.9691381,31.705505,4.9691381,31.705505,4.9691381,31.705505
2.4649999,4.2792845,32.176254,4.2792845,32.176254,4.2792845,32.176254
2.47,3.5849316,32.630421,3.5849316,32.630421,3.5849316,32.630421
2.4749999,2.8867648,33.067551,2.8867648,33.067551,2.8867648,33.067551
2.48,2.1854727,33.487206,2.1854727,33.487206,2.1854727,33.487206
2.4849999,1.4817481,33.888958,1.4817481,33.888958,1.4817481,33.888958
2.49,0.77628547,34.272411,0.77628547,34.272411,0.77628547,34.272411
2.4949999,0.069781095,34.637173,0.069781095,34.637173,0.069781095,34.637173
2.5,-0.63706762,34.98288,-0.63706762,34.98288,-0.63706762,34.98288
2.5050001,-1.343563,35.309185,-1.343563,35.309185,-1.343563,35.309185
2.51,-2.0490077,35.615753,-2.0490077,35.615753,-2.0490077,35.615753
2.5150001,-2.7527051,35.902275,-2.7527051,35.902275,-2.7527051,35.902275
2.52,-3.4539609,36.168465,-3.4539609,36.168465,-3.4539609,36.168465
2.5250001,-4.1520829,36.414051,-4.1520829,36.414051,-4.1520829,36.414051
2.53,-4.8463821,36.638779,-4.8463821,36.638779,-4.8463821,36.638779
2.5350001,-5.5361729,36.842426,-5.5361729,36.842426,-5.5361729,36.842426
2.54,-6.2207742,37.024776,-6.2207742,37.024776,-6.2207742,37.024776
2.5450001,-6.8995109,37.18565,-6.8995109,37.18565,-6.8995109,37.18565
2.55,-7.571713,37.324879,-7.571713,37.324879,-7.571713,37.324879
2.5550001,-8.2367163,37.44231,-8.2367163,37.44231,-8.2367163,37.44231
2.5599999,-8.8938646,37.537834,-8.8938646,37.537834,-8.8938646,37.537834
2.5650001,-9.54251,37.611336,-9.54251,37.611336,-9.54251,37.611336
2.5699999,-10.182011,37.662743,-10.182011,37.662743,-10.182011,37.662743
2.575,-10.811737,37.691994,-10.811737,37.691994,-10.811737,37.691994
2.5799999,-11.431067,37.699055,-11.431067,37.699055,-11.431067,37.699055
2.585,-12.039389,37.68391,-12.039389,37.68391,-12.039389,37.68391
2.5899999,-12.636102,37.646568,-12.636102,37.646568,-12.636102,37.646568
2.595,-13.220618,37.587055,-13.220618,37.587055,-13.220618,37.587055
2.5999999,-13.792359,37.505428,-13.792359,37.505428,-13.792359,37.505428
2.605,-14.350762,37.401752,-14.350762,37.401752,-14.350762,37.401752
2.6099999,-14.895275,37.276127,-14.895275,37.276127,-14.895275,37.276127
2.615,-15.42536,37.12867,-15.42536,37.12867,-15.42536,37.12867
2.6199999,-15.940495,36.959518,-15.940495,36.959518,-15.940495,36.959518
2.625,-16.44017,36.768829,-16.44017,36.768829,-16.44017,36.768829
2.6300001,-16.923891,36.556789,-16.923891,36.556789,-16.923891,36.556789
2.635,-17.391184,36.323593,-17.391184,36.323593,-17.391184,36.323593
2.6400001,-17.841585,36.069466,-17.841585,36.069466,-17.841585,36.069466
2.645,-18.274651,35.794651,-18.274651,35.794651,-18.274651,35.794651
2.6500001,-18.689953,35.499413,-18.689953,35.499413,-18.689953,35.499413
2.655,-19.08708,35.184036,-19.08708,35.184036,-19.08708,35.184036
2.6600001,-19.465643,34.848824,-19.465643,34.848824,-19.465643,34.848824
2.665,-19.825266,34.494099,-19.825266,34.494099,-19.825266,34.494099
2.6700001,-20.165594,34.120201,-20.165594,34.120201,-20.165594,34.120201
2.675,-20.486294,33.727501,-20.486294,33.727501,-20.486294,33.727501
2.6800001,-20.787045,33.316368,-20.787045,33.316368,-20.787045,33.316368
2.6849999,-21.067553,32.887207,-21.067553,32.887207,-21.067553,32.887207
2.6900001,-21.327539,32.440434,-21.327539,32.440434,-21.327539,32.440434
2.6949999,-21.56675,31.976479,-21.56675,31.976479,-21.56675,31.976479
2.7,-21.784945,31.495794,-21.784945,31.495794,-21.784945,31.495794
2.7049999,-21.981911,30.998846,-21.981911,30.998846,-21.981911,30.998846
2.71,-22.157454,30.48612,-22.157454,30.48612,-22.157454,30.48612
2.7149999,-22.311399,29.958111,-22.311399,29.958111,-22.311399,29.958111
2.72,-22.443596,29.415337,-22.443596,29.415337,-22.443596,29.415337
2.7249999,-22.553913,28.858322,-22.553913,28.858322,-22.553913,28.858322
2.73,-22.642241,28.287609,-22.642241,28.287609,-22.642241,28.287609
2.7349999,-22.708492,27.703756,-22.708492,27.703756,-22.708492,27.703756
2.74,-22.752602,27.107332,-22.752602,27.107332,-22.752602,27.107332
2.7449999,-22.774527,26.498917,-22.774527,26.498917,-22.774527,26.498917
2.75,-22.774244,25.879103,-22.774244,25.879103,-22.774244,25.879103
2.7550001,-22.751757,25.248495,-22.751757,25.248495,-22.751757,25.248495
2.76,-22.707083,24.60771,-22.707083,24.60771,-22.707083,24.60771
2.7650001,-22.640266,23.957369,-22.640266,23.957369,-22.640266,23.957369
2.77,-22.551376,23.298111,-22.551376,23.298111,-22.551376,23.298111
2.7750001,-22.4405,22.630575,-22.4405,22.630575,-22.4405,22.630575
2.78,-22.307745,21.955416,-22.307745,21.955416,-22.307745,21.955416
2.7850001,-22.153242,21.273291,-22.153242,21.273291,-22.153242,21.273291
2.79,-21.977144,20.584866,-21.977144,20.584866,-21.977144,20.584866
2.7950001,-21.779625,19.890814,-21.779625,19.890814,-21.779625,19.890814
2.8,-21.560879,19.191811,-21.560879,19.191811,-21.560879,19.191811
2.8050001,-21.321121,18.488539,-21.321121,18.488539,-21.321121,18.488539
2.8099999,-21.060591,17.781689,-21.060591,17.781689,-21.060591,17.781689
2.8150001,-20.779543,17.071945,-20.779543,17.071945,-20.779543,17.071945
2.8199999,-20.478254,16.360006,-20.478254,16.360006,-20.478254,16.360006
2.825,-20.157024,15.646564,-20.157024,15.646564,-20.157024,15.646564
2.8299999,-19.816166,14.932317,-19.816166,14.932317,-19.816166,14.932317
2.835,-19.456018,14.21796,-19.456018,14.21796,-19.456018,14.21796
2.8399999,-19.076939,13.504195,-19.076939,13.504195,-19.076939,13.504195
2.845,-18.679296,12.791716,-18.679296,12.791716,-18.679296,12.791716
2.8499999,-18.263485,12.081219,-18.263485,12.081219,-18.263485,12.081219
2.855,-17.829918,11.373399,-17.829918,11.373399,-17.829918,11.373399
2.8599999,-17.379019,10.668946,-17.379019,10.668946,-17.379019,10.668946
2.865,-16.911236,9.9685497,-16.911236,9.9685497,-16.911236,9.9685497
2.8699999,-16.427029,9.272893,-16.427029,9.272893,-16.427029,9.272893
2.875,-15.926874,8.582654,-15.926874,8.582654,-15.926874,8.582654
2.8800001,-15.411267,7.8985081,-15.411267,7.8985081,-15.411267,7.8985081
2.885,-14.880716,7.2211227,-14.880716,7.2211227,-14.880716,7.2211227
2.8900001,-14.335746,6.5511594,-14.335746,6.5511594,-14.335746,6.5511594
2.895,-13.776892,5.8892717,-13.776892,5.8892717,-13.776892,5.8892717
2.9000001,-13.204706,5.2361054,-13.204706,5.2361054,-13.204706,5.2361054
2.905,-12.619754,4.5922985,-12.619754,4.5922985,-12.619754,4.5922985
2.9100001,-12.022612,3.9584782,-12.022612,3.9584782,-12.022612,3.9584782
2.915,-11.413869,3.3352635,-11.413869,3.3352635,-11.413869,3.3352635
2.9200001,-10.794127,2.7232616,-10.794127,2.7232616,-10.794127,2.7232616
2.925,-10.163996,2.1230698,-10.163996,2.1230698,-10.163996,2.1230698
2.9300001,-9.5240974,1.5352726,-9.5240974,1.5352726,-9.5240974,1.5352726
2.9349999,-8.8750639,0.96044326,-8.8750639,0.96044326,-8.8750639,0.96044326
2.9400001,-8.217536,0.3991417,-8.217536,0.3991417,-8.217536,0.3991417
2.9449999,-7.5521612,-0.14808547,-7.5521612,-0.14808547,-7.5521612,-0.14808547
2.95,-6.8795972,-0.68070531,-6.8795972,-0.68070531,-6.8795972,-0.68070531
2.9549999,-6.2005067,-1.1981995,-6.2005067,-1.1981995,-6.2005067,-1.1981995
2.96,-5.5155602,-1.7000645,-5.5155602,-1.7000645,-5.5155602,-1.7000645
2.9649999,-4.8254337,-2.1858122,-4.8254337,-2.1858122,-4.8254337,-2.1858122
2.97,-4.1308079,-2.6549706,-4.1308079,-2.6549706,-4.1308079,-2.6549706
2.9749999,-3.4323678,-3.1070838,-3.4323678,-3.1070838,-3.4323678,-3.1070838
2.98,-2.730803,-3.541713,-2.730803,-3.541713,-2.730803,-3.541713
2.9849999,-2.0268059,-3.9584363,-2.0268059,-3.9584363,-2.0268059,-3.9584363
2.99,-1.3210707,-4.3568497,-1.3210707,-4.3568497,-1.3210707,-4.3568497
2.9949999,-0.61429405,-4.736567,-0.61429405,-4.736567,-0.61429405,-4.736567
3,0.092826873,-5.0972209,0.092826873,-5.0972209,0.092826873,-5.0972209
3.0050001,0.79959428,-5.4384632,0.79959428,-5.4384632,0.79959428,-5.4384632
3.01,1.5053108,-5.759963,1.5053108,-5.759963,1.5053108,-5.759963
3.0150001,2.20928,-6.0614114,2.20928,-6.0614114,2.20928,-6.0614114
3.02,2.9108076,-6.3425179,2.9108076,-6.3425179,2.9108076,-6.3425179
3.0250001,3.6092012,-6.6030111,3.6092012,-6.6030111,3.6092012,-6.6030111
3.03,4.3037715,-6.8426428,4.3037715,-6.8426428,4.3037715,-6.8426428
3.0350001,4.9938335,-7.061183,4.9938335,-7.061183,4.9938335,-7.061183
3.04,5.6787062,-7.2584224,5.6787062,-7.2584224,5.6787062,-7.2584224
3.0450001,6.3577137,-7.434175,6.3577137,-7.434175,6.3577137,-7.434175
3.05,7.0301867,-7.588273,7.0301867,-7.588273,7.0301867,-7.588273
3.0550001,7.6954603,-7.7205725,7.6954603,-7.7205725,7.6954603,-7.7205725
3.0599999,8.3528795,-7.8309498,8.3528795,-7.8309498,8.3528795,-7.8309498
3.0650001,9.0017948,-7.9193029,9.0017948,-7.9193029,9.0017948,-7.9193029
3.0699999,9.6415663,-7.9855523,9.6415663,-7.9855523,9.6415663,-7.9855523
3.075,10.271564,-8.0296392,10.271564,-8.0296392,10.271564,-8.0296392
3.0799999,10.891163,-8.051528,10.891163,-8.051528,10.891163,-8.051528
3.085,11.499755,-8.0512028,11.499755,-8.0512028,11.499755,-8.0512028
3.0899999,12.096738,-8.0286722,12.096738,-8.0286722,12.096738,-8.0286722
3.095,12.681523,-7.9839659,12.681523,-7.9839659,12.681523,-7.9839659
3.0999999,13.253534,-7.9171343,13.253534,-7.9171343,13.253534,-7.9171343
3.105,13.812206,-7.8282504,13.812206,-7.8282504,13.812206,-7.8282504
3.1099999,14.356988,-7.7174096,14.356988,-7.7174096,14.356988,-7.7174096
3.115,14.887342,-7.5847282,14.887342,-7.5847282,14.887342,-7.5847282
3.1199999,15.402745,-7.4303441,15.402745,-7.4303441,15.402745,-7.4303441
3.125,15.902689,-7.2544169,15.902689,-7.2544169,15.902689,-7.2544169
3.1300001,16.386681,-7.057127,16.386681,-7.057127,16.386681,-7.057127
3.135,16.854242,-6.8386769,16.854242,-6.8386769,16.854242,-6.8386769
3.1400001,17.304911,-6.5992889,17.304911,-6.5992889,17.304911,-6.5992889
3.145,17.738245,-6.3392062,17.738245,-6.3392062,17.738245,-6.3392062
3.1500001,18.153814,-6.0586929,18.153814,-6.0586929,18.153814,-6.0586929
3.155,18.55121,-5.7580323,18.55121,-5.7580323,18.55121,-5.7580323
3.1600001,18.93004,-5.4375291,18.93004,-5.4375291,18.93004,-5.4375291
3.165,19.289932,-5.0975056,19.289932,-5.0975056,19.289932,-5.0975056
3.1700001,19.630527,-4.7383051,19.630527,-4.7383051,19.630527,-4.7383051
3.175,19.951494,-4.3602896,19.951494,-4.3602896,19.951494,-4.3602896
3.1800001,20.252514,-3.9638381,20.252514,-3.9638381,20.252514,-3.9638381
3.1849999,20.533289,-3.5493498,20.533289,-3.5493498,20.533289,-3.5493498
3.1900001,20.793543,-3.1172404,20.793543,-3.1172404,20.793543,-3.1172404
3.1949999,21.033018,-2.6679437,21.033018,-2.6679437,21.033018,-2.6679437
3.2,21.251482,-2.2019098,21.251482,-2.2019098,21.251482,-2.2019098
3.2049999,21.448713,-1.7196058,21.448713,-1.7196058,21.448713,-1.7196058
3.21,21.624523,-1.2215149,21.624523,-1.2215149,21.624523,-1.2215149
3.2149999,21.778736,-0.70813555,21.778736,-0.70813555,21.778736,-0.70813555
3.22,21.911198,-0.17998143,21.911198,-0.17998143,21.911198,-0.17998143
