"Time","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smrE.is[1]","loadInertiaM.phi","loadInertiaE.phi","smrE.idq_sr[1]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertiaM.w","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","vfController.x","smrM.is[2]","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrE.idq_rr[1]","smrE.is[2]","smrE.idq_sr[2]","smrE.idq_rr[2]","loadInertiaE.w"
1.2242,0.43502307,9.1108932,9.1115398,109.02457,109.02457,44.06908,-0.011922309,155.67522,-0.43403214,227.51414,-46.769222,0.10761615,2.8999066,-46.770519,22.738728,-17.595964,155.67532
1.2243,0.43817848,10.750029,10.750669,109.04015,109.04013,44.057388,-0.011992894,155.67206,-0.43402052,227.54556,-47.341343,0.093895108,2.9101646,-47.342609,22.866127,-17.693321,155.67216
1.2244,0.44090128,12.379839,12.380462,109.05571,109.0557,44.045757,-0.012063868,155.66893,-0.43400887,227.57697,-47.861309,0.080082051,2.9203553,-47.862572,22.993311,-17.790342,155.66904
1.2244999,0.44318879,13.9985,13.999092,109.07128,109.07127,44.034187,-0.01213523,155.66583,-0.43399715,227.60838,-48.328487,0.066190623,2.9304814,-48.329762,23.120275,-17.887026,155.66594
1.2246,0.4450388,15.604175,15.604744,109.08685,109.08683,44.022678,-0.012206977,155.66275,-0.43398541,227.6398,-48.742325,0.052234534,2.9405446,-48.743599,23.247015,-17.983372,155.66286
1.2247,0.44644952,17.195047,17.195618,109.10241,109.1024,44.011227,-0.01227911,155.65971,-0.43397364,227.67122,-49.102325,0.038227573,2.9505475,-49.103558,23.373529,-18.079376,155.65981
1.2248,0.44741949,18.769379,18.769924,109.11797,109.11797,43.999832,-0.012351627,155.65668,-0.43396181,227.70264,-49.407925,0.024183547,2.9604919,-49.409172,23.499813,-18.175035,155.65678
1.2249,0.44794783,20.325371,20.325891,109.13354,109.13353,43.988487,-0.012424525,155.65369,-0.43394995,227.73405,-49.658772,0.01011632,2.9703798,-49.660034,23.625864,-18.270348,155.65379
1.225,0.44803408,21.861267,21.861773,109.14911,109.14909,43.977196,-0.012497803,155.65071,-0.43393803,227.76547,-49.854542,-0.0039602164,2.9802136,-49.855804,23.751678,-18.365309,155.65082
1.2251,0.44767815,23.375334,23.375834,109.16467,109.16466,43.96595,-0.012571462,155.64778,-0.43392611,227.79689,-49.994968,-0.018032171,2.9899955,-49.996193,23.877254,-18.459921,155.64787
1.2252001,0.44688034,24.865885,24.866365,109.18024,109.18022,43.954754,-0.012645499,155.64485,-0.43391412,227.82829,-50.079731,-0.032085672,2.9997272,-50.080978,24.00259,-18.554178,155.64496
1.2253,0.44564155,26.331221,26.331686,109.1958,109.19579,43.943604,-0.012719912,155.64197,-0.43390208,227.85971,-50.108734,-0.046106838,3.0094109,-50.109997,24.12768,-18.648079,155.64207
1.2254,0.44396299,27.769686,27.770138,109.21136,109.21135,43.932491,-0.0127947,155.6391,-0.43389004,227.89113,-50.081898,-0.06008184,3.0190487,-50.083149,24.252523,-18.741623,155.63921
1.2255,0.44184634,29.179646,29.18009,109.22693,109.22691,43.921421,-0.012869861,155.63626,-0.43387794,227.92255,-49.999172,-0.073996879,3.0286427,-50.000397,24.377117,-18.834806,155.63637
1.2256,0.43929371,30.559513,30.559944,109.24249,109.24248,43.910393,-0.012945395,155.63344,-0.43386582,227.95396,-49.860512,-0.087838247,3.0381947,-49.861763,24.501459,-18.927628,155.63354
1.2257,0.43630761,31.907715,31.908134,109.25806,109.25804,43.899395,-0.013021301,155.63066,-0.43385363,227.98538,-49.666061,-0.10159227,3.0477066,-49.667332,24.625546,-19.020086,155.63075
1.2258,0.43289107,33.222717,33.223125,109.27362,109.27361,43.888435,-0.013097574,155.6279,-0.43384141,228.0168,-49.416,-0.11524539,3.0571806,-49.417244,24.749378,-19.112181,155.62799
1.2259001,0.42904744,34.503021,34.503422,109.28918,109.28917,43.87751,-0.013174216,155.62515,-0.43382916,228.04822,-49.110481,-0.12878413,3.0666184,-49.111717,24.87295,-19.203907,155.62526
1.226,0.42478052,35.747166,35.747559,109.30474,109.30473,43.866611,-0.013251225,155.62244,-0.43381688,228.07962,-48.749748,-0.14219514,3.0760224,-48.751015,24.996262,-19.295265,155.62254
1.2261,0.42009455,36.953728,36.954113,109.3203,109.32029,43.855743,-0.013328598,155.61975,-0.43380454,228.11104,-48.334187,-0.15546519,3.0853937,-48.335464,25.11931,-19.386253,155.61986
1.2262,0.41499424,38.121334,38.121708,109.33587,109.33585,43.844902,-0.013406334,155.6171,-0.43379217,228.14246,-47.864231,-0.1685812,3.0947347,-47.865467,25.242094,-19.476871,155.6172
1.2263,0.40948454,39.248627,39.248997,109.35143,109.35142,43.834087,-0.013484433,155.61446,-0.43377978,228.17387,-47.34021,-0.18153021,3.1040468,-47.341465,25.364611,-19.567118,155.61456
1.2264,0.40357095,40.334312,40.334682,109.36699,109.36698,43.823296,-0.013562892,155.61185,-0.43376735,228.20529,-46.762691,-0.19429947,3.1133323,-46.763977,25.48686,-19.65699,155.61195
1.2265,0.39725932,41.377151,41.377514,109.38255,109.38254,43.812523,-0.013641709,155.60927,-0.43375486,228.23671,-46.132275,-0.20687638,3.1225924,-46.133568,25.608839,-19.746489,155.60938
1.2266001,0.39055595,42.375942,42.376286,109.39811,109.3981,43.801773,-0.013720885,155.6067,-0.43374237,228.26813,-45.449627,-0.21924856,3.1318293,-45.450871,25.730545,-19.835609,155.60681
1.2266999,0.38346738,43.329491,43.329838,109.41367,109.41366,43.791039,-0.013800416,155.60417,-0.43372983,228.29955,-44.715298,-0.23140377,3.1410441,-44.716576,25.851978,-19.924356,155.60428
1.2268,0.37600064,44.236706,44.237061,109.42923,109.42922,43.780323,-0.013880302,155.60165,-0.43371722,228.33095,-43.930119,-0.24333005,3.150239,-43.931423,25.973137,-20.012724,155.60176
1.2269,0.3681632,45.096542,45.096893,109.44479,109.44478,43.769623,-0.013960541,155.59918,-0.43370461,228.36237,-43.094921,-0.25501564,3.159415,-43.096222,26.094021,-20.100714,155.59927
1.227,0.35996276,45.907993,45.908321,109.46035,109.46034,43.758934,-0.01404113,155.59671,-0.43369195,228.39378,-42.210556,-0.266449,3.1685743,-42.211826,26.214624,-20.188324,155.59682
1.2271,0.35140738,46.670055,46.670399,109.47591,109.4759,43.748257,-0.014122071,155.59428,-0.43367925,228.4252,-41.277847,-0.27761889,3.1777179,-41.279148,26.334951,-20.275555,155.59438
1.2272,0.34250557,47.381863,47.382214,109.49147,109.49146,43.737591,-0.014203359,155.59187,-0.43366653,228.45662,-40.297829,-0.28851426,3.1868474,-40.299156,26.454998,-20.362406,155.59196
1.2273,0.33326614,48.042583,48.042919,109.50703,109.50702,43.726936,-0.014284994,155.58948,-0.43365374,228.48804,-39.271564,-0.29912442,3.1959643,-39.272873,26.574762,-20.448874,155.58958
1.2273999,0.32369822,48.651398,48.651722,109.52259,109.52258,43.716286,-0.014366974,155.58713,-0.43364096,228.51945,-38.200073,-0.30943888,3.20507,-38.201366,26.694244,-20.534962,155.58722
1.2275,0.31381121,49.207546,49.20789,109.53815,109.53814,43.705643,-0.014449298,155.58478,-0.43362811,228.55087,-37.084431,-0.31944746,3.2141659,-37.085758,26.813444,-20.620668,155.58488
1.2276,0.30361494,49.710384,49.710735,109.5537,109.5537,43.695004,-0.014531964,155.58247,-0.43361524,228.58228,-35.925877,-0.32914034,3.2232533,-35.927223,26.932358,-20.70599,155.58257
1.2277,0.29311949,50.159317,50.159641,109.56927,109.56925,43.684368,-0.014614971,155.58018,-0.4336023,228.61369,-34.72567,-0.33850795,3.2323332,-34.726978,27.050987,-20.790932,155.58028
1.2278,0.28233519,50.553715,50.554047,109.58482,109.58481,43.673737,-0.014698317,155.57791,-0.43358937,228.64511,-33.484978,-0.34754103,3.2414072,-33.486298,27.169331,-20.875488,155.57802
1.2279,0.27127272,50.893089,50.89344,109.60038,109.60036,43.663101,-0.014782001,155.57568,-0.43357638,228.67653,-32.205132,-0.35623071,3.2504761,-32.206482,27.287388,-20.959661,155.57578
1.228,0.25994301,51.177029,51.177383,109.61594,109.61593,43.65247,-0.014866021,155.57346,-0.43356335,228.70795,-30.887535,-0.36456841,3.2595413,-30.888897,27.405157,-21.043451,155.57356
1.2280999,0.24835727,51.405174,51.405491,109.63149,109.63148,43.641838,-0.014950375,155.57127,-0.4335503,228.73936,-29.533627,-0.37254599,3.2686036,-29.534939,27.522636,-21.126858,155.57137
1.2282,0.23652689,51.577103,51.577442,109.64705,109.64704,43.631203,-0.015035062,155.56911,-0.43353719,228.77078,-28.144703,-0.3801555,3.2776642,-28.146046,27.639828,-21.209881,155.5692
1.2283,0.22446358,51.692612,51.692974,109.66261,109.6626,43.620564,-0.015120081,155.56696,-0.43352407,228.8022,-26.722328,-0.38738948,3.2867241,-26.723701,27.756729,-21.292519,155.56706
1.2284,0.21217929,51.751526,51.751888,109.67817,109.67815,43.609921,-0.01520543,155.56483,-0.4335109,228.8336,-25.268049,-0.3942408,3.2957845,-25.269423,27.873341,-21.374773,155.56494
1.2285,0.19968612,51.753712,51.754044,109.69373,109.69371,43.599274,-0.015291107,155.56274,-0.4334977,228.86502,-23.783426,-0.40070277,3.3048458,-23.784761,27.989662,-21.456644,155.56284
1.2286,0.1869964,51.699009,51.699368,109.70928,109.70927,43.588619,-0.01537711,155.56067,-0.43348446,228.89644,-22.269941,-0.40676895,3.3139091,-22.271307,28.105692,-21.53813,155.56078
1.2287,0.17412268,51.587463,51.587845,109.72483,109.72482,43.577961,-0.01546344,155.55862,-0.43347117,228.92786,-20.729292,-0.41243342,3.3229749,-20.730684,28.22143,-21.619232,155.55872
1.2288001,0.16107768,51.419155,51.419525,109.74039,109.74038,43.567291,-0.015550092,155.55659,-0.43345788,228.95927,-19.163164,-0.41769058,3.3320446,-19.164541,28.336876,-21.699951,155.55669
1.2289,0.14787427,51.194168,51.194519,109.75594,109.75594,43.556618,-0.015637066,155.5546,-0.43344453,228.99069,-17.57321,-0.4225353,3.3411183,-17.574566,28.452028,-21.780287,155.55469
1.229,0.13452545,50.912613,50.912994,109.7715,109.77149,43.545933,-0.015724363,155.55261,-0.43343115,229.02211,-15.961078,-0.42696276,3.3501971,-15.962463,28.566889,-21.860237,155.55272
1.2291,0.12104446,50.574791,50.575191,109.78706,109.78704,43.535236,-0.015811978,155.55066,-0.43341771,229.05353,-14.328568,-0.43096864,3.3592811,-14.329971,28.681456,-21.939806,155.55075
1.2292,0.10744458,50.181034,50.181408,109.80261,109.8026,43.524532,-0.01589991,155.54872,-0.43340427,229.08493,-12.677474,-0.43454906,3.3683712,-12.678849,28.795731,-22.018991,155.54883
1.2293,0.093739241,49.731621,49.731995,109.81817,109.81815,43.513817,-0.015988158,155.54681,-0.43339077,229.11635,-11.009504,-0.43770039,3.3774679,-11.010878,28.90971,-22.097795,155.54692
1.2294,0.079941966,49.226971,49.227375,109.83372,109.83371,43.50309,-0.016076721,155.54494,-0.43337724,229.14777,-9.3264589,-0.44041961,3.3865716,-9.3278589,29.023397,-22.176216,155.54503
1.2295001,0.066066377,48.66761,48.66803,109.84927,109.84927,43.492355,-0.016165597,155.54308,-0.43336368,229.17918,-7.6302013,-0.44270405,3.3956828,-7.6316113,29.136789,-22.254255,155.54317
1.2296,0.052126192,48.054127,48.054493,109.86483,109.86481,43.481606,-0.016254785,155.54123,-0.43335006,229.2106,-5.9226031,-0.4445515,3.4048018,-5.9239712,29.249887,-22.331911,155.54132
1.2297,0.038135134,47.386971,47.387371,109.88039,109.88037,43.47084,-0.016344281,155.53941,-0.43333644,229.24202,-4.2053981,-0.44596007,3.4139292,-4.2067871,29.362692,-22.409187,155.53951
1.2298,0.024107033,46.666885,46.667316,109.89594,109.89593,43.460068,-0.016434086,155.53761,-0.43332276,229.27344,-2.4805102,-0.44692844,3.4230647,-2.481921,29.475203,-22.486082,155.53772
1.2299,0.010055735,45.894615,45.895046,109.91149,109.91148,43.44928,-0.016524199,155.53584,-0.43330905,229.30486,-0.74983239,-0.4474557,3.432209,-0.75124419,29.587418,-22.562597,155.53593
1.23,-0.0040048896,45.07095,45.071339,109.92705,109.92703,43.43848,-0.016614618,155.5341,-0.43329531,229.33626,0.98474288,-0.44754136,3.4413621,0.98336351,29.699337,-22.638731,155.53419
1.2301,-0.018060979,44.196598,44.197021,109.9426,109.94259,43.427666,-0.016705338,155.53238,-0.43328151,229.36768,2.7214162,-0.44718525,3.4505243,2.7200167,29.810963,-22.714485,155.53247
1.2302001,-0.032098651,43.272526,43.27298,109.95815,109.95814,43.41684,-0.016796362,155.53067,-0.43326768,229.39909,4.4582424,-0.4463878,3.4596958,4.4568262,29.922295,-22.789862,155.53076
1.2302999,-0.046104055,42.299713,42.300159,109.9737,109.97369,43.405998,-0.016887687,155.52899,-0.43325382,229.43051,6.1933093,-0.44514987,3.4688764,6.1919007,30.033331,-22.864859,155.52908
1.2304,-0.06006337,41.279133,41.279549,109.98926,109.98924,43.395145,-0.016979311,155.52733,-0.43323994,229.46193,7.9247379,-0.44347262,3.4780662,7.9233489,30.144073,-22.939478,155.52742
1.2305,-0.073962823,40.21175,40.212204,110.00481,110.0048,43.384281,-0.017071232,155.5257,-0.43322602,229.49335,9.6506891,-0.44135776,3.4872651,9.6492825,30.25452,-23.013718,155.52579
1.2306,-0.087788701,39.09874,39.099216,110.02036,110.02035,43.373402,-0.01716345,155.52408,-0.43321204,229.52477,11.369234,-0.43880737,3.4964731,11.367817,30.364672,-23.087582,155.52417
1.2307,-0.10152736,37.941292,37.941746,110.03591,110.0359,43.362507,-0.017255962,155.52249,-0.43319803,229.55617,13.078477,-0.43582404,3.5056903,13.077075,30.474529,-23.16107,155.52258
1.2308,-0.11516525,36.74054,36.740986,110.05147,110.05145,43.351601,-0.017348768,155.52092,-0.433184,229.58759,14.776581,-0.43241066,3.5149162,14.775186,30.584093,-23.23418,155.52101
1.2309,-0.12868892,35.497707,35.498188,110.06702,110.06701,43.340683,-0.017441865,155.51936,-0.4331699,229.619,16.461699,-0.42857066,3.5241508,16.460289,30.693359,-23.306915,155.51945
1.2309999,-0.142085,34.214146,34.214642,110.08257,110.08256,43.32975,-0.017535252,155.51784,-0.4331558,229.65042,18.131956,-0.42430782,3.5333941,18.130541,30.802334,-23.379276,155.51793
1.2311,-0.15534033,32.891239,32.891693,110.09812,110.09811,43.318806,-0.017628929,155.51634,-0.43314165,229.68184,19.785503,-0.41962644,3.5426455,19.784109,30.911013,-23.451262,155.51643
1.2312,-0.16844177,31.530249,31.530722,110.11367,110.11366,43.30785,-0.017722892,155.51486,-0.43312746,229.71326,21.420574,-0.41453105,3.5519049,21.419176,31.019396,-23.522873,155.51494
1.2313,-0.18137644,30.13265,30.133158,110.12923,110.12921,43.296883,-0.017817141,155.5134,-0.43311325,229.74467,23.035353,-0.40902674,3.5611718,23.033945,31.127485,-23.59411,155.51349
1.2314,-0.19413157,28.699951,28.700466,110.14478,110.14476,43.285904,-0.017911674,155.51195,-0.43309897,229.77609,24.628048,-0.403119,3.5704458,24.626638,31.235281,-23.664976,155.51204
1.2315,-0.20669459,27.233686,27.234154,110.16032,110.16032,43.274914,-0.018006489,155.51054,-0.43308467,229.8075,26.196898,-0.39681363,3.5797267,26.195505,31.342781,-23.735468,155.51062
1.2316,-0.21905309,25.735264,25.735765,110.17588,110.17587,43.263912,-0.018101586,155.50914,-0.43307033,229.83891,27.74021,-0.39011687,3.5890141,27.738811,31.449987,-23.805588,155.50923
1.2316999,-0.23119488,24.206352,24.206882,110.19143,110.19141,43.252903,-0.018196963,155.50777,-0.43305597,229.87033,29.256256,-0.38303533,3.5983071,29.254854,31.5569,-23.875338,155.50786
1.2318,-0.243108,22.648592,22.64912,110.20698,110.20697,43.241882,-0.018292617,155.50641,-0.43304154,229.90175,30.743359,-0.37557605,3.6076057,30.741959,31.663517,-23.944715,155.5065
1.2319,-0.25478071,21.063627,21.064123,110.22253,110.22252,43.230854,-0.018388549,155.50508,-0.43302712,229.93317,32.199871,-0.36774641,3.6169093,32.198479,31.76984,-24.013723,155.50517
1.232,-0.2662015,19.453043,19.453573,110.23808,110.23807,43.219814,-0.018484756,155.50377,-0.43301263,229.96458,33.624191,-0.35955408,3.6262169,33.622799,31.875868,-24.082361,155.50386
1.2321,-0.27735907,17.818623,17.819176,110.25363,110.25362,43.208771,-0.018581236,155.50249,-0.43299809,229.996,35.014729,-0.35100725,3.6355283,35.013336,31.981602,-24.150631,155.50256
1.2322,-0.28824249,16.16213,16.162668,110.26918,110.26917,43.197716,-0.018677989,155.50122,-0.43298355,230.02742,36.369938,-0.34211433,3.6448426,36.368546,32.087044,-24.218529,155.5013
1.2323,-0.29884094,14.485283,14.485807,110.28473,110.28472,43.186657,-0.018775012,155.49997,-0.43296894,230.05882,37.688313,-0.3328841,3.6541595,37.686924,32.192188,-24.28606,155.50006
1.2323999,-0.30914405,12.789824,12.79038,110.30028,110.30027,43.175594,-0.018872304,155.49873,-0.43295431,230.09024,38.96838,-0.32332569,3.6634781,38.966991,32.297039,-24.353224,155.49883
1.2325,-0.3191416,11.077616,11.07819,110.31583,110.31582,43.164524,-0.018969866,155.49753,-0.43293965,230.12166,40.20871,-0.31344855,3.6727977,40.207325,32.401596,-24.420019,155.49762
1.2326,-0.3288238,9.3505192,9.3510637,110.33138,110.33137,43.15345,-0.019067692,155.49635,-0.43292493,230.15308,41.407917,-0.30326244,3.6821177,41.406532,32.505859,-24.486448,155.49643
1.2327,-0.33818108,7.6102886,7.6108422,110.34693,110.34692,43.142372,-0.019165784,155.49518,-0.4329102,230.18449,42.564648,-0.29277745,3.6914372,42.563267,32.609825,-24.552511,155.49527
1.2328,-0.34720418,5.8588028,5.859385,110.36248,110.36246,43.13129,-0.019264139,155.49405,-0.43289542,230.21591,43.677605,-0.28200385,3.7007554,43.676228,32.713497,-24.618206,155.49413
1.2329,-0.35588425,4.0979714,4.0985641,110.37803,110.37801,43.120209,-0.019362755,155.49292,-0.43288058,230.24733,44.745533,-0.27095237,3.7100716,44.74416,32.816879,-24.683537,155.49301
1.233,-0.36421278,2.3297079,2.3302634,110.39358,110.39357,43.109127,-0.019461634,155.49182,-0.43286574,230.27875,45.767242,-0.25963393,3.7193851,45.765858,32.91996,-24.748501,155.4919
1.2331001,-0.37218145,0.55579489,0.55637646,110.40913,110.40912,43.098042,-0.019560769,155.49074,-0.43285084,230.31015,46.741535,-0.24805965,3.7286947,46.740162,33.022751,-24.813101,155.49081
1.2332,-0.3797825,-1.2218018,-1.2211955,110.42467,110.42467,43.08696,-0.019660164,155.48967,-0.43283591,230.34157,47.667328,-0.23624098,3.7379999,47.665962,33.125244,-24.877337,155.48976
1.2333,-0.3870084,-3.0011547,-3.0005455,110.44022,110.44022,43.075878,-0.019759813,155.48863,-0.43282095,230.37299,48.543568,-0.22418962,3.7472997,48.542202,33.227444,-24.941208,155.48871
1.2334,-0.39385206,-4.7803478,-4.7797632,110.45577,110.45576,43.064796,-0.019859718,155.48761,-0.43280593,230.4044,49.369251,-0.21191747,3.7565932,49.367878,33.32935,-25.004715,155.4877
1.2335,-0.4003067,-6.5575461,-6.5569372,110.47132,110.47131,43.053722,-0.019959876,155.4866,-0.43279091,230.43582,50.143394,-0.19943662,3.7658794,50.142033,33.430958,-25.067858,155.48669
1.2336,-0.40636602,-8.3307848,-8.3301554,110.48687,110.48686,43.042648,-0.020060286,155.48563,-0.43277583,230.46724,50.865128,-0.18675941,3.7751577,50.863777,33.532272,-25.130638,155.48572
1.2337,-0.41202402,-10.098134,-10.097509,110.50242,110.50241,43.031582,-0.020160947,155.48466,-0.43276072,230.49866,51.533619,-0.17389837,3.7844267,51.532265,33.633289,-25.193056,155.48476
1.2338001,-0.41727513,-11.85771,-11.857096,110.51797,110.51796,43.020519,-0.020261856,155.48373,-0.43274555,230.53008,52.148071,-0.16086619,3.7936859,52.146709,33.734009,-25.25511,155.48381
1.2339,-0.42211419,-13.607653,-13.607017,110.53352,110.53351,43.009468,-0.02036301,155.4828,-0.43273038,230.56148,52.707733,-0.14767572,3.8029342,52.706387,33.834435,-25.316803,155.48289
1.234,-0.42653644,-15.346034,-15.345384,110.54906,110.54905,42.998421,-0.020464413,155.4819,-0.43271515,230.5929,53.21196,-0.13434,3.8121705,53.210629,33.934566,-25.378134,155.48198
1.2341,-0.43053755,-17.070959,-17.07032,110.56461,110.5646,42.987385,-0.020566059,155.48102,-0.43269989,230.62431,53.660168,-0.12087221,3.821394,53.658821,34.034397,-25.4391,155.48111
1.2342,-0.43411353,-18.7806,-18.779959,110.58016,110.58015,42.97636,-0.02066795,155.48016,-0.43268457,230.65573,54.051762,-0.10728563,3.8306036,54.050415,34.133934,-25.499708,155.48024
1.2343,-0.43726093,-20.47311,-20.47245,110.59571,110.5957,42.965343,-0.02077008,155.47932,-0.43266925,230.68715,54.386246,-0.093593672,3.8397982,54.384918,34.233173,-25.559954,155.4794
1.2344,-0.43997663,-22.146633,-22.145962,110.61126,110.61124,42.954342,-0.020872451,155.4785,-0.43265387,230.71857,54.663219,-0.079809844,3.8489773,54.661907,34.332111,-25.619837,155.47858
1.2345001,-0.44225797,-23.799335,-23.798681,110.62681,110.62679,42.943352,-0.020975061,155.47769,-0.43263847,230.74998,54.882351,-0.065947786,3.8581393,54.881004,34.430756,-25.679359,155.47777
1.2345999,-0.4441027,-25.42948,-25.42881,110.64235,110.64234,42.932377,-0.021077909,155.47691,-0.432623,230.7814,55.043232,-0.052021138,3.8672836,55.041908,34.529099,-25.738522,155.47699
1.2347,-0.44550902,-27.035265,-27.034582,110.6579,110.65789,42.921413,-0.021180991,155.47614,-0.43260753,230.81281,55.145672,-0.038043667,3.8764091,55.144371,34.627148,-25.797321,155.47623
1.2348,-0.4464756,-28.614937,-28.614248,110.67345,110.67344,42.910469,-0.021284308,155.4754,-0.432592,230.84422,55.189514,-0.024029173,3.8855147,55.188217,34.724895,-25.855761,155.47548
1.2349,-0.44700146,-30.166771,-30.166088,110.689,110.68898,42.899544,-0.021387858,155.47467,-0.43257645,230.87564,55.174644,-0.0099914903,3.8945994,55.173317,34.822342,-25.913841,155.47475
1.235,-0.44708607,-31.689106,-31.688412,110.70454,110.70453,42.888634,-0.021491639,155.47397,-0.43256086,230.90706,55.100922,0.0040555429,3.9036622,55.099625,34.919491,-25.97156,155.47404
1.2351,-0.44672939,-33.180264,-33.179558,110.72009,110.72008,42.877747,-0.021595651,155.47327,-0.43254524,230.93848,54.96841,0.018098054,3.9127023,54.967136,35.016338,-26.028917,155.47336
1.2352,-0.44593185,-34.638603,-34.637894,110.73563,110.73563,42.866875,-0.02169989,155.47261,-0.43252957,230.96989,54.777203,0.03212218,3.9217186,54.775925,35.112885,-26.085915,155.47269
1.2352999,-0.44469416,-36.062538,-36.061829,110.75118,110.75117,42.85603,-0.021804359,155.47195,-0.43251386,231.00131,54.52742,0.046114087,3.9307098,54.526119,35.209129,-26.142551,155.47203
1.2354,-0.44301757,-37.450516,-37.449799,110.76673,110.76672,42.845203,-0.021909051,155.47133,-0.43249813,231.03273,54.219185,0.060059968,3.9396753,54.217918,35.305077,-26.198828,155.47141
1.2355,-0.44090381,-38.801006,-38.800282,110.78228,110.78226,42.8344,-0.022013968,155.4707,-0.43248236,231.06413,53.852821,0.073946059,3.9486139,53.851574,35.400719,-26.254745,155.47079
1.2356,-0.43835494,-40.112518,-40.111794,110.79783,110.79781,42.823624,-0.022119109,155.47011,-0.43246657,231.09555,53.428673,0.08775866,3.9575248,53.427406,35.496056,-26.310301,155.4702
1.2357,-0.43537349,-41.383617,-41.382889,110.81337,110.81336,42.812874,-0.022224469,155.46954,-0.43245071,231.12697,52.947067,0.10148413,3.9664066,52.945801,35.591095,-26.365496,155.46962
1.2358,-0.43196237,-42.6129,-42.612167,110.82892,110.82891,42.802147,-0.022330049,155.46898,-0.43243483,231.15839,52.408424,0.11510895,3.9752588,52.407192,35.685825,-26.42033,155.46906
1.2359,-0.42812505,-43.799007,-43.798267,110.84447,110.84445,42.791451,-0.02243585,155.46844,-0.43241891,231.1898,51.813305,0.12861966,3.9840803,51.812088,35.780254,-26.474804,155.46852
1.2359999,-0.42386532,-44.940624,-44.939877,110.86002,110.86,42.780781,-0.022541866,155.46793,-0.43240297,231.22122,51.162308,0.14200294,3.9928701,51.161053,35.874378,-26.528919,155.468
1.2361,-0.41918734,-46.03648,-46.035728,110.87556,110.87555,42.770138,-0.022648098,155.46742,-0.43238699,231.25264,50.455944,0.15524557,4.001627,50.454712,35.968197,-26.58267,155.4675
1.2362,-0.41409576,-47.085354,-47.084606,110.89111,110.8911,42.759529,-0.022754544,155.46693,-0.43237096,231.28406,49.694942,0.1683345,4.0103507,49.693748,36.061707,-26.636063,155.46701
1.2363,-0.40859565,-48.086082,-48.085331,110.90665,110.90664,42.748951,-0.022861205,155.46646,-0.43235493,231.31546,48.880085,0.18125682,4.0190396,48.878902,36.154911,-26.689093,155.46655
1.2364,-0.40269244,-49.037556,-49.036789,110.9222,110.92219,42.738403,-0.022968074,155.46602,-0.43233883,231.34688,48.012199,0.19399977,4.0276933,48.010975,36.24781,-26.741764,155.46609
1.2365,-0.39639193,-49.938671,-49.937908,110.93774,110.93774,42.727894,-0.023075154,155.46559,-0.43232271,231.3783,47.09201,0.20655078,4.0363102,47.09082,36.340401,-26.794071,155.46567
1.2366,-0.38970041,-50.788433,-50.787674,110.95329,110.95329,42.717415,-0.023182442,155.46518,-0.43230656,231.40971,46.120514,0.21889748,4.0448904,46.119362,36.432682,-26.846018,155.46526
1.2367001,-0.38262445,-51.585888,-51.585121,110.96884,110.96883,42.70697,-0.023289939,155.46478,-0.43229038,231.44113,45.098709,0.23102769,4.053432,45.097557,36.524651,-26.897604,155.46486
1.2368,-0.3751711,-52.330128,-52.329346,110.98438,110.98438,42.69656,-0.023397639,155.4644,-0.43227413,231.47255,44.027618,0.24292946,4.0619349,44.026436,36.616314,-26.948828,155.46449
1.2369,-0.36734766,-53.020267,-53.019497,110.99993,110.99992,42.686192,-0.023505544,155.46405,-0.43225789,231.50397,42.908215,0.25459102,4.0703983,42.907074,36.707664,-26.999689,155.46413
1.237,-0.35916188,-53.655537,-53.654774,111.01548,111.01546,42.675858,-0.023613652,155.4637,-0.43224159,231.53539,41.741707,0.26600087,4.0788212,41.740601,36.798702,-27.050188,155.46379
1.2371,-0.35062191,-54.235218,-54.23444,111.03103,111.03101,42.665562,-0.023721961,155.46338,-0.43222526,231.56679,40.529312,0.27714777,4.0872021,40.528191,36.889427,-27.100325,155.46346
1.2372,-0.34173614,-54.758606,-54.75782,111.04657,111.04656,42.655308,-0.02383047,155.46307,-0.4322089,231.59821,39.272205,0.28802076,4.095541,39.271076,36.979843,-27.150099,155.46315
1.2373,-0.33251333,-55.225067,-55.224297,111.06212,111.0621,42.645092,-0.023939176,155.46278,-0.4321925,231.62962,37.971622,0.29860905,4.103837,37.970535,37.069942,-27.199511,155.46286
1.2374001,-0.32296261,-55.634068,-55.633301,111.07767,111.07765,42.634918,-0.024048079,155.46251,-0.43217608,231.66104,36.628948,0.30890226,4.1120892,36.627892,37.159729,-27.24856,155.4626
1.2375,-0.31309348,-55.985126,-55.984341,111.09321,111.0932,42.624783,-0.024157178,155.46227,-0.43215963,231.69246,35.245602,0.31889021,4.120297,35.244511,37.249199,-27.297245,155.46234
1.2376,-0.3029156,-56.277756,-56.276974,111.10876,111.10874,42.614693,-0.024266472,155.46202,-0.43214312,231.72388,33.822887,0.32856306,4.1284595,33.821815,37.338352,-27.345566,155.4621
