"Time","thetaQS","theta","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.stator.stray.port_p.Phi.re","smee.stator.stray.port_p.Phi.im","smee.excitation.electroMagneticConverter.Phi.re","smeeQS.short.port_p.reference.gamma","constantSpeed.phi","constantSpeedQS.phi"
14.9405,3.1291311,3.1291311,0.43997884,0.094458066,-0.080098085,-0.015451602,0.34612089,4.6999273,2343.7129,2344.4983
14.9406,3.1291521,3.1291521,0.436795,0.10823158,-0.079573408,-0.01795909,0.34612074,4.6999483,2343.7285,2344.5139
14.9407,3.1291728,3.1291728,0.43318006,0.12189831,-0.078970261,-0.020448867,0.34612063,4.6999693,2343.7444,2344.5298
14.9408,3.1291938,3.1291938,0.42913765,0.13544475,-0.078289226,-0.022918478,0.34612048,4.6999903,2343.76,2344.5454
14.9409,3.1292148,3.1292148,0.42467171,0.14885753,-0.07753098,-0.025365487,0.34612036,4.7000113,2343.7756,2344.561
14.941,3.1292357,3.1292357,0.41978666,0.16212343,-0.076696277,-0.027787481,0.34612024,4.7000322,2343.7913,2344.5767
14.9411,3.1292567,3.1292567,0.41448736,0.17522936,-0.075785927,-0.030182069,0.34612009,4.7000532,2343.8071,2344.5925
14.9412,3.1292777,3.1292777,0.40877897,0.18816236,-0.074800842,-0.032546893,0.34611997,4.7000737,2343.8228,2344.6082
14.9413,3.1292984,3.1292984,0.40266716,0.20090967,-0.07374198,-0.034879617,0.34611982,4.7000947,2343.8384,2344.6238
14.9414,3.1293194,3.1293194,0.39615798,0.21345873,-0.072610393,-0.037177943,0.3461197,4.7001157,2343.8542,2344.6396
14.9415,3.1293404,3.1293404,0.38925782,0.22579716,-0.071407199,-0.039439604,0.34611955,4.7001367,2343.8699,2344.6553
14.9416,3.1293614,3.1293614,0.38197351,0.23791276,-0.070133574,-0.041662369,0.34611943,4.7001576,2343.8855,2344.6709
14.9417,3.1293824,3.1293824,0.37431222,0.24979357,-0.068790786,-0.043844048,0.34611928,4.7001786,2343.9014,2344.6868
14.9418,3.1294034,3.1294034,0.36628151,0.26142791,-0.06738016,-0.045982487,0.34611917,4.7001996,2343.917,2344.7024
14.9419,3.1294243,3.1294241,0.35788935,0.27280423,-0.065903075,-0.048075575,0.34611905,4.7002206,2343.9326,2344.718
14.942,3.1294451,3.1294451,0.34914395,0.28391135,-0.064360991,-0.050121251,0.3461189,4.7002416,2343.9482,2344.7336
14.9421,3.1294661,3.1294661,0.34005401,0.29473829,-0.062755443,-0.0521175,0.34611878,4.7002625,2343.9641,2344.7495
14.9422,3.129487,3.129487,0.33062842,0.3052744,-0.061087996,-0.054062348,0.34611863,4.7002835,2343.9797,2344.7651
14.9423,3.129508,3.129508,0.32087657,0.31550923,-0.059360303,-0.055953879,0.34611848,4.7003045,2343.9954,2344.7808
14.9424,3.129529,3.129529,0.31080803,0.32543272,-0.057574071,-0.057790227,0.34611836,4.7003255,2344.0112,2344.7966
14.9425,3.12955,3.12955,0.30043274,0.33503503,-0.055731054,-0.059569579,0.34611824,4.700346,2344.0269,2344.8123
14.9426,3.1295707,3.1295707,0.28976098,0.34430671,-0.053833075,-0.061290186,0.34611809,4.700367,2344.0425,2344.8279
14.9427,3.1295917,3.1295917,0.27880323,0.35323864,-0.051882003,-0.062950343,0.34611797,4.700388,2344.0583,2344.8438
14.9428,3.1296127,3.1296127,0.26757032,0.36182195,-0.049879763,-0.064548425,0.34611782,4.7004089,2344.074,2344.8594
14.9429,3.1296337,3.1296337,0.25607333,0.37004822,-0.047828332,-0.066082843,0.34611768,4.7004299,2344.0896,2344.875
14.943,3.1296546,3.1296546,0.24432361,0.3779093,-0.04572973,-0.06755209,0.34611756,4.7004509,2344.1052,2344.8906
14.9431,3.1296756,3.1296756,0.23233277,0.38539743,-0.043586027,-0.068954714,0.34611741,4.7004719,2344.1211,2344.9065
14.9432,3.1296966,3.1296964,0.22011262,0.39250523,-0.041399337,-0.070289336,0.34611729,4.7004929,2344.1367,2344.9221
14.9433,3.1297174,3.1297174,0.20767525,0.39922568,-0.039171822,-0.071554631,0.34611714,4.7005138,2344.1523,2344.9377
14.9434,3.1297383,3.1297383,0.19503291,0.40555215,-0.036905669,-0.072749369,0.34611702,4.7005348,2344.1682,2344.9536
14.9435,3.1297593,3.1297593,0.18219808,0.4114784,-0.034603123,-0.07387235,0.34611687,4.7005558,2344.1838,2344.9692
14.9436,3.1297803,3.1297803,0.16918342,0.41699857,-0.032266445,-0.07492248,0.34611675,4.7005768,2344.1995,2344.9849
14.9437,3.1298013,3.1298013,0.15600179,0.42210722,-0.029897949,-0.075898722,0.3461166,4.7005978,2344.2151,2345.0005
14.9438,3.1298223,3.1298223,0.14266618,0.42679933,-0.027499964,-0.076800108,0.34611645,4.7006183,2344.231,2345.0164
14.9439,3.129843,3.129843,0.12918977,0.43107021,-0.025074858,-0.077625751,0.34611633,4.7006392,2344.2466,2345.032
14.944,3.129864,3.129864,0.11558585,0.43491569,-0.022625022,-0.07837484,0.34611619,4.7006602,2344.2622,2345.0476
14.9441,3.129885,3.129885,0.10186785,0.43833199,-0.020152872,-0.079046637,0.34611607,4.7006812,2344.2781,2345.0635
14.9442,3.1299059,3.1299059,0.088049293,0.44131571,-0.017660847,-0.079640478,0.34611592,4.7007022,2344.2937,2345.0791
14.9443,3.1299269,3.1299269,0.074143827,0.44386387,-0.015151403,-0.080155768,0.34611577,4.7007232,2344.3093,2345.0947
14.9444,3.1299479,3.1299479,0.060165178,0.44597402,-0.012627017,-0.080592014,0.34611565,4.7007442,2344.3252,2345.1106
14.9445,3.1299686,3.1299686,0.046127133,0.44764405,-0.010090176,-0.08094877,0.3461155,4.7007651,2344.3408,2345.1262
14.9446,3.1299896,3.1299896,0.032043554,0.4488723,-0.0075433836,-0.081225701,0.34611535,4.7007861,2344.3564,2345.1418
14.9447,3.1300106,3.1300106,0.017928338,0.44965759,-0.0049891514,-0.081422515,0.34611523,4.7008071,2344.3721,2345.1575
14.9448,3.1300316,3.1300316,0.0037954084,0.44999909,-0.0024299978,-0.081539035,0.34611508,4.7008281,2344.3879,2345.1733
14.9449,3.1300526,3.1300526,-0.010341281,0.44989654,0.00013155257,-0.08157514,0.34611493,4.7008491,2344.4036,2345.189
14.945,3.1300735,3.1300735,-0.024467781,0.44934997,0.0026929737,-0.081530795,0.34611481,4.70087,2344.4192,2345.2046
14.9451,3.1300945,3.1300945,-0.038570151,0.44835994,0.0052517396,-0.081406042,0.34611467,4.7008905,2344.4351,2345.2205
14.9452,3.1301153,3.1301153,-0.05263447,0.44692743,0.007805327,-0.081201002,0.34611452,4.7009115,2344.4507,2345.2361
14.9453,3.1301363,3.1301363,-0.066646867,0.44505388,0.010351216,-0.080915876,0.3461144,4.7009325,2344.4663,2345.2517
14.9454,3.1301572,3.1301572,-0.080593504,0.4427411,0.012886899,-0.080550954,0.34611425,4.7009535,2344.4822,2345.2676
14.9455,3.1301782,3.1301782,-0.094460621,0.43999135,0.015409872,-0.080106594,0.3461141,4.7009745,2344.4978,2345.2832
14.9456,3.1301992,3.1301992,-0.10823453,0.43680742,0.017917648,-0.07958322,0.34611398,4.7009954,2344.5134,2345.2988
14.9457,3.1302202,3.1302202,-0.12190164,0.4331924,0.020407753,-0.07898137,0.34611383,4.7010164,2344.5291,2345.3145
14.9458,3.1302409,3.1302409,-0.13544847,0.42914987,0.022877734,-0.078301623,0.34611368,4.7010374,2344.5449,2345.3303
14.9459,3.1302619,3.1302619,-0.14886163,0.42468381,0.025325151,-0.077544652,0.34611353,4.7010584,2344.5605,2345.3459
14.946,3.1302829,3.1302829,-0.16212791,0.41979864,0.027747594,-0.0767112,0.34611341,4.7010794,2344.5762,2345.3616
14.9461,3.1303039,3.1303039,-0.1752342,0.41449916,0.03014267,-0.075802103,0.34611326,4.7011003,2344.592,2345.3774
14.9462,3.1303248,3.1303248,-0.18816757,0.40879065,0.032508019,-0.074818239,0.34611312,4.7011213,2344.6077,2345.3931
14.9463,3.1303458,3.1303458,-0.20091526,0.40267867,0.03484131,-0.073760591,0.34611297,4.7011423,2344.6233,2345.4087
14.9464,3.1303668,3.1303668,-0.21346468,0.3961693,0.037140243,-0.072630197,0.34611285,4.7011628,2344.6392,2345.4246
14.9465,3.1303875,3.1303875,-0.22580345,0.38926893,0.039402544,-0.07142818,0.3461127,4.7011838,2344.6548,2345.4402
14.9466,3.1304085,3.1304085,-0.23791941,0.38198441,0.041625988,-0.07015571,0.34611255,4.7012048,2344.6704,2345.4558
14.9467,3.1304295,3.1304295,-0.24980056,0.37432292,0.043808378,-0.068814054,0.3461124,4.7012258,2344.686,2345.4714
14.9468,3.1304505,3.1304505,-0.26143521,0.366292,0.045947563,-0.067404531,0.34611228,4.7012467,2344.7019,2345.4873
14.9469,3.1304715,3.1304715,-0.27281186,0.35789958,0.048041437,-0.065928534,0.34611213,4.7012677,2344.7175,2345.5029
14.947,3.1304924,3.1304924,-0.2839193,0.34915397,0.050087929,-0.064387515,0.34611198,4.7012887,2344.7332,2345.5186
14.9471,3.1305132,3.1305132,-0.29474658,0.34006375,0.052085023,-0.062782995,0.34611183,4.7013097,2344.749,2345.5344
14.9472,3.1305342,3.1305342,-0.30528298,0.33063793,0.054030754,-0.061116554,0.34611169,4.7013307,2344.7646,2345.55
14.9473,3.1305552,3.1305552,-0.31551808,0.32088578,0.055923194,-0.059389841,0.34611157,4.7013516,2344.7803,2345.5657
14.9474,3.1305761,3.1305761,-0.32544184,0.31081697,0.057760485,-0.057604555,0.34611142,4.7013726,2344.7959,2345.5813
14.9475,3.1305971,3.1305971,-0.33504444,0.30044138,0.059540812,-0.055762455,0.34611127,4.7013936,2344.8118,2345.5972
14.9476,3.1306181,3.1306181,-0.34431642,0.28976932,0.061262418,-0.053865366,0.34611112,4.7014146,2344.8274,2345.6128
14.9477,3.1306391,3.1306391,-0.3532486,0.27881125,0.062923603,-0.05191515,0.34611097,4.7014351,2344.843,2345.6284
14.9478,3.1306598,3.1306598,-0.36183217,0.26757801,0.064522736,-0.049913734,0.34611085,4.7014561,2344.8589,2345.6443
14.9479,3.1306808,3.1306808,-0.37005866,0.25608072,0.066058233,-0.047863092,0.3461107,4.7014771,2344.8745,2345.6599
14.948,3.1307018,3.1307018,-0.37791994,0.24433066,0.067528583,-0.045765243,0.34611055,4.701498,2344.8901,2345.6755
14.9481,3.1307228,3.1307228,-0.38540831,0.23233949,0.068932332,-0.043622263,0.3461104,4.701519,2344.906,2345.6914
14.9482,3.1307437,3.1307437,-0.39251631,0.220119,0.070268102,-0.041436259,0.34611025,4.70154,2344.9216,2345.707
14.9483,3.1307647,3.1307647,-0.39923695,0.20768127,0.071534574,-0.039209388,0.34611011,4.701561,2344.9373,2345.7227
14.9484,3.1307855,3.1307855,-0.40556362,0.19503857,0.072730497,-0.036943849,0.34610996,4.701582,2344.9529,2345.7383
14.9485,3.1308064,3.1308064,-0.41149002,0.18220337,0.073854685,-0.034641877,0.34610981,4.7016029,2344.9688,2345.7542
14.9486,3.1308274,3.1308274,-0.41701037,0.16918835,0.074906044,-0.032305736,0.34610966,4.7016239,2344.9844,2345.7698
14.9487,3.1308484,3.1308484,-0.42211917,0.15600635,0.075883523,-0.029937735,0.34610954,4.7016449,2345,2345.7854
14.9488,3.1308694,3.1308694,-0.4268114,0.14267036,0.076786168,-0.027540207,0.34610939,4.7016659,2345.0159,2345.8013
14.9489,3.1308904,3.1308904,-0.43108243,0.12919357,0.077613086,-0.02511552,0.34610924,4.7016869,2345.0315,2345.8169
14.949,3.1309114,3.1309114,-0.43492803,0.11558927,0.078363456,-0.022666061,0.34610909,4.7017074,2345.0471,2345.8325
14.9491,3.1309321,3.1309321,-0.43834442,0.10187087,0.079036549,-0.020194247,0.34610894,4.7017283,2345.063,2345.8484
14.9492,3.1309531,3.1309531,-0.4413282,0.08805193,0.079631686,-0.01770252,0.34610879,4.7017493,2345.0786,2345.864
14.9493,3.1309741,3.1309741,-0.44387648,0.07414607,0.080148295,-0.015193331,0.34610865,4.7017703,2345.0942,2345.8796
14.9494,3.130995,3.130995,-0.44598666,0.060167022,0.080585852,-0.012669158,0.3461085,4.7017913,2345.1099,2345.8953
14.9495,3.131016,3.131016,-0.44765675,0.046128582,0.080943942,-0.01013249,0.34610835,4.7018123,2345.1257,2345.9111
14.9496,3.131037,3.131037,-0.44888505,0.032044604,0.081222199,-0.0075858282,0.3461082,4.7018332,2345.1414,2345.9268
14.9497,3.1310577,3.1310577,-0.44967034,0.017928984,0.081420355,-0.0050316849,0.34610805,4.7018542,2345.157,2345.9424
14.9498,3.1310787,3.1310787,-0.45001188,0.0037956568,0.081538215,-0.0024725783,0.3461079,4.7018752,2345.1729,2345.9583
14.9499,3.1310997,3.1310997,-0.4499093,-0.010341435,0.081575654,8.8967143e-05,0.34610775,4.7018962,2345.1885,2345.9739
14.95,3.1311207,3.1311207,-0.44936273,-0.024468336,0.081532642,0.0026504255,0.3461076,4.7019172,2345.2041,2345.9895
14.9501,3.1311417,3.1311417,-0.44837269,-0.038571104,0.081409223,0.0052092704,0.34610745,4.7019382,2345.22,2346.0051
14.9502,3.1311626,3.1311626,-0.44694015,-0.052635826,0.081205517,0.0077629783,0.3461073,4.7019587,2345.2356,2346.021
14.9503,3.1311836,3.1311834,-0.44506654,-0.066648617,0.080921717,0.010309031,0.34610716,4.7019796,2345.2512,2346.0366
14.9504,3.1312044,3.1312044,-0.4427537,-0.08059565,0.080558121,0.012844917,0.34610701,4.7020006,2345.2668,2346.0522
14.9505,3.1312253,3.1312253,-0.4400039,-0.094463162,0.080115065,0.015368136,0.34610686,4.7020216,2345.2827,2346.0681
14.9506,3.1312463,3.1312463,-0.43681985,-0.10823747,0.07959301,0.017876199,0.34610671,4.7020426,2345.2983,2346.0837
14.9507,3.1312673,3.1312673,-0.43320474,-0.12190497,0.078992449,0.020366631,0.34610656,4.7020636,2345.314,2346.0994
14.9508,3.1312883,3.1312883,-0.42916211,-0.13545218,0.078313984,0.022836979,0.34610641,4.7020845,2345.3298,2346.1152
14.9509,3.1313093,3.1313093,-0.42469594,-0.14886573,0.077558286,0.025284806,0.34610626,4.7021055,2345.3455,2346.1309
14.951,3.13133,3.13133,-0.41981062,-0.16213238,0.076726101,0.027707696,0.34610611,4.7021265,2345.3611,2346.1465
14.9511,3.131351,3.131351,-0.414511,-0.17523906,0.075818248,0.030103261,0.34610596,4.7021475,2345.3767,2346.1621
14.9512,3.131372,3.131372,-0.4088023,-0.18817279,0.074835613,0.032469139,0.34610581,4.7021685,2345.3926,2346.178
14.9513,3.131393,3.131393,-0.40269017,-0.20092084,0.073779181,0.034802992,0.34610566,4.7021894,2345.4082,2346.1936
14.9514,3.1314139,3.1314139,-0.3961806,-0.21347062,0.072649978,0.037102524,0.34610552,4.7022104,2345.4238,2346.2092
14.9515,3.1314349,3.1314349,-0.38928008,-0.22580974,0.071449131,0.039365467,0.34610537,4.7022309,2345.4397,2346.2251
14.9516,3.1314559,3.1314557,-0.38199535,-0.23792604,0.070177816,0.041589584,0.34610522,4.7022519,2345.4553,2346.2407
14.9517,3.1314766,3.1314766,-0.37433362,-0.24980754,0.068837292,0.043772686,0.34610507,4.7022729,2345.4709,2346.2563
14.9518,3.1314976,3.1314976,-0.36630249,-0.26144251,0.067428879,0.045912623,0.34610492,4.7022939,2345.4868,2346.2722
14.9519,3.1315186,3.1315186,-0.35790983,-0.27281952,0.06595397,0.048007276,0.34610477,4.7023149,2345.5024,2346.2878
14.952,3.1315396,3.1315396,-0.34916395,-0.28392726,0.064414009,0.050054584,0.34610459,4.7023358,2345.5181,2346.3035
14.9521,3.1315606,3.1315606,-0.3400735,-0.29475483,0.062810518,0.052052528,0.34610444,4.7023568,2345.5337,2346.3191
14.9522,3.1315815,3.1315815,-0.33064741,-0.30529153,0.06114509,0.053999137,0.34610429,4.7023778,2345.5496,2346.335
14.9523,3.1316023,3.1316023,-0.32089499,-0.31552696,0.059419353,0.05589249,0.34610415,4.7023988,2345.5652,2346.3506
14.9524,3.1316233,3.1316233,-0.31082588,-0.32545099,0.057635017,0.057730723,0.346104,4.7024198,2345.5808,2346.3662
14.9525,3.1316442,3.1316442,-0.30045003,-0.33505386,0.05579384,0.059512019,0.34610385,4.7024407,2345.5967,2346.3821
14.9526,3.1316652,3.1316652,-0.28977764,-0.34432611,0.053897634,0.061234623,0.3461037,4.7024617,2345.6123,2346.3977
14.9527,3.1316862,3.1316862,-0.27881926,-0.35325852,0.051948275,0.06289684,0.34610355,4.7024827,2345.6279,2346.4133
14.9528,3.1317072,3.1317072,-0.26758572,-0.36184233,0.049947683,0.064497024,0.34610337,4.7025032,2345.6438,2346.4292
14.9529,3.1317279,3.1317279,-0.25608811,-0.37006909,0.047897834,0.066033602,0.34610322,4.7025242,2345.6594,2346.4448
14.953,3.1317489,3.1317489,-0.24433772,-0.37793061,0.045800742,0.067505054,0.34610307,4.7025452,2345.675,2346.4604
14.9531,3.1317699,3.1317699,-0.23234621,-0.38541916,0.04365848,0.068909928,0.34610292,4.7025661,2345.6907,2346.4761
14.9532,3.1317909,3.1317909,-0.22012538,-0.39252737,0.041473165,0.070246845,0.34610277,4.7025871,2345.7065,2346.4919
14.9533,3.1318119,3.1318119,-0.2076873,-0.39924821,0.039246943,0.071514487,0.34610263,4.7026081,2345.7222,2346.5076
14.9534,3.1318328,3.1318328,-0.19504423,-0.40557507,0.036982015,0.072711594,0.34610245,4.7026291,2345.7378,2346.5232
14.9535,3.1318538,3.1318538,-0.18220869,-0.41150165,0.034680616,0.073836997,0.3461023,4.7026501,2345.7537,2346.5391
14.9536,3.1318746,3.1318746,-0.1691933,-0.41702217,0.032345012,0.074889578,0.34610215,4.7026711,2345.7693,2346.5547
14.9537,3.1318955,3.1318955,-0.15601091,-0.42213112,0.02997751,0.075868301,0.346102,4.702692,2345.7849,2346.5703
14.9538,3.1319165,3.1319165,-0.14267457,-0.42682347,0.02758044,0.076772206,0.34610185,4.702713,2345.8005,2346.5859
14.9539,3.1319375,3.1319375,-0.12919739,-0.43109462,0.02515617,0.07760039,0.34610167,4.702734,2345.8164,2346.6018
14.954,3.1319585,3.1319585,-0.11559269,-0.43494034,0.022707092,0.078352042,0.34610152,4.702755,2345.832,2346.6174
14.9541,3.1319795,3.1319795,-0.10187391,-0.43835682,0.020235617,0.079026423,0.34610137,4.7027755,2345.8477,2346.6331
14.9542,3.1320002,3.1320002,-0.088054575,-0.44134071,0.017744185,0.079622872,0.34610122,4.7027965,2345.8635,2346.6489
14.9543,3.1320212,3.1320212,-0.07414832,-0.44388905,0.015235253,0.080140792,0.34610105,4.7028174,2345.8792,2346.6646
14.9544,3.1320422,3.1320422,-0.060168881,-0.44599932,0.012711295,0.080579668,0.3461009,4.7028384,2345.8948,2346.6802
14.9545,3.1320632,3.1320632,-0.046130043,-0.44766945,0.010174801,0.080939084,0.34610075,4.7028594,2345.9106,2346.696
14.9546,3.1320841,3.1320841,-0.032045662,-0.44889778,0.0076282704,0.081218675,0.3461006,4.7028804,2345.9263,2346.7117
14.9547,3.1321051,3.1321051,-0.017929643,-0.44968313,0.005074217,0.081418164,0.34610042,4.7029014,2345.9419,2346.7273
14.9548,3.1321261,3.1321261,-0.0037959134,-0.45002466,0.0025151584,0.081537351,0.34610027,4.7029223,2345.9575,2346.7429
14.9549,3.1321468,3.1321468,0.010341578,-0.44992208,-4.6381072e-05,0.081576131,0.34610012,4.7029433,2345.9734,2346.7588
14.955,3.1321678,3.1321678,0.02446888,-0.44937551,-0.0026078755,0.08153446,0.34609997,4.7029643,2345.989,2346.7744
14.9551,3.1321888,3.1321888,0.038572051,-0.44838542,-0.0051667984,0.081412375,0.34609979,4.7029853,2346.0046,2346.79
14.9552,3.1322098,3.1322098,0.052637171,-0.44695285,-0.0077206264,0.081209995,0.34609964,4.7030063,2346.0205,2346.8059
14.9553,3.1322308,3.1322308,0.066650361,-0.44507921,-0.01026684,0.080927528,0.3460995,4.7030272,2346.0361,2346.8215
14.9554,3.1322517,3.1322517,0.080597796,-0.44276628,-0.01280293,0.080565251,0.34609932,4.7030478,2346.0518,2346.8372
14.9555,3.1322725,3.1322725,0.094465695,-0.44001642,-0.015326393,0.080123514,0.34609917,4.7030687,2346.0676,2346.853
14.9556,3.1322935,3.1322935,0.1082404,-0.43683231,-0.017834742,0.079602763,0.34609902,4.7030897,2346.0833,2346.8687
14.9557,3.1323144,3.1323144,0.12190828,-0.43321708,-0.020325502,0.079003498,0.34609884,4.7031107,2346.0989,2346.8843
14.9558,3.1323354,3.1323354,0.13545588,-0.42917433,-0.022796217,0.078326322,0.34609869,4.7031317,2346.1145,2346.8999
14.9559,3.1323564,3.1323564,0.14886981,-0.42470804,-0.02524445,0.077571899,0.34609854,4.7031527,2346.1304,2346.9158
14.956,3.1323774,3.1323774,0.16213685,-0.4198226,-0.027667787,0.076740973,0.34609836,4.7031736,2346.146,2346.9314
14.9561,3.1323984,3.1323984,0.17524388,-0.41452283,-0.03006384,0.075834364,0.34609821,4.7031946,2346.1616,2346.947
14.9562,3.1324191,3.1324191,0.18817799,-0.40881398,-0.032430243,0.074852958,0.34609807,4.7032156,2346.1775,2346.9629
14.9563,3.1324401,3.1324401,0.20092641,-0.40270168,-0.034764659,0.07379774,0.34609789,4.7032366,2346.1931,2346.9785
14.9564,3.1324611,3.1324611,0.21347655,-0.39619195,-0.037064794,0.07266973,0.34609774,4.7032576,2346.2087,2346.9941
14.9565,3.1324821,3.1324821,0.22581603,-0.3892912,-0.039328374,0.071470059,0.34609756,4.7032785,2346.2246,2347.0098
14.9566,3.132503,3.132503,0.23793267,-0.38200629,-0.041553169,0.070199899,0.34609741,4.7032995,2346.2402,2347.0256
14.9567,3.132524,3.132524,0.24981451,-0.37434435,-0.043736983,0.068860509,0.34609726,4.70332,2346.2559,2347.0413
14.9568,3.1325448,3.1325448,0.26144981,-0.36631298,-0.045877662,0.067453206,0.34609708,4.703341,2346.2715,2347.0569
14.9569,3.1325657,3.1325657,0.27282715,-0.35792011,-0.047973096,0.065979376,0.34609693,4.703362,2346.2874,2347.0728
14.957,3.1325867,3.1325867,0.28393522,-0.34917399,-0.05002122,0.064440474,0.34609675,4.703383,2346.303,2347.0884
14.9571,3.1326077,3.1326077,0.29476309,-0.34008324,-0.052020013,0.062838025,0.34609661,4.7034039,2346.3186,2347.104
14.9572,3.1326287,3.1326287,0.30530009,-0.33065692,-0.053967502,0.061173599,0.34609646,4.7034249,2346.3345,2347.1199
14.9573,3.1326497,3.1326497,0.31553581,-0.32090423,-0.055861764,0.059448846,0.34609628,4.7034459,2346.3501,2347.1355
14.9574,3.1326706,3.1326706,0.32546014,-0.31083483,-0.057700939,0.05766546,0.34609613,4.7034669,2346.3657,2347.1511
14.9575,3.1326914,3.1326914,0.33506328,-0.30045867,-0.059483204,0.0558252,0.34609595,4.7034879,2346.3813,2347.1667
14.9576,3.1327124,3.1327124,0.34433576,-0.28978598,-0.06120681,0.053929888,0.3460958,4.7035089,2346.3972,2347.1826
14.9577,3.1327333,3.1327333,0.35326847,-0.27882731,-0.062870048,0.051981386,0.34609562,4.7035298,2346.4128,2347.1982
14.9578,3.1327543,3.1327543,0.36185253,-0.26759344,-0.06447129,0.049981616,0.34609547,4.7035508,2346.4285,2347.2139
14.9579,3.1327753,3.1327753,0.37007949,-0.2560955,-0.06600894,0.047932558,0.34609529,4.7035718,2346.4443,2347.2297
14.958,3.1327963,3.1327963,0.37794125,-0.2443448,-0.067481495,0.045836225,0.34609514,4.7035923,2346.46,2347.2454
14.9581,3.132817,3.132817,0.38543004,-0.23235294,-0.068887502,0.043694686,0.346095,4.7036133,2346.4756,2347.261
14.9582,3.132838,3.132838,0.39253846,-0.22013177,-0.070225567,0.041510053,0.34609482,4.7036343,2346.4915,2347.2769
14.9583,3.132859,3.132859,0.39925948,-0.20769334,-0.071494371,0.039284483,0.34609464,4.7036552,2346.5071,2347.2925
14.9584,3.13288,3.13288,0.40558651,-0.19504993,-0.07269267,0.037020169,0.34609449,4.7036762,2346.5227,2347.3081
14.9585,3.132901,3.132901,0.41151327,-0.18221399,-0.07381928,0.034719344,0.34609431,4.7036972,2346.5383,2347.3237
14.9586,3.1329219,3.1329219,0.41703394,-0.16919824,-0.074873082,0.032384276,0.34609416,4.7037182,2346.5542,2347.3396
14.9587,3.1329429,3.1329429,0.42214304,-0.1560155,-0.07585305,0.030017274,0.34609398,4.7037392,2346.5698,2347.3552
14.9588,3.1329637,3.1329637,0.42683554,-0.14267875,-0.076758206,0.027620664,0.34609383,4.7037601,2346.5854,2347.3708
14.9589,3.1329846,3.1329846,0.43110684,-0.1292012,-0.077587664,0.025196815,0.34609365,4.7037811,2346.6013,2347.3867
14.959,3.1330056,3.1330056,0.43495265,-0.11559613,-0.078340597,0.022748115,0.34609351,4.7038021,2346.6169,2347.4023
14.9591,3.1330266,3.1330266,0.43836924,-0.10187695,-0.079016276,0.020276979,0.34609333,4.7038231,2346.6326,2347.418
14.9592,3.1330476,3.1330476,0.4413532,-0.088057227,-0.079614021,0.017785845,0.34609318,4.7038441,2346.6484,2347.4338
14.9593,3.1330686,3.1330686,0.44390163,-0.074150585,-0.080133252,0.015277171,0.346093,4.7038646,2346.6641,2347.4495
14.9594,3.1330893,3.1330893,0.44601196,-0.060170744,-0.080573454,0.012753428,0.34609285,4.7038856,2346.6797,2347.4651
14.9595,3.1331103,3.1331103,0.44768214,-0.04613151,-0.080934197,0.010217108,0.34609267,4.7039065,2346.6953,2347.4807
14.9596,3.1331313,3.1331313,0.44891053,-0.032046732,-0.081215113,0.0076707108,0.34609249,4.7039275,2346.7112,2347.4966
14.9597,3.1331522,3.1331522,0.44969589,-0.01793031,-0.081415936,0.0051167477,0.34609234,4.7039485,2346.7268,2347.5122
14.9598,3.1331732,3.1331732,0.45003745,-0.0037961805,-0.081536464,0.0025577382,0.34609216,4.7039695,2346.7424,2347.5278
14.9599,3.1331942,3.1331942,0.44993487,0.010341714,-0.081576578,-3.794361e-06,0.34609202,4.7039905,2346.7583,2347.5437
14.96,3.1332152,3.133215,0.44938827,0.024469417,-0.081536248,-0.0025653238,0.34609184,4.7040114,2346.7739,2347.5593
14.9601,3.1332359,3.1332359,0.44839817,0.038572989,-0.081415497,-0.005124324,0.34609169,4.7040324,2346.7896,2347.575
14.9602,3.1332569,3.1332569,0.44696558,0.052638508,-0.08121445,-0.0076782708,0.34609151,4.7040534,2346.8052,2347.5906
14.9603,3.1332779,3.1332779,0.44509184,0.066652097,-0.08093331,-0.010224645,0.34609133,4.7040744,2346.821,2347.6064
14.9604,3.1332989,3.1332989,0.44277889,0.080599926,-0.080572352,-0.012760937,0.34609118,4.7040954,2346.8367,2347.6221
14.9605,3.1333199,3.1333199,0.44002897,0.094468221,-0.080131933,-0.015284644,0.346091,4.7041163,2346.8523,2347.6377
14.9606,3.1333408,3.1333408,0.43684477,0.10824331,-0.079612486,-0.017793277,0.34609082,4.7041368,2346.8682,2347.6536
14.9607,3.1333616,3.1333616,0.43322945,0.12191159,-0.079014525,-0.020284364,0.34609067,4.7041578,2346.8838,2347.6692
14.9608,3.1333826,3.1333826,0.42918658,0.13545957,-0.07833863,-0.022755444,0.3460905,4.7041788,2346.8994,2347.6848
14.9609,3.1334035,3.1334035,0.42472017,0.1488739,-0.077585481,-0.025204085,0.34609035,4.7041998,2346.9153,2347.7007
14.961,3.1334245,3.1334245,0.41983458,0.16214131,-0.076755814,-0.027627869,0.34609017,4.7042208,2346.9309,2347.7163
14.9611,3.1334455,3.1334455,0.41453466,0.17524871,-0.07585045,-0.030024406,0.34608999,4.7042418,2346.9465,2347.7319
