"Time","aimcM.is[1]","aimcM.is[2]","aimcM.is[3]","aimcM.is[4]","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertiaM.phi","loadInertiaM.w","aimc3.is[1]","aimc3.is[2]","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia3.phi","loadInertia3.w"
0.1107,468.15863,378.78717,-234.0553,-523.44128,-0.71361971,-0.172975,-0.22320379,0.093966998,0.0056279404,2.541081,780.2644,-34.821548,-0.71361971,-0.172975,-0.22320379,0.093966998,0.0056279404,2.541081
0.1108,460.18436,385.98209,-221.63431,-522.95966,-0.70799661,-0.18546908,-0.22611777,0.092344232,0.0058861501,2.6233237,766.97394,-13.517119,-0.70799661,-0.18546908,-0.22611777,0.092344232,0.0058861501,2.6233237
0.1109,451.89142,392.8746,-209.08156,-522.09412,-0.70198393,-0.19780239,-0.22897978,0.090658389,0.0061526457,2.7067893,753.15234,7.7433414,-0.70198393,-0.19780239,-0.22897978,0.090658389,0.0061526457,2.7067893
0.111,443.28659,399.45682,-196.40871,-520.84406,-0.69558686,-0.20996262,-0.23178788,0.088910885,0.0064275479,2.7914484,738.81104,28.939062,-0.69558686,-0.20996262,-0.23178788,0.088910885,0.0064275479,2.7914484
0.1111,434.37704,405.72125,-183.62753,-519.20929,-0.68881106,-0.22193751,-0.23454016,0.087103173,0.006710975,2.8772697,723.96173,50.049335,-0.68881106,-0.22193751,-0.23454016,0.087103173,0.006710975,2.8772697
0.1112,425.17032,411.66074,-170.74998,-517.19,-0.68166262,-0.2337151,-0.23723482,0.085236788,0.0070030405,2.9642208,708.61719,71.053497,-0.68166262,-0.2337151,-0.23723482,0.085236788,0.0070030405,2.9642208
0.1113,415.67419,417.26846,-157.78812,-514.78687,-0.67414784,-0.2452836,-0.23987006,0.083313331,0.0073038563,3.0522673,692.79034,91.930992,-0.67414784,-0.2452836,-0.23987006,0.083313331,0.0073038563,3.0522673
0.1114,405.89688,422.53793,-144.75409,-512.00085,-0.66627371,-0.25663143,-0.24244414,0.081334457,0.0076135295,3.1413732,676.49481,112.66139,-0.66627371,-0.25663143,-0.24244414,0.081334457,0.0076135295,3.1413732
0.1115,395.84662,427.46292,-131.66003,-508.83328,-0.65804708,-0.26774713,-0.24495541,0.079301827,0.0079321656,3.2315023,659.74438,133.2244,-0.65804708,-0.26774713,-0.24495541,0.079301827,0.0079321656,3.2315023
0.1116,385.5322,432.0376,-118.51826,-505.28592,-0.64947551,-0.27861965,-0.24740219,0.077217221,0.0082598636,3.3226166,642.55365,153.59987,-0.64947551,-0.27861965,-0.24740219,0.077217221,0.0082598636,3.3226166
0.1117,374.96252,436.25659,-105.34113,-501.36099,-0.64056689,-0.28923801,-0.24978296,0.075082436,0.0085967211,3.4146762,624.93756,173.76787,-0.64056689,-0.28923801,-0.24978296,0.075082436,0.0085967211,3.4146762
0.1118,364.14694,440.11484,-92.141029,-497.06113,-0.63132942,-0.29959166,-0.25209621,0.072899327,0.0089428294,3.5076399,606.91156,193.7086,-0.63132942,-0.29959166,-0.25209621,0.072899327,0.0089428294,3.5076399
0.1119,353.09491,443.60754,-78.930374,-492.38919,-0.62177157,-0.30967018,-0.25434047,0.070669793,0.009298278,3.6014657,588.49152,213.40257,-0.62177157,-0.30967018,-0.25434047,0.070669793,0.009298278,3.6014657
0.112,341.8161,446.73032,-65.721573,-487.34848,-0.61190206,-0.31946337,-0.25651434,0.068395764,0.0096631506,3.6961114,569.69348,232.83043,-0.61190206,-0.31946337,-0.25651434,0.068395764,0.0096631506,3.6961114
0.1121,330.32053,449.47922,-52.527088,-481.94275,-0.60173011,-0.32896152,-0.25861651,0.066079222,0.010037527,3.7915316,550.53418,251.97316,-0.60173011,-0.32896152,-0.25861651,0.066079222,0.010037527,3.7915316
0.1122,318.61844,451.85068,-39.359367,-476.17609,-0.5912652,-0.33815509,-0.26064569,0.063722216,0.010421483,3.887681,531.03076,270.81201,-0.5912652,-0.33815509,-0.26064569,0.063722216,0.010421483,3.887681
0.1123,306.72031,453.84149,-26.230839,-470.05304,-0.58051699,-0.34703484,-0.26260072,0.061326798,0.010815087,3.9845126,511.20053,289.32849,-0.58051699,-0.34703484,-0.26260072,0.061326798,0.010815087,3.9845126
0.1124,294.63672,455.44879,-13.153877,-463.57834,-0.56949556,-0.35559183,-0.26448044,0.058895063,0.011218406,4.0819793,491.06119,307.50449,-0.56949556,-0.35559183,-0.26448044,0.058895063,0.011218406,4.0819793
0.1125,282.37848,456.6701,-0.14082605,-456.75714,-0.55821109,-0.36381745,-0.26628378,0.056429144,0.011631504,4.1800327,470.6308,325.32208,-0.55821109,-0.36381745,-0.26628378,0.056429144,0.011631504,4.1800327
0.1126,269.95667,457.50345,12.796012,-449.59506,-0.54667425,-0.37170348,-0.26800972,0.05393121,0.012054432,4.2786226,449.92776,342.76389,-0.54667425,-0.37170348,-0.26800972,0.05393121,0.012054432,4.2786226
0.1127,257.38251,457.94714,25.644411,-442.09805,-0.53489584,-0.37924203,-0.26965734,0.051403459,0.012487246,4.3776984,428.97083,359.81284,-0.53489584,-0.37924203,-0.26965734,0.051403459,0.012487246,4.3776984
0.1128,244.66736,458.00003,38.392223,-434.27234,-0.52288693,-0.38642552,-0.27122581,0.048848115,0.012929987,4.4772091,407.77893,376.45218,-0.52288693,-0.38642552,-0.27122581,0.048848115,0.012929987,4.4772091
0.1129,231.82269,457.66107,51.027405,-426.12439,-0.51065868,-0.39324659,-0.27271429,0.046267413,0.013382701,4.5771031,386.37115,392.66553,-0.51065868,-0.39324659,-0.27271429,0.046267413,0.013382701,4.5771031
0.113,218.86018,456.92987,63.538002,-417.66122,-0.49822268,-0.3996985,-0.27412203,0.043663628,0.013845421,4.6773267,364.76697,408.4371,-0.49822268,-0.3996985,-0.27412203,0.043663628,0.013845421,4.6773267
0.1131,205.79164,455.8064,75.912193,-408.89008,-0.4855907,-0.40577474,-0.27544844,0.041039053,0.014318177,4.7778268,342.98608,423.7514,-0.4855907,-0.40577474,-0.27544844,0.041039053,0.014318177,4.7778268
0.1132,192.62901,454.29102,88.138275,-399.81857,-0.47277465,-0.41146919,-0.2766929,0.038396001,0.014800995,4.8785491,321.04837,438.59348,-0.47277465,-0.41146919,-0.2766929,0.038396001,0.014800995,4.8785491
0.1133,179.38428,452.38443,100.20468,-390.45453,-0.45978659,-0.41677609,-0.27785489,0.035736792,0.015293893,4.9794388,298.97379,452.94873,-0.45978659,-0.41677609,-0.27785489,0.035736792,0.015293893,4.9794388
0.1134,166.06949,450.08768,112.09999,-380.80606,-0.44663879,-0.42169002,-0.27893394,0.033063758,0.015796889,5.0804405,276.78247,466.8031,-0.44663879,-0.42169002,-0.27893394,0.033063758,0.015796889,5.0804405
0.1135,152.69688,447.40234,123.81297,-370.88171,-0.43334374,-0.42620605,-0.27992973,0.030379254,0.016309986,5.181499,254.49481,480.14304,-0.43334374,-0.42620605,-0.27992973,0.030379254,0.016309986,5.181499
0.1136,139.27873,444.33041,135.33257,-360.69028,-0.41991401,-0.43031967,-0.28084195,0.02768564,0.01683319,5.2825575,232.13121,492.95554,-0.41991401,-0.43031967,-0.28084195,0.02768564,0.01683319,5.2825575
0.1137,125.82735,440.87418,146.64787,-350.24081,-0.40636235,-0.43402669,-0.28167036,0.02498528,0.017366497,5.3835592,209.71223,505.22812,-0.40636235,-0.43402669,-0.28167036,0.02498528,0.017366497,5.3835592
0.1138,112.35503,437.03622,157.7482,-339.54248,-0.39270157,-0.43732324,-0.28241479,0.022280544,0.017909899,5.484448,187.25839,516.94861,-0.39270157,-0.43732324,-0.28241479,0.022280544,0.017909899,5.484448
0.1139,98.874207,432.8197,168.62308,-328.60489,-0.37894464,-0.44020599,-0.28307515,0.019573802,0.018463382,5.5851665,164.79034,528.10565,-0.37894464,-0.44020599,-0.28307515,0.019573802,0.018463382,5.5851665
0.114,85.397278,428.22806,179.26222,-317.43793,-0.36510468,-0.44267201,-0.28365147,0.016867427,0.019026928,5.6856575,142.3288,538.68835,-0.36510468,-0.44267201,-0.28365147,0.016867427,0.019026928,5.6856575
0.1141,71.936661,423.26526,189.65565,-306.05161,-0.3511948,-0.44471881,-0.28414381,0.014163791,0.019600507,5.7858629,119.89443,548.68646,-0.3511948,-0.44471881,-0.28414381,0.014163791,0.019600507,5.7858629
0.1142,58.504757,417.93546,199.79355,-294.45624,-0.33722827,-0.44634423,-0.28455225,0.01146526,0.020184088,5.885726,97.507927,558.09021,-0.33722827,-0.44634423,-0.28455225,0.01146526,0.020184088,5.885726
0.1143,45.11393,412.24313,209.66634,-282.6622,-0.32321829,-0.44754645,-0.28487703,0.0087741911,0.020777641,5.985189,75.18988,566.89032,-0.32321829,-0.44754645,-0.28487703,0.0087741911,0.020777641,5.985189
0.1144,31.776548,406.19336,219.26476,-270.6803,-0.30917826,-0.44832429,-0.2851184,0.0060929358,0.021381114,6.0841947,52.960915,575.07831,-0.30917826,-0.44832429,-0.2851184,0.0060929358,0.021381114,6.0841947
0.1145,18.504923,399.79144,228.57979,-258.52139,-0.29512155,-0.44867691,-0.28527671,0.0034238328,0.021994464,6.1826849,30.841539,582.64624,-0.29512155,-0.44867691,-0.28527671,0.0034238328,0.021994464,6.1826849
0.1146,5.3113127,393.04315,237.60272,-246.19661,-0.28106156,-0.44860387,-0.28535238,0.00076920789,0.022617634,6.2806029,8.8521881,589.58691,-0.28106156,-0.44860387,-0.28535238,0.00076920789,0.022617634,6.2806029
0.1147,-7.7921109,385.95441,246.32506,-233.71715,-0.26701164,-0.44810504,-0.28534585,-0.0018686248,0.023250565,6.3778915,-12.986852,595.89343,-0.26701164,-0.44810504,-0.28534585,-0.0018686248,0.023250565,6.3778915
0.1148,-20.793249,378.53156,254.73862,-221.09444,-0.25298521,-0.44718084,-0.28525773,-0.0044873706,0.023893191,6.4744945,-34.655415,601.55969,-0.25298521,-0.44718084,-0.28525773,-0.0044873706,0.023893191,6.4744945
0.1149,-33.680088,370.7814,262.8356,-208.34006,-0.23899563,-0.44583213,-0.2850886,-0.0070847566,0.024545442,6.5703549,-56.13348,606.58032,-0.23899563,-0.44583213,-0.2850886,-0.0070847566,0.024545442,6.5703549
0.115,-46.440727,362.71097,270.60843,-195.46576,-0.22505623,-0.44406021,-0.28483915,-0.0096585304,0.025207238,6.6654167,-77.401215,610.95056,-0.22505623,-0.44406021,-0.28483915,-0.0096585304,0.025207238,6.6654167
0.1151,-59.063381,354.32767,278.04993,-182.48337,-0.21118034,-0.44186673,-0.28451014,-0.012206462,0.025878496,6.7596245,-98.438972,614.66626,-0.21118034,-0.44186673,-0.28451014,-0.012206462,0.025878496,6.7596245
0.1152,-71.536392,345.63904,285.15308,-169.40475,-0.19738117,-0.4392536,-0.28410235,-0.014726337,0.026559133,6.8529229,-119.22732,617.72369,-0.19738117,-0.4392536,-0.28410235,-0.014726337,0.026559133,6.8529229
0.1153,-83.848251,336.65317,291.91135,-156.24203,-0.18367186,-0.43622345,-0.28361669,-0.017215984,0.027249053,6.9452572,-139.74709,620.12018,-0.18367186,-0.43622345,-0.28361669,-0.017215984,0.027249053,6.9452572
0.1154,-95.987602,327.37839,298.31857,-143.00737,-0.17006554,-0.43277916,-0.28305408,-0.019673251,0.027948154,7.0365744,-159.97932,621.85345,-0.17006554,-0.43277916,-0.28305408,-0.019673251,0.027948154,7.0365744
0.1155,-107.94324,317.82324,304.3688,-129.71298,-0.15657514,-0.42892414,-0.28241557,-0.022096027,0.028656334,7.1268201,-179.90541,622.92212,-0.15657514,-0.42892414,-0.28241557,-0.022096027,0.028656334,7.1268201
0.1156,-119.70416,307.99664,310.05655,-116.37115,-0.14321357,-0.42466202,-0.28170216,-0.024482215,0.029373482,7.2159419,-199.50694,623.32507,-0.14321357,-0.42466202,-0.28170216,-0.024482215,0.029373482,7.2159419
0.1157,-131.25951,297.90762,315.37653,-102.99419,-0.12999356,-0.41999689,-0.28091502,-0.026829762,0.030099485,7.3038883,-218.76584,623.06213,-0.12999356,-0.41999689,-0.28091502,-0.026829762,0.030099485,7.3038883
0.1158,-142.59865,287.56564,320.32401,-89.594521,-0.11692773,-0.41493332,-0.28005531,-0.029136658,0.03083422,7.3906083,-237.66443,622.13373,-0.11692773,-0.41493332,-0.28005531,-0.029136658,0.03083422,7.3906083
0.1159,-153.71118,276.98041,324.8945,-76.18457,-0.10402852,-0.40947628,-0.27912429,-0.031400923,0.031577565,7.4760513,-256.1853,620.54102,-0.10402852,-0.40947628,-0.27912429,-0.031400923,0.031577565,7.4760513
0.116,-164.5869,266.16187,329.08398,-62.776779,-0.091308244,-0.40363109,-0.27812326,-0.033620622,0.032329388,7.5601683,-274.31149,618.28577,-0.091308244,-0.40363109,-0.27812326,-0.033620622,0.032329388,7.5601683
0.1161,-175.21577,255.12001,332.88861,-49.383533,-0.078779049,-0.39740336,-0.27705356,-0.035793845,0.033089556,7.642911,-292.02631,615.37024,-0.078779049,-0.39740336,-0.27705356,-0.035793845,0.033089556,7.642911
0.1162,-185.58809,243.8653,336.30515,-36.017288,-0.066452868,-0.39079916,-0.27591661,-0.037918735,0.033857927,7.7242322,-309.31348,611.79742,-0.066452868,-0.39079916,-0.27591661,-0.037918735,0.033857927,7.7242322
0.1163,-195.69437,232.40829,339.3306,-22.690454,-0.054341443,-0.38382503,-0.27471384,-0.039993491,0.034634355,7.8040853,-326.15729,607.57123,-0.054341443,-0.38382503,-0.27471384,-0.039993491,0.034634355,7.8040853
0.1164,-205.52538,220.75984,341.96246,-9.4154119,-0.042456303,-0.37648776,-0.27344683,-0.042016342,0.035418693,7.8824258,-342.5423,602.69598,-0.042456303,-0.37648776,-0.27344683,-0.042016342,0.035418693,7.8824258
0.1165,-215.07216,208.93089,344.19855,3.7955124,-0.030808775,-0.36879459,-0.27211708,-0.043985572,0.03621079,7.959209,-358.45358,597.17657,-0.030808775,-0.36879459,-0.27211708,-0.043985572,0.03621079,7.959209
0.1166,-224.32596,196.93253,346.03696,16.930071,-0.019409986,-0.36075285,-0.2707262,-0.045899488,0.037010483,8.0343924,-373.87662,591.01862,-0.019409986,-0.36075285,-0.2707262,-0.045899488,0.037010483,8.0343924
0.1167,-233.27843,184.77615,347.47638,29.976051,-0.0082707526,-0.35237053,-0.26927587,-0.047756482,0.037817616,8.107934,-388.79736,584.22833,-0.0082707526,-0.35237053,-0.26927587,-0.047756482,0.037817616,8.107934
0.1168,-241.92145,172.47327,348.51578,42.921333,0.0025983399,-0.34365588,-0.26776779,-0.049554981,0.038632017,8.1797953,-403.20242,576.81274,0.0025983399,-0.34365588,-0.26776779,-0.049554981,0.038632017,8.1797953
0.1169,-250.24724,160.03554,349.15463,55.753899,0.013186976,-0.3346175,-0.26620367,-0.05129347,0.039453518,8.2499352,-417.07874,568.77936,0.013186976,-0.3346175,-0.26620367,-0.05129347,0.039453518,8.2499352
0.117,-258.24823,147.47466,349.39258,68.46183,0.02348505,-0.32526407,-0.26458538,-0.052970469,0.040281944,8.3183165,-430.41373,560.13605,0.02348505,-0.32526407,-0.26458538,-0.052970469,0.040281944,8.3183165
0.1171,-265.91727,134.80255,349.2298,81.033348,0.033482783,-0.31560484,-0.26291466,-0.054584559,0.041117124,8.384903,-443.19543,550.89166,0.033482783,-0.31560484,-0.26291466,-0.054584559,0.041117124,8.384903
0.1172,-273.24747,122.03124,348.66693,93.456772,0.04317072,-0.30564931,-0.26119339,-0.056134392,0.041958869,8.4496603,-455.41245,541.05548,0.04317072,-0.30564931,-0.26119339,-0.056134392,0.041958869,8.4496603
0.1173,-280.23236,109.17287,347.7049,105.72059,0.052539699,-0.29540727,-0.25942355,-0.057618666,0.042806994,8.5125551,-467.05396,530.63745,0.052539699,-0.29540727,-0.25942355,-0.057618666,0.042806994,8.5125551
0.1174,-286.86575,96.239632,346.34512,117.81342,0.061580863,-0.28488883,-0.25760698,-0.059036139,0.043661315,8.573555,-478.10962,519.64801,0.061580863,-0.28488883,-0.25760698,-0.059036139,0.043661315,8.573555
0.1175,-293.14169,83.243744,344.58917,129.72408,0.070285566,-0.27410412,-0.25574574,-0.060385603,0.044521641,8.6326303,-488.56952,508.09796,0.070285566,-0.27410412,-0.25574574,-0.060385603,0.044521641,8.6326303
0.1176,-299.05475,70.197578,342.43924,141.44151,0.078645639,-0.26306388,-0.25384176,-0.061665941,0.045387778,8.6897516,-498.42459,495.99905,0.078645639,-0.26306388,-0.25384176,-0.061665941,0.045387778,8.6897516
0.1177,-304.59976,57.113533,339.89789,152.95491,0.086653233,-0.25177893,-0.25189713,-0.06287609,0.04625953,8.7448921,-507.66629,483.36334,0.086653233,-0.25177893,-0.25189713,-0.06287609,0.04625953,8.7448921
0.1178,-309.772,44.004059,336.96802,164.25362,0.094300807,-0.24026044,-0.2499139,-0.064015031,0.04713669,8.7980251,-516.28668,470.20355,0.094300807,-0.24026044,-0.2499139,-0.064015031,0.04713669,8.7980251
0.1179,-314.56699,30.881588,333.65283,175.32721,0.10158116,-0.22851963,-0.24789415,-0.065081827,0.048019066,8.8491287,-524.27826,456.53275,0.10158116,-0.22851963,-0.24789415,-0.065081827,0.048019066,8.8491287
0.118,-318.98059,17.758566,329.95596,186.16544,0.1084874,-0.21656802,-0.24584001,-0.066075571,0.048906449,8.8981781,-531.63428,442.36441,0.1084874,-0.21656802,-0.24584001,-0.066075571,0.048906449,8.8981781
0.1181,-323.00919,4.6474867,325.8815,196.75835,0.11501312,-0.20441744,-0.24375363,-0.066995449,0.049798634,8.9451542,-538.34863,427.71283,0.11501312,-0.20441744,-0.24375363,-0.066995449,0.049798634,8.9451542
0.1182,-326.64951,-8.4391804,321.43381,207.09619,0.12115224,-0.19207981,-0.24163716,-0.06784071,0.050695412,8.9900379,-544.41583,412.59262,0.12115224,-0.19207981,-0.24163716,-0.06784071,0.050695412,8.9900379
0.1183,-329.89862,-21.488989,316.61771,217.16949,0.12689909,-0.17956734,-0.23949277,-0.068610661,0.051596574,9.0328121,-549.83105,397.01892,0.12689909,-0.17956734,-0.23949277,-0.068610661,0.051596574,9.0328121
0.1184,-332.75391,-34.489574,311.43817,226.96895,0.13224824,-0.16689222,-0.23732267,-0.069304638,0.052501906,9.0734615,-554.58984,381.00696,0.13224824,-0.16689222,-0.23732267,-0.069304638,0.052501906,9.0734615
0.1185,-335.2132,-47.42857,305.90073,236.48561,0.13719475,-0.15406695,-0.2351291,-0.06992209,0.053411193,9.1119709,-558.68866,364.57278,0.13719475,-0.15406695,-0.2351291,-0.06992209,0.053411193,9.1119709
0.1186,-337.27472,-60.293674,300.0112,245.71078,0.14173415,-0.14110419,-0.23291427,-0.070462517,0.054324228,9.1483307,-562.12457,347.73279,0.14173415,-0.14110419,-0.23291427,-0.070462517,0.054324228,9.1483307
0.1187,-338.93719,-73.072662,293.77579,254.63609,0.1458623,-0.12801673,-0.23068042,-0.070925474,0.055240791,9.1825294,-564.89532,330.50372,0.1458623,-0.12801673,-0.23068042,-0.070925474,0.055240791,9.1825294
0.1188,-340.19952,-85.753395,287.20099,263.25339,0.14957546,-0.11481742,-0.22842981,-0.071310595,0.056160662,9.2145586,-566.99921,312.90268,0.14957546,-0.11481742,-0.22842981,-0.071310595,0.056160662,9.2145586
0.1189,-341.061,-98.323853,280.29352,271.55478,0.15287015,-0.10151921,-0.22616471,-0.071617544,0.057083629,9.2444124,-568.435,294.94702,0.15287015,-0.10151921,-0.22616471,-0.071617544,0.057083629,9.2444124
0.119,-341.52151,-110.77209,273.06058,279.53281,0.15574355,-0.088135235,-0.2238874,-0.071846105,0.058009472,9.2720861,-569.20251,276.6546,0.15574355,-0.088135235,-0.2238874,-0.071846105,0.058009472,9.2720861
0.1191,-341.58121,-123.08629,265.50967,287.1803,0.15819319,-0.074678689,-0.22160015,-0.071996085,0.058937974,9.297576,-569.302,258.04364,0.15819319,-0.074678689,-0.22160015,-0.071996085,0.058937974,9.297576
0.1192,-341.24066,-135.25478,257.64862,294.49039,0.16021694,-0.061162833,-0.21930522,-0.072067395,0.059868917,9.3208828,-568.73444,239.13258,0.16021694,-0.061162833,-0.21930522,-0.072067395,0.059868917,9.3208828
0.1193,-340.50076,-147.26602,249.48537,301.45645,0.16181308,-0.047600955,-0.21700491,-0.072059967,0.06080208,9.3420067,-567.50128,219.94009,0.16181308,-0.047600955,-0.21700491,-0.072059967,0.06080208,9.3420067
0.1194,-339.36282,-159.10861,241.02831,308.0723,0.16298032,-0.034006402,-0.21470149,-0.071973816,0.061737247,9.3609495,-565.60474,200.48517,0.16298032,-0.034006402,-0.21470149,-0.071973816,0.061737247,9.3609495
0.1195,-337.82861,-170.77136,232.28612,314.33209,0.16371785,-0.020392595,-0.21239726,-0.071809039,0.062674195,9.377717,-563.04773,180.78709,0.16371785,-0.020392595,-0.21239726,-0.071809039,0.062674195,9.377717
0.1196,-335.90024,-182.24323,223.26775,320.23029,0.16402532,-0.0067729573,-0.2100945,-0.071565792,0.063612714,9.3923149,-559.83374,160.86543,0.16402532,-0.0067729573,-0.2100945,-0.071565792,0.063612714,9.3923149
0.1197,-333.58023,-193.51335,213.98241,325.76175,0.16390271,0.006839083,-0.20779544,-0.071244299,0.06455259,9.4047527,-555.96704,140.73988,0.16390271,0.006839083,-0.20779544,-0.071244299,0.06455259,9.4047527
0.1198,-330.87128,-204.57104,204.43942,330.92157,0.1633503,0.020430151,-0.20550239,-0.070844814,0.065493599,9.4150391,-551.45215,120.4302,0.1633503,0.020430151,-0.20550239,-0.070844814,0.065493599,9.4150391
0.1199,-327.77673,-215.4059,194.64856,335.70532,0.16236901,0.033986822,-0.20321758,-0.070367694,0.066435523,9.4231873,-546.29456,99.956551,0.16236901,0.033986822,-0.20321758,-0.070367694,0.066435523,9.4231873
0.12,-324.3002,-226.00768,184.61978,340.10898,0.16096017,0.047495734,-0.20094325,-0.069813363,0.067378163,9.4292107,-540.50037,79.339188,0.16096017,0.047495734,-0.20094325,-0.069813363,0.067378163,9.4292107
0.1201,-320.44574,-236.36638,174.36327,344.12881,0.15912545,0.060943555,-0.19868164,-0.069182299,0.068321295,9.4331255,-534.07623,58.598495,0.15912545,0.060943555,-0.19868164,-0.069182299,0.068321295,9.4331255
0.1202,-316.21759,-246.47224,163.88936,347.76144,0.15686691,0.074317031,-0.19643497,-0.068475038,0.069264717,9.434948,-527.0293,37.754917,0.15686691,0.074317031,-0.19643497,-0.068475038,0.069264717,9.434948
0.1203,-311.62045,-256.31573,153.2086,351.00385,0.15418701,0.087602988,-0.19420543,-0.067692161,0.070208222,9.4346991,-519.36737,16.828966,0.15418701,0.087602988,-0.19420543,-0.067692161,0.070208222,9.4346991
0.1204,-306.65942,-265.8876,142.33183,353.85352,0.15108873,0.10078831,-0.1919952,-0.06683436,0.071151592,9.4323988,-511.09903,-4.158648,0.15108873,0.10078831,-0.1919952,-0.06683436,0.071151592,9.4323988
0.1205,-301.33997,-275.17889,131.27005,356.30826,0.14757544,0.11385999,-0.18980645,-0.06590236,0.072094634,9.428072,-502.23328,-25.187208,0.14757544,0.11385999,-0.18980645,-0.06590236,0.072094634,9.428072
0.1206,-295.66788,-284.18088,120.03444,358.36624,0.14365093,0.12680513,-0.18764131,-0.064896956,0.07303714,9.4217415,-492.77982,-46.235954,0.14365093,0.12680513,-0.18764131,-0.064896956,0.07303714,9.4217415
0.1207,-289.64914,-292.88507,108.63619,360.02594,0.1393192,0.13961096,-0.1855019,-0.063818976,0.073978916,9.413435,-482.74854,-67.284233,0.1393192,0.13961096,-0.1855019,-0.063818976,0.073978916,9.413435
0.1208,-283.29019,-301.28336,97.086845,361.28635,0.13458484,0.15226483,-0.18339032,-0.062669359,0.07491976,9.4031801,-472.15033,-88.311256,0.13458484,0.15226483,-0.18339032,-0.062669359,0.07491976,9.4031801
0.1209,-276.5979,-309.36792,85.398018,362.14679,0.12945285,0.16475429,-0.18130863,-0.061449066,0.075859487,9.3910074,-460.99652,-109.2963,0.12945285,0.16475429,-0.18130863,-0.061449066,0.075859487,9.3910074
0.121,-269.57938,-317.13123,73.58149,362.60709,0.1239286,0.17706698,-0.17925887,-0.060159136,0.076797895,9.3769484,-449.29895,-130.21867,0.1239286,0.17706698,-0.17925887,-0.060159136,0.076797895,9.3769484
0.1211,-262.24194,-324.56604,61.649105,362.6673,0.11801776,0.18919076,-0.17724302,-0.05880066,0.077734813,9.3610373,-437.06992,-151.05779,0.11801776,0.18919076,-0.17724302,-0.05880066,0.077734813,9.3610373
0.1212,-254.59328,-331.66544,49.612774,362.32779,0.11172633,0.20111364,-0.17526311,-0.057374768,0.078670047,9.3433075,-424.32211,-171.79317,0.11172633,0.20111364,-0.17526311,-0.057374768,0.078670047,9.3433075
0.1213,-246.64143,-338.42282,37.484619,361.5896,0.10506087,0.21282385,-0.17332104,-0.055882674,0.079603411,9.3237982,-411.06906,-192.40437,0.10506087,0.21282385,-0.17332104,-0.055882674,0.079603411,9.3237982
0.1214,-238.39473,-344.83203,25.276812,360.45395,0.098028228,0.22430986,-0.17141873,-0.054325644,0.080534749,9.3025455,-397.32455,-212.87114,0.098028228,0.22430986,-0.17141873,-0.054325644,0.080534749,9.3025455
0.1215,-229.86179,-350.88718,13.001594,358.92261,0.090635642,0.23556031,-0.16955805,-0.052704997,0.081463866,9.2795916,-383.103,-233.17332,0.090635642,0.23556031,-0.16955805,-0.052704997,0.081463866,9.2795916
0.1216,-221.05138,-356.58261,0.67120641,356.99744,0.082890563,0.24656406,-0.16774082,-0.051022086,0.082390606,9.2549772,-368.41898,-253.29095,0.082890563,0.24656406,-0.16774082,-0.051022086,0.082390606,9.2549772
0.1217,-211.97263,-361.91315,-11.70201,354.68091,0.074800879,0.25731024,-0.16596887,-0.04927833,0.083314806,9.2287436,-353.28769,-273.20428,0.074800879,0.25731024,-0.16596887,-0.04927833,0.083314806,9.2287436
0.1218,-202.63493,-366.87399,-24.105656,351.97589,0.066374883,0.26778826,-0.16424392,-0.047475208,0.084236301,9.2009382,-337.72491,-292.89371,0.066374883,0.26778826,-0.16424392,-0.047475208,0.084236301,9.2009382
0.1219,-193.04799,-371.46066,-36.527317,348.88553,0.057621162,0.27798775,-0.16256769,-0.04561425,0.085154943,9.1716051,-321.74664,-312.3399,0.057621162,0.27798775,-0.16256769,-0.04561425,0.085154943,9.1716051
0.122,-183.22166,-375.66904,-48.954578,345.41345,0.048548616,0.28789866,-0.16094184,-0.043697022,0.086070575,9.1407938,-305.36945,-331.52377,0.048548616,0.28789866,-0.16094184,-0.043697022,0.086070575,9.1407938
0.1221,-173.16591,-379.49527,-61.375076,341.56339,0.039166294,0.2975111,-0.15936801,-0.041725129,0.086983055,9.108551,-288.60983,-350.42642,0.039166294,0.2975111,-0.15936801,-0.041725129,0.086983055,9.108551
0.1222,-162.89113,-382.93607,-73.776367,337.33975,0.029483793,0.30681562,-0.15784776,-0.039700247,0.087892242,9.0749273,-271.48523,-369.02933,0.029483793,0.30681562,-0.15784776,-0.039700247,0.087892242,9.0749273
0.1223,-152.40787,-385.9884,-86.14608,332.74719,0.019510927,0.31580305,-0.15638264,-0.037624087,0.088797994,9.0399752,-254.01312,-387.31424,0.019510927,0.31580305,-0.15638264,-0.037624087,0.088797994,9.0399752
