"Time","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee3.stator.stray.port_p.Phi.im","smeeM.stator.stray.port_p.Phi.im","smeeM.is[4]","smee3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smeeM.is[3]","smeeM.is[1]","constantSpeedM.phi","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee3.stator.stray.port_p.Phi.re","smeeM.stator.stray.port_p.Phi.re","constantSpeed3.phi","smeeM.is[2]","smee3.is[1]","smee3.is[2]","smee3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im"
15.031,-0.16221245,0.026950099,0.026950099,-147.2579,-0.4200373,-87.53923,145.11261,2357.9192,-0.4200373,0.076984629,0.076984629,2357.9192,93.155685,241.85435,-47.604069,-0.16221245
15.032,-0.28407389,0.049411654,0.049411654,-153.70854,-0.34935552,-44.217342,122.32492,2358.0762,-0.34935552,0.064895384,0.064895384,2358.0762,126.38071,203.87486,32.496803,-0.28407389
15.033,-0.37812984,0.067040578,0.067040578,-145.12611,-0.24447511,3.4289694,87.573654,2358.2332,-0.24447511,0.046459269,0.046459269,2358.2332,147.24535,145.9561,109.41918,-0.37812984
15.034,-0.43517303,0.078112744,0.078112744,-122.35011,-0.1156621,50.739777,44.257618,2358.3901,-0.1156621,0.023479396,0.023479396,2358.3901,153.70901,73.762695,175.63991,-0.43517303
15.035,-0.44961905,0.081545293,0.081545293,-87.608078,0.024474708,93.08799,-3.3867698,2358.5471,0.024474708,-0.0017967371,-0.0017967371,2358.5471,145.13962,-5.6446161,224.68251,-0.44961905
15.036,-0.42005321,0.077002533,0.077002533,-44.297905,0.16221784,126.33188,-50.699783,2358.7041,0.16221784,-0.026897071,-0.026897071,2358.7041,122.3753,-84.499641,251.75055,-0.42005321
15.037,-0.34936899,0.0649288,0.0649288,3.3445611,0.28408393,147.22017,-93.054115,2358.8611,0.28408393,-0.049366742,-0.049366742,2358.8611,87.642502,-155.09019,254.19681,-0.34936899
15.038,-0.24448484,0.046504922,0.046504922,50.659782,0.37814355,153.70996,-126.30744,2359.0178,0.37814355,-0.067008182,-0.067008182,2359.0178,44.338196,-210.51241,231.7821,-0.24448484
15.039,-0.11566711,0.02353283,0.02353283,93.020233,0.43518907,145.1666,-147.20755,2359.1748,0.43518907,-0.078096032,-0.078096032,2359.1748,-3.3023484,-245.34592,186.69872,-0.11566711
15.04,0.024474893,-0.0017407527,-0.0017407527,126.283,0.44963586,122.42567,-153.71042,2359.3318,0.44963586,-0.081545904,-0.081545904,2359.3318,-50.619778,-256.18402,123.35595,0.024474893
15.041,0.1622232,-0.026844013,-0.026844013,147.19493,0.42006916,87.711334,-145.18005,2359.4888,0.42006916,-0.077020414,-0.077020414,2359.4888,-92.986351,-241.96677,47.948906,0.1622232
15.042,0.28409395,-0.049321804,-0.049321804,153.71086,0.34938249,44.418766,-122.45084,2359.6458,0.34938249,-0.064962186,-0.064962186,2359.6458,-126.25855,-204.08473,-32.147415,0.28409395
15.043,0.37815726,-0.06697575,-0.06697575,145.19351,0.24449457,-3.2179313,-87.745735,2359.8027,0.24449457,-0.046550561,-0.046550561,2359.8027,-147.18231,-146.2429,-109.09942,0.37815726
15.044,0.4352051,-0.078079291,-0.078079291,122.47599,0.11567215,-50.539768,-44.45903,2359.9597,0.11567215,-0.023586249,-0.023586249,2359.9597,-153.71129,-74.098389,-175.38106,0.4352051
15.045,0.44965267,-0.081546478,-0.081546478,87.780121,-0.024475053,-92.918571,3.1757352,2360.1167,-0.024475053,0.0016847798,0.0016847798,2360.1167,-145.20695,5.292892,-224.50987,0.44965267
15.046,0.42008507,-0.077038236,-0.077038236,44.499279,-0.16222854,-126.20962,50.499763,2360.2737,-0.16222854,0.026790956,0.026790956,2360.2737,-122.50111,84.166275,-251.681,0.42008507
15.047,0.34939599,-0.06499552,-0.06499552,-3.1335478,-0.28410393,-147.157,92.884666,2360.4307,-0.28410393,0.049276847,0.049276847,2360.4307,-87.814484,154.80779,-254.23714,0.34939599
15.048,0.24450433,-0.046596136,-0.046596136,-50.459759,-0.37817094,-153.71205,126.18512,2360.5876,-0.37817094,0.066943288,0.066943288,2360.5876,-44.539516,210.30853,-231.92833,0.24450433
15.049,0.1156772,-0.023639619,-0.023639619,-92.850754,-0.43522114,-145.23375,147.14432,2360.7446,-0.43522114,0.078062482,0.078062482,2360.7446,3.0913653,245.24052,-186.93655,0.1156772
15.05,-0.0244752,0.0016288309,0.0016288309,-126.16061,-0.44966948,-122.55129,153.7124,2360.9016,-0.44966948,0.081546962,0.081546962,2360.9016,50.41975,256.18735,-123.66212,-0.0244752
15.051,-0.16223387,0.026737893,0.026737893,-147.13159,-0.42010102,-87.883141,145.2471,2361.0586,-0.42010102,0.077055976,0.077055976,2361.0586,92.816826,242.07849,-48.293484,-0.16223387
15.052,-0.28411394,0.04923185,0.04923185,-153.71274,-0.34940949,-44.619968,122.57635,2361.2156,-0.34940949,0.065028772,0.065028772,2361.2156,126.13608,204.29391,31.798092,-0.28411394
15.053,-0.37818462,0.066910759,0.066910759,-145.26044,-0.24451408,3.0069904,87.917465,2361.3726,-0.24451408,0.046641663,0.046641663,2361.3726,147.11885,146.5291,108.77948,-0.37818462
15.054,-0.43523714,0.078045599,0.078045599,-122.60141,-0.11568226,50.339695,44.660194,2361.5295,-0.11568226,0.023692969,0.023692969,2361.5295,153.71304,74.433655,175.12177,-0.43523714
15.055,-0.44968626,0.081547379,0.081547379,-87.951782,0.024475336,92.748909,-2.9647892,2361.6865,0.024475336,-0.0015728695,-0.0015728695,2361.6865,145.27376,-4.9413152,224.33655,-0.44968626
15.056,-0.42011696,0.077073656,0.077073656,-44.700424,0.16223919,126.08696,-50.299644,2361.8435,0.16223919,-0.026684791,-0.026684791,2361.8435,122.62645,-83.832741,251.6106,-0.42011696
15.057,-0.34942299,0.065061994,0.065061994,2.9225788,0.2841239,147.09334,-92.714935,2362.0005,0.2841239,-0.049186803,-0.049186803,2362.0005,87.986107,-154.5249,254.27657,-0.34942299
15.058,-0.24452387,0.046687182,0.046687182,50.259586,0.37819827,153.71362,-126.06238,2362.1575,0.37819827,-0.06687817,-0.06687817,2362.1575,44.740658,-210.10396,232.07375,-0.24452387
15.059,-0.11568734,0.023746332,0.023746332,92.680954,0.43525317,145.3004,-147.08057,2362.3145,0.43525317,-0.078028664,-0.078028664,2362.3145,-2.8803639,-245.13428,187.17377,-0.11568734
15.06,0.02447545,-0.001516883,-0.001516883,126.0378,0.44970307,122.67654,-153.71391,2362.4714,0.44970307,-0.081547759,-0.081547759,2362.4714,-50.219524,-256.18985,123.96794,0.02447545
15.061,0.16224448,-0.026631659,-0.026631659,147.06778,0.42013291,88.054733,-145.31371,2362.6284,0.42013291,-0.077091314,-0.077091314,2362.6284,-92.646957,-242.18951,48.638027,0.16224448
15.062,0.28413388,-0.049141724,-0.049141724,153.71417,0.34943655,44.821121,-122.70156,2362.7854,0.34943655,-0.065095201,-0.065095201,2362.7854,-126.0132,-204.50261,-31.448534,0.28413388
15.063,0.37821195,-0.066845551,-0.066845551,145.327,0.24453366,-2.7959445,-88.089035,2362.9424,0.24453366,-0.046732683,-0.046732683,2362.9424,-147.05498,-146.81505,-108.4591,0.37821195
15.064,0.43526918,-0.078011699,-0.078011699,122.72657,0.11569244,-50.139404,-44.861336,2363.0994,0.11569244,-0.023799678,-0.023799678,2363.0994,-153.71443,-74.768898,-174.86191,0.43526918
15.065,0.44971988,-0.081548095,-0.081548095,88.123314,-0.024475539,-92.578964,2.7537472,2363.2563,-0.024475539,0.0014609082,0.0014609082,2363.2563,-145.34026,4.5895786,-224.16261,0.44971988
15.066,0.42014885,-0.07710892,-0.07710892,44.901535,-0.16224976,-125.96398,50.099346,2363.4133,-0.16224976,0.026578529,0.026578529,2363.4133,-122.75156,83.498909,-251.53961,0.42014885
15.067,0.34945008,-0.065128341,-0.065128341,-2.7115586,-0.28414381,-147.02934,92.54496,2363.5703,-0.28414381,0.049096629,0.049096629,2363.5703,-88.15757,154.24161,-254.31543,0.34945008
15.068,0.24454346,-0.046778124,-0.046778124,-50.059288,-0.37822556,-153.71484,125.93934,2363.7273,-0.37822556,0.066812895,0.066812895,2363.7273,-44.941715,209.8989,-232.21864,0.24454346
15.069,0.11569756,-0.023852978,-0.023852978,-92.510948,-0.43528518,-145.36671,147.01648,2363.8843,-0.43528518,0.077994667,0.077994667,2363.8843,2.6693745,245.02747,-187.41051,0.11569756
15.07,-0.024475617,0.0014049578,0.0014049578,-125.91469,-0.44973668,-122.80145,153.71503,2364.0413,-0.44973668,0.081548348,0.081548348,2364.0413,50.019222,256.19171,-124.27338,-0.024475617
15.071,-0.16225502,0.026525391,0.026525391,-147.0036,-0.42016479,-88.226028,145.37991,2364.198,-0.42016479,0.077126436,0.077126436,2364.198,92.476913,242.29985,-48.982315,-0.16225502
15.072,-0.28415376,0.049051493,0.049051493,-153.71516,-0.34946361,-45.022057,122.82636,2364.355,-0.34946361,0.065161407,0.065161407,2364.355,125.89001,204.7106,31.099049,-0.28415376
15.073,-0.37823918,0.066780172,0.066780172,-145.39307,-0.24455328,2.5849977,88.260246,2364.512,-0.24455328,0.046823513,0.046823513,2364.512,146.99069,147.1004,108.13856,-0.37823918
15.074,-0.43530118,0.077977553,0.077977553,-122.85127,-0.11570268,49.939053,45.062229,2364.6689,-0.11570268,0.023906255,0.023906255,2364.6689,153.7153,75.103714,174.60161,-0.43530118
15.075,-0.44975346,0.081548534,0.081548534,-88.294456,0.024475683,92.408791,-2.5427959,2364.8259,0.024475683,-0.0013489951,-0.0013489951,2364.8259,145.40623,-4.2379932,223.98801,-0.44975346
15.076,-0.42018077,0.077143893,0.077143893,-45.102409,0.16226028,125.84061,-49.898949,2364.9829,0.16226028,-0.026472215,-0.026472215,2364.9829,122.87618,-83.164917,251.46777,-0.42018077
15.077,-0.34947717,0.065194443,0.065194443,2.5005846,0.28416368,146.96483,-92.37471,2365.1399,0.28416368,-0.049006306,-0.049006306,2365.1399,88.328674,-153.95784,254.35338,-0.34947717
15.078,-0.24456312,0.046868894,0.046868894,49.858837,0.37825283,153.71553,-125.81588,2365.2969,0.37825283,-0.066747397,-0.066747397,2365.2969,45.14259,-209.69313,232.36273,-0.24456312
15.079,-0.11570783,0.023959547,0.023959547,92.340622,0.43531719,145.43254,-146.95189,2365.4539,0.43531719,-0.077960402,-0.077960402,2365.4539,-2.4583688,-244.91982,187.64662,-0.11570783
15.08,0.024475725,-0.0012930075,-0.0012930075,125.79115,0.44977027,122.92597,-153.71564,2365.6108,0.44977027,-0.081548676,-0.081548676,2365.6108,-49.818718,-256.19272,124.57848,0.024475725
15.081,0.16226551,-0.02641901,-0.02641901,146.93893,0.42019674,88.397102,-145.44568,2365.7678,0.42019674,-0.077161327,-0.077161327,2365.7678,-92.306526,-242.40945,49.326557,0.16226551
15.082,0.28417358,-0.048961088,-0.048961088,153.71573,0.34949076,45.222942,-122.95086,2365.9248,0.34949076,-0.065227456,-0.065227456,2365.9248,-125.76641,-204.91811,-30.749331,0.28417358
15.083,0.37826645,-0.066714592,-0.066714592,145.4588,0.24457298,-2.3739474,-88.431297,2366.0818,0.24457298,-0.046914261,-0.046914261,2366.0818,-146.92598,-147.3855,-107.81757,0.37826645
15.084,0.43533316,-0.077943206,-0.077943206,122.97573,0.115713,-49.738487,-45.263103,2366.2388,0.115713,-0.024012823,-0.024012823,2366.2388,-153.71581,-75.438507,-174.34076,0.43533316
15.085,0.44978708,-0.08154878,-0.08154878,88.465469,-0.024475746,-92.238319,2.3317499,2366.3958,-0.024475746,0.0012370318,0.0012370318,2366.3958,-145.47189,3.88625,-223.81281,0.44978708
15.086,0.42021272,-0.077178709,-0.077178709,45.303249,-0.16227071,-125.7169,49.698372,2366.5527,-0.16227071,0.026365805,0.026365805,2366.5527,-123.00057,82.83062,-251.39534,0.42021272
15.087,0.34950435,-0.06526041,-0.06526041,-2.289561,-0.28418347,-146.89999,92.204208,2366.7097,-0.28418347,0.048915852,0.048915852,2366.7097,-88.499626,153.67369,-254.39078,0.34950435
15.088,0.24458285,-0.046959564,-0.046959564,-49.65826,-0.37828004,-153.71588,125.69213,2366.8667,-0.37828004,0.066681743,0.066681743,2366.8667,-45.343376,209.48688,-232.50629,0.24458285
15.089,0.11571819,-0.02406605,-0.02406605,-92.17009,-0.43534914,-145.498,146.88696,2367.0237,-0.43534914,0.07792595,0.07792595,2367.0237,2.2473764,244.8116,-187.88228,0.11571819
15.09,-0.024475751,0.0011810807,0.0011810807,-125.66733,-0.44980389,-123.05017,153.71587,2367.1807,-0.44980389,0.081548803,0.081548803,2367.1807,49.618137,256.19312,-124.88319,-0.024475751
15.091,-0.16227591,0.026312595,0.026312595,-146.87392,-0.42022869,-88.567879,145.51103,2367.3376,-0.42022869,0.077196002,0.077196002,2367.3376,92.135956,242.51839,-49.670536,-0.16227591
15.092,-0.28419334,0.048870582,0.048870582,-153.71584,-0.34951794,-45.423607,123.07494,2367.4946,-0.34951794,0.06529329,0.06529329,2367.4946,125.6425,205.12491,30.399687,-0.28419334
15.093,-0.37829363,0.066648833,0.066648833,-145.52403,-0.24459271,2.162998,88.60199,2367.6516,-0.24459271,0.047004819,0.047004819,2367.6516,146.86084,147.66998,107.49643,-0.37829363
15.094,-0.43536511,0.07790862,0.07790862,-123.09972,-0.11572338,49.537861,45.463726,2367.8086,-0.11572338,0.024119256,0.024119256,2367.8086,153.71579,75.772881,174.07947,-0.43536511
15.095,-0.44982067,0.08154875,0.08154875,-88.636101,0.024475746,92.067619,-2.1207967,2367.9656,0.024475746,-0.0011251175,-0.0011251175,2367.9656,145.53702,-3.5346611,223.63693,-0.44982067
15.096,-0.42024466,0.077213235,0.077213235,-45.503853,0.1622811,125.59282,-49.497704,2368.1226,0.1622811,-0.026259346,-0.026259346,2368.1226,123.12448,-82.49617,251.32205,-0.42024466
15.097,-0.34953153,0.065326132,0.065326132,2.0785859,0.2842032,146.83464,-92.03344,2368.2795,0.2842032,-0.048825253,-0.048825253,2368.2795,88.670212,-153.38905,254.42728,-0.34953153
15.098,-0.24460261,0.047050063,0.047050063,49.457535,0.37830722,153.71568,-125.56796,2368.4365,0.37830722,-0.066615865,-0.066615865,2368.4365,45.54398,-209.27992,232.64902,-0.24460261
15.099,-0.11572859,0.024172476,0.024172476,91.999245,0.43538108,145.56299,-146.82153,2368.5935,0.43538108,-0.077891245,-0.077891245,2368.5935,-2.03637,-244.70256,188.11731,-0.11572859
15.1,0.024475716,-0.0010691273,-0.0010691273,125.54309,0.44983751,123.17401,-153.71562,2368.7505,0.44983751,-0.081548668,-0.081548668,2368.7505,-49.417366,-256.19272,125.18758,0.024475716
