"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.ir[1]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","aimsM.ir[2]","aimsM.ir[3]","aimsM.is[3]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.ir[4]","aims3.ir[1]","aimsM.is[2]","aims3.ir[2]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aims3.is[2]","aimsM.is[4]","aims3.is[1]","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia3.w","loadInertiaM.w","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.phi","aimsM.is[1]"
1.0091,-0.40737903,-140.04636,0.40499878,-0.40737945,100.88145,-99.778419,78.379906,-1.7490926,0.40505826,0.1194162,148.21986,-233.33162,145.98941,30.765619,-0.07800018,101.7779,-147.0704,153.29036,0.11941611,134.99062,134.99101,-0.077692807,100.88107,91.975502
1.0092,-0.41065943,-140.49821,0.40459913,-0.41065985,100.89494,-100.71645,78.252022,3.1730347,0.40465933,0.10640284,149.07886,-234.08359,148.17426,29.92944,-0.078935251,109.74522,-146.21321,147.33745,0.10640273,135.02132,135.02171,-0.078628093,100.89457,88.403694
1.0093,-0.41352773,-140.94412,0.40419388,-0.41352814,100.90845,-101.65313,78.119026,8.1339607,0.40425482,0.093296021,149.93335,-234.82564,150.21921,29.087578,-0.079873301,117.66334,-145.19215,141.17577,0.093295902,135.05222,135.05261,-0.079566382,100.90807,84.706619
1.0094,-0.41598126,-141.38412,0.40378299,-0.41598168,100.92196,-102.58831,77.981064,13.128323,0.40384468,0.080108792,150.78326,-235.55788,152.12105,28.240318,-0.080814309,125.52299,-144.00729,134.81094,0.080108657,135.08331,135.08371,-0.080507621,100.92159,80.887657
1.0095,-0.4180178,-141.8183,0.40336654,-0.41801825,100.93547,-103.52189,77.838249,18.15073,0.40342897,0.066854231,151.62857,-236.28036,153.87672,27.387886,-0.081758223,133.315,-142.65897,128.24884,0.066854082,135.11462,135.11502,-0.081451774,100.93509,76.950317
1.0096,-0.41963556,-142.24667,0.40294445,-0.41963598,100.94898,-104.45373,77.69072,23.195702,0.40300763,0.053545509,152.46924,-236.99323,155.48335,26.530567,-0.082705013,141.03015,-141.14763,121.49561,0.053545348,135.14612,135.14651,-0.082398802,100.94861,72.8983
1.0096999,-0.42083311,-142.66933,0.40251678,-0.42083356,100.96249,-105.38369,77.53862,28.257713,0.40258071,0.040195841,153.30519,-237.69652,156.93822,25.668642,-0.083654635,148.6593,-139.47398,114.55764,0.040195663,135.17783,135.17822,-0.083348669,100.96212,68.735435
1.0098,-0.42160946,-143.08627,0.40208349,-0.42160991,100.97601,-106.31165,77.382057,33.33123,0.40214816,0.026818462,154.1364,-238.39032,158.23874,24.802332,-0.08460705,156.19344,-137.6389,107.44153,0.02681827,135.20972,135.21011,-0.08430133,100.97564,64.465683
1.0099,-0.42196405,-143.49759,0.40164459,-0.4219645,100.98954,-107.2375,77.221169,38.410656,0.40171003,0.01342664,154.9628,-239.07472,159.38252,23.931906,-0.085562222,163.62355,-135.64343,100.15414,0.013426432,135.24181,135.2422,-0.085256755,100.98917,60.093163
1.01,-0.42189673,-143.90331,0.40120012,-0.4218972,101.00307,-108.16107,77.056084,43.490364,0.40126628,3.3650926e-05,155.78435,-239.7498,160.36737,23.057632,-0.086520113,170.94075,-133.48886,92.70256,3.3427685e-05,135.27408,135.27448,-0.086214907,101.00269,55.622128
1.0101,-0.42140776,-144.30345,0.40075001,-0.42140824,101.01659,-109.08226,76.886902,48.564728,0.40081695,-0.013347238,156.60098,-240.41559,161.19124,22.179739,-0.087480687,178.13625,-131.17659,85.09407,-0.013347478,135.30655,135.30695,-0.087175742,101.01622,51.056938
1.0102,-0.4204978,-144.69807,0.40029433,-0.42049828,101.03013,-110.00094,76.713753,53.628098,0.40036204,-0.026702775,157.41264,-241.07219,161.85225,21.29847,-0.088443905,185.20134,-128.70827,77.336159,-0.02670303,135.33922,135.33961,-0.088139229,101.02975,46.402096
1.0103,-0.419168,-145.0872,0.39983305,-0.41916847,101.04366,-110.91697,76.536751,58.674801,0.39990154,-0.040019736,158.21928,-241.71964,162.34872,20.414083,-0.089409731,192.12746,-126.08571,69.436554,-0.040020008,135.37206,135.37247,-0.08910533,101.04329,41.662231
1.0104001,-0.41741982,-145.47089,0.39936623,-0.41742027,101.0572,-111.83022,76.35601,63.699184,0.39943546,-0.053284947,159.02083,-242.358,162.67917,19.526812,-0.090378135,198.90616,-123.31091,61.403126,-0.053285237,135.40509,135.4055,-0.090074003,101.05682,36.842075
1.0105,-0.41525516,-145.84915,0.3988938,-0.41525564,101.07074,-112.74059,76.171631,68.695595,0.39896381,-0.066485286,159.81725,-242.9873,162.84225,18.636873,-0.091349065,205.52914,-120.38605,53.243938,-0.066485591,135.43831,135.43872,-0.091045223,101.07037,31.946457
1.0106,-0.41267639,-146.222,0.39841583,-0.41267687,101.08429,-113.6479,75.983734,73.658379,0.39848661,-0.079607695,160.60844,-243.60764,162.83687,17.744522,-0.092322506,211.98825,-117.31348,44.967258,-0.079608016,135.47173,135.47212,-0.09201894,101.08392,26.980341
1.0107,-0.40968627,-146.58949,0.39793232,-0.40968674,101.09784,-114.55207,75.792427,78.581909,0.39800385,-0.092639208,161.39436,-244.21901,162.66205,16.849983,-0.093298405,218.27548,-114.09576,36.581493,-0.092639551,135.50531,135.50571,-0.09299513,101.09746,21.948771
1.0108,-0.40628791,-146.95163,0.39744326,-0.40628836,101.11139,-115.45295,75.597786,83.460594,0.39751557,-0.10556695,162.17496,-244.82147,162.31706,15.953459,-0.094276734,224.38301,-110.73558,28.095179,-0.10556731,135.53908,135.53947,-0.093973748,101.11102,16.856869
1.0109,-0.40248483,-147.30846,0.39694867,-0.40248531,101.12495,-116.35042,75.39994,88.288849,0.39702174,-0.11837815,162.95015,-245.41505,161.80133,15.055189,-0.095257454,230.30318,-107.23582,19.517048,-0.11837853,135.57301,135.57343,-0.094954766,101.12457,11.709876
1.011,-0.39828104,-147.65996,0.39644855,-0.39828151,101.1385,-117.24435,75.198975,93.061142,0.39652243,-0.13106017,163.71986,-245.99982,161.11452,14.155397,-0.096240535,236.0285,-103.59956,10.855949,-0.13106057,135.60713,135.60754,-0.095938146,101.13813,6.5130992
1.0111001,-0.39368084,-148.00618,0.39594296,-0.39368129,101.15207,-118.13462,74.994972,97.772003,0.39601758,-0.14360048,164.48405,-246.57574,160.25641,13.254264,-0.097225934,241.55174,-99.829979,2.1208186,-0.1436009,135.64143,135.64185,-0.09692385,101.15169,1.2719007
1.0112,-0.38868895,-148.34712,0.39543185,-0.38868943,101.16563,-119.0211,74.78804,102.41598,0.39550728,-0.15598673,165.24266,-247.14288,159.22704,12.352022,-0.09821362,246.86581,-95.930481,-6.6792374,-0.15598716,135.67592,135.67633,-0.097911842,101.16525,-4.008255
1.0113,-0.38331053,-148.68282,0.39491531,-0.38331097,101.1792,-119.90366,74.578278,106.98767,0.39499152,-0.16820669,165.99557,-247.70128,158.02663,11.448886,-0.099203557,251.96384,-91.904602,-15.535022,-0.16820714,135.71056,135.71097,-0.098902091,101.17883,-9.3218489
1.0114,-0.37755102,-149.01324,0.3943933,-0.37755147,101.19277,-120.7822,74.365738,111.48179,0.39447027,-0.18024831,166.74277,-248.2509,156.65555,10.545019,-0.10019571,256.8392,-87.75602,-24.437288,-0.18024878,135.74538,135.74579,-0.099894568,101.1924,-14.663335
1.0115,-0.37141633,-149.33844,0.39386582,-0.37141678,101.20635,-121.65659,74.150528,115.89307,0.39394361,-0.19209974,167.48413,-248.79179,155.11444,9.6406422,-0.10119005,261.48547,-83.488586,-33.376648,-0.19210023,135.78036,135.78078,-0.10088922,101.20597,-20.027077
1.0116,-0.36491269,-149.6584,0.39333296,-0.36491311,101.21993,-122.52669,73.932739,120.21634,0.39341155,-0.2037493,168.21964,-249.32399,153.40408,8.7359629,-0.10218653,265.89651,-79.106293,-42.343647,-0.20374981,135.81552,135.81593,-0.10188603,101.21955,-25.407406
1.0117,-0.35804665,-149.97311,0.3927947,-0.3580471,101.23351,-123.3924,73.712418,124.44651,0.39287406,-0.21518552,168.94919,-249.84744,151.52544,7.8311267,-0.10318513,270.06635,-74.613258,-51.328823,-0.21518606,135.85085,135.85126,-0.10288496,101.23314,-30.798643
1.0118001,-0.35082525,-150.28261,0.39225104,-0.35082567,101.2471,-124.25361,73.489662,128.57857,0.39233121,-0.22639716,169.67271,-250.3622,149.47969,6.926342,-0.1041858,273.98932,-70.013763,-60.322601,-0.22639771,135.88634,135.88675,-0.10388596,101.24673,-36.195042
1.0118999,-0.34325573,-150.58688,0.39170203,-0.34325615,101.26069,-125.11017,73.264549,132.6076,0.391783,-0.23737319,170.39015,-250.86824,147.26822,6.0218019,-0.10518852,277.66,-65.312218,-69.315376,-0.23737375,135.92198,135.92241,-0.10488901,101.26031,-41.590839
1.012,-0.33534575,-150.88593,0.39114767,-0.33534613,101.27428,-125.96199,73.03714,136.52881,0.39122945,-0.2481028,171.10143,-251.36557,144.89258,5.1176515,-0.10619324,281.07321,-60.513134,-78.297546,-0.24810338,135.95781,135.95822,-0.10589407,101.27391,-46.980274
1.0121,-0.32710329,-151.17975,0.39058802,-0.32710367,101.28788,-126.80895,72.807495,140.33748,0.39067057,-0.25857544,171.80646,-251.8542,142.35449,4.2140713,-0.10719993,284.22412,-55.621166,-87.25946,-0.25857604,135.99377,135.9942,-0.10690112,101.28751,-52.357555
1.0122,-0.31853664,-151.46832,0.39002308,-0.31853703,101.30148,-127.65094,72.575706,144.02899,0.39010644,-0.26878086,172.50519,-252.33411,139.65591,3.311244,-0.10820856,287.10806,-50.641106,-96.191452,-0.26878148,136.02992,136.03033,-0.1079101,101.30111,-57.716885
1.0123,-0.30965444,-151.75166,0.38945284,-0.30965483,101.31509,-128.48784,72.341812,147.59888,0.38953701,-0.27870902,173.19754,-252.80528,136.79895,2.409313,-0.1092191,289.7207,-45.577824,-105.08389,-0.27870965,136.06621,136.06664,-0.10892098,101.31471,-63.052483
1.0124,-0.30046564,-152.02975,0.38887739,-0.300466,101.3287,-129.31955,72.105873,151.04279,0.38896236,-0.28835019,173.88344,-253.26772,133.78589,1.5084316,-0.1102315,292.05801,-40.436306,-113.92713,-0.28835085,136.10266,136.10309,-0.10993374,101.32832,-68.358566
1.0125,-0.29097944,-152.3026,0.38829672,-0.2909798,101.34231,-130.14595,71.867966,154.35646,0.38838249,-0.29769489,174.56281,-253.72139,130.6192,0.6087724,-0.11124574,294.11627,-35.221664,-122.71156,-0.29769555,136.13927,136.13969,-0.11094834,101.34193,-73.629356
1.0125999,-0.28120539,-152.57016,0.38771084,-0.28120571,101.35593,-130.96695,71.628136,157.53581,0.38779742,-0.30673397,175.23557,-254.16631,127.30157,-0.28952518,-0.11226176,295.892,-29.939089,-131.4276,-0.30673465,136.17601,136.17645,-0.11196474,101.35555,-78.859116
1.0127,-0.27115324,-152.83244,0.3871198,-0.27115357,101.36954,-131.78242,71.386429,160.57686,0.38720721,-0.3154586,175.90166,-254.6024,123.83581,-1.1863325,-0.11327956,297.38202,-24.593845,-140.06572,-0.31545928,136.21292,136.21335,-0.1129829,101.36917,-84.04213
1.0128,-0.26083311,-153.08945,0.38652363,-0.26083341,101.38317,-132.59229,71.142906,163.47578,0.38661185,-0.3238602,176.56102,-255.02971,120.22491,-2.0814881,-0.11429908,298.5835,-19.191322,-148.61646,-0.32386091,136.24998,136.25041,-0.11400279,101.38279,-89.172699
1.0129,-0.25025532,-153.34114,0.38592237,-0.25025561,101.3968,-133.39642,70.897614,166.22888,0.38601139,-0.33193058,177.21355,-255.44817,116.47206,-2.9748583,-0.1153203,299.4939,-13.736961,-157.07037,-0.33193132,136.28719,136.28761,-0.11502439,101.39642,-94.245193
1.013,-0.23943046,-153.58749,0.38531601,-0.23943074,101.41042,-134.19475,70.650581,168.83264,0.38540584,-0.33966184,177.85921,-255.85774,112.58058,-3.8663366,-0.11634316,300.11102,-8.2362728,-165.41818,-0.33966258,136.32454,136.32497,-0.11604764,101.41005,-99.254013
1.0131,-0.22836934,-153.82852,0.38470459,-0.22836961,101.42406,-134.98714,70.401878,171.28366,0.38479525,-0.34704641,178.49789,-256.25842,108.55398,-4.7557745,-0.11736766,300.43289,-2.6948559,-173.65062,-0.34704721,136.36203,136.36246,-0.11707252,101.42368,-104.19361
1.0132,-0.21708307,-154.06419,0.38408816,-0.21708332,101.4377,-135.77353,70.151535,173.57872,0.38417965,-0.35407713,179.12956,-256.65021,104.39591,-5.6430445,-0.11839373,300.45801,2.8816354,-181.75854,-0.35407794,136.39967,136.4001,-0.11809898,101.43732,-109.05849
1.0132999,-0.20558286,-154.29446,0.38346675,-0.2055831,101.45134,-136.5538,69.899574,175.71477,0.38355905,-0.36074713,179.75412,-257.03299,100.11018,-6.5280609,-0.11942136,300.185,8.4875164,-189.73296,-0.36074793,136.43744,136.43788,-0.11912701,101.45097,-113.84327
1.0134,-0.19388025,-154.51935,0.38284037,-0.19388047,101.46499,-137.3279,69.646049,177.68889,0.3829335,-0.36704987,180.37152,-257.4068,95.700752,-7.4106874,-0.1204505,299.61301,14.117021,-197.56491,-0.36705068,136.47536,136.4758,-0.12015654,101.46461,-118.54257
1.0135,-0.1819869,-154.73882,0.38220909,-0.18198709,101.47864,-138.09567,69.390999,179.49837,0.382303,-0.37297925,180.98167,-257.77161,91.171745,-8.2908058,-0.12148111,298.74133,19.764347,-205.24562,-0.37298012,136.51341,136.51385,-0.12118755,101.47826,-123.15113
1.0136,-0.16991466,-154.95284,0.38157287,-0.16991484,101.49229,-138.85709,69.13443,181.14064,0.38166764,-0.37852955,181.58452,-258.12729,86.527382,-9.1683483,-0.12251318,297.5697,25.423687,-212.76649,-0.37853038,136.55161,136.55205,-0.12222002,101.49191,-127.66377
1.0137,-0.15767559,-155.16138,0.38093182,-0.15767576,101.50594,-139.61205,68.876389,182.61333,0.38102743,-0.3836953,182.17999,-258.47391,81.772072,-10.043193,-0.12354664,296.09814,31.089167,-220.119,-0.38369617,136.58992,136.59036,-0.12325389,101.50557,-132.07541
1.0138,-0.14528191,-155.36444,0.38028595,-0.14528205,101.51961,-140.36044,68.616913,183.91422,0.38038239,-0.38847157,182.76804,-258.81134,76.910347,-10.915228,-0.12458147,294.32703,36.754894,-227.29482,-0.38847244,136.62837,136.62883,-0.12428913,101.51923,-136.38101
1.0139,-0.13274594,-155.56198,0.3796353,-0.13274606,101.53327,-141.10222,68.356003,185.04131,0.37973255,-0.39285371,183.34856,-259.13962,71.946815,-11.784406,-0.12561764,292.25696,42.414997,-234.2858,-0.3928546,136.66696,136.6674,-0.12532571,101.53289,-140.57573
1.0140001,-0.12008017,-155.75397,0.37897986,-0.12008026,101.54694,-141.8373,68.093689,185.99272,0.37907794,-0.39683747,183.92151,-259.45862,66.886276,-12.650616,-0.12665509,289.88904,48.063549,-241.08395,-0.3968384,136.70567,136.70612,-0.12636359,101.54656,-144.65474
1.0141,-0.10729723,-155.94038,0.37831974,-0.1072973,101.56062,-142.56558,67.830009,186.76685,0.37841862,-0.40041909,184.48683,-259.76837,61.733624,-13.513763,-0.1276938,287.22452,53.694633,-247.68147,-0.40042001,136.74451,136.74496,-0.12740274,101.56023,-148.61336
1.0142,-0.094409831,-156.1212,0.37765491,-0.094409883,101.57429,-143.28702,67.564957,187.36218,0.37775463,-0.40359509,185.04445,-260.06879,56.493835,-14.373799,-0.12873374,284.26511,59.302357,-254.0708,-0.40359601,136.78348,136.78392,-0.12844309,101.57391,-152.44707
1.0143,-0.081430808,-156.29639,0.37698543,-0.081430838,101.58797,-144.00153,67.298561,187.77745,0.37708598,-0.40636241,185.59431,-260.35983,51.172031,-15.230643,-0.12977487,281.01273,64.880821,-260.24451,-0.40636337,136.82256,136.82301,-0.12948465,101.58759,-156.1514
1.0144,-0.068373077,-156.46593,0.37631133,-0.068373084,101.60165,-144.70901,67.030838,188.0116,0.37641272,-0.4087185,186.13635,-260.64145,45.773426,-16.084208,-0.13081713,277.46973,70.424126,-266.19543,-0.40871945,136.86176,136.86221,-0.13052735,101.60127,-159.72206
1.0145,-0.055249613,-156.62978,0.37563267,-0.055249594,101.61534,-145.40945,66.761795,188.06369,0.3757349,-0.41066107,186.67052,-260.9136,40.303322,-16.934448,-0.13186051,273.63867,75.92643,-271.9166,-0.41066203,136.90108,136.90154,-0.13157116,101.61497,-163.15486
1.0146,-0.04207347,-156.7879,0.37494946,-0.042073425,101.62904,-146.10277,66.49144,187.93304,0.37505254,-0.41218832,187.19673,-261.17624,34.767105,-17.781311,-0.13290495,269.52255,81.381905,-277.40131,-0.4121893,136.94052,136.94098,-0.13261604,101.62865,-166.44579
1.0147001,-0.028857745,-156.94029,0.37426177,-0.028857676,101.64273,-146.78888,66.219788,187.61916,0.37436566,-0.4132989,187.71495,-261.42932,29.170271,-18.624716,-0.13395043,265.12457,86.784744,-282.64307,-0.41329989,136.98007,136.98053,-0.13366197,101.64235,-169.59094
1.0148,-0.015615573,-157.08691,0.37356958,-0.015615478,101.65643,-147.46773,65.946846,187.12172,0.37367433,-0.41399178,188.22511,-261.67276,23.518377,-19.464622,-0.13499689,260.44833,92.129204,-287.63562,-0.41399276,137.01973,137.0202,-0.13470888,101.65605,-172.58656
1.0149,-0.0023601067,-157.22772,0.37287301,-0.0023599854,101.67014,-148.13928,65.672607,186.44061,0.3729786,-0.41426641,188.72719,-261.90652,17.817041,-20.301001,-0.13604432,255.49763,97.409592,-292.37299,-0.41426739,137.05951,137.05997,-0.13575676,101.66975,-175.42908
1.015,0.010895485,-157.36269,0.37217203,0.010895633,101.68385,-148.80347,65.397087,185.57591,0.37227845,-0.41412258,189.22108,-262.13058,12.071976,-21.133781,-0.13709265,250.27672,102.62025,-296.84943,-0.41412359,137.0994,137.09985,-0.13680555,101.68346,-178.11502
1.0151,0.024138041,-157.49179,0.3714667,0.024138216,101.69756,-149.46022,65.120293,184.52792,0.37157398,-0.41356063,189.70677,-262.34488,6.2889385,-21.962929,-0.13814187,244.79001,107.75558,-301.05951,-0.41356161,137.13937,137.13985,-0.13785523,101.69717,-180.64114
1.0152,0.037354413,-157.61499,0.37075707,0.037354615,101.71127,-150.10951,64.842209,183.29709,0.3708652,-0.41258112,190.1842,-262.54935,0.47372717,-22.788431,-0.13919193,239.04228,112.8101,-304.99799,-0.41258213,137.17947,137.17993,-0.13890575,101.71089,-183.0043
1.0153,0.050531484,-157.73227,0.37004319,0.050531715,101.72499,-150.7513,64.562836,181.88411,0.37015215,-0.4111852,190.65332,-262.74393,-5.367785,-23.610233,-0.14024279,233.03859,117.77834,-308.66,-0.41118622,137.21967,137.22014,-0.13995707,101.72461,-185.20158
1.0154001,0.063656174,-157.84358,0.36932507,0.063656434,101.73872,-151.38551,64.282188,180.28984,0.36943486,-0.40937439,191.11409,-262.92859,-11.229693,-24.428303,-0.14129439,226.78429,122.65495,-312.04086,-0.4093754,137.25996,137.26042,-0.14100914,101.73833,-187.23018
1.0154999,0.076715469,-157.9489,0.36860275,0.07671576,101.75244,-152.01215,64.000229,178.51535,0.36871341,-0.40715048,191.56645,-263.10327,-17.106081,-25.242645,-0.14234672,220.28496,127.43463,-315.13629,-0.40715149,137.30035,137.30081,-0.14206195,101.75207,-189.08749
1.0156,0.089696407,-158.0482,0.36787632,0.089696728,101.76617,-152.63112,63.716976,176.56189,0.36798781,-0.40451586,192.01038,-263.26791,-22.990969,-26.053219,-0.14339973,213.54651,132.11221,-317.94223,-0.40451688,137.34084,137.34131,-0.14311543,101.76579,-190.77109
1.0157,0.10258613,-158.14145,0.36714578,0.10258647,101.77991,-153.24242,63.43243,174.43094,0.3672581,-0.40147325,192.44582,-263.42252,-28.878366,-26.859995,-0.14445338,206.57512,136.68262,-320.4549,-0.40147427,137.38141,137.38188,-0.14416955,101.77953,-192.27875
1.0158,0.11537183,-158.22861,0.36641115,0.1153722,101.79365,-153.84601,63.146553,172.1241,0.36652434,-0.39802569,192.87271,-263.56693,-34.762291,-27.662998,-0.14550762,199.37717,141.14084,-322.67087,-0.39802673,137.42207,137.42256,-0.14522429,101.79327,-193.60838
1.0159,0.12804085,-158.30966,0.3656725,0.12804125,101.8074,-154.44185,62.859348,169.64323,0.36578655,-0.39417678,193.29106,-263.7012,-40.636723,-28.462194,-0.14656243,191.95935,145.48201,-324.58704,-0.39417779,137.46283,137.46332,-0.14627957,101.80701,-194.75812
1.016,0.14058064,-158.38457,0.36492988,0.14058107,101.82114,-155.02991,62.57082,166.99037,0.36504477,-0.38993037,193.70081,-263.82523,-46.49564,-29.257565,-0.14761774,184.3286,149.70137,-326.20056,-0.38993138,137.50368,137.50415,-0.14733538,101.82076,-195.72626
1.0161,0.15297875,-158.45331,0.36418331,0.15297921,101.83489,-155.61018,62.28093,164.16769,0.36429906,-0.3852908,194.10191,-263.939,-52.333054,-30.049145,-0.14867353,176.49203,153.79427,-327.50891,-0.38529181,137.5446,137.54509,-0.14839168,101.83452,-196.51131
1.0161999,0.16522291,-158.51584,0.36343285,0.1652234,101.84866,-156.18263,61.98967,161.17761,0.36354944,-0.38026273,194.49435,-264.04242,-58.142952,-30.836912,-0.14972977,168.45708,157.7562,-328.50995,-0.38026375,137.58562,137.58609,-0.14944839,101.84827,-197.11194
1.0163,0.177301,-158.57216,0.36267853,0.17730153,101.86241,-156.74722,61.697044,158.02272,0.36279598,-0.37485126,194.8781,-264.13547,-63.919357,-31.620861,-0.15078638,160.23134,161.58276,-329.20175,-0.37485227,137.62669,137.62718,-0.15050551,101.86204,-197.52705
1.0164,0.18920104,-158.62221,0.36192042,0.18920159,101.87617,-157.30396,61.403015,154.70572,0.3620387,-0.36906183,195.25311,-264.21811,-69.656319,-32.401024,-0.15184337,151.82265,165.26971,-329.58282,-0.36906284,137.66786,137.66835,-0.15156299,101.8758,-197.75569
1.0165,0.20091125,-158.66597,0.36115849,0.20091183,101.88995,-157.85281,61.107567,151.22958,0.36127764,-0.36290026,195.61937,-264.29028,-75.347916,-33.177402,-0.15290065,143.23904,168.81294,-329.65192,-0.36290124,137.70911,137.70959,-0.15262078,101.88956,-197.79716
1.0166,0.21242003,-158.70343,0.36039284,0.21242064,101.90372,-158.39378,60.810696,147.59741,0.36051285,-0.35637274,195.97685,-264.35193,-80.988243,-33.949997,-0.1539582,134.48877,172.20847,-329.40817,-0.35637373,137.75041,137.7509,-0.15367885,101.90334,-197.65091
1.0167,0.22371601,-158.73456,0.35962352,0.22371665,101.9175,-158.92683,60.512371,143.81248,0.35974437,-0.34948584,196.32553,-264.40305,-86.571472,-34.718842,-0.15501598,125.58026,175.45247,-328.85098,-0.34948683,137.79179,137.7923,-0.15473713,101.91712,-197.31659
1.0168,0.23478797,-158.75932,0.35885054,0.23478864,101.93128,-159.45198,60.212574,139.8782,0.35897222,-0.34224644,196.66541,-264.44357,-92.091797,-35.483955,-0.15607394,116.52211,178.54129,-327.98013,-0.3422474,137.83325,137.83374,-0.1557956,101.9309,-196.79407
1.0168999,0.24562497,-158.77769,0.35807395,0.24562567,101.94506,-159.96921,59.911289,135.79822,0.3581965,-0.33466181,196.99641,-264.47345,-97.543488,-36.24535,-0.15713204,107.32312,181.47141,-326.79575,-0.33466277,137.87476,137.87526,-0.15685423,101.94469,-196.08342
1.017,0.25621629,-158.78967,0.35729378,0.25621703,101.95885,-160.47852,59.608494,131.57628,0.3574172,-0.32673952,197.31859,-264.49268,-102.92085,-37.003056,-0.15819024,97.992249,184.23947,-325.29822,-0.32674047,137.91634,137.91684,-0.15791294,101.95847,-195.18488
1.0171,0.26655146,-158.7952,0.3565101,0.26655221,101.97265,-160.97989,59.304153,127.2163,0.35663435,-0.31848752,197.63188,-264.50116,-108.21831,-37.757114,-0.1592485,88.538567,186.8423,-323.48831,-0.31848845,137.95798,137.95848,-0.15897173,101.97227,-194.09889
1.0172,0.27662024,-158.79428,0.35572293,0.27662101,101.98644,-161.47336,58.998264,122.72235,0.35584804,-0.30991402,197.93629,-264.49893,-113.43029,-38.507538,-0.16030677,78.971344,189.27687,-321.3671,-0.30991495,137.99968,138.00018,-0.16003051,101.98607,-192.82613
1.0173,0.28641266,-158.78691,0.35493234,0.28641349,102.00024,-161.95891,58.690796,118.09866,0.35505831,-0.30102766,198.23181,-264.4859,-118.55136,-39.254356,-0.161365,69.299965,191.54036,-318.93604,-0.30102855,138.04143,138.04193,-0.16108929,101.99987,-191.36743
1.0174,0.29591906,-158.77303,0.35413834,0.29591992,102.01405,-162.43654,58.381714,113.34958,0.35426515,-0.29183722,198.51843,-264.46207,-123.57616,-39.997635,-0.16242316,59.533901,193.63007,-316.19681,-0.29183811,138.08324,138.08374,-0.16214798,102.01367,-189.72385
1.0175,0.30513003,-158.75262,0.35334098,0.3051309,102.02786,-162.90628,58.071007,108.47961,0.35346866,-0.28235194,198.79614,-264.42737,-128.4994,-40.737389,-0.16348122,49.682804,195.5435,-313.15152,-0.28235281,138.12509,138.1256,-0.16320656,102.02748,-187.89662
1.0176001,0.31403646,-158.72571,0.35254028,0.31403738,102.04168,-163.36813,57.758656,103.49339,0.35266882,-0.27258125,199.06494,-264.38181,-133.31592,-41.473652,-0.1645391,39.756397,197.27837,-309.80255,-0.27258211,138.16699,138.16751,-0.16426498,102.0413,-185.88718
1.0177,0.32262954,-158.69225,0.35173634,0.32263049,102.0555,-163.82211,57.444611,98.395676,0.35186571,-0.26253492,199.32483,-264.32535,-138.02065,-42.206493,-0.16559678,29.764465,198.83252,-306.15259,-0.26253575,138.20895,138.20946,-0.1653232,102.05511,-183.69713
1.0178,0.33090079,-158.65222,0.35092914,0.33090177,102.06932,-164.26823,57.128864,93.191353,0.35105938,-0.2522229,199.57582,-264.25797,-142.6086,-42.935944,-0.16665421,19.71693,200.20403,-302.20468,-0.25222373,138.25095,138.25145,-0.16638118,102.06894,-181.32831
1.0179,0.33884203,-158.60562,0.35011879,0.33884305,102.08315,-164.70651,56.811394,87.885429,0.35024986,-0.24165554,199.81789,-264.17963,-147.07494,-43.662033,-0.16771136,9.6237736,201.39113,-297.96222,-0.24165635,138.29298,138.2935,-0.16743886,102.08277,-178.78275
1.018,0.34644541,-158.55243,0.34930524,0.34644642,102.09698,-165.13698,56.492161,82.483009,0.34943718,-0.23084334,200.05106,-264.09033,-151.41495,-44.384846,-0.16876817,-0.50500989,202.39224,-293.42877,-0.23084411,138.33505,138.33557,-0.16849622,102.0966,-176.06259
1.0181,0.35370344,-158.49263,0.3484886,0.35370448,102.11082,-165.55966,56.171143,76.989319,0.34862137,-0.21979703,200.27533,-263.99002,-155.62401,-45.104416,-0.1698246,-10.659313,203.20602,-288.60837,-0.21979779,138.37717,138.37769,-0.16955321,102.11044,-173.17024
1.0182,0.36060891,-158.42624,0.34766886,0.36060998,102.12466,-165.97456,55.848324,71.409698,0.34780252,-0.20852765,200.49072,-263.87872,-159.69766,-45.820778,-0.1708806,-20.828997,203.83128,-283.50528,-0.20852838,138.41931,138.41983,-0.17060976,102.12428,-170.10828
1.0183001,0.36715502,-158.35323,0.3468461,0.36715609,102.1385,-166.38173,55.523663,65.749557,0.3469806,-0.1970464,200.69724,-263.75641,-163.63156,-46.534019,-0.17193614,-31.003948,204.26701,-278.12402,-0.19704711,138.46149,138.46202,-0.17166586,102.13812,-166.87943
