"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.37529999,-0.3813087,-0.024643345
0.37540001,-0.38099226,-0.019991608
0.37549999,-0.38062134,-0.015346192
0.37560001,-0.38019606,-0.01070773
0.3757,-0.37971649,-0.0060768565
0.37580001,-0.3791827,-0.0014542015
0.3759,-0.37859479,0.003159618
0.37599999,-0.37795284,0.0077639823
0.3761,-0.37725696,0.012358246
0.37619999,-0.37650731,0.016941784
0.37630001,-0.37570402,0.021513967
0.37639999,-0.3748472,0.026074171
0.37650001,-0.37393701,0.030621773
0.3766,-0.37297359,0.035156149
0.37670001,-0.37195709,0.039676681
0.3768,-0.37088773,0.044182748
0.37689999,-0.36976561,0.04867373
0.377,-0.36859095,0.053149018
0.37709999,-0.36736393,0.05760799
0.37720001,-0.36608472,0.062050033
0.37729999,-0.36475354,0.066474549
0.37740001,-0.36337051,0.070880942
0.3775,-0.36193588,0.075268582
0.37760001,-0.36044994,0.079636879
0.3777,-0.35891286,0.083985224
0.37779999,-0.3573249,0.088313028
0.3779,-0.35568631,0.092619687
0.37799999,-0.35399729,0.096904606
0.37810001,-0.35225815,0.1011672
0.37819999,-0.35046914,0.10540688
0.37830001,-0.34863052,0.10962306
0.3784,-0.3467426,0.11381515
0.37850001,-0.34480563,0.11798259
0.3786,-0.34281993,0.12212478
0.37869999,-0.34078574,0.12624118
0.3788,-0.3387033,0.13033117
0.37889999,-0.33657303,0.13439424
0.37900001,-0.33439523,0.13842979
0.37909999,-0.33217019,0.14243726
0.37920001,-0.3298983,0.14641613
0.3793,-0.32757983,0.1503658
0.37940001,-0.32521516,0.15428576
0.3795,-0.32280466,0.15817544
0.37959999,-0.32034865,0.16203432
0.37970001,-0.31784752,0.16586185
0.37979999,-0.31530166,0.16965748
0.37990001,-0.31271139,0.17342073
0.38,-0.31007713,0.17715102
0.38010001,-0.30739927,0.18084788
0.3802,-0.30467808,0.18451075
0.38029999,-0.30191407,0.18813913
0.3804,-0.29910764,0.19173253
0.38049999,-0.29625919,0.19529042
0.38060001,-0.29336914,0.19881232
0.38069999,-0.29043794,0.20229775
0.38080001,-0.28746599,0.20574619
0.3809,-0.28445375,0.20915718
0.38100001,-0.28140166,0.21253024
0.3811,-0.27831015,0.2158649
0.38119999,-0.27517971,0.21916068
0.3813,-0.27201077,0.22241712
0.38139999,-0.26880383,0.22563376
0.38150001,-0.26555935,0.22881015
0.38159999,-0.26227766,0.23194581
0.38170001,-0.25895938,0.23504032
0.3818,-0.25560498,0.23809326
0.38190001,-0.25221494,0.24110419
0.382,-0.24878976,0.24407266
0.38209999,-0.24532996,0.24699828
0.3822,-0.24183604,0.24988063
0.38229999,-0.23830852,0.25271931
0.38240001,-0.2347479,0.25551388
0.38249999,-0.23115472,0.25826398
0.38260001,-0.22752953,0.26096922
0.3827,-0.22387283,0.2636292
0.38280001,-0.22018516,0.26624355
0.3829,-0.2164671,0.26881191
0.38299999,-0.21271905,0.27133384
0.3831,-0.20894168,0.27380905
0.38319999,-0.20513551,0.27623713
0.38330001,-0.20130113,0.2786178
0.38339999,-0.19743909,0.28095067
0.38350001,-0.19354996,0.28323543
0.3836,-0.18963432,0.28547174
0.38370001,-0.18569276,0.28765932
0.3838,-0.18172583,0.28979778
0.38389999,-0.17773412,0.2918869
0.384,-0.17371826,0.2939263
0.38409999,-0.16967881,0.29591575
0.38420001,-0.16561638,0.29785493
0.38429999,-0.16153157,0.29974356
0.38440001,-0.1574249,0.30158132
0.3845,-0.15329702,0.303368
0.38460001,-0.14914857,0.3051033
0.3847,-0.14498015,0.30678698
0.38479999,-0.14079238,0.30841884
0.3849,-0.13658589,0.3099986
0.38499999,-0.13236129,0.31152603
0.38510001,-0.12811922,0.31300092
0.38519999,-0.1238603,0.31442305
0.38530001,-0.11958517,0.31579223
0.3854,-0.11529447,0.31710824
0.38550001,-0.11098883,0.31837091
0.3856,-0.1066689,0.31958002
0.38569999,-0.10233533,0.32073539
0.3858,-0.097988687,0.32183683
0.38589999,-0.093629651,0.32288417
0.38600001,-0.089258887,0.32387727
0.38609999,-0.084877059,0.32481602
0.38620001,-0.080484815,0.32570025
0.3863,-0.076082803,0.3265298
0.38640001,-0.071671695,0.3273046
0.3865,-0.067252137,0.32802448
0.38659999,-0.062824808,0.32868937
0.3867,-0.058390357,0.32929915
0.38679999,-0.05394946,0.32985374
0.38690001,-0.049502783,0.33035305
0.38699999,-0.045050994,0.33079702
0.38710001,-0.040594764,0.33118555
0.3872,-0.036134712,0.33151853
0.38730001,-0.031671528,0.3317959
0.3874,-0.027205896,0.33201766
0.38749999,-0.022738492,0.33218378
0.3876,-0.018269993,0.3322942
0.38769999,-0.01380107,0.33234894
0.38780001,-0.0093323989,0.33234793
0.38789999,-0.0048646573,0.33229122
0.38800001,-0.0003985212,0.33217877
0.3881,0.0040653325,0.33201063
0.38820001,0.0085262256,0.33178678
0.3883,0.01298348,0.33150727
0.38839999,0.017436417,0.33117214
0.38850001,0.021884359,0.3307814
0.38859999,0.026326666,0.33033508
0.38870001,0.030762654,0.32983321
0.3888,0.035191633,0.32927591
0.38890001,0.039612923,0.32866326
0.389,0.04402585,0.3279953
0.38909999,0.048429742,0.32727215
0.3892,0.05282392,0.32649392
0.38929999,0.057207718,0.32566071
0.38940001,0.061580457,0.32477263
0.38949999,0.065941468,0.32382983
0.38960001,0.070290081,0.32283238
0.3897,0.074625626,0.32178047
0.38980001,0.078947432,0.32067427
0.3899,0.083254836,0.31951389
0.38999999,0.08754719,0.31829944
0.3901,0.091823839,0.31703109
0.39019999,0.096084096,0.31570905
0.39030001,0.10032731,0.31433356
0.39039999,0.10455283,0.31290475
0.39050001,0.10875998,0.31142285
0.3906,0.11294813,0.30988809
0.39070001,0.11711662,0.30830067
0.3908,0.12126479,0.3066608
0.39089999,0.125392,0.30496877
0.391,0.12949762,0.30322477
0.39109999,0.13358097,0.30142909
0.39120001,0.13764144,0.29958197
0.39129999,0.14167839,0.29768372
0.39140001,0.1456912,0.29573449
0.3915,0.14967923,0.29373458
0.39160001,0.15364185,0.29168433
0.3917,0.15757842,0.28958401
0.39179999,0.16148835,0.28743398
0.3919,0.165371,0.28523451
0.39199999,0.16922575,0.28298593
0.39210001,0.17305201,0.28068858
0.39219999,0.17684916,0.27834278
0.39230001,0.18061659,0.27594891
0.3924,0.18435371,0.27350727
0.39250001,0.18805993,0.27101827
0.3926,0.19173463,0.26848224
0.39269999,0.19537726,0.2658996
0.3928,0.1989872,0.26327065
0.39289999,0.2025639,0.26059574
0.39300001,0.20610675,0.25787532
0.39309999,0.20961522,0.25510979
0.39320001,0.21308871,0.25229958
0.3933,0.21652666,0.2494451
0.39340001,0.21992853,0.24654678
0.3935,0.22329377,0.24360502
0.39359999,0.22662181,0.2406203
0.3937,0.22991213,0.23759304
0.39379999,0.23316418,0.2345237
0.39390001,0.23637742,0.23141274
0.39399999,0.23955135,0.22826064
0.39410001,0.24268542,0.22506785
0.3942,0.24577913,0.22183484
0.39430001,0.24883193,0.21856201
0.3944,0.25184333,0.21524991
0.39449999,0.25481287,0.21189907
0.3946,0.25774002,0.20851
0.39469999,0.26062429,0.20508316
0.39480001,0.26346523,0.20161912
0.39489999,0.26626229,0.19811837
0.39500001,0.2690151,0.19458145
0.3951,0.27172312,0.19100891
0.39520001,0.2743859,0.18740128
0.3953,0.27700302,0.18375911
0.39539999,0.27957404,0.18008296
0.3955,0.28209847,0.17637339
0.39559999,0.28457594,0.17263095
0.39570001,0.28700593,0.16885611
0.39579999,0.28938806,0.16504952
0.39590001,0.29172194,0.16121179
0.396,0.29400715,0.15734349
0.39610001,0.29624328,0.1534452
0.3962,0.29842997,0.14951754
0.39629999,0.30056679,0.1455611
0.3964,0.3026534,0.1415765
0.39649999,0.30468944,0.13756433
0.39660001,0.30667448,0.13352524
0.39669999,0.30860823,0.12945984
0.39680001,0.31049031,0.12536876
0.3969,0.31232041,0.12125264
0.39700001,0.31409815,0.11711211
0.3971,0.31582317,0.11294769
0.39719999,0.3174952,0.10876013
0.3973,0.31911391,0.10455007
0.39739999,0.32067901,0.10031817
0.39750001,0.3221902,0.096065089
0.3976,0.32364717,0.091791488
0.39770001,0.32504967,0.087498039
0.3978,0.32639742,0.083185405
0.39789999,0.32769018,0.07885427
0.398,0.32892764,0.074505314
0.39809999,0.3301096,0.070139214
0.39820001,0.3312358,0.065756664
0.39829999,0.332306,0.061358359
0.39840001,0.33331999,0.056944989
0.3985,0.33427751,0.052517142
0.39860001,0.33517835,0.048075601
0.3987,0.33602235,0.043621067
0.39879999,0.33680931,0.03915425
0.3989,0.33753902,0.034675855
0.39899999,0.33821139,0.030186594
0.39910001,0.33882615,0.02568718
0.39919999,0.33938324,0.021178333
0.39930001,0.33988246,0.016660772
0.3994,0.34032369,0.012135221
0.39950001,0.34070677,0.0076024039
0.3996,0.34103164,0.0030630503
0.39969999,0.34129813,-0.0014821397
0.3998,0.34150606,-0.0060324874
0.39989999,0.34165543,-0.010587208
0.40000001,0.34174615,-0.015145567
0.40009999,0.34177813,-0.019706834
0.40020001,0.34175131,-0.024270268
0.4003,0.3416656,-0.028835136
0.40040001,0.34152099,-0.033400696
0.4005,0.34131742,-0.037966207
0.40059999,0.34105489,-0.042530932
0.4007,0.34073332,-0.047094122
0.40079999,0.34035274,-0.051655039
0.40090001,0.33991316,-0.056212932
0.40099999,0.33941451,-0.060767088
0.40110001,0.33885682,-0.065316759
0.4012,0.33824012,-0.069861189
0.40130001,0.33756447,-0.074399628
0.4014,0.33682987,-0.078931339
0.40149999,0.33603641,-0.083455563
0.4016,0.33518413,-0.087971553
0.40169999,0.3342731,-0.092478581
0.40180001,0.33330342,-0.096975878
0.40189999,0.33227518,-0.10146271
0.40200001,0.33118844,-0.10593834
0.4021,0.33004335,-0.11040201
0.40220001,0.32883999,-0.11485297
0.4023,0.32757846,-0.11929052
0.40239999,0.3262589,-0.12371389
0.4025,0.32488146,-0.12812233
0.40259999,0.32344633,-0.13251512
0.40270001,0.32195362,-0.1368915
0.40279999,0.32040358,-0.14125074
0.40290001,0.31879631,-0.14559212
0.403,0.31713206,-0.14991488
0.40310001,0.31541097,-0.15421829
0.4032,0.31363332,-0.15850163
0.40329999,0.31179932,-0.16276415
0.4034,0.30990914,-0.16700515
0.40349999,0.30796304,-0.17122389
0.40360001,0.30596122,-0.17541967
0.40369999,0.30390397,-0.17959176
0.40380001,0.30179158,-0.18373944
0.4039,0.29962429,-0.18786198
0.40400001,0.29740238,-0.1919587
0.4041,0.29512617,-0.19602884
0.40419999,0.29279596,-0.20007174
0.4043,0.29041207,-0.20408666
0.40439999,0.28797477,-0.20807293
0.40450001,0.28548446,-0.21202983
0.40459999,0.28294143,-0.21595667
0.40470001,0.28034604,-0.21985278
0.4048,0.27769861,-0.22371745
0.40490001,0.27499947,-0.22755003
0.405,0.27224907,-0.23134981
0.40509999,0.26944774,-0.23511614
0.4052,0.2665959,-0.23884833
0.40529999,0.26369393,-0.24254571
0.40540001,0.26074228,-0.24620762
0.40549999,0.25774133,-0.24983343
0.40560001,0.25469151,-0.25342247
0.4057,0.25159329,-0.25697407
0.40580001,0.24844706,-0.26048759
0.4059,0.24525332,-0.26396245
0.40599999,0.24201252,-0.26739794
0.4061,0.23872502,-0.27079347
0.40619999,0.23539136,-0.2741484
0.40630001,0.23201206,-0.27746212
0.4064,0.22858758,-0.28073406
0.40650001,0.22511843,-0.28396353
0.4066,0.22160512,-0.28715
0.40669999,0.21804817,-0.29029283
0.4068,0.21444811,-0.29339147
0.40689999,0.21080548,-0.29644531
0.40700001,0.20712079,-0.29945377
0.40709999,0.20339462,-0.30241629
0.40720001,0.19962753,-0.3053323
0.4073,0.19582006,-0.30820125
0.40740001,0.19197272,-0.31102255
0.4075,0.18808614,-0.31379572
0.40759999,0.1841609,-0.31652015
0.4077,0.18019763,-0.31919536
0.40779999,0.17619689,-0.3218208
0.40790001,0.17215931,-0.32439598
0.40799999,0.1680855,-0.32692036
0.40810001,0.1639761,-0.32939345
0.4082,0.15983173,-0.33181474
0.40830001,0.15565303,-0.33418375
0.4084,0.15144064,-0.33650005
0.40849999,0.14719522,-0.33876309
0.4086,0.14291738,-0.34097242
0.40869999,0.13860776,-0.34312758
0.40880001,0.13426708,-0.34522811
0.40889999,0.12989601,-0.34727362
0.40900001,0.12549524,-0.34926364
0.4091,0.12106547,-0.35119772
0.40920001,0.11660737,-0.3530755
0.4093,0.11212165,-0.35489655
0.40939999,0.10760903,-0.35666043
0.4095,0.10307022,-0.35836682
0.40959999,0.098505937,-0.36001527
0.40970001,0.093916915,-0.36160544
0.40979999,0.089303888,-0.36313695
0.40990001,0.084667504,-0.36460942
0.41,0.080008544,-0.36602253
0.41010001,0.075327776,-0.36737594
0.4102,0.070625946,-0.3686693
0.41029999,0.06590382,-0.36990231
0.4104,0.061162148,-0.37107465
0.41049999,0.056401704,-0.37218601
0.41060001,0.051623259,-0.37323609
0.41069999,0.046827588,-0.37422466
0.41080001,0.042015478,-0.3751514
0.4109,0.03718771,-0.37601605
0.41100001,0.032345083,-0.37681839
0.4111,0.027488366,-0.37755811
0.41119999,0.022618294,-0.37823498
0.4113,0.017735723,-0.37884879
0.41139999,0.012841462,-0.37939936
0.41150001,0.0079363175,-0.37988642
0.41159999,0.003021101,-0.38030982
0.41170001,-0.0019033719,-0.38066939
0.4118,-0.0068362816,-0.38096493
0.41190001,-0.011776806,-0.38119626
0.412,-0.016724119,-0.38136327
0.41209999,-0.02167739,-0.38146579
0.4122,-0.026635788,-0.3815037
0.41229999,-0.031598479,-0.38147688
0.41240001,-0.036564659,-0.38138518
0.41249999,-0.041533515,-0.38122845
0.41260001,-0.04650417,-0.38100669
0.4127,-0.051475782,-0.38071978
0.41280001,-0.056447502,-0.38036767
0.4129,-0.061418489,-0.37995028
0.41299999,-0.066387892,-0.37946758
0.4131,-0.071354859,-0.37891954
0.41319999,-0.076318547,-0.37830612
0.41330001,-0.081278086,-0.37762731
0.41339999,-0.08623264,-0.37688312
0.41350001,-0.09118133,-0.37607351
0.4136,-0.096123323,-0.37519857
0.41370001,-0.1010578,-0.37425822
0.4138,-0.10598389,-0.37325254
0.41389999,-0.11090071,-0.37218159
0.414,-0.11580742,-0.37104544
0.41409999,-0.12070315,-0.36984414
0.41420001,-0.12558703,-0.36857781
0.41429999,-0.13045824,-0.36724654
0.41440001,-0.13531587,-0.36585042
0.4145,-0.1401591,-0.36438957
0.41460001,-0.14498706,-0.36286411
0.4147,-0.14979888,-0.36127421
0.41479999,-0.15459372,-0.35962003
0.4149,-0.15937074,-0.35790172
0.41499999,-0.16412909,-0.35611933
0.41510001,-0.16886793,-0.35427314
0.4152,-0.17358637,-0.35236335
0.41530001,-0.17828359,-0.35039017
0.4154,-0.18295871,-0.3483538
0.41549999,-0.18761091,-0.34625453
0.4156,-0.19223933,-0.34409252
0.41569999,-0.19684315,-0.34186807
0.41580001,-0.2014215,-0.33958143
0.41589999,-0.20597355,-0.33723292
0.41600001,-0.21049847,-0.33482277
0.4161,-0.21499543,-0.3323513
0.41620001,-0.21946362,-0.32981879
0.4163,-0.2239022,-0.32722551
0.41639999,-0.22831036,-0.32457185
0.4165,-0.23268726,-0.32185817
0.41659999,-0.2370321,-0.31908476
0.41670001,-0.24134405,-0.31625205
0.41679999,-0.24562231,-0.31336042
0.41690001,-0.24986607,-0.3104102
0.417,-0.25407451,-0.30740184
0.41710001,-0.25824687,-0.30433574
0.4172,-0.26238236,-0.30121228
0.41729999,-0.26648015,-0.29803199
0.4174,-0.27053946,-0.29479522
0.41749999,-0.27455959,-0.29150236
0.41760001,-0.27853969,-0.28815389
0.41769999,-0.28247899,-0.28475034
0.41780001,-0.28637677,-0.2812922
0.4179,-0.29023224,-0.27777994
0.41800001,-0.29404467,-0.27421409
0.4181,-0.2978133,-0.27059513
0.41819999,-0.30153736,-0.26692361
0.4183,-0.30521619,-0.26320007
0.41839999,-0.30884898,-0.25942507
0.41850001,-0.31243506,-0.25559914
0.41859999,-0.31597367,-0.25172287
0.41870001,-0.31946415,-0.24779685
0.4188,-0.32290575,-0.24382152
0.41890001,-0.32629782,-0.23979756
0.419,-0.32963964,-0.23572561
0.41909999,-0.33293054,-0.23160626
0.4192,-0.33616984,-0.22744016
0.41929999,-0.33935687,-0.22322793
0.41940001,-0.34249094,-0.21897024
0.41949999,-0.34557149,-0.21466772
0.41960001,-0.34859776,-0.21032105
0.4197,-0.35156921,-0.20593092
0.41980001,-0.35448515,-0.20149799
0.4199,-0.35734499,-0.19702299
0.41999999,-0.3601481,-0.19250654
0.4201,-0.36289388,-0.1879493
0.42019999,-0.36558172,-0.18335208
0.42030001,-0.36821109,-0.17871562
0.42039999,-0.37078133,-0.17404062
0.42050001,-0.37329194,-0.16932783
0.4206,-0.37574235,-0.16457802
0.42070001,-0.37813196,-0.15979196
0.4208,-0.38046029,-0.15497042
0.42089999,-0.38272679,-0.15011416
0.421,-0.38493094,-0.145224
0.42109999,-0.38707224,-0.14030074
0.42120001,-0.38915014,-0.13534515
0.42129999,-0.39116418,-0.13035795
0.42140001,-0.39311385,-0.12534001
0.4215,-0.39499873,-0.12029218
0.42160001,-0.39681831,-0.11521528
0.4217,-0.39857215,-0.11011016
0.42179999,-0.40025982,-0.10497767
0.4219,-0.40188092,-0.099818654
0.42199999,-0.40343499,-0.094633982
0.42210001,-0.40492162,-0.089424513
0.42219999,-0.40634045,-0.084191144
0.42230001,-0.40769109,-0.078934737
0.4224,-0.40897316,-0.073656186
0.42250001,-0.41018629,-0.068356387
0.4226,-0.41133007,-0.063036144
0.42269999,-0.41240421,-0.057696432
0.4228,-0.4134084,-0.052338164
0.42289999,-0.41434228,-0.046962261
0.42300001,-0.4152056,-0.041569635
0.42309999,-0.41599804,-0.036161225
0.42320001,-0.41671935,-0.030737961
0.4233,-0.41736922,-0.025300782
0.42340001,-0.41794741,-0.019850634
0.4235,-0.41845369,-0.014388468
0.42359999,-0.41888782,-0.0089152399
0.4237,-0.41924953,-0.0034318215
0.42379999,-0.41953865,0.0020608248
0.42390001,-0.41975495,0.0075616934
0.42399999,-0.4198983,0.013069817
0.42410001,-0.41996852,0.018584227
0.4242,-0.41996545,0.024103947
0.42429999,-0.41988894,0.029627999
0.4244,-0.41973889,0.035155404
0.42449999,-0.41951513,0.040685177
0.42460001,-0.41921762,0.046216328
0.42469999,-0.41884625,0.051747866
0.42480001,-0.41840088,0.057278812
0.4249,-0.41788149,0.062808238
0.42500001,-0.41728798,0.068335086
0.4251,-0.41662037,0.073858373
0.42519999,-0.41587862,0.079377085
0.4253,-0.41506273,0.084890239
0.42539999,-0.41417268,0.090396821
0.42550001,-0.41320848,0.095895834
0.42559999,-0.4121702,0.10138627
0.42570001,-0.41105786,0.10686712
0.4258,-0.40987155,0.11233738
0.42590001,-0.4086113,0.11779604
0.426,-0.40727714,0.12324214
0.42609999,-0.40586922,0.12867464
0.4262,-0.40438762,0.13409255
0.42629999,-0.40283254,0.13949484
0.42640001,-0.40120405,0.14488052
0.42649999,-0.39950234,0.15024857
0.42660001,-0.39772755,0.155598
0.4267,-0.39587989,0.16092779
0.42680001,-0.39395952,0.16623694
0.4269,-0.39196673,0.17152447
0.42699999,-0.38990167,0.17678934
0.4271,-0.38776454,0.1820306
0.42719999,-0.3855556,0.18724728
0.42730001,-0.38327515,0.19243832
0.42739999,-0.38092345,0.19760276
0.42750001,-0.37850079,0.20273961
0.4276,-0.37600747,0.20784788
0.42770001,-0.37344384,0.21292658
0.4278,-0.37081021,0.21797474
0.42789999,-0.36810696,0.22299138
0.428,-0.36533442,0.2279755
0.42809999,-0.36249298,0.23292617
0.42820001,-0.35958302,0.23784241
0.42829999,-0.35660484,0.24272329
0.42840001,-0.35355896,0.24756782
0.4285,-0.35044578,0.25237504
0.42860001,-0.34726572,0.25714403
0.4287,-0.34401929,0.26187384
0.42879999,-0.34070691,0.26656353
0.4289,-0.33732912,0.27121213
0.42899999,-0.33388636,0.27581877
0.42910001,-0.33037919,0.28038248
0.42919999,-0.32680809,0.28490239
0.42930001,-0.32317364,0.28937754
0.4294,-0.31947631,0.29380709
0.42950001,-0.31571665,0.29819009
0.4296,-0.31189528,0.30252567
0.42969999,-0.30801275,0.30681294
0.4298,-0.30406976,0.31105104
0.42989999,-0.3000668,0.31523907
0.43000001,-0.29600459,0.3193762
0.43009999,-0.29188374,0.32346156
0.43020001,-0.28770489,0.32749429
0.4303,-0.28346869,0.33147356
0.43040001,-0.27917588,0.33539855
0.4305,-0.27482709,0.33926845
0.43059999,-0.27042297,0.3430824
0.4307,-0.26596424,0.34683964
0.43079999,-0.26145166,0.35053933
0.43090001,-0.25688601,0.35418072
0.43099999,-0.25226796,0.35776302
0.43110001,-0.24759831,0.36128545
0.4312,-0.24287781,0.36474726
0.43130001,-0.23810728,0.3681477
0.4314,-0.2332875,0.37148604
0.43149999,-0.22841927,0.37476155
0.4316,-0.22350343,0.3779735
0.43169999,-0.2185407,0.38112116
0.43180001,-0.21353194,0.38420382
0.43189999,-0.20847805,0.38722083
0.43200001,-0.20337987,0.39017153
0.4321,-0.19823827,0.3930552
0.43220001,-0.19305412,0.39587122
0.4323,-0.18782835,0.39861894
0.43239999,-0.18256181,0.40129775
0.4325,-0.17725545,0.40390697
0.43259999,-0.17191017,0.40644607
0.43270001,-0.1665269,0.40891439
0.43279999,-0.16110657,0.41131139
0.43290001,-0.15565003,0.41363642
0.433,-0.15015833,0.41588899
0.43309999,-0.14463243,0.41806853
0.4332,-0.13907328,0.42017451
0.43329999,-0.13348188,0.4222064
0.43340001,-0.12785922,0.4241637
0.43349999,-0.12220629,0.42604592
0.43360001,-0.11652412,0.4278526
0.4337,-0.11081369,0.42958325
0.43380001,-0.10507606,0.4312374
0.4339,-0.099312253,0.43281463
0.43399999,-0.093523197,0.43431446
0.4341,-0.087710001,0.43573654
0.43419999,-0.081873722,0.43708038
0.43430001,-0.076015413,0.4383457
0.43439999,-0.070136152,0.43953207
0.43450001,-0.064236999,0.44063917
0.4346,-0.058319036,0.44166663
0.43470001,-0.052383341,0.44261414
0.4348,-0.046431009,0.44348139
0.43489999,-0.040463138,0.44426805
0.435,-0.034480825,0.44497389
0.43509999,-0.028485132,0.4455986
0.43520001,-0.022477144,0.44614187
0.43529999,-0.016458016,0.44660354
0.43540001,-0.010428866,0.44698334
0.4355,-0.0043908171,0.44728112
0.43560001,0.0016550045,0.44749662
0.4357,0.0077074668,0.44762975
0.43579999,0.013765434,0.44768029
0.4359,0.019827768,0.44764811
0.43599999,0.025893323,0.4475331
0.43610001,0.031960953,0.44733512
0.43619999,0.038029518,0.44705412
0.43630001,0.044097941,0.44668987
0.4364,0.050165016,0.44624239
0.43650001,0.056229588,0.44571167
0.4366,0.062290501,0.44509766
0.43669999,0.068346597,0.44440031
0.4368,0.074396715,0.44361964
0.43689999,0.080439694,0.44275567
0.43700001,0.086474366,0.44180843
0.43709999,0.092499584,0.44077802
0.43720001,0.098514169,0.43966442
0.4373,0.10451696,0.43846777
0.43740001,0.11050684,0.43718809
0.4375,0.11648264,0.4358255
0.43759999,0.12244318,0.43438017
0.4377,0.12838729,0.43285221
0.43779999,0.13431382,0.43124184
0.43790001,0.1402216,0.42954919
0.43799999,0.14610948,0.42777449
0.43810001,0.15197629,0.42591795
0.4382,0.1578209,0.42397979
0.43830001,0.16364211,0.42196026
0.4384,0.16943881,0.41985965
0.43849999,0.17520985,0.41767818
0.4386,0.18095411,0.41541609
0.43869999,0.18667044,0.41307375
0.43880001,0.19235766,0.41065148
0.43889999,0.19801466,0.40814966
0.43900001,0.20364033,0.40556863
0.4391,0.20923349,0.40290877
0.43920001,0.21479306,0.40017048
0.4393,0.2203179,0.39735413
0.43939999,0.22580689,0.39446023
0.4395,0.23125893,0.39148915
0.43959999,0.23667292,0.38844141
0.43970001,0.24204777,0.38531736
0.43979999,0.24738239,0.38211751
0.43990001,0.25267568,0.37884238
0.44,0.25792655,0.37549257
0.44010001,0.26313394,0.37206855
0.4402,0.26829675,0.36857089
0.44029999,0.27341396,0.36500019
0.4404,0.27848452,0.36135697
0.44049999,0.28350732,0.35764191
0.44060001,0.28848138,0.35385558
0.44069999,0.29340565,0.34999865
0.44080001,0.29827911,0.34607169
0.4409,0.30310073,0.34207532
0.44100001,0.30786949,0.33801025
0.4411,0.31258443,0.33387724
0.44119999,0.31724456,0.32967693
0.4413,0.32184887,0.32541007
0.44139999,0.32639638,0.32107741
0.44150001,0.33088616,0.31667966
0.44159999,0.33531722,0.31221765
0.44170001,0.33968866,0.30769211
0.4418,0.34399953,0.30310386
0.44190001,0.34824893,0.29845372
0.442,0.35243589,0.29374233
0.44209999,0.35655951,0.28897065
0.44220001,0.36061898,0.28413954
0.44229999,0.36461332,0.27924985
0.44240001,0.36854178,0.27430242
0.4425,0.37240338,0.26929823
0.44260001,0.37619737,0.26423809
0.4427,0.3799229,0.25912297
0.44279999,0.38357913,0.25395375
0.4429,0.38716525,0.24873143
0.44299999,0.39068049,0.24345694
0.44310001,0.39412406,0.23813117
0.44319999,0.39749515,0.23275508
0.44330001,0.40079302,0.2273297
0.4434,0.40401697,0.22185603
0.44350001,0.40716624,0.21633509
0.4436,0.41024011,0.21076789
0.44369999,0.41323793,0.20515548
0.4438,0.41615894,0.19949889
0.44389999,0.41900253,0.1937992
0.44400001,0.42176804,0.18805744
0.44409999,0.42445478,0.18227471
0.44420001,0.42706218,0.1764521
0.4443,0.42958951,0.17059055
0.44440001,0.43203628,0.1646913
0.4445,0.43440184,0.15875542
0.44459999,0.43668568,0.15278408
0.4447,0.43888724,0.14677837
0.44479999,0.44100595,0.14073946
0.44490001,0.44304129,0.13466847
0.44499999,0.44499284,0.12856659
0.44510001,0.44686002,0.122435
0.4452,0.4486424,0.11627483
0.44530001,0.45033953,0.11008731
0.4454,0.45195091,0.10387351
0.44549999,0.4534761,0.097634681
0.4456,0.45491478,0.091372028
0.44569999,0.45626649,0.085086778
0.44580001,0.45753092,0.078780137
0.44589999,0.45870769,0.072453342
0.44600001,0.45979646,0.066107616
0.4461,0.46079689,0.059744187
0.44620001,0.46170875,0.05336431
0.4463,0.46253172,0.046969231
0.44639999,0.46326551,0.040560205
0.4465,0.46390986,0.034138452
0.44659999,0.46446452,0.027705183
0.44670001,0.46492928,0.021261716
0.44679999,0.46530396,0.01480932
0.44690001,0.46558839,0.0083492678
0.447,0.4657824,0.0018828353
0.44710001,0.46588588,-0.0045886971
0.4472,0.46589866,-0.011064046
0.44729999,0.4658207,-0.017541924
0.4474,0.46565187,-0.024021044
0.44749999,0.46539214,-0.030500112
0.44760001,0.46504143,-0.036977831
0.44769999,0.46459958,-0.043453
0.44780001,0.46406671,-0.049924262
0.4479,0.4634428,-0.056390319
0.44800001,0.46272784,-0.062849872
0.4481,0.46192196,-0.069301635
0.44819999,0.46102515,-0.075744294
0.4483,0.46003753,-0.082176559
0.44839999,0.45895916,-0.088597134
0.44850001,0.45779023,-0.095004715
0.44859999,0.45653084,-0.10139801
0.44870001,0.45518115,-0.10777572
0.4488,0.45374128,-0.11413657
0.44890001,0.45221138,-0.1204793
0.449,0.45059171,-0.12680258
0.44909999,0.44888252,-0.13310513
0.4492,0.44708407,-0.13938566
0.44929999,0.44519663,-0.14564288
0.44940001,0.44322047,-0.15187553
0.44949999,0.44115591,-0.15808231
0.44960001,0.43900326,-0.16426195
0.4497,0.43676287,-0.1704132
0.44980001,0.43443516,-0.17653477
0.4499,0.43202043,-0.18262543
0.44999999,0.42951897,-0.18868391
0.4501,0.42693129,-0.19470897
0.45019999,0.42425787,-0.20069936
0.45030001,0.4214991,-0.20665382
