"Time","aimc.is[1]","aimc.is[2]","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","transformer.l2sigma.inductor[1].i","transformer.l2sigma.inductor[3].i","loadInertia.phi","loadInertia.w"
2.0204,34.126514,-293.50244,0.27163747,0.20915651,0.2025452,0.22634338,0.0021641429,0.01373989,134.67802,124.38965
2.0204999,46.811302,-302.12772,0.26303324,0.21932139,0.20145668,0.22699088,0.0027006632,0.013405397,134.69046,124.41953
2.0206001,59.572426,-310.41339,0.25412202,0.22919942,0.20034596,0.22763479,0.0032345161,0.013057674,134.70291,124.44997
2.0207,72.395607,-318.35052,0.24491294,0.23878121,0.1992133,0.22827527,0.0037651751,0.012697067,134.71536,124.48096
2.0208001,85.26651,-325.93048,0.23541549,0.24805766,0.19805889,0.22891256,0.004292116,0.012323932,134.72781,124.5125
2.0209,98.170776,-333.14505,0.22563937,0.25702,0.19688298,0.22954683,0.0048148194,0.011938635,134.74026,124.54459
2.0209999,111.09398,-339.98642,0.21559457,0.26565966,0.19568579,0.23017827,0.0053327694,0.011541557,134.75272,124.57722
2.0211,124.0217,-346.44711,0.20529139,0.27396858,0.19446759,0.23080707,0.0058454545,0.011133092,134.76518,124.61041
2.0211999,136.93953,-352.52011,0.19474031,0.28193882,0.1932286,0.23143341,0.0063523687,0.010713641,134.77763,124.64414
2.0213001,149.83307,-358.19879,0.18395208,0.28956291,0.1919691,0.23205747,0.0068530119,0.010283617,134.7901,124.67843
2.0214,162.68793,-363.47696,0.17293768,0.29683369,0.19068933,0.23267941,0.0073468904,0.0098434472,134.80257,124.71325
2.0215001,175.48979,-368.34885,0.1617083,0.30374432,0.18938956,0.23329943,0.0078335162,0.0093935635,134.81505,124.74862
2.0216,188.2244,-372.80911,0.15027535,0.31028831,0.18807004,0.23391767,0.0083124097,0.0089344112,134.82753,124.78453
2.0216999,200.87755,-376.85284,0.13865043,0.3164596,0.18673109,0.23453429,0.0087830983,0.008466444,134.84,124.82098
2.0218,213.43517,-380.47562,0.12684533,0.32225242,0.18537295,0.23514946,0.0092451163,0.0079901218,134.85249,124.85796
2.0218999,225.88326,-383.6734,0.11487198,0.3276614,0.18399592,0.23576331,0.00969801,0.0075059161,134.86497,124.89548
2.0220001,238.20795,-386.44266,0.10274252,0.33268157,0.18260026,0.236376,0.01014133,0.0070143049,134.87747,124.93352
2.0221,250.39552,-388.78027,0.090469219,0.33730826,0.1811863,0.23698767,0.010574641,0.0065157721,134.88997,124.97209
2.0222001,262.4324,-390.68359,0.078064471,0.34153733,0.1797543,0.23759845,0.010997513,0.0060108108,134.90247,125.01118
2.0223,274.30511,-392.15051,0.065540813,0.3453649,0.17830458,0.23820847,0.011409531,0.0054999189,134.91496,125.05078
2.0223999,286.00052,-393.17926,0.052910876,0.34878755,0.17683743,0.23881787,0.011810288,0.0049836007,134.92747,125.09089
2.0225,297.50552,-393.76859,0.040187411,0.35180223,0.17535317,0.23942676,0.012199387,0.0044623655,134.93999,125.13151
2.0225999,308.80728,-393.91776,0.027383251,0.3544063,0.17385209,0.24003527,0.012576446,0.003936728,134.9525,125.17262
2.0227001,319.89319,-393.62643,0.014511296,0.35659754,0.17233451,0.24064349,0.01294109,0.0034072066,134.96501,125.21423
2.0228,330.75085,-392.89478,0.0015845151,0.35837412,0.17080075,0.24125153,0.013292963,0.0028743243,134.97754,125.25633
2.0229001,341.36819,-391.72342,-0.01138407,0.35973459,0.16925111,0.24185951,0.013631715,0.0023386066,134.99007,125.2989
2.023,351.73328,-390.11346,-0.024381408,0.36067796,0.16768594,0.24246751,0.013957013,0.0018005824,135.00259,125.34196
2.0230999,361.83453,-388.06647,-0.037394419,0.36120361,0.16610554,0.24307561,0.014268536,0.0012607825,135.01514,125.38548
2.0232,371.66064,-385.58447,-0.050410014,0.36131138,0.16451024,0.24368392,0.014565975,0.00071973976,135.02768,125.42945
2.0232999,381.20056,-382.66992,-0.063415103,0.36100146,0.16290037,0.2442925,0.014849039,0.00017798797,135.04022,125.47388
2.0234001,390.44363,-379.32581,-0.076396607,0.36027446,0.16127625,0.24490145,0.015117446,-0.00036393816,135.05276,125.51875
2.0235,399.37943,-375.55551,-0.089341477,0.35913143,0.15963824,0.2455108,0.015370933,-0.00090550381,135.06532,125.56406
2.0236001,407.99786,-371.36288,-0.10223672,0.35757384,0.15798663,0.24612066,0.015609249,-0.0014461746,135.07788,125.60979
2.0237,416.28928,-366.75223,-0.11506936,0.35560346,0.15632179,0.24673106,0.01583216,-0.0019854167,135.09045,125.65594
2.0237999,424.24423,-361.72833,-0.12782653,0.35322264,0.15464404,0.24734205,0.016039444,-0.0025226986,135.10301,125.7025
2.0239,431.85379,-356.29633,-0.14049539,0.35043398,0.15295371,0.24795368,0.016230898,-0.0030574894,135.11559,125.74947
2.0239999,439.10928,-350.46185,-0.15306325,0.34724054,0.15125117,0.24856602,0.016406333,-0.0035892616,135.12816,125.79682
2.0241001,446.00247,-344.23096,-0.16551748,0.34364575,0.14953673,0.24917908,0.016565574,-0.0041174903,135.14075,125.84455
2.0242,452.52545,-337.61008,-0.17784555,0.33965352,0.14781073,0.2497929,0.016708467,-0.0046416544,135.15334,125.89266
2.0243001,458.67081,-330.60611,-0.19003513,0.33526802,0.14607352,0.25040752,0.01683487,-0.0051612365,135.16592,125.94113
2.0244,464.43143,-323.22638,-0.20207396,0.33049393,0.14432544,0.25102293,0.016944656,-0.0056757242,135.17853,125.98995
2.0244999,469.80066,-315.47845,-0.21394996,0.32533619,0.14256683,0.25163916,0.017037719,-0.0061846091,135.19113,126.03912
2.0246,474.77231,-307.37051,-0.2256512,0.3198002,0.14079803,0.25225624,0.017113967,-0.0066873897,135.20374,126.08862
2.0246999,479.34052,-298.91095,-0.23716596,0.31389171,0.13901938,0.25287417,0.017173324,-0.007183569,135.21634,126.13844
2.0248001,483.49991,-290.10855,-0.24848266,0.3076168,0.13723125,0.25349292,0.017215732,-0.0076726582,135.22896,126.18856
2.0249,487.24561,-280.97256,-0.25958994,0.300982,0.13543393,0.25411251,0.017241148,-0.0081541743,135.24158,126.23899
2.0250001,490.57303,-271.51248,-0.27047667,0.29399407,0.13362779,0.25473294,0.017249549,-0.0086276419,135.25421,126.2897
2.0251,493.47818,-261.73816,-0.28113192,0.28666022,0.13181317,0.2553542,0.017240925,-0.0090925945,135.26683,126.3407
2.0251999,495.9574,-251.65982,-0.29154494,0.27898791,0.1299904,0.25597623,0.017215285,-0.0095485719,135.27948,126.39196
2.0253,498.0076,-241.28799,-0.30170533,0.27098504,0.12815984,0.25659904,0.017172655,-0.0099951262,135.29211,126.44347
2.0253999,499.62607,-230.63348,-0.31160283,0.2626597,0.12632178,0.25722256,0.017113077,-0.010431814,135.30476,126.49524
2.0255001,500.81055,-219.70743,-0.32122755,0.25402036,0.1244766,0.2578468,0.017036607,-0.010858207,135.31741,126.54723
2.0256,501.5593,-208.52122,-0.33056977,0.24507588,0.12262463,0.2584717,0.016943324,-0.011273882,135.33008,126.59944
2.0257001,501.87097,-197.08655,-0.33962014,0.23583527,0.12076618,0.25909725,0.01683332,-0.011678431,135.34273,126.65187
2.0258,501.74478,-185.41536,-0.34836951,0.2263079,0.1189016,0.25972334,0.016706701,-0.012071453,135.35541,126.70449
2.0258999,501.1803,-173.51982,-0.35680908,0.21650344,0.11703121,0.26034993,0.016563594,-0.012452562,135.36807,126.7573
2.026,500.17764,-161.41235,-0.36493036,0.20643179,0.11515534,0.260977,0.016404141,-0.01282138,135.38075,126.81029
2.0260999,498.73737,-149.10559,-0.37272519,0.19610314,0.11327432,0.26160443,0.016228495,-0.013177544,135.39343,126.86343
2.0262001,496.86047,-136.6124,-0.38018569,0.18552792,0.11138847,0.26223221,0.016036835,-0.013520703,135.40613,126.91673
2.0263,494.54843,-123.94578,-0.38730431,0.17471677,0.10949811,0.26286024,0.015829345,-0.013850518,135.41882,126.97017
2.0264001,491.80319,-111.11896,-0.39407387,0.16368061,0.10760355,0.26348841,0.015606235,-0.014166662,135.43152,127.02374
2.0265,488.62717,-98.145317,-0.40048757,0.15243055,0.10570512,0.2641167,0.015367721,-0.014468824,135.44423,127.07742
2.0265999,485.02319,-85.038368,-0.40653884,0.14097792,0.10380314,0.264745,0.01511404,-0.014756707,135.45694,127.13121
2.0267,480.99457,-71.811783,-0.41222161,0.12933424,0.1018979,0.2653732,0.014845442,-0.015030026,135.46965,127.18509
2.0267999,476.54507,-58.479355,-0.41753009,0.11751122,0.099989705,0.26600119,0.014562193,-0.015288512,135.48238,127.23905
2.0269001,471.67886,-45.054935,-0.42245886,0.10552073,0.098078884,0.26662895,0.014264571,-0.015531909,135.4951,127.29309
2.027,466.40057,-31.552526,-0.42700291,0.093374819,0.096165717,0.26725629,0.013952872,-0.015759977,135.50783,127.34718
2.0271001,460.7153,-17.986187,-0.43115759,0.081085689,0.094250515,0.26788315,0.013627401,-0.015972489,135.52057,127.40132
2.0272,454.62851,-4.3700066,-0.43491864,0.068665661,0.092333563,0.26850942,0.01328848,-0.016169239,135.53331,127.4555
2.0272999,448.14615,9.2818403,-0.43828222,0.056127198,0.090415165,0.26913494,0.012936445,-0.016350031,135.54607,127.5097
2.0274,441.27454,22.955154,-0.44124481,0.043482885,0.08849559,0.26975965,0.012571642,-0.016514687,135.55881,127.56392
2.0274999,434.02039,36.63575,-0.44380334,0.03074538,0.086575128,0.27038339,0.012194431,-0.016663043,135.57158,127.61813
2.0276,426.39087,50.309414,-0.44595513,0.017927457,0.08465407,0.27100608,0.011805185,-0.016794955,135.58434,127.67235
2.0276999,418.39349,63.961941,-0.44769791,0.0050419606,0.082732677,0.27162752,0.011404288,-0.016910292,135.59711,127.72654
2.0278001,410.03619,77.579185,-0.44902977,-0.0078982105,0.080811232,0.27224764,0.010992135,-0.017008938,135.60988,127.7807
2.0279,401.32721,91.147026,-0.44994923,-0.020880094,0.078889996,0.27286628,0.010569133,-0.017090799,135.62267,127.83482
2.0280001,392.27527,104.6514,-0.45045528,-0.033890694,0.076969236,0.27348328,0.0101357,-0.017155793,135.63545,127.8889
2.0281,382.88934,118.07832,-0.45054722,-0.046916988,0.075049207,0.27409855,0.0096922629,-0.017203854,135.64824,127.94291
2.0281999,373.17874,131.41391,-0.45022479,-0.059945937,0.073130168,0.27471188,0.0092392601,-0.017234936,135.66104,127.99686
2.0283,363.15326,144.64435,-0.44948819,-0.072964512,0.071212366,0.27532318,0.0087771388,-0.017249011,135.67384,128.05072
2.0283999,352.82281,157.756,-0.44833794,-0.08595968,0.069296047,0.27593228,0.0083063534,-0.01724606,135.68665,128.10449
2.0285001,342.19781,170.73528,-0.44677502,-0.098918445,0.067381464,0.27653903,0.0078273704,-0.017226089,135.69946,128.15816
2.0286,331.28885,183.56882,-0.44480085,-0.11182784,0.065468833,0.27714324,0.0073406622,-0.017189117,135.71228,128.21173
2.0287001,320.10684,196.24339,-0.4424172,-0.12467496,0.0635584,0.27774483,0.0068467082,-0.017135182,135.7251,128.26517
2.0288,308.66306,208.74593,-0.43962622,-0.13744695,0.061650388,0.27834356,0.0063459962,-0.017064335,135.73793,128.3185
2.0288999,296.9689,221.06354,-0.43643057,-0.15013106,0.059745021,0.27893931,0.0058390209,-0.016976647,135.75076,128.37167
2.029,285.03613,233.18356,-0.43283316,-0.16271459,0.057842515,0.27953187,0.0053262822,-0.016872205,135.76361,128.42471
2.0290999,272.87674,245.09357,-0.42883745,-0.17518494,0.055943083,0.28012115,0.0048082862,-0.016751111,135.77646,128.4776
2.0292001,260.5029,256.78128,-0.42444721,-0.18752965,0.054046929,0.28070691,0.0042855442,-0.016613485,135.78931,128.53032
2.0293,247.92702,268.23474,-0.41966653,-0.19973639,0.052154258,0.28128901,0.0037585718,-0.016459463,135.80215,128.58289
2.0294001,235.16176,279.44223,-0.41450006,-0.21179292,0.050265271,0.2818673,0.0032278893,-0.016289197,135.81502,128.63525
2.0295,222.21991,290.39221,-0.40895268,-0.22368722,0.048380151,0.28244159,0.0026940203,-0.016102854,135.82788,128.68745
2.0295999,209.11444,301.07355,-0.40302971,-0.23540737,0.046499088,0.28301167,0.0021574916,-0.015900619,135.84076,128.73947
2.0297,195.85854,311.47528,-0.3967368,-0.24694164,0.044622269,0.28357738,0.0016188329,-0.015682692,135.85364,128.79128
2.0297999,182.46548,321.58682,-0.39008006,-0.25827852,0.042749863,0.28413859,0.0010785757,-0.015449288,135.86652,128.84288
2.0299001,168.9487,331.39789,-0.38306582,-0.26940662,0.040882044,0.28469506,0.00053725316,-0.015200635,135.87941,128.89427
2.03,155.32175,340.89844,-0.37570086,-0.28031483,0.039018977,0.28524664,-4.6005762e-06,-0.014936982,135.89229,128.94545
2.0301001,141.5983,350.07886,-0.36799228,-0.29099226,0.037160825,0.28579316,-0.00054645061,-0.014658586,135.9052,128.9964
2.0302,127.79207,358.92981,-0.3599475,-0.30142814,0.035307735,0.28633443,-0.0010877623,-0.014365724,135.91809,129.04713
2.0302999,113.91691,367.44232,-0.35157433,-0.31161207,0.033459865,0.28687024,-0.0016280016,-0.014058684,135.931,129.09763
2.0304,99.986702,375.60782,-0.34288085,-0.32153386,0.031617355,0.28740045,-0.0021666349,-0.013737769,135.94391,129.14787
2.0304999,86.015373,383.41803,-0.33387539,-0.33118352,0.029780339,0.28792486,-0.0027031312,-0.013403296,135.95683,129.19788
2.0306001,72.016899,390.86505,-0.32456675,-0.34055138,0.027948961,0.28844327,-0.0032369606,-0.013055594,135.96976,129.24763
2.0307,58.005276,397.94144,-0.31496394,-0.34962809,0.026123339,0.28895551,-0.0037675963,-0.012695008,135.98268,129.29715
2.0308001,43.994473,404.64008,-0.30507621,-0.35840449,0.0243036,0.2894614,-0.0042945151,-0.012321892,135.99561,129.34639
2.0309,29.998476,410.95425,-0.2949132,-0.36687177,0.022489861,0.28996074,-0.0048171966,-0.011936616,136.00854,129.39539
2.0309999,16.031256,416.87766,-0.28448471,-0.37502146,0.020682231,0.2904534,-0.0053351247,-0.01153956,136.02148,129.44411
2.0311,2.1067021,422.40439,-0.27380091,-0.38284531,0.018880818,0.29093912,-0.0058477889,-0.011131114,136.03444,129.49257
2.0311999,-11.761311,427.52899,-0.2628721,-0.3903355,0.017085722,0.29141778,-0.0063546831,-0.010711683,136.04739,129.54076
2.0313001,-25.558983,432.2464,-0.25170895,-0.39748445,0.015297038,0.29188919,-0.0068553067,-0.01028168,136.06035,129.58867
2.0314,-39.272625,436.55194,-0.24032229,-0.40428495,0.013514859,0.29235312,-0.0073491661,-0.0098415297,136.0733,129.63631
2.0315001,-52.888615,440.44141,-0.22872317,-0.41073015,0.011739265,0.29280946,-0.0078357738,-0.0093916655,136.08627,129.68367
2.0316,-66.39344,443.91104,-0.21692285,-0.41681355,0.0099703381,0.29325795,-0.0083146486,-0.0089325337,136.09924,129.73076
2.0316999,-79.773743,446.95749,-0.20493281,-0.42252895,0.0082081528,0.29369849,-0.0087853195,-0.0084645851,136.11221,129.77756
2.0318,-93.016273,449.57782,-0.1927647,-0.4278706,0.006452777,0.29413086,-0.0092473216,-0.0079882825,136.1252,129.82408
2.0318999,-106.10793,451.76959,-0.18043037,-0.43283305,0.0047042747,0.29455492,-0.0097001977,-0.0075040958,136.13818,129.87032
2.0320001,-119.03582,453.53076,-0.16794178,-0.43741125,0.0029627045,0.29497042,-0.010143503,-0.0070125028,136.15117,129.91628
2.0321,-131.78719,454.85974,-0.15531109,-0.4416005,0.0012281198,0.29537725,-0.010576798,-0.0065139881,136.16417,129.96194
2.0322001,-144.34946,455.7554,-0.1425506,-0.44539657,-0.00049943099,0.29577523,-0.010999656,-0.0060090451,136.17717,130.00732
2.0323,-156.7103,456.21701,-0.12967274,-0.44879553,-0.0022199044,0.29616418,-0.01141166,-0.0054981709,136.19017,130.05241
2.0323999,-168.85757,456.24438,-0.11668999,-0.45179382,-0.0039332621,0.29654396,-0.011812403,-0.0049818703,136.20317,130.09724
2.0325,-180.77939,455.83768,-0.10361504,-0.45438841,-0.0056394706,0.29691434,-0.012201489,-0.0044606524,136.21619,130.14177
2.0325999,-192.46405,454.99753,-0.090460576,-0.4565765,-0.0073385015,0.29727519,-0.012578535,-0.0039350316,136.2292,130.18602
2.0327001,-203.90018,453.72501,-0.077239431,-0.45835584,-0.0090303309,0.29762635,-0.012943168,-0.0034055265,136.24223,130.22998
2.0328,-215.07658,452.0217,-0.063964464,-0.45972446,-0.01071494,0.29796767,-0.013295029,-0.0028726603,136.25525,130.27367
2.0329001,-225.98242,449.88947,-0.0506486,-0.46068087,-0.012392313,0.29829898,-0.013633771,-0.0023369584,136.26828,130.31708
2.033,-236.60709,447.33078,-0.037304807,-0.46122399,-0.014062443,0.2986201,-0.013959059,-0.0017989494,136.28131,130.36021
2.0330999,-246.94029,444.34848,-0.023946084,-0.46135309,-0.015725322,0.29893091,-0.014270571,-0.0012591645,136.29436,130.40308
2.0332,-256.97202,440.94574,-0.010585434,-0.46106786,-0.017380951,0.29923126,-0.014568001,-0.00071813632,136.30739,130.44565
2.0332999,-266.69263,437.12634,0.0027641295,-0.46036845,-0.019029332,0.29952097,-0.014851055,-0.00017639869,136.32043,130.48796
2.0334001,-276.09277,432.89435,0.016089603,-0.4592554,-0.020670475,0.29979992,-0.015119454,0.00036551364,136.3335,130.53001
2.0335,-285.16339,428.25427,0.029378008,-0.45772961,-0.022304391,0.30006796,-0.015372933,0.00090706599,136.34654,130.57179
2.0336001,-293.89584,423.21106,0.042616405,-0.45579246,-0.023931097,0.30032492,-0.015611241,0.0014477238,136.3596,130.61331
2.0337,-302.2818,417.77005,0.055791892,-0.45344564,-0.025550615,0.30057073,-0.015834143,0.0019869537,136.37267,130.65459
2.0337999,-310.31329,411.93698,0.068891644,-0.45069134,-0.027162967,0.30080518,-0.016041422,0.0025242232,136.38574,130.69559
2.0339,-317.98276,405.71802,0.081902899,-0.44753209,-0.028768184,0.30102819,-0.016232869,0.0030590023,136.3988,130.73634
2.0339999,-325.28293,399.11966,0.094812974,-0.44397086,-0.030366294,0.30123958,-0.016408298,0.0035907635,136.41188,130.77686
2.0341001,-332.20697,392.14877,0.10760931,-0.44001096,-0.031957339,0.30143929,-0.016567534,0.0041189813,136.42497,130.81712
2.0342,-338.74847,384.81268,0.12027943,-0.43565616,-0.033541355,0.30162716,-0.016710421,0.0046431352,136.43805,130.85716
2.0343001,-344.90131,377.11902,0.13281101,-0.43091059,-0.035118386,0.30180308,-0.016836818,0.0051627075,136.45114,130.89696
2.0344,-350.65988,369.07574,0.14519183,-0.42577875,-0.036688481,0.30196691,-0.016946601,0.0056771855,136.46423,130.93654
2.0344999,-356.01892,360.69119,0.15740985,-0.4202655,-0.038251691,0.30211857,-0.01703966,0.0061860615,136.47733,130.97588
2.0346,-360.97354,351.97409,0.16945314,-0.41437617,-0.039808065,0.30225793,-0.017115904,0.0066888337,136.49042,131.015
2.0346999,-365.51935,342.93341,0.18131001,-0.40811634,-0.041357659,0.30238491,-0.017175257,0.0071850051,136.50352,131.05392
2.0348001,-369.65231,333.57849,0.19296889,-0.40149206,-0.04290054,0.30249938,-0.01721766,0.0076740864,136.51663,131.09262
2.0349,-373.36887,323.91898,0.20441845,-0.39450967,-0.044436764,0.30260125,-0.017243074,0.0081555955,136.52974,131.13113
2.0350001,-376.66577,313.96475,0.21564753,-0.38717589,-0.045966402,0.30269045,-0.017251471,0.0086290566,136.54286,131.16943
2.0351,-379.54037,303.72614,0.22664522,-0.3794978,-0.04748952,0.30276683,-0.017242845,0.0090940017,136.55598,131.20755
2.0352001,-381.9903,293.21356,0.2374008,-0.37148276,-0.049006194,0.30283037,-0.017217202,0.0095499745,136.56911,131.24548
2.0353,-384.01367,282.43781,0.24790381,-0.3631385,-0.05051649,0.30288097,-0.01717457,0.0099965222,136.58223,131.28323
2.0353999,-385.60907,271.40991,0.25814402,-0.35447314,-0.052020486,0.30291852,-0.017114988,0.010433205,136.59535,131.3208
2.0355,-386.77545,260.14114,0.2681115,-0.34549502,-0.053518265,0.30294296,-0.017038519,0.010859593,136.60849,131.35822
2.0355999,-387.51227,248.64304,0.27779654,-0.33621278,-0.055009909,0.30295423,-0.016945234,0.011275264,136.62163,131.39546
2.0357001,-387.81934,236.92728,0.28718972,-0.32663548,-0.056495499,0.30295226,-0.016835226,0.011679809,136.63477,131.43256
2.0358,-387.69696,225.00583,0.29628193,-0.31677234,-0.057975117,0.302937,-0.016708605,0.012072828,136.64792,131.4695
2.0359001,-387.14584,212.89081,0.30506432,-0.30663291,-0.059448857,0.30290833,-0.016565496,0.012453933,136.66107,131.5063
2.036,-386.16718,200.59454,0.31352836,-0.29622707,-0.060916804,0.30286628,-0.016406041,0.012822748,136.67422,131.54297
2.0360999,-384.76251,188.12952,0.32166585,-0.28556484,-0.062379051,0.30281076,-0.016230395,0.01317891,136.68738,131.5795
2.0362,-382.93384,175.50838,0.32946888,-0.27465662,-0.063835688,0.30274171,-0.016038733,0.013522067,136.70053,131.61591
2.0362999,-380.68362,162.74391,0.33692986,-0.26351297,-0.065286815,0.30265906,-0.015831241,0.013851879,136.7137,131.65221
2.0364001,-378.01474,149.84908,0.34404162,-0.25214472,-0.066732518,0.30256286,-0.015608129,0.014168022,136.72687,131.6884
2.0365,-374.93042,136.83687,0.35079721,-0.24056292,-0.068172909,0.30245301,-0.015369614,0.014470184,136.74004,131.72449
2.0366001,-371.43439,123.72046,0.3571901,-0.22877878,-0.06960807,0.30232951,-0.015115931,0.014758066,136.7532,131.76048
2.0367,-367.53073,110.51311,0.36321414,-0.21680377,-0.071038112,0.3021923,-0.014847332,0.015031384,136.76639,131.79639
2.0367999,-363.22397,97.228119,0.36886346,-0.20464954,-0.072463132,0.30204138,-0.01456408,0.015289869,136.77957,131.83221
2.0369,-358.51904,83.878899,0.37413263,-0.1923279,-0.073883228,0.30187672,-0.014266457,0.015533266,136.79276,131.86795
2.0369999,-353.4212,70.478882,0.37901658,-0.17985083,-0.07529851,0.30169836,-0.013954756,0.015761334,136.80594,131.90364
2.0371001,-347.93622,57.041534,0.38351059,-0.16723046,-0.076709077,0.30150619,-0.013629283,0.015973847,136.81914,131.93925
2.0372,-342.0701,43.580376,0.38761035,-0.15447906,-0.078115031,0.30130029,-0.013290361,0.016170599,136.83234,131.97482
2.0373001,-335.82938,30.108932,0.39131191,-0.14160906,-0.079516478,0.30108061,-0.012938323,0.016351391,136.84554,132.01033
2.0374,-329.22083,16.640692,0.39461175,-0.12863296,-0.080913529,0.3008472,-0.012573518,0.016516047,136.85873,132.04581
2.0374999,-322.25171,3.1891675,0.39750668,-0.1155634,-0.082306273,0.30060002,-0.012196305,0.016664404,136.87193,132.08124
2.0376,-314.92953,-10.232164,0.39999399,-0.1024131,-0.083694831,0.3003391,-0.011807056,0.016796319,136.88515,132.11665
2.0376999,-307.26221,-23.609901,0.40207133,-0.089194864,-0.085079297,0.30006447,-0.011406156,0.016911656,136.89836,132.15204
2.0378001,-299.258,-36.93066,0.40373671,-0.075921558,-0.086459786,0.29977611,-0.010994,0.017010305,136.91158,132.18741
2.0379,-290.92545,-50.181133,0.40498865,-0.062606104,-0.087836392,0.29947409,-0.010570996,0.017092166,136.9248,132.22278
2.0380001,-282.27347,-63.348133,0.40582594,-0.049261469,-0.089209236,0.29915839,-0.010137559,0.017157162,136.93802,132.25815
2.0381,-273.31128,-76.418526,0.40624791,-0.035900652,-0.090578407,0.29882908,-0.0096941181,0.017205225,136.95125,132.2935
2.0381999,-264.0484,-89.379295,0.40625423,-0.022536663,-0.091944017,0.29848617,-0.0092411116,0.017236311,136.96448,132.32889
2.0383,-254.49458,-102.21758,0.40584496,-0.0091825202,-0.093306176,0.29812974,-0.0087789865,0.017250387,136.97772,132.36427
2.0383999,-244.65997,-114.92062,0.40502059,0.0041487692,-0.094664969,0.29775977,-0.0083081974,0.017247438,136.99095,132.39969
2.0385001,-234.55493,-127.4758,0.40378207,0.017444219,-0.09602052,0.29737633,-0.0078292098,0.017227471,137.0042,132.43513
2.0386,-224.19006,-139.87071,0.40213063,0.030690877,-0.097372919,0.29697949,-0.0073424964,0.017190501,137.01744,132.47061
2.0387001,-213.57623,-152.09306,0.40006807,0.04387584,-0.098722264,0.29656932,-0.0068485378,0.017136568,137.03069,132.50613
2.0388,-202.72461,-164.1308,0.39759645,0.056986265,-0.10006867,0.29614583,-0.0063478211,0.017065724,137.04395,132.54169
2.0388999,-191.64647,-175.97202,0.39471832,0.070009373,-0.10141222,0.2957091,-0.0058408403,0.016978038,137.05721,132.5773
2.039,-180.35344,-187.60506,0.39143658,0.082932487,-0.10275303,0.29525918,-0.005328096,0.016873598,137.07047,132.61298
2.0390999,-168.85725,-199.01848,0.38775453,0.095743008,-0.10409118,0.29479617,-0.0048100939,0.016752506,137.08372,132.6487
2.0392001,-157.16986,-210.20105,0.38367593,0.10842846,-0.10542678,0.29432014,-0.0042873453,0.016614882,137.09698,132.68449
2.0393,-145.30342,-221.1418,0.37920484,0.12097649,-0.10675991,0.29383114,-0.0037603667,0.016460862,137.11026,132.72037
2.0394001,-133.27025,-231.83002,0.37434575,0.13337487,-0.10809068,0.29332927,-0.0032296774,0.016290599,137.12354,132.7563
2.0395,-121.08279,-242.25526,0.36910352,0.14561151,-0.10941917,0.29281461,-0.0026958014,0.016104259,137.13681,132.79233
2.0395999,-108.75367,-252.40733,0.3634834,0.15767452,-0.11074547,0.29228723,-0.0021592656,0.015902026,137.15009,132.82845
2.0397,-96.295631,-262.27637,0.35749102,0.16955213,-0.11206968,0.29174724,-0.0016205993,0.0156841,137.16338,132.86464
2.0397999,-83.721504,-271.85275,0.3511323,0.18123278,-0.11339188,0.29119471,-0.0010803343,0.015450697,137.17667,132.90094
2.0399001,-71.044258,-281.1272,0.34441364,0.19270509,-0.11471216,0.29062977,-0.00053900352,0.015202047,137.18996,132.93732
2.04,-58.276958,-290.09073,0.3373417,0.20395792,-0.1160306,0.29005247,2.8585162e-06,0.014938395,137.20325,132.97382
2.0401001,-45.432701,-298.73471,0.32992351,0.21498026,-0.11734727,0.28946295,0.0005447173,0.014660001,137.21655,133.01042
2.0402,-32.5247,-307.05081,0.32216647,0.22576143,-0.11866227,0.2888613,0.0010860381,0.01436714,137.22986,133.04712
2.0402999,-19.566198,-315.03107,0.3140783,0.2362909,-0.11997566,0.28824762,0.0016262864,0.014060101,137.24316,133.08394
2.0404,-6.5704513,-322.66785,0.30566701,0.24655846,-0.12128754,0.28762203,0.0021649294,0.013739186,137.25647,133.12088
2.0404999,6.4492221,-329.95383,0.29694095,0.2565541,-0.12259796,0.28698465,0.0027014355,0.013404714,137.26979,133.15794
2.0406001,19.479504,-336.88214,0.28790882,0.26626807,-0.12390701,0.28633559,0.0032352749,0.013057013,137.2831,133.19511
2.0407,32.507111,-343.44626,0.27857956,0.27569097,-0.12521474,0.28567496,0.0037659211,0.012696427,137.29642,133.23242
2.0408001,45.518734,-349.63995,0.26896241,0.28481364,-0.12652124,0.28500286,0.0042928504,0.012323312,137.30975,133.26985
2.0409,58.50111,-355.45749,0.25906697,0.29362717,-0.12782656,0.28431946,0.0048155426,0.011938035,137.32307,133.3074
2.0409999,71.44104,-360.89343,0.24890296,0.30212304,-0.12913077,0.28362486,0.0053334823,0.011540978,137.33641,133.34511
2.0411,84.325356,-365.94278,0.23848052,0.31029296,-0.13043392,0.28291917,0.0058461577,0.011132532,137.34975,133.38292
2.0411999,97.140961,-370.60092,0.22780998,0.31812903,-0.13173607,0.28220254,0.0063530635,0.0107131,137.36308,133.42088
