"Time","B5.medium.h","B5.level","B5.InnerTankTop[1].m_flow_negative","B5.InnerTankSide[1].m_flow_negative","B5.InnerTankBottom[1].m_flow_negative","controller.Transition1.enableFire","controller.Transition2.enableFire","controller.Transition3.enableFire","controller.Transition4.enableFire","controller.Transition5.enableFire","controller.Transition6.enableFire","controller.Transition7.enableFire","controller.Transition8.enableFire","controller.Transition9.enableFire","controller.Transition10.enableFire","controller.Transition11.enableFire","controller.Transition12.enableFire","controller.Transition13.enableFire","controller.TransitionWithSignal1.enableFire","volume5.medium.p","volume5.medium.h","P1.medium.p","P1.medium.h","P2.medium.p","P2.medium.h","B1.level","B1.medium.h","P1_on.y","P2_on.y","B2.level","B2.medium.h","B3.level","B3.medium.h","B4.level","B4.medium.h","B7.level","B7.medium.h","pipeB1B2.mediums[1].p","pipeB1B2.mediums[1].h","pipeB1B2.mediums[2].p","pipeB1B2.mediums[2].h","pipePump1B1.mediums[1].p","pipePump1B1.mediums[1].h","pipePump1B1.mediums[2].p","pipePump1B1.mediums[2].h","pipePump2B2.mediums[1].p","pipePump2B2.mediums[1].h","pipePump2B2.mediums[2].p","pipePump2B2.mediums[2].h","B6.level","B6.medium.h","volume4.medium.p","volume4.medium.h"
207,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.020864507,84013.977,0.22676884,84014.008,0.0089996587,103793.51,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999605,104007.39,101325,84013.055
207.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.020269729,84013.977,0.22736362,84014.008,0.0089996578,103792.3,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999603,104006.68,101325,84013.055
208,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.019683678,84013.977,0.22794966,84014.008,0.0089996569,103791.09,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999603,104005.98,101325,84013.055
208.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.019106349,84013.977,0.22852699,84014.008,0.008999656,103789.87,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999601,104005.27,101325,84013.055
209,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.018537745,84013.977,0.22909561,84014.008,0.008999656,103788.66,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999601,104004.56,101325,84013.055
209.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.017977862,84013.977,0.22965549,84014.008,0.008999655,103787.45,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999599,104003.86,101325,84013.055
210,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.017426699,84013.977,0.23020665,84014.008,0.0089996541,103786.23,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999599,104003.15,101325,84013.055
210.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.016884258,84013.977,0.23074909,84014.008,0.0089996532,103785.02,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999597,104002.45,101325,84013.055
211,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.016350532,84013.977,0.23128282,84014.008,0.0089996522,103783.8,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999597,104001.73,101325,84013.055
211.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.015825525,84013.977,0.23180783,84014.008,0.0089996513,103782.59,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999595,104001.03,101325,84013.055
212,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.015309232,84013.977,0.23232411,84014.008,0.0089996504,103781.38,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999595,104000.33,101325,84013.055
212.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.014801654,84013.977,0.23283169,84014.008,0.0089996494,103780.17,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999593,103999.62,101325,84013.055
213,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.014302789,84013.977,0.23333056,84014.008,0.0089996494,103778.96,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999593,103998.91,101325,84013.055
213.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.013812636,84013.977,0.23382071,84014.008,0.0089996485,103777.75,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999592,103998.2,101325,84013.055
214,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.013331193,84013.977,0.23430215,84014.008,0.0089996476,103776.54,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999592,103997.5,101325,84013.055
214.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.01285846,84013.977,0.23477489,84014.008,0.0089996466,103775.33,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999959,103996.8,101325,84013.055
215,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.012394435,84013.977,0.23523891,84014.008,0.0089996457,103774.12,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999959,103996.09,101325,84013.055
215.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.011939116,84013.977,0.23569423,84014.008,0.0089996448,103772.9,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999588,103995.38,101325,84013.055
216,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.011492502,84013.977,0.23614085,84014.008,0.0089996438,103771.69,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999588,103994.68,101325,84013.055
216.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.011054593,84013.977,0.23657875,84014.008,0.0089996438,103770.48,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999586,103993.97,101325,84013.055
217,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.010625176,84013.977,0.23700817,84014.008,0.0089996429,103769.27,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999586,103993.27,101325,84013.055
217.5,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.010204388,84013.977,0.23742896,84014.008,0.008999642,103768.05,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.55,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.74666,83916.07,0.00089999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099999998,84013.977,0.23763335,84014.008,0.0089996411,103767.46,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.21,101325,84013.055
217.84665,83917.906,0.0013013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23730166,84014.008,0.0089996411,103767.22,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.07,101325,84013.055
217.84665,83917.906,0.0013013004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23730166,84014.008,0.0089996411,103767.22,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.07,101325,84013.055
217.84665,83917.906,0.0013013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23730166,84014.008,0.0089996411,103767.22,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.07,101325,84013.055
217.84665,83917.906,0.0013013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23730166,84014.008,0.0089996411,103767.22,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103992.07,101325,84013.055
218,83920.648,0.0019269063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23667607,84014.008,0.0089996411,103766.84,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999584,103991.85,101325,84013.055
218.5,83928.602,0.0039610043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23464197,84014.008,0.0089996401,103765.63,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999582,103991.15,101325,84013.055
219,83935.375,0.0059862849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23261668,84014.008,0.0089996392,103764.42,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999582,103990.44,101325,84013.055
219.5,83941.156,0.0080027478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.23060022,84014.008,0.0089996383,103763.21,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999958,103989.73,101325,84013.055
219.99741,83946.148,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22860296,84014.008,0.0089996373,103762.01,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999958,103989.03,101325,84013.055
219.99741,83946.148,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22860296,84014.008,0.0089996373,103762.01,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999958,103989.03,101325,84013.055
220,83946.172,0.010010394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22859257,84014.008,0.0089996373,103762,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999958,103989.03,101325,84013.055
220.5,83950.414,0.012009224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22659375,84014.008,0.0089996373,103760.79,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999579,103988.32,101325,84013.055
221,83954.164,0.013999236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22460373,84014.008,0.0089996364,103759.58,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999579,103987.62,101325,84013.055
221.5,83957.508,0.015980432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22262253,84014.008,0.0089996355,103758.37,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999577,103986.91,101325,84013.055
222,83960.555,0.017952811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.22065015,84014.008,0.0089996345,103757.16,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999577,103986.2,101325,84013.055
222.5,83963.273,0.019916376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.2186866,84014.008,0.0089996336,103755.95,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999575,103985.5,101325,84013.055
223,83965.742,0.021871123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.21673185,84014.008,0.0089996327,103754.73,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999575,103984.8,101325,84013.055
223.5,83967.992,0.023817055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.21478592,84014.008,0.0089996317,103753.52,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999573,103984.09,101325,84013.055
224,83969.984,0.02575417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.2128488,84014.008,0.0089996308,103752.31,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999571,103983.38,101325,84013.055
224.5,83971.844,0.027682472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.2109205,84014.008,0.0089996308,103751.11,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999571,103982.68,101325,84013.055
225,83973.547,0.029601956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.209001,84014.008,0.0089996299,103749.9,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999569,103981.97,101325,84013.055
225.5,83975.078,0.031512626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.20709035,84014.008,0.0089996289,103748.69,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999569,103981.27,101325,84013.055
226,83976.578,0.033414483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.20518848,84014.008,0.008999628,103747.48,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999567,103980.56,101325,84013.055
226.5,83977.977,0.035307523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.20329544,84014.008,0.0089996271,103746.27,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999567,103979.85,101325,84013.055
227,83979.273,0.037191752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.20141122,84014.008,0.0089996262,103745.05,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999566,103979.15,101325,84013.055
227.5,83980.477,0.039067164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.1995358,84014.008,0.0089996252,103743.84,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999566,103978.45,101325,84013.055
228,83981.578,0.040933762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.19766921,84014.008,0.0089996243,103742.63,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999564,103977.74,101325,84013.055
228.5,83982.641,0.042791549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.19581142,84014.008,0.0089996243,103741.43,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999564,103977.03,101325,84013.055
229,83983.641,0.044640519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.19396245,84014.008,0.0089996234,103740.22,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999562,103976.33,101325,84013.055
229.5,83984.57,0.046480678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.1921223,84014.008,0.0089996224,103739.01,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999562,103975.62,101325,84013.055
230,83985.43,0.048312023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.19029094,84014.008,0.0089996215,103737.8,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999956,103974.91,101325,84013.055
230.5,83986.211,0.050134551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.18846841,84014.008,0.0089996206,103736.59,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.01999956,103974.21,101325,84013.055
231,83986.938,0.051948268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.1866547,84014.008,0.0089996196,103735.38,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999558,103973.51,101325,84013.055
231.5,83987.664,0.053753175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.18484978,84014.008,0.0089996187,103734.17,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999558,103972.8,101325,84013.055
232,83988.352,0.055549271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.1830537,84014.008,0.0089996187,103732.96,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999556,103972.09,101325,84013.055
232.5,83988.992,0.05733655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101325,84013.055,100000,84011.812,100000,84011.812,0.089860871,84013.055,0,0,0.097505793,84013.055,0.0099303806,84013.977,0.18126641,84014.008,0.0089996178,103731.75,101325,84013.055,101325,84013.055,116008.75,84027.766,86641.719,83998.352,116008.75,84027.766,86641.719,83998.352,0.019999556,103971.39,101325,84013.055
